dates,satname,nzd0331-0000,nzd0331-0001,nzd0331-0002,nzd0331-0003,nzd0331-0004,nzd0331-0005,nzd0331-0006,nzd0331-0007,nzd0331-0013,nzd0331-0014,nzd0331-0015,nzd0331-0016,nzd0331-0008,nzd0331-0009,nzd0331-0010,nzd0331-0011,nzd0331-0012,nzd0331-0017
2001-11-03 22:01:22.838000,L7,,,,,,,,,238.69,253.26,242.56,212.77,,,,,,
2001-11-03 22:01:46.660000,L7,309.56,290.27,286.37,245.10,299.73,173.59,276.17,267.59,289.47,295.63,303.38,230.12,,,,,,
2001-12-21 22:02:05.831000,L7,302.57,292.09,283.42,284.91,286.03,188.11,279.80,269.48,229.93,305.75,302.13,234.97,291.24,,,,,
2003-10-16 21:50:55.996000,L5,,,,272.76,276.41,283.32,274.25,255.35,194.57,264.20,261.95,270.16,281.87,253.76,262.52,249.82,277.13,
2003-10-16 21:51:19.969000,L5,,,,275.27,281.49,284.91,278.49,260.00,200.96,264.93,267.69,273.16,284.11,257.17,266.91,249.49,278.72,
2003-12-03 21:51:55.424000,L5,,,188.09,269.86,273.18,276.32,269.57,281.06,218.70,257.45,253.21,265.70,280.06,220.62,272.15,252.73,273.30,
2004-01-04 21:51:46.048000,L5,,,,,272.44,281.10,243.83,249.32,207.82,232.59,244.11,273.05,261.80,205.75,252.27,240.49,255.86,
2004-01-04 21:52:10.021000,L5,,,,,276.01,282.53,252.65,254.28,217.32,277.42,253.20,278.25,263.01,250.64,258.00,250.16,258.90,
2004-11-10 22:04:11.885000,L5,,,,,,252.27,247.17,233.87,201.06,245.21,254.90,280.63,262.29,213.50,264.44,249.59,270.21,
2005-02-14 22:05:45.214000,L5,,,,,272.26,274.37,264.90,254.97,202.02,277.25,263.54,272.25,266.13,281.16,279.13,257.63,276.98,
2005-11-22 22:01:34.747000,L5,,,,,284.73,277.28,269.92,240.98,204.90,250.10,240.94,258.24,275.88,215.23,257.94,245.20,255.73,
2006-01-25 22:03:05.026000,L5,,,,,,,,215.90,202.07,208.96,227.95,247.42,246.30,203.58,243.51,223.45,228.42,
2006-01-25 22:03:29.142000,L5,,,,,244.02,271.46,234.51,224.17,207.34,218.39,233.65,251.31,261.79,212.12,252.03,224.95,232.31,
2006-10-24 22:07:38.411000,L5,,,,,260.68,265.16,247.26,222.04,194.79,254.80,254.16,266.17,177.96,203.50,246.03,238.72,260.98,
2006-10-31 22:13:29.135000,L5,,,291.28,282.23,281.81,284.09,270.79,273.53,184.05,264.95,266.56,289.34,260.51,239.56,264.89,246.13,255.52,
2007-02-04 22:14:09.375000,L5,,,,,263.93,282.35,203.50,249.46,169.42,,,,263.01,254.14,268.54,229.27,217.86,
2007-02-13 22:08:23.117000,L5,,,,,268.28,274.79,263.21,247.60,202.99,226.22,245.75,273.99,265.64,262.03,268.30,236.70,281.67,
2007-10-02 22:12:06.896000,L5,,,,,259.48,262.50,244.32,252.02,,,,,269.48,222.62,223.91,226.23,248.79,
2008-10-29 21:56:36.227000,L5,,,,,263.06,267.03,255.87,239.04,201.57,244.91,252.05,270.91,263.27,,272.57,246.14,275.41,
2008-10-29 21:57:00.343000,L5,,,,,259.39,260.77,246.85,231.10,196.06,242.50,248.50,266.36,257.05,,270.34,249.13,271.72,
2009-01-24 22:04:30.805000,L5,,,,,265.76,278.05,247.50,239.27,198.42,255.64,252.45,256.86,268.54,229.31,273.71,229.82,264.79,
2009-02-02 21:58:34.187000,L5,,,,,256.42,259.16,229.99,212.08,201.84,192.80,220.96,,202.96,,265.64,204.84,261.96,
2009-02-02 21:58:58.159000,L5,,,,,254.76,258.48,220.32,206.69,199.92,184.32,,,260.62,,264.82,197.52,250.83,
2010-02-21 22:03:56.549000,L5,,,,,,,,,,,,,,,232.01,184.81,260.76,
2010-10-03 22:03:04.727000,L5,,,,311.45,303.88,,,,,,,,307.13,236.05,309.23,225.75,,
2010-10-10 22:09:11.852000,L5,,,,228.65,268.31,272.35,288.01,282.23,178.22,256.65,263.65,275.32,283.53,252.14,271.39,258.79,272.09,
2011-01-07 22:02:56.182000,L5,,,,,265.22,267.49,261.11,238.79,204.06,219.44,,,259.06,249.62,256.39,232.01,250.11,
2011-01-07 22:03:20.155000,L5,246.40,284.24,,273.56,270.47,274.31,269.98,257.34,218.38,245.55,248.64,268.55,265.00,262.21,268.32,253.61,269.89,
2011-01-23 22:02:56.734000,L5,,,,261.41,269.31,278.96,272.87,250.56,224.66,270.65,248.84,269.04,272.03,261.23,270.36,245.66,273.55,268.79
2011-01-23 22:03:20.850000,L5,,,,,266.95,277.90,265.23,242.13,207.05,264.85,242.27,266.35,269.10,256.01,268.00,238.96,272.14,
2011-02-08 22:02:59.125000,L5,,,,,260.64,263.92,257.55,229.02,195.58,226.83,,,252.03,248.65,267.79,222.14,252.76,
2011-02-08 22:03:23.241000,L5,,,,,260.18,262.84,225.89,218.20,195.05,221.16,,,252.04,253.38,268.69,217.83,253.10,
2011-02-15 22:09:10.419000,L5,,,,,273.21,285.70,276.72,257.57,195.07,213.40,253.02,265.86,275.73,257.24,270.62,234.53,261.84,
2013-09-16 22:21:09.463000,L8,,,,,284.43,244.19,247.59,,,253.80,240.28,282.49,,,,,,275.12
2013-10-18 22:21:01.576000,L8,264.95,258.67,,,284.37,290.06,278.30,252.57,192.18,267.64,263.48,283.35,284.25,261.63,265.67,248.67,277.31,261.19
2013-10-27 22:14:43.714000,L8,,,,,283.18,289.85,283.90,261.01,210.41,267.86,268.92,286.61,291.50,266.62,268.97,255.35,286.43,285.78
2013-11-03 22:20:56.205000,L8,328.57,327.70,325.30,326.15,313.56,316.79,317.55,317.96,312.45,319.80,310.95,322.06,315.47,306.33,317.03,308.49,320.33,322.32
2013-11-19 22:20:49.563000,L8,312.01,311.22,302.38,183.94,292.10,273.07,,,289.88,291.27,,,284.35,288.73,295.80,295.08,302.16,
2013-12-14 22:14:33.459000,L8,372.11,371.32,356.73,347.46,328.75,347.58,360.00,363.47,317.78,339.64,354.94,374.45,351.07,346.06,347.54,330.98,347.83,349.18
2013-12-14 22:14:57.422000,L8,371.03,366.84,355.45,346.76,327.29,330.13,332.62,337.34,317.38,329.83,321.60,370.71,335.09,343.64,346.29,350.49,346.14,330.07
2013-12-21 22:20:39.177000,L8,302.90,299.36,291.55,290.09,288.38,292.62,280.70,262.92,222.66,273.34,271.39,287.89,288.26,268.70,271.29,256.66,285.58,291.27
2014-02-07 22:20:09.196000,L8,304.42,299.46,292.27,291.70,288.03,293.11,278.37,266.99,171.85,,,,290.92,270.49,269.34,253.19,268.44,
2014-02-16 22:13:50.683000,L8,,,,,290.51,285.21,288.02,281.89,183.83,,,,292.53,272.45,236.94,206.30,252.89,
2014-02-16 22:14:14.638000,L8,,,,,292.32,286.98,291.23,283.57,185.45,,,,292.83,278.34,246.98,224.19,257.56,
2014-02-23 22:19:56.208000,L8,,,,,285.02,288.81,274.82,247.20,184.19,222.55,247.76,246.88,286.28,267.80,246.44,216.91,261.60,
2014-09-28 22:13:08.778000,L8,303.31,303.10,298.24,287.77,293.24,298.08,289.87,283.11,187.09,280.73,273.62,296.12,292.46,278.63,281.71,254.49,284.72,298.59
2014-09-28 22:13:32.732000,L8,305.02,305.51,299.13,293.46,294.70,299.11,290.65,285.43,190.16,287.23,275.94,296.81,292.86,279.69,283.76,257.02,286.31,298.97
2014-10-14 22:13:14.573000,L8,,,,,287.93,293.40,281.51,268.99,191.66,268.11,270.11,291.86,289.66,263.23,267.79,253.55,286.55,286.77
2014-10-14 22:13:38.532000,L8,,,,,286.63,292.32,279.97,263.15,189.50,263.07,266.05,288.16,288.02,260.05,262.00,244.04,285.56,
2014-10-21 22:19:25.564000,L8,301.97,299.41,298.23,265.30,290.52,293.45,283.35,273.89,198.01,274.51,275.02,286.57,287.57,270.53,276.66,259.27,287.56,294.30
2014-11-06 22:19:25.282000,L8,302.79,302.82,300.63,296.90,292.66,296.21,289.25,282.45,228.17,287.32,284.16,293.81,291.77,277.52,284.31,275.38,290.08,297.15
2014-11-15 22:13:13.466000,L8,,,,,286.48,289.72,278.03,256.61,215.65,263.88,263.65,269.18,285.59,263.68,271.85,249.57,286.26,
2014-11-15 22:13:37.425000,L8,298.35,303.72,297.90,289.37,290.85,293.30,282.32,270.79,234.51,277.64,271.89,281.86,291.49,276.00,279.45,262.71,289.51,
2014-11-22 22:19:21.760000,L8,295.53,296.15,289.63,225.34,286.61,290.60,278.78,262.74,205.00,271.24,271.55,248.12,283.71,264.45,269.85,254.37,282.40,
2015-01-09 22:19:14.700000,L8,306.32,302.02,300.06,301.01,293.08,295.85,285.60,292.58,227.59,277.93,270.49,294.12,293.72,281.16,283.38,262.50,292.51,299.64
2015-01-25 22:19:08.635000,L8,296.19,299.29,298.25,298.32,287.96,291.19,281.78,275.17,177.31,263.82,261.52,275.85,291.16,277.69,280.22,247.02,272.70,293.69
2015-02-10 22:19:02.830000,L8,295.89,297.29,291.89,291.37,286.55,287.69,281.53,254.06,216.74,270.49,260.76,283.71,290.13,277.80,275.78,250.72,268.11,292.09
2015-02-19 22:12:49.582000,L8,,,,,290.92,296.46,285.78,281.60,185.95,,,,292.61,278.47,266.27,174.22,272.26,
2015-02-19 22:13:13.545000,L8,,,,,290.26,295.70,285.54,281.75,185.83,,,,292.51,278.28,271.06,212.27,272.57,
