dates,satname,nzd0380-0000,nzd0380-0001,nzd0380-0002,nzd0380-0004,nzd0380-0005,nzd0380-0006,nzd0380-0003,nzd0380-0007,nzd0380-0008,nzd0380-0009,nzd0380-0010
1999-10-13 22:06:24.714000,L7,219.75,253.02,274.34,207.09,241.35,204.31,,,,,
2000-03-21 22:06:01.097000,L7,,249.90,211.34,,,,253.01,,,,
2000-09-13 22:04:02.015000,L7,224.64,250.73,279.85,,234.63,207.61,255.29,177.93,,,
2001-01-10 22:10:03.706000,L7,269.53,301.73,309.07,250.06,306.29,320.04,275.98,221.91,334.41,204.39,339.09
2003-08-29 21:50:38.152000,L5,186.45,178.38,237.25,255.87,183.74,281.83,245.30,282.86,264.64,,
2003-09-14 21:50:54.515000,L5,176.83,173.81,215.77,167.41,177.13,274.96,233.66,279.76,260.18,228.34,257.55
2003-11-17 21:51:45.201000,L5,307.58,329.47,336.94,314.90,319.34,320.59,326.29,315.16,315.09,310.33,322.40
2003-12-03 21:51:55.424000,L5,201.63,221.30,223.69,179.30,224.06,273.70,221.91,271.69,250.97,267.97,274.44
2003-12-10 21:58:05.829000,L5,210.92,212.60,226.45,185.00,217.10,279.19,220.51,276.46,270.06,270.67,280.32
2004-01-04 21:52:10.021000,L5,180.53,187.55,224.94,177.40,201.22,281.49,216.61,274.05,,,
2004-02-05 21:52:16.959000,L5,,,,166.52,196.77,275.98,,276.19,251.26,242.04,252.62
2004-08-22 22:02:48.429000,L5,,,,169.28,187.76,276.35,,272.12,232.64,,
2004-09-23 22:03:38.248000,L5,,,,164.14,178.20,276.67,,272.40,,,
2004-11-10 22:04:35.857000,L5,233.28,270.60,277.84,248.44,239.05,290.23,245.24,287.13,258.38,266.67,272.88
2005-02-23 22:00:07.370000,L5,188.42,190.59,226.43,177.17,201.08,281.03,225.26,276.37,257.60,245.91,261.66
2005-03-02 22:06:24.060000,L5,181.48,183.02,226.20,163.55,182.61,265.85,229.34,264.92,247.61,225.54,241.67
2005-09-10 22:07:43.789000,L5,217.14,186.85,285.96,267.62,205.99,285.43,262.43,278.46,263.92,237.72,266.28
2005-09-19 22:01:32.820000,L5,244.58,271.58,283.33,265.53,203.52,285.84,261.67,282.87,275.52,247.71,272.50
2006-01-25 22:03:29.142000,L5,245.44,289.14,292.58,265.57,256.68,289.42,251.15,283.05,272.73,279.20,289.60
2006-02-17 22:10:10.858000,L5,214.62,212.48,247.04,189.75,223.57,282.93,241.88,278.18,264.77,253.88,270.52
2006-09-13 22:13:23.482000,L5,,,288.55,270.77,301.63,303.68,298.52,294.81,278.21,275.40,293.97
2006-10-24 22:07:38.411000,L5,233.78,277.44,285.96,272.03,252.01,289.31,257.65,282.05,273.67,265.61,272.96
2006-10-31 22:13:53.251000,L5,,,,202.10,259.65,283.16,,272.41,241.63,,
2007-02-04 22:14:33.490000,L5,228.58,276.89,284.83,200.05,253.63,283.17,243.17,289.74,275.72,271.17,287.05
2007-09-09 22:06:33.244000,L5,,,246.91,174.22,192.22,281.25,246.77,279.35,258.11,218.10,
2007-10-02 22:12:30.868000,L5,,,264.47,190.23,220.54,285.15,247.05,269.72,,,
2009-01-24 22:04:54.778000,L5,195.00,209.81,230.02,195.06,241.83,286.42,230.56,271.15,238.85,242.87,263.28
2009-02-09 22:05:19.855000,L5,,,,172.01,194.41,277.46,,273.77,244.81,225.82,265.05
2009-12-03 22:03:55.814000,L5,237.94,284.42,285.20,263.04,254.00,280.04,258.33,276.06,259.50,259.87,271.67
2010-02-21 22:04:20.664000,L5,,,,159.49,182.63,267.53,,267.59,226.80,228.21,252.92
2011-01-07 22:03:20.155000,L5,197.48,202.80,232.21,188.05,227.63,275.56,221.66,270.76,244.35,232.87,257.94
2011-01-23 22:03:20.850000,L5,233.22,281.04,279.16,206.36,253.86,288.28,238.20,282.16,267.62,260.99,278.52
2011-03-12 22:03:19.303000,L5,,,208.07,174.72,172.91,274.19,218.29,270.45,251.20,225.54,249.91
2013-05-11 22:21:31.047000,L8,280.46,,301.49,244.94,168.42,258.57,297.96,290.53,280.30,,
2013-05-27 22:21:38.875000,L8,,,,,,202.67,,278.65,252.63,,
2013-06-05 22:15:27.079000,L8,,,,,,,,,,,235.48
2013-07-14 22:21:34.493000,L8,201.16,,,,,,,,,,231.83
2013-09-16 22:21:33.422000,L8,238.68,290.89,304.87,235.73,227.09,309.03,287.84,301.17,283.74,271.84,278.96
2013-09-25 22:15:17.057000,L8,,245.97,246.37,193.95,214.04,250.77,256.57,287.68,267.00,200.64,236.05
2013-10-18 22:21:25.531000,L8,233.04,242.73,265.85,212.12,210.35,246.26,256.63,274.09,225.18,249.61,231.48
2013-11-12 22:15:08.029000,L8,235.73,300.69,272.49,217.41,226.85,244.52,258.90,292.15,243.01,267.33,282.36
2013-12-14 22:14:57.422000,L8,240.55,305.93,313.88,286.29,230.34,309.58,262.08,302.10,285.80,274.63,287.87
2013-12-21 22:21:03.131000,L8,241.31,304.85,314.02,286.11,232.14,308.80,264.10,303.06,291.31,269.11,288.91
2014-02-07 22:20:33.142000,L8,311.74,331.38,342.84,315.25,315.93,339.68,331.51,330.33,323.58,314.50,322.75
2014-03-20 22:13:49.616000,L8,,247.77,258.56,174.62,222.28,269.78,252.33,291.80,271.35,199.96,
2014-05-14 22:19:08.687000,L8,278.54,275.27,296.80,,,,288.16,,,226.23,233.61
2014-08-27 22:13:29.246000,L8,,,,,226.67,259.98,,285.99,272.35,,
2014-09-03 22:19:42.686000,L8,,247.33,202.96,171.16,170.12,262.73,254.81,286.71,272.37,247.35,209.48
2014-09-28 22:13:32.732000,L8,234.75,288.29,291.98,206.17,226.76,294.80,252.54,298.29,278.45,242.51,228.31
2014-10-14 22:13:38.532000,L8,232.83,247.31,263.22,199.66,226.78,265.00,245.83,288.94,269.42,263.59,215.79
2014-11-06 22:19:49.237000,L8,,,,177.90,217.36,293.59,223.04,292.71,243.51,229.47,229.19
2014-11-15 22:13:37.425000,L8,233.51,287.37,266.81,170.40,214.05,256.28,,284.08,262.60,220.61,222.95
2014-11-22 22:19:45.715000,L8,233.73,293.37,300.23,282.91,227.45,300.26,275.03,291.02,279.68,198.57,
2014-12-01 22:13:36.144000,L8,239.50,304.65,313.23,218.49,231.88,300.40,285.83,302.44,283.77,271.22,271.19
2015-01-25 22:19:32.598000,L8,225.77,183.12,,172.09,208.01,245.88,241.57,280.10,246.13,259.06,235.30
2015-02-10 22:19:26.793000,L8,232.86,291.16,299.00,208.93,225.53,254.05,249.03,287.66,272.53,262.80,239.92
2015-02-19 22:13:13.545000,L8,233.98,298.10,306.61,215.55,225.87,256.77,258.25,291.79,278.34,272.78,268.60
2015-03-14 22:19:11.321000,L8,238.38,296.50,309.56,238.80,228.51,300.02,280.44,297.85,283.16,273.86,266.23
2015-04-15 22:18:58.633000,L8,,263.52,297.71,183.91,227.62,262.41,254.26,293.57,272.34,,
2015-09-06 22:19:26.774000,L8,,229.84,270.56,172.39,224.97,255.43,249.48,286.77,272.13,175.77,217.56
2015-12-20 22:13:33.327000,L8,237.69,303.88,314.11,280.28,232.99,307.08,260.29,302.32,290.99,275.53,281.97
2015-12-27 22:19:43.199000,L8,243.02,302.30,312.95,278.64,233.89,308.10,263.09,302.00,287.11,273.67,282.62
2016-01-05 22:13:29.107000,L8,238.75,304.99,314.93,237.11,233.19,310.32,252.99,303.78,285.31,279.81,282.11
2016-02-13 22:19:32.514000,L8,233.58,290.23,301.80,215.73,226.66,257.57,253.38,286.56,278.88,264.59,237.32
2016-02-29 22:19:29.191000,L8,168.15,247.50,267.85,205.72,195.90,244.80,248.30,176.27,194.44,,
2016-04-17 22:19:09.462000,L8,236.40,171.25,301.33,184.59,227.07,295.02,254.74,287.53,276.65,262.83,237.15
2016-04-26 22:12:57.053000,L8,233.41,171.47,299.86,175.89,,,252.60,,,,
2016-08-07 22:19:37.341000,L8,236.05,,299.98,238.03,167.60,262.44,281.71,288.76,269.66,,218.60
2016-09-08 22:19:48.652000,L8,236.94,289.90,299.60,205.30,184.43,265.15,255.85,293.37,279.41,271.22,229.76
2016-12-29 22:19:49.454000,L8,237.35,298.34,310.58,214.60,225.45,296.53,259.59,295.26,271.62,265.77,265.72
2017-01-23 22:13:31.167000,L8,233.78,294.13,309.18,205.69,226.45,279.57,250.60,295.38,242.17,261.01,269.03
2017-02-08 22:13:22.774000,L8,,,,,,288.42,,287.74,272.00,196.47,227.68
2017-02-15 22:19:31.641000,L8,242.71,304.13,311.93,229.15,229.27,307.34,263.84,300.32,287.07,280.29,268.53
2017-02-24 22:13:17.856000,L8,,,289.10,177.53,227.25,308.60,300.66,303.32,274.65,250.61,266.39
2017-03-28 22:13:00.546000,L8,,290.20,303.47,,175.40,310.04,257.92,290.09,277.02,277.17,236.99
2017-06-07 22:19:15.026000,L8,,,,,,207.04,,281.67,245.44,,
2017-07-02 22:13:11.807000,L8,,,,,,198.26,,281.75,,,
2018-01-26 22:13:21.037000,L8,245.53,303.89,318.01,165.99,242.66,312.07,218.22,305.50,296.55,283.21,294.42
2018-02-11 22:13:14.321000,L8,234.03,288.21,298.87,213.76,226.82,292.78,251.96,287.29,278.06,266.32,264.25
2018-04-07 22:18:58.809000,L8,,,,172.76,181.74,266.91,249.07,286.15,273.52,,
2018-05-02 22:12:33.692000,L8,,,295.48,173.72,171.72,273.76,272.78,290.31,271.26,213.88,247.11
2018-06-19 22:12:21.473000,L8,,,,,,181.12,,274.57,,,
2018-08-22 22:12:54.367000,L8,246.47,167.46,299.20,201.56,225.83,296.65,263.36,291.12,277.93,262.98,240.91
2018-08-29 22:19:08.064000,L8,,247.58,295.43,170.94,218.32,266.41,265.64,286.85,268.01,264.28,223.38
2018-09-14 22:19:12.891000,L8,240.44,250.88,297.25,224.26,228.75,300.41,261.39,289.18,278.16,275.21,234.75
2018-11-10 22:13:20.844000,L8,234.64,290.72,272.72,220.31,234.00,299.57,251.29,286.97,272.40,264.47,244.74
2019-01-04 22:19:27.588000,L8,260.85,296.78,311.82,244.45,240.68,308.56,265.60,301.64,288.06,267.50,282.43
2019-02-14 22:13:09.296000,L8,236.99,260.00,303.58,213.22,231.26,297.18,255.41,297.07,279.91,269.83,270.83
2019-03-02 22:13:05.126000,L8,230.45,249.64,294.64,202.18,225.36,285.87,251.47,288.28,269.55,267.69,264.71
2019-03-18 22:12:59.932000,L8,258.65,248.81,308.52,,,,246.57,,,,
2019-09-17 22:19:53.101000,L8,,249.40,294.12,204.39,226.42,266.92,251.89,285.97,271.77,266.83,228.66
2019-10-28 22:13:48.433000,L8,233.35,250.80,277.12,183.40,226.27,282.36,248.27,285.04,266.77,265.43,242.29
2020-01-16 22:13:34.872000,L8,,,164.57,228.00,238.51,307.59,222.03,290.52,209.31,211.92,
2020-01-23 22:19:43.708000,L8,240.97,287.36,311.06,226.02,236.70,306.33,260.75,296.19,283.54,266.85,256.94
2020-02-24 22:19:34.962000,L8,231.87,249.32,308.15,217.24,228.19,282.03,255.01,292.47,272.61,264.38,267.51
2020-03-27 22:19:19.905000,L8,239.27,252.87,308.54,212.86,231.84,300.34,254.88,290.24,279.96,277.27,240.37
2020-07-01 22:19:22.742000,L8,,,,,,184.54,,273.12,,,
2020-08-11 22:13:23.493000,L8,,,,,,,,,,,214.56
2020-09-19 22:19:51.801000,L8,237.04,251.21,296.95,216.07,226.68,293.40,254.57,292.70,272.33,266.79,265.55
2020-10-14 22:13:44.927000,L8,272.66,292.76,312.79,240.49,235.61,304.21,300.03,302.10,285.71,275.07,281.18
2020-10-21 22:19:55.676000,L8,243.82,291.49,310.84,237.36,235.35,304.22,297.40,298.48,283.12,268.85,283.22
2020-12-24 22:19:54.582000,L8,242.23,296.89,312.90,237.95,240.68,303.73,286.11,300.59,284.10,269.01,286.24
2021-01-25 22:19:43.984000,L8,242.24,292.42,311.28,234.67,236.10,303.72,268.29,299.19,283.41,270.08,284.57
2021-02-10 22:19:41.369000,L8,,,,,,,,,281.60,277.79,290.26
2021-02-19 22:13:27.767000,L8,271.30,294.90,314.64,238.91,237.23,311.09,267.61,303.65,286.29,282.46,288.46
2021-03-23 22:13:13.154000,L8,,,,170.00,224.95,307.52,,284.94,277.48,185.45,242.49
2021-06-02 22:19:21.079000,L8,,,,,,195.14,,272.11,,,
2021-08-30 22:13:38.062000,L8,,,206.97,,164.87,265.79,246.33,283.67,265.07,,
2021-11-02 22:13:50.004000,L8,239.93,295.06,314.31,237.59,236.84,308.71,300.83,302.21,280.65,275.17,284.45
2021-11-06 22:14:23.901000,L9,278.47,297.73,317.55,241.57,241.44,310.62,303.98,302.33,284.31,278.58,290.71
2021-11-18 22:13:44.611000,L8,280.84,302.87,318.70,242.02,240.11,310.90,303.75,303.80,287.40,279.16,291.36
2022-01-04 22:19:51.928000,L9,232.42,250.69,308.13,212.63,232.31,295.09,255.39,288.22,271.93,266.20,277.81
2022-01-12 22:19:49.339000,L8,272.01,294.40,313.53,235.51,238.42,310.22,280.75,301.51,283.47,269.51,284.22
2022-01-13 22:13:38.580000,L9,232.75,257.36,311.47,214.15,233.73,297.69,252.52,290.58,279.82,275.25,267.15
2022-01-20 22:19:51.389000,L9,276.41,297.91,314.68,173.94,,239.07,265.85,301.44,288.11,266.12,247.18
2022-01-21 22:13:35.739000,L8,302.77,330.16,336.51,289.81,310.11,332.29,321.46,320.96,313.07,314.32,322.11
2022-01-28 22:19:43.811000,L8,279.58,298.65,320.79,267.40,240.92,313.00,300.25,305.12,288.50,280.98,307.87
2022-01-29 22:13:41.369000,L9,280.27,299.69,323.31,266.50,240.29,314.51,304.33,305.65,292.02,281.77,308.91
2022-02-13 22:19:40.610000,L8,243.29,292.79,312.94,239.70,239.30,306.12,297.85,301.48,282.14,276.36,284.45
