dates,satname,nzd0031-0000,nzd0031-0001,nzd0031-0002,nzd0031-0003,nzd0031-0004,nzd0031-0005,nzd0031-0007,nzd0031-0008,nzd0031-0009,nzd0031-0010,nzd0031-0011,nzd0031-0012,nzd0031-0013,nzd0031-0014,nzd0031-0015,nzd0031-0016,nzd0031-0017,nzd0031-0018,nzd0031-0019,nzd0031-0020,nzd0031-0021,nzd0031-0022,nzd0031-0023,nzd0031-0024,nzd0031-0025,nzd0031-0028,nzd0031-0029,nzd0031-0030,nzd0031-0031,nzd0031-0032,nzd0031-0033,nzd0031-0034,nzd0031-0035,nzd0031-0036,nzd0031-0037,nzd0031-0038,nzd0031-0039,nzd0031-0040,nzd0031-0042,nzd0031-0043,nzd0031-0044,nzd0031-0045,nzd0031-0046,nzd0031-0047,nzd0031-0048,nzd0031-0058,nzd0031-0059,nzd0031-0060,nzd0031-0061,nzd0031-0062,nzd0031-0063,nzd0031-0064,nzd0031-0065,nzd0031-0066,nzd0031-0067,nzd0031-0068,nzd0031-0069,nzd0031-0070,nzd0031-0071,nzd0031-0072,nzd0031-0073,nzd0031-0074,nzd0031-0075,nzd0031-0076,nzd0031-0077,nzd0031-0078,nzd0031-0079,nzd0031-0080,nzd0031-0091,nzd0031-0096,nzd0031-0097,nzd0031-0098,nzd0031-0099,nzd0031-0100,nzd0031-0101,nzd0031-0102,nzd0031-0103,nzd0031-0104,nzd0031-0105,nzd0031-0106,nzd0031-0107,nzd0031-0108,nzd0031-0109,nzd0031-0110,nzd0031-0111,nzd0031-0112,nzd0031-0113,nzd0031-0114,nzd0031-0115,nzd0031-0116,nzd0031-0117,nzd0031-0118,nzd0031-0119,nzd0031-0120,nzd0031-0122,nzd0031-0123,nzd0031-0124,nzd0031-0125,nzd0031-0126,nzd0031-0127,nzd0031-0128,nzd0031-0129,nzd0031-0130,nzd0031-0131,nzd0031-0132,nzd0031-0133,nzd0031-0134,nzd0031-0135,nzd0031-0136,nzd0031-0137,nzd0031-0138,nzd0031-0139,nzd0031-0140,nzd0031-0141,nzd0031-0142,nzd0031-0143,nzd0031-0144,nzd0031-0145,nzd0031-0146,nzd0031-0147,nzd0031-0148,nzd0031-0149,nzd0031-0150,nzd0031-0151,nzd0031-0152,nzd0031-0153,nzd0031-0159,nzd0031-0160,nzd0031-0162,nzd0031-0163,nzd0031-0164,nzd0031-0165,nzd0031-0166,nzd0031-0167,nzd0031-0168,nzd0031-0169,nzd0031-0170,nzd0031-0178,nzd0031-0179,nzd0031-0180,nzd0031-0181,nzd0031-0006,nzd0031-0041,nzd0031-0049,nzd0031-0050,nzd0031-0051,nzd0031-0052,nzd0031-0053,nzd0031-0054,nzd0031-0084,nzd0031-0085,nzd0031-0121,nzd0031-0154,nzd0031-0155,nzd0031-0156,nzd0031-0157,nzd0031-0158,nzd0031-0161,nzd0031-0171,nzd0031-0172,nzd0031-0173,nzd0031-0174,nzd0031-0175,nzd0031-0176,nzd0031-0177,nzd0031-0182,nzd0031-0183,nzd0031-0184,nzd0031-0055,nzd0031-0056,nzd0031-0057,nzd0031-0026,nzd0031-0027,nzd0031-0081,nzd0031-0082,nzd0031-0083,nzd0031-0089,nzd0031-0090,nzd0031-0092,nzd0031-0093,nzd0031-0094,nzd0031-0095,nzd0031-0185,nzd0031-0186,nzd0031-0086,nzd0031-0087,nzd0031-0088
2005-07-08 22:05:15.796000,L5,,,,,,,,,,,,,,,,,,229.74,251.52,239.10,230.63,219.80,180.16,,,,,,,,,,,,393.15,493.16,496.75,450.19,279.78,368.27,505.33,522.76,324.43,350.38,390.73,213.39,403.18,248.80,272.01,359.15,379.12,439.75,427.33,530.04,505.25,417.16,460.98,455.90,427.80,,,,,,,,,,,482.08,545.03,,,,,,,,,,,193.35,212.08,318.73,327.52,315.54,309.64,318.03,,,,449.29,526.92,530.67,479.96,487.86,461.86,,,,,,,306.73,309.46,264.60,282.10,326.04,325.17,325.69,331.00,318.95,345.52,344.32,,,,,,,,347.73,370.38,370.88,385.38,356.28,379.60,536.14,534.09,535.61,528.93,526.53,521.83,520.17,514.89,525.76,508.00,308.80,320.23,303.54,306.08,,331.49,376.21,317.97,271.17,,,,538.44,472.81,555.03,389.58,331.85,402.78,391.96,392.26,536.89,338.08,388.93,508.57,496.34,502.79,500.51,248.44,292.98,270.02,331.64,,,,,,,,,,,,,,,338.41,301.64,491.98,438.26,
2005-07-17 21:59:11.604000,L5,512.99,470.44,448.24,494.38,515.14,517.28,527.39,537.54,537.30,530.17,522.75,526.97,510.12,514.96,512.83,523.28,514.10,519.80,504.47,513.73,505.80,502.84,523.84,541.43,548.93,514.76,519.35,463.91,502.76,503.20,538.60,534.01,539.32,542.29,539.83,540.84,473.54,444.16,389.18,363.27,339.47,392.84,525.02,532.91,480.22,,,,329.33,393.60,237.42,204.66,508.05,,487.16,434.32,427.56,480.40,392.39,486.11,,,,,,531.67,427.13,351.84,,,448.84,256.47,396.25,476.74,,,,,,,,,,,,,398.00,426.76,406.73,406.19,393.10,270.92,278.27,272.74,513.04,489.09,488.08,523.50,437.96,424.53,330.77,,,,,,,,,,,,,,484.13,493.74,510.80,,,483.03,505.27,482.16,,,,,,,,,,459.37,447.32,345.71,307.76,544.47,508.55,529.61,472.18,370.37,456.56,525.22,420.15,,,,,340.08,483.28,,,,,,,,,,500.63,415.96,477.92,528.25,537.15,,,494.67,517.33,512.37,458.64,309.80,271.58,531.95,499.61,,,,,,,,,,464.56,,,,
2005-08-25 22:05:41.221000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.83,319.96,308.54,300.95,186.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.29,546.83,544.86,541.93,190.47,540.11,532.24,520.76,509.45,488.70,,,,,,,488.79,444.84,,,,,,,,,,542.64,545.51,547.59,543.11,320.17,538.85,541.61,307.28,291.41,349.76,182.21,196.27,539.30,,,,,,,,,,,,357.64,321.43,,,
2005-09-03 21:59:32.312000,L5,405.56,529.02,534.70,416.72,496.82,497.68,514.32,528.48,530.21,524.39,513.17,525.37,510.89,519.39,516.41,519.90,516.49,509.45,478.07,488.43,495.23,507.49,520.64,544.28,,513.53,516.07,504.01,510.50,511.14,540.68,529.53,539.81,537.30,539.32,540.88,456.09,442.84,375.19,360.32,351.14,381.98,284.64,532.84,544.42,,,,326.24,387.16,215.22,210.73,529.23,,,435.77,423.04,485.61,390.47,469.49,422.42,503.78,,,,,,,,,,,,,,,,,,,,,,,,,367.31,403.74,395.45,390.25,,,,,505.03,486.87,487.70,517.05,522.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.43,512.42,461.02,361.25,448.11,505.22,416.65,542.93,,,,354.01,482.22,,,,,,,,,,295.70,407.48,488.65,523.93,539.88,,,490.78,508.57,497.24,554.69,319.31,257.40,524.68,493.33,,,,,,,,,,447.14,407.14,,,
2005-09-19 21:59:32.955000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,499.61,523.59,520.16,517.69,530.83,544.09,,,,,,,,,,,,,,,480.49,484.70,216.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.64,377.06,372.30,361.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.60,307.25,334.62,342.83,344.34,275.37,267.06,209.27,,,,,,,,,,,,,,,,521.32,,,,,,,,,,,,296.53,231.19,,,,,,,,,,,,510.29,531.99,517.49,,,,,314.92,,,,,,,,,,463.35,425.33,,,
2005-09-26 22:05:42.687000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.38,505.30,516.93,330.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.24,297.57,306.64,,,,,410.42,308.39,385.56,418.90,,,,,,,,,,,,,,,,,323.97,296.40,334.56,,,,,,,,,,,,,,,,,548.74,539.88,540.37,535.71,540.53,533.63,517.96,412.95,494.92,472.15,,,,,,,,,,,279.94,,,,,,,265.21,335.93,336.80,242.62,210.60,527.70,524.57,309.17,290.12,334.73,,,,,,,,,,,,,,,346.46,308.01,,,
2005-11-13 22:05:57.059000,L5,,,,,,,,,,309.37,315.91,289.54,299.15,349.57,306.41,259.81,191.48,457.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.87,515.82,507.59,319.20,553.65,,,,,,,,,,,,,,,,,,,,,536.30,492.48,,,,,199.83,524.63,427.78,431.59,,,,302.80,319.79,312.86,305.87,333.29,343.42,295.94,318.17,440.74,497.81,477.80,451.16,471.34,,,,,,,537.10,413.02,400.23,369.64,445.72,492.61,,,,,,,,,,,,,,,,,,,,,539.47,534.23,520.33,522.21,541.39,531.77,530.51,524.41,527.29,303.80,507.00,496.12,479.96,,,,,,,456.34,412.54,425.05,,502.14,,,,,,545.89,528.79,,,,,,,306.98,295.45,349.61,,,,,,,,341.56,257.40,,,,,,345.95,310.61,,,282.55
2005-11-22 21:59:59.141000,L5,528.12,529.41,531.54,501.50,493.31,475.55,505.88,531.51,530.32,518.98,511.48,531.97,515.56,513.31,491.61,384.05,516.05,512.49,514.80,507.73,512.25,510.36,526.83,539.65,548.86,516.78,517.10,509.35,501.97,513.88,538.45,525.04,546.70,545.44,549.32,541.80,525.19,452.27,386.11,352.19,355.70,393.90,531.05,541.84,542.51,,,,,,,,,,198.17,209.31,422.63,486.22,403.20,,,,,,,,,,,,,,466.72,486.39,510.48,450.12,269.00,297.11,306.03,291.60,299.65,256.11,521.15,467.53,277.16,304.55,399.51,420.50,416.27,412.52,503.36,,,,,,,519.97,525.91,538.80,428.29,219.19,,,,,,,,,,,,,,,,,,,,,,,,,301.07,454.74,360.29,491.05,,,,,,,,528.40,478.35,371.97,466.08,487.05,424.51,,,,,,,500.24,473.51,,390.91,372.87,354.24,237.78,,492.38,,385.11,410.95,516.98,,,,502.64,522.75,508.98,,,,534.17,496.62,,,471.33,,,,,,,463.68,430.96,,,
2006-02-10 22:01:51.332000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.19,441.43,474.16,,,,,,,,,,,,,,,,,,,362.62,391.37,379.90,379.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.25,478.20,409.20,465.50,,,,,,,,,,,,,,,,,,,227.00,468.52,515.73,,,,505.76,525.83,511.48,,,,,,,,,,,,,,,472.80,429.93,,,
2006-02-17 22:08:11.136000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.28,509.93,514.85,325.16,542.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.07,310.05,297.29,295.24,,,,,,418.60,492.11,465.82,483.06,,,,,,,,,,,,,,,496.72,439.68,368.25,467.27,530.58,,,377.97,368.68,294.66,,,,,,,,,550.29,547.87,542.67,538.03,526.45,534.25,530.62,528.39,527.22,325.57,326.00,317.25,318.94,,,,,,,,,,,523.25,,,,,,,530.65,534.80,533.10,534.37,528.93,529.17,262.69,309.77,293.63,344.74,,,,,,,,,,,,,,,350.00,317.37,,,
2006-03-14 22:02:31.280000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.05,399.31,384.79,,485.55,509.36,503.28,433.32,419.98,477.05,383.17,424.82,426.35,527.39,,,,,,,,,,,,,,,,,,,,,,,,,345.85,401.46,391.41,388.36,,,,,509.90,489.34,494.71,516.26,519.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.00,469.61,350.30,443.97,,,,,,,,,,,,,,,,,,,398.55,477.53,517.49,545.97,,,491.49,508.66,502.05,,,,,,,,,,,,,,,447.45,410.09,,,
2006-04-06 22:09:08.139000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.52,523.29,536.83,538.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.91,315.79,302.08,295.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.47,328.61,322.76,284.34,255.26,271.52,285.76,537.71,541.67,228.44,382.42,311.15,224.94,,,,,,,,,,,,,,,,,,514.58,289.24,337.18,530.41,491.41,486.83,445.53,268.95,,271.63,412.20,,,,,,,,,,,,,,,351.27,213.71,,,
2006-05-01 22:03:21.687000,L5,512.64,297.38,255.59,499.31,513.95,502.12,511.36,521.16,511.31,475.03,420.14,,,,,,,,233.77,454.58,204.52,484.58,,,,507.00,521.58,507.13,512.50,524.30,541.75,529.32,549.77,537.29,517.70,479.41,435.03,402.12,,,,,,,380.92,,,,356.95,425.44,424.43,526.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.36,401.40,389.20,388.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.39,465.86,368.08,455.91,497.43,188.82,476.23,524.89,518.71,496.77,517.78,,,,,,,,,,,,366.79,474.37,516.04,,,,499.13,519.13,506.09,,507.66,525.84,516.15,491.34,,,,,,,,,,455.88,422.21,,,
2006-05-08 22:09:38.251000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.89,535.26,439.18,456.78,424.56,529.04,,,437.99,495.00,518.90,320.27,546.54,424.89,370.82,358.16,375.03,376.04,447.14,524.28,,,,,,,,,,,442.16,285.30,229.85,364.35,355.31,291.12,297.93,206.22,177.78,,,,,,,,301.95,316.12,299.98,293.38,202.74,,,,,493.03,519.89,472.27,491.01,,,,,,,,,,,,,,,,,,,332.30,347.96,308.26,284.25,,,,332.89,364.22,353.96,381.27,380.87,,,,,,,,,,510.74,503.06,,,284.63,307.53,,512.10,,384.77,367.27,396.67,425.35,365.64,,,516.16,395.51,540.02,545.48,,,,495.11,469.02,,,,,,292.92,264.25,318.49,,,,,,186.22,172.08,,466.55,198.44,539.83,,,,334.66,296.48,,,392.87
2006-05-17 22:03:33.996000,L5,,,,418.02,482.78,482.84,504.69,511.50,506.93,484.03,488.29,464.40,469.46,460.38,449.69,464.57,488.96,491.35,471.74,479.41,465.22,480.77,483.17,501.02,517.29,489.39,466.33,453.52,476.62,480.38,506.27,497.82,527.85,519.86,519.84,436.12,440.53,436.21,355.92,320.54,344.87,335.91,292.81,515.87,530.68,,,,303.09,372.43,210.83,214.17,394.24,469.10,407.56,383.93,403.52,415.16,322.53,395.12,395.65,526.83,,,,,,,,,,,,,,,,,,,,,506.70,506.37,534.44,533.57,382.36,412.02,401.24,391.69,365.44,310.52,408.16,,,,255.19,510.84,522.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.83,515.26,460.70,351.24,454.27,503.88,407.04,535.55,535.27,,516.34,342.40,416.94,,,,,,,,,,295.00,404.12,488.79,521.18,506.06,520.72,,495.53,513.19,498.91,446.36,315.57,238.22,500.51,472.99,,,,,,,,,,444.89,407.81,,,
2006-06-25 22:10:20.606000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.62,509.79,533.75,526.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.06,322.68,305.09,305.07,195.91,,,,,,462.25,423.06,465.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.19,545.47,190.25,243.00,334.58,330.69,325.91,320.97,,,,,,,,,,,503.16,,,,,,,297.41,540.92,543.76,537.88,537.42,534.48,273.61,313.92,296.12,351.31,,,,,,,,,,,,,,,354.95,316.51,,,
2006-08-21 22:04:55.513000,L5,,,,461.04,479.50,485.94,462.89,457.01,473.69,469.99,457.41,422.88,413.37,391.55,415.71,184.81,477.48,459.77,,335.75,337.22,461.92,470.25,483.52,503.08,487.29,445.33,373.53,461.87,472.72,515.78,508.25,517.82,517.55,523.62,294.23,311.95,421.53,,,,,,199.44,516.01,,,,,,,198.18,256.18,242.87,292.53,270.83,278.68,292.50,312.46,399.80,402.15,374.02,,,,,,,,,,,,,,,,,,,,,,,,252.35,388.21,410.47,402.99,397.71,392.84,,,,493.90,467.64,456.89,509.96,513.96,,,,,,,457.38,472.77,480.55,483.46,495.12,494.25,371.94,539.75,505.39,,,,,,,,,,,,,,,,,,,,,,,355.46,504.03,455.62,343.28,441.32,478.82,391.41,524.31,525.88,306.03,388.12,,,,,,,,,,,,314.59,427.08,500.56,533.00,475.04,547.62,550.56,343.64,328.61,496.56,,,,494.07,467.14,,,,,,,,,,440.65,394.16,,,
2006-09-13 22:11:23.474000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.57,534.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.26,213.24,279.42,373.26,375.17,336.03,309.75,,,,,,,,,,,,,,377.69,444.46,421.84,365.81,,,223.15,334.16,377.87,430.67,,,,,,,203.36,264.93,369.69,,,,,,,,,,,,,,,,,,,535.32,527.94,511.50,493.55,,,,,,,477.16,415.92,,,,,,,,,,,,,,,547.65,546.13,431.39,293.42,345.76,173.63,178.45,534.70,,,,,,,,,,,,360.58,319.02,,,
2006-09-29 22:11:34.525000,L5,,,,,,,,,,,,,,,,,270.80,219.33,205.50,258.00,,,,,,,,,,,,,,,,,,,,,,,,,,471.51,510.95,529.26,524.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.27,319.25,301.23,300.91,178.66,,,,,481.53,465.10,454.62,467.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.62,543.46,543.68,546.08,546.54,539.31,531.08,520.73,505.98,484.38,,,,,,,,,,,504.46,,,,,,,541.61,547.38,547.02,342.89,316.32,543.46,540.50,308.56,291.86,344.87,,,,,,,,,,,,,,,350.96,313.11,,,
2006-11-25 22:06:19.953000,L5,,517.65,516.71,493.68,461.13,479.18,483.21,487.13,482.39,478.21,468.99,479.57,454.45,460.83,457.21,454.04,449.47,447.96,450.26,448.79,446.81,443.37,466.50,483.39,492.19,458.41,436.62,440.05,411.21,369.00,391.91,408.10,461.00,443.64,,,,,,,,,,,,,,185.92,295.20,286.94,228.01,239.07,256.84,331.51,316.97,307.64,345.92,405.61,372.68,458.65,499.04,524.99,533.40,539.23,539.62,540.86,539.47,548.26,,,,,,,,,,,,,,,,,,,340.75,347.34,340.00,312.62,,,,,490.96,520.12,525.80,521.19,,,,,,,,,,436.85,430.84,447.96,436.11,,,,,,,,,,,,,,,,,416.41,525.05,,,,,,,,,471.00,384.44,442.40,504.21,475.89,,,,,,,,541.28,546.98,517.49,,,,,,371.54,,410.50,469.09,,,,524.65,526.00,518.45,489.18,280.86,277.39,,440.32,452.18,,541.50,541.48,,,,,,,454.43,420.69,547.34,540.52,548.38
2006-12-02 22:12:34.352000,L5,453.00,502.67,527.71,533.39,540.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.35,489.84,476.72,498.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.45,532.41,527.30,527.92,523.76,522.56,525.37,517.31,517.82,520.51,509.67,496.18,459.40,,,,,,,,,,,,,,,,,549.10,521.27,523.34,523.90,523.59,540.46,528.56,524.95,304.35,326.54,378.94,,,308.99,,,,,,,,,,,,358.36,315.78,,,
2006-12-11 22:06:28.205000,L5,282.57,530.89,501.18,468.81,405.10,408.76,409.63,409.37,401.54,392.31,379.74,387.31,376.61,379.05,370.27,383.27,384.75,378.22,381.52,374.23,367.81,370.99,375.01,389.62,397.58,368.84,381.33,385.22,368.87,373.88,402.54,392.14,407.34,402.99,395.78,384.96,319.65,293.52,371.32,373.63,384.76,350.92,395.56,407.71,417.01,,,,,,,428.54,429.91,434.77,314.06,288.37,357.11,284.43,296.99,299.94,441.84,453.09,463.24,471.44,469.49,466.34,466.63,459.64,493.88,514.25,505.88,508.87,510.58,521.44,522.03,545.27,538.01,546.18,552.15,,,,,,,,,,,,,,,,511.65,530.56,484.79,438.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.40,352.13,420.66,488.48,518.12,408.10,267.36,409.16,407.91,417.57,399.53,417.55,420.64,464.12,473.54,492.98,,,,,,,377.60,429.59,475.05,,,474.23,441.18,516.12,485.58,473.99,237.19,191.29,,382.82,358.96,462.50,460.48,469.68,495.97,503.20,503.69,490.35,503.45,519.03,450.10,392.79,493.70,487.38,492.30
2007-01-03 22:12:49.248000,L5,412.41,463.81,489.34,496.13,483.66,501.67,521.53,536.91,525.67,532.76,537.48,,,,,,,,,,,,,,,387.32,375.01,387.98,426.20,439.63,473.21,,509.18,521.18,498.74,488.00,435.08,399.87,288.06,450.23,531.73,,,508.74,476.52,396.73,453.01,433.01,439.37,,,427.06,445.65,464.31,505.43,406.50,533.06,417.75,551.01,,,,,,,,549.11,539.72,518.93,544.81,516.03,,527.15,534.52,540.94,550.46,542.63,547.74,,,,,547.64,533.19,528.12,527.16,527.87,537.84,536.37,539.96,534.72,443.97,421.97,456.91,414.86,403.00,528.05,529.34,525.12,514.51,538.10,532.46,535.80,537.11,538.41,538.42,539.53,537.12,533.39,542.17,549.78,,,,,539.00,539.66,540.84,541.58,536.16,525.80,538.92,525.58,531.52,527.31,525.12,518.96,516.48,509.41,508.00,505.19,502.93,500.25,499.07,500.88,492.37,496.71,486.85,477.51,455.60,313.12,510.00,374.12,444.35,373.95,505.66,449.90,371.01,270.98,532.74,545.72,415.04,530.48,525.33,520.71,510.91,510.63,519.66,497.29,495.09,488.51,489.65,507.23,496.91,487.02,305.08,358.39,388.01,,,,383.18,368.59,540.88,534.77,539.15,548.56,547.89,528.89,539.09,540.82,541.35,454.75,344.89,540.08,536.82,540.68
2007-02-13 22:06:23.395000,L5,534.41,542.55,543.57,514.89,524.69,524.55,534.07,540.16,530.80,518.39,513.94,523.98,506.23,521.71,511.08,522.29,524.35,525.68,525.94,514.40,516.69,503.70,514.86,551.28,,,,,533.16,519.35,546.41,533.94,538.35,537.86,533.85,533.37,450.87,432.32,399.91,363.48,363.44,387.33,489.34,480.17,472.99,,,,321.40,394.30,390.75,217.67,487.45,513.03,514.24,442.98,422.17,488.98,394.41,419.74,411.89,,,,,,,,,,,,,,,,,,,,,,,,,,374.46,399.96,378.97,374.26,345.96,531.58,,242.75,505.56,487.07,493.53,520.74,531.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.03,476.68,378.85,466.54,527.44,421.16,,,,501.71,368.07,491.61,,,375.06,,,,,,,,380.80,468.53,459.39,,,,506.89,517.73,506.25,555.43,335.00,289.16,,,,,,,,,,,,461.59,425.61,,,
2007-09-25 22:04:24.972000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.14,395.87,391.67,382.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.53,480.84,432.12,467.13,,,,,,,,,,,,,,,,,,,396.02,472.09,516.01,541.74,,,502.62,525.56,512.23,,,,,,,,,,,,,,,470.91,440.38,,,
2007-10-02 22:10:31.289000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.40,319.56,307.64,298.38,170.88,,,,,,446.76,438.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.34,190.91,331.29,336.22,327.90,332.96,,,,,,,494.06,437.25,,,489.95,,,,,,,243.83,325.02,344.70,253.58,217.11,546.90,276.79,307.99,296.42,352.04,170.66,195.56,506.70,,,,,,,,,,,,355.23,322.50,,,
2008-10-29 21:55:00.479000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.44,408.65,387.63,380.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.10,507.73,444.91,358.01,446.08,,,,,,,,,,,,,,,,,,271.03,212.23,392.31,424.96,476.63,,,493.64,506.35,502.49,,,,,,,,,395.64,331.49,,,,,472.07,,428.94,409.64,407.39
2008-11-21 22:01:05.982000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.86,309.86,295.52,291.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.81,543.91,544.99,537.14,538.32,524.39,421.56,490.43,,,,,,,477.64,422.25,,,,,,,,,,541.96,549.52,547.14,552.52,222.75,544.45,545.88,395.27,313.25,349.19,168.18,189.57,,,,,,,,,,,,,363.39,320.06,,,
2008-12-16 21:55:41.804000,L5,536.28,543.49,544.50,521.14,527.44,527.92,542.39,,,,,536.01,526.65,538.44,529.70,531.91,533.21,532.18,528.53,528.41,530.83,530.50,534.98,,,,,,,,,,,,,,,,,,,,,,,535.80,542.35,525.81,517.26,527.75,543.11,550.84,,,,454.17,420.26,547.55,379.32,449.33,445.64,,,,,,,,,,,,,,,,,,,,,,,,,,473.28,293.60,,,,,,,,,,,,,,,,,,335.53,365.37,387.30,351.91,,,,,,,,,,,,,429.84,534.97,407.74,348.23,398.72,,510.70,227.13,292.62,322.86,346.49,385.44,459.97,517.34,507.43,549.17,,,,,532.13,,,,,,,,524.14,484.10,,433.02,350.09,,,,324.18,,,,,,,,,,,,490.77,512.98,,,,520.51,525.66,,,,,,,,,466.03,,
2009-01-01 21:56:07.642000,L5,523.72,531.79,528.84,498.77,510.54,511.46,524.75,530.74,530.68,519.67,510.27,520.12,504.34,512.37,510.15,518.34,514.03,520.67,510.86,509.40,513.21,509.69,522.63,536.42,546.62,512.29,524.53,520.87,509.59,511.89,543.87,535.96,543.40,545.45,546.07,538.19,465.48,446.92,399.36,360.39,363.80,399.96,530.86,480.14,473.55,,,,351.05,407.15,397.91,225.59,528.84,,,436.57,416.63,485.39,397.36,442.86,422.87,,,,,,,,,,,,,,,,,,,,,,,,,,372.27,397.17,389.86,382.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.90,477.34,388.33,459.38,515.41,415.35,545.56,,,478.85,354.89,473.16,,,,,,,,,,,383.23,475.39,516.87,543.06,,,501.88,524.64,513.33,552.30,323.96,275.86,531.44,494.82,,,,,,,,,,462.69,420.90,,,
2009-01-24 22:02:55.057000,L5,,,,,,,522.24,392.51,420.52,373.80,385.81,397.67,397.41,414.32,502.19,543.24,448.94,446.98,412.59,395.60,397.62,396.07,524.02,,,,,,,,,,,,,,,,,,,,,,,442.92,503.25,502.65,318.56,521.76,,,,,,471.74,468.11,466.60,455.21,,,,,,,,,,,,,,,,,,,467.08,295.89,530.85,495.54,,,,,,,,414.16,449.12,469.98,,533.92,381.54,489.71,508.52,461.85,,,,,,,285.67,289.99,384.37,416.80,,,,,,,,,,,,,,,,,,,,,,,547.73,537.74,533.87,532.10,526.08,521.51,517.63,499.62,423.02,499.70,491.43,467.52,487.13,,,,,,,,,,366.53,,,,,,,522.44,520.03,526.30,525.63,329.78,521.13,511.02,313.56,293.03,339.64,,,,,,,,,,,,,,,349.54,308.26,,,
