dates,satname,nzd0446-0000,nzd0446-0001,nzd0446-0002,nzd0446-0003,nzd0446-0004,nzd0446-0005,nzd0446-0006,nzd0446-0007,nzd0446-0008,nzd0446-0009,nzd0446-0010,nzd0446-0011,nzd0446-0012,nzd0446-0013,nzd0446-0014,nzd0446-0015,nzd0446-0016,nzd0446-0017,nzd0446-0018,nzd0446-0019,nzd0446-0020,nzd0446-0021,nzd0446-0022,nzd0446-0023,nzd0446-0024,nzd0446-0025,nzd0446-0026,nzd0446-0027,nzd0446-0028,nzd0446-0029,nzd0446-0030,nzd0446-0031,nzd0446-0032,nzd0446-0033,nzd0446-0034,nzd0446-0035,nzd0446-0036,nzd0446-0037,nzd0446-0038,nzd0446-0039,nzd0446-0040,nzd0446-0041,nzd0446-0042,nzd0446-0043,nzd0446-0044,nzd0446-0045,nzd0446-0046,nzd0446-0047,nzd0446-0048,nzd0446-0049,nzd0446-0050,nzd0446-0051,nzd0446-0052,nzd0446-0053,nzd0446-0054,nzd0446-0055,nzd0446-0056,nzd0446-0057,nzd0446-0058,nzd0446-0059,nzd0446-0060,nzd0446-0061,nzd0446-0062,nzd0446-0063,nzd0446-0064,nzd0446-0065,nzd0446-0066,nzd0446-0067,nzd0446-0068,nzd0446-0069,nzd0446-0070,nzd0446-0071,nzd0446-0072,nzd0446-0073,nzd0446-0074,nzd0446-0075,nzd0446-0076,nzd0446-0077,nzd0446-0078,nzd0446-0079,nzd0446-0080,nzd0446-0081,nzd0446-0082,nzd0446-0083,nzd0446-0084,nzd0446-0085,nzd0446-0086,nzd0446-0087,nzd0446-0088,nzd0446-0089,nzd0446-0090,nzd0446-0091,nzd0446-0092,nzd0446-0093,nzd0446-0094,nzd0446-0095,nzd0446-0096,nzd0446-0097,nzd0446-0098,nzd0446-0099,nzd0446-0100,nzd0446-0101,nzd0446-0102,nzd0446-0103,nzd0446-0104,nzd0446-0105,nzd0446-0106,nzd0446-0107,nzd0446-0108,nzd0446-0109,nzd0446-0110,nzd0446-0111,nzd0446-0112,nzd0446-0113,nzd0446-0114,nzd0446-0115,nzd0446-0116,nzd0446-0117,nzd0446-0118,nzd0446-0119,nzd0446-0120,nzd0446-0121,nzd0446-0122,nzd0446-0123,nzd0446-0124,nzd0446-0125,nzd0446-0126,nzd0446-0127,nzd0446-0128,nzd0446-0129,nzd0446-0130,nzd0446-0131,nzd0446-0132,nzd0446-0133,nzd0446-0134,nzd0446-0135,nzd0446-0136,nzd0446-0137,nzd0446-0138,nzd0446-0139,nzd0446-0140,nzd0446-0141,nzd0446-0142,nzd0446-0143,nzd0446-0144,nzd0446-0145,nzd0446-0146,nzd0446-0147,nzd0446-0148,nzd0446-0149,nzd0446-0150,nzd0446-0151,nzd0446-0152,nzd0446-0153,nzd0446-0154,nzd0446-0155,nzd0446-0156,nzd0446-0157,nzd0446-0158,nzd0446-0159,nzd0446-0160,nzd0446-0161,nzd0446-0162,nzd0446-0163,nzd0446-0164
1999-11-21 22:13:11.963000,L7,,,,,,,,,,,,,,,,,,,,,220.15,229.42,225.74,233.57,239.55,242.66,207.99,197.76,201.93,196.25,194.44,197.62,200.43,206.23,211.00,209.06,213.99,229.53,234.53,212.85,236.03,213.64,234.74,244.37,243.17,236.74,237.51,236.99,237.73,234.91,233.96,238.61,233.27,241.55,237.48,237.47,238.37,241.80,243.01,242.99,242.59,232.03,236.79,177.18,,,,,,,,,,,,,,,,,,,,,246.11,245.08,208.65,236.98,,223.68,248.42,250.45,256.44,258.28,,,,253.69,229.68,251.75,257.06,194.03,211.55,210.92,189.82,193.11,199.57,191.74,199.77,201.77,205.36,208.00,199.77,223.50,220.48,217.89,261.75,263.09,262.51,258.94,207.30,204.18,214.52,251.46,224.32,217.78,271.76,265.17,274.28,249.31,278.68,275.98,213.10,224.60,221.23,216.08,214.05,211.61,216.78,204.90,260.78,257.76,253.16,251.39,264.01,254.26,255.86,256.14,223.20,218.63,222.01,210.16,216.21,243.08,234.30,238.93,244.50,231.46,235.38,171.03,,222.80,223.21,284.94,256.89
1999-11-28 22:18:56.993000,L7,,,,,,,,,,,,,,,,188.70,203.27,198.71,209.23,211.67,223.75,225.92,221.07,228.47,234.13,194.24,236.69,231.82,237.99,234.35,220.20,234.04,235.10,236.25,233.59,242.44,242.24,240.42,227.04,238.56,231.76,238.13,235.50,191.75,226.96,239.48,240.97,241.19,233.79,237.84,238.18,248.48,246.35,242.67,248.02,237.01,196.42,241.83,238.81,198.69,234.72,240.74,235.08,234.22,234.78,230.99,234.52,203.32,230.50,234.24,243.51,414.72,462.89,476.11,474.82,241.86,245.87,255.01,246.79,198.85,258.25,257.10,255.19,244.68,250.00,192.59,241.44,245.89,246.37,248.03,248.66,251.08,288.81,261.99,258.34,255.95,251.48,257.41,253.55,247.19,251.55,255.58,443.71,453.71,472.52,499.42,439.13,480.08,407.43,515.36,468.61,503.98,506.94,270.11,270.78,262.15,263.64,258.32,261.12,266.10,258.19,238.09,257.77,254.81,257.26,256.60,254.72,267.56,268.47,260.39,263.79,277.41,275.60,271.26,257.85,259.13,266.11,262.67,267.00,259.50,251.00,263.46,243.17,256.02,257.68,260.75,260.53,257.50,264.02,256.01,259.01,252.44,242.86,241.39,248.89,247.84,233.94,240.61,228.25,232.84,234.33,256.68,256.85,294.21,282.23
1999-12-07 22:13:17.706000,L7,,,,,,,,174.71,178.25,179.70,199.79,214.43,221.16,234.18,224.11,246.31,257.56,249.30,246.44,245.02,257.25,284.97,269.22,275.11,275.27,273.44,265.70,271.18,264.87,279.24,287.84,272.88,281.95,283.04,286.83,300.91,269.70,269.08,289.76,278.41,277.17,291.53,276.76,277.89,271.67,274.29,277.93,283.41,271.58,270.59,257.01,269.05,294.10,273.30,291.80,307.57,300.70,298.97,306.53,334.20,291.73,269.36,279.37,276.83,310.16,280.53,284.69,381.41,325.55,312.01,278.15,319.04,327.96,332.98,320.60,312.89,297.40,284.41,278.90,281.58,278.73,264.36,290.81,283.72,287.29,292.20,272.76,293.56,282.58,297.12,326.14,296.80,301.32,286.91,266.09,281.52,277.56,279.91,278.43,280.43,241.78,259.82,289.50,296.24,296.61,310.96,298.98,306.55,304.26,311.40,312.04,320.72,312.09,308.21,303.05,301.03,301.43,249.68,293.16,287.75,287.76,268.99,237.41,240.00,301.49,296.26,305.49,297.63,309.69,307.77,305.37,302.65,301.05,315.03,300.86,321.86,332.12,315.63,307.67,273.13,268.44,288.02,291.13,289.71,291.91,302.21,305.34,297.97,241.81,245.08,249.72,235.14,230.32,228.63,240.73,232.79,249.92,270.63,273.25,273.54,274.42,290.72,252.59,267.01,288.47
2000-05-15 22:12:30.222000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.86,219.95,222.23,183.95,,,,,,,,,,,,,,257.84,275.86,229.66
2000-08-19 22:11:25.950000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.19,226.89,229.94,248.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.87,269.77,195.12,267.91,250.17,251.39,174.69,181.42,221.92,218.22,196.91,188.29,193.08,187.19,183.52,190.92,194.50,193.46,181.02,203.93,221.28,212.57,201.82,201.35,191.27,203.66,195.59,195.63,199.18,204.93,204.57,201.47,193.58,206.99,200.09,201.31,269.08,271.05,263.52,270.31,242.94,199.83,194.47,201.68,197.68,182.27,182.43,184.18,197.35,191.08,183.72,205.78,235.99,266.94,261.62,256.35,255.32,249.85,221.19,250.75,243.35,254.52,254.31,235.83,235.59,245.92,244.41,245.04,249.61,279.99,241.40
2000-09-20 22:10:50.972000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.27,311.32,345.71,336.38,349.89,348.27,353.05,346.56,336.94,,,,,,,,,,,,,,,,,,,,244.10,252.16,254.65,221.84,247.35,224.07,257.00,266.53,172.19,179.72,180.44,186.48,188.26,186.24,203.14,203.20,247.47,266.15,260.78,245.96,191.44,190.32,187.82,191.21,200.76,202.24,196.18,195.08,192.71,199.56,199.61,262.07,275.21,239.57,254.55,229.81,266.95,253.59,250.17,248.67,246.73,249.23,240.36,250.14,249.76,249.07,258.38,259.12,239.79,257.70,259.65,258.34,257.69,260.38,262.47,261.27,246.15,236.55,222.47,224.02,222.96,,,249.00,283.28,262.36
2000-09-27 22:16:36.610000,L7,,,,,,,,,177.44,171.55,198.27,219.00,249.83,240.18,250.33,277.97,286.80,254.43,243.91,249.69,259.32,249.40,287.15,270.55,273.37,278.86,267.75,293.24,273.36,264.83,282.65,276.21,297.50,295.25,309.06,286.57,270.62,262.94,269.85,293.01,274.97,268.21,280.72,289.90,291.36,304.25,260.70,266.45,300.82,280.59,283.00,299.76,287.95,276.56,263.19,264.90,267.59,277.20,276.31,290.03,286.61,275.87,284.32,284.02,280.88,300.15,302.06,300.19,312.76,318.70,304.82,281.70,285.54,281.25,295.81,290.14,295.25,317.67,296.41,304.26,273.48,292.38,288.85,313.11,306.33,313.71,311.49,302.09,293.95,295.58,299.09,310.88,289.68,326.98,285.39,283.33,268.09,281.96,272.63,300.53,317.26,317.31,302.77,265.44,266.66,257.46,268.47,276.20,276.47,283.76,306.84,339.99,341.66,349.94,341.71,350.10,344.25,310.57,301.93,319.81,320.24,305.07,293.57,321.19,332.66,328.69,300.56,309.18,325.15,330.77,340.19,309.15,319.74,305.61,300.54,299.38,301.05,298.70,297.82,292.29,278.85,312.55,295.90,341.28,307.44,335.10,400.18,361.42,370.18,412.75,332.89,329.48,302.06,333.35,296.52,285.24,319.22,298.81,272.91,300.71,303.13,285.27,274.80,296.72,288.44
2000-11-14 22:16:30.766000,L7,,,,,,,191.19,239.76,221.19,198.78,279.45,260.83,220.23,247.98,288.82,298.72,286.39,245.74,262.85,256.11,263.22,196.65,184.61,218.54,223.06,230.52,215.76,217.78,223.18,212.93,203.88,210.60,222.86,198.42,232.18,,216.87,214.18,218.44,216.86,215.54,221.63,212.31,220.87,222.23,223.40,213.88,218.01,219.77,223.64,213.93,221.60,218.54,224.43,215.59,225.65,226.21,229.87,220.29,221.64,219.04,223.61,388.39,451.37,228.56,232.20,220.85,226.65,229.21,227.85,219.17,236.06,241.27,235.83,242.49,244.71,243.16,244.57,246.79,249.06,249.17,245.74,244.11,259.92,258.15,271.40,263.40,246.47,255.46,248.42,241.04,241.07,245.85,236.31,246.69,242.43,244.66,249.69,247.74,171.68,170.73,189.54,201.01,197.61,191.06,188.76,189.27,259.94,259.74,272.75,270.95,269.34,274.89,272.35,263.03,261.97,259.24,254.48,249.58,260.39,254.29,248.05,249.04,249.62,250.67,252.57,251.37,253.34,258.25,260.86,255.41,255.62,263.65,253.52,256.51,257.62,248.61,244.94,251.05,247.05,244.95,242.63,248.73,254.29,246.98,250.62,244.35,244.38,244.94,244.89,247.91,250.78,248.61,248.00,247.45,290.07,362.91,373.04,320.88,430.86,363.82,246.16,254.76,285.28,268.12
2000-12-16 22:16:35.253000,L7,,,,,,,,,,,,,,218.71,228.54,217.43,220.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.56,260.87,242.78,276.81,274.42,272.14,272.02,,175.74,179.14,181.64,183.52,171.40,197.62,195.60,190.21,185.71,185.16,179.63,190.20,181.58,180.45,189.97,192.92,194.05,189.18,183.49,190.13,194.64,187.47,195.31,202.01,191.70,194.90,193.59,191.77,185.87,179.62,,,,,,,160.01,184.26,195.07,191.96,183.00,185.17,189.24,180.13,178.62,181.56,184.83,194.23,189.29,192.42,172.81,,,,191.64,281.94,235.69
2001-01-01 22:16:33.637000,L7,,,,,,,,,,,,,,,183.82,179.65,184.93,194.56,204.23,203.70,205.87,209.67,214.90,220.55,228.48,225.29,220.21,,,,214.35,216.29,196.33,216.83,224.66,220.28,193.77,221.22,222.03,227.35,220.13,197.12,220.48,232.96,225.76,220.88,222.88,200.72,234.75,223.29,222.55,225.67,230.08,230.92,220.24,220.11,226.05,227.42,220.85,232.29,226.17,198.37,232.45,234.42,233.04,231.70,235.13,235.56,236.13,223.25,242.67,240.28,223.27,229.78,239.28,245.25,252.75,251.82,245.63,250.34,260.23,258.92,266.51,290.44,,242.02,246.19,245.90,186.89,248.82,243.36,235.40,244.04,248.53,217.61,240.52,184.09,178.33,170.05,258.64,258.85,258.26,261.16,268.59,268.50,278.91,275.01,260.73,276.13,289.69,267.42,265.15,279.03,302.66,266.93,203.31,264.93,257.68,257.26,252.32,250.23,253.04,251.97,258.66,254.04,259.14,234.25,237.77,264.44,242.05,260.94,269.86,277.03,267.91,256.70,260.77,257.38,258.60,249.54,247.12,248.96,218.34,253.31,251.50,253.47,259.05,257.70,249.88,253.42,253.77,253.52,239.63,251.29,243.85,243.62,246.29,249.23,245.03,215.14,223.54,219.37,222.15,190.63,294.79,275.16
