dates,satname,nzd0446-0000,nzd0446-0001,nzd0446-0002,nzd0446-0003,nzd0446-0004,nzd0446-0005,nzd0446-0006,nzd0446-0007,nzd0446-0008,nzd0446-0009,nzd0446-0010,nzd0446-0011,nzd0446-0012,nzd0446-0013,nzd0446-0014,nzd0446-0015,nzd0446-0016,nzd0446-0017,nzd0446-0018,nzd0446-0019,nzd0446-0020,nzd0446-0021,nzd0446-0022,nzd0446-0023,nzd0446-0024,nzd0446-0025,nzd0446-0026,nzd0446-0027,nzd0446-0028,nzd0446-0029,nzd0446-0030,nzd0446-0031,nzd0446-0032,nzd0446-0033,nzd0446-0034,nzd0446-0035,nzd0446-0036,nzd0446-0037,nzd0446-0038,nzd0446-0039,nzd0446-0040,nzd0446-0041,nzd0446-0042,nzd0446-0043,nzd0446-0044,nzd0446-0045,nzd0446-0046,nzd0446-0047,nzd0446-0048,nzd0446-0049,nzd0446-0050,nzd0446-0051,nzd0446-0052,nzd0446-0053,nzd0446-0054,nzd0446-0055,nzd0446-0056,nzd0446-0057,nzd0446-0058,nzd0446-0059,nzd0446-0060,nzd0446-0061,nzd0446-0062,nzd0446-0063,nzd0446-0064,nzd0446-0065,nzd0446-0066,nzd0446-0067,nzd0446-0068,nzd0446-0069,nzd0446-0070,nzd0446-0071,nzd0446-0072,nzd0446-0073,nzd0446-0074,nzd0446-0075,nzd0446-0076,nzd0446-0077,nzd0446-0078,nzd0446-0079,nzd0446-0080,nzd0446-0081,nzd0446-0082,nzd0446-0083,nzd0446-0084,nzd0446-0085,nzd0446-0086,nzd0446-0087,nzd0446-0088,nzd0446-0089,nzd0446-0090,nzd0446-0091,nzd0446-0092,nzd0446-0093,nzd0446-0094,nzd0446-0095,nzd0446-0096,nzd0446-0097,nzd0446-0098,nzd0446-0099,nzd0446-0100,nzd0446-0101,nzd0446-0102,nzd0446-0103,nzd0446-0104,nzd0446-0105,nzd0446-0106,nzd0446-0107,nzd0446-0108,nzd0446-0109,nzd0446-0110,nzd0446-0111,nzd0446-0112,nzd0446-0113,nzd0446-0114,nzd0446-0115,nzd0446-0116,nzd0446-0117,nzd0446-0118,nzd0446-0119,nzd0446-0120,nzd0446-0121,nzd0446-0122,nzd0446-0123,nzd0446-0124,nzd0446-0125,nzd0446-0126,nzd0446-0127,nzd0446-0128,nzd0446-0129,nzd0446-0130,nzd0446-0131,nzd0446-0132,nzd0446-0133,nzd0446-0134,nzd0446-0135,nzd0446-0136,nzd0446-0137,nzd0446-0138,nzd0446-0139,nzd0446-0140,nzd0446-0141,nzd0446-0142,nzd0446-0143,nzd0446-0144,nzd0446-0145,nzd0446-0146,nzd0446-0147,nzd0446-0148,nzd0446-0149,nzd0446-0150,nzd0446-0151,nzd0446-0152,nzd0446-0153,nzd0446-0154,nzd0446-0155,nzd0446-0156,nzd0446-0157,nzd0446-0158,nzd0446-0159,nzd0446-0160,nzd0446-0161,nzd0446-0162,nzd0446-0163,nzd0446-0164
2001-01-26 22:10:30.842000,L7,,,161.97,193.92,238.38,223.25,253.56,303.58,280.63,330.52,336.87,353.00,341.80,338.04,374.19,390.17,387.24,399.89,397.48,416.43,419.29,422.28,437.88,418.36,417.72,418.94,429.84,236.97,238.27,232.12,248.40,406.57,241.34,248.27,241.05,438.86,236.77,241.35,245.85,248.94,455.86,241.33,249.50,253.43,248.95,245.57,247.67,254.72,249.34,252.31,241.96,244.78,251.45,256.60,252.79,256.90,268.18,267.23,310.77,339.01,299.18,242.65,253.55,238.62,245.38,265.95,348.67,406.04,456.71,396.72,386.58,425.03,410.27,405.63,422.10,437.28,420.69,332.74,324.02,348.70,497.85,523.50,282.76,287.54,294.20,289.64,311.52,283.36,266.68,281.00,282.97,278.23,272.85,267.45,281.09,260.17,279.90,288.00,295.37,296.82,271.05,267.51,290.35,288.85,287.72,298.58,300.17,311.65,329.05,325.14,343.77,345.91,349.25,336.68,331.47,412.50,391.02,384.74,393.03,368.26,389.14,360.40,262.31,301.83,289.88,290.46,283.20,285.90,288.48,289.02,299.68,275.41,294.98,287.39,302.34,284.40,281.77,288.07,283.22,272.98,285.94,278.49,274.05,278.82,282.02,286.10,291.35,288.25,275.22,279.45,283.40,277.69,293.58,279.77,278.34,281.16,286.48,283.85,281.29,282.43,446.88,458.54,481.06,486.15,486.08
2001-01-26 22:10:54.748000,L7,,,,,,,,186.59,206.22,211.46,254.36,297.31,,,316.24,296.89,301.89,311.16,303.20,329.47,339.44,360.94,352.03,310.76,349.60,366.46,369.06,390.88,416.57,361.83,372.98,,351.61,384.78,379.07,399.21,,,392.16,417.84,370.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.46,275.42,210.95,239.74,253.30,209.84,192.14,196.67,198.71,197.51,203.87,246.78,266.41,244.48,273.92,182.97,202.56,206.61,206.56,196.74,196.12,192.23,175.66,192.25,198.28,197.10,199.69,187.38,210.04,210.14,207.91,199.20,204.34,193.62,205.84,198.81,200.35,208.41,215.09,216.05,209.61,202.37,207.41,208.76,205.04,210.10,217.45,208.84,213.57,213.01,209.75,205.22,199.76,203.62,190.19,175.87,189.72,166.29,202.74,174.97,199.11,208.55,202.43,197.56,194.81,202.26,197.16,189.02,200.14,203.98,208.82,213.05,209.40,179.15,,,203.31,207.57,298.03,284.29
2001-02-27 22:10:42.180000,L7,,,,,,,228.31,238.96,257.65,258.91,338.87,305.51,303.02,285.08,322.34,424.58,425.94,422.42,412.43,380.06,281.96,297.56,379.29,435.10,480.18,449.14,449.61,389.55,390.71,313.16,343.18,365.48,416.01,393.25,391.61,375.86,365.02,427.75,352.33,326.15,349.84,387.69,367.16,391.51,392.35,389.11,394.30,336.24,341.99,373.49,328.11,369.31,373.15,400.10,360.95,438.35,347.23,351.06,330.84,357.72,409.21,378.77,382.39,388.01,340.80,364.24,320.90,320.33,281.39,324.97,284.61,304.30,303.67,285.84,292.73,345.72,308.65,363.77,352.72,362.49,319.96,315.22,319.21,313.95,321.58,322.28,302.45,325.80,312.58,294.26,300.34,306.93,362.07,343.71,348.70,368.88,306.54,314.71,312.45,295.83,316.14,326.65,334.45,359.24,323.67,323.16,348.21,370.88,347.39,398.12,365.86,368.32,319.80,319.38,313.41,325.92,340.04,316.67,317.69,319.49,310.99,318.13,318.62,304.41,333.00,333.54,347.20,311.50,304.92,308.76,307.95,326.16,328.63,338.09,328.65,329.02,316.97,314.15,325.20,316.82,322.59,309.16,307.61,304.72,304.72,312.42,327.98,307.86,312.11,315.91,321.54,315.34,343.60,314.52,338.56,320.64,323.35,315.74,340.84,340.65,345.83,325.63,324.88,344.56,352.06
2001-03-31 22:10:31.555000,L7,,,,,,,,,,,,,174.43,181.05,183.04,193.35,189.89,203.76,172.93,217.32,188.74,223.00,222.68,227.96,228.85,239.19,250.55,229.11,,227.62,228.51,238.16,235.29,240.50,229.26,,,,214.62,234.50,224.54,221.36,227.28,233.43,224.60,224.86,228.91,216.72,,,,,,,,233.45,242.57,232.36,240.39,237.22,244.73,238.07,233.04,235.30,211.12,242.89,245.92,247.98,242.64,243.63,,,,,246.64,250.28,225.41,,,,260.22,265.95,270.91,213.06,273.74,265.37,264.28,187.99,267.69,277.26,274.86,256.88,250.42,248.09,252.50,263.35,253.06,250.29,260.98,265.11,265.87,266.60,266.92,221.61,227.11,218.39,233.34,234.62,234.78,287.52,292.29,276.43,285.15,279.60,269.92,260.34,258.59,256.30,257.49,257.72,254.61,247.87,247.73,255.36,258.02,256.35,259.81,264.12,264.02,265.33,273.84,275.18,272.24,206.93,212.23,205.68,204.79,203.33,205.13,189.82,179.36,187.83,199.52,198.33,184.52,204.19,209.83,210.11,212.01,210.96,198.32,194.49,192.67,189.48,223.88,264.23,265.95,268.61,263.55,262.40,271.40,261.40,272.65,294.12,282.88
2001-04-07 22:16:13.559000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.30,218.04,222.02,222.52,,,,,,,,,,,,,,,,164.83,182.61,190.89,185.20,182.13,184.27,170.70,181.52,174.63,184.65,190.76,194.30,192.10,184.96,179.85,186.84,182.98,184.71,187.22,191.93,185.70,192.52,185.81,190.07,176.01,,,,,,,,,181.50,194.89,187.35,182.50,181.30,188.62,179.95,176.39,176.21,169.38,223.75,186.03,222.11,177.69,,,,,,
2001-09-07 22:08:34.815000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.97,300.70,304.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.16,180.80,175.68,174.57,182.34,188.49,189.30,179.36,172.98,183.50,182.85,181.27,179.36,182.27,173.06,180.67,188.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.36,228.23
2001-09-07 22:08:58.783000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.44,225.94
2001-09-23 22:08:26.958000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.83,328.07,324.59,332.36,,,,,,,,,,,,,321.28,330.80,344.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.75,190.79,177.04,176.55,176.81,178.68,182.86,191.07,186.83,174.96,194.39,179.75,185.74,183.81,,,,,,,,,,,,,,,,,179.03,251.68,249.71,,,,,,,273.23,241.60,228.74
2001-09-23 22:08:50.923000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.94,222.96
2002-01-20 22:15:01.686000,L7,,,,,,188.11,255.28,220.93,245.43,231.92,225.09,272.66,276.15,309.24,326.97,331.20,320.73,292.83,279.88,296.17,291.02,303.44,400.50,393.00,380.06,390.11,370.54,372.32,355.77,402.40,420.04,411.67,430.67,365.65,342.55,309.77,311.35,331.20,330.00,352.82,357.03,348.47,313.52,285.60,305.71,290.49,295.39,315.90,327.72,311.55,309.82,329.22,315.13,301.45,291.38,306.16,335.29,317.30,351.78,329.20,328.45,322.14,317.60,282.80,340.66,336.64,322.33,355.36,343.88,355.28,300.95,301.61,303.86,300.81,325.99,379.28,397.88,346.73,344.13,332.83,352.25,365.18,356.06,364.62,330.87,362.86,338.57,337.36,407.93,342.44,353.73,358.89,380.93,316.94,331.90,317.25,298.38,317.45,330.28,328.53,378.23,343.08,309.42,311.79,331.37,287.64,274.13,280.67,301.36,385.97,373.56,385.74,404.12,382.76,443.00,439.03,420.52,399.19,407.34,403.63,335.64,334.54,339.14,359.39,365.12,365.81,358.65,368.47,369.55,390.60,375.13,384.67,384.36,367.82,383.16,391.84,379.27,357.79,399.72,392.47,366.88,394.99,396.28,373.54,362.96,370.66,369.49,390.61,321.64,332.00,380.56,358.11,334.66,336.75,349.89,353.62,341.02,350.92,366.26,350.74,371.22,290.42,338.56,341.65,366.67
2002-01-29 22:09:09.173000,L7,,,,,,,,190.41,236.52,184.67,206.66,200.08,232.61,218.24,231.97,257.55,275.14,179.88,180.77,178.34,185.70,194.73,224.23,174.86,179.42,180.68,182.81,180.70,186.08,176.35,180.11,185.05,179.90,172.17,170.40,232.10,206.80,234.58,202.45,228.39,232.78,232.46,222.74,198.61,232.06,239.84,222.72,210.35,222.00,213.60,231.59,171.01,177.94,173.63,172.41,178.27,178.74,185.31,181.73,179.77,180.05,179.16,178.85,178.06,239.62,212.68,211.38,223.78,234.85,239.72,247.94,249.73,250.73,256.35,234.29,256.90,262.32,258.69,262.41,240.24,241.26,247.53,240.02,235.96,240.77,251.21,221.68,216.62,212.22,204.44,212.59,213.39,213.79,192.15,277.59,275.59,289.35,228.17,224.86,224.65,232.00,270.04,274.97,267.74,264.55,262.25,262.78,252.06,285.35,263.25,283.19,298.52,290.66,297.18,278.11,278.43,282.16,281.36,270.64,260.90,268.44,270.76,270.30,265.29,246.85,252.69,255.70,269.09,274.79,281.00,253.73,281.70,272.41,280.93,278.75,271.68,232.51,230.83,272.18,262.33,267.33,264.42,266.88,228.06,231.23,230.31,224.57,226.54,231.85,275.97,230.95,221.73,212.96,304.84,294.09,288.10,282.94,299.81,213.80,211.27,205.95,196.78,281.23,298.91,290.39
2002-02-05 22:15:01.569000,L7,,,,,,,,,,,174.07,178.58,190.83,205.96,202.68,208.69,211.08,214.43,223.26,229.65,234.03,242.46,250.48,243.73,,,,,,,,,,,,,252.41,241.88,250.11,262.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.46,264.82,264.71,271.81,274.02,,,,,,,247.80,262.10,266.48,271.77,264.72,265.92,256.74,257.73,258.03,257.93,258.31,260.46,251.42,,391.01,406.06,,,,,191.97,196.18,193.50,184.64,184.55,178.41,185.78,181.19,181.49,190.44,192.67,192.85,269.77,262.20,249.58,266.17,185.91,194.86,200.69,191.57,197.07,195.23,190.90,187.80,187.66,185.01,250.39,247.99,,,,,191.87,195.45,192.95,190.33,184.94,187.53,171.76,168.46,245.26,237.85,245.14,254.59,239.77,234.01,241.94,219.95,,242.57,277.03,232.42
