dates,satname,nzd0061-0000,nzd0061-0001,nzd0061-0002,nzd0061-0003,nzd0061-0004,nzd0061-0005,nzd0061-0006,nzd0061-0007
1999-08-17 22:10:26.276000,L7,364.69,327.87,315.71,314.67,316.73,285.66,299.34,
1999-10-04 22:10:38.131000,L7,409.53,323.91,310.85,258.07,320.46,293.23,320.58,315.91
1999-12-07 22:10:30.042000,L7,270.18,311.25,309.01,294.03,320.32,221.26,301.70,309.70
2000-02-09 22:10:19.398000,L7,311.59,293.07,312.02,287.12,309.71,,,319.98
2000-03-28 22:10:07.233000,L7,418.26,325.03,260.91,330.22,324.16,371.72,409.40,401.44
2000-04-29 22:09:53.797000,L7,361.83,222.55,245.62,258.14,246.71,301.96,304.98,307.48
2000-05-15 22:09:42.527000,L7,,,237.30,253.97,316.00,,,
2000-06-16 22:09:26.713000,L7,399.87,356.34,355.04,352.67,346.32,292.14,,
2000-08-03 22:08:44.137000,L7,381.74,334.90,342.05,346.31,343.48,303.94,328.63,316.71
2000-08-19 22:08:38.248000,L7,380.16,,229.56,249.32,315.36,,195.67,308.98
2000-09-20 22:08:03.348000,L7,198.11,212.00,236.56,254.19,,,,
2000-10-22 22:07:50.487000,L7,287.14,234.76,229.63,254.72,218.51,,,
2000-11-07 22:07:53.532000,L7,486.93,417.01,440.81,499.93,488.13,456.68,463.76,472.33
2001-05-18 22:07:26.882000,L7,369.95,,229.12,250.92,310.47,281.33,301.00,286.69
2001-06-03 22:07:16.736000,L7,380.70,355.81,338.94,340.87,334.85,321.41,314.90,314.73
2001-09-23 22:06:03.238000,L7,,,,257.34,239.87,,,
2001-11-26 22:06:09.518000,L7,,,,,522.02,437.41,425.33,408.43
2001-12-12 22:06:14.960000,L7,356.84,,,245.14,304.95,284.89,271.37,309.42
2001-12-28 22:06:14.106000,L7,546.39,379.02,389.08,389.03,390.50,374.53,367.80,370.16
2002-03-18 22:06:22.131000,L7,258.41,,228.83,243.32,282.33,280.30,295.17,302.39
2002-07-08 22:06:00.488000,L7,,,508.65,410.35,352.83,475.46,494.49,481.53
2002-12-31 22:05:56.221000,L7,370.12,218.09,261.66,244.05,294.69,284.07,292.42,311.28
2003-01-16 22:06:02.914000,L7,400.64,214.24,265.90,251.22,306.35,322.13,308.27,321.88
2003-03-21 22:06:15.912000,L7,364.84,,230.46,245.44,301.07,252.87,293.35,298.50
2003-04-06 22:06:21.012000,L7,375.01,,227.16,250.24,313.39,257.76,292.42,298.69
2003-04-22 22:06:19.091000,L7,362.94,,,,,215.31,292.45,291.78
2003-05-08 22:06:20.773000,L7,235.06,322.10,235.98,252.29,325.71,253.19,313.04,285.31
2003-05-24 22:06:17.162000,L7,505.57,522.37,362.28,369.64,357.44,462.84,371.25,542.14
2003-12-26 21:56:18.593000,L5,324.32,294.37,296.52,289.13,286.84,,,
2004-05-18 21:58:14.785000,L5,405.06,349.11,337.08,346.14,336.97,309.97,325.06,324.82
2004-07-21 22:00:04.249000,L5,356.51,258.57,301.78,307.60,301.42,267.04,276.63,291.99
2005-01-13 22:03:41.143000,L5,383.24,351.42,339.87,342.45,334.97,298.52,314.52,313.99
2005-02-14 22:04:09.465000,L5,328.54,290.30,275.49,272.04,172.62,,,
2005-03-02 22:04:24.338000,L5,447.20,338.08,335.38,340.42,332.35,312.76,325.67,326.59
2005-04-03 22:04:40.528000,L5,407.80,338.51,333.10,334.94,325.12,310.17,328.82,317.99
2005-04-19 22:04:43.597000,L5,413.06,349.19,340.23,347.07,333.48,307.85,322.68,324.40
2005-06-06 22:05:05.724000,L5,273.41,308.12,316.27,326.41,323.00,297.97,300.93,305.57
2005-08-25 22:05:41.221000,L5,345.76,317.39,314.47,312.64,304.35,277.16,292.56,
2005-11-13 22:05:57.059000,L5,322.75,301.82,289.25,271.80,206.77,,,269.57
2006-02-17 22:08:11.136000,L5,400.70,339.33,332.68,340.70,329.05,304.48,316.55,320.16
2006-04-06 22:09:08.139000,L5,317.73,299.80,305.08,297.86,286.50,,,
2006-09-13 22:11:23.474000,L5,410.25,343.75,343.65,342.70,346.12,304.79,305.29,314.52
2006-09-29 22:11:34.525000,L5,434.36,350.90,343.95,341.53,342.82,303.38,300.39,306.26
2006-12-11 22:06:28.205000,L5,,,,,,,312.88,419.04
2007-01-03 22:12:49.248000,L5,330.26,333.04,361.82,363.13,359.92,366.16,371.10,417.96
2008-11-21 22:01:05.982000,L5,336.82,298.77,291.87,285.02,281.87,,,
2009-01-24 22:02:55.057000,L5,345.71,306.36,288.43,282.45,285.04,260.05,267.16,290.19
2010-01-27 22:08:26.527000,L5,416.35,352.13,335.34,330.83,328.94,307.66,324.71,317.40
2010-02-12 22:08:30.110000,L5,459.38,358.95,362.96,370.51,373.22,388.98,349.51,343.82
2010-11-27 22:07:24.215000,L5,412.76,339.57,332.73,344.60,329.01,304.95,320.07,325.98
2011-01-14 22:07:31.728000,L5,,,,286.12,286.27,265.79,,
2011-02-15 22:07:34.670000,L5,280.04,281.70,291.18,270.29,,,,
2013-04-25 22:19:21.025000,L8,333.95,317.51,321.96,329.36,318.86,,315.03,312.73
2013-05-11 22:19:31.249000,L8,336.09,317.44,328.78,334.89,326.42,310.66,317.88,315.62
2013-06-28 22:19:33.252000,L8,377.57,343.56,355.33,358.65,358.20,327.00,335.54,334.43
2013-07-14 22:19:34.707000,L8,334.08,318.46,330.43,335.09,325.84,304.46,205.25,311.67
2013-08-31 22:19:38.558000,L8,422.03,359.09,375.52,382.29,378.01,327.77,355.64,346.62
2013-10-18 22:19:25.762000,L8,332.30,313.01,321.73,335.38,326.22,203.56,262.43,226.03
2013-11-03 22:19:20.378000,L8,415.34,375.43,387.62,388.12,383.62,370.52,370.43,361.94
2013-12-05 22:19:13.005000,L8,331.71,313.29,314.27,316.58,253.06,205.54,251.52,213.44
2014-02-07 22:18:33.391000,L8,352.83,315.26,307.78,305.62,317.76,302.94,320.33,321.48
2014-02-23 22:18:20.398000,L8,397.25,333.29,337.77,346.89,335.89,317.57,334.61,330.17
2014-03-27 22:17:50.001000,L8,388.85,363.84,345.18,352.90,346.21,319.70,337.56,332.80
2014-04-12 22:17:37.464000,L8,400.05,340.07,347.09,353.17,342.74,322.43,341.85,333.75
2014-04-28 22:17:22.576000,L8,326.93,,,,,,,
2014-05-14 22:17:08.923000,L8,337.76,318.94,329.79,335.29,327.01,299.92,213.39,315.58
2014-07-17 22:17:28.260000,L8,336.10,321.34,326.35,332.76,319.46,,287.56,316.35
2015-01-25 22:17:32.812000,L8,376.50,332.52,335.08,348.07,334.10,317.24,330.22,330.54
