dates,satname,nzd0014-0000,nzd0014-0001
2022-01-04 22:17:52.138000,L9,345.61,356.18
2022-01-20 22:17:51.591000,L9,341.77,350.91
2022-02-21 22:17:43.336000,L9,245.32,270.37
2022-03-09 22:17:37.608000,L9,329.19,336.39
2022-04-18 22:17:25.504000,L8,363.03,364.08
2022-05-12 22:17:13.223000,L9,344.41,354.58
2022-06-05 22:17:39.656000,L8,349.43,360.28
2022-06-13 22:17:12.050000,L9,335.21,336.46
2022-06-21 22:17:48.970000,L8,330.31,309.68
2022-07-15 22:17:24.696000,L9,337.09,342.48
2022-07-31 22:17:39.593000,L9,338.62,347.93
2022-08-08 22:18:05.196000,L8,342.43,358.19
2022-09-09 22:18:11.619000,L8,343.34,355.07
2022-11-04 22:18:00.514000,L9,340.75,348.81
2023-01-15 22:17:53.980000,L8,347.80,351.75
2023-01-31 22:17:58.841000,L8,330.37,328.81
2023-02-08 22:18:06.517000,L9,337.58,340.47
2023-02-16 22:17:50.035000,L8,346.20,351.95
2023-03-04 22:17:37.574000,L8,343.97,353.31
2023-03-28 22:17:33.498000,L9,336.42,341.55
2023-04-13 22:17:27.047000,L9,335.90,340.49
2023-05-15 22:17:12.111000,L9,337.31,339.47
2023-05-23 22:16:53.942000,L8,316.86,310.79
2023-06-16 22:16:54.981000,L9,339.84,345.64
2023-06-24 22:17:06.399000,L8,333.29,316.51
2023-07-02 22:17:05.775000,L9,338.98,346.90
2023-07-26 22:17:23.328000,L8,347.76,357.50
2023-09-12 22:17:38.225000,L8,344.40,358.76
2023-09-20 22:17:40.026000,L9,351.94,355.58
2023-10-14 22:17:45.774000,L8,353.09,354.87
2023-10-22 22:17:50.479000,L9,340.34,347.36
2023-11-07 22:17:46.155000,L9,423.79,358.90
2023-11-15 22:17:47.856000,L8,351.57,353.09
2024-01-10 22:17:52.010000,L9,344.52,354.56
2024-01-18 22:17:42.241000,L8,382.35,383.68
2024-02-11 22:17:53.113000,L9,338.86,346.17
2024-02-19 22:17:39.652000,L8,344.78,353.74
2024-03-30 22:17:36.478000,L9,350.22,356.73
2024-04-07 22:17:11.830000,L8,354.69,362.21
2024-04-15 22:17:28.257000,L9,350.58,360.63
2024-04-23 22:17:03.194000,L8,344.13,354.10
2024-05-01 22:17:11.831000,L9,350.62,358.47
2024-05-09 22:16:51.826000,L8,335.52,337.53
2024-05-17 22:17:03.987000,L9,347.57,356.16
2024-06-18 22:16:43.968000,L9,418.23,382.05
2024-06-26 22:16:52.651000,L8,338.98,345.23
2024-07-12 22:17:00.992000,L8,357.03,374.93
2024-08-05 22:17:06.640000,L9,331.90,300.88
2024-08-21 22:17:19.711000,L9,340.61,343.71
2024-08-29 22:17:21.978000,L8,431.89,356.08
2024-11-01 22:17:31.195000,L8,346.41,351.20
2024-11-17 22:17:38.841000,L8,352.18,359.29
2024-12-03 22:17:45.212000,L8,338.96,340.42
2025-01-12 22:17:45.559000,L9,349.57,356.69
2025-01-28 22:17:42.532000,L9,407.76,406.49
2025-02-05 22:17:39.822000,L8,338.16,341.86
2025-03-01 22:17:39.455000,L9,339.01,344.52
2025-03-09 22:17:26.663000,L8,413.09,355.69
2025-03-17 22:17:32.112000,L9,,560.21
2025-03-25 22:17:16.100000,L8,412.71,357.85
2025-05-04 22:17:17.676000,L9,394.32,357.37
