dates,satname,nzd0358-0000,nzd0358-0001,nzd0358-0002,nzd0358-0003,nzd0358-0004,nzd0358-0005,nzd0358-0006,nzd0358-0007,nzd0358-0008,nzd0358-0009,nzd0358-0010,nzd0358-0011,nzd0358-0012,nzd0358-0013,nzd0358-0014,nzd0358-0015,nzd0358-0016,nzd0358-0017,nzd0358-0018,nzd0358-0019,nzd0358-0020,nzd0358-0021,nzd0358-0022,nzd0358-0023,nzd0358-0024,nzd0358-0025,nzd0358-0026,nzd0358-0027,nzd0358-0028,nzd0358-0029,nzd0358-0030,nzd0358-0031,nzd0358-0032,nzd0358-0033,nzd0358-0034,nzd0358-0035,nzd0358-0036,nzd0358-0037,nzd0358-0038,nzd0358-0039,nzd0358-0040,nzd0358-0041,nzd0358-0042,nzd0358-0043,nzd0358-0044,nzd0358-0045,nzd0358-0046,nzd0358-0047,nzd0358-0048,nzd0358-0049,nzd0358-0050,nzd0358-0051,nzd0358-0052,nzd0358-0053,nzd0358-0054,nzd0358-0055,nzd0358-0056,nzd0358-0057,nzd0358-0058,nzd0358-0059,nzd0358-0060,nzd0358-0061,nzd0358-0062,nzd0358-0063,nzd0358-0064,nzd0358-0065,nzd0358-0066,nzd0358-0067,nzd0358-0068,nzd0358-0069,nzd0358-0070,nzd0358-0071,nzd0358-0072
2001-04-27 21:51:07.792000,L7,,,226.61,279.30,245.53,243.32,246.89,198.60,284.15,278.34,261.76,280.66,285.11,285.08,345.83,340.69,336.09,339.68,318.06,256.29,288.33,278.58,275.56,241.39,148.83,,,,278.75,295.22,296.28,336.43,394.07,388.55,371.06,265.68,234.22,289.43,323.62,332.03,302.60,281.66,274.23,319.03,315.36,312.97,314.15,313.49,320.67,331.22,324.92,324.12,314.86,304.98,360.14,347.82,332.43,357.46,277.07,167.42,307.24,342.63,300.72,,,458.55,457.57,450.81,447.35,367.67,362.75,347.55,351.13
2001-05-13 21:50:57.045000,L7,196.73,,256.56,300.76,364.84,388.12,364.44,364.80,336.66,339.11,334.77,338.51,341.85,343.22,346.61,345.75,333.76,334.37,353.31,346.23,324.98,290.92,287.47,288.42,222.75,453.73,230.79,299.91,296.57,310.87,326.52,364.43,436.32,440.46,394.36,378.59,348.17,332.81,340.97,349.31,337.46,323.44,334.97,336.51,345.29,395.69,363.96,355.14,385.43,353.94,364.80,381.60,394.37,379.32,397.63,398.39,367.59,413.23,396.37,392.54,386.68,386.98,375.51,330.81,462.09,468.68,461.38,457.23,451.47,449.19,449.70,383.08,421.08
2001-09-18 21:49:29.215000,L7,351.27,352.43,285.58,312.79,346.17,333.21,303.06,359.38,341.92,357.46,484.82,461.10,492.55,345.84,345.98,508.34,466.00,456.81,496.22,480.95,469.75,468.67,465.18,471.22,469.25,473.32,233.03,282.78,291.46,308.99,322.89,354.78,411.12,417.03,398.92,373.12,341.51,327.08,336.14,483.70,483.34,470.77,472.67,480.45,488.33,486.05,473.40,500.80,500.16,450.33,466.14,469.91,343.31,356.02,467.21,481.31,499.53,491.92,521.20,365.90,379.65,371.30,364.45,343.29,338.22,353.75,440.25,483.02,482.51,478.98,474.79,454.23,374.56
2001-10-04 21:49:17.977000,L7,359.51,261.94,312.64,288.18,322.67,320.83,309.11,352.98,356.96,356.85,341.37,346.14,499.00,504.55,487.86,531.23,491.97,476.91,468.45,490.85,475.01,478.31,467.57,458.98,460.99,466.45,,386.09,381.21,395.40,451.29,469.99,406.31,420.66,395.77,367.84,333.81,522.75,476.25,508.36,495.72,491.66,488.72,474.61,462.95,459.54,336.05,338.79,334.77,338.52,476.80,498.08,449.30,368.55,336.60,,470.09,375.51,325.30,491.57,402.37,515.34,506.37,509.56,495.49,492.17,466.38,375.78,379.10,381.98,378.13,367.91,378.33
2002-07-19 21:49:21.346000,L7,,,227.47,287.51,305.03,292.95,296.68,316.82,338.66,343.43,331.40,334.27,336.26,336.85,346.99,339.52,336.67,330.66,327.41,339.11,314.77,295.11,289.22,289.44,235.77,472.15,453.20,452.55,468.42,307.12,315.35,349.38,406.65,396.82,385.42,345.79,320.13,303.44,323.77,327.74,312.97,294.34,291.69,315.37,319.59,275.54,290.21,491.93,495.72,483.59,499.89,320.26,302.39,293.50,468.72,475.10,476.76,363.06,351.46,221.26,365.66,361.25,352.76,330.00,321.61,332.80,343.95,358.78,363.73,367.55,368.99,365.48,371.48
2002-08-20 21:49:10.402000,L7,,,,248.28,283.00,264.04,263.10,297.04,313.44,310.34,303.89,301.35,308.95,309.21,314.74,313.60,306.15,299.96,266.25,241.95,180.65,158.83,,,,,,204.36,243.55,265.36,278.86,322.83,368.53,356.68,294.65,264.19,228.88,212.88,285.57,305.01,289.40,270.01,252.16,278.55,278.83,237.61,258.60,288.15,290.69,301.81,299.55,280.01,247.71,241.89,251.29,306.73,318.19,334.62,,,339.39,337.82,267.83,,,216.23,314.00,239.05,214.02,321.64,337.99,335.73,333.50
2002-10-23 21:48:51.087000,L7,372.39,378.88,388.92,391.80,326.25,306.17,315.71,332.08,343.78,349.35,344.67,346.64,359.07,385.86,393.30,399.88,389.33,378.65,376.60,343.23,318.59,292.58,286.27,284.93,234.34,,234.53,269.56,287.00,306.15,321.93,359.94,410.79,427.61,393.42,376.35,340.65,322.87,331.66,346.20,337.98,309.81,306.13,325.07,336.33,306.38,308.63,339.96,335.39,341.28,346.67,328.74,356.36,351.42,359.16,356.28,351.71,373.37,387.20,290.37,387.97,368.07,356.57,332.64,330.70,339.14,366.30,363.25,370.74,374.35,367.68,364.94,367.49
2002-12-10 21:49:17.131000,L7,,,229.51,294.47,328.61,306.60,314.39,333.26,346.45,346.01,473.22,489.80,494.61,494.42,502.18,486.15,419.99,502.65,494.07,469.50,443.53,297.54,281.55,274.35,213.35,,213.92,266.21,287.76,302.85,311.46,352.49,416.96,442.50,420.06,490.24,494.72,487.75,469.79,420.78,376.08,338.39,449.12,451.05,463.25,,515.09,480.48,373.93,371.04,388.13,383.98,403.36,433.22,490.73,475.30,354.36,367.63,372.52,362.60,375.03,361.72,347.31,311.67,311.22,322.91,345.29,362.25,363.63,368.98,367.42,359.26,361.90
2002-12-26 21:49:23.939000,L7,529.59,523.05,506.64,499.91,504.40,483.21,437.32,491.31,489.53,488.00,490.13,498.10,497.42,519.93,525.97,483.41,522.77,511.53,500.06,488.84,491.69,491.34,445.17,472.31,465.98,471.12,465.74,456.63,462.64,457.93,451.17,362.44,424.08,437.28,485.23,507.27,502.36,512.10,496.53,467.25,467.66,453.55,458.65,473.74,471.54,484.29,482.51,471.41,468.74,478.50,487.30,499.87,485.24,474.75,476.48,477.82,479.31,489.86,493.26,481.32,467.07,465.35,457.66,463.44,465.46,456.56,461.21,454.93,377.33,378.43,372.50,369.11,369.96
2003-01-27 21:49:33.029000,L7,483.50,474.59,473.82,462.46,450.62,447.97,435.92,432.45,459.77,485.91,502.56,492.14,500.75,495.56,496.59,499.82,490.08,478.80,478.48,467.61,460.13,451.03,451.00,441.43,428.25,416.69,431.43,414.10,406.75,416.74,427.71,421.74,426.79,438.31,405.74,511.40,513.57,508.95,495.21,491.73,445.90,485.44,481.21,446.69,448.28,519.90,297.90,344.40,347.72,343.93,351.64,366.28,372.51,368.75,381.66,361.95,356.80,371.64,382.35,364.87,382.02,370.22,358.77,339.12,328.40,338.79,355.63,387.69,390.80,384.54,369.62,372.34,364.61
2003-02-12 21:49:43.898000,L7,,,491.27,520.16,494.47,484.48,479.76,334.65,344.87,353.80,342.92,342.22,344.88,351.99,355.52,356.94,368.36,371.94,375.86,342.93,324.05,308.29,296.21,299.25,226.63,169.46,243.29,284.00,300.55,309.72,322.71,365.39,428.76,447.94,405.21,384.73,345.41,332.58,349.83,352.72,337.29,306.34,325.16,339.31,346.00,339.67,349.98,348.49,353.86,350.37,351.11,359.45,374.24,376.25,386.13,375.06,365.49,382.68,411.94,409.98,393.60,369.77,364.58,342.94,330.82,361.87,375.65,382.31,388.77,382.06,376.00,374.17,372.97
2003-03-16 21:49:46.061000,L7,308.81,497.48,522.75,508.44,505.03,492.94,511.04,531.51,515.12,520.38,520.19,522.10,530.47,524.46,526.01,531.18,521.20,498.89,495.88,485.59,481.49,491.53,482.48,470.36,450.41,471.20,462.63,454.83,465.61,470.05,498.73,529.48,435.86,448.44,416.18,388.35,355.30,335.26,346.26,353.99,340.61,314.15,332.47,350.02,346.60,329.80,344.56,352.05,355.56,356.71,357.71,383.63,389.20,389.23,398.08,424.34,499.53,517.69,518.63,497.98,462.63,491.73,518.04,512.33,527.25,463.03,492.84,381.51,379.52,375.23,376.84,349.34,334.15
2003-05-03 21:49:49.056000,L7,310.74,154.63,379.29,365.63,343.42,479.57,506.01,483.55,505.32,505.45,503.00,477.96,351.43,361.35,375.93,390.18,371.66,369.90,364.36,354.33,327.73,308.76,299.03,291.64,242.37,246.02,252.13,301.48,314.27,315.40,429.58,493.47,452.30,446.85,409.71,374.95,342.14,323.22,331.94,356.79,342.49,340.23,341.44,344.98,345.77,314.29,355.32,351.58,368.97,358.91,370.84,391.81,396.12,401.16,409.70,394.24,395.50,399.19,398.52,403.86,401.42,401.54,410.10,464.03,390.21,469.27,447.97,395.29,406.02,408.25,395.13,381.72,419.63
2003-07-30 21:37:45.389000,L5,,161.41,277.03,316.99,326.05,304.91,310.39,335.60,347.59,349.40,342.40,345.19,347.98,357.39,354.37,355.31,351.65,340.97,363.84,346.51,321.74,302.52,304.00,299.69,206.74,,274.58,302.82,312.42,324.24,331.19,385.43,434.76,433.65,399.27,367.02,327.51,327.11,344.08,353.58,327.39,300.97,317.58,329.29,334.65,289.05,310.67,342.36,347.90,349.96,347.03,352.79,383.19,367.38,377.66,363.27,367.24,386.11,384.46,372.85,398.56,379.57,371.42,363.50,363.74,369.85,363.40,381.32,388.38,394.13,377.71,383.38,385.75
2003-10-18 21:39:00.182000,L5,,193.53,268.14,317.61,322.91,303.71,312.42,334.32,343.71,345.64,336.77,335.89,337.40,342.08,345.91,350.26,350.68,339.78,353.34,344.67,320.62,294.01,291.86,287.73,210.75,,250.52,286.67,300.36,314.07,326.59,392.85,431.84,410.58,405.43,380.44,343.24,337.83,343.72,352.57,331.39,312.19,314.65,333.96,323.16,291.02,323.92,344.43,350.40,354.94,358.77,360.57,357.30,356.21,372.53,357.94,357.21,379.20,382.78,292.94,388.60,375.76,370.50,353.82,342.56,366.40,359.92,386.29,390.08,394.60,394.35,391.03,397.75
2003-11-19 21:39:26.321000,L5,,162.33,252.54,302.55,320.72,301.08,305.29,327.54,343.55,345.22,335.76,330.83,336.02,341.66,343.69,344.13,347.00,343.26,352.79,339.90,306.41,289.88,288.45,287.80,219.18,,254.48,291.23,306.20,320.79,339.82,393.81,432.35,432.71,404.18,384.32,340.21,337.65,345.56,349.68,326.60,312.78,329.87,340.96,327.76,305.93,321.42,337.05,347.68,348.94,351.94,358.82,360.75,364.13,377.80,364.60,362.92,379.06,379.16,380.41,396.85,391.42,377.07,356.74,360.99,369.16,371.09,389.90,395.08,393.88,379.54,374.90,382.09
2003-12-21 21:39:43.071000,L5,,197.03,255.00,312.17,320.66,305.32,312.19,327.49,342.52,345.03,342.68,334.86,343.53,346.02,354.34,356.28,353.13,349.87,357.90,346.63,316.46,299.56,296.68,295.40,226.42,174.46,242.86,287.32,305.60,318.13,341.09,386.24,448.03,449.65,407.95,391.33,351.77,339.18,354.31,359.22,329.58,317.48,325.07,346.63,343.53,338.53,348.61,349.32,352.71,357.87,401.58,373.17,372.69,375.28,383.82,371.25,368.58,388.54,415.64,420.02,504.70,,,447.02,464.88,386.19,380.39,400.16,444.33,401.34,387.26,368.64,375.19
2004-01-22 21:39:52.321000,L5,,208.40,261.83,314.38,322.13,302.97,308.63,328.87,345.32,344.52,331.13,338.73,335.66,347.38,349.82,355.30,352.69,346.70,352.25,342.55,314.81,300.73,296.46,296.59,224.99,,242.37,295.80,307.96,323.57,406.75,472.91,454.08,452.18,410.74,396.73,350.85,340.82,353.09,356.52,337.49,322.61,332.81,348.80,352.62,335.26,344.02,347.76,349.23,351.57,359.93,374.62,379.17,376.16,386.68,370.22,365.49,386.79,393.42,381.57,396.50,381.18,373.49,364.12,370.67,371.74,376.52,389.50,394.14,395.63,384.86,421.56,389.30
2004-02-23 21:40:02.028000,L5,,183.68,269.25,316.58,317.68,304.45,313.55,334.79,342.28,344.18,341.53,336.55,339.99,335.00,341.23,331.63,334.06,325.22,344.18,337.58,308.98,294.55,293.33,290.62,220.27,,234.77,289.00,299.20,313.57,326.44,381.87,434.67,440.47,416.14,385.00,351.89,341.64,346.76,356.88,332.07,315.41,323.94,348.62,337.63,324.62,347.46,348.65,355.86,355.42,361.73,372.49,376.03,373.93,383.34,361.81,364.46,381.05,388.92,363.36,389.64,375.72,371.78,350.67,340.23,362.29,359.62,381.91,391.77,395.07,391.17,386.38,391.96
2004-09-18 21:44:58.764000,L5,,197.71,264.69,311.80,319.52,305.94,312.64,336.33,346.65,345.43,342.75,335.11,343.42,344.09,349.95,354.16,348.22,345.28,353.14,339.00,307.59,297.60,299.08,290.86,221.59,,255.62,293.44,303.11,316.55,339.61,384.73,436.13,410.40,415.82,388.98,354.41,339.17,338.62,344.38,331.48,314.35,320.49,342.81,328.04,312.71,332.08,345.56,345.26,348.59,354.54,366.45,354.88,361.44,372.05,365.91,372.25,383.59,389.13,369.61,393.84,384.55,379.83,366.58,357.77,371.19,369.05,390.78,394.40,396.77,393.18,381.18,383.38
2004-10-04 21:45:19.602000,L5,,,,,,,,,,,,,203.21,210.46,249.55,193.60,206.28,,,,,,,,,,,245.66,273.34,295.30,313.74,368.07,404.13,391.75,383.07,363.81,336.87,323.64,323.42,319.15,315.61,296.63,305.48,324.33,317.73,290.59,312.83,326.73,331.68,328.88,333.33,326.34,331.48,321.82,345.97,356.01,360.96,363.18,367.38,316.34,378.10,373.61,364.46,329.17,333.71,351.75,354.06,376.78,379.45,390.84,387.06,374.29,370.29
2004-10-20 21:45:40.625000,L5,,201.90,271.24,315.18,325.34,306.94,315.09,338.55,346.53,344.87,336.75,339.67,341.94,345.76,352.47,348.79,348.18,343.29,355.61,337.40,316.89,297.24,292.32,291.98,227.37,151.95,257.14,289.06,306.33,315.12,333.33,386.28,437.64,430.66,405.74,387.03,355.16,345.90,346.98,353.40,335.35,320.04,329.53,345.25,341.63,317.22,338.56,354.08,354.94,353.99,362.57,375.00,369.49,370.28,380.55,372.95,367.50,388.88,391.64,374.35,395.20,379.65,376.20,367.23,356.01,369.93,374.33,391.72,402.33,405.78,396.64,389.65,394.54
2005-02-09 21:47:31.401000,L5,,173.72,257.46,311.43,327.58,306.44,312.49,336.12,349.10,345.54,333.43,334.53,345.21,345.43,352.58,341.96,346.81,342.30,357.39,343.16,313.64,302.70,303.39,294.14,224.56,,268.17,309.06,321.28,324.88,347.99,398.86,446.76,445.65,417.48,387.62,356.89,341.25,351.93,354.19,332.61,327.81,329.48,339.99,344.03,320.45,334.08,351.49,349.73,351.99,358.47,375.94,383.02,378.98,386.50,379.92,373.64,402.40,406.25,396.57,402.05,388.94,379.44,367.85,358.90,377.77,376.43,395.35,396.14,389.49,385.32,370.54,382.78
2005-03-13 21:47:59.531000,L5,,158.78,256.47,299.44,315.81,298.75,300.69,326.41,338.33,337.62,324.52,330.90,333.49,336.56,344.79,338.66,340.87,336.60,352.74,331.74,304.14,297.26,290.06,288.06,187.55,,206.47,281.74,303.63,308.63,324.72,380.86,303.08,283.29,254.76,379.11,334.92,327.74,,,,,323.61,332.67,325.41,310.35,328.86,340.28,342.74,341.02,361.13,,,379.12,437.45,405.79,378.09,332.44,293.13,241.29,228.92,212.19,226.75,281.68,358.58,369.34,303.92,442.19,378.50,375.92,379.78,374.71,414.52
2005-04-30 21:48:14.979000,L5,,200.96,277.82,328.40,328.34,315.18,343.67,348.52,364.48,358.42,348.86,348.97,356.13,359.00,359.99,358.92,356.70,353.17,362.07,341.59,317.49,308.64,308.20,303.05,213.60,,266.68,301.04,308.46,314.97,334.22,373.69,436.80,437.13,420.27,395.78,366.78,334.28,325.40,319.68,315.65,294.12,297.92,327.42,320.00,322.12,354.43,357.95,361.43,362.44,378.21,389.43,396.59,390.11,417.94,377.56,383.88,406.68,413.22,387.39,402.04,385.40,381.35,372.48,415.94,417.21,361.27,364.15,368.09,375.46,370.42,378.64,372.32
2005-06-01 21:48:30.637000,L5,,202.35,268.65,315.89,319.43,308.00,317.55,337.54,352.83,346.42,340.07,336.55,349.87,348.08,358.41,354.96,349.41,350.66,355.27,342.35,308.12,303.77,303.42,294.10,206.72,,261.14,302.39,309.73,318.04,337.89,386.17,447.65,430.92,420.76,392.15,354.28,342.02,340.23,355.73,336.13,326.88,334.88,336.21,327.87,324.45,356.75,363.27,359.03,357.68,368.93,386.26,390.81,392.69,389.65,383.29,382.73,403.22,401.04,379.57,398.61,393.32,385.18,364.21,368.71,381.26,368.03,393.98,404.68,399.57,400.34,384.59,388.41
2005-08-20 21:49:06.970000,L5,,,256.36,318.02,321.36,307.74,317.13,335.68,349.13,343.35,343.95,340.73,342.26,350.00,352.18,352.16,349.97,346.26,359.23,337.53,313.12,305.83,297.22,290.05,215.84,,263.83,304.76,311.37,318.93,335.01,383.08,436.74,428.88,416.87,392.80,362.86,345.39,341.61,352.37,340.27,321.97,331.86,344.56,337.78,325.81,347.17,352.44,357.25,354.17,359.45,372.18,380.08,376.19,389.06,382.42,379.64,391.98,396.54,383.84,396.74,391.48,382.68,367.24,366.02,369.75,367.44,384.65,389.41,394.69,394.67,383.86,382.98
2005-10-07 21:49:06.876000,L5,,202.82,269.75,312.32,324.70,305.39,311.21,330.63,344.46,344.63,338.20,337.44,341.99,346.72,348.31,352.66,350.46,342.44,356.79,341.55,320.36,296.75,295.55,292.14,216.96,,252.75,294.24,307.40,320.11,343.49,387.51,440.56,432.00,413.69,399.69,358.69,346.65,346.02,353.18,336.21,320.70,333.74,348.82,332.95,321.88,347.76,359.97,360.03,358.37,358.48,368.71,374.51,372.63,386.78,378.52,367.66,390.94,395.43,382.40,394.42,380.93,379.45,367.90,367.21,378.64,364.81,391.59,401.15,402.93,399.21,390.10,383.22
2005-11-08 21:49:16.532000,L5,,207.23,254.86,310.97,323.65,302.25,308.36,330.45,342.28,342.90,331.39,332.73,335.33,340.24,347.05,343.40,347.37,339.53,352.68,336.63,308.18,297.32,289.51,288.23,213.91,,226.73,296.50,312.87,318.73,342.76,387.89,435.25,432.35,412.16,390.06,354.58,341.90,343.82,352.34,331.57,318.37,325.27,345.56,333.68,323.60,345.76,350.34,349.29,348.96,355.10,368.59,370.50,370.78,383.05,376.68,372.09,384.03,391.80,374.33,393.60,387.05,378.58,355.03,358.34,379.58,371.55,391.64,396.29,404.57,394.55,377.18,381.55
2006-01-27 21:51:10.462000,L5,,,,,,,,,,,,,,,217.26,257.52,286.47,280.59,284.96,278.30,277.90,271.55,270.60,261.68,161.17,,189.70,266.47,289.07,301.60,318.86,357.15,415.01,407.44,390.25,366.50,324.86,325.20,326.44,329.97,308.74,295.55,302.06,324.98,298.63,297.53,321.50,328.81,333.47,338.30,343.90,344.64,345.39,352.53,371.18,358.87,351.29,368.28,367.92,349.15,381.65,369.55,362.70,193.78,318.54,351.33,357.11,372.29,380.31,383.59,374.23,362.69,373.00
2006-02-28 21:51:52.186000,L5,,197.92,269.97,329.45,327.53,311.18,318.66,337.60,349.07,353.20,343.89,343.21,348.25,352.64,355.34,359.82,356.68,346.87,365.33,351.59,330.74,330.46,307.11,302.73,236.84,166.36,264.90,302.67,310.50,318.84,337.89,381.64,445.20,450.42,419.47,385.04,353.45,340.22,351.83,360.73,342.76,323.46,332.70,349.18,338.59,325.18,345.06,359.83,361.40,360.26,368.07,384.77,390.55,392.51,398.71,388.04,384.27,398.67,405.93,389.44,401.31,386.39,384.23,360.42,361.72,377.50,376.22,391.96,405.03,401.64,395.20,385.41,391.61
2006-07-22 21:54:10.491000,L5,,209.95,268.22,317.60,329.05,306.61,317.78,329.11,341.16,335.49,323.82,329.89,327.31,338.13,335.93,340.08,347.47,345.41,358.11,344.30,327.24,304.92,305.48,297.73,218.50,,216.95,289.57,313.21,317.32,343.09,389.18,429.97,412.78,410.94,399.16,349.29,338.56,345.86,353.61,334.25,328.58,319.86,338.07,319.24,313.66,363.75,358.78,359.08,350.20,356.44,375.72,384.36,370.37,384.09,351.95,360.52,386.51,380.72,322.19,385.06,376.56,381.78,268.64,311.28,369.30,352.02,389.70,405.35,404.01,397.09,385.18,384.55
