dates,satname,nzd0094-0000,nzd0094-0001,nzd0094-0002,nzd0094-0003,nzd0094-0004,nzd0094-0005,nzd0094-0006,nzd0094-0007,nzd0094-0008,nzd0094-0009,nzd0094-0010,nzd0094-0011,nzd0094-0012,nzd0094-0013,nzd0094-0014,nzd0094-0015,nzd0094-0016,nzd0094-0017,nzd0094-0018,nzd0094-0019,nzd0094-0020,nzd0094-0021,nzd0094-0022,nzd0094-0023,nzd0094-0024,nzd0094-0025,nzd0094-0026,nzd0094-0027
1999-09-27 22:04:48.949000,L7,353.50,380.10,379.22,370.70,380.74,234.57,221.64,334.90,334.73,338.49,334.02,345.47,351.27,339.51,335.33,332.75,334.28,336.44,349.46,343.30,351.87,316.63,320.70,311.16,285.36,276.41,294.20,321.57
1999-11-14 22:04:42.286000,L7,369.24,335.06,378.78,332.83,239.24,240.15,305.18,296.42,297.64,307.50,277.85,432.42,431.77,429.39,428.84,422.71,424.43,434.06,440.88,441.88,440.12,445.19,446.36,437.97,430.34,429.91,420.71,423.04
2000-01-01 22:04:37.439000,L7,374.83,380.67,392.00,372.10,179.00,237.22,215.27,323.18,302.10,337.59,258.70,289.92,485.01,333.12,293.24,328.99,328.62,342.72,346.06,307.88,349.42,349.95,347.44,341.78,334.03,335.02,328.67,262.85
2000-10-15 22:01:56.204000,L7,320.14,350.39,367.62,371.65,386.24,395.35,391.67,394.31,394.85,401.95,408.70,415.06,373.73,420.36,418.43,414.49,490.90,500.83,487.16,376.88,443.87,425.05,430.55,423.47,218.10,,,
2001-01-03 22:02:12.432000,L7,,,386.71,383.58,435.61,434.00,426.41,431.93,430.88,394.54,440.84,445.88,452.62,447.69,438.89,442.04,445.07,444.38,448.75,455.05,448.42,456.37,458.97,449.55,314.17,322.66,324.25,271.43
2001-10-02 22:00:04.650000,L7,322.19,369.08,379.73,336.29,374.49,385.88,387.34,396.52,405.03,404.65,368.26,406.20,421.45,425.30,411.82,323.45,301.75,332.75,428.31,436.85,347.90,344.74,337.79,335.64,326.92,331.45,197.58,258.64
2001-11-03 22:00:10.954000,L7,245.78,371.22,369.60,207.90,270.39,251.06,217.68,218.28,325.51,307.27,306.52,330.04,371.10,180.32,251.25,264.56,326.28,294.86,348.96,309.21,356.00,243.30,200.64,346.33,335.51,333.82,326.26,243.91
2001-12-21 22:00:29.925000,L7,233.42,265.58,355.63,363.92,389.41,392.07,404.01,404.10,414.15,440.57,451.77,419.88,416.54,410.58,471.63,407.90,416.30,409.55,416.48,269.48,278.17,265.76,269.28,460.29,508.97,429.32,361.56,356.84
2002-01-22 22:00:40.906000,L7,,,,,,,,,,,,,,,,,449.42,451.54,456.79,456.02,458.24,,,,,,,
2002-08-18 21:59:57.690000,L7,378.21,421.76,203.81,208.32,183.85,228.54,207.85,196.79,331.49,329.24,328.51,333.78,475.86,294.47,331.77,332.91,331.84,335.14,344.77,350.53,350.42,282.32,321.84,304.52,264.25,272.00,298.95,323.12
2003-09-14 21:49:18.766000,L5,192.08,192.35,229.88,238.44,206.35,260.81,248.42,253.29,265.98,,353.50,363.53,165.71,,,,,,,368.34,374.49,203.73,191.37,201.71,232.91,169.26,214.83,326.54
2003-09-30 21:49:30.432000,L5,235.83,230.27,277.26,251.66,284.31,292.70,263.47,251.07,289.83,282.05,357.89,369.85,166.41,239.72,300.51,291.51,173.17,262.04,201.05,384.83,381.05,373.12,372.62,269.42,364.10,362.19,285.90,353.21
2003-12-03 21:50:19.675000,L5,,,,,,257.66,232.62,226.80,242.60,240.02,202.56,235.60,,,,,,,,,178.32,182.98,329.27,241.18,294.95,225.94,263.85,315.89
2004-07-30 21:54:28.143000,L5,269.66,276.73,312.21,270.31,281.23,286.80,260.30,330.78,292.33,294.28,376.50,391.16,271.48,249.01,302.96,305.55,359.51,354.41,376.21,388.46,392.85,395.73,395.42,363.66,384.54,368.66,293.98,356.91
2004-11-03 21:56:42.977000,L5,,,,,,264.29,233.98,241.88,244.14,162.41,,,,,,,,,,159.38,187.93,176.33,207.67,207.45,276.25,205.28,245.03,312.23
2004-11-19 21:56:55.269000,L5,,,,,224.70,282.53,254.34,260.80,282.88,274.70,220.73,242.37,,,,,,,,,,195.65,228.13,254.51,366.47,352.97,254.10,326.11
2005-02-23 21:58:31.621000,L5,198.29,185.86,191.05,,166.56,264.39,239.39,245.07,263.54,195.23,207.11,242.84,,,,,,,,344.91,383.02,376.42,382.58,268.63,302.46,228.07,253.53,316.95
2005-03-11 21:58:44.158000,L5,217.44,206.30,222.07,,,261.76,245.08,243.39,260.14,217.19,209.08,240.26,161.62,210.24,295.34,268.47,,,,383.86,367.72,302.34,346.36,263.70,369.28,359.77,269.74,316.82
2005-04-12 21:58:55.193000,L5,,,,,,,,,,,,,,,,,,,,374.53,380.06,,218.92,220.68,283.90,227.60,260.69,328.11
2005-07-17 21:59:35.576000,L5,236.89,226.01,240.14,186.60,245.09,267.60,244.93,264.71,282.92,272.41,373.37,374.83,178.28,,,,,,,316.26,388.08,394.49,382.73,285.62,376.11,363.53,268.51,332.78
2005-11-22 22:00:23.113000,L5,,,,,,,,,,,,,,,,,,,,,,188.63,370.10,264.87,369.72,374.97,267.76,313.62
2006-05-17 22:03:57.969000,L5,,,,,188.88,282.23,249.51,256.09,276.52,279.77,359.67,376.05,383.97,231.70,168.93,265.97,,193.81,373.82,388.18,382.27,377.65,383.68,269.03,366.21,364.16,275.55,339.01
2006-11-25 22:06:19.953000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,187.15,250.73
2007-02-13 22:06:47.368000,L5,268.76,206.61,233.98,,186.55,269.45,242.01,245.46,267.99,269.56,230.35,259.39,169.84,221.31,291.44,266.94,,,374.62,320.91,372.66,387.84,372.57,263.64,375.57,375.74,272.14,346.37
2008-02-16 22:02:22.163000,L5,,,,,,,,,,,,,,,,,,,,,,,,201.62,199.74,191.90,242.89,277.95
2008-10-29 21:55:24.451000,L5,279.89,282.62,261.58,285.43,407.93,412.94,255.74,249.79,267.85,257.59,352.23,373.15,167.37,213.45,361.57,378.84,372.46,303.02,341.23,248.37,391.04,386.50,383.59,272.43,374.58,376.94,358.88,357.54
2009-01-01 21:56:31.615000,L5,,,,,,,,,,,,,,,,,,,,379.19,370.42,380.48,350.79,245.63,282.39,221.38,251.85,304.52
2009-02-02 21:57:22.411000,L5,,,,,,,,,,245.00,197.86,250.11,,,,,,171.11,172.88,378.20,337.23,289.34,358.40,266.06,296.82,243.55,267.23,315.40
2010-02-21 22:02:44.773000,L5,,,,,,254.47,234.51,253.23,270.11,246.89,206.62,234.34,,,,,,169.31,165.91,375.22,376.85,322.01,359.97,267.72,366.25,296.75,260.24,306.37
2011-01-07 22:01:44.406000,L5,224.63,208.66,247.18,235.83,230.15,281.52,252.64,260.03,288.90,268.48,359.02,370.74,168.57,,,,,187.12,364.87,377.57,375.07,373.01,361.73,276.69,370.53,366.00,271.07,322.40
2011-03-12 22:01:43.554000,L5,,,,,162.70,269.61,249.33,259.18,286.14,261.49,358.69,363.35,174.35,,,,156.33,189.59,177.82,313.15,376.70,381.55,368.05,276.05,365.05,359.55,266.24,319.59
2011-04-13 22:01:34.017000,L5,,,,,,,193.62,296.70,308.75,283.53,334.09,365.18,170.10,,,,,,,159.46,228.90,368.57,377.00,281.93,363.66,365.35,276.15,351.95
2011-09-04 22:00:27.603000,L5,203.30,199.19,258.08,224.98,234.90,267.90,239.00,214.01,,,,,,,,,,171.39,169.57,374.28,366.41,296.85,317.92,248.19,192.90,209.40,254.29,296.37
2013-05-20 22:13:50.559000,L8,228.02,262.17,280.83,296.75,312.84,324.69,326.34,295.15,335.47,336.03,338.64,345.46,316.31,291.32,290.84,225.40,170.24,265.24,294.66,195.44,354.90,354.84,353.79,348.42,344.42,339.24,335.01,329.54
2013-06-05 22:13:51.261000,L8,227.03,264.31,282.78,296.92,310.56,323.64,262.06,330.27,337.01,337.48,339.47,345.53,355.13,344.27,341.10,340.75,339.17,345.05,350.80,357.82,354.44,355.47,353.38,348.48,344.12,339.44,334.73,330.84
2013-06-21 22:13:43.313000,L8,226.13,261.51,279.98,205.85,275.19,234.45,329.21,332.12,334.59,336.86,338.45,346.16,356.26,343.19,341.18,341.46,340.25,344.70,350.45,357.66,355.48,355.16,353.30,347.46,344.56,339.63,334.86,330.82
2013-07-07 22:13:48.209000,L8,222.88,261.40,279.88,,236.63,221.53,208.12,331.29,336.50,336.48,212.79,255.49,172.25,229.11,247.99,192.45,264.55,268.93,297.46,248.43,352.26,353.91,349.29,310.36,342.60,335.73,332.00,328.64
2013-09-09 22:13:49.699000,L8,,,,,,223.81,206.14,329.02,331.60,335.07,336.51,345.44,162.36,243.82,247.83,342.37,325.76,,,,356.59,352.18,320.84,232.37,243.54,328.82,333.10,329.45
2013-09-25 22:13:41.239000,L8,,,,,269.89,229.09,210.71,253.31,331.47,333.04,336.57,345.17,328.45,305.35,298.38,301.55,277.30,277.38,302.14,198.66,354.33,353.68,350.62,344.13,342.27,342.19,424.10,318.98
2013-10-11 22:13:41.596000,L8,221.13,258.44,278.90,205.24,270.45,239.71,218.49,331.46,333.01,336.11,341.48,352.27,163.07,246.66,255.22,250.66,272.10,273.77,307.03,210.24,358.33,357.96,294.82,230.31,267.19,464.19,468.66,503.42
2013-10-27 22:13:31.854000,L8,,,,,,225.53,205.06,207.70,225.18,227.63,199.00,344.24,352.35,244.70,248.54,242.88,339.58,342.11,349.11,353.51,354.31,352.74,351.39,337.48,341.94,338.72,332.10,329.06
2013-11-12 22:13:32.202000,L8,222.42,262.03,282.55,293.89,310.28,302.05,310.47,254.46,297.55,298.13,337.95,346.03,314.21,245.38,290.08,166.48,170.27,264.63,293.33,195.35,355.40,357.44,355.36,348.35,347.10,339.06,416.65,407.48
2013-11-28 22:13:25.971000,L8,336.39,359.30,359.48,206.27,189.28,225.29,326.51,331.21,333.49,336.25,337.26,344.20,158.40,241.61,249.37,245.93,171.79,196.00,297.33,411.90,435.16,457.54,402.72,316.63,341.46,343.77,394.26,388.95
2013-12-14 22:13:21.591000,L8,224.24,360.06,359.43,205.92,314.58,324.20,324.98,330.72,331.99,336.92,337.75,345.05,354.97,344.58,342.64,340.52,340.59,342.00,350.59,355.91,354.43,352.78,353.19,345.38,343.77,339.65,333.73,331.03
