dates,satname,nzd0381-0000,nzd0381-0001,nzd0381-0002,nzd0381-0003,nzd0381-0004,nzd0381-0005,nzd0381-0006,nzd0381-0007,nzd0381-0008,nzd0381-0009,nzd0381-0012,nzd0381-0013,nzd0381-0014,nzd0381-0015,nzd0381-0011,nzd0381-0010
2003-08-29 21:50:38.152000,L5,303.72,294.53,285.06,284.79,271.19,278.12,283.32,276.78,268.94,,,,,,,
2003-09-14 21:50:54.515000,L5,,,,,,270.29,279.05,268.94,256.66,,,,,,,
2004-04-25 21:53:23.341000,L5,,,,,,248.64,273.04,257.91,255.54,,,,,,,
2004-05-18 22:00:14.650000,L5,,,,259.08,247.79,251.09,274.57,267.27,268.24,,,,,,,
2004-06-12 21:54:47.510000,L5,298.62,285.54,,278.85,254.80,278.69,280.30,266.43,276.05,,,,,,,
2004-07-05 22:01:39.415000,L5,,,,165.80,214.63,244.61,253.26,208.34,242.82,,,,,,,
2004-10-02 21:57:38.853000,L5,295.81,294.32,284.26,277.90,264.88,278.07,283.87,252.32,266.23,,,,,,,
2004-11-10 22:04:35.857000,L5,232.96,278.81,214.13,269.21,252.26,259.01,275.55,276.87,271.14,,,,,,,
2005-02-23 22:00:07.370000,L5,333.02,327.03,322.32,324.96,313.28,316.17,314.88,315.37,309.56,,,,,,,
2005-04-12 22:00:30.943000,L5,223.67,222.40,,,263.15,271.91,277.91,244.59,268.94,,,,,,,
2005-06-15 22:00:58.430000,L5,,,,,,269.62,275.99,264.61,270.08,,,,,,,
2005-09-10 22:07:43.789000,L5,324.15,317.88,325.96,319.72,319.86,320.84,319.88,321.39,300.24,,,,,,,
2005-09-19 22:01:32.820000,L5,,,,,247.64,261.37,275.53,249.66,257.51,,,,,,,
2006-06-25 22:12:20.185000,L5,,,,,,249.83,199.07,239.92,262.30,,,,,,,
2006-09-13 22:13:23.482000,L5,,,,,,258.33,275.89,262.50,,,,,,,,
2006-10-31 22:13:53.251000,L5,213.49,262.13,246.09,268.48,272.60,,,,,,,,,,,
2007-02-04 22:14:33.490000,L5,215.91,287.30,252.88,264.88,265.80,245.76,278.85,275.85,263.39,,,,,,,
2007-09-09 22:06:33.244000,L5,229.81,281.40,265.75,263.36,259.63,261.73,279.55,276.31,268.90,,,,,,,
2009-01-24 22:04:54.778000,L5,287.10,287.47,273.84,283.42,286.94,275.83,285.35,290.30,283.12,,,,,,,
2009-12-03 22:03:55.814000,L5,215.28,211.67,207.09,170.81,,,,,,,,,,,,
2010-02-21 22:04:20.664000,L5,,265.67,271.18,200.60,,,,,,,,,,,,
2011-01-23 22:03:20.850000,L5,327.03,324.10,318.19,319.48,306.66,302.49,302.28,305.98,304.50,,,,,,,
2011-02-08 22:03:23.241000,L5,,,,,,,205.26,257.26,277.50,,,,,,,
2013-05-11 22:21:31.047000,L8,,,,,,,216.47,226.82,295.49,,,,,,,
2013-05-27 22:21:38.875000,L8,,,,,,,210.02,226.89,288.57,,,,,,,
2013-06-05 22:15:27.079000,L8,,,,,,,197.52,228.64,287.94,,,,,,,
2013-09-16 22:21:33.422000,L8,349.46,345.12,335.77,353.09,361.07,374.37,319.26,318.09,322.56,285.05,,,,,,
2013-10-18 22:21:25.531000,L8,227.84,174.83,,,,,,,,,,,,,,
2013-11-12 22:15:08.029000,L8,347.26,339.39,331.76,334.72,331.18,328.34,324.19,321.44,327.23,,,,,,,
2013-12-14 22:14:57.422000,L8,357.67,342.14,340.95,353.11,335.19,354.93,325.05,320.84,327.93,,,,,,,
2013-12-21 22:21:03.131000,L8,,,,,,,284.44,306.40,310.02,,,,,,,
