dates,satname,nzd0248-0000,nzd0248-0001,nzd0248-0002,nzd0248-0003,nzd0248-0004,nzd0248-0005,nzd0248-0006,nzd0248-0007,nzd0248-0008,nzd0248-0009,nzd0248-0010,nzd0248-0011,nzd0248-0012,nzd0248-0013,nzd0248-0014,nzd0248-0015,nzd0248-0016,nzd0248-0017,nzd0248-0018,nzd0248-0019,nzd0248-0020,nzd0248-0021,nzd0248-0022,nzd0248-0023,nzd0248-0024,nzd0248-0025,nzd0248-0026,nzd0248-0027,nzd0248-0028,nzd0248-0029,nzd0248-0030,nzd0248-0031,nzd0248-0032,nzd0248-0033,nzd0248-0034,nzd0248-0035,nzd0248-0036,nzd0248-0037,nzd0248-0038,nzd0248-0039,nzd0248-0040,nzd0248-0041,nzd0248-0042,nzd0248-0043,nzd0248-0044,nzd0248-0045,nzd0248-0046,nzd0248-0047,nzd0248-0048,nzd0248-0049,nzd0248-0050,nzd0248-0051,nzd0248-0052,nzd0248-0053,nzd0248-0054,nzd0248-0055,nzd0248-0056,nzd0248-0057,nzd0248-0058,nzd0248-0059,nzd0248-0060,nzd0248-0061,nzd0248-0062,nzd0248-0063,nzd0248-0064,nzd0248-0065,nzd0248-0066,nzd0248-0067,nzd0248-0068,nzd0248-0069,nzd0248-0070,nzd0248-0071,nzd0248-0072,nzd0248-0073,nzd0248-0074,nzd0248-0075,nzd0248-0076,nzd0248-0077,nzd0248-0078,nzd0248-0079,nzd0248-0080,nzd0248-0081,nzd0248-0082,nzd0248-0083,nzd0248-0084,nzd0248-0085,nzd0248-0086,nzd0248-0087,nzd0248-0088,nzd0248-0089,nzd0248-0090,nzd0248-0091,nzd0248-0092
2010-10-28 21:55:51.312000,L5,,,,,,,,,,,,,,219.63,229.27,255.69,227.33,245.57,245.52,252.35,235.01,184.76,219.72,265.50,265.58,264.99,271.67,272.22,271.92,262.56,260.86,264.71,264.97,264.65,268.74,273.98,274.66,261.97,241.04,183.86,,,,,,273.01,282.08,288.37,267.67,,,,,,,,238.77,263.83,266.80,269.89,273.75,259.76,,,,,,,,,,,,,,,265.25,283.65,266.69,265.40,282.87,277.81,282.92,292.44,297.38,291.44,288.98,240.08,229.29,,,304.74,326.87
2010-12-31 21:55:56.533000,L5,,,,173.70,229.11,251.45,267.46,283.40,272.15,267.46,272.25,263.74,267.90,265.01,281.91,262.67,,,,,,,,,,,,275.95,262.21,274.33,281.67,285.65,275.49,276.86,281.90,277.88,272.98,278.14,254.30,188.26,,,,,234.21,297.96,301.17,302.92,303.00,305.16,306.23,301.43,313.03,314.94,303.09,297.71,301.91,304.21,303.20,305.88,294.75,290.78,297.08,303.34,280.00,202.59,225.81,284.65,299.17,303.62,306.48,305.72,306.87,313.74,304.16,304.55,308.74,304.09,299.37,286.64,294.58,297.05,308.17,306.41,308.89,305.66,301.29,270.08,263.79,289.44,299.48,321.42,342.68
2010-12-31 21:56:20.363000,L5,,,,169.85,220.39,250.88,264.74,279.78,271.45,268.94,274.04,263.96,269.96,264.59,278.93,272.86,,,,,,,,,,,,273.43,265.12,278.63,283.67,285.73,278.59,280.70,280.60,280.16,275.92,276.70,258.74,197.38,,,,,227.50,293.74,302.54,302.34,302.75,304.50,304.98,297.80,312.54,314.34,303.97,295.08,302.52,304.74,303.56,306.63,294.86,288.17,295.80,302.02,281.86,211.81,213.38,280.19,299.10,301.07,306.18,304.38,307.96,311.49,303.05,304.46,309.31,305.55,299.84,288.23,289.40,297.39,307.37,303.66,307.05,307.28,303.36,283.52,265.54,284.39,297.77,317.80,333.43
2011-01-16 21:55:58.174000,L5,343.20,323.82,333.28,320.94,322.36,328.04,336.53,328.32,319.42,324.41,319.60,330.93,326.15,326.56,315.74,340.55,348.07,331.07,319.16,355.99,329.24,320.94,333.31,350.23,348.07,356.62,338.93,356.90,349.48,350.49,365.38,351.31,357.66,376.40,352.93,332.57,330.19,337.11,345.57,358.87,340.92,350.29,353.89,366.82,373.78,342.18,360.84,352.17,344.23,366.65,360.81,352.24,372.09,367.74,366.06,376.09,368.39,372.24,351.49,344.94,358.02,344.45,329.51,341.39,360.62,356.37,371.81,362.55,362.94,370.35,352.26,376.93,334.63,337.96,355.89,336.67,329.25,340.94,359.03,344.74,362.70,353.67,371.02,365.37,365.49,368.88,355.17,340.90,349.14,339.18,361.56,359.30,542.97
2011-01-16 21:56:21.862000,L5,343.19,323.82,333.28,320.94,322.36,328.04,336.53,328.32,319.42,324.41,319.60,330.93,326.22,325.68,315.74,340.55,348.07,331.07,319.16,355.94,328.42,320.94,332.96,349.65,348.07,356.62,338.93,357.14,349.48,350.81,365.38,351.31,357.79,374.87,352.93,332.57,332.97,337.11,345.66,358.87,340.92,350.29,359.67,366.82,373.78,342.18,360.84,352.17,344.23,366.65,360.81,352.24,372.09,367.74,366.06,381.78,368.39,372.24,351.49,344.94,358.02,344.45,329.51,341.39,360.62,356.37,371.81,362.55,362.94,370.19,353.46,376.93,334.64,338.30,355.89,336.67,330.45,340.94,359.16,346.54,362.70,361.78,371.02,365.37,365.49,369.57,355.17,342.59,349.14,339.18,361.56,359.30,542.97
2011-02-17 21:56:00.979000,L5,,,,,239.27,190.78,251.01,248.28,265.96,266.04,252.43,257.05,261.32,259.13,248.22,249.54,263.41,266.92,262.73,268.62,263.65,279.00,283.54,281.38,283.13,285.36,289.78,280.56,281.02,279.44,285.51,295.99,292.02,301.90,296.88,293.34,298.35,280.98,279.38,267.27,184.55,,,166.87,212.87,265.57,296.50,303.03,308.11,301.34,297.24,295.27,305.44,301.77,301.29,301.11,546.61,494.17,431.64,512.72,492.03,,,,420.94,312.39,301.63,294.02,295.43,301.47,315.14,313.80,316.52,307.21,314.60,321.99,308.77,314.55,300.70,310.56,286.39,296.59,288.49,298.60,305.50,471.28,555.10,462.05,440.32,,,469.40,549.14
2013-04-11 22:08:15.067000,L8,,,,,197.56,231.60,244.25,328.50,275.01,257.82,298.47,275.44,282.11,271.00,260.97,274.41,308.93,260.65,247.42,253.62,268.51,300.86,326.04,335.83,332.28,344.75,290.69,272.27,267.68,229.81,232.90,,220.33,265.90,257.79,278.94,278.83,272.68,260.98,187.84,,,,,,,,,,,,,313.45,295.40,382.02,312.26,301.19,224.81,187.03,197.23,,208.19,212.41,219.11,266.54,278.35,228.43,271.76,348.30,340.70,335.71,301.10,338.11,329.71,338.09,344.02,316.03,304.98,290.16,276.29,278.00,280.11,301.12,299.86,343.84,355.11,356.14,360.77,363.34,310.09,320.01,360.60,356.32
2013-04-27 22:08:11.520000,L8,307.77,269.77,323.08,166.49,309.56,308.02,280.88,304.23,302.37,312.22,297.75,307.23,310.94,277.38,291.66,279.59,301.22,274.61,354.93,330.31,323.14,322.90,317.51,316.75,338.56,346.53,359.26,357.54,349.90,372.04,337.17,335.51,334.35,340.73,346.94,347.66,349.66,353.67,345.17,335.11,328.41,,,,275.42,355.09,351.34,359.90,362.24,362.48,356.78,359.20,348.28,354.81,354.29,363.49,354.84,349.65,353.52,354.76,359.92,356.16,362.71,380.57,375.57,349.26,327.15,355.53,349.69,417.96,435.70,358.81,358.99,350.90,336.20,325.00,340.01,331.95,334.90,359.89,358.33,342.13,342.51,344.13,345.55,334.58,349.68,364.65,363.53,347.27,346.36,340.15,482.07
2013-05-13 22:07:59.284000,L8,,,,,,,232.30,240.54,216.21,210.57,,174.77,234.28,221.11,220.81,,238.13,239.70,,235.94,252.42,244.06,227.06,207.36,165.59,,,,,,232.87,232.33,207.73,256.21,255.85,257.53,256.65,243.36,223.45,,,,,,,,261.82,269.81,236.80,,,,,,216.47,202.51,254.72,239.82,256.57,259.69,237.57,,,,,,,219.77,238.73,258.64,233.75,257.82,263.38,258.31,229.93,208.66,266.74,235.13,250.02,219.59,237.33,251.69,248.83,261.05,271.10,249.67,248.52,238.60,242.46,242.54,224.43,273.12,
2013-05-13 22:08:23.242000,L8,,,,,,,221.68,239.56,214.49,210.03,,177.00,233.72,220.43,220.43,,237.70,238.00,246.86,234.32,252.38,244.97,226.71,207.34,166.66,,,,,,232.57,233.13,207.24,254.19,255.20,256.55,255.68,243.12,222.96,,,,,,,,,,,,,,,,216.51,193.49,254.44,238.05,255.74,259.33,254.66,,,,,,,232.77,236.38,258.15,232.88,257.14,263.13,257.33,227.92,208.39,265.86,236.58,244.40,221.14,235.91,250.94,248.20,259.12,270.03,247.57,250.33,237.42,241.54,241.68,225.32,255.83,
2013-05-29 22:08:05.425000,L8,,,,175.51,395.01,380.66,379.11,370.45,369.40,283.53,295.39,291.16,292.77,282.02,275.38,279.66,275.76,275.23,288.44,291.94,308.17,314.87,309.12,313.45,315.52,316.64,315.20,314.94,318.87,316.55,319.78,324.03,322.23,329.36,325.43,320.45,320.57,318.71,313.80,269.82,,,,,277.83,314.92,324.05,327.08,324.28,325.56,327.55,323.07,325.00,327.27,323.96,319.59,308.13,290.40,300.06,292.02,288.26,277.24,288.00,293.98,272.14,399.93,411.25,402.56,407.84,395.81,369.44,368.50,371.33,322.61,319.30,322.39,317.94,316.29,318.19,286.07,285.66,278.17,316.02,314.09,322.29,320.66,326.61,323.61,296.63,263.96,267.30,306.70,279.54
2013-05-29 22:08:29.376000,L8,,,,174.34,223.30,223.07,276.46,292.30,284.35,282.42,293.98,290.87,292.42,281.34,274.25,278.89,274.88,274.42,289.52,290.68,306.94,313.86,308.30,312.44,314.71,315.06,314.51,313.83,317.77,316.13,318.55,322.83,321.41,328.65,324.13,320.12,318.89,317.15,312.92,269.28,,,,,275.87,314.11,323.26,326.29,323.60,324.63,326.67,389.51,397.99,407.24,403.01,319.37,307.66,289.60,298.83,291.64,287.04,276.57,287.30,293.29,271.87,427.15,410.28,400.82,406.88,395.28,368.03,367.53,371.25,321.60,318.97,321.76,317.47,315.77,317.21,286.19,282.55,277.96,314.84,313.92,321.63,320.12,325.99,323.18,295.81,262.36,266.03,305.23,278.53
2013-08-17 22:08:03.120000,L8,,,,174.83,264.23,253.49,297.64,288.35,289.38,298.20,293.85,308.15,293.79,288.97,342.02,306.86,323.45,299.51,338.03,272.62,307.43,348.34,281.12,301.98,333.39,282.89,302.16,278.33,273.39,278.51,277.66,274.91,287.80,326.71,282.03,263.51,291.47,278.18,253.49,189.67,,,,,237.65,284.86,302.54,326.08,322.52,312.43,311.05,314.97,316.50,311.52,283.88,297.23,297.21,304.20,300.95,301.01,300.12,280.50,288.23,292.82,266.89,199.52,201.12,261.44,273.90,283.82,280.79,276.74,283.95,288.68,284.93,288.32,296.96,285.28,281.11,260.82,271.28,274.94,287.29,290.62,295.43,298.02,306.27,305.67,306.78,287.92,300.29,317.49,330.55
2013-08-17 22:08:27.088000,L8,323.24,241.67,209.12,182.82,284.41,325.25,325.02,302.90,346.71,370.73,357.71,321.21,359.21,382.86,385.45,342.25,393.53,374.05,353.61,345.91,327.15,405.77,343.58,317.31,410.35,376.67,341.46,351.76,362.88,327.74,285.21,331.37,302.01,336.08,290.65,267.44,299.09,283.27,258.03,194.52,,,,,246.54,341.13,312.01,336.75,381.77,321.81,328.28,328.50,327.22,335.89,296.14,308.66,314.93,324.83,310.35,309.22,307.07,286.80,292.89,295.81,271.72,211.01,207.50,268.08,278.15,287.47,284.34,283.07,287.71,293.17,288.01,291.27,299.92,289.51,284.29,265.64,274.88,277.96,290.90,294.37,300.62,301.43,314.86,311.43,312.34,297.07,310.07,323.96,338.56
2013-09-02 22:08:04.598000,L8,,,,180.87,242.54,256.24,281.58,294.86,287.38,281.64,348.92,352.15,317.19,342.36,281.18,282.40,274.32,342.79,330.55,310.88,339.98,346.79,310.17,313.01,315.55,311.61,314.45,311.45,315.61,317.26,319.69,323.04,329.42,327.45,319.73,378.04,350.23,350.38,365.91,221.30,,,,473.19,274.91,313.52,318.83,362.07,323.35,327.18,392.01,387.70,381.17,367.06,359.50,369.00,400.74,391.53,381.59,375.76,356.94,314.01,318.50,323.82,289.31,248.34,259.28,299.18,313.86,357.89,343.52,351.18,347.51,351.57,375.03,371.77,357.51,318.56,325.49,302.09,370.74,374.01,356.14,359.45,352.01,326.10,328.56,330.91,327.65,322.46,334.44,337.13,356.60
2013-09-02 22:08:28.553000,L8,,,,179.97,241.09,256.23,281.17,294.79,287.21,281.50,348.69,330.90,346.16,342.39,281.10,282.18,274.62,342.91,330.36,326.59,339.69,346.85,310.03,313.16,315.37,311.70,314.20,311.08,315.19,317.17,319.52,323.01,329.12,327.36,319.64,377.88,350.43,350.16,365.80,225.10,,475.08,478.94,472.63,274.38,312.87,318.81,361.90,322.92,326.88,391.75,387.47,381.15,366.94,359.53,368.86,400.42,391.85,381.51,375.78,356.91,369.84,318.07,323.40,289.35,248.62,258.36,298.76,313.46,356.33,343.54,350.49,347.34,351.51,374.32,371.81,358.03,318.31,325.17,302.59,370.62,373.71,356.17,359.40,351.52,325.96,327.89,330.81,327.52,322.04,334.28,336.92,494.76
2013-11-21 22:07:37.752000,L8,236.81,221.84,174.32,193.30,249.44,270.11,287.25,297.27,289.78,291.09,301.23,308.15,295.23,290.12,292.43,293.54,289.87,284.72,302.59,298.44,310.66,317.55,316.98,315.02,316.01,318.74,321.03,324.14,322.63,323.72,325.31,376.16,362.66,355.25,350.97,347.51,329.80,313.22,291.89,229.65,,,,174.76,287.57,321.61,348.76,341.37,332.41,331.26,346.06,368.85,341.24,337.20,334.52,345.82,349.48,357.46,368.61,331.42,361.63,320.87,326.51,326.35,295.62,242.46,272.10,309.17,323.61,334.47,357.73,350.87,368.63,364.54,343.55,341.68,370.55,326.40,329.34,306.48,318.84,344.00,398.47,396.83,366.70,350.55,348.45,352.52,355.66,374.59,363.60,345.81,510.17
2013-11-21 22:08:01.711000,L8,267.39,267.95,173.30,192.39,248.86,269.36,286.32,296.51,288.72,290.33,300.23,306.91,294.35,289.01,291.11,292.51,289.45,283.69,302.14,297.70,309.62,316.82,315.91,314.17,314.72,317.92,319.72,323.26,321.50,322.73,324.47,375.46,362.13,354.10,350.54,347.17,329.50,312.10,289.97,228.97,,,,174.14,286.73,320.79,348.47,340.42,330.42,330.36,342.62,350.87,340.11,336.25,333.52,345.36,349.11,341.77,368.56,329.62,360.65,320.12,325.62,325.25,293.50,241.91,272.06,308.29,322.85,334.10,356.02,349.82,364.40,362.57,342.18,339.95,368.03,325.57,328.84,304.77,317.71,358.49,397.77,396.29,335.06,347.61,347.86,351.73,355.02,374.15,363.20,345.01,510.25
2014-01-24 22:07:09.509000,L8,421.19,393.46,400.60,351.89,336.84,276.21,282.30,288.98,280.96,283.83,292.96,294.12,291.20,282.08,291.93,291.56,288.12,282.39,287.03,291.34,309.18,311.83,316.06,313.28,319.36,314.90,319.24,381.29,476.53,418.17,382.49,315.03,328.11,332.38,324.71,321.61,323.71,314.92,269.72,225.41,,,,165.33,278.44,311.55,321.33,328.36,322.89,330.28,330.63,328.43,439.57,437.03,351.84,410.03,497.78,548.42,545.47,323.21,423.37,407.16,474.47,506.67,364.39,416.89,265.53,301.77,314.78,319.45,320.62,311.39,322.31,326.49,320.44,320.92,322.61,321.81,321.40,299.93,307.49,295.46,321.58,317.50,326.01,325.17,325.78,328.54,330.11,326.31,331.97,339.84,357.45
2014-01-24 22:07:33.459000,L8,423.45,377.99,402.50,345.50,336.23,271.73,283.44,290.28,281.16,284.01,293.86,294.64,291.16,282.29,288.22,292.66,287.98,284.09,287.58,292.00,309.31,312.42,316.41,313.42,319.87,315.49,319.90,483.22,473.21,286.62,275.75,312.64,328.52,332.10,325.57,322.57,324.41,315.00,269.96,224.28,,,,163.43,278.61,311.94,320.83,327.60,323.07,330.55,330.47,328.76,440.38,438.42,349.69,404.41,498.23,547.73,544.37,322.97,423.68,408.73,405.15,487.10,415.02,414.08,265.43,301.96,315.23,319.52,321.43,311.70,322.83,327.48,321.23,321.66,323.80,321.83,321.23,299.43,307.28,296.70,322.03,317.41,326.59,325.71,326.57,329.83,330.79,326.52,332.81,340.38,358.21
2014-02-09 22:06:57.254000,L8,,,,189.37,247.83,267.50,288.06,294.05,288.17,285.20,298.28,365.63,362.39,376.75,385.38,328.13,333.97,319.29,300.44,298.75,312.60,309.47,315.78,318.56,302.67,304.92,305.02,296.12,293.68,287.51,298.79,283.18,284.58,292.02,284.95,327.34,326.75,322.17,300.44,232.97,,,193.82,175.78,287.28,319.55,326.81,332.65,334.57,331.56,335.07,328.18,530.53,535.89,435.35,541.79,454.40,374.35,329.70,337.98,324.52,321.15,323.52,324.83,411.18,388.65,409.85,307.36,320.05,326.87,323.26,322.64,324.05,326.37,327.06,321.72,559.10,543.84,326.66,300.24,309.92,305.54,324.92,328.85,329.78,332.76,330.48,333.59,386.31,395.77,404.76,389.55,506.73
2014-02-25 22:06:44.447000,L8,393.56,368.81,,187.52,236.31,258.88,281.15,283.96,418.82,449.26,450.68,540.03,353.47,423.01,477.43,541.89,368.02,382.51,283.13,293.63,307.63,310.66,315.48,302.31,319.27,314.49,305.91,258.99,265.59,262.06,275.61,320.28,321.52,325.66,322.91,318.88,321.15,310.28,297.82,224.62,426.76,420.41,430.00,435.67,280.05,312.12,321.33,323.84,323.36,327.59,315.84,315.56,307.04,325.91,321.92,346.76,320.06,325.14,326.01,324.09,316.93,313.46,317.30,317.78,420.86,417.58,394.92,402.06,499.09,474.80,,,384.85,388.26,331.19,354.64,324.55,322.80,323.44,301.82,381.78,363.54,332.92,340.11,348.43,325.70,325.13,327.33,331.36,398.74,393.76,363.04,360.26
2014-02-25 22:07:08.406000,L8,,,,191.65,243.65,261.33,286.06,288.77,425.77,453.68,454.16,544.47,312.08,413.43,471.99,542.77,378.45,384.15,288.34,296.19,309.65,313.15,318.50,303.37,427.86,407.95,400.83,260.56,268.30,264.73,278.84,323.32,324.34,328.46,326.47,321.16,325.14,313.94,299.92,224.34,,425.66,435.67,168.57,285.25,316.02,323.63,326.23,327.04,329.52,318.15,366.71,308.56,329.52,325.30,338.59,322.76,328.68,329.02,326.75,318.18,317.21,320.66,320.07,411.51,384.65,397.98,404.41,504.22,472.44,,,386.08,390.84,348.47,356.19,328.27,323.40,326.31,302.61,385.02,364.98,336.56,341.40,347.75,329.19,329.21,330.61,338.59,400.36,395.70,367.72,363.13
2014-04-30 22:05:46.536000,L8,316.69,315.52,,179.50,232.47,311.93,319.66,311.18,318.99,323.39,337.48,340.85,321.71,349.47,344.97,341.73,306.39,338.55,334.24,348.06,346.53,352.91,348.30,340.24,341.40,336.89,354.38,358.41,346.45,345.73,357.01,371.69,376.92,378.45,369.49,369.40,356.47,352.08,340.23,310.39,,,,354.80,363.71,363.62,367.65,360.26,375.04,367.36,366.70,360.03,376.05,358.81,356.37,360.52,348.28,339.20,349.40,369.47,358.50,377.89,368.68,361.70,365.71,356.03,354.61,344.53,352.17,360.43,352.10,347.34,351.71,351.72,347.43,351.70,369.57,380.97,362.72,358.28,356.96,364.56,362.70,358.72,339.91,344.05,352.46,360.20,422.95,463.27,362.36,348.07,353.60
2014-04-30 22:06:10.487000,L8,315.21,292.82,,172.85,227.90,235.95,318.46,309.03,317.55,320.04,331.28,337.78,287.94,317.53,342.65,340.69,334.97,337.36,332.62,345.82,345.19,351.67,346.83,336.84,340.08,335.79,352.09,356.91,343.25,343.67,354.63,370.00,372.56,349.77,367.75,367.48,355.31,350.78,337.33,334.85,,,,352.44,362.66,362.13,366.07,358.89,373.83,365.98,364.95,357.67,369.53,356.61,352.76,357.61,344.43,337.64,347.91,367.33,357.03,375.96,367.47,360.13,364.63,355.24,351.75,343.04,350.15,358.77,351.14,346.10,350.25,348.24,346.13,350.19,368.69,379.05,359.82,356.79,355.36,363.58,361.38,353.54,338.57,341.42,350.47,358.41,360.81,372.23,359.04,345.72,351.46
2014-06-01 22:06:02.776000,L8,,,,,,204.88,266.15,284.51,281.56,277.21,287.69,288.21,284.93,278.07,269.55,279.33,271.08,273.03,280.43,286.10,369.82,378.23,375.63,376.03,308.59,304.64,309.52,309.36,313.85,312.98,311.99,314.00,318.20,320.96,315.50,317.57,313.81,309.13,294.18,247.97,,,,,271.28,308.95,317.78,320.50,320.26,318.03,322.70,316.03,317.64,318.77,379.98,379.10,350.50,373.49,315.37,317.47,311.39,308.44,310.48,314.50,284.62,400.51,364.47,366.16,343.54,347.60,349.05,347.31,388.91,315.98,316.53,368.52,376.42,375.43,348.67,364.80,374.36,374.69,379.54,364.33,367.26,358.92,359.30,330.67,349.31,341.58,384.82,371.64,270.61
2014-07-03 22:05:50.119000,L8,,,,,,,205.03,245.71,224.71,197.67,,,241.13,221.62,215.80,205.90,237.89,225.14,250.13,237.09,259.46,242.58,224.02,220.71,242.77,221.59,231.04,257.26,261.11,258.81,238.65,256.84,254.97,262.55,264.24,267.52,274.67,246.48,232.38,,,,,,,244.90,260.96,268.10,254.85,220.16,214.21,214.02,267.04,,245.71,245.68,258.61,253.22,262.57,262.63,255.57,,,,,,,209.47,252.65,263.26,235.26,256.32,270.19,261.17,217.54,202.64,273.58,263.29,243.33,199.44,219.53,229.00,228.34,242.73,225.58,219.95,186.25,214.50,218.28,221.98,199.93,225.80,
2014-07-03 22:06:14.073000,L8,,,,,,,198.99,242.38,220.45,194.43,,,239.85,219.79,213.96,201.73,236.83,223.35,248.90,234.37,258.31,243.04,222.49,219.76,200.03,184.07,226.14,253.13,258.01,255.89,236.86,254.64,250.60,259.79,261.89,266.06,273.67,244.91,230.55,,,,,,,,258.08,266.07,252.13,216.95,212.14,210.59,264.29,,230.99,236.80,256.11,245.86,260.08,260.92,252.60,,,,,,,205.37,250.33,260.33,228.77,253.90,268.75,258.88,214.83,195.59,270.73,261.28,236.61,200.02,215.95,226.38,221.92,238.12,224.01,214.97,181.24,210.72,218.13,220.33,198.21,223.81,
2014-08-20 22:06:06.726000,L8,,,,180.82,231.40,246.03,274.10,288.63,280.86,278.45,289.61,291.17,284.85,282.23,272.06,279.22,277.01,364.57,360.16,374.60,306.18,309.29,310.67,308.73,313.83,305.85,312.39,310.10,312.79,315.06,289.58,309.83,315.76,323.79,307.38,313.25,311.54,297.17,271.80,220.96,,,,,268.36,306.79,316.47,323.61,321.46,323.00,318.36,316.78,311.60,308.99,303.32,310.78,300.99,309.60,302.04,305.40,311.91,307.08,313.08,311.87,288.67,227.60,246.74,297.50,389.86,348.76,348.45,362.22,371.04,326.28,316.17,317.65,318.96,320.48,321.17,301.43,306.84,402.85,371.25,330.67,323.70,323.91,374.89,369.85,373.81,370.28,371.41,370.53,478.63
2014-08-20 22:06:30.681000,L8,,,,,,,220.37,237.57,212.60,206.28,,,,,,191.31,235.38,225.95,249.73,238.62,261.03,240.01,227.31,216.85,254.58,244.74,239.55,256.71,258.26,249.72,237.56,253.21,234.02,252.05,259.04,267.67,273.02,243.19,230.09,,,,,,,,258.50,268.58,253.61,226.41,215.49,211.74,,,223.77,231.33,247.36,238.92,256.74,257.65,248.99,,,,,,,240.21,254.21,268.06,263.83,260.16,272.96,266.92,258.11,246.61,274.35,260.07,263.85,203.53,219.40,230.08,215.33,262.28,268.38,227.46,261.34,234.21,215.61,222.92,202.25,231.25,240.45
2014-11-08 22:06:16.124000,L8,,,,195.49,311.22,320.52,318.06,326.20,318.09,326.12,307.07,295.95,307.01,315.96,334.20,333.47,307.90,351.73,314.61,338.74,322.98,333.93,335.78,345.60,347.24,345.78,347.65,358.82,350.89,351.52,363.88,371.39,355.59,339.80,357.42,359.65,367.09,353.43,327.37,221.80,,,,,346.98,356.15,347.05,378.69,373.94,363.52,367.29,373.08,367.13,354.42,360.38,365.90,359.01,364.27,356.19,349.42,347.61,357.14,347.12,340.93,284.47,222.62,261.08,360.79,357.01,352.59,347.94,358.23,347.21,334.13,345.10,343.97,353.38,354.50,349.20,344.19,345.93,342.08,328.46,335.48,341.06,341.85,344.33,351.68,348.28,348.51,341.73,345.60,357.40
2014-11-08 22:06:40.082000,L8,295.96,299.05,298.97,198.46,318.00,300.74,319.45,327.19,320.88,327.86,308.22,298.67,308.12,318.17,297.78,304.25,305.92,353.13,315.94,340.26,325.96,335.66,339.47,346.63,348.85,347.45,348.93,359.87,353.21,352.42,364.69,372.50,356.37,349.75,359.90,360.96,384.08,354.72,344.57,225.92,,,,171.72,348.29,357.52,370.45,379.83,375.04,365.14,368.62,375.61,367.94,355.62,362.21,367.16,359.60,365.15,357.44,350.55,348.97,358.97,349.62,342.08,350.57,347.70,338.69,332.96,358.27,354.75,348.99,359.14,348.67,334.91,346.18,345.33,354.67,355.69,350.92,346.11,346.88,346.01,329.44,336.74,342.63,342.94,345.87,352.87,350.15,349.15,343.02,348.77,359.46
2015-01-27 22:06:23.288000,L8,229.15,260.15,271.45,350.11,386.40,448.68,342.11,368.66,411.72,397.41,424.18,305.88,373.91,402.20,391.89,415.30,296.88,356.78,304.08,288.29,308.86,302.97,304.13,302.08,304.72,305.11,300.91,300.11,296.94,299.34,296.48,298.34,302.81,309.32,300.96,304.72,313.92,286.15,263.53,198.98,,,,,259.59,304.25,300.39,303.46,307.37,304.90,308.93,309.34,316.40,310.44,308.73,308.37,302.84,308.99,306.64,301.07,302.41,301.30,330.76,309.33,280.89,260.76,274.41,506.38,493.78,502.97,485.01,473.85,347.86,380.59,399.40,400.79,426.39,437.17,331.96,326.71,350.54,385.68,392.14,461.36,412.44,407.78,404.16,411.16,369.81,318.07,356.74,349.50,510.65
2015-02-12 22:05:51.250000,L8,,,,182.61,235.92,256.43,277.59,288.54,282.88,284.22,291.14,294.43,292.03,287.21,281.37,285.70,287.08,285.28,293.55,293.06,308.95,317.38,316.09,309.37,312.77,311.63,296.29,294.00,320.79,326.11,324.03,323.65,328.10,333.78,323.98,318.17,323.89,316.93,291.68,228.53,,484.66,496.51,258.23,284.04,370.26,321.03,326.14,326.82,330.42,332.16,322.49,325.13,331.57,329.70,320.56,317.49,323.45,324.08,323.32,320.59,324.85,320.78,334.09,284.81,225.29,269.92,493.32,508.70,460.17,535.99,311.20,326.95,326.31,328.51,325.36,324.84,321.00,305.95,287.47,300.26,286.10,303.08,296.99,311.25,329.98,331.40,336.86,340.14,329.10,338.34,342.60,510.78
2015-02-12 22:06:15.200000,L8,,,,180.81,235.63,252.71,275.27,287.13,279.99,282.09,288.84,292.66,289.16,284.01,279.12,283.36,285.70,283.91,290.57,291.36,306.76,314.89,312.86,308.23,310.02,310.38,293.83,293.04,317.87,323.30,321.01,321.26,324.98,332.17,322.28,316.75,322.35,313.25,281.50,219.84,,483.68,496.12,511.62,519.42,364.95,319.21,325.16,324.03,327.69,328.38,320.03,323.45,328.68,326.64,316.34,315.27,320.34,320.99,317.43,318.20,323.31,318.19,330.54,278.24,221.96,512.36,523.55,508.03,495.99,533.22,310.03,325.03,324.96,325.27,323.37,322.36,318.77,303.90,284.47,299.07,285.50,301.63,295.83,309.05,327.88,330.13,334.32,338.21,327.61,336.50,341.45,534.37
2015-02-28 22:05:48.437000,L8,,,,184.22,236.08,246.86,282.87,295.90,290.68,289.01,296.70,295.31,299.46,287.52,284.90,287.76,283.04,292.71,284.59,296.98,307.93,317.08,314.98,311.67,314.21,312.63,319.87,319.44,321.04,320.06,322.15,324.13,328.13,330.95,327.72,324.92,322.64,315.88,285.22,230.88,,,,,290.26,329.52,336.47,334.85,331.69,331.38,337.76,324.37,330.96,337.23,330.88,325.70,323.76,326.42,328.18,325.31,320.26,321.72,325.86,332.38,281.30,211.88,268.86,303.56,320.24,323.71,333.76,326.59,328.78,332.01,327.96,345.57,363.20,324.46,327.80,300.03,311.55,294.71,325.29,331.43,332.95,329.03,329.52,336.17,333.58,333.08,338.70,343.64,357.02
