dates,satname,nzd0520-0000,nzd0520-0001,nzd0520-0002,nzd0520-0003,nzd0520-0004,nzd0520-0005,nzd0520-0006,nzd0520-0007,nzd0520-0008,nzd0520-0009,nzd0520-0010
2001-12-19 22:15:37.819000,L7,392.60,410.22,405.69,420.92,435.09,431.00,494.60,521.32,512.02,512.77,511.32
2002-10-03 22:14:41.164000,L7,,,,,,,218.70,223.81,213.68,207.78,
2004-08-29 22:10:22.051000,L5,,,,,,156.44,209.03,234.08,237.66,234.32,213.81
2004-10-07 22:17:29.297000,L5,,,,,,174.50,234.55,254.04,262.01,264.73,275.25
2004-11-01 22:11:49.961000,L5,,,,,,154.54,222.75,233.21,245.92,244.38,265.30
2005-09-24 22:21:16.380000,L5,,,,,,154.77,223.02,244.08,250.84,249.63,229.72
2005-10-10 22:21:11.594000,L5,228.91,193.03,161.18,,187.62,243.01,261.74,280.07,284.74,289.44,303.85
2006-02-08 22:17:21.928000,L5,,,,,,,222.36,227.34,245.99,243.44,262.81
2006-03-12 22:18:01.902000,L5,,,,,,,217.40,193.26,227.25,231.57,221.47
2006-04-13 22:18:38.042000,L5,,,,,,,212.84,221.41,235.24,235.80,215.28
2006-09-27 22:27:06.456000,L5,,,,,,,217.37,240.68,241.79,242.62,243.63
2006-12-09 22:21:36.590000,L5,,,,,,,212.61,237.58,232.58,236.85,248.16
2006-12-16 22:27:50.871000,L5,,,,,,153.74,207.93,237.36,237.26,241.87,252.57
2007-01-26 22:21:54.849000,L5,,,,,,,224.23,230.73,247.85,244.86,260.12
2007-02-27 22:21:56.031000,L5,,,,,,,210.59,222.86,220.37,232.90,220.29
2007-09-30 22:26:05.612000,L5,,,,,,,219.18,205.86,245.71,234.58,231.49
2013-08-22 22:29:00.806000,L8,,,,,,,216.52,237.36,238.14,238.38,226.01
2013-08-29 22:35:12.017000,L8,,,,,,,223.24,242.68,249.19,245.78,247.37
2013-09-23 22:28:51.997000,L8,,,,,,,220.30,243.86,246.42,248.32,244.87
2013-11-26 22:28:34.840000,L8,222.53,192.82,,,,202.91,238.00,255.40,266.26,269.27,276.68
2013-12-03 22:34:46.544000,L8,,,,,,,,229.79,245.97,235.81,246.04
2014-02-05 22:34:08.735000,L8,226.45,198.08,147.95,,,214.74,240.30,257.44,266.60,272.02,279.99
2014-10-12 22:27:11.441000,L8,,,,,,,218.67,238.98,239.61,236.85,245.19
2014-12-15 22:27:04.889000,L8,225.23,194.98,,,,209.94,239.20,257.72,266.05,272.35,279.91
2015-01-07 22:33:12.225000,L8,,,,,170.65,218.54,241.07,258.98,267.37,273.71,282.22
2015-04-06 22:26:20.815000,L8,,,,,,,217.31,237.24,235.11,224.95,216.89
2015-09-20 22:33:07.479000,L8,,,,,,,223.35,241.63,244.97,244.77,258.91
2015-09-29 22:26:59.056000,L8,233.47,205.20,164.83,201.07,175.01,219.63,245.13,262.58,273.41,274.13,279.82
2016-01-03 22:27:03.506000,L8,,,,,,208.71,238.38,255.28,267.15,270.92,277.70
2016-01-19 22:27:03.476000,L8,,,,,,,190.03,185.06,221.44,236.60,245.56
2016-10-08 22:33:26.871000,L8,226.97,202.02,161.94,243.59,162.38,226.84,241.63,262.21,271.62,273.13,284.09
2016-11-09 22:33:28.622000,L8,,,,,,,,241.58,250.53,244.07,250.39
2016-12-04 22:27:17.474000,L8,,,,,,211.91,237.73,257.02,269.93,272.41,280.47
2017-02-22 22:26:52.098000,L8,,,,,,,217.83,240.75,244.83,244.48,249.44
2017-03-26 22:26:34.721000,L8,,,,,,,217.46,239.95,234.10,243.31,231.14
2017-08-01 22:26:56.477000,L8,,,,,,,209.49,234.08,234.01,242.67,233.91
2017-08-17 22:27:01.961000,L8,,,,,,,206.78,211.71,233.39,,
2017-09-02 22:27:04.783000,L8,,,,,,,218.51,242.44,238.94,243.48,248.58
2017-09-18 22:27:06.940000,L8,,,,,,,225.97,243.79,256.95,252.35,249.80
2017-10-27 22:33:27.257000,L8,,,,,,,224.42,241.54,256.78,232.93,230.95
2018-09-05 22:26:33.133000,L8,,,,,,,226.62,236.47,229.91,253.42,248.92
2018-12-01 22:33:03.878000,L8,,,,,,,217.60,231.89,245.87,239.52,253.03
2019-01-11 22:26:49.169000,L8,,,,,,,217.95,230.08,244.84,239.05,250.97
2019-02-12 22:26:43.149000,L8,,,,,,209.00,237.38,254.80,264.90,269.21,274.92
2019-03-07 22:32:47.610000,L8,,,,,,,213.40,185.91,232.49,226.59,232.88
2019-09-08 22:27:12.355000,L8,,,,,,,222.04,245.70,253.91,254.36,249.45
2019-10-17 22:33:32.749000,L8,226.52,200.52,165.42,,,218.00,239.84,258.50,272.31,274.16,280.93
2019-11-02 22:33:32.255000,L8,225.14,196.67,158.00,,,215.60,239.51,257.99,264.91,271.56,278.03
2020-01-14 22:27:08.860000,L8,,,,,,209.01,237.15,256.05,268.89,272.08,280.48
2020-08-16 22:33:10.778000,L8,,,,,,,218.99,242.91,240.40,241.54,238.15
2020-09-10 22:27:11.587000,L8,,,,,,,218.88,236.28,240.95,243.42,247.72
2021-03-21 22:26:46.988000,L8,,,,,,,,,227.06,228.78,247.06
2021-07-27 22:26:59.768000,L8,,,,,,,,,,,229.15
2022-01-27 22:27:14.862000,L9,,,,,,,192.72,173.99,218.38,229.81,233.04
2022-02-20 22:26:59.945000,L8,226.39,203.03,152.76,,,219.40,241.16,259.08,271.15,272.02,279.87
2022-03-15 22:33:04.678000,L8,,,,,,,220.73,238.75,238.09,245.54,249.28
2022-03-31 22:32:53.221000,L8,,,,,,,,,,225.28,245.18
2022-04-16 22:32:59.260000,L8,,,,,,,218.75,241.09,235.25,234.10,224.92
2022-10-01 22:33:30.711000,L9,,,,,,,219.95,233.33,232.96,234.40,239.38
2022-10-17 22:33:36.046000,L9,,,,,,,,186.25,226.84,232.21,233.75
2022-11-10 22:33:45.044000,L8,,,,,,,213.12,231.20,236.22,238.44,241.03
2022-11-18 22:33:37.395000,L9,,,,,,,217.25,231.53,247.48,249.38,261.50
2022-12-20 22:33:33.956000,L9,,,,,,,222.09,232.64,248.70,226.07,196.45
2022-12-21 22:27:21.309000,L8,257.92,202.23,211.76,162.88,238.27,271.17,278.23,286.29,295.84,319.00,339.78
2022-12-29 22:27:24.705000,L9,,,,,,,188.47,227.80,216.16,239.73,241.83
2023-01-13 22:33:29.257000,L8,,,,,,213.35,235.35,253.56,265.35,269.69,276.71
2023-01-14 22:27:21.562000,L9,,,,,,,216.85,229.17,232.34,238.88,246.53
2023-02-23 22:27:02.902000,L8,,,,,,218.81,241.67,258.80,269.97,272.45,278.33
2023-09-03 22:26:57.067000,L8,,,,,,,225.89,244.27,246.90,255.81,249.61
2023-09-18 22:33:13.928000,L9,,,,,,,225.16,246.81,256.35,252.39,252.74
2023-09-19 22:27:02.596000,L8,,,,,,,216.85,235.63,241.08,243.46,249.27
2023-09-26 22:33:15.758000,L8,,,,,,,224.06,242.50,242.48,249.62,260.40
2023-10-21 22:27:08.014000,L8,,,,,,,217.24,229.54,236.22,235.33,235.44
2023-10-29 22:27:09.154000,L9,,,,,,,218.93,235.64,244.70,244.95,250.06
2023-11-30 22:27:16.547000,L9,219.63,192.01,,,,212.80,236.08,254.92,266.07,270.76,276.37
2024-04-14 22:26:30.529000,L8,,,,,,,220.08,240.40,238.81,242.36,240.04
2024-09-13 22:26:48.444000,L9,,,,,,,218.21,239.88,240.52,244.39,234.75
2024-09-29 22:26:52.739000,L9,,,,,,,220.24,235.36,247.05,249.21,243.05
2024-10-15 22:27:00.905000,L9,,,,,,,210.53,218.81,233.08,234.77,236.71
2024-11-16 22:27:05.551000,L9,224.27,197.12,164.64,,,216.96,238.40,259.24,273.67,273.82,282.91
2024-12-26 22:27:01.039000,L8,,,,,,219.30,237.48,256.96,270.09,272.53,278.15
2025-01-11 22:27:03.988000,L8,,,,,,210.66,235.45,254.09,266.28,270.64,275.91
2025-01-18 22:33:12.533000,L8,,,,,,,,,,232.76,252.74
2025-02-03 22:33:13.579000,L8,,,,,,,219.74,234.40,247.79,250.19,256.45
2025-02-04 22:27:05.181000,L9,,,,,,,217.81,233.20,240.69,244.73,235.36
2025-02-19 22:33:06.433000,L8,,,,,,,218.09,229.38,231.01,243.13,239.96
2025-02-27 22:33:11.751000,L9,,,,,,,218.37,240.57,243.77,250.62,251.12
2025-04-09 22:26:50.816000,L9,,,,,,,216.08,220.28,229.13,227.63,233.05
2025-05-03 22:26:22.787000,L8,,,,,,,217.44,236.35,236.21,,
