dates,satname,nzd0480-0000,nzd0480-0001
1999-10-13 22:07:12.582000,L7,319.93,322.31
1999-12-16 22:07:09.748000,L7,217.34,
2000-03-21 22:06:49.022000,L7,383.81,407.49
2000-05-08 22:06:44.900000,L7,310.65,315.03
2000-06-25 22:05:55.844000,L7,276.85,295.49
2000-06-25 22:06:19.852000,L7,307.08,309.52
2000-07-27 22:05:24.302000,L7,308.89,312.28
2000-07-27 22:05:48.258000,L7,317.48,324.96
2000-08-03 22:11:31.842000,L7,339.32,344.64
2000-08-12 22:05:17.927000,L7,,195.07
2000-08-12 22:05:41.803000,L7,246.97,195.43
2000-09-20 22:10:50.972000,L7,229.78,206.12
2000-12-18 22:04:37.758000,L7,314.07,262.88
2000-12-18 22:05:01.704000,L7,333.13,332.85
2001-01-03 22:04:36.218000,L7,300.86,296.18
2001-01-03 22:05:00.181000,L7,268.33,255.85
2001-02-20 22:04:36.568000,L7,290.87,248.84
2001-02-20 22:05:00.525000,L7,288.28,287.71
2001-03-31 22:10:31.555000,L7,260.88,252.34
2001-04-09 22:04:17.927000,L7,292.23,303.78
2001-04-09 22:04:41.882000,L7,382.33,391.13
2002-04-12 22:03:01.345000,L7,260.92,260.83
2002-05-14 22:03:19.418000,L7,,233.32
2002-11-22 22:02:21.568000,L7,349.30,366.23
2002-11-22 22:02:45.529000,L7,337.23,344.72
2002-12-08 22:02:27.564000,L7,257.86,237.14
2002-12-24 22:02:33.044000,L7,345.56,342.11
2002-12-24 22:02:57.022000,L7,345.15,341.06
2003-08-13 21:51:08.818000,L5,310.39,312.37
2003-09-14 21:51:42.461000,L5,333.74,331.98
2003-09-30 21:52:18.101000,L5,305.91,293.32
2003-10-16 21:52:08.058000,L5,319.63,322.21
2003-11-17 21:52:33.290000,L5,336.94,337.36
2003-11-17 21:52:57.120000,L5,325.18,326.39
2004-06-28 21:56:28.308000,L5,310.76,322.04
2004-07-30 21:56:51.838000,L5,341.06,367.31
2004-07-30 21:57:15.668000,L5,311.89,324.24
2004-08-15 21:57:13.549000,L5,328.26,336.16
2004-08-15 21:57:37.379000,L5,328.26,336.69
2004-10-18 21:58:47.729000,L5,354.49,351.64
2004-10-18 21:59:11.702000,L5,339.03,338.02
2005-02-07 22:01:03.020000,L5,383.74,458.40
2005-03-11 22:01:07.710000,L5,308.12,308.36
2005-04-12 22:01:18.889000,L5,353.85,352.56
2005-05-05 22:07:37.767000,L5,338.56,344.99
2005-06-22 22:07:59.036000,L5,340.06,385.85
2005-09-19 22:02:44.739000,L5,266.83,236.53
2005-10-05 22:02:17.195000,L5,352.19,351.82
2005-10-05 22:02:41.026000,L5,352.70,351.69
2005-11-06 22:02:22.875000,L5,362.35,363.28
2005-11-06 22:02:46.848000,L5,363.00,362.91
2006-02-26 22:04:59.098000,L5,337.22,366.66
2006-02-26 22:05:22.928000,L5,335.49,365.28
2006-04-15 22:06:18.610000,L5,319.17,318.38
2006-08-21 22:07:43.467000,L5,328.33,334.42
2006-08-21 22:08:07.440000,L5,327.84,336.20
2006-10-24 22:08:26.357000,L5,333.43,334.46
2006-12-11 22:08:52.184000,L5,324.01,310.91
2006-12-11 22:09:16.015000,L5,357.81,354.16
2007-02-13 22:09:11.063000,L5,351.15,348.38
2007-09-09 22:07:21.190000,L5,328.75,330.89
2007-09-09 22:07:45.163000,L5,324.71,324.22
2007-09-16 22:13:28.554000,L5,362.32,359.95
2008-02-16 22:04:45.714000,L5,310.22,314.27
2008-11-14 21:57:28.308000,L5,337.64,322.42
2008-11-14 21:57:52.281000,L5,342.18,325.12
2009-01-01 21:58:55.309000,L5,285.49,268.49
2009-01-17 21:59:20.568000,L5,314.44,308.03
2009-01-17 21:59:44.398000,L5,310.35,304.41
2010-02-05 22:05:29.575000,L5,322.61,318.92
2010-12-22 22:04:05.307000,L5,325.22,331.22
2010-12-22 22:04:29.137000,L5,321.19,322.94
2011-02-08 22:04:11.186000,L5,317.55,317.13
2011-02-08 22:04:35.159000,L5,342.20,339.44
2011-02-15 22:10:22.480000,L5,323.75,330.57
2011-03-12 22:04:07.249000,L5,354.55,352.35
2011-03-12 22:04:31.079000,L5,352.34,352.30
2011-03-28 22:04:02.070000,L5,322.34,322.99
2013-05-11 22:22:18.973000,L8,315.06,312.03
2013-06-05 22:16:15.001000,L8,303.63,302.11
2013-06-05 22:16:38.960000,L8,307.54,306.34
2013-06-28 22:22:20.943000,L8,304.20,289.20
2013-07-07 22:16:11.966000,L8,314.79,303.07
2013-07-07 22:16:35.929000,L8,316.14,310.03
2013-07-23 22:16:10.674000,L8,366.10,380.12
2013-07-23 22:16:34.633000,L8,366.18,380.67
2013-08-31 22:22:26.282000,L8,323.13,334.18
2013-09-25 22:16:04.975000,L8,316.77,316.51
2013-09-25 22:16:28.938000,L8,316.79,316.60
2013-10-11 22:16:05.328000,L8,328.44,331.09
2013-10-27 22:15:55.590000,L8,320.48,331.83
2013-10-27 22:16:19.549000,L8,319.80,331.64
2013-12-05 22:22:00.725000,L8,452.79,451.58
2013-12-21 22:21:51.057000,L8,327.15,335.77
2013-12-30 22:15:37.096000,L8,467.08,354.95
2013-12-30 22:16:01.055000,L8,466.01,353.90
2014-01-22 22:21:31.494000,L8,321.91,325.82
2014-02-23 22:21:08.076000,L8,311.76,311.60
2014-03-11 22:20:55.957000,L8,344.11,339.89
2014-03-20 22:14:37.534000,L8,332.96,338.92
2014-03-20 22:15:01.497000,L8,346.98,363.61
2014-03-27 22:20:37.696000,L8,296.96,300.08
2014-05-23 22:13:42.455000,L8,305.86,304.43
2014-05-30 22:19:58.900000,L8,314.44,336.62
2014-07-01 22:20:10.138000,L8,318.93,325.95
