dates,satname,nzd0469-0000,nzd0469-0001,nzd0469-0002,nzd0469-0003,nzd0469-0004,nzd0469-0005
1999-12-05 22:25:37.577000,L7,202.19,164.56,,,,
2001-06-10 22:16:11.422000,L7,201.00,,,,,
2002-10-10 22:20:20.300000,L7,186.88,165.52,,,,
2003-08-27 22:03:45.777000,L5,198.43,188.06,,,,
2004-03-29 22:11:53.271000,L5,210.91,187.46,,,,
2004-04-07 22:06:01.365000,L5,228.36,214.53,184.64,193.65,193.34,
2013-05-02 22:28:22.407000,L8,245.98,204.10,204.25,,,
2013-09-14 22:34:43.899000,L8,210.67,181.89,,,,
2013-09-23 22:28:28.042000,L8,202.13,178.93,,,,
2013-11-10 22:28:18.375000,L8,226.75,199.04,176.02,,,
2013-11-17 22:34:25.042000,L8,209.66,177.60,,,,
2013-12-03 22:34:22.573000,L8,208.09,178.04,,,,
2013-12-28 22:27:59.710000,L8,210.04,190.92,168.98,,,
2014-02-05 22:33:44.781000,L8,211.40,177.57,,,,
2014-04-10 22:32:49.425000,L8,236.15,210.22,175.83,,,
2014-09-01 22:32:51.438000,L8,234.67,215.71,,,,
2014-10-03 22:32:56.013000,L8,217.87,185.31,,,,
2014-11-04 22:32:58.094000,L8,209.87,176.62,,,,
2014-12-15 22:26:40.930000,L8,189.65,166.80,,,,
2014-12-22 22:32:52.265000,L8,236.14,202.33,,,,
2015-02-24 22:32:33.041000,L8,214.87,183.02,,,,
2015-04-13 22:32:08.069000,L8,222.86,193.17,,,,
2015-09-20 22:32:43.512000,L8,221.53,186.09,,,,
2015-12-18 22:26:42.726000,L8,212.17,194.97,173.42,,,
2016-11-09 22:33:04.659000,L8,232.51,200.69,168.29,,,
2016-12-04 22:26:53.506000,L8,210.67,186.94,,,,
2016-12-11 22:33:02.499000,L8,222.74,187.95,,,,
2017-02-06 22:26:33.532000,L8,212.76,190.45,170.27,,,
2017-02-22 22:26:28.144000,L8,213.08,190.53,173.94,,,
2017-03-17 22:32:26.652000,L8,208.57,174.94,,,,
2017-03-26 22:26:10.766000,L8,204.58,180.72,,,,
2017-04-02 22:32:18.852000,L8,235.81,214.23,176.84,,,
2017-05-04 22:32:03.123000,L8,268.26,249.46,221.66,,,
2017-09-02 22:26:40.811000,L8,208.81,186.20,167.29,,,
2017-09-18 22:26:42.973000,L8,194.02,169.39,,,,
