dates,satname,nzd0462-0000,nzd0462-0001,nzd0462-0002,nzd0462-0003,nzd0462-0004,nzd0462-0005,nzd0462-0006,nzd0462-0007,nzd0462-0008,nzd0462-0009,nzd0462-0010,nzd0462-0011,nzd0462-0012,nzd0462-0013,nzd0462-0014,nzd0462-0015,nzd0462-0016,nzd0462-0017,nzd0462-0018,nzd0462-0019,nzd0462-0020,nzd0462-0021,nzd0462-0022,nzd0462-0023,nzd0462-0024,nzd0462-0025,nzd0462-0026,nzd0462-0027,nzd0462-0028,nzd0462-0029,nzd0462-0030,nzd0462-0031,nzd0462-0032,nzd0462-0033,nzd0462-0034,nzd0462-0035,nzd0462-0036,nzd0462-0037,nzd0462-0038,nzd0462-0039,nzd0462-0040,nzd0462-0041,nzd0462-0042,nzd0462-0043,nzd0462-0044,nzd0462-0045,nzd0462-0046,nzd0462-0047,nzd0462-0048,nzd0462-0049,nzd0462-0050,nzd0462-0051,nzd0462-0052,nzd0462-0053,nzd0462-0054,nzd0462-0055,nzd0462-0056,nzd0462-0060,nzd0462-0061,nzd0462-0062,nzd0462-0063,nzd0462-0064,nzd0462-0065,nzd0462-0066,nzd0462-0067,nzd0462-0068,nzd0462-0069,nzd0462-0070,nzd0462-0071,nzd0462-0072,nzd0462-0073,nzd0462-0074,nzd0462-0075,nzd0462-0076,nzd0462-0077,nzd0462-0078,nzd0462-0079,nzd0462-0080,nzd0462-0081,nzd0462-0082,nzd0462-0083,nzd0462-0084,nzd0462-0085,nzd0462-0086,nzd0462-0087,nzd0462-0088,nzd0462-0089,nzd0462-0090,nzd0462-0091,nzd0462-0092,nzd0462-0093,nzd0462-0094,nzd0462-0095,nzd0462-0096,nzd0462-0057,nzd0462-0058,nzd0462-0059
1999-09-27 22:07:12.757000,L7,,,,,,,,,,,,329.79,332.53,332.67,322.49,338.05,319.08,312.20,,,,,,,,,305.70,317.99,326.91,322.69,322.67,325.71,328.06,325.27,326.43,327.34,346.19,329.28,311.78,284.17,199.72,205.43,200.68,348.53,344.26,342.36,341.10,316.84,348.11,302.19,264.64,201.56,268.91,351.56,348.72,256.29,356.39,360.25,362.52,357.42,280.22,276.97,275.45,345.78,352.17,353.26,344.15,356.69,346.83,338.83,364.36,363.87,365.83,321.35,310.32,358.23,358.34,351.63,347.51,353.03,367.01,373.83,366.64,363.76,365.78,371.18,359.58,354.69,349.33,355.04,359.06,362.44,347.62,329.51,353.26,366.33,284.70
1999-11-30 22:06:59.059000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.98,289.80,239.51,,212.56,180.49,243.43,256.39,305.93,293.04,314.96,312.04,161.77,362.39,358.70,350.48,316.40,,,,,,339.83,243.21,320.96,318.95,316.01,288.01,,,,
1999-12-16 22:07:09.748000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.25,212.55,212.71,190.68,,,,,,,192.83,196.51,280.46,303.92,264.36,290.89,290.43,286.85,294.10,263.24,309.16,295.19,91.83,112.08,352.33,360.10,362.94,354.76,,,340.23,350.95,339.71,311.28,341.59,303.44,281.18,315.58,312.53,281.81,208.59,228.18,241.85,
2000-07-27 22:05:24.302000,L7,,,,,,,,,,218.99,243.08,324.94,342.26,334.78,329.26,333.77,334.33,305.81,337.86,325.62,337.69,326.67,304.37,336.26,334.44,297.58,328.72,357.73,376.11,330.54,162.75,337.02,341.89,367.32,346.05,356.23,357.60,334.53,328.23,322.38,332.41,341.93,384.21,379.57,347.46,355.95,342.83,380.01,358.42,270.76,256.90,174.51,177.89,347.76,364.37,367.03,368.45,274.02,271.96,254.11,418.77,375.16,359.42,382.12,377.18,373.71,384.01,386.14,406.46,390.22,375.45,389.40,383.85,325.24,327.46,398.67,380.78,405.72,401.41,398.43,390.04,410.62,308.86,405.60,130.96,181.31,204.13,197.74,367.71,368.57,376.43,400.48,382.51,351.87,368.54,275.92,275.14
2000-08-12 22:05:17.927000,L7,,,,,,,,,,299.50,316.46,329.38,211.87,329.71,142.59,179.65,175.77,,324.95,333.38,320.33,308.32,315.53,327.64,,,251.73,305.20,294.36,294.90,298.34,307.07,196.70,305.99,320.47,331.47,334.46,313.36,282.65,308.53,322.40,323.10,340.65,334.34,348.97,329.30,343.44,344.36,351.96,265.22,254.60,172.43,357.17,352.92,349.06,342.04,360.01,360.23,358.88,361.45,342.48,350.68,342.78,279.28,346.12,347.65,345.58,371.21,365.50,358.27,368.94,381.21,370.47,319.20,315.39,379.61,347.44,369.95,364.03,359.98,368.81,382.89,369.68,274.41,319.06,329.42,293.69,310.73,359.45,254.01,365.40,369.82,228.14,374.20,349.20,370.25,352.68
2000-12-18 22:04:37.758000,L7,,,,,,,,,,,341.55,341.01,355.26,346.20,346.17,365.26,357.75,332.44,335.43,337.41,335.35,350.52,344.65,333.84,334.91,328.87,,,299.30,332.08,323.87,152.53,346.10,312.91,210.14,358.19,,,,,,,,,,,153.25,345.98,355.58,291.13,260.73,196.63,315.23,154.77,164.02,172.84,194.37,213.80,217.31,215.13,204.01,168.88,318.03,243.79,275.93,297.77,301.21,308.36,342.49,296.40,303.11,303.48,265.60,315.77,305.94,363.96,370.86,378.24,377.52,368.88,309.78,319.98,375.78,348.93,249.69,273.97,310.80,361.07,334.66,362.18,362.94,366.21,242.39,136.63,203.88,208.85,214.60
2001-02-20 22:04:36.568000,L7,,,,,408.49,352.21,337.70,311.09,,,339.10,349.72,321.90,313.78,330.00,336.82,327.00,325.32,321.93,286.28,317.77,272.32,341.35,326.37,331.97,284.16,295.52,295.76,302.80,308.55,331.52,303.17,309.64,320.51,326.08,320.90,327.94,312.92,267.72,299.60,311.69,311.28,355.96,346.11,303.62,306.47,298.07,351.86,357.50,292.75,265.59,203.30,352.72,357.27,248.07,355.64,363.98,371.18,372.12,378.47,372.04,376.98,378.96,375.33,379.92,374.63,366.01,367.71,366.33,358.54,369.40,366.78,361.97,299.34,302.66,367.86,374.36,381.12,379.42,221.31,205.82,380.70,,363.08,365.24,377.64,371.16,357.94,360.70,303.22,365.52,370.93,311.21,313.99,368.79,376.61,369.31
2001-10-18 22:02:30.135000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.00,256.08,236.16,,,,272.90,269.17,,191.43,,,,,,,249.81,291.13,296.08,293.90,302.41,268.60,234.52,161.25,,159.15,196.73,216.66,224.50,239.93,235.29,246.38,235.65,196.79,,203.36,316.34,321.22,326.95,267.68,276.07,299.77,303.18,333.09,269.91,297.54,283.43,353.12,355.42,336.25,365.97,360.15,362.84,331.27,355.17,358.25,352.13,366.53,333.06,341.46,319.85,348.87,354.11,318.97,260.95,316.22,236.27,248.85,241.83
2002-12-24 22:02:33.044000,L7,,,,,,357.58,365.12,326.23,358.00,409.27,414.26,409.09,402.39,393.15,334.83,353.96,341.25,347.04,349.07,336.25,403.73,349.91,340.55,388.62,333.62,336.64,315.64,373.84,354.64,346.01,343.71,377.41,394.61,405.10,386.67,364.98,350.26,338.35,277.52,216.64,197.83,134.83,143.80,323.21,302.49,317.12,297.98,330.49,322.75,398.85,365.20,359.73,354.51,365.27,367.61,376.86,366.82,378.02,378.53,380.80,419.31,386.75,371.81,428.25,428.54,415.02,376.00,380.73,382.88,365.15,375.28,375.12,374.14,321.41,312.95,373.28,383.08,398.59,393.68,384.89,387.96,391.93,393.45,395.27,401.59,406.55,393.05,387.44,378.69,379.11,370.74,372.53,361.89,367.31,370.38,378.73,382.17
2003-08-29 21:51:26.098000,L5,,,,,,,,,,,,,,,,,,,333.31,330.98,330.14,320.04,,,,,317.24,318.84,252.78,316.51,316.68,316.12,330.25,330.70,328.64,329.80,334.71,327.08,309.70,307.24,333.67,344.06,374.34,369.26,364.79,359.53,355.49,359.89,361.11,309.16,277.59,342.72,355.63,366.64,357.88,362.42,360.52,368.19,372.72,365.38,368.04,359.35,350.81,322.85,351.79,345.23,346.37,350.33,345.56,339.91,356.17,362.02,362.53,146.83,282.10,344.54,368.78,345.62,,,,,,,129.35,186.66,220.60,201.83,345.42,347.10,353.23,350.16,329.34,347.60,366.10,366.48,370.14
