dates,satname,nzd0428-0000,nzd0428-0001,nzd0428-0002,nzd0428-0003,nzd0428-0004,nzd0428-0005,nzd0428-0006,nzd0428-0007,nzd0428-0008,nzd0428-0009,nzd0428-0010,nzd0428-0011,nzd0428-0012,nzd0428-0013,nzd0428-0014,nzd0428-0015,nzd0428-0016,nzd0428-0017,nzd0428-0018,nzd0428-0019,nzd0428-0020,nzd0428-0021,nzd0428-0022,nzd0428-0023,nzd0428-0024,nzd0428-0025,nzd0428-0026,nzd0428-0027,nzd0428-0028,nzd0428-0029,nzd0428-0030
2000-11-07 22:10:17.299000,L7,,,230.61,234.99,277.25,265.71,196.66,208.08,186.92,250.11,201.94,239.22,235.97,232.83,209.49,235.77,275.25,269.92,268.21,261.80,263.49,256.57,,,,,,,,,
2001-01-10 22:10:27.647000,L7,,,253.14,221.86,272.84,,,,,,198.39,231.55,234.42,282.87,256.90,270.04,264.51,,,,,,,,,,,,,,
2003-08-20 21:57:03.003000,L5,313.95,309.01,318.78,309.32,308.33,309.11,293.33,271.69,254.30,287.68,302.66,306.44,304.57,307.01,302.68,307.83,295.45,295.77,280.15,278.21,277.72,267.57,262.58,240.78,188.65,,,,,,
2003-12-10 21:58:29.659000,L5,295.05,296.67,306.10,304.82,303.93,307.54,276.63,264.61,252.71,285.43,298.40,301.94,294.26,305.06,302.20,296.12,296.99,287.35,285.19,276.43,270.76,254.11,248.29,,,,,,,,
2003-12-26 21:58:42.145000,L5,299.66,296.97,305.47,304.28,294.99,308.25,290.81,289.47,269.88,306.63,323.79,320.99,309.22,304.85,295.28,291.40,294.31,286.96,283.38,279.43,284.27,278.78,268.05,220.78,187.54,184.01,201.56,187.46,174.92,,
2004-01-27 21:58:50.060000,L5,295.88,293.20,303.79,301.38,295.25,299.88,272.26,278.34,261.22,298.30,307.41,312.04,303.58,298.96,291.99,286.85,289.38,281.80,274.62,272.84,275.95,266.21,256.12,167.69,,,,,,,
2004-05-18 22:00:38.480000,L5,288.10,268.36,275.08,271.68,259.36,260.06,,,,237.83,259.81,256.54,255.66,248.57,248.25,243.35,235.16,219.47,217.60,225.97,214.08,218.09,199.15,,,,,,,,
2004-08-22 22:03:12.259000,L5,278.52,259.47,263.41,259.54,249.16,,,,,,241.41,247.14,237.92,240.23,226.45,218.20,209.89,179.48,,,,,,,,,,,,,
2004-11-26 22:05:17.306000,L5,293.30,286.95,293.08,285.86,283.91,295.66,273.84,283.32,269.48,295.92,300.11,303.49,281.45,279.41,274.89,270.65,266.92,258.92,258.05,270.25,267.44,268.69,257.49,176.75,,,,,,,
2005-02-14 22:06:33.160000,L5,303.28,301.21,307.49,302.40,297.07,295.02,254.69,261.57,234.00,269.48,276.34,286.26,279.32,293.43,290.00,284.99,289.66,282.45,277.31,269.41,252.87,247.06,238.93,166.79,,,,,,,
2005-03-02 22:06:47.890000,L5,307.07,302.78,309.03,311.58,303.76,306.11,287.86,284.53,284.31,298.41,302.34,300.25,293.72,291.55,290.06,285.02,288.79,290.73,289.21,282.33,288.50,272.09,263.96,207.21,172.43,,,,,,
2005-09-10 22:08:07.620000,L5,301.80,293.38,295.42,295.24,291.77,296.38,273.73,278.52,273.12,287.05,303.26,300.72,302.77,294.91,286.40,284.34,279.73,284.30,274.49,270.90,268.96,280.95,265.70,227.32,183.57,,,,,,
2005-11-13 22:08:20.468000,L5,,,,244.14,243.91,,,,,236.84,247.12,249.62,243.37,241.14,234.99,235.96,241.93,232.39,228.64,224.95,226.59,225.64,207.51,,,,,,,,
2006-10-31 22:14:17.081000,L5,294.40,274.26,274.31,270.57,256.46,248.41,246.15,265.87,252.37,282.42,294.05,302.53,293.47,291.57,285.78,272.55,259.71,259.20,252.86,250.70,248.47,241.89,241.75,173.72,,,,,,,
2007-02-04 22:14:57.320000,L5,294.83,277.62,280.03,274.41,254.46,248.59,251.61,263.55,243.66,272.95,284.70,297.23,295.35,288.48,284.74,280.29,272.79,269.57,248.41,248.92,244.25,242.27,237.25,169.61,,,,,,,
2007-09-07 22:19:19.580000,L5,,,,248.02,233.24,210.94,220.94,238.59,,,,,,,,,,,,,,,,,,,,,,,
2007-10-02 22:12:54.699000,L5,305.05,290.44,288.45,279.94,273.42,265.62,270.63,277.99,268.42,279.08,293.77,300.29,278.53,280.38,267.35,271.15,258.81,262.68,259.48,260.06,265.07,257.96,254.84,190.54,,,,,,,
2008-12-23 22:04:28.225000,L5,,,,,,,,,,,,,,205.88,214.71,211.64,203.66,202.79,189.21,181.14,183.74,181.00,169.42,,,,,,,,
2010-01-27 22:10:50.221000,L5,290.70,266.88,270.59,268.36,267.32,257.37,257.71,263.15,237.94,267.98,280.22,285.15,279.18,276.06,270.10,266.33,263.69,257.68,255.31,248.06,246.47,241.12,245.01,,,,,,,,
2011-02-15 22:09:58.365000,L5,281.89,266.20,275.73,268.94,263.06,248.54,244.75,257.31,242.64,263.06,272.68,287.84,289.76,287.65,284.09,271.46,272.32,265.58,255.06,242.55,243.16,243.56,238.93,,,,,,,,
2013-05-11 22:21:55.010000,L8,285.94,269.37,270.50,265.60,262.90,248.63,230.68,249.42,,253.20,263.32,267.20,265.63,264.42,251.92,248.64,236.48,240.35,235.92,228.22,221.91,226.55,223.55,,,,,,,,
2013-05-27 22:22:02.838000,L8,286.11,268.88,165.22,,,,,,,,,,255.23,200.03,242.29,237.31,223.76,220.55,222.49,215.22,211.65,215.00,206.41,,,,,,,,
2013-06-12 22:21:59.086000,L8,323.79,302.45,313.98,304.72,295.42,289.87,266.49,272.83,250.03,271.58,289.22,295.30,298.05,297.47,289.09,286.10,277.81,278.88,273.61,274.23,268.34,269.62,265.14,255.20,202.61,189.82,189.53,184.22,,,
2013-06-28 22:21:56.988000,L8,324.55,300.35,310.66,298.91,292.86,285.85,266.12,284.78,264.50,282.16,296.28,305.92,305.24,300.84,292.39,282.43,281.79,274.19,276.14,270.78,269.91,268.14,266.24,248.95,184.27,194.07,189.98,187.84,,,
2013-07-14 22:21:58.456000,L8,337.27,300.22,304.25,297.58,289.84,286.92,275.34,289.36,261.80,286.34,292.85,300.19,300.96,297.17,289.21,281.96,277.10,270.98,270.01,266.84,262.01,261.14,261.39,245.79,187.28,187.56,190.90,185.27,,,
2013-07-30 22:21:59.508000,L8,289.91,269.08,263.98,260.04,253.12,240.24,221.57,241.95,,241.01,257.53,251.82,252.69,191.06,244.28,236.32,227.21,216.76,217.21,212.51,213.49,214.55,211.48,,,,,,,,
2013-09-16 22:21:57.385000,L8,300.85,291.07,295.92,290.11,282.35,279.24,272.35,281.51,256.31,283.16,293.04,298.08,296.87,295.02,284.01,279.31,275.04,271.37,268.60,263.47,262.53,259.97,259.91,203.30,179.75,192.34,195.23,187.64,,,
2013-10-18 22:21:49.490000,L8,307.81,311.68,314.08,308.99,319.08,338.09,342.67,334.96,337.37,282.97,295.72,298.37,350.18,340.90,284.81,281.24,275.53,281.24,307.05,306.34,301.82,304.25,290.69,208.70,180.53,194.66,196.11,185.75,277.44,282.27,264.99
2013-12-21 22:21:27.090000,L8,305.03,288.00,294.58,292.26,284.36,280.88,276.12,286.53,265.54,301.68,297.54,303.47,302.91,298.12,288.92,289.49,279.14,278.74,274.15,275.58,268.32,270.39,271.91,210.05,185.36,195.97,197.35,189.77,,,
2014-03-02 22:26:45.220000,L8,301.62,296.14,309.45,309.96,332.59,339.73,319.07,333.88,282.49,284.02,319.68,349.09,300.65,295.57,286.10,279.40,275.14,271.75,270.25,310.59,295.70,270.63,287.50,208.21,181.17,192.84,193.67,184.18,,,
2014-05-14 22:19:32.642000,L8,288.89,271.10,264.93,262.00,258.16,242.35,202.45,,,,,263.23,271.87,268.08,259.84,248.69,239.22,243.49,246.99,244.93,242.48,240.97,238.67,,,,,,,,
2014-05-30 22:19:34.937000,L8,,,,267.94,256.49,247.16,227.27,247.85,,252.13,184.80,214.48,197.54,187.62,173.95,211.29,208.93,215.25,226.23,220.06,,,,,,,,,,,
2014-07-01 22:19:46.174000,L8,295.29,269.86,265.18,264.63,251.80,242.72,219.19,,,242.70,258.43,263.13,255.60,254.63,249.78,238.49,230.47,224.17,223.13,223.53,219.90,221.70,218.71,,,,,,,,
2014-07-17 22:19:52.017000,L8,317.81,300.56,300.07,297.35,292.32,288.96,272.20,284.56,266.61,280.52,295.12,374.83,373.08,366.14,286.51,279.21,276.21,269.76,266.98,264.81,263.09,261.50,260.27,240.07,196.43,193.95,189.85,186.64,,,
2014-09-03 22:20:06.649000,L8,310.48,290.78,295.96,291.47,285.43,284.78,272.04,282.39,256.42,280.80,292.70,296.87,297.17,293.49,280.87,279.27,275.08,269.37,267.39,265.44,262.57,262.42,259.19,210.00,179.39,190.07,191.55,183.95,,,
2014-10-21 22:20:13.482000,L8,300.38,292.51,300.87,304.23,303.38,303.78,271.70,317.18,319.78,336.84,342.92,300.41,299.70,295.72,287.64,324.05,315.30,302.12,310.35,298.33,304.03,285.47,292.32,199.55,180.64,193.39,194.74,185.78,,305.25,282.84
2014-11-06 22:20:13.200000,L8,299.01,284.10,292.05,288.98,289.59,282.67,276.89,285.97,258.09,283.17,296.27,301.56,297.91,296.31,290.36,285.07,282.18,273.60,274.24,271.91,266.89,264.06,258.74,195.38,176.45,187.01,188.68,177.68,,,
2014-12-24 22:20:05.791000,L8,299.72,286.78,294.48,291.49,284.84,281.58,266.12,279.22,266.32,287.37,301.22,351.06,299.57,296.95,296.95,289.85,287.67,278.11,277.13,277.26,268.96,265.39,260.75,197.39,181.53,193.91,195.73,185.85,,,
2015-01-25 22:19:56.553000,L8,303.93,284.49,293.58,290.97,282.68,280.86,275.07,282.27,262.62,286.59,298.56,304.10,300.27,298.77,287.83,288.27,278.81,281.64,273.92,275.26,266.00,264.74,261.38,200.15,180.84,191.06,193.66,184.86,,,
2015-02-10 22:19:50.748000,L8,299.34,285.03,293.63,290.37,282.03,279.16,274.77,278.43,259.32,285.13,296.42,302.64,299.19,293.34,286.63,282.88,278.51,276.37,273.44,269.70,264.18,261.87,261.10,201.98,179.90,188.39,192.10,183.82,,,
2015-02-26 22:19:46.745000,L8,306.76,285.26,293.14,289.66,284.07,280.27,274.07,278.33,262.48,285.74,296.19,301.54,298.78,293.22,289.21,282.92,279.89,276.69,274.65,270.38,264.63,262.69,262.23,205.08,182.12,186.73,192.51,182.49,,,
2015-03-14 22:19:35.284000,L8,317.57,287.46,294.40,289.89,333.35,346.07,352.27,282.55,269.20,287.49,296.18,303.44,298.80,297.45,313.02,281.41,288.10,273.71,322.47,299.29,303.76,263.48,259.89,209.55,185.00,192.02,194.34,185.30,,,
2015-04-15 22:19:22.587000,L8,308.51,297.51,309.51,290.99,284.99,284.54,270.30,284.91,268.91,328.54,295.94,299.71,297.18,312.28,299.89,280.78,300.49,306.84,296.43,278.32,268.40,266.21,263.90,233.74,183.27,191.70,194.22,185.35,,,
2015-05-01 22:19:12.426000,L8,310.61,294.41,304.62,293.50,286.13,284.01,265.78,277.02,266.88,282.63,293.23,296.21,295.69,289.38,283.84,280.29,277.19,270.85,268.97,269.13,263.84,264.08,260.19,211.64,183.24,191.13,190.22,183.80,,,
2015-08-05 22:19:36.851000,L8,323.72,296.31,300.84,292.72,286.34,285.68,268.53,283.14,269.59,285.55,291.52,297.97,293.88,286.84,284.66,277.83,276.25,268.63,266.54,262.92,259.09,260.59,260.00,238.83,179.55,188.10,192.44,187.17,,,
2015-08-21 22:19:45.276000,L8,321.85,297.01,301.77,297.98,289.03,286.79,271.26,285.70,268.45,283.05,291.85,297.22,325.54,291.85,286.79,283.01,278.85,271.98,271.40,266.58,264.09,262.23,260.11,247.42,238.90,196.76,191.87,167.79,,,
