dates,satname,nzd0465-0000,nzd0465-0001,nzd0465-0002,nzd0465-0003,nzd0465-0004,nzd0465-0005,nzd0465-0006,nzd0465-0007,nzd0465-0008,nzd0465-0009,nzd0465-0010,nzd0465-0011,nzd0465-0012,nzd0465-0013,nzd0465-0014,nzd0465-0015,nzd0465-0016,nzd0465-0017,nzd0465-0018,nzd0465-0019,nzd0465-0020,nzd0465-0021
2006-12-16 22:27:27.041000,L5,295.54,266.10,253.26,248.33,245.73,248.85,267.55,268.33,264.69,261.93,259.26,263.73,264.30,269.06,259.00,246.34,249.84,267.27,262.14,252.11,248.62,262.47
2007-01-01 22:27:33.997000,L5,307.19,287.33,276.99,268.50,262.82,265.09,271.54,277.72,268.65,263.67,263.90,270.29,256.29,265.86,271.53,261.13,259.58,270.24,276.13,269.52,266.55,269.77
2007-01-26 22:21:31.018000,L5,268.20,235.03,222.31,222.68,226.25,228.69,245.34,252.52,244.67,246.44,243.88,248.06,256.80,261.24,267.82,262.50,266.21,290.38,290.61,287.87,293.64,300.78
2007-02-11 22:21:32.545000,L5,288.16,251.11,236.57,225.95,226.73,228.55,244.01,250.69,252.83,253.70,251.63,274.15,281.24,282.03,283.42,276.12,280.92,305.65,323.64,312.28,293.48,296.72
2007-02-27 22:21:32.058000,L5,270.82,238.62,221.13,222.77,207.47,215.60,238.42,238.29,240.10,231.77,239.93,256.28,274.20,275.95,275.60,279.13,283.96,296.66,298.89,287.57,291.75,293.34
2007-09-23 22:19:35.432000,L5,266.67,228.30,210.81,212.93,212.90,223.93,241.66,241.86,249.75,251.71,256.58,261.22,256.91,260.68,280.59,271.40,272.30,267.09,267.36,293.26,294.89,300.49
2009-01-31 22:12:04.634000,L5,292.20,254.83,241.74,242.84,243.71,243.76,253.16,252.30,256.63,281.38,301.56,276.61,259.82,262.85,281.78,289.56,326.92,346.73,307.74,308.87,315.85,326.75
2011-01-12 22:22:41.029000,L5,313.63,279.09,277.08,274.11,265.39,268.25,283.56,285.10,269.73,262.06,252.89,273.32,293.76,290.47,275.64,256.95,247.48,261.00,279.47,286.60,284.64,286.09
2011-01-21 22:16:30.381000,L5,294.28,247.22,229.67,230.30,224.40,231.79,247.26,250.56,242.12,240.34,249.08,266.32,293.90,288.74,289.82,283.75,276.89,271.40,278.30,298.00,302.17,307.22
2013-05-02 22:28:22.407000,L8,238.60,204.02,187.33,189.19,192.76,194.22,200.72,212.20,210.60,212.86,207.37,211.92,225.86,235.65,239.45,231.44,193.11,236.87,238.45,246.86,244.82,255.63
2013-06-26 22:34:41.856000,L8,280.69,252.62,242.02,235.20,231.81,225.34,247.80,242.23,242.55,232.48,221.85,230.51,234.05,238.07,,220.42,210.13,210.20,215.84,221.15,193.00,225.08
2013-07-12 22:34:44.323000,L8,276.88,251.13,235.43,229.24,226.41,219.24,239.92,239.76,237.58,232.99,214.03,,,,,,,,207.00,219.50,189.83,222.69
2013-08-13 22:34:45.445000,L8,,,,,,,,,235.88,230.90,219.16,231.18,226.29,189.68,,,,,,,,
2013-09-14 22:34:43.899000,L8,322.37,295.19,286.56,285.74,265.75,271.07,282.70,282.62,278.48,286.34,295.51,295.64,300.10,310.45,315.17,272.03,288.86,304.64,276.81,276.39,261.81,269.44
2013-09-23 22:28:28.042000,L8,223.83,203.41,190.63,187.80,192.87,199.15,207.08,220.71,218.72,220.36,213.47,224.75,217.39,205.19,,,,,,,,
2013-11-10 22:28:18.375000,L8,306.65,278.10,285.34,312.58,292.77,289.40,293.08,315.68,301.35,329.49,307.02,305.42,317.95,315.58,508.75,418.68,421.37,464.37,461.96,457.33,409.91,433.38
2013-11-17 22:34:25.042000,L8,361.30,286.93,280.55,281.37,267.94,270.98,279.43,280.78,275.85,289.62,277.81,277.82,279.22,275.09,279.82,275.92,286.45,283.17,286.06,281.99,267.49,274.11
2013-12-03 22:34:22.573000,L8,378.82,374.56,288.30,279.31,280.66,279.72,287.10,294.04,298.03,295.37,284.73,281.45,281.70,280.91,281.51,274.88,278.54,298.58,370.97,288.17,284.91,340.49
2013-12-28 22:27:59.710000,L8,281.00,246.25,244.69,248.87,266.95,291.34,296.96,301.87,289.95,296.90,316.42,325.73,309.86,318.37,333.31,371.20,311.83,316.10,319.03,304.02,310.60,327.15
2014-01-13 22:27:45.180000,L8,266.00,241.26,233.70,227.19,231.77,229.76,243.83,253.84,249.29,258.64,265.45,284.72,279.07,448.69,421.10,408.11,281.31,298.30,297.91,297.31,300.26,307.53
2014-02-05 22:33:44.781000,L8,342.25,324.61,329.90,320.69,295.52,460.49,498.09,334.52,356.24,358.38,323.65,315.78,324.70,330.60,308.94,335.66,310.84,297.67,332.44,360.54,375.23,415.30
2014-03-02 22:27:09.178000,L8,256.23,231.54,222.88,223.39,223.97,220.10,240.52,244.88,235.53,238.48,239.52,245.73,255.11,267.50,266.92,237.19,,,,,,
2014-04-10 22:32:49.425000,L8,382.21,342.38,325.23,285.82,281.19,282.61,294.40,297.46,301.08,326.87,292.58,287.33,285.53,324.20,311.87,347.04,299.47,304.85,307.58,352.02,316.61,456.95
2014-05-12 22:32:19.647000,L8,278.35,245.80,233.58,223.45,225.32,218.61,238.28,237.68,241.33,230.54,204.13,226.05,225.38,229.84,191.32,,,,217.85,223.16,195.28,222.15
2014-07-15 22:32:37.463000,L8,278.04,253.03,236.36,229.30,231.39,228.01,245.14,247.27,239.45,237.32,216.35,236.05,231.54,237.84,163.22,,,,156.35,226.25,202.02,225.75
2014-09-01 22:32:51.438000,L8,384.15,336.40,333.55,342.66,356.85,368.44,373.91,380.60,302.77,409.36,454.42,421.09,413.87,430.91,327.70,498.54,335.81,503.28,418.64,352.05,380.59,378.35
2014-11-04 22:32:58.094000,L8,368.61,329.08,279.58,272.50,270.76,269.87,280.70,287.95,277.42,273.38,279.43,278.57,284.28,278.81,296.96,305.12,311.78,298.29,270.21,268.91,360.68,314.39
2014-12-15 22:26:40.930000,L8,290.04,257.08,255.87,273.66,303.04,316.78,349.73,262.80,256.13,264.00,273.82,311.48,280.79,297.81,305.34,315.19,361.73,389.34,359.90,327.98,450.94,479.13
2014-12-22 22:32:52.265000,L8,372.96,291.21,277.15,273.09,272.47,271.13,278.43,285.28,277.50,270.46,266.01,269.45,267.03,286.30,296.79,286.77,281.76,279.66,266.23,262.85,261.51,276.34
2015-02-08 22:32:38.133000,L8,332.18,301.29,294.41,287.15,281.28,276.02,278.78,410.93,396.46,403.14,407.90,309.44,324.27,310.67,293.65,305.08,271.94,277.49,271.21,258.80,260.99,269.01
2015-04-13 22:32:08.069000,L8,,,,244.24,235.62,248.90,260.01,263.00,255.78,253.60,250.40,251.16,,,,245.35,242.23,239.89,238.51,238.94,236.78,229.76
2015-05-24 22:25:38.197000,L8,,,,,,,,,,,,,,,,,,,,241.74,205.31,235.01
2015-07-11 22:26:05.596000,L8,230.97,200.29,181.48,185.58,192.13,192.49,197.11,217.74,204.92,217.06,209.96,211.96,223.15,227.71,237.09,,,,228.09,239.51,227.50,243.80
2015-07-18 22:32:19.409000,L8,274.70,243.29,228.55,221.25,219.36,,,,,230.49,206.80,228.03,226.54,232.43,,,,,212.40,213.03,190.12,224.93
2015-08-19 22:32:30.043000,L8,,,,,,,,,,,,,,,,,,,219.71,209.88,192.01,226.29
2015-09-13 22:26:29.621000,L8,272.14,237.93,379.87,383.62,228.81,232.65,248.80,315.57,332.48,322.92,319.25,310.13,272.22,313.09,310.02,301.56,389.27,434.35,294.65,335.96,327.45,321.87
2015-09-20 22:32:43.512000,L8,374.78,313.63,342.06,317.49,318.98,281.45,294.38,297.51,292.20,287.12,283.18,395.67,404.03,414.42,469.12,472.72,286.17,284.25,292.57,340.78,395.31,494.13
2015-12-18 22:26:42.726000,L8,268.55,262.68,219.60,216.68,217.09,221.66,233.69,242.48,240.88,242.02,242.91,248.44,252.83,265.01,272.56,269.17,268.68,275.73,275.88,277.00,292.88,303.87
2016-01-03 22:26:39.547000,L8,285.31,272.08,258.69,270.08,296.42,313.64,305.44,356.73,373.39,375.20,405.82,401.30,434.57,456.68,459.16,459.53,412.45,353.87,384.97,509.52,498.44,527.18
2016-01-10 22:32:49.418000,L8,316.80,291.68,281.47,275.21,268.98,281.15,287.23,282.31,281.47,287.12,279.52,269.98,277.49,277.74,292.96,304.67,298.09,292.57,293.38,271.78,262.59,282.72
2016-03-07 22:26:26.859000,L8,,,,,,,,,,,,,208.81,217.46,233.13,227.06,195.86,224.15,239.87,,,
2016-04-24 22:26:04.497000,L8,,,,,,,,,,,,,,,,,,,207.26,243.37,242.58,252.12
2016-05-26 22:26:12.554000,L8,234.48,198.41,183.03,185.90,194.37,,,,,,,214.64,218.24,222.30,237.78,,,,,239.76,209.81,245.81
2016-06-02 22:32:25.353000,L8,291.85,250.71,242.97,234.71,233.52,234.96,250.84,242.72,247.02,241.92,235.91,239.29,237.14,241.05,227.27,225.56,221.95,218.55,224.36,227.86,186.29,
2016-06-11 22:26:15.919000,L8,238.66,201.62,187.24,190.81,190.59,191.84,200.32,213.52,210.02,214.88,217.18,174.92,226.66,237.16,239.45,,,,,245.13,220.25,243.42
2016-06-27 22:26:23.365000,L8,239.44,202.19,187.61,186.80,193.68,193.40,202.77,216.42,200.21,217.02,211.24,175.00,221.70,229.37,228.44,,,,,237.06,223.38,237.50
2016-07-04 22:32:37.915000,L8,285.96,252.66,235.37,233.44,229.65,227.53,243.10,258.34,245.92,249.51,222.00,241.40,232.93,244.87,,,,,208.71,225.57,188.43,225.16
2016-07-20 22:32:44.045000,L8,315.88,287.34,277.86,271.00,269.34,263.96,277.94,282.33,271.02,266.02,265.85,260.97,269.99,285.82,264.36,288.38,277.87,253.26,256.09,250.78,254.35,260.89
2016-08-05 22:32:46.763000,L8,274.89,247.18,233.99,228.12,229.92,226.69,240.26,246.76,242.76,240.37,230.72,238.65,234.86,239.63,226.66,,,,220.74,230.12,206.79,229.79
2016-08-14 22:26:38.015000,L8,250.20,220.74,208.78,206.66,204.77,204.64,210.60,223.33,208.23,,,,,,,,,,,259.80,234.85,251.23
2016-09-22 22:32:59.262000,L8,,,,,,,,,,,207.28,227.85,221.56,231.17,225.54,219.24,211.59,220.90,218.30,228.32,224.60,233.82
2016-10-08 22:33:02.908000,L8,332.43,302.87,279.22,272.86,270.35,275.25,293.87,283.04,277.92,307.36,296.64,278.88,272.13,292.36,282.51,282.77,299.21,256.91,256.21,258.60,259.68,267.82
2016-11-09 22:33:04.659000,L8,322.77,296.82,289.02,272.05,267.06,272.57,288.97,307.74,316.53,319.05,262.85,265.91,275.43,286.79,284.41,285.26,278.03,280.79,272.04,282.24,264.20,268.57
2016-11-18 22:26:54.715000,L8,,,,,,,,,,,,,,,,,237.53,243.32,245.29,256.16,262.21,270.69
2016-12-04 22:26:53.506000,L8,343.67,372.23,465.85,508.53,500.16,508.64,529.07,409.71,394.84,254.21,272.29,266.33,266.06,275.85,282.61,295.98,301.91,301.37,305.34,314.98,298.38,311.80
2016-12-11 22:33:02.499000,L8,317.63,287.47,281.36,269.38,266.23,265.73,278.41,284.30,277.35,285.75,285.12,282.15,268.99,276.59,279.04,265.45,262.10,269.62,269.54,262.80,261.02,266.76
2017-02-06 22:26:33.532000,L8,275.22,239.15,244.73,261.01,277.11,234.34,283.34,256.60,255.46,252.10,257.65,259.97,260.27,325.78,307.28,290.55,300.30,293.93,318.94,344.07,296.25,307.37
2017-02-22 22:26:28.144000,L8,280.85,241.05,236.55,279.16,286.81,322.31,380.71,380.07,341.34,317.52,344.95,347.57,305.42,325.82,357.43,357.07,348.23,292.02,297.07,342.71,352.70,350.58
2017-03-17 22:32:26.652000,L8,402.80,315.89,307.48,325.70,345.07,366.50,445.86,373.33,347.98,339.88,323.26,318.57,475.23,402.26,324.35,367.29,478.15,402.73,411.21,335.62,372.09,294.23
2017-03-26 22:26:10.766000,L8,317.58,235.24,224.44,228.80,262.70,274.79,311.94,270.03,256.05,301.70,279.75,279.64,312.07,343.33,352.75,355.79,356.27,381.59,387.83,320.28,376.99,425.30
2017-04-02 22:32:18.852000,L8,339.17,325.25,295.95,272.10,282.67,265.75,281.23,277.51,272.25,270.78,268.31,267.33,275.40,276.90,273.16,267.69,266.65,261.45,254.95,258.86,257.54,264.47
2017-05-04 22:32:03.123000,L8,276.31,241.91,231.36,200.26,,,240.52,239.68,241.52,233.44,219.84,227.71,222.61,235.40,168.75,206.60,208.82,219.88,174.00,223.82,215.13,230.50
2017-05-20 22:32:14.958000,L8,283.38,244.49,238.05,227.21,230.76,226.46,243.34,244.46,245.59,235.33,236.79,230.47,232.96,235.35,222.17,,,,222.19,225.86,209.80,225.81
2017-08-01 22:26:32.514000,L8,236.18,201.12,186.97,187.03,193.70,192.29,204.31,215.06,213.21,216.89,207.43,218.21,220.60,230.87,240.33,,,,,248.47,245.32,261.80
2017-09-02 22:26:40.811000,L8,285.93,240.54,232.73,255.62,276.36,242.58,255.72,265.32,273.86,281.35,288.40,316.36,309.19,308.70,314.32,310.80,297.47,295.51,305.45,315.49,322.39,320.99
2017-09-09 22:32:51.783000,L8,323.48,300.25,285.83,272.27,283.19,284.41,300.31,304.11,269.08,289.21,275.96,283.75,289.85,289.63,294.66,278.60,280.19,260.89,273.50,279.75,257.43,267.50
2017-09-18 22:26:42.973000,L8,272.48,242.08,243.31,270.15,263.81,240.21,267.79,343.55,284.96,508.23,437.98,315.03,307.74,320.19,432.51,368.92,401.50,309.97,357.08,359.96,389.59,333.00
2017-09-25 22:32:57.153000,L8,270.81,242.57,236.30,227.70,229.30,218.31,242.59,246.66,243.41,237.89,232.30,210.06,,215.05,231.75,237.80,228.64,227.84,227.99,230.06,232.55,237.40
2017-10-04 22:26:49.608000,L8,281.53,302.71,288.36,301.05,261.97,297.98,286.74,251.07,263.93,294.93,306.72,293.57,297.93,306.51,329.07,287.19,286.10,293.26,338.81,422.66,456.99,338.67
2017-10-11 22:33:02.069000,L8,327.91,338.22,281.50,270.48,264.10,267.67,277.54,277.87,271.99,275.36,268.57,268.84,270.42,273.59,278.18,276.84,264.45,261.49,257.11,267.90,264.52,267.09
2017-10-27 22:33:03.294000,L8,371.18,328.89,311.62,315.06,329.74,304.29,447.59,433.54,479.83,512.62,455.56,474.00,311.31,326.31,335.67,338.92,328.14,309.49,289.01,380.81,422.42,294.54
2017-11-12 22:33:00.649000,L8,391.41,366.66,436.91,485.14,312.94,288.63,450.48,499.99,478.71,351.54,343.14,346.07,297.76,350.17,525.45,475.55,476.11,499.73,512.82,460.10,356.06,536.84
2017-11-28 22:32:54.093000,L8,355.45,297.39,293.85,274.71,292.54,288.74,287.23,282.74,291.27,321.19,459.47,479.50,500.69,278.32,288.25,309.32,294.69,285.88,275.01,269.96,279.89,278.24
2018-02-16 22:32:32.886000,L8,332.90,319.79,298.91,309.49,271.72,275.21,309.42,317.74,315.50,307.45,288.88,285.28,281.25,291.49,310.27,306.37,303.55,299.49,299.33,291.76,285.85,277.89
2018-02-25 22:26:18.105000,L8,276.23,247.86,262.23,251.41,223.41,230.60,236.89,244.96,247.22,247.67,250.95,255.05,254.34,267.44,297.99,276.21,277.29,278.47,284.22,286.29,299.11,305.15
2018-03-04 22:32:25.254000,L8,385.03,330.38,330.97,346.61,377.05,421.12,368.33,379.31,405.34,340.33,330.39,315.87,322.15,353.05,395.08,380.76,374.67,374.79,381.73,380.51,384.03,337.43
2018-04-30 22:25:44.384000,L8,,,,,,,,211.18,196.64,209.82,204.70,210.35,222.53,223.18,232.91,234.24,195.01,233.33,208.75,248.01,246.77,245.03
2018-06-01 22:25:21.565000,L8,,,,,,,,208.92,216.33,216.45,214.43,220.07,225.44,231.87,242.02,240.07,218.28,238.39,243.79,250.74,250.29,267.42
2018-06-17 22:25:29.713000,L8,237.05,197.07,185.60,183.96,187.36,188.03,196.34,213.41,205.04,215.33,210.08,211.97,213.85,222.55,238.51,237.51,188.73,197.18,175.31,243.83,228.78,257.90
2018-06-24 22:31:44.988000,L8,283.42,251.08,243.56,232.72,230.67,195.67,243.21,243.12,245.46,235.92,208.76,221.67,215.75,230.11,162.59,,,,,,,
2018-09-05 22:26:09.170000,L8,331.40,302.01,289.06,256.27,286.70,299.42,324.31,335.92,305.31,323.10,332.62,334.96,350.59,312.99,348.90,332.87,284.21,294.10,312.80,310.00,309.26,318.28
2018-09-21 22:26:13.553000,L8,284.08,296.48,325.27,365.96,432.12,493.03,525.04,523.79,285.86,299.01,308.19,278.28,268.98,312.27,310.57,466.96,458.02,454.34,448.13,415.40,427.76,301.96
2018-10-14 22:32:35.417000,L8,364.54,373.93,350.04,440.74,446.67,370.80,479.24,326.87,355.81,346.27,324.56,337.61,519.74,497.75,499.46,444.46,301.10,302.88,342.87,476.77,506.53,305.95
2018-12-01 22:32:39.915000,L8,327.25,300.95,290.87,288.16,294.14,284.80,290.65,291.41,292.20,327.67,314.29,289.47,287.63,290.47,298.18,329.38,298.95,292.96,285.86,273.19,272.90,282.13
2019-01-11 22:26:25.210000,L8,285.92,256.57,251.06,308.99,319.88,339.38,247.15,261.26,285.16,302.89,301.99,267.81,295.73,337.28,386.82,387.20,455.88,449.00,504.71,474.55,511.62,518.82
2019-02-19 22:32:28.626000,L8,385.15,349.49,429.29,297.81,320.99,275.42,302.96,310.02,362.44,426.86,449.07,420.46,342.37,358.64,414.16,315.97,299.41,304.34,428.87,273.87,265.79,273.39
2019-02-28 22:26:15.313000,L8,340.74,348.89,378.71,306.34,250.60,298.49,350.08,306.99,299.49,288.14,318.90,276.70,419.83,452.91,437.42,402.20,312.80,343.30,349.15,414.36,370.63,401.91
2019-03-07 22:32:23.651000,L8,378.58,478.80,406.91,279.34,280.97,311.27,290.94,303.78,311.80,319.97,316.47,276.91,323.04,339.13,307.84,336.99,291.16,299.96,306.99,286.90,284.73,276.83
2019-04-01 22:26:06.574000,L8,269.74,240.23,233.76,225.73,227.45,235.35,253.62,268.47,253.07,256.60,270.92,275.62,284.39,282.68,295.90,310.28,311.10,279.49,292.37,310.84,314.54,307.97
2019-04-17 22:26:00.878000,L8,293.23,239.87,227.53,226.41,226.00,230.73,241.46,259.60,276.24,282.28,271.89,280.33,286.86,276.93,285.83,290.58,305.03,318.07,308.96,307.05,317.21,322.35
2019-05-19 22:26:11.560000,L8,236.56,203.10,188.55,184.40,186.06,188.77,190.39,215.10,203.68,216.77,205.46,213.23,211.39,217.85,223.38,,,,,230.59,203.29,232.38
2019-06-04 22:26:19.798000,L8,236.55,201.44,187.09,184.39,184.67,192.87,,,,,,,,,,,,,,233.47,205.61,231.06
2019-07-06 22:26:29.759000,L8,353.38,475.14,355.30,529.67,314.96,294.43,291.01,269.29,319.00,344.03,264.82,316.47,263.52,316.24,276.90,259.33,304.25,241.06,283.18,308.28,287.98,243.79
2019-08-30 22:32:56.961000,L8,,,213.66,224.17,227.93,226.08,241.88,245.69,170.01,201.79,223.53,229.19,232.23,234.71,239.45,229.67,217.56,221.09,,,,
2019-09-08 22:26:48.392000,L8,271.60,244.34,245.27,248.51,229.37,220.60,238.75,251.04,246.59,244.73,246.60,251.13,254.94,262.51,271.93,268.47,268.99,270.74,272.62,283.66,297.84,305.13
2019-10-01 22:33:06.597000,L8,324.95,294.19,287.99,278.29,282.06,267.45,284.79,282.68,273.11,274.04,292.91,279.82,273.67,276.34,282.29,310.89,283.07,275.42,297.77,296.36,286.47,291.80
2019-11-11 22:26:55.947000,L8,275.69,234.33,224.25,221.98,222.43,230.71,239.68,254.18,241.87,271.81,254.19,275.39,284.69,271.19,273.17,271.04,268.51,297.61,297.95,293.97,314.57,309.84
2019-12-20 22:33:01.650000,L8,336.27,302.32,296.64,279.16,282.42,279.34,303.77,323.16,291.51,290.47,279.80,274.61,282.06,294.29,547.42,459.10,515.80,491.66,283.05,270.35,269.86,279.33
2020-01-14 22:26:44.901000,L8,295.35,258.12,258.21,266.49,247.84,236.60,246.56,270.93,284.15,291.66,282.11,324.04,351.03,342.43,292.65,291.55,340.25,355.96,343.27,340.38,317.00,320.72
2020-02-22 22:32:45.104000,L8,387.86,341.37,290.18,275.71,271.13,276.60,296.40,314.29,319.80,310.74,313.45,286.64,291.40,310.70,406.41,405.00,363.32,365.81,331.98,380.87,287.62,298.43
2020-06-29 22:32:31.406000,L8,288.42,249.90,238.56,235.94,229.34,,188.12,249.46,244.56,240.39,240.27,234.34,226.06,235.54,,,,,214.52,225.36,180.82,215.02
2020-07-08 22:26:24.366000,L8,240.16,205.31,191.63,187.83,192.45,193.76,205.24,215.83,211.55,215.51,205.00,217.53,215.34,219.32,234.94,,,,,242.79,230.80,231.96
