dates,satname,nzd0341-0000,nzd0341-0010,nzd0341-0011,nzd0341-0012,nzd0341-0013,nzd0341-0014,nzd0341-0015,nzd0341-0016,nzd0341-0020,nzd0341-0021,nzd0341-0022,nzd0341-0023,nzd0341-0024,nzd0341-0025,nzd0341-0026,nzd0341-0027,nzd0341-0028,nzd0341-0029,nzd0341-0030,nzd0341-0031,nzd0341-0032,nzd0341-0033,nzd0341-0035,nzd0341-0036,nzd0341-0037,nzd0341-0044,nzd0341-0001,nzd0341-0002,nzd0341-0003,nzd0341-0004,nzd0341-0005,nzd0341-0006,nzd0341-0007,nzd0341-0008,nzd0341-0009,nzd0341-0017,nzd0341-0018,nzd0341-0019,nzd0341-0034,nzd0341-0038,nzd0341-0039,nzd0341-0040,nzd0341-0041,nzd0341-0042,nzd0341-0043
2000-07-29 21:51:50.349000,L7,356.21,305.79,389.89,392.49,385.45,375.68,359.46,337.27,345.57,333.94,327.62,328.01,327.12,325.16,326.95,340.86,346.88,355.63,345.62,342.96,341.55,312.41,314.31,316.28,320.97,349.28,369.47,360.85,380.17,354.76,288.41,266.41,251.95,254.69,233.53,316.65,321.47,324.46,311.26,320.63,329.74,340.15,333.63,337.25,343.10
2000-07-29 21:52:14.316000,L7,357.93,232.68,237.32,236.54,384.89,372.33,356.28,333.63,335.13,331.33,322.74,327.17,325.65,323.00,325.93,340.49,346.55,354.78,343.60,342.12,338.70,312.10,313.76,317.62,321.23,351.09,369.69,364.64,377.02,349.33,290.45,263.49,252.94,252.82,235.28,316.44,321.49,325.73,309.85,321.27,329.87,335.55,332.99,336.58,342.93
2000-08-14 21:51:44.223000,L7,228.03,190.59,170.89,198.57,195.29,196.00,204.88,191.50,209.13,247.12,269.79,232.41,262.27,275.39,274.77,277.17,296.45,231.36,254.02,251.25,255.61,181.06,,250.74,225.18,289.09,,,,,,,,217.50,183.50,,,150.67,,213.41,265.80,268.81,266.34,243.67,226.03
2000-08-14 21:52:08.182000,L7,228.72,190.06,170.54,196.99,195.72,196.23,202.22,190.10,208.98,247.40,269.89,232.11,262.91,276.46,276.28,276.99,296.14,228.23,282.25,248.96,256.59,181.60,233.58,250.15,227.44,290.27,,,,,,,,218.39,182.13,,,149.09,,216.21,265.64,271.57,268.65,244.20,270.27
2000-09-15 21:51:13.624000,L7,364.80,496.68,518.43,236.28,233.80,237.98,312.52,339.77,332.73,323.54,409.08,417.04,414.27,429.47,348.64,356.08,350.69,468.46,341.83,339.03,330.02,523.30,451.98,314.52,327.06,467.75,363.49,361.72,367.29,357.91,323.01,264.55,245.34,246.44,491.15,326.31,321.28,323.20,502.54,322.50,339.87,345.30,336.91,337.87,339.59
2000-10-26 21:45:10.779000,L7,374.79,251.24,258.73,386.35,381.46,371.96,356.64,342.10,508.55,340.53,338.09,338.64,353.92,372.01,378.14,354.31,358.07,369.19,364.92,353.84,340.79,322.97,323.77,330.69,337.88,353.57,384.23,377.36,387.41,378.35,353.23,367.85,364.22,373.35,349.96,509.80,519.59,473.61,314.56,345.73,352.43,353.83,354.81,352.06,355.89
2000-12-04 21:50:58.069000,L7,427.87,,,,,436.22,445.87,496.28,401.63,425.99,441.96,445.11,463.84,449.32,478.73,494.45,512.33,516.07,509.46,481.92,473.93,452.82,363.89,391.53,435.15,401.69,477.66,408.56,418.58,409.78,386.69,450.86,470.62,,,439.10,455.16,433.25,404.07,491.50,511.20,449.10,461.28,451.71,419.43
2000-12-04 21:51:22.024000,L7,427.23,,,,,435.34,444.10,492.31,401.28,425.43,438.47,443.99,461.75,449.90,478.74,495.22,511.40,514.99,509.87,481.92,471.98,452.69,362.42,392.62,436.90,401.47,477.68,407.30,418.05,409.94,385.53,449.16,470.69,,,438.68,455.66,433.11,403.21,492.44,510.55,447.93,461.48,450.88,417.66
2001-01-05 21:51:04.492000,L7,378.89,289.15,324.26,258.96,423.23,400.19,371.23,367.65,357.12,354.58,364.90,365.86,364.71,365.83,366.64,384.67,409.81,409.86,384.22,369.46,365.27,350.58,340.66,344.42,351.18,377.24,375.50,372.32,384.49,387.54,357.23,370.76,330.28,335.81,303.87,365.62,364.85,360.71,344.12,358.23,376.19,368.87,367.63,370.47,376.01
2001-01-05 21:51:28.457000,L7,380.71,296.69,324.49,356.73,359.26,341.33,314.92,308.66,355.86,353.70,364.44,364.75,364.15,365.28,365.96,386.12,409.37,405.28,383.83,369.27,364.77,346.74,341.03,345.63,351.91,376.88,375.19,371.77,385.89,384.77,353.23,370.26,330.51,336.12,314.72,299.49,364.38,358.37,343.32,358.26,381.41,365.95,368.60,370.36,377.17
2001-04-27 21:50:43.832000,L7,319.05,197.64,169.52,,166.25,208.88,213.36,198.67,,255.80,270.76,261.22,202.79,207.77,,186.88,195.54,210.58,237.78,222.95,250.21,224.98,235.42,246.42,241.53,,322.21,327.65,343.08,288.26,248.55,242.24,230.07,226.58,179.00,149.48,,,229.77,228.62,272.92,275.55,153.74,245.34,
2001-04-27 21:51:07.792000,L7,393.44,335.21,345.40,519.10,521.57,510.00,499.20,481.67,349.72,425.35,361.16,428.69,423.14,439.37,447.75,438.57,429.73,428.48,391.32,386.31,399.31,452.65,391.66,427.63,427.80,422.39,445.83,396.17,452.63,526.00,443.40,310.67,327.66,329.46,330.88,476.38,494.83,393.13,417.41,415.83,430.48,400.68,419.30,413.96,413.43
2001-05-13 21:50:33.259000,L7,227.38,192.74,164.93,162.62,,,,,216.19,202.32,262.53,248.93,225.77,221.90,225.27,261.43,258.44,218.64,241.00,231.03,246.11,223.95,239.30,175.09,236.23,,202.96,,322.50,,,,,219.99,182.84,,,,226.65,,,,,,
2001-05-13 21:50:57.045000,L7,,,,,,,,,164.90,182.36,241.55,241.15,245.26,235.50,246.09,213.77,205.16,215.01,257.55,175.72,193.54,185.74,,,,,,,,,,,,,,,,,,,,,,,
2001-05-22 21:44:42.575000,L7,361.68,232.73,231.38,235.91,224.20,332.01,490.85,468.86,472.79,338.29,337.75,335.85,342.58,344.14,342.74,353.91,356.22,360.62,348.51,343.81,349.18,317.79,315.91,318.78,327.21,353.69,369.14,371.21,377.30,356.98,296.07,357.59,356.61,253.23,237.42,471.76,465.43,465.92,316.97,336.05,342.72,340.32,344.22,347.80,356.63
2001-06-14 21:50:38.006000,L7,245.50,191.92,168.91,,201.00,185.33,212.70,204.04,207.77,222.36,273.42,268.50,267.67,258.31,278.99,258.42,287.99,211.95,198.08,283.71,257.89,228.19,255.28,252.02,230.73,,189.24,,321.31,,,,,225.62,193.43,207.67,,171.05,229.81,262.01,274.53,274.09,233.08,246.34,
2001-07-25 21:44:06.674000,L7,,185.18,166.14,189.50,157.00,,,,,,,,,,,,,,,,,,,,,179.65,,,,,,,,210.81,185.37,,,,,226.92,263.78,251.60,,,
2001-09-18 21:49:05.242000,L7,397.98,457.07,513.61,260.86,292.55,484.83,417.42,512.35,504.45,486.99,478.79,529.82,527.52,428.29,388.92,478.35,461.84,421.72,422.81,430.61,389.59,487.58,439.93,444.81,436.58,411.75,370.54,367.56,370.60,364.22,346.55,293.57,294.67,320.36,438.27,531.67,510.45,503.72,461.23,372.79,334.65,344.00,343.75,354.43,425.86
2001-10-04 21:48:54.017000,L7,370.42,374.09,237.21,239.58,246.70,360.10,347.89,496.13,364.82,368.32,363.66,435.15,480.30,487.30,477.55,475.50,484.65,534.57,,,,,411.91,371.96,515.36,300.20,375.13,368.77,383.93,371.68,351.14,359.57,372.36,365.25,363.08,500.78,502.37,348.65,416.22,260.12,162.33,,,,236.94
2002-02-25 21:49:59.822000,L7,372.26,496.62,500.08,450.82,213.26,350.66,324.84,317.21,287.53,286.70,294.65,288.35,313.08,319.54,333.14,346.15,304.72,297.37,310.47,318.89,330.98,312.66,314.46,314.80,318.19,342.46,364.39,367.88,381.96,404.55,399.38,307.90,220.73,441.05,449.38,388.95,346.83,303.99,312.91,321.21,331.61,336.63,344.38,344.03,343.51
2002-03-06 21:43:47.645000,L7,360.92,242.71,233.33,231.23,232.74,479.09,483.35,456.75,322.93,327.75,339.88,432.86,447.73,476.29,441.02,435.79,353.12,460.83,393.62,453.24,387.14,306.85,364.99,316.17,320.15,366.44,367.03,367.22,366.82,352.25,332.10,277.81,254.76,260.74,251.00,431.54,352.82,345.48,353.61,321.24,335.71,464.03,434.46,415.12,370.11
2002-05-09 21:43:40.721000,L7,368.21,227.76,233.06,230.06,223.77,227.70,249.79,283.88,320.60,327.87,323.85,321.04,326.26,339.02,342.81,354.88,348.48,358.15,357.59,347.28,336.52,312.77,314.83,322.51,325.65,388.57,371.23,369.15,374.51,354.94,313.10,325.54,257.35,338.16,247.08,316.45,322.40,321.59,309.37,325.42,339.10,348.16,348.66,365.13,348.78
2002-07-19 21:49:21.346000,L7,357.03,227.35,231.47,225.19,520.99,515.75,482.67,461.47,343.05,475.99,456.13,338.10,346.18,358.14,358.45,356.77,363.24,369.92,365.57,376.55,425.52,413.21,327.49,325.35,329.32,347.64,363.45,363.00,366.08,340.20,262.83,252.39,339.86,361.09,361.73,331.85,331.09,340.56,371.03,327.65,422.59,395.41,404.43,344.70,343.82
2002-08-20 21:48:46.449000,L7,359.91,230.41,228.66,229.74,228.37,237.30,271.94,507.02,317.17,317.23,313.64,319.79,315.05,323.38,325.12,332.44,332.97,332.83,335.39,334.49,322.94,302.76,312.33,310.03,312.54,332.72,365.45,360.32,369.69,344.43,294.89,254.83,244.56,248.37,241.21,501.46,500.46,321.29,300.86,316.75,323.69,319.69,322.51,330.08,331.69
2002-09-05 21:48:38.182000,L7,374.14,404.00,417.82,420.96,413.57,388.72,354.92,356.32,343.76,350.73,406.30,465.22,458.78,447.03,451.85,438.06,388.44,379.24,378.25,386.51,354.53,350.25,345.33,335.03,345.45,346.40,423.46,378.80,419.31,384.38,356.07,372.77,369.73,392.45,398.00,352.95,352.01,339.74,345.48,352.12,358.69,348.55,345.94,347.49,348.61
2002-09-14 21:42:42.988000,L7,357.59,230.56,228.38,225.08,228.20,322.50,306.58,213.93,322.07,314.57,315.02,314.58,312.48,317.45,323.83,334.21,329.03,340.31,362.89,344.05,335.82,295.90,304.87,309.45,315.65,338.03,352.83,372.65,368.76,347.32,310.39,256.46,252.20,257.36,254.99,302.93,333.63,327.88,317.35,342.94,328.36,320.21,323.26,363.84,337.77
2002-10-16 21:42:36.617000,L7,371.95,466.18,376.35,230.73,355.90,502.69,515.49,494.93,469.32,471.69,468.19,392.77,408.77,397.74,400.86,444.10,431.24,438.43,415.90,394.24,530.97,451.98,345.32,430.20,377.32,341.03,370.08,362.04,370.38,354.42,321.97,262.46,480.62,492.90,518.17,485.35,469.22,461.84,315.57,357.95,326.59,450.96,408.20,382.48,348.86
2002-10-23 21:48:51.087000,L7,374.02,396.83,413.05,415.65,399.52,377.45,352.27,446.30,434.57,461.98,401.79,358.22,432.22,417.60,365.94,394.04,418.02,436.41,403.95,341.21,353.60,401.80,335.42,341.44,351.28,337.86,380.77,367.01,379.36,376.09,351.52,351.99,369.45,385.10,381.21,467.11,379.62,451.51,347.62,358.21,396.12,352.09,339.01,339.18,336.47
2002-12-10 21:48:53.163000,L7,394.98,434.06,463.34,464.15,450.35,437.75,426.39,432.79,413.51,397.68,413.42,410.55,414.13,403.29,390.43,403.40,402.35,395.79,391.70,376.91,410.59,359.42,328.32,339.76,376.01,344.94,393.82,376.64,401.29,397.05,390.24,397.82,427.82,455.61,435.78,410.19,394.59,385.58,336.74,329.13,342.31,331.34,326.03,361.41,370.90
2002-12-26 21:49:23.939000,L7,366.17,387.44,393.34,405.14,366.79,386.84,373.03,244.30,430.47,392.39,374.38,370.58,376.27,400.95,340.11,359.72,351.68,391.87,362.07,369.41,349.74,364.85,384.83,347.25,342.37,347.42,367.13,372.30,379.13,343.52,354.46,351.05,368.04,383.46,380.23,188.76,427.40,439.99,365.14,352.36,354.49,327.52,330.57,325.91,337.96
2003-01-11 21:49:02.380000,L7,361.03,234.14,228.29,233.46,262.21,245.88,468.72,479.09,434.96,438.47,425.89,436.69,310.55,315.17,448.77,452.65,483.22,471.59,476.88,451.06,461.42,494.00,450.13,438.39,432.76,337.29,369.04,367.16,365.31,373.93,288.53,256.17,224.68,231.61,244.18,332.20,342.72,412.73,463.18,439.94,336.52,334.19,333.32,350.70,343.79
2003-01-27 21:49:33.029000,L7,238.89,204.76,,,204.38,207.64,215.27,187.69,208.90,265.26,273.03,263.18,222.86,207.19,218.05,290.51,295.53,291.74,248.30,278.77,249.44,221.66,238.85,248.09,264.81,313.59,315.25,275.48,275.82,277.15,259.87,239.82,226.28,223.19,191.96,,200.89,250.78,232.93,250.62,280.54,285.07,278.28,272.09,245.97
2003-03-16 21:49:22.109000,L7,369.58,313.54,243.14,242.59,238.04,231.87,248.84,225.61,331.20,326.03,327.26,326.47,326.77,333.08,337.35,343.93,354.79,359.08,350.43,340.33,336.95,316.94,316.84,320.48,325.55,339.82,373.61,368.80,377.89,371.34,314.71,327.61,316.70,242.31,324.83,324.42,326.91,330.38,311.20,327.44,332.85,330.39,326.34,329.48,341.04
2003-05-03 21:49:25.094000,L7,347.07,360.42,391.75,396.64,386.01,367.49,242.94,216.52,311.61,321.27,327.54,327.55,367.34,376.67,369.21,363.44,388.11,419.07,362.47,317.25,370.51,332.85,315.63,334.62,340.88,382.29,374.13,361.39,375.36,330.90,289.85,259.52,259.41,249.81,371.23,251.19,333.00,347.57,376.79,334.99,362.68,333.53,334.14,391.16,397.63
2003-07-23 21:31:26.274000,L5,329.59,,,,,,,,188.67,196.91,253.26,158.35,,,,,232.58,258.86,239.34,237.04,,,,,,279.14,323.44,327.89,325.59,286.06,,,,,,,,159.62,,180.58,265.37,266.95,265.73,269.23,265.15
2003-07-30 21:37:21.273000,L5,333.24,210.49,157.08,188.89,164.05,185.25,193.58,,200.46,211.76,257.03,251.25,231.11,,,,292.12,269.07,233.20,265.30,246.74,173.67,,,224.21,282.04,329.41,327.91,330.43,297.29,241.44,214.54,173.95,222.35,216.96,,,,,202.87,273.06,271.33,270.02,271.92,271.82
2003-07-30 21:37:45.389000,L5,360.59,242.52,237.62,236.51,232.74,234.02,237.01,218.33,310.12,307.51,304.23,307.41,310.24,317.34,321.75,328.72,337.74,333.18,330.66,320.28,314.63,286.34,297.37,302.29,305.30,328.70,366.49,358.63,368.87,350.11,297.37,263.71,249.82,253.20,252.87,283.74,300.76,307.39,294.31,302.98,313.79,317.23,316.03,319.07,325.43
2003-08-15 21:37:36.307000,L5,356.14,250.34,239.32,242.83,239.05,234.04,241.15,219.13,298.85,297.25,302.92,307.31,304.75,312.30,315.63,326.34,333.36,316.07,321.59,317.52,304.50,290.75,299.92,303.23,308.96,324.31,354.12,351.51,358.12,345.82,304.08,262.72,243.95,254.32,257.67,268.75,294.83,298.52,284.82,304.93,315.90,316.37,310.78,310.18,321.05
2003-08-24 21:32:00.647000,L5,305.53,212.77,169.84,166.12,,,,,219.20,250.09,258.76,254.49,253.58,196.04,,,280.27,259.37,248.90,261.11,246.08,188.34,,230.63,247.94,269.14,314.77,261.35,319.83,,224.29,208.67,179.69,223.93,213.77,,239.82,250.48,224.43,220.07,224.74,,241.04,257.88,261.31
2003-10-18 21:38:36.209000,L5,347.43,253.08,248.51,249.83,220.15,226.10,228.55,217.79,313.79,309.76,312.81,315.45,316.75,313.72,305.62,315.37,324.96,313.14,316.88,311.03,320.78,297.27,304.99,314.18,313.77,315.45,348.05,342.95,354.35,350.53,306.62,265.06,256.15,262.12,260.42,269.41,295.61,313.84,298.35,311.78,302.93,308.39,305.83,311.95,309.38
2003-10-18 21:39:00.182000,L5,346.74,254.43,249.97,250.10,220.06,225.85,228.55,218.89,313.87,309.75,312.82,315.41,316.91,313.99,305.62,315.66,325.34,313.14,316.94,310.72,322.18,298.56,306.34,314.31,314.16,314.82,348.39,343.42,353.55,352.53,310.05,266.20,258.30,262.85,262.53,268.94,294.60,314.66,299.50,312.32,301.87,307.82,305.85,311.13,309.37
2003-11-19 21:39:26.321000,L5,362.55,238.98,238.17,230.69,222.25,222.66,256.39,239.63,325.79,303.34,296.33,296.40,292.06,303.19,302.52,312.62,342.85,334.05,334.12,333.10,328.15,302.38,285.39,300.91,294.38,342.09,370.22,364.69,373.93,351.70,312.87,265.74,254.48,243.54,244.04,288.02,310.36,318.52,288.72,295.67,300.83,309.60,328.58,333.10,335.50
2003-11-28 21:33:21.973000,L5,353.27,250.78,247.35,234.27,226.56,228.12,241.43,223.77,308.73,306.76,307.17,307.67,304.48,309.64,313.22,320.99,330.10,321.21,328.62,325.89,320.81,295.90,301.03,304.85,309.27,328.40,353.68,352.46,369.17,350.47,307.19,265.74,253.24,257.45,254.42,280.27,298.70,307.71,297.99,304.10,317.43,314.91,312.62,315.72,320.70
2003-12-14 21:33:26.453000,L5,360.48,253.20,248.36,240.50,231.40,236.38,239.02,232.89,320.65,308.54,318.84,311.52,311.44,314.38,312.14,325.29,326.30,318.68,326.13,324.18,319.66,299.38,306.05,309.28,311.95,335.36,355.53,359.88,367.92,351.83,311.69,267.47,255.65,260.22,258.03,275.57,302.81,313.16,298.12,306.95,313.17,316.80,313.59,318.28,319.53
2003-12-21 21:39:43.071000,L5,,,,,184.63,180.95,191.48,202.33,287.39,271.62,270.50,260.06,252.93,271.36,268.41,280.88,286.49,292.80,282.58,282.03,282.49,268.35,249.89,258.08,236.38,290.11,,,,,,,,,,237.22,275.22,284.52,263.90,244.00,250.35,228.49,194.96,221.66,280.69
2003-12-30 21:33:36.470000,L5,358.95,248.98,246.92,237.86,229.24,234.56,239.44,232.22,309.69,301.61,310.99,312.88,307.04,315.53,319.66,331.30,331.53,322.80,326.47,320.66,314.35,289.88,298.98,308.91,312.01,325.23,354.75,352.81,363.55,346.25,304.76,263.53,245.67,249.85,255.05,276.89,301.07,302.70,293.99,310.46,322.68,325.60,322.08,325.08,323.93
2004-01-22 21:39:52.321000,L5,351.33,243.21,241.91,237.31,224.99,228.63,237.13,242.07,320.92,321.73,310.11,304.82,302.97,315.72,310.14,323.36,322.74,333.89,340.36,339.16,332.39,306.72,311.14,307.78,309.53,345.47,372.74,366.18,376.49,361.73,323.61,267.16,261.62,265.85,249.78,285.69,307.43,321.72,311.09,307.96,315.50,322.42,318.97,333.33,341.40
2004-02-23 21:40:02.028000,L5,357.64,298.56,253.73,338.59,347.48,338.10,296.61,307.65,332.55,325.77,327.52,326.64,328.88,319.62,330.21,333.02,342.34,334.84,335.69,332.71,338.11,319.44,327.28,325.89,330.50,346.62,359.04,358.87,378.31,372.81,340.55,335.41,353.76,348.95,329.84,293.78,316.34,327.50,317.51,320.45,327.61,321.56,323.65,327.03,332.56
2004-03-19 21:33:59.073000,L5,361.20,250.32,234.44,239.11,234.76,235.20,245.11,232.41,312.84,300.84,308.08,302.88,302.75,311.10,312.63,326.51,332.95,318.19,330.41,317.81,314.43,291.07,300.06,305.08,304.20,327.60,360.96,363.28,369.08,349.20,306.07,265.20,255.64,253.86,253.37,279.88,301.24,307.97,292.11,307.05,316.06,322.20,317.18,318.13,320.17
2004-04-20 21:34:43.076000,L5,367.81,276.75,238.10,368.21,355.52,336.05,346.02,284.16,338.51,326.83,341.57,329.72,327.15,323.48,344.70,345.67,357.30,339.63,352.34,353.98,327.32,311.12,316.98,317.48,322.19,343.44,366.12,371.16,377.98,370.94,335.82,327.14,345.31,360.98,340.01,314.72,323.85,321.23,306.22,320.61,332.27,338.74,332.08,339.76,345.90
2004-06-23 21:36:34.771000,L5,328.99,201.73,168.41,183.74,145.28,,,,,,,,,,,,279.81,273.94,236.64,266.62,253.82,172.41,,,,277.62,331.37,326.91,334.00,293.21,224.88,214.87,174.92,219.66,204.38,,,,,236.39,274.29,270.29,242.89,253.20,256.71
2004-07-25 21:37:25.800000,L5,327.63,203.47,168.40,182.30,,,,,,,,,,,,,,,,,,,,,,280.58,326.96,322.17,332.73,149.60,212.71,207.20,163.29,220.19,204.19,,,,,197.10,272.77,267.53,262.03,260.96,245.04
2004-08-26 21:38:11.507000,L5,358.95,234.76,228.60,231.65,219.90,226.26,239.72,219.45,297.44,292.14,298.39,295.22,298.94,311.34,308.47,319.07,328.33,297.09,,,,,,,,,358.87,355.16,363.98,337.88,289.34,255.39,241.50,252.47,249.86,276.99,293.64,299.85,,206.24,275.35,285.29,256.55,,
2004-09-18 21:44:58.764000,L5,360.56,267.45,335.71,336.99,315.40,317.46,257.16,239.61,321.31,313.06,321.12,318.21,309.98,322.97,329.48,336.96,343.20,357.00,348.24,342.65,334.83,308.87,308.19,311.40,307.54,338.85,361.15,361.69,374.55,362.27,328.03,330.46,323.69,282.65,296.16,306.77,311.85,318.30,308.81,308.70,324.05,321.27,320.98,326.01,337.74
2004-10-13 21:39:20.914000,L5,304.76,198.43,188.06,179.99,162.93,172.82,171.88,180.37,193.40,216.68,259.79,247.54,249.35,255.63,268.10,206.81,278.91,261.45,249.51,259.89,260.86,240.99,,,,268.69,296.76,,,,,,,199.57,186.25,,,168.49,,224.70,255.23,263.87,258.92,247.35,250.88
2004-10-20 21:45:16.509000,L5,351.77,251.87,241.33,241.09,229.29,230.12,235.22,229.29,312.53,309.48,311.10,305.92,310.36,313.97,312.91,318.98,325.73,320.53,324.19,315.74,319.98,298.55,300.66,304.81,304.37,317.39,351.78,348.95,358.76,344.80,309.38,268.22,257.31,258.82,262.82,277.07,296.97,309.43,304.23,306.23,309.82,310.49,309.29,312.70,314.51
