dates,satname,nzd0104-0000,nzd0104-0001,nzd0104-0002,nzd0104-0003,nzd0104-0004,nzd0104-0005,nzd0104-0006,nzd0104-0007,nzd0104-0008,nzd0104-0009,nzd0104-0010,nzd0104-0011,nzd0104-0012,nzd0104-0013,nzd0104-0014,nzd0104-0015,nzd0104-0016,nzd0104-0017,nzd0104-0018,nzd0104-0019,nzd0104-0020,nzd0104-0021,nzd0104-0022,nzd0104-0023,nzd0104-0024,nzd0104-0025,nzd0104-0026,nzd0104-0027,nzd0104-0028,nzd0104-0029,nzd0104-0030,nzd0104-0031,nzd0104-0032,nzd0104-0033,nzd0104-0034,nzd0104-0035,nzd0104-0036,nzd0104-0037,nzd0104-0038,nzd0104-0039,nzd0104-0040,nzd0104-0041,nzd0104-0042,nzd0104-0043,nzd0104-0044,nzd0104-0045,nzd0104-0046,nzd0104-0047,nzd0104-0048,nzd0104-0049,nzd0104-0050,nzd0104-0051,nzd0104-0052,nzd0104-0053,nzd0104-0054,nzd0104-0055,nzd0104-0056,nzd0104-0057,nzd0104-0058,nzd0104-0059,nzd0104-0060,nzd0104-0061,nzd0104-0062,nzd0104-0063,nzd0104-0064,nzd0104-0065,nzd0104-0066,nzd0104-0067,nzd0104-0068,nzd0104-0069,nzd0104-0070,nzd0104-0071,nzd0104-0072,nzd0104-0073,nzd0104-0074,nzd0104-0075,nzd0104-0076,nzd0104-0077,nzd0104-0078,nzd0104-0079,nzd0104-0080,nzd0104-0081,nzd0104-0082,nzd0104-0083,nzd0104-0084,nzd0104-0085,nzd0104-0086,nzd0104-0087,nzd0104-0088,nzd0104-0089,nzd0104-0090,nzd0104-0091,nzd0104-0092,nzd0104-0093,nzd0104-0094
1999-08-26 22:04:44.971000,L7,281.32,372.32,367.36,407.45,420.19,422.91,426.20,427.15,432.48,443.78,441.54,439.96,437.93,435.37,435.86,433.55,474.30,426.53,424.13,425.01,432.16,432.63,423.17,421.38,410.33,412.38,415.77,414.88,411.96,414.81,419.19,420.10,422.82,428.19,425.66,426.47,424.15,417.10,413.85,408.88,362.13,401.32,400.53,393.59,355.08,391.37,390.34,391.05,390.78,357.86,390.15,389.22,386.63,380.60,371.15,364.24,357.99,362.39,370.88,370.15,377.28,381.10,379.43,338.92,383.08,370.92,368.23,372.75,360.82,349.64,342.70,341.53,339.30,349.22,349.77,352.74,348.27,341.52,339.09,341.43,349.71,346.81,349.74,352.77,349.81,338.75,342.27,347.54,349.66,358.71,361.47,352.70,361.26,368.71,378.68
1999-09-27 22:04:48.949000,L7,312.37,351.39,389.91,391.62,400.54,483.20,474.56,487.39,485.82,489.53,491.51,486.77,486.60,488.64,483.80,485.37,493.00,498.87,493.14,505.59,483.07,484.45,483.31,470.34,471.19,474.91,470.65,488.19,488.45,491.40,499.35,499.86,507.15,482.02,493.10,489.00,487.25,490.31,484.66,488.67,479.39,480.50,485.89,479.95,475.72,475.71,479.87,467.15,471.40,460.86,471.60,461.10,454.65,455.13,447.41,451.73,451.96,456.61,465.35,460.24,452.93,442.42,441.17,458.87,459.66,453.49,453.31,459.45,456.47,452.56,431.86,406.28,426.02,405.84,411.40,407.79,406.13,405.42,407.92,414.10,422.03,321.70,327.10,334.01,331.43,324.48,325.41,330.31,335.74,337.62,328.31,420.92,430.53,446.76,268.77
1999-11-14 22:04:42.286000,L7,268.81,373.03,410.02,404.92,418.74,421.76,433.49,440.55,443.44,444.93,440.36,435.81,437.95,405.82,435.07,435.61,466.52,426.07,430.23,426.65,426.15,432.64,387.16,383.10,410.14,411.26,411.92,414.71,414.29,422.77,421.89,429.76,424.81,418.94,421.32,420.25,418.20,417.49,409.59,406.57,353.80,343.57,392.64,393.27,385.12,385.99,387.77,383.94,384.25,381.06,351.53,377.42,375.28,368.26,367.19,359.56,353.25,361.09,361.07,369.05,366.81,369.65,372.21,374.29,335.92,334.44,364.42,358.78,346.10,341.81,337.07,329.62,336.13,342.30,339.00,338.88,340.93,339.34,333.09,328.42,338.15,336.58,337.56,348.46,350.03,337.90,341.63,341.04,348.14,360.45,360.38,354.71,358.12,375.68,392.71
2000-01-01 22:04:37.439000,L7,223.76,317.09,357.55,366.50,383.76,395.82,398.89,394.60,399.34,403.06,398.44,398.60,397.77,396.60,394.97,397.93,444.95,383.17,385.72,387.46,360.31,318.10,372.89,374.86,370.51,366.29,448.56,449.34,449.51,456.31,433.46,459.39,465.40,470.93,471.08,471.73,464.77,459.45,450.76,450.54,343.69,320.67,348.07,346.03,349.57,350.53,342.14,330.60,342.18,342.76,341.09,335.96,333.01,336.25,310.73,313.98,305.12,328.00,327.04,329.51,327.52,326.39,326.87,329.41,323.64,321.78,320.38,322.15,302.08,291.89,296.00,285.38,285.28,297.76,296.93,291.84,297.83,290.43,211.83,295.56,298.84,289.83,300.44,295.27,294.47,295.70,297.65,290.68,294.30,299.02,293.47,241.19,296.88,237.23,485.88
2000-08-12 22:02:54.094000,L7,347.75,541.10,535.67,502.91,500.33,,,,,,493.84,503.10,494.89,483.17,480.32,480.35,473.74,482.01,468.44,463.26,472.69,467.73,457.96,452.37,442.10,438.09,438.48,432.73,436.54,448.47,435.25,434.12,426.57,432.36,450.73,456.17,469.47,474.08,445.40,449.08,451.19,454.89,453.50,443.77,476.98,,,,,,,,,512.40,361.38,368.79,358.24,352.82,362.74,373.12,370.27,364.26,361.67,368.38,512.95,463.34,438.92,536.44,444.45,435.83,418.60,403.29,332.24,346.32,341.34,342.65,413.66,416.78,403.87,458.56,535.10,,,,,,,,,,352.10,365.38,367.29,374.87,391.33
2000-10-15 22:01:56.204000,L7,185.34,275.00,351.76,418.59,287.48,314.41,417.34,409.15,417.84,419.26,411.50,394.85,401.81,405.75,389.24,387.74,401.87,433.19,450.02,447.59,452.32,449.85,445.88,440.62,432.48,438.43,448.44,,,317.24,317.59,451.54,,,,356.16,379.07,490.75,485.42,427.81,421.90,520.28,,,,,314.22,500.43,,533.48,266.69,,,,,,293.85,435.70,486.90,,462.55,271.07,,,,418.72,447.89,434.91,389.04,383.55,372.18,392.16,395.23,442.84,346.94,492.50,519.82,,,492.16,424.05,544.58,521.60,,,,,455.91,405.41,417.32,420.27,418.24,430.64,416.47,425.73
2001-01-03 22:02:12.432000,L7,211.58,315.92,354.47,361.81,377.28,389.23,393.48,392.25,396.25,403.19,399.65,399.76,396.49,397.38,394.76,394.55,386.52,384.56,384.33,338.36,351.77,322.11,369.48,371.57,367.47,368.69,445.36,452.42,453.29,456.14,453.51,443.01,366.66,366.26,362.63,362.39,342.90,354.38,346.16,342.44,342.18,315.78,343.80,343.87,339.77,345.23,331.22,324.78,334.43,332.42,331.67,329.92,328.80,331.41,304.15,316.41,305.16,314.19,325.02,324.47,321.79,321.59,325.72,325.92,312.99,322.43,319.85,320.74,300.82,291.80,288.54,281.40,282.34,293.35,290.48,284.06,295.15,287.12,208.78,292.15,295.37,281.80,297.05,293.87,292.10,293.92,295.27,292.51,292.76,296.62,288.66,231.17,294.01,242.82,432.50
2001-08-15 22:00:38.680000,L7,227.88,309.37,361.99,368.39,459.12,482.57,404.81,412.14,448.00,306.78,296.20,253.11,270.06,264.28,263.24,243.51,294.98,282.52,391.56,421.34,443.41,414.23,,529.19,502.09,465.79,309.75,203.46,165.33,368.99,447.57,443.20,484.52,409.72,450.81,456.45,450.90,471.36,461.31,450.32,455.00,444.15,448.20,434.02,428.76,292.42,433.33,424.94,431.00,455.11,385.23,384.60,452.52,430.76,427.46,373.72,418.72,424.56,423.12,431.48,228.35,266.78,199.85,234.29,446.78,425.58,415.14,375.17,359.66,354.01,356.74,351.07,353.42,356.14,357.47,355.90,361.90,350.10,349.22,346.32,350.54,354.50,356.47,354.97,349.43,345.28,347.42,350.08,356.12,312.89,373.36,366.33,370.28,381.65,388.30
2001-10-02 22:00:04.650000,L7,205.29,316.08,358.06,365.29,341.67,318.32,397.55,394.89,447.64,382.11,330.44,396.44,401.48,393.99,383.46,,,,,510.31,434.32,235.46,255.11,288.79,249.70,206.45,493.50,416.67,408.37,368.35,371.57,362.47,364.95,366.36,345.40,350.21,326.27,345.82,351.81,351.81,319.93,295.39,313.05,306.50,348.57,302.25,224.82,213.47,172.29,221.35,267.80,373.10,415.57,401.53,360.05,382.66,311.34,272.68,312.11,267.12,338.49,323.37,325.19,287.41,273.77,231.17,,,,,,355.42,306.81,359.30,300.02,385.25,316.78,297.06,409.06,421.39,302.36,367.46,350.25,347.54,343.95,336.89,338.01,345.44,357.96,361.66,364.31,354.53,366.56,259.50,382.91
2001-11-03 22:00:10.954000,L7,511.62,486.56,330.67,500.85,523.74,516.05,451.06,,,,,,,,339.57,399.94,304.16,448.41,397.68,188.24,441.71,465.04,533.28,,,408.48,453.09,401.62,,,,,,,,,,,340.66,389.00,405.25,422.96,426.55,430.93,433.10,461.40,449.15,452.96,444.99,441.95,435.93,423.94,416.00,409.66,395.89,398.32,401.15,397.71,409.44,418.62,419.11,419.66,422.93,425.34,422.76,424.54,426.23,431.31,400.36,438.84,456.89,347.00,226.21,309.77,308.14,297.42,306.39,303.91,266.41,302.05,308.86,298.78,311.29,305.50,300.65,303.04,303.08,301.66,304.00,312.51,303.88,258.49,305.97,319.52,163.53
2001-12-05 22:00:18.987000,L7,,,,,,,,387.80,390.38,391.30,394.15,390.41,391.42,388.77,392.73,386.75,382.83,376.98,,,,295.93,321.17,367.66,359.86,292.49,303.23,300.62,363.73,363.18,361.39,348.98,360.43,339.10,356.72,323.38,332.55,352.00,348.44,338.48,338.45,302.88,335.96,327.13,303.45,314.44,314.34,303.23,473.65,467.84,467.92,330.93,327.96,328.58,273.48,316.51,305.41,,,,,,,,325.05,324.37,318.79,318.40,300.31,286.53,284.73,281.79,282.82,289.16,290.96,284.30,294.73,283.45,207.31,407.67,200.09,174.09,244.49,203.53,413.63,395.39,354.46,289.96,290.53,295.07,280.68,223.87,170.57,187.68,
