dates,satname,nzd0553-0000,nzd0553-0001,nzd0553-0002,nzd0553-0003,nzd0553-0004,nzd0553-0005,nzd0553-0006,nzd0553-0007,nzd0553-0008
1999-11-05 22:13:40.966000,L7,,161.50,234.01,274.46,335.65,348.21,343.21,329.57,324.32
1999-12-07 22:13:41.663000,L7,,158.37,240.22,276.86,322.70,337.97,334.76,327.36,318.33
1999-12-30 22:19:45.690000,L7,225.01,174.62,256.97,264.60,295.97,306.59,298.80,293.43,287.85
2000-04-20 22:19:15.385000,L7,,,162.45,183.14,184.50,204.66,258.09,,
2000-05-22 22:18:57.481000,L7,,,222.47,258.20,253.97,248.37,283.91,213.41,225.01
2000-05-31 22:12:42.435000,L7,,,242.57,277.64,322.80,337.61,328.12,309.84,
2000-06-07 22:18:48.627000,L7,,172.54,238.49,257.19,255.80,248.67,265.13,,
2000-06-16 22:12:38.425000,L7,,155.57,233.70,272.61,298.17,336.71,287.98,209.50,232.35
2000-09-04 22:11:34.434000,L7,,168.28,251.06,284.45,318.90,337.63,333.59,319.62,309.70
2000-09-20 22:11:14.930000,L7,,,,,270.26,199.98,,202.56,196.93
2000-09-20 22:11:38.892000,L7,,,,,,,,196.42,260.08
2000-09-27 22:17:24.534000,L7,,,,,,,,214.08,242.92
2001-02-27 22:11:06.137000,L7,,170.33,248.49,274.86,337.22,346.34,334.69,332.13,330.13
2001-03-22 22:17:09.568000,L7,214.70,194.14,246.70,270.51,303.46,316.20,311.41,305.35,288.56
2001-04-07 22:17:01.469000,L7,,,,,251.38,224.89,259.28,214.75,243.40
2001-04-16 22:10:54.636000,L7,,,,,300.46,268.56,294.60,309.44,244.79
2001-07-05 22:10:09.496000,L7,,,,,,,286.68,295.25,
2001-11-26 22:09:21.320000,L7,199.96,187.05,300.48,300.29,322.15,337.18,336.41,326.71,327.21
2002-01-29 22:09:33.112000,L7,297.69,306.59,386.51,382.65,373.75,400.86,411.02,418.31,522.57
2002-02-14 22:09:41.178000,L7,153.21,170.34,253.28,278.87,335.86,347.32,336.59,337.59,330.36
2002-05-21 22:09:53.053000,L7,,,240.73,279.37,319.51,337.51,325.78,209.62,
2003-01-07 22:15:16.778000,L7,287.70,304.37,322.65,313.45,182.40,,,225.26,238.91
2003-02-01 22:09:21.746000,L7,307.73,302.11,355.40,442.25,508.07,523.74,524.46,,
2003-02-01 22:09:45.732000,L7,299.70,293.16,346.55,406.47,484.27,509.33,511.17,522.73,
2003-03-21 22:09:27.545000,L7,310.59,336.58,346.20,334.89,347.74,349.87,356.14,332.96,326.34
2003-03-21 22:09:51.505000,L7,,154.62,238.80,272.18,339.16,343.65,333.72,327.83,324.00
2003-08-11 22:03:51.447000,L5,,,,,,203.60,262.95,264.08,227.23
2003-10-07 21:58:35.519000,L5,,,232.70,274.14,310.89,326.92,324.22,320.85,314.97
2003-12-26 21:59:30.091000,L5,,223.74,258.04,283.77,328.50,338.29,333.89,326.09,324.87
2004-01-27 21:59:38.149000,L5,,237.96,268.68,276.77,317.65,331.41,327.88,326.04,325.59
2004-05-02 22:00:57.398000,L5,,,196.61,240.15,276.22,299.62,292.68,293.75,217.03
2004-05-09 22:07:21.512000,L5,,,,,373.72,287.81,276.18,266.21,
2004-05-18 22:01:26.569000,L5,,,209.39,235.48,280.87,303.07,279.90,290.16,
2004-07-21 22:03:15.748000,L5,,,192.18,245.07,264.89,298.07,245.91,273.20,
2004-08-29 22:10:22.051000,L5,,,,236.63,266.13,279.22,263.24,259.03,
2004-11-01 22:11:49.961000,L5,,413.69,250.14,276.85,303.18,310.52,303.82,296.36,
2005-01-13 22:06:52.927000,L5,,173.32,269.89,283.06,329.55,341.20,336.47,330.17,323.61
2005-02-14 22:07:21.106000,L5,,244.19,266.98,284.13,327.78,340.51,336.53,314.72,309.71
2005-05-12 22:14:14.883000,L5,,241.75,269.17,292.35,306.83,322.04,325.78,309.20,288.03
2005-05-28 22:14:23.742000,L5,,,216.40,238.47,271.11,277.35,258.39,263.98,231.41
2005-08-09 22:08:46.932000,L5,,,221.73,262.19,301.00,310.16,299.44,298.16,220.66
2005-09-10 22:08:55.708000,L5,,235.65,252.88,279.54,311.85,325.26,322.67,317.40,311.36
2005-11-13 22:09:08.414000,L5,,229.92,256.24,273.09,311.95,326.09,320.53,314.20,318.18
2006-01-23 22:16:59.639000,L5,,229.67,257.66,273.65,292.49,302.74,295.71,287.64,285.01
2006-02-08 22:17:21.928000,L5,,,,,,338.58,329.72,321.76,315.45
2006-02-17 22:11:22.491000,L5,,,227.67,267.34,303.23,320.70,317.95,312.58,307.25
2006-04-22 22:12:36.093000,L5,,252.35,289.36,287.29,314.62,335.68,333.89,325.34,318.31
2006-04-29 22:18:53.476000,L5,,,,,261.21,262.68,266.62,254.58,238.35
2006-07-27 22:13:58.731000,L5,,,221.47,265.22,298.01,295.63,209.51,283.37,
2006-08-28 22:14:23.601000,L5,,,253.45,280.57,311.76,311.64,299.47,302.29,297.28
2006-12-09 22:21:36.590000,L5,,,,,,325.10,266.06,260.96,253.72
2007-02-04 22:15:45.266000,L5,,230.62,263.33,273.22,323.00,336.84,330.99,325.76,321.71
2008-10-27 22:10:37.958000,L5,,,,155.40,259.68,269.52,242.27,250.20,237.81
2010-11-02 22:16:48.420000,L5,,,,301.27,311.38,317.50,312.43,302.24,298.62
2010-11-27 22:10:35.713000,L5,,217.50,282.97,268.36,322.50,331.51,332.35,325.73,326.88
2011-01-21 22:16:54.354000,L5,176.69,210.50,256.64,280.04,308.25,315.49,303.53,280.15,273.59
2011-02-06 22:16:56.485000,L5,,234.75,252.63,286.86,327.72,342.68,328.93,299.27,292.24
2013-09-23 22:28:51.997000,L8,,229.43,272.55,231.75,295.22,304.48,284.84,285.46,271.80
2013-10-02 22:22:40.460000,L8,,,231.05,249.54,315.44,328.04,322.87,315.43,311.04
2013-11-19 22:22:25.407000,L8,153.42,246.07,292.11,271.91,336.12,346.30,339.41,329.46,319.38
2013-11-26 22:28:34.840000,L8,268.23,273.24,301.26,306.46,304.25,313.82,313.33,306.97,307.25
2013-12-28 22:28:23.669000,L8,,226.86,268.48,231.44,288.60,298.19,286.44,279.92,271.11
2014-02-23 22:21:32.043000,L8,,,,,,289.95,186.73,,252.72
2014-03-11 22:21:19.920000,L8,,234.78,292.03,251.16,320.96,332.46,327.41,317.79,316.44
2014-04-12 22:20:49.109000,L8,,,228.59,251.87,320.02,330.47,320.36,315.82,313.61
2014-05-05 22:26:35.984000,L8,186.05,231.89,280.89,306.07,306.58,315.27,300.06,290.03,280.24
2014-07-17 22:20:39.943000,L8,,,216.95,235.89,312.78,325.25,188.95,274.07,
2014-07-17 22:21:03.910000,L8,,,219.25,236.76,313.01,326.67,218.74,292.87,242.91
2014-08-18 22:20:51.886000,L8,,,221.87,238.21,285.91,201.94,190.20,307.57,
2014-08-18 22:21:15.849000,L8,,,219.88,236.36,282.71,201.66,190.81,299.80,
2014-09-19 22:20:54.477000,L8,,232.31,293.86,253.66,315.46,323.75,319.50,315.04,312.90
2014-09-19 22:21:18.444000,L8,,230.80,292.95,251.31,314.54,323.15,318.06,314.26,311.86
2014-10-12 22:27:11.441000,L8,186.69,234.06,274.63,236.34,296.37,305.41,291.62,286.71,278.02
2014-10-28 22:27:08.358000,L8,,219.47,264.55,232.85,290.58,300.21,284.05,280.00,270.83
2014-11-06 22:21:01.126000,L8,,229.60,287.33,253.17,317.90,329.34,319.10,314.95,311.00
2014-12-15 22:27:04.889000,L8,,224.52,270.70,235.13,288.78,298.63,285.96,280.85,271.79
2014-12-31 22:26:59.445000,L8,228.61,290.66,302.14,292.36,296.91,308.86,295.97,290.71,284.74
2015-01-16 22:26:59.157000,L8,275.67,279.00,296.87,317.57,302.04,313.74,309.44,302.18,305.63
2015-03-14 22:20:23.206000,L8,,235.02,289.65,255.89,315.90,325.38,321.42,313.50,311.19
2015-03-14 22:20:47.169000,L8,,236.00,289.72,256.03,316.06,326.16,322.35,314.16,311.79
2015-04-06 22:26:20.815000,L8,,229.56,270.77,234.58,298.25,304.98,290.60,286.25,275.15
2015-07-11 22:26:29.559000,L8,269.03,264.90,287.63,282.55,302.62,312.35,304.74,295.97,286.79
2015-08-21 22:20:33.210000,L8,,,222.07,243.16,313.30,324.79,294.58,313.98,309.55
2015-08-21 22:20:57.178000,L8,,232.44,246.45,257.42,321.39,333.20,325.09,320.04,314.87
2015-09-29 22:26:59.056000,L8,299.75,298.95,302.08,299.15,308.14,317.34,311.45,296.41,284.47
2015-10-24 22:20:52.499000,L8,,228.84,288.52,251.69,315.36,323.85,315.71,315.92,311.45
2015-10-24 22:21:16.466000,L8,,228.97,288.89,249.41,314.06,322.35,315.62,315.71,311.05
2015-12-27 22:20:55.079000,L8,,234.92,292.38,275.35,319.57,333.92,329.03,318.32,315.50
2016-01-19 22:27:03.476000,L8,,232.28,271.98,238.18,288.79,297.49,284.30,278.73,271.13
2016-03-16 22:20:36.438000,L8,,,209.65,229.53,304.94,318.93,308.33,305.32,303.93
2016-04-08 22:26:35.612000,L8,,,204.92,217.89,268.46,285.35,268.41,276.78,253.97
2016-05-03 22:20:25.006000,L8,295.51,320.25,333.21,347.80,336.93,367.55,350.91,335.91,330.31
2016-05-03 22:20:48.969000,L8,295.76,320.98,345.32,348.21,338.75,368.33,355.35,337.90,333.15
2016-05-10 22:26:31.116000,L8,202.25,241.00,276.56,253.32,297.13,307.45,288.26,288.24,277.25
2016-06-11 22:26:39.882000,L8,,,194.86,213.76,254.59,251.20,238.97,193.37,213.86
2016-07-06 22:20:41.229000,L8,,,211.85,231.44,288.22,286.70,272.47,279.61,241.64
2016-07-06 22:21:05.197000,L8,,,216.57,235.84,303.10,324.56,283.17,221.07,260.61
2016-09-08 22:21:00.541000,L8,,,211.98,242.30,297.30,317.70,279.67,304.08,272.04
2016-11-11 22:21:31.069000,L8,218.59,269.40,302.75,300.24,324.48,335.29,328.55,322.64,318.97
2016-12-04 22:27:17.474000,L8,187.77,234.51,223.00,266.99,291.09,301.94,288.90,283.35,274.63
2017-02-15 22:20:43.526000,L8,,244.93,293.53,265.03,322.27,333.65,326.10,326.19,320.92
2017-02-22 22:26:52.098000,L8,,236.11,275.18,249.18,293.35,300.30,286.16,283.69,272.87
2017-04-04 22:20:20.280000,L8,,249.68,294.75,263.30,317.61,326.80,318.19,312.59,310.54
2017-04-04 22:20:44.243000,L8,,261.08,297.95,267.23,319.65,329.15,320.00,315.16,312.59
2017-04-20 22:20:11.117000,L8,,244.41,292.54,266.16,323.69,335.48,322.21,316.85,315.54
2017-05-06 22:20:07.089000,L8,,,206.77,229.55,290.86,316.38,296.88,304.76,271.59
2017-06-23 22:20:32.508000,L8,,,,,288.25,273.91,206.83,298.95,271.64
2017-06-23 22:20:56.475000,L8,,,,,288.19,273.58,207.65,301.02,274.07
2017-07-09 22:20:35.589000,L8,,248.96,299.25,281.01,322.10,332.88,316.43,319.39,307.98
2017-07-09 22:20:59.561000,L8,215.99,250.80,299.34,284.80,323.47,334.36,317.77,321.50,307.59
2017-08-17 22:27:01.961000,L8,285.25,292.38,310.91,309.57,339.66,350.92,347.73,342.93,337.90
2017-09-18 22:27:06.940000,L8,,,208.63,218.62,267.46,278.20,270.40,272.82,261.61
2017-09-27 22:21:00.343000,L8,,158.04,229.48,253.43,317.88,328.69,322.03,314.81,310.48
2017-09-27 22:21:24.311000,L8,,225.97,288.26,252.76,317.42,328.63,322.00,315.03,310.40
2017-10-13 22:21:28.735000,L8,,,192.58,224.62,286.14,289.10,293.85,294.19,287.03
2017-10-20 22:27:16.389000,L8,,230.50,273.26,250.48,289.40,303.42,288.26,283.43,273.40
2017-10-29 22:21:05.518000,L8,,257.25,299.57,285.44,317.73,330.09,323.49,317.61,315.45
2017-11-21 22:27:10.644000,L8,192.39,238.86,275.90,262.77,290.68,300.81,289.77,283.48,271.45
2018-01-01 22:20:56.342000,L8,,249.56,293.26,268.61,315.86,327.59,322.68,311.46,310.57
2018-01-01 22:21:20.309000,L8,,248.59,292.97,269.03,314.88,326.84,321.66,310.97,310.28
2018-03-29 22:26:26.176000,L8,,,184.64,178.46,255.21,271.90,260.65,249.24,235.68
2018-07-12 22:19:56.652000,L8,,,197.18,224.16,265.68,283.02,,176.97,241.58
2018-07-12 22:20:20.619000,L8,,,215.84,236.12,282.65,297.97,285.37,309.86,275.68
2018-09-05 22:26:33.133000,L8,,158.18,218.37,242.60,282.24,299.49,281.46,278.93,267.24
2018-09-30 22:20:31.646000,L8,,164.78,231.38,262.34,314.40,327.52,319.69,315.88,310.79
2019-01-11 22:26:49.169000,L8,211.51,244.08,278.95,271.63,293.07,302.84,289.48,283.03,273.90
2019-01-27 22:26:45.220000,L8,,,,171.45,277.98,285.82,269.62,263.94,229.67
2019-02-05 22:20:33.244000,L8,,256.12,299.07,279.02,320.46,334.30,322.92,316.78,316.19
2019-02-05 22:20:57.207000,L8,,251.27,295.79,270.46,318.21,330.99,319.79,313.40,312.77
2019-02-12 22:26:43.149000,L8,200.78,255.62,277.42,261.74,290.82,298.63,284.93,279.33,270.97
2019-03-16 22:26:33.688000,L8,,,206.90,221.41,271.58,275.76,264.64,268.82,255.40
2019-04-17 22:26:24.837000,L8,,166.11,214.41,228.31,272.07,287.24,269.45,275.08,252.27
2019-06-20 22:26:49.743000,L8,202.04,236.08,280.60,271.08,290.53,304.41,277.02,248.42,258.47
2019-07-31 22:21:14.547000,L8,,,210.62,233.76,270.24,286.69,269.94,,220.12
2019-08-16 22:21:20.050000,L8,185.67,242.53,300.37,315.74,332.92,346.72,347.14,319.80,320.25
2019-09-08 22:27:12.355000,L8,,219.13,268.45,245.80,281.32,297.16,278.59,281.35,268.95
2020-01-14 22:27:08.860000,L8,,,183.83,220.06,268.51,271.29,268.10,263.86,258.35
2020-01-23 22:20:55.593000,L8,225.90,274.51,305.74,307.21,334.25,337.95,336.80,322.24,320.72
2020-04-12 22:20:24.358000,L8,,,202.03,226.58,270.85,298.88,294.37,292.21,270.83
2020-04-12 22:20:48.321000,L8,,257.54,296.22,272.95,323.16,336.31,321.24,318.88,313.94
2020-04-19 22:26:32.106000,L8,,,,166.96,219.94,262.84,245.35,234.85,227.76
2020-05-14 22:20:12.530000,L8,,,213.27,242.92,288.41,320.09,304.57,309.53,272.51
2020-05-14 22:20:36.493000,L8,,,212.93,241.79,286.96,320.76,304.29,311.10,278.57
2020-05-21 22:26:24.857000,L8,,,,,238.85,260.12,244.23,,
2020-05-30 22:20:16.612000,L8,,,220.97,249.18,309.76,324.56,309.66,312.63,277.94
2020-05-30 22:20:40.575000,L8,,250.94,293.97,272.79,313.66,331.46,321.47,317.52,288.71
2020-06-15 22:20:50.632000,L8,,,218.88,230.53,280.45,320.84,296.50,303.26,162.55
2020-06-22 22:26:41.227000,L8,,,,209.83,248.78,269.11,240.48,,
2020-07-17 22:21:04.625000,L8,,,,,,,,156.00,149.30
2020-08-02 22:20:44.744000,L8,163.63,256.48,303.27,272.84,325.18,334.32,321.62,319.84,314.47
