dates,satname,nzd0096-0000,nzd0096-0001,nzd0096-0002,nzd0096-0003,nzd0096-0004,nzd0096-0005,nzd0096-0006,nzd0096-0007,nzd0096-0008,nzd0096-0009,nzd0096-0010,nzd0096-0011,nzd0096-0012,nzd0096-0013,nzd0096-0014,nzd0096-0015,nzd0096-0016,nzd0096-0017,nzd0096-0018,nzd0096-0019,nzd0096-0020,nzd0096-0021,nzd0096-0022,nzd0096-0023,nzd0096-0024,nzd0096-0025,nzd0096-0026,nzd0096-0027,nzd0096-0028,nzd0096-0029,nzd0096-0030,nzd0096-0031,nzd0096-0032,nzd0096-0033,nzd0096-0034,nzd0096-0035,nzd0096-0036,nzd0096-0037,nzd0096-0038,nzd0096-0039,nzd0096-0040,nzd0096-0041,nzd0096-0042,nzd0096-0043,nzd0096-0044,nzd0096-0045,nzd0096-0046,nzd0096-0047,nzd0096-0048,nzd0096-0049,nzd0096-0050,nzd0096-0051,nzd0096-0052,nzd0096-0053,nzd0096-0054,nzd0096-0055,nzd0096-0056,nzd0096-0057,nzd0096-0058,nzd0096-0059,nzd0096-0060,nzd0096-0061,nzd0096-0062,nzd0096-0063,nzd0096-0064,nzd0096-0065,nzd0096-0066,nzd0096-0067,nzd0096-0068,nzd0096-0069,nzd0096-0070,nzd0096-0071,nzd0096-0072,nzd0096-0073,nzd0096-0074,nzd0096-0075,nzd0096-0076,nzd0096-0077,nzd0096-0078,nzd0096-0079,nzd0096-0080,nzd0096-0081,nzd0096-0082,nzd0096-0083,nzd0096-0084,nzd0096-0085,nzd0096-0086,nzd0096-0087,nzd0096-0088,nzd0096-0089,nzd0096-0090,nzd0096-0091,nzd0096-0092,nzd0096-0093,nzd0096-0094,nzd0096-0095,nzd0096-0096,nzd0096-0097,nzd0096-0098,nzd0096-0099,nzd0096-0100,nzd0096-0101,nzd0096-0102,nzd0096-0103,nzd0096-0104,nzd0096-0105,nzd0096-0106,nzd0096-0107,nzd0096-0108,nzd0096-0109,nzd0096-0110,nzd0096-0111,nzd0096-0112,nzd0096-0113,nzd0096-0114,nzd0096-0115,nzd0096-0116,nzd0096-0117,nzd0096-0118,nzd0096-0119,nzd0096-0120,nzd0096-0121,nzd0096-0122,nzd0096-0123,nzd0096-0124,nzd0096-0125,nzd0096-0126,nzd0096-0127,nzd0096-0128,nzd0096-0129,nzd0096-0130,nzd0096-0131,nzd0096-0132,nzd0096-0133,nzd0096-0134,nzd0096-0135,nzd0096-0136,nzd0096-0137,nzd0096-0138,nzd0096-0139,nzd0096-0140,nzd0096-0141,nzd0096-0142,nzd0096-0143,nzd0096-0144,nzd0096-0145,nzd0096-0146,nzd0096-0147,nzd0096-0148,nzd0096-0149,nzd0096-0150,nzd0096-0151,nzd0096-0152,nzd0096-0153,nzd0096-0154,nzd0096-0155,nzd0096-0156,nzd0096-0157,nzd0096-0158,nzd0096-0159
2002-01-29 22:06:45.431000,L7,255.77,341.15,341.09,333.89,345.41,331.42,338.34,358.85,328.66,332.47,389.77,351.85,333.20,268.77,275.09,302.99,302.04,245.99,277.93,292.46,314.18,200.67,259.85,256.24,250.60,209.77,302.85,230.10,253.24,285.86,294.63,244.07,236.28,267.78,276.00,264.22,268.30,278.15,268.98,301.24,279.59,555.29,443.82,482.63,428.12,393.42,482.38,460.11,359.53,450.63,475.19,537.35,517.45,,474.70,421.25,416.61,351.52,307.73,201.23,173.54,177.60,186.75,183.16,184.29,178.97,261.52,237.31,223.22,203.05,209.05,,,251.16,287.86,255.03,235.30,302.89,287.75,288.24,201.55,227.20,289.68,249.23,251.96,397.04,364.38,313.04,290.64,296.41,318.43,207.75,169.23,328.22,386.90,454.66,474.95,413.67,417.79,462.24,252.11,201.20,213.65,216.57,203.38,194.49,211.82,197.57,,242.75,206.68,255.73,246.34,193.40,,,,252.53,299.51,261.25,,,,,227.12,267.56,300.62,345.26,507.53,201.86,,485.94,,533.16,526.47,531.58,444.19,315.60,288.57,253.97,254.93,284.08,380.74,393.17,391.72,349.99,349.59,303.37,319.11,442.88,,,,,,,193.97,301.11,377.56,326.97
2002-02-14 22:06:53.474000,L7,,,,,366.87,367.72,367.67,386.63,404.68,413.47,417.18,393.94,391.40,343.76,369.08,319.89,,,,317.19,374.78,342.67,327.50,359.67,,,,,,,315.92,330.79,362.44,221.81,214.70,277.69,,,,,,,,,,,254.32,265.58,,,,342.39,377.33,394.89,,,,409.96,406.12,412.31,415.33,408.05,393.57,393.88,,372.18,316.36,356.36,,,,,,,,,,,,,,,,,,,,331.39,338.50,286.70,203.01,,,,,,267.66,304.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.78,325.72,301.97,252.21,,,,,,,,,,,,,,,,256.57,257.29,183.27,,337.58,294.08,,,,,,227.88,339.02,366.26,,508.25
2002-02-23 22:00:43.620000,L7,255.12,267.32,252.85,292.43,248.23,205.26,193.72,174.39,298.74,260.26,267.30,281.72,355.49,338.33,380.44,198.33,259.52,197.08,224.07,278.49,308.70,319.75,313.01,309.55,341.81,407.85,336.62,371.75,439.34,377.91,399.00,360.06,332.53,458.55,457.65,429.86,447.79,440.44,401.05,401.07,385.75,425.31,395.09,473.72,440.24,475.65,,,,,244.74,246.37,233.60,230.94,501.87,502.55,521.17,477.25,431.95,450.24,471.34,470.72,547.80,291.90,307.66,298.37,379.98,314.00,320.23,445.39,474.60,435.59,460.30,203.20,518.41,531.85,427.72,199.10,215.87,239.34,246.68,231.48,274.63,256.97,310.91,255.34,260.96,269.99,311.27,499.64,426.43,244.05,197.27,293.23,174.10,201.95,287.47,284.98,289.43,309.96,289.65,319.93,270.08,263.62,273.29,263.60,303.28,266.19,300.84,412.99,402.80,301.92,284.60,288.07,295.14,295.00,295.83,306.94,331.86,324.76,306.37,339.41,227.92,286.30,407.70,372.09,377.32,318.78,356.84,422.04,509.02,328.43,390.00,390.91,389.67,381.77,433.23,472.80,485.63,546.46,385.17,523.94,521.14,453.50,453.68,451.96,326.17,463.18,355.51,381.54,498.92,423.63,392.73,472.38,489.82,545.79,,,,
2002-03-02 22:06:57.012000,L7,,,,,337.15,411.69,502.52,545.00,473.06,486.42,408.80,355.73,270.69,344.36,376.32,343.43,330.03,315.09,318.63,382.97,420.13,416.88,,,482.65,373.17,476.68,484.61,529.48,364.06,375.03,493.06,527.59,426.42,496.46,447.69,262.13,311.10,,301.73,255.74,393.26,377.40,458.28,431.04,430.67,448.56,484.28,551.05,445.22,,,376.14,529.30,,,,,362.52,380.64,378.16,381.21,390.52,,,,,492.75,322.74,341.10,,554.50,,,320.38,347.42,335.45,335.19,342.16,347.99,299.29,,,307.10,418.40,393.07,,,,,,,,,,,,,,,,383.37,,,,,414.88,375.04,,,,,,,,,,,213.26,320.91,510.70,464.66,,,,,,,,,,,,,,,,,,,,,261.97,338.29,,207.00,341.79,,,,,,,,,,,,394.25,480.72
2002-03-18 22:06:46.073000,L7,431.70,379.49,423.05,486.23,469.81,,,,,,256.66,236.40,232.71,247.82,224.17,230.03,266.93,262.38,323.17,329.41,,,236.24,242.31,223.82,197.09,,519.26,399.16,409.80,,,236.74,242.16,,,,,,,,,,,,,,,,,,,,,,,429.10,536.36,,,,,,,,,,,,,,,,,,,,421.93,401.28,,,,,,,,,435.64,489.00,545.55,,,544.31,534.62,503.28,510.75,514.46,518.99,514.03,509.37,,,,,,,,,,,514.66,503.36,521.43,454.19,444.85,512.45,539.46,508.85,,,,,,,,,,508.92,507.22,536.05,,,,,455.61,544.20,394.69,414.85,517.90,,,177.38,323.24,322.95,308.04,258.23,,,,,,,,207.67,313.91,,,552.56,399.76,351.11
2002-03-27 22:00:37.575000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.06,523.74,484.76,511.85,526.16,441.55,447.32,372.71,351.24,292.68,372.73,461.08,504.34,529.22,518.94,,,,,,,,,,,,,,,,493.96,482.78,474.66,506.98,539.93,505.66,464.06,531.69,500.83,471.40,544.28,339.37,,,,,,,,,,,,,,332.40,266.96,,440.01,413.00,508.10,351.07,,,522.61,464.05,317.54,265.39,466.06,429.60,,,,,,,,454.45,504.01,512.12,,,473.57,543.43,372.48,431.37,446.74,,,,187.27,195.92,216.73,224.26,231.97,224.97,237.65,236.16,239.99,230.58,,223.98,259.92,258.70,253.58,218.00,239.81,294.69,296.88,309.36,309.96,310.56,294.60,319.01,351.21,343.68,374.03,384.91,392.88,427.51,423.18,504.78,515.81,506.50,
2002-04-12 22:00:37.812000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.50,195.08,234.93,222.79,221.73,198.16,212.72,192.26,214.76,215.65,255.83,266.89,241.44,286.45,245.32,248.85,,428.56,438.04,453.11,489.71,222.77,198.39,246.61,239.58,251.41,251.63,271.94,269.81,263.82,290.21,319.77,341.84,304.25,245.78,262.57,395.73,516.29,540.91,488.11,435.39,387.41,270.10,309.75,225.45,526.05,383.48,382.17,312.40,342.45,335.20,328.57,288.12,288.43,358.14,357.60,286.86,380.22,434.86,328.83,390.71,413.33,334.10,331.41,296.91,296.40,298.01,205.97,190.37,182.00,200.79,206.09,221.00,232.60,239.52,240.41,243.19,244.95,248.97,238.30,340.88,340.06,341.36,358.56,356.17,221.94,260.34,303.99,308.78,322.02,327.11,321.49,310.76,335.11,361.76,363.27,383.26,389.32,416.47,440.11,457.44,508.04,,,
2002-05-21 22:06:41.364000,L7,513.36,491.37,511.93,312.67,287.78,320.84,502.33,483.79,455.20,541.11,533.76,484.91,427.26,407.11,389.08,403.26,403.37,417.85,485.27,507.15,435.28,450.34,434.03,434.61,285.15,274.39,266.32,302.23,262.74,237.80,447.09,435.53,439.55,502.40,503.28,512.41,517.93,536.70,520.59,535.24,473.43,459.76,325.16,226.78,545.22,530.83,532.22,510.53,531.08,474.19,450.68,464.04,480.19,531.46,531.44,447.59,446.92,448.48,443.71,433.07,446.04,412.41,400.96,399.97,391.70,384.59,396.96,406.50,405.54,404.49,409.31,378.96,391.32,402.57,398.97,375.82,369.92,369.42,358.79,363.53,369.97,367.67,372.76,470.58,451.75,390.11,433.70,426.30,415.84,405.58,414.04,412.59,337.14,441.50,417.44,451.14,393.06,411.36,436.54,405.10,374.23,388.78,418.21,387.63,389.65,410.66,440.56,404.41,428.48,336.23,383.10,377.36,404.03,383.57,311.46,324.01,335.07,344.10,348.73,542.82,532.48,544.42,443.45,528.93,441.07,332.69,498.43,548.07,,417.33,303.01,335.10,310.64,319.04,293.49,305.71,330.11,518.81,549.14,545.47,,,,,,399.23,356.77,372.79,425.88,461.39,417.38,343.30,322.53,518.73,336.27,274.82,177.54,493.21,540.80,477.05
2002-07-17 22:00:08.747000,L7,,,,,,,,,,,,,,,,,,,,,434.17,457.30,446.02,351.82,351.91,441.74,412.13,,,,,,,420.25,506.73,505.49,500.84,451.56,462.90,468.79,471.85,485.37,547.33,,,,,,,,,241.43,220.68,192.76,207.52,211.66,223.09,523.87,497.48,504.68,499.53,507.13,514.30,509.42,522.74,,,,,,,239.04,242.74,263.05,221.94,275.99,294.44,307.20,250.70,274.37,262.10,277.36,256.38,292.97,313.01,267.36,227.89,,,335.30,283.83,,,,,322.18,329.44,317.82,303.44,309.50,,,312.72,316.85,306.83,315.35,320.31,310.64,319.38,328.60,283.86,224.23,350.23,366.40,383.14,391.48,390.37,338.79,420.21,188.21,201.71,395.65,397.89,404.76,409.82,462.98,463.17,433.44,443.53,446.04,456.27,474.97,440.87,418.34,414.69,433.80,463.47,445.36,441.83,357.31,225.96,198.67,211.30,211.84,349.29,340.16,332.77,300.78,301.15,372.51,362.10,382.69,349.90,410.39,441.83,437.37,468.53,517.91,493.23,
2002-08-09 22:06:10.011000,L7,,,,,,,,,,,,,435.51,438.54,429.56,,,,486.09,472.01,477.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.87,411.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.77,316.70,,,,,,,283.20,415.47,347.76,,,,,,,,,,,,,,428.33,,,,,,353.32,326.85,,,,,,458.88,373.06,,,,,,,,,,,466.32,442.98,,,,,,
2002-08-18 21:59:57.690000,L7,,,,,,,,,,,,218.93,234.12,272.60,217.21,195.13,,208.21,257.74,256.83,,,,,,,,,,,,,,,,,,,,368.27,415.00,,,,,513.11,543.05,431.89,389.93,461.71,,465.74,466.05,503.08,478.99,420.73,417.57,,,,,470.19,394.45,458.69,436.28,447.74,535.31,520.95,,,,,478.57,466.52,492.01,481.92,532.72,433.08,487.38,528.92,236.06,,513.15,537.33,303.23,293.67,258.49,,,,,,,535.52,498.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.01,226.91,226.81,230.59,237.73,242.25,,,,184.66,189.49,261.38,213.11,217.35,239.74,223.25,226.78,318.02,317.01,314.78,298.87,311.38,351.51,349.39,372.59,378.07,393.90,434.35,434.77,509.14,,,
2002-09-26 22:05:45.221000,L7,,,,,558.90,499.35,454.56,488.09,509.08,447.49,466.54,473.27,494.51,487.57,505.25,507.38,520.22,413.11,413.37,427.77,467.67,439.61,437.75,446.17,405.36,427.63,430.41,424.88,444.98,424.66,443.14,419.58,421.83,430.39,405.39,458.09,436.74,447.77,522.90,488.77,498.87,469.81,440.29,462.83,457.22,438.44,453.28,473.16,470.33,510.17,477.92,469.08,452.12,465.66,398.99,434.78,424.21,418.10,446.49,467.30,432.61,398.02,402.09,416.63,427.15,403.45,417.81,369.99,372.76,363.24,392.73,379.57,362.70,389.20,429.76,368.69,423.42,446.47,348.62,368.69,357.17,334.17,396.44,365.13,432.21,401.50,400.23,352.09,344.02,434.99,345.21,357.71,385.65,370.06,350.44,332.24,328.68,371.18,348.67,321.18,367.80,370.43,262.04,288.15,288.37,285.37,324.68,428.23,426.95,288.78,331.12,306.86,303.21,338.96,356.14,326.58,303.20,272.80,282.27,260.23,251.35,336.00,365.43,362.15,291.11,269.47,265.68,287.74,294.87,271.66,274.84,283.41,257.02,291.88,282.68,301.14,378.25,310.64,275.45,310.16,286.87,299.01,284.71,280.70,279.56,298.76,308.61,313.30,341.07,329.08,304.49,313.30,292.11,260.29,287.01,360.85,380.12,327.63,489.51,
2002-10-21 21:59:36.443000,L7,,,383.50,371.98,315.14,196.05,183.98,181.87,,,,,,,,,,,,,,254.87,229.21,242.01,220.20,225.63,201.37,240.95,326.36,304.90,306.22,326.13,320.62,358.64,,,497.72,385.05,199.22,345.53,318.83,398.00,442.29,463.35,422.57,478.71,492.70,341.55,475.64,406.88,426.83,459.84,469.94,513.89,441.12,425.87,415.49,398.70,429.37,494.44,463.49,345.39,521.70,429.66,433.08,485.23,458.69,487.60,461.83,480.09,450.15,492.76,479.73,458.76,464.70,423.71,465.70,485.81,508.13,497.35,482.39,493.32,433.84,548.60,478.24,485.54,465.85,460.18,500.22,466.83,454.85,424.70,362.28,370.43,499.95,526.95,486.45,497.20,483.17,484.52,502.18,,,,411.18,461.91,429.39,444.10,451.65,528.85,,500.65,497.79,523.79,533.10,,,,,,539.64,537.04,,,,180.77,190.15,204.09,220.52,218.72,220.92,223.32,224.12,228.44,219.19,,,,,,,238.77,281.58,298.68,307.09,305.95,313.72,293.71,309.80,331.03,335.38,364.98,372.05,396.38,443.80,449.57,482.53,498.93,491.83,
2002-10-28 22:05:46.496000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.53,,,,,,,,,,,,,,,,
2002-11-06 21:59:41.879000,L7,441.91,434.06,417.30,402.92,399.98,376.19,398.95,396.85,449.45,494.43,449.72,458.23,479.98,460.95,361.27,408.82,399.95,316.36,376.09,485.92,499.80,542.26,494.48,511.12,464.08,504.93,548.44,,,430.25,502.08,420.08,413.80,458.94,496.56,,,191.17,183.96,207.96,196.23,207.97,186.79,246.20,234.98,203.59,184.62,221.04,273.82,262.45,262.83,249.74,268.48,245.44,244.31,233.15,247.86,274.88,284.12,272.42,271.82,233.46,258.50,276.53,263.93,275.40,284.68,326.98,317.46,279.37,230.54,251.57,241.33,277.73,280.80,301.46,288.39,378.43,299.35,318.56,327.23,324.35,309.39,334.88,326.04,321.32,316.18,322.04,315.14,329.86,312.36,336.97,315.56,357.88,377.57,382.62,368.41,363.87,369.44,397.16,385.35,392.17,358.87,365.37,406.29,415.16,411.70,395.03,346.22,336.77,433.50,439.55,437.28,341.54,322.46,407.84,409.73,423.91,448.96,448.29,443.27,429.81,446.91,471.11,461.75,547.65,209.87,223.52,248.22,310.72,535.45,534.08,532.01,537.63,533.89,524.96,524.49,436.11,457.37,484.16,475.62,425.10,336.29,353.66,352.09,363.09,364.58,365.79,366.03,385.78,416.55,409.09,412.66,432.06,447.27,457.67,517.18,,,
2002-12-24 22:00:09.147000,L7,,,,,,345.78,371.27,327.29,292.38,362.34,433.78,400.51,387.72,359.47,327.79,,,409.26,444.65,436.74,376.46,350.18,,,,,,,,,,,,,,,,,,,172.75,221.24,260.79,316.50,256.50,236.25,277.47,260.68,295.33,295.80,290.05,254.59,228.54,232.62,237.68,302.08,253.62,307.61,294.16,309.06,329.86,362.53,382.82,354.98,322.28,311.36,353.80,384.86,350.89,325.07,326.48,300.88,306.67,363.64,369.85,359.59,326.61,321.54,335.28,373.44,346.64,345.84,359.17,377.23,377.10,394.33,402.06,365.71,371.80,376.53,388.55,444.89,396.28,380.70,377.57,389.47,406.21,416.67,444.71,424.90,435.72,467.90,405.25,396.82,391.31,402.86,399.16,406.25,186.69,203.44,215.02,233.19,243.38,238.42,236.25,233.08,228.41,225.68,246.51,250.54,255.35,258.37,258.49,259.49,265.25,278.16,284.40,290.49,293.59,242.30,304.61,247.04,303.94,255.65,310.31,412.57,443.08,394.11,446.79,424.53,438.06,397.08,449.55,316.05,374.87,388.56,385.21,,,,,422.84,429.42,446.35,,,,,,
2002-12-31 22:06:20.175000,L7,488.32,477.18,320.63,233.19,370.04,526.11,511.77,218.68,523.72,305.46,306.71,336.00,344.12,240.03,412.26,410.33,343.73,309.40,344.33,375.36,335.28,373.05,323.05,316.52,283.23,282.30,241.34,274.84,247.02,391.17,229.68,344.91,320.66,392.12,406.16,367.85,401.41,386.28,346.36,368.83,403.78,407.44,363.61,356.95,308.90,204.96,366.15,337.59,365.22,335.10,321.00,270.57,342.45,320.48,306.36,315.98,319.27,316.85,321.88,334.13,332.48,345.23,320.08,309.67,288.27,295.56,284.59,287.59,265.46,187.67,292.50,291.84,291.24,276.69,297.32,313.61,341.87,349.67,360.24,272.99,270.58,276.27,275.87,284.13,291.21,300.26,266.27,457.82,424.65,446.05,300.11,394.33,375.52,267.19,241.84,237.86,255.44,257.72,260.32,290.91,254.81,240.82,258.36,295.56,509.48,516.68,522.29,505.87,230.94,228.20,223.93,221.09,215.96,196.94,310.34,320.39,355.02,347.61,348.27,347.76,328.60,205.38,233.08,200.60,197.15,203.25,193.36,299.22,291.64,285.98,217.29,243.89,263.38,449.59,529.50,506.83,197.26,197.73,192.15,200.08,243.63,225.49,219.65,410.36,435.36,440.25,449.43,271.13,249.69,249.09,213.43,227.53,547.60,530.56,537.01,436.03,310.74,344.21,318.86,341.37
2003-01-16 22:06:26.858000,L7,345.17,315.00,237.17,254.19,249.15,253.85,253.77,254.22,235.64,282.39,262.03,,,,239.70,260.41,188.56,273.68,262.28,291.69,244.20,294.18,267.34,256.20,276.70,269.01,255.60,286.60,284.14,204.48,,266.77,243.69,217.84,262.85,308.07,341.65,267.38,266.34,260.36,242.59,278.57,313.12,321.62,216.22,226.36,268.44,300.06,331.07,350.53,315.27,337.74,267.77,266.91,275.88,254.17,275.51,291.21,302.08,252.04,293.93,309.54,281.57,301.14,274.00,259.12,237.25,281.23,286.82,,230.32,234.77,256.16,258.77,264.39,,,,214.24,239.36,253.77,260.38,271.56,269.66,251.78,,,,182.39,228.72,237.82,220.15,,199.00,216.73,203.77,214.67,221.66,229.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-25 22:00:18.779000,L7,254.57,,,,,,,,467.45,405.41,245.01,268.04,256.94,344.01,277.28,274.55,310.49,298.32,297.68,318.73,300.69,313.01,269.53,,466.52,428.18,365.64,358.85,350.34,356.32,415.90,387.98,399.31,404.51,,,489.39,400.86,416.18,421.93,439.66,448.05,415.88,451.78,473.74,455.33,462.15,456.46,471.08,537.34,545.73,,479.99,475.14,346.57,348.64,387.13,379.28,376.08,404.90,472.34,481.64,479.85,507.04,515.69,507.36,549.99,544.73,229.13,229.22,218.37,198.90,,540.84,501.34,464.64,446.41,479.27,504.45,525.94,525.54,500.63,476.89,520.73,535.74,,,,,,,,255.72,264.72,529.04,522.87,501.37,523.23,542.91,,,,,,,,,,,,,,,503.22,516.78,497.17,345.55,332.11,340.31,321.43,,,359.86,368.18,376.19,203.53,211.06,223.04,235.13,234.93,240.36,242.56,245.10,250.75,242.98,205.62,245.13,278.06,265.29,260.58,224.34,264.98,303.27,311.30,325.09,325.70,325.36,312.53,325.92,350.62,359.23,381.66,390.27,415.14,444.43,454.11,,,,
2003-05-24 22:06:41.120000,L7,316.04,463.59,445.65,443.76,240.47,242.21,245.51,291.95,279.19,252.49,444.64,426.69,460.36,,,438.77,515.97,388.33,317.90,320.46,282.30,298.42,306.58,315.39,314.33,310.25,314.07,240.31,305.69,304.16,365.06,337.63,238.39,267.81,266.15,268.16,292.07,278.37,291.84,295.62,294.10,284.82,265.97,236.72,,294.87,349.19,,524.29,462.75,523.31,488.27,497.85,528.85,489.95,478.05,476.07,468.70,443.83,473.28,481.14,485.62,504.29,391.58,374.53,453.40,330.52,314.50,346.68,340.08,298.17,292.54,295.62,305.83,465.62,368.79,,500.48,363.54,,,,,,,,,,,,,,,,,,468.88,249.07,245.50,245.07,491.12,529.91,241.79,226.24,248.47,253.18,257.48,261.35,255.81,253.94,,,246.52,270.08,289.10,275.37,285.08,295.42,274.44,279.80,289.97,312.30,304.01,250.90,295.33,251.46,445.75,399.91,432.08,197.49,198.66,210.02,432.55,418.55,387.78,314.97,170.38,468.76,455.77,464.97,409.78,366.55,333.83,237.46,345.83,404.62,243.71,252.21,272.20,268.22,286.37,356.96,309.41,437.20,235.75,228.54,327.53,424.33,485.58,501.60
2003-08-13 21:48:45.123000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.60,240.85,239.76,260.23,269.74,292.64,295.99,314.68,325.59,338.69,349.19,367.43,406.25,416.80,440.64,485.24,504.41,496.14,544.93
2003-09-14 21:49:18.766000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.56,208.07,220.18,223.63,227.18,218.44,237.36,239.58,221.69,223.31,234.06,228.83,244.60,192.14,,,,,,,,,,,,,,,238.68,237.95,236.45,286.76,376.92,371.15,373.65,382.73,400.57,403.82,410.10,420.34,446.65,461.93,483.90,526.47,,,
2003-09-21 21:55:35.642000,L5,,,,,,,,326.05,243.27,210.15,,,,,,,,,,241.31,348.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-30 21:49:30.432000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.66,188.37,197.83,199.58,195.44,204.84,213.11,214.72,234.50,230.52,237.04,235.69,236.58,238.81,234.28,173.76,244.16,270.92,246.43,225.92,201.28,284.44,300.65,308.68,327.01,316.80,326.58,323.66,333.23,344.38,368.25,385.10,386.17,429.05,434.80,462.74,514.46,521.95,516.99,
2003-12-03 21:50:19.675000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.29,179.41,201.68,204.75,203.32,198.74,200.92,209.33,216.66,240.19,236.48,242.71,253.95,255.33,251.05,282.01,265.02,262.99,277.71,297.99,290.94,282.79,280.93,305.33,310.88,295.85,300.12,303.99,318.94,311.92,288.16,299.98,305.81,317.44,323.20,342.57,360.40,377.77,394.33,419.06,426.02,412.40,412.97,434.58,448.18,472.35,517.14,542.79,,
2004-06-12 21:53:11.618000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.88,190.11,191.37,193.18,185.63,237.51,226.47,231.26,247.17,268.47,276.55,283.47,299.53,318.77,326.61,343.20,358.93,400.74,408.64,436.56,477.42,502.89,496.01,544.29
2004-07-14 21:54:07.355000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.70,312.03,331.76,352.01,355.29,354.91,427.91,389.14,445.82,435.56
2004-07-21 22:00:28.222000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.58,325.30,178.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-16 21:55:41.721000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.61,439.10,283.46,211.28,208.43,233.19,229.11,294.71,351.51,344.53,383.50,371.54,232.43,227.51,243.68,252.91,252.39,252.59,250.79,258.68,251.78,250.39,277.27,302.08,292.37,257.64,534.69,,,,,,,,,,378.20,383.77,383.15,424.87,436.46,460.00,509.76,531.76,,
2004-10-18 21:56:23.891000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.13,192.78,189.90,195.17,207.02,205.82,228.41,218.44,231.01,228.56,,,,,,,,,194.40,271.91,294.57,302.33,312.65,314.19,319.62,316.49,330.49,336.76,361.19,377.37,381.22,422.95,430.45,459.37,507.95,513.14,506.77,550.93
