dates,satname,nzd0232-0000,nzd0232-0001,nzd0232-0002,nzd0232-0003,nzd0232-0004,nzd0232-0005,nzd0232-0006,nzd0232-0007,nzd0232-0009,nzd0232-0010,nzd0232-0011,nzd0232-0012,nzd0232-0013,nzd0232-0014,nzd0232-0015,nzd0232-0016,nzd0232-0017,nzd0232-0018,nzd0232-0019,nzd0232-0020,nzd0232-0021,nzd0232-0022,nzd0232-0023,nzd0232-0024,nzd0232-0025,nzd0232-0026,nzd0232-0027,nzd0232-0028,nzd0232-0029,nzd0232-0008
2001-03-01 21:56:21.596000,L7,339.57,346.45,332.68,297.76,254.11,240.26,223.67,295.89,312.40,517.77,481.19,471.58,481.94,474.97,489.34,428.07,483.20,500.53,494.22,492.96,458.57,492.09,307.42,308.15,301.13,307.27,305.68,516.09,469.19,314.17
2001-03-17 21:56:16.575000,L7,526.93,486.06,453.64,494.20,519.86,522.57,474.53,498.15,541.00,520.21,525.18,528.71,532.47,529.18,534.39,519.53,457.14,526.28,523.56,302.45,462.50,444.67,495.23,497.56,504.23,524.40,506.66,293.71,299.85,506.12
2001-09-09 21:54:36.880000,L7,352.71,348.40,331.20,284.01,246.73,241.31,213.39,242.75,293.96,317.04,325.36,329.49,318.16,340.90,334.98,315.17,317.41,321.82,331.73,333.57,312.34,284.13,358.29,348.56,305.03,299.54,314.37,324.94,330.90,282.27
2002-01-31 21:54:50.570000,L7,438.57,458.06,370.77,416.15,445.92,390.59,400.01,286.16,288.92,319.29,440.77,448.68,438.60,433.58,457.32,427.87,467.36,458.74,539.41,356.77,349.39,329.36,392.98,464.28,392.01,462.22,467.17,488.89,546.04,304.74
2002-02-16 21:54:54.191000,L7,327.09,326.97,312.94,259.79,205.96,182.54,202.55,214.05,247.22,298.15,304.05,248.35,251.11,253.02,238.97,290.91,302.29,298.10,296.03,287.07,498.30,446.21,489.61,291.29,288.42,290.36,293.80,288.26,291.70,192.54
2002-08-27 21:54:00.253000,L7,328.47,329.58,290.23,262.78,212.43,177.53,210.85,221.28,249.16,266.33,247.46,264.19,198.21,201.80,200.01,203.90,182.96,201.22,211.54,270.43,272.80,271.59,278.99,286.11,291.12,277.10,285.19,275.67,275.63,179.58
2002-10-14 21:53:43.769000,L7,452.75,480.50,508.32,496.73,498.23,483.64,500.90,497.78,435.35,434.67,440.65,391.24,508.67,530.44,543.38,532.64,531.24,528.81,528.92,531.80,540.05,547.25,415.60,404.42,449.29,470.94,501.27,505.06,513.79,514.11
2002-12-01 21:54:16.937000,L7,404.54,461.13,512.81,429.06,243.69,237.29,220.20,223.52,277.17,291.29,282.31,287.40,485.88,477.19,307.85,304.49,504.33,533.28,543.99,491.79,533.45,273.04,293.25,473.60,454.14,501.59,515.03,525.21,306.77,244.13
2003-01-18 21:54:30.278000,L7,379.34,332.29,310.61,252.27,228.13,209.52,211.96,213.03,258.32,305.96,308.26,306.95,444.34,435.27,423.33,411.63,416.73,428.28,392.21,420.97,398.59,442.65,441.75,350.73,342.19,479.42,454.07,471.61,293.05,195.18
2003-03-23 21:54:40.711000,L7,494.53,410.09,,,,556.15,529.07,242.96,328.49,370.42,371.20,524.09,437.93,540.01,538.93,547.55,511.94,523.12,531.39,308.60,483.28,484.88,490.45,435.38,547.01,302.45,308.22,310.72,309.60,297.43
2003-04-08 21:54:47.577000,L7,504.51,512.29,478.35,465.76,440.89,454.71,454.45,436.57,490.20,481.47,422.43,236.43,242.22,236.37,232.09,227.13,220.42,221.79,224.39,490.98,484.54,475.72,490.45,499.56,527.82,487.07,294.69,494.75,449.68,453.88
2003-04-24 21:54:46.433000,L7,,,,,,,189.78,213.33,241.63,212.41,198.06,176.78,172.88,176.53,174.21,,512.16,487.39,476.37,477.55,474.27,248.47,259.96,266.59,276.61,273.63,276.78,264.50,274.68,209.95
2003-07-21 21:42:33.857000,L5,,,,,,,,,,,,,,,,,,,,183.76,245.84,228.40,225.13,243.34,256.35,256.79,259.39,221.34,,
2003-08-06 21:42:51.203000,L5,327.31,317.33,294.98,214.45,195.75,173.26,200.70,234.65,281.98,284.71,220.70,244.75,257.40,248.90,261.39,266.97,204.51,254.46,268.70,260.57,285.38,259.97,285.17,286.24,287.59,282.66,294.63,298.46,297.65,271.78
2003-10-25 21:44:04.226000,L5,321.39,332.05,317.14,275.89,264.41,251.31,257.01,284.36,292.75,301.11,302.02,300.44,299.72,299.15,315.54,312.22,320.42,310.71,306.63,301.22,301.96,271.12,293.65,296.09,289.20,294.10,301.21,306.85,325.76,282.66
2004-02-14 21:44:57.678000,L5,,,,,,,,,,,,,,,,,,,,,,254.88,295.35,294.64,287.72,286.60,284.78,287.88,286.25,
2004-03-01 21:45:02.553000,L5,286.94,274.09,236.40,196.01,,,,,,,,,,,,,,,190.02,208.97,251.76,227.66,245.98,248.68,241.98,254.46,246.19,223.10,239.47,
2004-03-17 21:45:08.368000,L5,,,,,,,,,214.36,195.04,269.87,270.47,,,,,,,179.64,197.88,245.22,226.60,255.15,264.90,256.45,262.81,262.98,241.25,254.71,
2004-04-18 21:45:49.558000,L5,,,,,,,,,,,,,,,,,,,,190.51,219.82,214.28,210.89,249.59,247.92,250.19,244.30,207.82,,
2004-05-04 21:46:16.049000,L5,294.54,293.22,255.84,196.23,,,,,,,,,,,,,,,192.64,206.49,263.01,238.40,261.06,263.14,269.48,273.22,271.70,264.18,273.08,
2004-07-23 21:48:33.165000,L5,242.16,311.91,271.03,196.77,,,188.83,249.89,255.08,228.03,196.91,183.16,,,,,,,199.89,216.82,279.70,247.40,275.01,277.87,284.41,285.19,284.03,283.18,288.15,267.86
2004-08-24 21:49:18.016000,L5,310.91,305.20,266.82,208.98,232.37,225.71,228.93,193.20,271.70,304.65,317.63,279.00,282.75,,,,172.46,274.64,295.13,290.73,287.12,322.17,273.82,292.52,270.86,275.83,275.54,276.88,268.14,316.47
2004-09-25 21:50:07.312000,L5,,,,,,,,,217.70,206.85,269.58,272.18,270.57,,254.42,257.40,267.26,261.18,261.39,244.98,252.07,223.53,248.64,255.25,234.58,251.56,252.47,230.06,247.24,
2004-10-27 21:50:47.740000,L5,314.12,312.27,312.74,291.70,266.04,280.21,269.24,288.69,296.61,310.38,308.50,314.12,309.62,305.62,300.96,304.42,300.46,301.77,301.91,304.13,295.90,279.12,301.24,299.09,294.23,297.96,297.78,301.10,298.34,285.99
2005-01-15 21:52:09.437000,L5,344.11,348.70,314.66,277.34,249.91,229.03,225.23,270.31,308.47,319.73,326.67,326.40,326.81,325.51,332.12,321.71,323.89,307.97,304.37,301.41,302.17,269.14,306.61,336.31,337.79,341.99,372.64,427.62,433.42,308.45
2005-03-04 21:52:52.217000,L5,,190.55,260.74,209.37,206.19,186.57,187.79,,,,,,,,,,,,197.04,240.67,234.57,229.27,172.48,200.81,240.31,265.50,269.16,239.72,258.27,
2005-04-21 21:53:10.893000,L5,285.52,257.58,237.71,188.49,184.41,165.11,,,230.38,268.50,196.91,182.57,162.44,,,,,,194.81,223.85,258.83,239.65,263.32,270.38,266.91,267.99,268.76,245.24,261.48,
2005-06-08 21:53:33.007000,L5,,,,,,,,,,,,,,,,,,,,184.41,240.67,201.84,206.65,234.68,243.39,242.85,250.08,217.51,,
2005-10-30 21:54:03.531000,L5,328.98,347.48,329.38,343.42,333.62,266.25,332.18,328.37,294.49,302.61,317.23,320.24,319.87,318.75,334.90,328.48,318.27,318.07,317.96,318.00,310.89,269.01,299.64,295.84,293.02,290.06,298.55,310.01,327.31,301.10
2005-11-15 21:54:26.309000,L5,344.69,375.29,338.77,378.30,363.82,336.46,362.28,341.70,342.56,307.75,312.01,331.42,306.97,301.55,293.47,303.96,304.63,295.54,296.01,302.01,293.65,273.75,283.10,293.63,279.83,285.12,282.35,279.09,287.74,315.23
2006-02-03 21:56:19.035000,L5,332.14,329.14,303.61,240.27,236.34,210.21,218.78,207.03,298.02,305.26,309.06,311.86,315.61,312.12,302.63,301.36,298.01,291.57,288.21,289.71,289.10,263.80,292.09,301.13,292.03,298.97,305.63,307.46,307.50,279.16
2006-02-19 21:56:39.909000,L5,314.42,315.06,287.12,239.06,241.04,220.49,219.16,239.83,287.52,303.29,305.66,326.39,343.86,316.09,299.28,294.66,296.05,298.36,297.97,296.39,292.95,269.19,294.53,304.62,286.32,286.48,292.66,294.05,293.79,265.33
2006-06-27 21:58:48.654000,L5,287.79,325.65,288.41,221.07,188.63,182.15,202.08,253.55,303.86,230.99,211.68,230.45,164.12,173.40,186.90,227.43,218.73,225.17,223.95,256.72,303.46,262.08,281.31,273.33,291.62,292.12,287.24,285.98,277.80,305.30
2006-07-13 21:59:02.335000,L5,302.59,316.69,293.01,208.58,198.60,178.55,199.86,236.70,285.08,233.55,225.37,189.50,,191.53,187.26,229.99,221.42,207.59,260.62,276.07,289.46,257.42,283.06,279.34,283.08,288.41,291.73,301.89,298.93,276.39
2008-12-25 21:50:34.359000,L5,,,,,,,,,,,,,,,,,,,,,226.21,243.28,272.49,271.34,259.93,238.77,269.06,,,
2009-11-26 21:56:28.873000,L5,325.44,323.73,304.29,260.86,250.99,232.81,230.86,256.71,289.66,301.11,307.89,306.55,308.06,302.20,301.78,306.07,308.60,304.44,305.04,299.23,293.86,275.07,294.06,300.43,293.90,295.10,298.25,301.90,301.55,291.49
2009-12-12 21:56:37.955000,L5,188.66,186.16,217.11,251.68,264.78,229.71,220.81,210.16,263.18,289.73,292.52,293.30,295.50,295.57,289.70,284.02,273.04,263.46,265.79,283.86,284.48,252.59,274.00,285.72,274.05,279.04,286.71,285.55,288.67,267.91
2010-01-13 21:56:49.389000,L5,334.44,325.21,315.27,284.02,273.37,248.34,235.76,308.12,319.35,311.98,312.74,315.79,319.06,316.22,310.14,309.45,308.15,314.62,311.09,301.03,296.93,285.87,305.52,309.86,295.61,304.06,301.49,304.33,315.86,319.99
2010-01-29 21:56:53.427000,L5,327.70,329.25,302.79,262.27,265.76,300.60,294.62,305.14,322.02,322.16,319.86,314.22,311.24,305.47,307.73,305.54,304.12,299.27,307.32,306.28,305.00,283.40,297.89,309.41,304.43,295.23,294.87,300.55,305.01,329.44
2010-10-28 21:55:51.312000,L5,328.05,324.66,300.49,252.89,244.79,230.65,222.74,228.52,276.82,299.31,304.55,309.40,310.49,309.36,303.61,291.89,292.33,287.45,292.13,291.88,282.94,267.68,287.99,299.07,289.66,296.65,303.76,302.26,307.03,271.28
2010-12-31 21:55:56.533000,L5,321.08,316.98,290.66,237.40,240.58,230.70,221.45,195.93,239.12,279.79,280.83,268.60,280.48,279.64,284.03,282.48,279.24,283.98,288.44,291.19,269.60,255.50,288.81,288.44,279.94,282.83,289.56,293.66,301.36,174.71
2011-01-16 21:55:58.174000,L5,328.28,326.31,305.69,251.26,246.01,229.55,226.50,276.45,290.14,301.26,302.76,308.47,309.50,304.75,304.09,304.21,305.89,301.57,296.30,292.15,284.47,263.94,292.60,295.40,287.91,299.55,308.13,304.88,311.64,288.78
2011-02-17 21:56:00.979000,L5,313.69,282.96,233.25,209.47,193.30,205.13,212.64,191.63,258.92,292.03,285.20,283.71,291.43,289.75,279.04,276.13,285.86,281.77,281.75,274.56,258.38,272.85,287.58,272.55,278.46,284.40,276.87,274.52,274.46,197.81
2013-04-11 22:08:15.067000,L8,324.32,327.67,312.96,256.25,226.42,224.86,217.27,228.83,271.33,286.25,298.48,294.73,296.84,302.17,296.11,346.35,334.63,345.75,,,,,,181.70,247.30,270.65,292.80,291.74,295.63,275.94
2013-08-17 22:08:03.120000,L8,350.34,362.00,365.38,374.69,388.87,402.01,389.11,384.33,394.89,394.14,380.73,380.42,378.11,367.09,365.25,352.96,372.75,308.40,305.48,304.19,296.88,274.79,293.66,298.51,297.55,292.87,300.66,307.81,313.80,389.66
2013-09-02 22:08:04.598000,L8,301.48,283.96,270.25,216.31,180.08,,,,225.17,259.76,276.25,266.59,,,,,,,,,,,254.13,271.90,256.48,260.01,268.15,257.67,257.58,235.69
2013-11-05 22:07:46.855000,L8,297.51,293.91,252.64,210.80,177.25,,,,,,,,,,,,271.17,273.56,275.03,270.57,257.77,235.44,260.46,265.09,256.30,266.38,267.16,,,
2013-11-21 22:07:37.752000,L8,545.13,533.76,534.50,530.86,402.84,410.37,367.81,362.84,429.54,371.32,384.96,379.27,375.70,536.00,451.81,445.04,441.56,352.05,347.30,339.18,427.80,415.10,430.57,370.97,464.52,388.87,369.86,446.27,392.91,340.53
2014-01-24 22:07:09.509000,L8,267.07,279.45,,,,233.15,235.31,229.03,267.39,306.12,306.40,306.13,306.05,308.18,307.73,303.11,302.40,296.97,299.63,293.02,278.58,264.83,287.93,294.17,278.71,289.65,296.44,286.73,286.52,272.29
2014-02-09 22:06:57.254000,L8,333.64,334.47,328.58,270.49,244.11,248.09,246.42,275.29,319.46,323.20,320.82,318.47,322.93,317.35,321.23,317.57,319.75,318.41,310.82,311.78,300.41,280.73,303.68,317.88,300.73,302.79,310.28,311.75,326.22,314.56
2014-02-25 22:06:44.447000,L8,,,,,220.81,225.86,239.02,228.51,245.36,275.49,285.53,298.69,305.31,301.89,305.37,363.81,300.26,302.22,298.07,294.53,287.71,399.17,466.46,494.42,455.46,426.17,515.61,,,271.94
2014-03-04 22:12:46.982000,L8,,,,,,,,,,,,,,,,272.85,271.16,252.98,254.54,248.86,225.94,213.69,234.80,234.85,219.02,213.52,219.48,194.71,206.49,
2014-03-29 22:06:15.961000,L8,275.80,263.62,248.67,180.16,,,,,,,,,,,,,,,,,,,,,231.92,255.94,268.18,241.78,241.33,
2014-07-03 22:05:50.119000,L8,,,,,,,,,,,,,,,,,,,,,,,229.59,232.65,252.54,254.17,267.13,,,
2014-08-20 22:06:06.726000,L8,327.85,329.93,323.17,272.39,202.86,219.82,207.55,253.68,305.80,377.46,345.90,380.44,382.90,374.10,353.76,310.83,307.89,359.11,355.07,322.14,300.99,276.63,291.92,302.11,296.52,291.35,302.16,306.50,308.28,296.01
2015-02-12 22:05:51.250000,L8,329.87,334.17,325.53,272.27,245.72,245.50,242.98,278.28,316.47,323.00,321.38,321.70,326.44,317.03,314.80,307.71,312.52,319.23,315.99,313.23,298.05,279.66,293.72,312.36,300.11,303.75,315.93,331.47,307.70,308.87
2015-02-28 22:05:48.437000,L8,302.95,306.85,277.81,221.06,183.42,,195.63,217.94,206.30,263.06,277.67,268.32,275.03,279.59,276.32,269.04,265.08,255.87,266.43,264.32,255.15,233.89,255.13,272.56,248.43,266.32,273.58,250.11,257.37,197.77
2015-04-01 22:05:25.791000,L8,328.05,330.00,308.59,280.56,244.26,226.72,234.04,279.25,327.65,325.01,341.10,348.08,353.96,345.26,348.20,309.34,307.17,303.51,304.10,305.35,299.10,270.49,298.05,339.01,343.60,350.01,348.33,298.43,303.56,323.08
2015-05-19 22:05:04.672000,L8,186.85,182.33,214.98,227.61,185.83,,,,,,,,,,,,,,,,,176.27,182.48,212.56,256.57,264.95,269.22,254.91,,
2015-07-22 22:05:37.569000,L8,322.88,325.21,304.47,271.49,185.37,166.18,199.45,262.22,301.99,283.21,219.73,185.14,180.71,208.96,214.83,,,,187.22,284.15,304.53,264.80,288.80,291.98,294.65,286.10,293.38,301.62,298.89,297.98
2015-08-07 22:05:40.232000,L8,223.68,280.54,270.39,219.30,178.84,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-24 22:06:01.750000,L8,329.92,332.35,326.90,273.41,268.48,245.38,228.08,270.38,322.88,320.26,320.16,307.44,315.01,315.77,313.37,308.27,308.49,308.47,308.73,307.35,296.63,277.04,301.52,310.74,295.53,298.13,307.87,311.65,312.59,305.68
2015-10-26 22:06:07.756000,L8,292.45,293.27,244.75,213.60,180.77,163.39,192.70,201.66,236.87,259.60,277.44,265.99,273.11,273.32,268.20,265.37,266.87,196.74,257.76,,257.06,221.39,263.38,258.58,,,,,,250.21
2015-12-29 22:06:09.164000,L8,330.37,334.77,325.99,294.12,252.34,246.88,243.99,293.01,317.67,317.26,314.14,310.17,314.14,320.64,315.44,314.73,315.66,308.24,314.89,312.73,308.61,279.99,307.54,308.91,299.78,306.37,307.82,317.57,308.18,314.23
2016-05-21 22:05:38.418000,L8,188.98,232.88,261.99,218.22,176.46,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-10 22:06:15.488000,L8,309.24,304.55,269.26,223.82,185.65,168.24,191.97,204.43,241.49,259.39,214.64,244.50,239.97,228.31,226.00,200.39,224.73,211.47,226.75,231.25,264.75,226.09,259.25,272.47,261.69,265.44,267.09,262.57,265.26,252.86
2016-10-12 22:06:21.213000,L8,326.46,324.45,304.69,278.03,249.66,250.15,248.16,287.77,338.88,359.01,353.06,349.08,343.68,336.22,342.85,346.72,336.36,334.02,348.69,319.75,303.94,285.27,308.64,318.13,302.63,307.04,337.22,334.37,323.24,326.84
2017-04-06 22:05:33.966000,L8,,,,,,,,,,,,281.52,296.58,316.69,279.88,284.77,286.61,294.35,298.49,299.84,299.62,262.88,289.20,292.26,288.80,284.28,287.82,293.55,296.47,
2017-05-24 22:05:34.407000,L8,210.81,236.42,243.80,211.34,172.82,,,,,,,,,,,,,,,,,,192.35,225.26,246.39,,,,,
2017-06-25 22:05:47.638000,L8,309.67,323.27,304.05,268.42,195.20,178.82,204.77,265.62,338.79,328.14,222.70,188.42,182.58,188.57,193.96,183.54,178.83,201.72,247.07,320.41,307.86,260.86,282.77,342.75,313.88,324.86,327.36,351.20,341.57,322.74
2017-08-12 22:06:04.307000,L8,325.91,326.55,304.91,272.49,227.97,222.08,219.74,267.03,304.09,308.57,300.16,287.68,293.13,294.57,294.58,283.41,288.59,293.77,293.46,296.39,300.60,264.79,292.01,295.67,295.66,289.89,297.19,298.10,297.18,301.59
2017-11-16 22:06:16.377000,L8,345.46,347.68,361.49,360.98,369.16,373.51,360.63,357.18,361.44,355.94,341.38,338.40,328.40,353.13,354.25,352.84,356.42,448.17,515.94,411.14,486.82,480.38,490.10,460.37,361.24,339.90,349.26,352.56,398.73,357.94
2017-12-02 22:06:10.894000,L8,354.23,380.34,353.69,355.61,383.21,356.74,360.03,348.37,409.54,417.41,362.52,329.14,324.18,328.56,338.72,341.20,315.86,321.31,331.06,343.80,354.78,353.61,336.39,351.60,316.08,335.95,342.76,338.24,326.81,360.57
2018-01-19 22:06:02.658000,L8,354.10,353.36,363.73,371.62,373.87,370.59,364.90,351.40,356.43,369.82,394.53,374.77,376.18,359.35,367.76,339.42,450.96,443.30,465.40,433.48,519.07,493.33,388.89,414.33,503.83,476.81,527.23,,,348.18
2018-03-08 22:05:39.901000,L8,297.18,297.60,266.30,217.28,184.00,,,,191.02,255.98,271.31,175.60,184.78,260.66,250.65,258.26,257.59,252.98,258.93,245.43,,,254.77,269.51,254.36,263.75,270.41,249.16,257.23,
2018-04-25 22:05:14.903000,L8,203.50,238.85,266.04,215.68,176.60,,,,,,,,,,,,,,,192.78,242.97,224.28,197.46,,,260.47,268.15,250.81,,
2018-06-28 22:05:04.262000,L8,228.30,325.62,302.82,261.98,185.52,166.76,341.29,301.82,321.47,329.04,333.10,337.21,326.17,330.63,327.75,333.32,327.50,321.89,325.37,333.21,331.46,331.22,334.84,312.96,340.01,344.96,346.74,331.93,328.71,314.54
2018-08-31 22:05:35.273000,L8,304.77,302.21,272.73,225.89,188.70,165.47,195.05,215.77,251.77,262.03,259.74,183.34,179.79,,,,251.02,259.97,263.01,209.77,260.04,226.73,259.80,272.28,257.64,260.54,273.25,266.04,267.86,264.62
2018-09-16 22:05:39.825000,L8,331.08,335.24,321.93,283.51,246.59,245.08,239.27,287.47,307.54,311.40,315.46,312.01,313.83,311.47,309.09,300.66,306.35,305.30,299.79,305.86,301.25,272.21,299.65,312.29,301.23,300.58,311.60,314.22,306.87,321.50
2018-10-02 22:05:47.245000,L8,285.32,286.51,253.78,210.77,183.27,,188.78,205.68,239.81,258.30,240.34,188.24,261.56,262.56,256.42,255.31,255.98,255.58,261.80,254.75,252.44,219.29,257.22,258.35,214.22,256.75,268.87,253.90,251.21,250.74
2018-10-18 22:05:53.709000,L8,330.22,336.00,326.15,294.18,249.77,247.40,244.23,287.39,311.85,320.91,316.18,311.91,314.05,315.12,312.27,307.62,311.07,305.95,313.64,311.56,311.14,279.33,308.62,312.25,300.42,307.86,315.55,317.42,309.91,314.15
2019-01-22 22:05:50.255000,L8,326.65,329.31,315.11,276.56,292.69,312.23,313.69,316.05,326.91,340.14,343.58,342.11,337.37,335.12,320.32,311.89,306.42,318.21,336.14,319.73,321.88,346.01,313.12,328.86,329.01,305.89,358.56,338.25,333.59,323.68
2019-02-07 22:05:47.667000,L8,350.72,334.12,320.50,274.73,244.86,247.15,242.77,298.26,317.73,316.43,316.19,340.09,332.06,350.14,364.80,356.97,307.72,310.43,309.95,304.84,302.98,281.03,302.58,317.61,300.25,308.98,306.21,306.39,316.56,349.33
2019-03-11 22:05:38.980000,L8,309.59,313.74,295.29,245.92,214.63,212.79,205.65,227.38,245.10,263.11,189.27,,,,,,,,181.22,212.13,255.79,230.30,249.82,267.06,254.01,258.36,271.36,251.07,243.34,256.14
2019-04-12 22:05:30.743000,L8,327.97,334.90,327.53,275.95,231.05,234.13,228.31,288.88,313.60,318.95,313.02,308.93,311.71,315.45,301.03,289.40,295.01,305.24,296.42,302.44,307.83,272.35,490.89,490.77,473.86,482.74,309.49,312.51,312.60,315.24
2019-05-14 22:05:36.265000,L8,264.83,285.51,275.57,233.65,182.84,164.72,,,,,,,,,,,,,,,,,,,,,270.75,263.90,261.03,
2019-06-15 22:05:51.895000,L8,217.51,254.52,271.29,222.14,174.41,,185.67,218.90,244.93,210.77,,,,,,,,,175.22,199.87,240.78,212.93,203.55,241.07,242.81,247.64,268.20,251.52,,260.28
2019-07-17 22:05:59.094000,L8,232.54,276.34,286.56,250.98,187.89,169.26,193.07,224.41,242.62,243.97,197.06,185.29,175.19,180.53,192.47,,,,192.13,212.61,261.98,236.71,247.08,235.93,,,,,,264.20
2019-08-18 22:06:11.235000,L8,326.14,332.61,358.72,275.84,195.88,217.48,211.59,283.97,337.21,344.50,343.47,305.87,324.08,341.32,346.60,349.60,339.50,330.75,340.66,299.27,300.23,264.37,291.91,298.75,296.14,289.04,302.28,301.60,299.63,316.87
2019-09-19 22:06:20.269000,L8,306.67,301.87,273.30,234.21,195.21,196.58,196.73,216.57,254.10,261.62,187.27,197.75,,,,,,,258.58,211.29,193.71,213.65,207.64,183.21,238.44,263.88,275.35,257.53,240.46,268.43
2019-11-06 22:06:24.678000,L8,330.66,334.02,324.57,275.40,250.28,247.02,239.24,284.21,316.09,320.84,321.72,309.84,314.55,314.20,309.77,308.87,304.79,310.94,313.29,315.56,299.39,279.32,329.11,322.78,300.34,303.83,310.60,312.49,318.32,314.20
2019-12-08 22:06:20.730000,L8,322.90,327.35,341.25,285.51,251.74,241.69,218.25,268.66,284.56,330.72,306.18,308.88,307.90,304.66,292.56,288.52,291.73,294.22,295.66,295.75,285.74,259.66,290.29,295.78,291.26,286.42,298.66,360.50,327.68,213.82
2020-01-09 22:06:13.711000,L8,338.37,350.90,361.96,270.17,245.07,247.34,330.62,358.14,343.53,341.83,316.93,317.58,319.54,316.71,327.15,318.54,334.15,332.66,340.77,348.83,350.38,349.20,349.59,358.08,333.83,362.17,323.38,313.11,326.15,337.02
2020-02-10 22:06:04.888000,L8,346.43,347.45,345.44,342.29,249.39,244.64,247.84,329.87,327.59,330.55,328.73,318.85,318.14,315.21,313.38,320.25,326.82,333.12,339.60,346.94,340.87,348.68,345.50,343.56,337.33,337.12,348.97,336.14,443.99,326.28
2020-03-13 22:05:54.202000,L8,358.99,373.01,329.06,274.80,237.54,240.54,241.27,296.70,318.11,319.73,317.67,311.28,310.26,315.58,306.50,306.54,301.06,304.52,305.65,303.38,301.15,272.77,302.60,302.16,297.07,304.81,328.44,323.11,310.65,315.47
2020-05-16 22:05:27.607000,L8,325.76,325.20,306.42,266.67,191.12,177.78,208.99,275.72,312.19,312.63,227.49,180.99,179.15,180.93,187.98,169.15,,,193.05,292.60,297.89,263.43,286.62,293.26,296.24,285.60,300.08,536.00,522.82,308.99
2020-07-19 22:05:55.897000,L8,313.12,314.85,300.44,253.29,197.48,199.63,211.23,254.02,326.90,274.42,262.94,258.80,320.63,323.44,324.62,316.67,256.62,257.21,259.72,279.66,286.27,255.53,334.24,342.25,341.87,341.06,360.85,358.17,358.30,319.65
2020-08-04 22:05:59.720000,L8,353.86,332.69,326.22,285.15,246.34,236.56,237.78,292.26,315.67,316.26,312.84,310.87,302.39,325.89,324.40,299.60,302.76,304.81,303.61,300.87,308.71,323.48,323.67,323.22,334.51,328.31,340.21,343.25,356.75,318.34
2020-08-20 22:06:05.973000,L8,289.16,282.30,255.33,219.81,182.21,,185.43,209.82,242.63,261.86,231.41,180.98,174.03,,,,,,191.36,208.49,259.14,230.11,194.93,249.52,261.33,262.62,273.69,252.47,,246.08
