dates,satname,nzd0551-0000,nzd0551-0001,nzd0551-0002,nzd0551-0003,nzd0551-0004,nzd0551-0005,nzd0551-0006,nzd0551-0007,nzd0551-0008,nzd0551-0009,nzd0551-0010,nzd0551-0011,nzd0551-0012,nzd0551-0013,nzd0551-0014,nzd0551-0015,nzd0551-0021,nzd0551-0022,nzd0551-0023,nzd0551-0024,nzd0551-0025,nzd0551-0026,nzd0551-0027,nzd0551-0028,nzd0551-0029,nzd0551-0030,nzd0551-0031,nzd0551-0032,nzd0551-0033,nzd0551-0034,nzd0551-0035,nzd0551-0036,nzd0551-0037,nzd0551-0038,nzd0551-0039,nzd0551-0040,nzd0551-0041,nzd0551-0042,nzd0551-0043,nzd0551-0046,nzd0551-0047,nzd0551-0048,nzd0551-0049,nzd0551-0050,nzd0551-0051,nzd0551-0052,nzd0551-0053,nzd0551-0054,nzd0551-0055,nzd0551-0056,nzd0551-0057,nzd0551-0058,nzd0551-0059,nzd0551-0060,nzd0551-0061,nzd0551-0062,nzd0551-0063,nzd0551-0064,nzd0551-0065,nzd0551-0066,nzd0551-0067,nzd0551-0068,nzd0551-0069,nzd0551-0070,nzd0551-0071,nzd0551-0072,nzd0551-0073,nzd0551-0074,nzd0551-0075,nzd0551-0076,nzd0551-0077,nzd0551-0078,nzd0551-0079,nzd0551-0096,nzd0551-0097,nzd0551-0016,nzd0551-0017,nzd0551-0018,nzd0551-0019,nzd0551-0020,nzd0551-0044,nzd0551-0045,nzd0551-0085,nzd0551-0086,nzd0551-0087,nzd0551-0088,nzd0551-0091,nzd0551-0092,nzd0551-0093,nzd0551-0094,nzd0551-0095,nzd0551-0098,nzd0551-0099,nzd0551-0100,nzd0551-0103,nzd0551-0104,nzd0551-0080,nzd0551-0081,nzd0551-0082,nzd0551-0083,nzd0551-0089,nzd0551-0090,nzd0551-0101,nzd0551-0102,nzd0551-0084
2003-02-17 22:09:52.375000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,520.04,505.08,497.58,498.51,496.94,496.01,495.92,490.31,488.48,482.11,472.11,467.13,467.59,469.16,484.88,492.36,498.50,500.57,500.28,505.19,511.86,510.17,517.42,510.62,518.69,,,403.20,413.06,373.04,,,,,,,,,,,,,,,,,,,,,,,,,467.39,474.25,,,,,183.20,204.43,179.33,,,,502.19,499.65,476.42,457.21,,,,,,235.31,496.72,481.37,
2003-02-24 22:15:37.262000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.96,508.56,505.02,474.87,377.15,349.36,211.63,361.71,313.11,249.36,350.83,222.47,337.81,258.69,223.67,282.63,,,224.38,349.01,463.41,460.88,419.45,,,,,,314.43,231.79,226.02,172.10,489.48,518.85,452.98,278.11,,381.87,507.02,,,,,,482.32,513.98,300.92,,,,386.09,341.44,345.13,503.17,437.91,394.70,392.33,404.22,384.67,380.07,194.96,183.90,407.85,420.45,451.90,384.36,301.73,387.59,168.25
2003-03-21 22:09:27.545000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,513.34,506.95,503.84,501.03,501.35,496.84,505.48,511.31,503.23,488.00,474.35,470.73,472.85,504.71,515.63,,,,,,,,,,,,387.49,344.49,349.35,384.70,,,,,,,,,,,,,,,,,,,,,,,,,475.08,484.43,,,,322.93,226.52,208.15,,,,,,,,,,,,,311.38,283.82,,,
2003-03-21 22:09:51.505000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,509.99,501.65,501.86,493.63,496.66,493.76,499.24,502.34,501.90,488.43,471.60,468.93,469.22,503.38,514.37,,,,,,,,,,,,374.80,393.29,403.03,344.88,,,,,,,,,,,,,,,,,,,,,,,,,470.33,483.95,,,,319.70,224.72,205.52,158.01,,,,502.94,500.68,476.94,458.96,,,,,304.60,303.37,500.16,485.52,
2003-04-13 22:15:43.669000,L7,,,,,,,,,,,,,,,,,,467.54,448.75,422.56,427.94,397.68,385.66,373.72,290.60,314.51,363.34,376.57,356.90,306.70,327.28,331.26,305.29,296.07,344.27,341.30,328.31,307.12,302.36,332.60,341.56,344.45,372.25,427.68,434.06,449.04,444.19,427.72,423.11,438.25,414.38,428.72,158.94,153.71,245.87,291.36,284.12,310.80,309.70,300.98,310.07,305.87,300.25,290.01,306.63,306.64,229.03,411.19,219.78,222.16,236.39,238.10,237.14,246.55,226.42,,,,,,341.33,376.05,185.26,205.14,235.62,246.33,204.30,167.13,179.26,151.51,210.42,214.75,348.69,337.59,433.65,440.06,207.14,206.01,226.72,211.00,160.32,141.78,270.91,439.35,188.30
2003-08-11 22:03:51.447000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.42,518.63,506.15,500.39,499.06,511.22,504.76,501.33,512.53,511.26,505.22,492.21,493.89,470.31,437.10,456.91,186.23,465.36,464.74,460.74,464.76,467.64,473.32,472.93,455.49,443.91,456.19,446.48,438.64,424.84,429.09,419.75,420.83,421.82,419.66,422.94,418.36,422.80,371.73,383.83,,,,,,504.93,507.15,415.02,401.95,340.82,368.66,376.31,331.40,304.89,326.75,362.70,361.28,355.88,341.06,169.03,327.01,424.83,420.76,427.34,421.27,383.02,367.52,174.93,159.18,416.96
2003-10-07 21:58:35.519000,L5,510.62,508.56,509.16,514.07,515.72,516.89,521.86,,,,,,,,,,,,,,,,,,,,515.09,509.03,505.60,498.37,502.23,498.45,499.02,487.18,487.95,481.47,470.61,463.63,468.32,468.74,477.56,484.16,493.23,496.26,501.14,503.31,500.32,506.57,502.80,496.86,501.27,504.84,433.47,432.26,439.85,422.50,522.40,,,,,,,,,,,,,,,,,123.36,,,,,,,461.95,465.78,362.62,258.08,338.58,333.45,302.59,285.38,261.40,232.42,163.06,,,505.82,469.21,445.19,,337.19,333.22,368.02,321.90,318.15,499.25,478.00,360.91
2003-10-07 21:58:59.492000,L5,508.62,506.07,506.80,511.29,513.52,514.63,519.99,,,,,,,,,,,,516.21,514.26,506.41,498.17,508.92,514.85,508.41,514.81,511.74,506.56,499.68,495.22,497.14,493.57,493.88,482.63,482.59,476.52,467.68,459.66,463.94,464.57,473.38,479.51,490.23,492.87,496.75,499.46,495.48,503.02,499.11,492.82,497.94,502.79,428.31,429.71,434.91,411.89,516.25,524.63,,,,,,,,,,,,,,,,,,,,,,,458.72,461.99,356.42,255.82,338.54,331.45,298.25,283.30,258.87,225.31,155.43,,,503.59,468.08,447.22,,333.22,334.45,365.87,320.14,316.83,500.75,480.38,358.15
2003-12-01 22:05:28.760000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.13,516.46,512.07,506.14,501.76,500.93,500.44,499.39,491.16,488.40,487.92,484.75,478.61,477.21,464.57,449.78,364.29,252.16,,,,,,,,,,,,,,,,,269.71,264.42,,,,,,,,,,,,,,264.01,273.31,,,
2003-12-26 21:59:30.091000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.18,516.40,516.44,512.32,510.47,507.07,501.48,497.09,490.73,487.20,492.21,497.11,506.07,509.51,518.84,518.46,524.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.88,484.89,284.14,242.27,245.90,316.33,282.73,257.38,236.58,183.96,,,,,,,,231.84,269.85,338.13,303.63,294.82,,,339.09
2003-12-26 21:59:54.064000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.77,518.77,511.98,512.95,509.08,505.58,503.30,495.80,490.92,487.67,482.14,487.31,492.83,501.93,506.24,513.92,513.64,520.64,521.62,523.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.10,481.67,277.46,238.88,243.84,311.58,277.76,253.66,232.16,181.74,,,,,,,,230.40,262.73,334.06,299.38,292.79,,,336.17
2004-01-27 21:59:38.149000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.08,520.73,514.05,513.52,507.34,507.04,502.64,500.48,496.50,481.75,480.68,475.25,483.29,490.82,497.73,501.98,510.91,513.05,517.86,519.60,520.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.60,476.51,332.41,245.40,246.91,312.96,285.99,262.56,241.99,187.41,,,,,,,,236.52,273.47,343.80,303.62,300.65,,,341.55
2004-03-31 21:59:59.745000,L5,508.00,504.81,505.46,510.10,513.08,515.59,521.52,,,,,217.98,346.91,404.80,513.32,,,,,,,,,,,,214.64,257.71,343.43,453.36,461.90,472.89,468.81,469.74,471.82,472.13,466.53,461.19,461.34,460.96,468.26,480.82,490.00,490.89,489.74,488.80,495.16,487.08,498.37,500.85,505.61,511.84,444.71,435.35,442.14,421.85,520.58,525.87,,,,,,,,,,,,,,,,,,,,,,,455.62,459.41,361.54,262.48,258.48,336.01,311.70,292.58,272.47,233.45,156.98,,507.90,501.44,461.76,424.35,,350.03,326.34,367.28,326.42,325.91,494.92,479.98,365.65
2004-03-31 22:00:23.718000,L5,506.16,502.70,502.43,508.36,511.90,512.19,518.87,,,,,312.92,366.39,413.12,510.45,,,,,,,,,,,,212.52,253.79,339.42,409.69,458.49,468.06,460.84,462.17,466.89,468.15,463.45,457.92,457.76,458.48,466.01,477.36,487.81,488.47,486.72,485.46,490.67,483.80,494.51,497.40,502.32,509.54,508.46,514.60,511.52,513.30,515.98,523.06,,,,,,,,,,,,,,,,,,,,,,,452.48,455.97,360.58,260.19,338.53,336.08,310.14,293.28,272.22,233.88,157.17,,507.03,501.06,459.68,422.28,,348.59,330.27,366.20,326.44,324.72,493.52,479.42,363.94
2004-04-23 22:06:53.682000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.99,516.50,498.92,496.64,492.86,501.64,496.81,499.96,500.40,501.24,495.40,478.20,432.34,432.10,433.19,428.75,215.12,182.89,301.32,233.12,452.90,456.25,463.73,459.57,450.23,449.93,455.66,446.02,434.64,432.67,423.81,411.94,416.77,420.04,416.92,419.86,417.35,418.19,364.70,369.40,,,,,,490.34,493.90,422.96,410.93,329.23,360.63,239.07,231.18,367.27,366.78,359.64,366.43,355.99,326.13,347.47,327.15,248.12,426.49,265.65,411.99,393.10,229.20,179.62,154.54,411.55
2004-05-02 22:00:57.398000,L5,490.68,486.86,476.65,491.34,492.36,495.27,505.15,503.45,500.67,502.58,504.01,509.06,504.50,510.25,506.36,513.82,478.07,467.18,318.92,470.88,474.48,455.77,479.27,466.62,479.24,448.61,488.54,474.09,460.19,473.46,474.45,474.30,452.81,464.24,455.03,449.46,449.96,443.56,443.49,450.13,455.03,464.00,331.55,368.33,474.37,480.22,474.68,391.81,421.83,430.64,428.50,432.34,215.06,183.42,316.61,482.09,486.61,482.42,500.24,502.91,497.70,499.64,501.45,495.19,495.79,496.14,496.12,489.27,298.13,265.64,215.72,224.65,269.61,139.67,411.04,505.38,505.04,434.60,463.04,443.14,438.91,442.54,374.57,372.28,363.06,336.52,336.28,334.68,281.00,250.46,198.31,409.18,399.66,392.80,410.02,229.40,348.21,354.76,364.23,384.68,331.04,340.34,469.02,443.02,375.73
2004-05-02 22:01:21.371000,L5,494.53,489.61,481.64,495.42,494.66,498.40,507.00,506.84,503.24,505.59,508.18,511.24,506.71,513.84,512.10,514.25,478.26,460.41,332.07,449.99,477.57,452.80,483.50,469.89,477.98,444.40,487.30,473.23,465.77,477.91,476.45,479.73,447.08,467.39,456.26,442.99,454.86,448.84,442.99,450.89,458.70,466.92,333.21,338.97,478.75,483.15,478.99,399.89,424.55,435.23,429.44,438.49,220.90,189.28,322.86,489.60,493.71,489.77,496.97,505.66,503.47,502.66,500.04,501.96,499.09,505.65,492.91,493.51,301.01,272.29,241.95,234.55,273.01,503.31,503.51,508.66,507.32,505.09,342.86,482.90,439.87,447.49,380.76,379.14,369.74,339.10,441.93,476.99,366.23,500.80,206.91,484.58,483.96,477.22,418.88,226.85,348.55,364.74,362.54,390.42,337.60,346.42,468.18,439.30,389.14
2004-05-09 22:07:21.512000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.26,514.33,503.67,494.00,496.06,506.33,504.80,505.19,502.03,504.94,501.06,490.50,409.66,440.02,431.81,436.29,210.50,179.24,301.53,275.76,459.20,444.33,458.98,459.38,445.62,440.92,446.98,441.94,437.15,426.49,427.07,420.21,416.52,417.74,419.73,418.27,418.70,419.15,364.38,369.11,,,,,,491.04,496.34,415.31,324.57,336.31,369.56,240.36,230.62,364.51,364.86,365.46,363.32,350.93,291.97,344.46,336.84,414.61,426.62,425.53,414.73,391.31,252.61,174.97,152.53,421.09
2004-05-18 22:01:26.569000,L5,490.60,490.57,494.71,490.40,493.52,494.27,501.47,507.37,497.72,509.13,508.20,506.69,509.04,512.03,516.13,515.11,505.70,502.75,494.49,485.97,485.20,465.21,480.44,481.40,471.01,493.60,487.21,484.93,483.20,478.10,479.00,480.63,465.86,476.25,471.44,463.87,453.03,451.99,439.14,291.21,363.34,380.84,424.37,354.81,372.78,478.56,470.25,418.03,404.58,414.13,431.01,439.16,210.88,185.81,318.28,471.36,486.51,478.75,497.25,506.62,493.84,493.77,507.18,510.75,502.06,507.16,493.69,499.07,431.01,420.54,377.75,285.15,499.22,505.09,509.47,513.78,508.95,508.52,504.92,505.67,443.12,306.74,,,403.56,454.63,509.45,385.23,368.65,502.24,494.74,495.97,478.38,470.77,279.08,213.25,477.67,387.34,408.83,426.06,337.07,498.46,457.68,440.75,419.36
2004-05-18 22:01:50.542000,L5,502.10,502.07,505.18,505.74,506.63,508.86,516.29,,,,,,,,,,519.09,516.12,511.19,502.83,506.90,487.66,495.43,496.89,497.28,507.73,502.70,499.23,496.70,492.53,491.84,497.03,485.89,490.31,484.67,478.79,465.40,464.17,454.96,464.90,469.64,481.55,483.72,485.28,488.76,488.88,486.48,487.68,487.67,449.11,489.71,458.04,226.85,505.89,465.47,436.69,501.86,501.51,514.49,,,,,,,,,,,,,,,145.13,408.16,,,,,,453.20,458.53,476.04,396.31,378.49,350.46,356.13,346.99,293.96,263.41,199.35,518.89,489.48,488.05,418.21,225.65,401.69,493.39,482.84,495.12,339.78,344.13,471.23,460.45,510.83
2004-06-10 22:08:17.839000,L5,269.53,256.88,475.42,467.99,497.11,480.57,215.89,273.84,361.94,402.10,383.53,384.79,390.87,367.39,291.30,228.12,,,,445.39,411.08,398.89,394.93,363.14,399.28,382.56,366.64,152.71,169.95,211.98,215.65,281.92,278.32,183.83,292.39,285.03,270.69,271.04,281.76,299.46,329.62,344.06,343.58,335.88,364.35,329.34,351.63,383.03,406.03,411.60,406.27,176.55,149.53,290.67,206.03,197.03,212.38,185.54,322.34,279.78,294.84,295.79,283.52,183.30,376.39,400.31,354.53,280.13,237.60,233.00,,,,327.26,,,,,,,292.40,310.17,,,,,229.05,220.49,241.84,319.36,349.88,,,,,,,,,,,,,,
2004-07-05 22:03:15.165000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.00,516.02,514.99,504.42,501.68,497.88,496.85,502.22,511.57,521.08,521.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.31,497.74,332.33,259.84,247.57,333.57,312.15,333.95,282.44,265.91,,,,,,347.26,,,308.09,338.80,314.42,314.82,,,338.17
2004-07-12 22:09:13.408000,L5,163.91,282.34,271.86,,,,,302.86,344.40,281.95,268.34,264.46,269.24,,,,229.63,251.83,279.06,390.85,421.44,387.91,369.06,298.58,311.09,281.36,366.26,274.57,274.09,280.70,195.66,186.18,214.33,,468.66,480.01,473.92,210.25,270.48,195.65,262.53,344.45,297.60,290.71,346.01,317.48,368.86,344.26,403.98,402.37,354.25,,143.97,163.21,167.55,291.83,196.37,225.71,200.96,195.07,295.24,288.65,236.76,262.92,287.42,275.09,308.59,271.57,,,,,,155.27,,,,,,311.53,257.65,180.28,,,,,236.91,221.92,236.68,225.19,176.95,,,,,,,,,,,,,,
2004-07-21 22:03:15.748000,L5,486.87,494.00,493.53,488.94,500.15,486.27,507.14,506.49,498.19,511.07,506.08,507.30,506.73,514.19,,,507.10,507.56,499.22,483.15,479.34,463.76,486.65,488.62,476.78,490.85,486.72,484.83,476.18,480.19,482.06,477.96,479.48,477.72,472.21,459.88,457.13,459.36,445.01,451.47,461.36,462.27,472.52,475.57,484.38,475.17,479.46,450.00,457.20,435.96,429.45,440.02,216.15,483.72,483.88,439.85,465.31,488.38,491.13,485.63,485.42,493.56,493.31,503.01,489.94,491.44,493.27,494.57,281.61,242.19,231.54,214.88,417.86,502.37,504.84,,510.16,508.58,509.71,508.10,443.43,444.84,489.94,514.28,438.77,349.57,476.37,399.33,370.95,370.99,484.17,492.48,458.79,470.01,427.77,213.34,398.55,472.13,482.08,478.41,521.40,507.26,462.27,446.59,508.18
2004-07-21 22:03:39.721000,L5,487.59,487.41,494.22,491.76,498.68,486.67,505.44,,501.04,512.28,509.07,508.93,512.88,510.98,514.56,515.92,506.71,508.17,502.07,486.37,479.53,459.27,480.75,490.74,454.61,490.90,488.14,489.72,482.92,482.26,481.74,488.02,477.96,485.82,474.08,462.01,458.66,462.39,443.63,448.74,463.22,464.87,474.19,477.89,486.87,480.39,478.67,396.25,398.15,427.63,426.84,440.33,220.87,190.26,315.94,248.90,464.22,491.50,486.68,488.42,483.96,498.18,500.46,500.91,488.62,493.63,492.20,490.40,297.67,253.28,237.22,405.51,369.50,415.25,513.81,,,,,,447.51,446.84,,,429.98,458.85,509.20,400.35,371.17,368.00,479.94,421.94,459.42,468.72,419.90,215.91,443.00,474.20,422.34,488.41,515.59,502.16,458.28,443.03,424.68
2004-08-22 22:04:24.178000,L5,495.72,489.54,486.84,492.11,484.83,494.24,505.96,507.20,506.13,505.30,510.19,511.44,511.00,513.23,513.98,,494.71,494.96,499.63,497.29,484.51,478.66,487.12,494.07,479.77,501.35,492.35,491.10,483.82,484.42,483.60,487.32,470.81,480.53,471.50,460.90,456.94,452.24,447.14,457.36,457.71,466.59,473.30,476.28,480.00,481.38,469.54,474.99,470.42,461.49,423.50,426.09,211.49,178.91,320.22,311.91,485.76,363.49,500.64,495.30,497.94,502.92,510.41,499.20,501.05,497.82,498.51,431.31,283.41,241.59,201.57,504.73,496.13,357.76,310.98,,,,,503.35,443.66,448.04,380.96,378.31,363.91,355.26,425.26,398.82,379.30,372.77,396.67,258.87,179.07,466.90,424.96,224.53,343.42,353.74,361.95,376.61,336.38,512.88,461.47,331.15,373.08
2004-08-29 22:10:22.051000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.91,511.66,507.07,497.89,510.63,510.68,510.70,511.07,504.31,500.37,490.31,491.94,463.68,453.17,451.79,221.00,469.05,470.12,467.54,463.71,464.62,473.48,470.96,459.56,447.97,454.60,452.99,438.51,431.25,424.67,419.64,422.29,426.94,416.61,423.65,413.35,421.37,293.11,297.35,,,,,,496.69,502.10,418.61,416.15,399.14,403.55,256.12,245.36,355.74,279.25,279.58,368.87,355.13,352.23,342.05,340.94,423.93,425.59,430.08,425.45,312.33,280.11,353.94,156.19,424.60
2004-11-01 22:11:49.961000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.11,520.34,514.38,516.11,514.50,510.86,508.67,513.01,504.71,501.69,504.13,501.60,495.90,498.29,493.63,495.03,487.22,473.55,468.43,468.66,465.25,463.34,425.03,423.68,,,,,,,,461.78,457.42,444.92,445.32,428.35,427.27,423.16,420.63,419.70,414.58,398.58,401.16,396.24,384.90,456.22,457.03,463.96,462.86,433.89,434.13,391.88,390.72,459.94
2004-11-10 22:05:47.634000,L5,389.58,,268.81,328.72,302.87,278.35,206.38,193.52,216.07,206.75,,,,,,,,,,,,,,,,184.81,518.99,514.82,504.59,503.75,483.96,482.71,441.57,,,,,,,,444.85,447.27,,,,,,,,,,,,,,,,,,374.21,348.77,402.94,445.70,328.08,157.95,266.19,301.10,286.23,341.13,,,243.09,257.20,416.18,433.95,,,,,,,,384.43,338.44,293.85,345.77,316.09,293.36,271.80,232.55,144.34,424.44,347.60,460.85,323.54,239.21,308.91,289.66,438.25,385.48,345.04,326.79,439.80,414.22,372.08
2005-01-13 22:06:52.927000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.64,519.59,514.46,511.82,504.80,503.94,507.05,503.33,489.55,487.44,483.13,486.24,497.85,502.02,509.24,515.45,515.59,518.29,520.08,522.08,,,,,416.54,420.94,426.69,,,,,,,,,,,,,,,,,,,,,,,,,,481.05,486.54,340.01,249.09,253.18,325.98,295.81,277.26,254.77,198.84,,,,,,,,248.04,278.09,352.44,317.42,314.13,,,351.88
2005-01-13 22:07:16.900000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.79,518.06,517.32,511.88,510.40,501.93,501.62,504.00,498.84,485.65,484.78,478.94,483.46,494.67,499.07,506.07,511.70,513.30,516.03,517.57,519.67,,,,,412.16,415.83,423.01,,,,,,,,,,,,,,,,,,,,,,,,,,478.66,483.37,324.66,243.86,253.76,323.95,291.00,273.11,249.32,187.57,,,,,,,,243.57,274.36,347.70,316.32,310.49,,,347.83
2005-01-29 22:07:29.716000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.18,513.05,515.17,514.30,502.77,497.57,494.66,499.13,503.35,511.57,513.48,522.95,512.79,520.84,521.79,523.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.65,492.95,277.37,241.43,258.40,319.09,286.97,269.86,246.90,182.67,,,,,,,,242.36,272.59,336.74,314.42,305.19,,,340.71
2005-06-13 22:14:31.246000,L5,219.60,282.19,,,,,222.45,284.74,293.66,289.00,379.68,244.04,,,,,427.16,418.38,396.04,389.49,378.74,151.16,350.96,262.83,323.18,279.81,289.70,302.37,297.12,294.83,235.72,477.33,437.36,461.82,192.02,235.15,249.96,244.90,254.80,225.50,314.87,301.09,341.68,322.91,356.76,339.24,345.03,383.26,412.52,414.50,402.00,179.65,149.15,201.08,155.52,429.23,440.42,432.59,263.63,276.48,303.79,281.65,255.34,282.68,306.00,298.05,258.20,288.00,392.13,397.56,409.98,402.26,410.40,182.18,,,,,,498.30,270.89,290.57,,,,,241.91,,243.39,347.16,318.77,,,,,,241.29,285.77,298.57,304.11,269.84,272.42,,,
2005-07-15 22:14:43.392000,L5,163.84,,,471.53,358.75,370.10,406.18,,,,,,,,,,,,,,,,,188.36,212.76,264.65,321.47,296.68,338.59,356.63,356.89,341.72,344.85,316.56,487.57,451.95,492.60,505.53,499.29,507.36,276.16,484.65,487.75,190.49,202.55,250.55,504.58,489.27,470.29,337.40,234.62,220.16,305.17,318.64,258.22,235.11,225.42,199.12,,,362.39,439.84,450.87,453.48,,171.01,257.16,294.86,419.29,441.48,382.88,386.84,361.81,321.11,227.47,,,,,,507.81,516.22,424.34,285.38,269.36,417.09,399.80,392.63,308.59,369.83,178.03,179.36,165.10,186.77,152.91,323.37,426.82,408.73,,416.56,366.42,391.38,233.51,150.62,433.13
2005-07-31 22:14:53.418000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.59,497.89,494.10,490.20,500.42,499.41,258.21,487.72,490.35,470.35,453.84,447.68,367.03,184.04,173.64,288.69,,,411.59,448.10,383.18,,,,,,177.45,279.55,271.89,295.53,386.24,392.28,341.09,383.04,379.72,381.67,372.89,,,,,,502.77,500.21,410.38,337.20,395.94,391.03,394.85,392.60,370.35,373.61,374.80,375.67,369.01,373.80,367.79,371.51,398.81,341.56,410.22,412.02,335.11,385.17,372.28,374.02,374.33
2005-08-09 22:08:46.932000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.62,512.14,522.48,506.36,503.34,496.05,487.57,494.45,499.49,501.56,509.52,516.07,517.60,522.56,521.78,523.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.05,496.04,287.83,235.88,231.47,309.00,280.10,266.06,241.04,211.64,,,,,,,,225.58,269.96,322.43,292.66,291.92,,,321.75
2005-08-09 22:09:10.905000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.52,512.61,503.65,498.19,507.20,510.08,514.07,521.01,527.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.05,502.10,318.60,248.94,235.34,318.73,287.99,276.45,248.46,223.24,,,,,,,,,280.37,335.42,305.75,299.28,,,335.47
2005-08-25 22:08:52.862000,L5,495.33,497.16,504.07,506.20,500.71,509.11,511.11,154.68,,,,,,,,,,,516.03,506.79,502.13,502.52,511.74,506.66,501.70,505.41,503.52,500.07,489.24,491.68,495.46,492.75,478.60,476.62,445.49,469.78,466.09,466.79,466.74,462.78,465.35,470.49,487.41,488.49,491.94,492.77,486.28,490.09,502.68,488.85,508.04,505.16,420.66,423.88,429.44,399.53,524.67,,,,,,,,,,,,233.83,424.65,403.90,,,,,,,,,,460.10,467.21,,,,,,517.54,272.75,220.94,148.38,,,497.18,462.50,432.69,379.25,490.07,,,,,495.88,475.70,
2005-08-25 22:09:16.835000,L5,412.05,417.76,366.49,412.49,416.46,425.27,339.98,152.96,155.15,,,,,,,,,,,,,,,512.79,508.40,514.33,509.42,503.90,495.90,499.55,503.28,497.66,484.87,481.49,447.53,480.02,473.65,471.78,470.42,468.18,470.96,478.84,490.90,494.23,497.94,499.00,492.23,501.57,501.18,494.67,513.84,509.70,427.38,338.54,432.56,398.76,,,,,,,,,,,,,,434.89,411.98,,,,,,,,,,465.21,470.80,,,,,,512.59,276.44,229.77,149.50,,,501.13,466.61,440.07,,,,,,,498.84,479.84,
2005-09-10 22:08:55.708000,L5,513.43,508.57,510.20,512.78,516.41,518.09,522.22,,,,,,,,,,,,,,508.00,499.77,507.63,516.16,512.99,513.96,511.48,506.86,506.45,501.16,504.99,494.67,498.08,492.08,490.26,483.81,471.40,471.26,465.33,469.51,479.99,483.20,491.26,496.21,498.04,502.42,499.25,502.17,500.58,495.31,499.47,497.48,503.67,510.19,514.59,517.11,519.83,526.61,,,,,,,,,,,,,,,,,,,,,,,462.79,466.06,357.94,257.26,343.07,337.52,320.65,298.70,278.98,235.47,164.02,,505.77,491.15,460.69,365.63,,264.29,331.24,378.77,324.60,324.17,490.03,474.16,368.88
2005-09-17 22:15:06.506000,L5,,,,,,,,,,,,,,,,,513.63,480.22,,,,,,,,,,,,,,207.25,217.52,236.89,259.77,299.89,520.95,511.42,496.49,482.54,471.32,,,,,,,,,306.00,383.98,305.86,466.55,461.18,466.23,475.35,474.49,476.16,474.82,465.95,442.17,452.64,435.96,419.16,306.82,409.93,401.29,392.30,416.87,422.10,428.30,432.96,428.58,390.27,387.27,,,,,446.58,496.66,492.48,429.78,427.36,417.76,415.61,367.54,380.78,384.33,387.56,383.58,379.94,368.92,364.03,349.00,351.53,431.86,431.60,437.11,432.64,397.08,394.84,311.82,171.15,430.23
2005-10-28 22:09:12.238000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.42,516.97,512.46,509.99,506.92,502.63,501.74,498.49,488.73,487.47,483.82,487.73,497.44,500.80,507.62,511.13,510.79,515.67,514.10,519.44,519.78,522.39,,509.84,359.78,353.41,359.12,464.96,448.21,487.28,465.61,452.93,435.74,463.35,483.14,491.11,523.09,,,,,,,,,,,,,,,,477.74,486.11,326.08,240.91,249.82,321.56,289.31,269.07,246.67,200.27,139.05,,,,,,,228.58,284.96,343.45,310.26,304.81,,,341.62
2005-11-13 22:09:08.414000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.10,520.00,515.51,513.61,510.26,504.37,504.04,492.12,488.41,486.02,490.81,495.19,502.27,510.54,513.71,520.13,519.32,521.66,520.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.24,486.69,313.93,238.82,242.83,309.79,285.79,264.68,242.10,184.52,,,,,,,,,265.43,343.49,307.35,299.85,,,335.72
