dates,satname,nzd0202-0000,nzd0202-0001,nzd0202-0002,nzd0202-0003,nzd0202-0004,nzd0202-0005,nzd0202-0006,nzd0202-0007,nzd0202-0008,nzd0202-0009,nzd0202-0010,nzd0202-0011,nzd0202-0014,nzd0202-0015,nzd0202-0016,nzd0202-0012,nzd0202-0013,nzd0202-0017,nzd0202-0018,nzd0202-0019,nzd0202-0020,nzd0202-0021,nzd0202-0022,nzd0202-0023,nzd0202-0024,nzd0202-0025,nzd0202-0026,nzd0202-0027,nzd0202-0028,nzd0202-0029,nzd0202-0030,nzd0202-0031,nzd0202-0032,nzd0202-0033,nzd0202-0034,nzd0202-0035,nzd0202-0036,nzd0202-0037,nzd0202-0038,nzd0202-0039,nzd0202-0040,nzd0202-0041,nzd0202-0042,nzd0202-0043
2003-01-18 21:54:30.278000,L7,297.85,308.47,254.48,304.78,325.90,375.55,358.72,362.85,363.28,387.46,375.96,376.01,364.57,289.66,371.88,378.31,376.08,283.78,281.43,282.05,229.15,192.41,184.69,,,,,,,,,,,,,,,,,,,,,
2003-03-23 21:54:40.711000,L7,370.79,381.79,380.80,383.16,376.29,377.24,358.88,367.45,371.99,392.02,379.20,374.71,356.10,355.64,358.82,372.29,371.74,342.21,342.30,349.17,347.24,269.47,229.69,226.77,311.29,,,,,,,269.52,283.61,265.00,,,,,,,,,,
2003-07-21 21:42:33.857000,L5,373.85,382.29,383.25,386.91,378.04,373.17,377.55,391.56,379.45,396.48,381.64,382.13,370.06,356.98,356.88,375.90,382.80,361.74,345.66,318.22,236.69,233.83,176.38,,,,,,,,,,,,,,,,,,,,,
2003-08-06 21:42:51.203000,L5,362.49,374.95,374.88,380.24,370.48,363.84,371.15,380.69,375.47,390.62,387.43,365.69,326.39,288.94,356.40,365.85,369.16,277.62,279.06,274.98,241.96,225.49,185.01,,,,,,,,,,,,,,,,,,,,,
2003-08-13 21:49:09.096000,L5,446.22,447.25,437.75,431.19,427.49,408.99,417.45,422.90,424.25,419.30,412.10,411.49,333.53,302.57,352.46,406.00,384.42,351.43,297.03,238.44,220.25,172.72,,,,,,,,,,,,,,,,,,,,,,
2003-09-14 21:49:42.739000,L5,458.62,454.37,452.06,459.04,450.55,441.70,448.87,454.10,449.67,455.65,441.50,429.74,389.88,386.22,374.60,414.25,412.38,365.94,350.54,327.17,324.72,290.75,285.70,249.86,240.26,,,,,,,,,,,,,,,,,,,
2003-10-25 21:44:04.226000,L5,353.80,374.05,370.35,379.43,369.11,365.68,371.14,391.57,364.67,396.17,404.77,380.90,346.31,290.20,345.29,373.72,367.40,322.80,283.47,284.95,243.61,247.20,199.61,,,,,,,,,,,,,,,,,,,,,
2003-11-17 21:50:33.425000,L5,438.35,455.99,456.47,459.99,447.93,434.05,434.61,433.40,412.19,421.39,409.46,393.02,370.95,386.23,374.91,391.90,381.99,362.21,344.95,265.55,233.31,169.28,,,,,,,,,,,,,,,,,,,,,,
2004-01-04 21:50:58.245000,L5,447.44,445.78,444.45,449.48,438.82,439.03,428.93,432.42,438.83,441.54,427.05,411.71,382.52,375.83,335.01,397.00,379.68,299.44,274.91,253.02,228.81,192.26,,,,,,,,,,,,,,,,,,,,,,
2004-02-05 21:51:05.183000,L5,437.56,441.54,441.68,448.46,451.30,445.53,418.31,410.21,397.58,418.81,386.60,396.52,309.78,288.23,257.96,390.74,367.28,282.47,261.11,246.06,215.69,173.27,,,,,,,,,,,,,,,,,,,,,,
2004-02-14 21:44:57.678000,L5,378.09,395.21,387.89,387.22,373.40,377.02,373.67,369.06,342.31,394.05,389.78,386.91,383.71,376.49,376.18,392.18,388.26,329.66,278.24,270.40,241.17,171.23,,,,,,,,,,,,,,,,,,,,,,
2004-02-21 21:51:11.055000,L5,440.35,444.35,445.80,443.14,443.15,432.03,417.94,417.81,425.33,427.32,422.65,402.80,382.23,309.77,265.23,391.83,382.18,334.54,324.17,260.75,228.28,188.37,,,,,,,,,,,,,,,,,,,,,,
2004-03-01 21:45:02.553000,L5,388.69,384.58,381.16,390.31,382.41,372.35,351.90,286.60,283.53,278.78,236.81,299.61,376.57,371.75,354.62,386.88,382.31,354.50,291.55,276.81,239.56,245.11,190.08,,,,,,,,,,,,,,,,,,,,,
2004-03-17 21:45:08.368000,L5,380.99,387.31,386.81,396.87,396.01,376.90,376.10,383.96,378.42,397.44,389.87,378.54,381.80,371.62,369.56,386.21,372.86,363.71,343.56,283.59,238.79,230.48,175.65,,,,,,,,,,,,,,,,,,,,,
2004-04-02 21:45:18.969000,L5,374.34,386.90,384.06,396.50,391.29,377.56,364.95,390.48,380.45,399.64,392.26,385.70,376.57,381.37,372.12,391.42,386.74,365.41,357.94,279.72,249.52,242.81,195.35,,,,,,,,,,,,,,,,,,,,,
2004-04-18 21:45:49.558000,L5,371.12,380.81,383.53,390.59,383.77,366.97,366.42,374.02,370.95,386.85,381.68,363.00,363.44,292.94,276.29,388.12,370.92,280.71,268.48,269.30,228.39,217.77,177.24,,,,,,,,,,,,,,,,,,,,,
2004-06-12 21:53:35.734000,L5,439.84,444.94,442.86,440.39,423.02,418.53,403.96,399.69,408.93,404.92,405.98,397.55,381.45,367.63,264.13,401.39,390.16,287.07,270.75,230.24,203.25,175.95,,,,,,,,,,,,,,,,,,,,,,
2004-07-07 21:48:09.180000,L5,385.51,387.97,388.52,408.01,397.64,378.08,390.32,400.34,409.24,391.74,403.69,395.28,385.76,383.08,367.19,397.50,393.44,367.88,366.96,316.35,329.25,312.08,313.85,292.62,259.48,221.29,245.49,237.42,,,,,,,,,,,,,,,,
2004-07-14 21:54:31.185000,L5,458.23,453.79,459.41,459.50,451.98,443.30,436.88,448.34,446.77,445.60,441.60,415.22,411.32,393.96,387.15,417.51,406.92,378.85,355.93,306.99,306.44,251.77,270.18,237.01,190.00,186.05,201.12,,,,,,,,,,,,,,,,,
2004-07-23 21:48:33.165000,L5,374.61,393.62,384.58,399.84,393.04,376.32,392.12,384.61,402.90,400.93,396.63,390.23,381.30,384.28,364.02,394.00,394.51,373.17,355.26,324.05,328.82,276.30,306.46,269.54,252.11,239.12,251.14,197.32,,,,,,,,,,,,,,,,
2004-07-30 21:54:52.116000,L5,455.36,461.27,454.21,466.77,449.13,449.02,447.47,455.61,456.58,446.67,439.10,424.93,396.46,398.76,390.73,417.92,416.60,381.51,371.94,355.06,332.97,299.53,310.59,267.28,223.63,219.76,223.71,185.98,,,,,,,,,,,,,,,,
2004-08-24 21:49:18.016000,L5,392.77,395.09,393.20,392.14,388.05,369.17,370.70,394.48,395.47,407.13,408.84,390.17,383.25,384.38,365.55,389.96,379.03,361.97,353.07,318.47,240.46,266.95,277.36,267.85,179.58,199.06,,,,,,,,,,,,,,,,,,
2004-09-25 21:50:07.312000,L5,388.32,385.82,380.24,394.85,384.78,375.98,368.98,395.57,401.68,411.11,405.96,396.32,368.55,371.26,360.12,398.16,380.58,359.81,351.43,313.25,250.21,290.47,290.99,263.38,209.97,,,,,,,,,,,,,,,,,,,
2004-10-02 21:56:26.934000,L5,471.28,459.13,459.12,456.28,445.81,435.46,437.97,437.66,442.34,440.55,429.74,411.80,396.27,392.69,372.87,413.87,411.48,368.06,350.40,261.19,284.57,224.10,255.68,171.18,,,,,,,,,,,,,,,,,,,,
2004-10-18 21:56:47.864000,L5,464.62,460.75,454.01,460.84,441.40,434.61,431.06,434.60,442.08,437.22,426.99,397.58,386.49,388.80,372.87,403.87,396.57,354.97,342.24,265.51,261.44,208.16,,,,,,,,,,,,,,,,,,,,,,
2004-10-27 21:50:47.740000,L5,375.38,374.98,370.25,379.49,367.99,356.35,356.59,384.98,380.28,405.02,382.85,375.97,356.55,298.96,334.49,387.56,374.22,335.55,328.50,269.77,238.40,257.02,198.22,,,,,,,,,,,,,,,,,,,,,
2004-11-03 21:57:06.950000,L5,462.74,463.04,458.93,462.34,429.98,417.40,422.80,427.97,430.85,431.16,419.03,420.93,401.09,385.38,378.18,423.04,411.24,363.01,322.42,240.36,256.91,200.16,,,,,,,,,,,,,,,,,,,,,,
2005-01-22 21:58:26.454000,L5,458.36,455.67,460.43,467.54,464.45,453.90,452.09,451.89,460.44,465.62,445.09,422.26,409.35,392.72,321.19,420.38,415.59,296.60,284.46,243.62,208.90,228.16,312.79,274.76,233.26,,,,,,,,,,,,,,,,,,,
2005-02-07 21:58:39.182000,L5,,,,,,,,,231.67,415.20,371.78,350.51,343.03,332.69,324.78,366.47,392.38,353.11,343.87,241.59,212.77,184.43,,,,,,,,,,,,,,,,,,,,,,
2005-03-04 21:52:52.217000,L5,375.47,391.65,392.76,401.40,391.12,383.98,373.26,375.92,385.97,393.89,386.45,377.22,388.30,390.18,386.64,392.53,387.36,384.07,363.77,351.44,344.36,325.49,173.90,,,,,,,,,,,,,,,,,,,,,
2005-03-11 21:59:07.988000,L5,443.77,450.92,450.37,449.88,443.46,428.52,401.68,421.38,423.33,423.41,409.30,404.73,338.94,389.37,381.57,406.69,391.05,291.86,266.70,235.39,214.25,,,,,,,,,,,,,,,,,,,,,,,
2005-04-12 21:59:19.166000,L5,439.99,446.21,442.10,446.27,435.23,426.63,401.77,417.46,427.39,424.98,411.55,394.46,384.67,387.03,375.71,395.89,376.92,356.79,351.64,234.57,204.86,182.26,,,,,,,,,,,,,,,,,,,,,,
2005-04-21 21:53:10.893000,L5,370.34,389.12,389.27,390.13,387.44,386.68,375.02,371.80,375.17,389.75,380.30,388.87,384.25,388.13,315.07,388.15,386.04,318.79,306.70,349.85,213.17,258.41,169.75,,,,,,,,,,,,,,,,,,,,,
2005-06-08 21:53:33.007000,L5,,,,342.49,314.47,247.76,298.20,275.01,269.03,271.37,277.52,296.21,247.65,221.84,227.79,294.02,275.51,221.90,226.13,218.16,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-15 21:59:46.511000,L5,437.36,445.06,437.12,441.49,421.45,410.55,397.91,395.62,394.87,405.42,408.33,384.31,319.23,290.16,255.21,390.80,366.06,297.45,337.68,239.82,199.77,181.89,,,,,,,,,,,,,,,,,,,,,,
2005-07-01 21:59:50.380000,L5,449.82,454.32,448.66,459.55,444.71,429.26,430.20,425.00,435.80,445.76,426.46,416.84,393.68,391.70,376.69,418.84,401.09,369.10,366.28,333.17,321.61,260.31,293.73,268.64,261.32,198.02,193.17,,,,,,,,,,,,,,,,,
2005-09-19 22:00:20.901000,L5,449.79,448.38,449.66,450.76,457.05,446.66,446.77,443.17,448.83,446.70,442.70,423.94,396.50,395.87,388.46,416.58,412.45,386.21,376.32,350.31,345.26,456.05,541.60,278.95,243.37,237.20,240.50,,,,,,,,,,,,,,,,,
2005-10-30 21:54:03.531000,L5,397.03,382.60,386.61,401.59,391.46,358.91,347.69,323.66,347.45,391.43,404.40,393.74,376.30,360.08,366.17,394.84,385.40,358.99,344.67,282.71,249.89,263.08,211.46,,,,,,,,,,,,,,,,,,,,,
2005-11-15 21:54:26.309000,L5,393.48,392.52,383.69,392.59,390.02,378.36,363.47,371.42,380.33,409.23,396.26,386.90,388.15,387.47,374.68,391.03,386.22,371.42,360.67,298.81,232.92,235.55,195.46,,,,,,,,,,,,,,,,,,,,,
2005-11-22 22:00:47.086000,L5,473.04,477.08,479.70,481.77,471.59,459.40,439.65,430.77,437.88,434.60,426.12,421.71,423.98,418.87,406.78,414.42,401.56,398.06,383.39,362.62,352.80,263.15,292.76,258.32,,,,,,,,,,,,,,,,,,,,
2006-02-03 21:56:19.035000,L5,370.38,391.81,392.53,405.75,401.10,390.73,376.34,381.76,356.47,393.50,390.50,379.91,384.06,386.57,385.83,387.75,388.93,383.78,375.72,322.15,232.70,217.86,174.88,,,,,,,,,,,,,,,,,,,,,
2006-02-19 21:56:39.909000,L5,325.55,386.29,395.65,403.96,406.66,398.58,381.57,397.33,398.95,413.03,417.95,410.75,405.89,401.26,393.96,409.55,407.24,386.24,341.74,356.22,360.18,339.06,335.23,323.50,328.33,328.78,286.35,251.98,,,,196.32,298.78,284.11,251.14,,,,,,,,,
2006-04-15 22:03:54.771000,L5,436.33,443.83,441.37,444.88,432.24,420.44,433.13,419.75,431.94,428.88,427.64,409.22,388.18,371.45,334.45,416.23,409.99,357.99,344.23,231.45,199.24,187.32,,,,,,,,,,,,,,,,,,,,,,
2006-06-02 22:04:36.388000,L5,448.65,442.89,444.15,444.64,442.12,428.96,411.46,414.84,408.33,413.94,422.72,396.64,327.16,290.85,256.44,400.50,400.32,358.92,332.42,229.85,214.50,,,,,,,,,,,,,,,,,,,,,,,
2006-06-27 21:58:48.654000,L5,379.74,379.09,385.41,388.29,376.32,382.73,363.86,382.92,378.45,395.35,386.35,363.40,372.52,351.55,332.13,374.40,365.95,274.02,353.76,271.62,230.74,226.61,182.31,194.28,,,,,,,,,,,,,,,,,,,,
2006-07-04 22:05:05.633000,L5,204.65,285.46,397.09,390.88,353.70,347.37,334.33,328.46,315.42,326.37,309.44,327.59,238.51,222.35,,278.69,231.66,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-07-13 21:59:02.335000,L5,395.67,395.64,389.48,401.13,407.06,395.95,389.88,395.92,403.80,416.64,411.78,398.21,401.70,394.32,391.84,401.58,404.44,386.21,383.55,367.64,348.41,351.79,332.76,321.66,325.87,326.86,283.03,257.96,220.71,285.50,281.80,281.08,288.34,283.86,249.19,196.74,,,,,,,,
2006-12-11 22:06:52.177000,L5,539.40,534.30,530.30,546.12,510.40,501.03,485.92,486.13,489.04,490.16,471.91,474.66,486.18,479.16,473.19,480.08,484.45,456.75,447.97,428.32,391.22,365.42,360.42,334.09,315.89,308.72,286.50,250.63,253.93,287.78,243.09,251.53,234.90,,,,,,,,,,,
2007-02-13 22:07:11.341000,L5,457.00,467.75,454.07,462.03,459.34,439.04,426.90,386.44,404.19,410.75,416.84,425.81,420.39,407.84,391.70,428.71,423.07,371.31,293.48,301.50,262.14,320.31,,,,,,,,,,,,,,,,,,,,,,
2007-09-25 22:05:12.918000,L5,448.08,442.06,445.24,442.32,440.80,413.79,418.14,426.08,423.79,443.30,438.92,414.41,390.46,384.89,372.41,414.96,406.39,363.09,339.85,230.42,218.53,189.49,,,,,,,,,,,,,,,,,,,,,,
2008-10-29 21:55:48.424000,L5,436.00,429.61,427.85,427.44,423.61,405.25,425.94,421.92,417.77,432.36,422.78,413.51,373.76,372.59,370.47,408.71,386.19,375.53,354.56,247.08,228.73,191.92,,,,,,,,,,,,,,,,,,,,,,
2008-11-14 21:55:28.444000,L5,434.90,435.58,437.60,441.21,422.70,416.08,418.57,420.10,417.48,426.92,416.87,405.03,371.91,370.06,374.80,402.38,394.36,377.87,347.32,238.06,224.30,186.91,,,,,,,,,,,,,,,,,,,,,,
2008-12-25 21:50:34.359000,L5,377.75,383.80,388.72,397.13,414.45,406.20,394.88,390.66,380.48,396.67,389.55,389.64,402.46,405.71,400.92,390.28,401.17,396.38,380.92,369.02,362.70,189.41,,,,,,,,,,,,,,,,,,,,,,
2009-02-02 21:57:46.384000,L5,450.50,451.29,447.94,459.31,445.22,430.77,434.66,443.97,436.05,437.10,432.03,426.31,417.23,406.03,398.29,424.25,417.33,393.06,384.43,367.63,354.84,331.91,326.22,285.48,306.28,281.38,243.21,185.22,225.06,200.38,222.11,205.65,238.70,208.87,,,,,,,,,,
2009-11-26 21:56:28.873000,L5,368.44,381.81,377.92,382.02,377.33,370.74,364.85,382.99,374.36,395.29,392.75,387.73,382.51,383.76,382.83,380.60,380.86,379.59,362.70,286.72,237.92,237.01,204.30,188.62,,,,,,,,,,,,,,,,,,,,
2009-12-12 21:56:37.955000,L5,367.20,378.51,376.35,378.62,367.09,366.36,358.88,375.36,364.97,390.35,385.43,378.21,371.07,385.28,372.90,380.07,377.89,367.80,301.74,276.56,228.02,232.57,188.25,,,,,,,,,,,,,,,,,,,,,
2010-01-13 21:56:49.389000,L5,355.04,371.60,369.07,360.18,362.16,368.23,358.81,377.76,365.56,381.63,377.80,370.26,371.56,370.31,368.74,382.73,381.01,367.13,368.26,345.78,235.76,241.77,194.34,,,,,,,,,,,,,,,,,,,,,
2010-01-29 21:56:53.427000,L5,346.80,376.42,375.17,378.25,365.76,363.83,352.75,374.81,364.00,379.75,381.22,373.29,379.75,370.59,356.79,375.71,380.37,356.21,297.45,274.23,225.09,231.21,185.02,,,,,,,,,,,,,,,,,,,,,
2010-10-28 21:55:51.312000,L5,,,,,,,325.90,379.82,365.82,320.64,366.11,371.29,367.71,285.76,264.43,381.27,376.05,278.34,205.19,272.43,217.85,200.00,184.39,,,,,,,,,,,,,,,,,,,,,
2010-11-20 22:02:01.191000,L5,441.15,435.62,433.03,438.37,417.76,414.18,417.22,423.29,410.97,426.64,418.82,405.00,380.27,376.00,367.19,407.80,401.28,353.86,296.89,240.87,218.09,167.80,,,,,,,,,,,,,,,,,,,,,,
2010-12-22 22:02:05.586000,L5,444.11,444.49,444.19,444.56,424.62,418.01,420.02,407.88,400.53,415.79,409.93,386.82,383.03,399.07,374.54,395.13,384.66,370.92,357.13,253.48,219.37,183.44,,,,,,,,,,,,,,,,,,,,,,
2010-12-31 21:55:56.533000,L5,380.37,377.88,381.01,389.05,391.96,387.93,371.34,388.06,380.12,399.57,396.77,373.62,,,,,,,,379.98,366.85,357.81,355.43,309.04,,332.16,290.23,246.97,,,,275.39,302.46,275.41,259.35,,,,,,,,,
2011-01-07 22:02:08.379000,L5,444.95,438.08,441.31,441.79,425.83,425.39,421.96,426.70,414.24,427.79,423.40,410.83,387.81,385.50,376.72,405.15,400.84,377.42,349.60,247.01,252.23,197.22,310.19,,,,,,,,,,,,,,,,,,,,,
2011-01-16 21:55:58.174000,L5,322.33,369.41,377.17,382.71,371.01,363.52,354.44,380.00,364.14,378.90,375.10,370.28,364.89,295.93,367.22,374.55,371.72,370.20,345.40,274.45,228.91,234.42,174.07,,,,,,,,,,,,,,,,,,,,,
2011-02-17 21:56:00.979000,L5,371.20,376.08,384.14,385.24,375.53,371.99,373.55,384.35,373.97,397.73,387.68,385.69,380.57,376.80,383.37,390.37,391.83,374.66,374.00,269.83,238.26,242.92,180.60,,,,,,,,,,,,,,,,,,,,,
2011-03-12 22:02:07.527000,L5,445.12,445.04,439.83,437.29,426.32,412.98,416.62,420.80,411.50,423.97,414.46,407.34,372.85,304.23,372.01,407.10,402.00,369.06,276.10,231.96,216.24,178.14,,,,,,,,,,,,,,,,,,,,,,
2011-09-04 22:00:51.576000,L5,442.52,437.09,434.81,435.17,410.85,408.80,415.87,425.36,411.42,429.62,422.42,404.87,386.22,382.70,377.50,414.59,397.48,366.64,357.69,240.85,327.53,215.30,,,,,,,,,,,,,,,,,,,,,,
2013-04-11 22:08:15.067000,L8,319.48,367.35,369.83,397.15,363.10,354.22,347.47,363.89,355.18,372.91,372.03,363.58,353.04,290.44,274.69,361.12,367.56,316.27,284.62,252.61,200.70,275.46,185.22,,,,,,,,,,,,,,,,,,,,,
2013-04-27 22:07:47.557000,L8,375.26,376.96,387.30,400.16,410.09,398.98,360.05,366.01,352.48,374.75,365.39,360.90,328.33,287.95,247.70,328.40,303.75,246.13,266.69,244.80,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-13 22:07:59.284000,L8,376.10,380.10,394.48,426.53,424.78,405.96,389.81,399.44,402.57,405.31,405.42,400.30,401.73,398.91,402.77,393.84,407.25,404.92,388.43,381.78,387.61,389.29,381.26,368.78,273.04,374.06,320.96,283.42,300.96,335.39,336.66,315.14,328.20,317.95,285.08,216.43,,,,,,,,
2013-05-29 22:08:05.425000,L8,338.54,366.11,370.15,364.18,365.69,356.46,348.22,369.39,355.67,368.39,370.73,362.38,346.70,285.87,276.85,360.55,352.96,249.70,281.92,270.61,225.32,236.88,186.46,,,,,,,,,,,,,,,,,,,,,
2013-06-05 22:14:15.215000,L8,431.79,435.84,441.81,434.06,421.60,412.91,430.88,410.64,395.18,414.95,411.94,396.61,347.72,293.74,261.62,384.89,386.73,316.42,281.79,237.04,217.42,191.32,,,,,,,,,,,,,,,,,,,,,,
2013-06-21 22:14:07.263000,L8,270.57,265.59,367.57,361.75,369.42,356.80,340.61,363.52,360.74,395.61,396.15,383.85,353.29,296.78,263.80,382.61,378.54,321.74,283.37,248.93,231.94,190.41,,,,,,,,,,,,,,,,,,,,,,
2013-08-08 22:14:13.655000,L8,446.33,459.09,469.74,467.42,471.69,458.92,440.40,449.20,458.39,457.26,449.72,433.26,421.36,410.52,404.63,433.77,425.97,390.89,376.66,376.38,373.23,358.06,355.09,295.91,315.41,291.59,268.25,226.22,258.14,258.86,261.40,236.66,255.05,228.13,,,,,,,,,,
2013-08-17 22:08:03.120000,L8,334.44,369.44,371.86,381.49,365.20,353.23,360.14,365.06,356.23,374.78,372.87,363.37,360.70,289.43,319.23,363.69,368.18,342.39,340.12,297.34,218.82,272.41,186.43,,,,,,,,,,,,,,,,,,,,,
2013-09-02 22:08:04.598000,L8,350.99,367.85,375.67,381.23,369.10,358.80,341.51,384.65,357.91,383.96,383.91,368.74,368.36,299.57,363.74,365.50,368.89,350.52,345.03,339.30,343.86,317.43,192.41,,,,,,,,,,,,,,,,,,,,,
2013-10-11 22:14:05.547000,L8,452.81,459.39,469.13,471.11,464.80,452.54,436.94,445.42,453.28,456.43,533.19,405.10,415.72,403.24,404.62,437.81,435.15,462.40,321.43,190.19,234.45,,,,,,,,,,175.80,206.27,237.05,189.73,,,,,,,,,,
2013-10-27 22:13:55.805000,L8,433.95,437.72,440.06,439.94,422.80,419.35,407.78,433.87,398.64,438.67,419.01,396.67,379.60,307.91,353.93,395.50,392.07,352.15,342.08,251.24,223.38,198.51,,,,,,,,,,,,,,,,,,,,,,
2013-11-05 22:07:46.855000,L8,362.30,372.30,373.80,385.28,400.67,409.04,356.98,414.29,415.36,413.54,409.22,369.07,414.01,406.42,407.65,369.02,407.80,394.06,346.07,298.71,305.10,281.54,202.38,,,,,,,,,,,,,,,,,,,,,
2013-11-12 22:13:56.157000,L8,436.40,441.80,446.78,448.92,431.78,425.66,421.80,443.34,404.87,438.78,429.61,401.49,387.05,306.91,364.12,403.46,398.21,357.02,347.63,260.53,221.78,202.62,,,,,,,,,,,,,,,,,,,,,,
2013-11-21 22:07:37.752000,L8,,357.29,359.40,350.68,314.88,270.75,200.30,,,,362.10,352.19,343.31,280.85,263.61,357.34,355.94,279.27,300.61,264.52,198.60,202.11,177.13,,,,,,,,,,,,,,,,,,,,,
2013-12-14 22:13:45.545000,L8,432.43,436.32,444.22,443.89,430.22,422.62,418.34,431.36,404.65,435.20,423.38,397.89,380.87,308.89,334.30,400.05,392.05,354.18,337.24,264.72,239.52,200.06,,,,,,,,,,,,,,,,,,,,,,
2013-12-30 22:13:37.297000,L8,439.42,437.15,440.80,446.96,437.45,428.91,421.91,433.70,407.57,437.35,426.73,401.90,380.28,312.32,357.77,400.33,392.79,353.24,343.88,261.54,240.35,209.49,,,,,,,,,,,,,,,,,,,,,,
2014-01-08 22:07:19.116000,L8,,365.62,368.76,371.39,372.01,364.60,342.56,375.59,359.96,377.80,374.26,345.49,284.41,256.37,250.01,348.54,314.47,264.78,300.40,297.75,217.83,256.38,193.20,,,,,,,,,,,,,,,,,,,,,
2014-01-24 22:07:09.509000,L8,323.66,366.82,368.93,362.20,364.36,364.34,334.64,374.47,356.83,380.76,381.45,368.07,355.00,292.82,355.51,360.70,359.81,336.78,347.95,303.27,239.96,273.06,193.82,,,,,,,,,,,,,,,,,,,,,
2014-01-31 22:13:16.756000,L8,432.02,432.66,442.25,441.14,444.67,420.06,412.46,445.92,397.51,438.70,434.06,393.89,369.33,304.67,271.37,387.13,383.37,334.51,332.85,253.41,220.47,199.74,,,,,,,,,,,,,,,,,,,,,,
2014-02-09 22:06:57.254000,L8,328.77,366.99,369.71,373.60,373.20,368.82,351.79,376.55,359.76,382.98,382.43,370.44,366.02,299.29,361.53,365.37,369.18,352.11,352.82,349.26,354.14,339.95,343.80,,,,,,,,,,,,,,,,,,,,,
2014-02-16 22:13:02.774000,L8,357.37,431.07,438.23,444.99,426.31,424.37,419.33,445.56,399.95,437.04,440.59,399.66,370.93,297.77,351.23,386.00,388.75,339.53,337.86,250.55,222.00,205.38,308.94,,,,,,,,,,,,,,,,,,,,,
2014-02-25 22:06:44.447000,L8,,,,,,,,,,362.42,392.15,377.99,384.99,364.91,370.13,394.82,425.69,361.53,364.94,369.32,379.28,341.85,358.55,342.04,,337.16,302.17,245.99,285.47,313.06,327.21,310.74,331.07,284.47,258.24,,,,,,,,,
