dates,satname,nzd0547-0000,nzd0547-0001,nzd0547-0002,nzd0547-0003,nzd0547-0004,nzd0547-0005,nzd0547-0006,nzd0547-0007,nzd0547-0008,nzd0547-0009,nzd0547-0010,nzd0547-0011,nzd0547-0012,nzd0547-0013,nzd0547-0014,nzd0547-0015,nzd0547-0016,nzd0547-0017,nzd0547-0018,nzd0547-0019,nzd0547-0020,nzd0547-0021,nzd0547-0022,nzd0547-0023,nzd0547-0024,nzd0547-0025,nzd0547-0026,nzd0547-0027,nzd0547-0028,nzd0547-0029,nzd0547-0030,nzd0547-0031,nzd0547-0032,nzd0547-0033,nzd0547-0034,nzd0547-0035,nzd0547-0036,nzd0547-0037,nzd0547-0038,nzd0547-0039,nzd0547-0040,nzd0547-0041,nzd0547-0042,nzd0547-0043,nzd0547-0044,nzd0547-0045,nzd0547-0046,nzd0547-0047
1999-11-05 22:13:40.966000,L7,298.11,255.94,270.12,276.94,244.74,265.31,310.47,334.97,343.29,359.92,362.66,346.25,343.90,345.02,337.89,323.48,322.88,315.87,502.08,501.85,493.07,319.15,303.47,306.67,310.23,463.72,442.81,434.54,406.93,473.20,470.72,506.13,478.03,410.38,471.33,477.02,478.77,478.00,512.17,498.48,400.16,498.37,463.95,497.61,497.53,481.42,433.67,429.30
1999-12-07 22:13:41.663000,L7,461.24,462.62,470.83,483.41,475.00,474.86,485.30,497.09,498.06,506.00,509.90,498.19,495.77,492.56,489.87,461.11,449.94,441.11,436.58,432.15,451.13,438.16,436.99,491.99,513.54,482.90,496.34,504.54,496.51,430.95,440.68,439.70,446.41,437.56,435.04,440.12,432.10,437.61,429.81,428.78,427.61,479.74,443.37,423.15,400.81,408.38,413.75,431.40
1999-12-16 22:07:33.708000,L7,303.84,408.93,406.24,414.39,512.37,472.16,417.99,426.03,412.18,423.49,433.35,410.59,444.78,514.99,502.52,489.80,394.00,475.90,491.60,398.04,384.89,406.16,422.72,416.19,431.47,382.29,422.68,357.17,352.50,356.17,332.82,408.60,347.20,456.84,481.89,479.06,409.60,427.70,395.99,438.06,396.36,502.74,440.61,415.15,411.21,421.95,432.49,429.56
2001-01-03 22:05:00.181000,L7,429.10,413.75,272.43,344.39,248.71,426.15,485.69,430.00,419.76,421.32,430.87,445.54,421.12,406.56,402.92,461.16,396.66,398.12,397.94,427.41,469.52,383.04,381.39,380.76,497.96,490.44,466.54,471.67,506.93,432.89,484.17,392.64,394.68,388.43,386.84,464.36,480.07,474.53,477.11,505.99,431.56,429.52,435.85,446.06,459.15,460.26,434.96,412.69
2001-02-11 22:11:12.788000,L7,312.05,265.09,479.41,480.01,491.89,498.35,418.78,456.86,505.70,371.87,375.71,364.50,361.01,356.02,347.86,334.32,333.01,326.61,325.63,329.74,329.28,325.60,309.32,309.19,312.74,319.05,323.54,316.07,317.17,320.98,322.27,328.82,332.67,333.37,328.72,330.59,331.79,332.66,327.26,329.43,333.12,338.69,331.67,328.98,319.04,313.61,306.64,196.92
2001-02-20 22:05:00.525000,L7,472.45,470.60,517.38,502.87,485.79,496.96,498.90,511.53,497.55,499.63,498.18,486.10,476.92,470.82,516.98,474.47,487.85,468.78,461.47,481.83,476.16,473.73,465.62,454.73,449.65,487.76,505.12,496.96,493.32,494.38,502.65,499.52,475.95,476.54,471.61,474.31,470.12,460.24,459.35,450.38,331.95,449.28,506.95,485.22,487.63,491.77,501.03,474.13
2001-02-20 22:05:24.495000,L7,294.01,250.04,271.25,276.51,242.86,281.35,317.98,341.51,482.42,493.68,494.61,482.63,472.94,353.50,520.34,487.50,484.34,469.17,460.10,482.45,473.58,474.52,461.73,454.19,450.09,488.66,504.92,499.82,494.03,475.65,500.42,501.48,475.61,474.48,470.15,472.54,472.98,462.22,461.39,453.10,457.36,451.69,435.49,486.89,488.63,491.76,448.29,478.14
2001-02-27 22:11:06.137000,L7,466.55,472.37,474.34,487.39,491.22,505.62,505.38,515.05,513.84,513.94,513.75,503.70,497.20,492.59,507.94,339.11,333.60,492.98,467.53,500.74,464.60,461.72,457.43,462.31,464.92,466.81,465.84,452.64,456.20,474.09,468.84,470.31,467.19,471.79,467.83,467.54,462.45,459.69,508.30,485.50,480.90,336.03,332.89,324.54,318.60,238.91,230.78,200.38
2001-11-26 22:09:21.320000,L7,415.38,411.38,416.05,414.21,425.52,425.82,482.28,432.83,460.08,489.46,489.22,476.78,430.63,460.27,453.44,433.55,391.24,378.33,379.55,383.41,416.67,394.10,381.41,378.03,383.06,399.18,403.65,367.10,367.13,378.56,384.66,381.56,387.50,385.23,425.38,387.10,385.91,386.99,393.82,384.62,339.00,390.26,334.49,386.13,430.53,425.27,388.30,375.40
2002-01-29 22:09:33.112000,L7,298.05,274.68,272.38,280.60,272.87,276.51,320.05,336.09,349.29,365.09,371.40,357.38,356.47,353.19,499.03,503.85,492.89,480.51,472.52,481.96,455.24,481.85,466.35,473.49,502.74,502.12,497.85,469.87,474.73,493.81,504.52,321.13,328.40,327.93,325.07,324.10,324.37,325.64,324.48,325.49,329.21,333.84,320.15,318.64,254.15,234.32,242.09,193.26
