dates,satname,nzd0369-0000,nzd0369-0001,nzd0369-0002,nzd0369-0003,nzd0369-0004,nzd0369-0005,nzd0369-0006,nzd0369-0007,nzd0369-0008,nzd0369-0009,nzd0369-0010,nzd0369-0080,nzd0369-0081,nzd0369-0082,nzd0369-0083,nzd0369-0084,nzd0369-0085,nzd0369-0086,nzd0369-0087,nzd0369-0088,nzd0369-0089,nzd0369-0090,nzd0369-0091,nzd0369-0092,nzd0369-0093,nzd0369-0094,nzd0369-0095,nzd0369-0096,nzd0369-0097,nzd0369-0098,nzd0369-0099,nzd0369-0100,nzd0369-0101,nzd0369-0102,nzd0369-0103,nzd0369-0104,nzd0369-0105,nzd0369-0106,nzd0369-0107,nzd0369-0108,nzd0369-0109,nzd0369-0110,nzd0369-0111,nzd0369-0112,nzd0369-0113,nzd0369-0114,nzd0369-0115,nzd0369-0116,nzd0369-0117,nzd0369-0118,nzd0369-0119,nzd0369-0120,nzd0369-0121,nzd0369-0122,nzd0369-0123,nzd0369-0124,nzd0369-0125,nzd0369-0126,nzd0369-0127,nzd0369-0128,nzd0369-0129,nzd0369-0130,nzd0369-0131,nzd0369-0132,nzd0369-0133,nzd0369-0134,nzd0369-0135,nzd0369-0136,nzd0369-0137,nzd0369-0138,nzd0369-0139,nzd0369-0140,nzd0369-0141,nzd0369-0142,nzd0369-0143,nzd0369-0144,nzd0369-0011,nzd0369-0012,nzd0369-0013,nzd0369-0014,nzd0369-0015,nzd0369-0016,nzd0369-0017,nzd0369-0018,nzd0369-0019,nzd0369-0020,nzd0369-0021,nzd0369-0022,nzd0369-0023,nzd0369-0024,nzd0369-0025,nzd0369-0026,nzd0369-0027,nzd0369-0028,nzd0369-0029,nzd0369-0030,nzd0369-0031,nzd0369-0032,nzd0369-0033,nzd0369-0034,nzd0369-0035,nzd0369-0036,nzd0369-0037,nzd0369-0038,nzd0369-0039,nzd0369-0040,nzd0369-0041,nzd0369-0042,nzd0369-0043,nzd0369-0044,nzd0369-0045,nzd0369-0046,nzd0369-0047,nzd0369-0048,nzd0369-0049,nzd0369-0050,nzd0369-0051,nzd0369-0052,nzd0369-0053,nzd0369-0054,nzd0369-0055,nzd0369-0056,nzd0369-0057,nzd0369-0058,nzd0369-0059,nzd0369-0060,nzd0369-0061,nzd0369-0062,nzd0369-0063,nzd0369-0064,nzd0369-0065,nzd0369-0066,nzd0369-0067,nzd0369-0068,nzd0369-0069,nzd0369-0070,nzd0369-0071,nzd0369-0072,nzd0369-0073,nzd0369-0074,nzd0369-0075,nzd0369-0076,nzd0369-0077,nzd0369-0078,nzd0369-0079,nzd0369-0145,nzd0369-0146,nzd0369-0147,nzd0369-0148,nzd0369-0149,nzd0369-0150,nzd0369-0151,nzd0369-0152
2004-11-12 21:52:15.232000,L5,,,,517.44,516.06,513.79,444.65,401.99,377.43,297.40,264.81,487.45,467.64,469.36,448.15,438.95,421.96,447.58,477.22,478.38,462.83,456.12,431.29,404.09,384.06,541.57,435.55,,,522.04,490.55,407.11,373.31,442.18,363.66,355.66,361.99,376.70,469.33,478.04,478.26,460.05,399.77,411.53,452.63,368.68,368.52,364.26,353.04,345.27,351.43,347.65,326.58,332.52,308.43,302.91,302.67,267.42,249.68,242.19,229.98,234.35,234.20,228.96,214.31,216.61,210.93,206.43,180.97,163.55,154.95,,,,,,216.63,157.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.29,494.72,,,,,,,,
2004-12-07 21:46:35.869000,L5,,,371.38,409.49,199.16,376.89,363.58,336.74,329.08,229.59,,312.06,425.71,413.05,407.64,408.83,404.37,415.02,440.42,452.31,435.39,433.57,417.44,401.30,386.31,415.35,433.04,413.24,423.52,470.45,468.18,446.00,423.05,415.12,403.89,394.73,401.39,415.11,467.97,474.83,476.48,477.19,483.18,501.06,479.81,484.96,476.53,470.70,469.91,466.72,470.36,462.62,465.19,460.26,435.75,420.25,451.89,418.06,432.46,431.61,419.15,423.11,424.10,414.02,410.91,400.45,393.54,401.22,389.52,385.98,367.84,368.32,382.92,382.86,368.50,287.95,,271.58,333.82,344.23,,,,,,,,,,,,360.12,413.52,411.11,423.04,433.65,396.46,317.97,196.10,201.57,220.89,247.55,352.62,414.03,451.36,452.17,440.45,422.21,365.98,402.83,378.53,439.01,338.62,377.51,385.15,401.48,378.49,386.08,411.84,418.25,462.81,467.48,453.28,417.18,382.49,388.81,426.08,487.75,475.37,465.36,456.12,421.93,377.26,352.55,383.86,398.71,420.21,440.29,434.10,283.06,317.01,346.62,246.79,243.86,241.72,364.28,376.07,357.28,346.09,333.41,301.51,192.96,166.34
2005-01-15 21:53:21.356000,L5,,,,,,,,,,,,369.44,217.54,425.55,412.80,408.11,372.41,381.51,406.68,407.89,392.33,379.44,363.48,361.18,346.24,366.26,381.62,354.68,353.76,382.84,369.12,337.85,308.15,302.32,286.92,278.32,281.29,165.30,333.33,375.45,371.81,363.03,354.72,358.22,353.98,,266.64,296.76,291.56,283.79,286.89,275.13,249.71,268.42,249.34,221.88,243.80,214.49,219.45,213.50,193.18,177.44,163.20,156.94,,,,,,,,,,,,,510.22,462.29,441.14,337.15,216.63,161.63,499.37,,,,,,,,,,,,,,,,,,,475.26,496.95,523.21,529.81,,,,,,,,,531.12,516.99,448.24,457.99,485.35,,,,,,,,,,,,,532.87,497.68,432.41,437.67,463.17,436.55,453.98,471.55,468.52,464.73,458.11,449.56,473.27,306.64,293.67,,,,,,,,
2005-02-09 21:47:31.401000,L5,,,369.02,314.07,267.48,225.03,190.36,344.96,328.97,185.66,270.76,433.22,416.09,397.89,397.01,395.17,382.45,399.36,434.07,448.83,446.40,436.32,429.06,407.62,395.59,423.77,428.40,411.66,397.93,464.06,461.13,431.96,402.74,398.53,401.59,397.11,402.61,428.18,479.01,487.20,482.05,476.53,478.97,493.77,477.51,470.07,467.43,467.58,465.30,477.62,479.10,471.42,469.19,472.17,458.22,443.37,467.59,431.48,,,,,,,,402.09,393.46,405.34,399.65,384.00,324.31,278.28,,,,,253.22,353.41,347.86,350.99,377.96,379.50,386.44,292.44,344.31,328.49,327.85,314.54,334.27,388.76,419.25,444.97,447.71,435.92,449.66,455.44,422.68,378.63,383.09,437.40,304.64,330.04,375.68,436.88,457.10,450.83,440.80,426.01,433.28,469.25,463.96,441.44,352.78,451.81,457.43,451.09,417.96,328.88,402.69,322.21,474.53,469.00,427.45,403.17,384.35,393.25,430.76,480.16,486.37,470.88,447.70,426.35,391.18,348.70,381.73,391.84,396.60,411.69,417.55,436.42,325.32,363.04,260.70,446.36,434.43,,,,,,,,
2005-03-04 21:54:04.136000,L5,,,,,,,,,,,,450.01,434.67,421.07,409.85,399.44,381.14,392.57,421.70,425.38,406.91,393.31,376.79,360.64,348.15,366.88,383.70,363.07,343.11,391.85,384.05,344.91,316.19,307.37,294.13,286.91,288.49,298.39,333.35,374.99,377.15,374.76,362.53,301.57,294.22,281.25,258.53,256.47,251.88,297.85,300.75,287.34,266.52,279.57,255.85,230.46,247.17,226.99,222.03,215.27,192.86,191.87,174.75,162.56,,,,,,,,,,,,,,,,,,293.22,370.99,429.01,457.75,461.07,,253.00,279.17,307.23,,,,,352.30,377.62,,,,,,487.52,510.79,380.93,370.93,457.56,466.49,,,445.18,344.62,466.14,469.19,487.45,479.41,337.08,350.84,372.28,480.83,,,,,,,,,,,,522.44,498.57,440.61,440.90,466.36,464.68,475.81,488.76,484.27,480.97,481.19,486.17,480.53,475.02,451.38,,,,,,,,
2005-03-13 21:47:59.531000,L5,,,368.06,234.73,376.08,372.98,370.52,362.88,355.52,331.98,339.78,398.81,374.81,413.67,417.58,304.19,398.30,410.73,443.74,443.14,429.75,,,,,,,234.15,163.72,269.57,279.33,245.64,251.75,278.07,399.19,386.55,144.84,146.19,469.68,487.19,264.45,490.39,481.90,494.75,274.23,294.10,473.54,472.35,475.64,478.42,487.23,473.86,465.28,470.37,228.48,207.92,193.82,196.53,448.54,445.96,441.66,433.03,432.48,416.44,409.05,399.00,394.66,402.10,398.43,391.17,331.35,313.74,389.58,387.69,365.25,,350.32,356.56,352.85,355.33,372.40,371.37,368.31,362.94,364.23,347.72,345.00,325.03,347.30,397.87,412.60,433.63,445.78,429.50,443.05,448.69,423.55,401.11,401.16,463.02,326.41,328.08,397.35,434.07,448.84,455.11,,,,,,,,,,,,,,,,,172.37,317.31,330.09,375.89,436.49,454.31,267.65,207.38,251.27,327.14,344.36,344.43,390.39,388.02,405.04,432.38,430.32,437.57,430.02,445.86,441.68,444.50,434.03,348.14,374.61,353.49,342.23,325.94,317.44,178.84,152.83
2005-04-05 21:54:19.058000,L5,,,,,,487.83,447.50,406.08,448.21,384.43,,437.31,443.17,425.46,417.46,408.47,399.17,404.13,422.70,425.32,406.92,398.80,378.36,352.24,348.24,365.14,383.28,364.76,359.96,333.05,229.45,256.81,332.75,319.23,311.07,304.06,302.21,299.18,332.05,374.09,390.42,374.86,366.64,361.72,356.75,333.46,317.66,322.69,309.13,297.70,303.79,289.77,269.29,278.19,255.92,230.25,247.82,214.65,220.47,211.89,200.47,192.66,182.45,172.96,158.39,146.71,,,,,,,,,,,525.31,460.69,414.19,358.37,508.04,501.57,486.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.99,500.16,435.69,442.02,466.40,468.65,484.91,496.52,490.19,486.57,490.27,481.23,481.82,473.88,461.44,,,,,,,,
2005-04-21 21:54:22.812000,L5,,,,,,,517.73,480.69,436.84,441.39,532.22,347.78,434.17,421.29,408.19,407.08,386.38,386.87,412.49,414.75,405.34,392.76,383.88,372.47,349.26,363.39,376.21,352.61,351.11,324.99,336.65,254.89,326.55,317.67,308.31,304.58,301.06,302.19,338.58,373.76,374.04,360.15,353.01,353.93,304.13,299.17,265.30,254.07,260.37,297.78,300.47,288.03,264.28,274.37,257.42,220.83,242.57,205.02,209.15,204.41,191.92,185.03,178.95,170.37,162.65,152.09,157.44,,,,,,,,,,518.45,434.95,183.41,341.35,504.46,487.08,479.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.33,493.30,430.31,418.55,442.39,451.78,461.17,484.06,232.03,328.19,378.66,402.98,221.08,198.41,291.25,,,,,,,,
2005-04-30 21:48:14.979000,L5,,,379.18,392.00,209.87,390.02,384.92,378.14,364.68,353.02,340.25,438.74,432.58,423.82,412.74,,,,,,,,,,,,,,,,,,,,,,408.84,425.05,476.40,493.37,493.32,490.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.84,345.94,338.38,340.45,361.75,364.28,361.26,362.30,347.25,353.45,352.54,349.04,369.81,402.59,420.75,443.14,445.81,429.46,437.13,444.66,416.13,411.29,417.36,461.05,450.37,423.62,446.98,457.44,470.20,470.88,450.30,427.68,423.25,473.81,441.93,443.71,440.04,458.66,400.66,407.53,401.49,,,,,,,,,386.88,425.88,481.32,488.16,473.19,459.61,430.94,386.87,347.12,,,,,,,,452.71,453.75,449.91,451.30,,,,,,,,
2005-05-23 21:54:36.577000,L5,,,,,,,,,,,,314.83,298.47,285.97,248.84,327.95,406.31,406.37,429.40,430.73,417.25,402.09,387.87,366.05,351.62,375.28,392.39,374.11,374.06,412.73,400.83,378.62,343.84,336.62,319.07,314.67,310.69,309.84,342.37,386.15,394.57,372.89,360.44,368.11,363.99,154.55,327.95,319.98,310.94,303.47,310.50,288.49,273.55,273.74,272.90,236.11,254.70,226.77,224.33,227.65,202.55,195.69,188.56,180.80,170.39,,,,,,,,,,,,370.29,262.41,264.92,300.20,202.86,176.10,288.05,275.84,205.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.84,472.14,473.48,183.03,190.46,337.34,333.36,470.92,497.04,441.09,418.45,,,256.40,502.38,363.99,331.11,376.96,218.97,332.38,207.36,332.70,,,,,,,,
2005-06-01 21:48:30.637000,L5,,,384.92,390.07,383.87,166.46,380.16,375.32,362.88,350.61,337.72,418.98,423.00,411.91,397.66,395.78,392.71,401.90,425.80,,,,,,,,,,,417.46,426.55,382.31,,,,,,,,,483.29,478.22,484.42,483.56,320.04,287.73,334.07,290.25,402.78,,,,,,,,,,,,,,,,,,,,,,,379.40,395.16,388.98,361.16,356.02,328.63,328.19,329.21,326.42,340.56,349.19,360.45,353.25,347.46,356.36,351.63,348.68,365.25,391.53,413.40,442.04,447.29,427.17,436.26,438.21,415.97,407.96,413.82,458.42,453.16,440.65,444.85,453.28,467.07,460.63,437.24,417.04,420.32,459.87,309.63,438.24,435.92,456.86,462.14,454.58,319.51,257.31,411.81,444.96,469.60,474.85,446.96,401.43,381.26,380.87,423.28,464.08,470.67,405.71,436.04,420.56,369.81,315.63,278.30,352.77,357.13,430.50,439.54,438.82,441.83,445.25,446.61,438.93,430.52,278.97,,,,,,,
2005-06-08 21:54:44.925000,L5,,,,,,,,,,,,375.06,429.13,244.70,409.25,396.64,388.48,390.61,410.16,406.80,395.58,385.15,374.43,355.95,341.58,362.79,376.71,354.86,359.11,386.59,232.74,342.89,324.34,314.31,306.41,297.42,292.66,293.36,328.87,364.34,368.43,335.54,296.96,255.80,178.21,,,,,,,,,,,,218.04,176.45,194.20,197.14,191.34,173.69,172.72,164.54,150.14,,,,,,,,,,,,368.72,456.27,219.20,317.47,285.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.10,500.33,505.23,511.83,522.76,537.91,432.62,446.58,453.90,,,,,,,,,,422.36,535.12,498.26,508.22,363.34,354.55,366.16,340.78,358.57,424.75,484.21,484.54,478.44,483.59,478.36,466.79,466.51,150.72,,,,,,,,
2005-07-10 21:54:55.488000,L5,,,,,,,,,,,,,416.72,408.79,389.53,378.68,379.31,362.79,382.48,387.76,377.65,385.06,367.76,336.60,334.60,358.48,366.85,343.57,344.26,354.85,218.18,176.63,309.82,300.35,296.35,293.74,283.36,237.07,314.64,,,227.06,285.54,251.42,185.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.67,474.44,328.30,325.93,237.35,499.47,478.91,,505.28,483.01,452.81,486.81,436.99,375.07,463.17,,,,,,,,,,,,,,,,,,,520.45,506.63,501.54,373.77,353.44,410.62,423.53,438.84,432.42,435.40,,,,,501.04,486.88,459.31,371.91,352.67,394.21,369.85,498.78,462.00,402.86,364.14,304.39,300.39,276.20,467.04,470.70,462.64,,,,,,,,,,,,,
2005-08-20 21:49:06.970000,L5,436.94,475.37,492.40,434.59,449.52,433.14,440.30,455.45,433.64,419.35,400.84,510.53,501.04,503.17,485.28,480.40,462.37,465.34,500.08,496.59,485.50,481.97,474.33,464.40,462.49,475.91,491.43,,,,,493.42,474.21,469.46,445.71,452.08,468.36,512.69,,,,,,,,,,,,,,,,,,,,,,,,,,,487.94,466.83,465.43,474.76,469.06,468.53,466.89,466.18,452.65,451.38,431.69,428.49,406.02,405.69,405.81,402.39,428.93,449.98,483.09,519.55,501.68,482.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.85,514.52,511.03,415.60,413.18,397.69,386.60,368.02,376.02,357.73,354.14
2005-08-27 21:55:20.007000,L5,,,,,,,514.34,460.10,416.49,354.42,322.53,509.63,507.35,500.61,490.02,469.47,461.77,454.82,467.92,470.53,460.86,461.05,443.49,411.96,398.01,413.65,428.66,429.31,403.15,479.33,455.77,404.96,367.51,361.33,349.52,339.45,342.50,368.93,453.17,448.07,432.82,423.16,420.10,418.99,416.79,389.79,381.65,368.89,364.76,366.38,374.94,375.08,378.08,356.80,351.60,324.56,328.29,319.48,323.67,308.56,308.33,288.33,298.92,319.18,315.75,262.90,255.18,223.67,203.38,215.95,200.95,175.32,173.69,159.23,156.82,,264.18,189.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-28 21:55:20.450000,L5,,,,495.54,487.50,464.47,436.10,391.82,345.49,282.50,241.70,520.81,508.73,514.60,486.83,468.14,442.66,458.43,470.96,471.98,464.96,459.66,454.03,421.87,406.90,413.45,437.22,412.91,403.79,447.30,445.00,413.15,370.24,364.70,357.52,354.09,356.32,383.83,424.64,444.41,435.53,421.01,418.53,415.46,427.43,388.76,381.53,374.53,359.48,348.25,381.08,366.46,361.35,354.81,345.20,321.43,329.77,324.67,301.03,301.74,291.04,260.69,254.59,253.83,232.37,216.72,220.55,198.15,191.09,182.95,189.46,164.83,153.56,,,,189.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-07 21:49:06.876000,L5,,369.87,415.00,423.00,420.28,424.34,429.91,417.88,408.92,391.12,379.73,493.29,486.21,487.17,488.84,476.97,449.01,458.91,478.55,494.65,484.73,481.37,463.31,450.28,436.48,462.67,487.70,479.58,485.45,517.36,509.27,485.70,457.61,442.53,437.73,438.76,443.65,490.33,,,,,,,,,,,,,,,,,,,,,,,,,,,519.25,478.45,468.08,470.18,458.19,465.30,471.47,445.62,444.20,435.42,422.32,415.44,379.23,382.67,375.88,381.31,397.18,407.27,414.44,405.72,396.68,396.48,390.63,384.21,398.54,431.49,447.75,466.98,477.43,463.58,480.13,486.19,459.67,447.12,454.45,524.14,529.90,523.45,526.63,519.59,522.91,512.61,497.39,475.54,466.96,511.36,505.81,488.33,482.68,495.14,514.04,514.99,491.38,444.25,471.54,507.37,519.44,527.49,522.92,466.93,423.53,430.07,498.61,,,,,,,,517.66,501.25,495.60,495.19,498.35,505.31,515.77,505.65,497.94,518.79,503.42,408.18,407.89,,479.16,363.72,363.26,388.33,412.00
2005-10-30 21:55:15.307000,L5,,,,,,,515.92,471.22,421.69,471.55,419.19,,,,,,,,,,,,,,,,,,,314.26,200.66,177.36,,,170.62,288.35,293.08,289.39,327.81,235.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.29,235.55,156.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.82,498.28,470.98,507.13,490.95,496.17,235.18,,,,,,,,,,,,,,,
2005-11-08 21:49:16.532000,L5,,,375.33,385.11,384.80,386.12,384.45,374.20,358.00,346.90,340.26,436.89,434.90,421.35,413.38,410.79,404.26,411.71,436.23,444.56,432.34,434.71,428.68,413.32,397.69,423.49,436.45,423.81,432.81,463.62,464.02,446.88,420.22,413.25,407.82,403.14,410.24,423.53,477.44,487.48,490.52,487.88,490.34,498.29,483.41,304.59,472.67,471.20,463.12,463.50,471.74,462.30,459.23,452.21,445.96,428.77,451.92,422.39,436.53,433.11,425.91,424.15,423.96,416.96,410.95,402.38,402.94,414.54,402.89,389.06,373.92,387.66,399.76,387.99,366.77,350.90,338.09,242.04,235.78,224.01,206.43,368.59,365.44,363.05,351.37,356.35,346.82,338.24,362.67,400.63,416.24,438.50,447.90,430.04,443.18,449.44,419.28,407.67,411.58,455.73,440.41,418.26,435.65,449.80,459.44,458.24,441.21,421.86,425.98,474.68,468.87,446.89,442.15,460.34,470.16,470.05,446.05,392.88,415.36,444.00,474.46,478.77,454.49,410.28,384.65,385.54,439.05,484.31,488.28,475.10,455.52,425.55,377.00,364.43,389.84,397.69,420.28,434.55,438.07,442.24,453.45,457.67,454.42,449.40,438.08,359.89,366.84,350.47,329.99,331.05,328.74,276.98,187.01
2006-02-19 21:57:51.685000,L5,,,,,,,,,,,535.73,436.36,432.88,419.35,405.32,404.57,390.89,395.24,414.80,406.34,398.96,385.79,375.07,360.22,349.83,356.83,372.80,353.70,350.79,396.22,381.50,349.36,320.88,308.29,296.00,286.37,285.56,285.80,324.84,364.63,367.81,362.97,359.57,358.56,356.87,331.40,315.56,315.64,304.82,292.83,297.56,284.75,265.23,260.78,246.45,216.32,237.27,197.80,209.37,204.76,187.78,188.53,175.50,165.75,,,,,,,,,,,,,520.27,460.57,407.95,350.61,223.19,506.15,483.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535.04,500.50,434.05,438.20,454.40,463.25,472.24,492.59,487.20,323.06,363.84,384.49,287.90,464.86,443.39,,,,,,,,
2006-02-28 21:51:52.186000,L5,,,383.81,387.68,383.62,386.07,379.85,373.77,360.44,341.45,339.82,,,,,,,289.49,336.80,364.28,,,,,,,,,,,,,,,,,,,,,,,,,,469.41,480.83,474.56,459.61,461.42,467.31,455.52,454.63,,,,,,,,,,,,,,,,,,,,,,,,347.94,350.46,349.19,346.41,378.48,369.25,377.09,365.84,361.82,348.60,348.08,348.22,368.45,411.72,422.18,437.26,448.50,426.55,446.37,447.43,425.85,415.27,404.70,439.71,415.28,345.84,420.13,443.25,457.56,455.97,442.20,423.18,426.37,471.87,459.81,440.38,441.52,456.83,469.61,465.52,434.17,394.88,426.73,461.79,478.16,478.58,453.52,414.16,386.19,396.07,436.34,473.28,474.07,464.63,452.07,417.76,360.27,355.60,385.31,387.45,407.07,429.46,428.88,435.43,440.21,444.81,227.63,,,364.08,372.87,346.19,337.52,,,,
2006-06-04 21:53:28.422000,L5,,,254.40,379.52,375.70,380.47,376.24,371.95,359.90,343.97,334.54,399.05,414.75,413.10,397.12,399.61,386.90,396.88,416.59,413.71,409.60,414.13,403.26,389.67,379.79,399.38,,,,,,,,,,,209.02,196.57,377.54,399.25,,,,,,,,,,,383.24,367.55,142.50,444.12,429.13,375.33,434.49,,,,,,,,,,,,,,,,,,,,328.37,324.03,327.02,330.00,347.98,356.22,357.67,347.66,343.20,347.24,346.33,347.40,359.23,390.76,405.90,425.09,429.57,419.10,425.41,428.88,406.77,402.07,402.02,444.22,447.00,410.60,431.56,442.31,454.25,455.81,436.44,407.59,413.11,454.24,421.73,430.57,426.90,452.57,459.49,458.35,417.32,377.88,416.58,454.90,461.85,467.39,428.59,390.60,373.44,371.02,410.81,461.83,340.08,328.97,443.22,420.39,339.81,331.67,338.35,371.96,403.95,421.14,420.93,429.92,427.95,399.13,424.10,427.50,417.84,,,,,,,,
2006-06-27 22:00:00.431000,L5,,,,,,,,,,,,,424.17,419.10,409.92,405.72,389.50,383.80,408.81,395.82,398.13,385.59,371.03,353.91,334.86,360.41,366.78,347.56,351.37,382.80,373.66,338.55,322.72,316.94,305.16,299.99,296.58,281.64,320.39,361.30,362.35,344.71,326.06,278.85,192.23,,,,191.47,241.24,237.41,190.85,187.03,250.07,232.32,,226.08,179.54,190.09,194.67,183.91,165.43,165.92,158.59,157.12,,,,,,,,,,,,527.23,436.40,296.39,321.59,317.20,318.88,,,,,,,,,,,,,348.78,299.66,,,,,,,,,,,,,,525.14,509.92,518.38,487.65,518.70,415.75,429.43,446.58,525.69,,,,,,,497.66,481.81,503.07,374.15,436.04,419.27,520.38,367.63,362.00,379.08,342.11,403.03,403.47,481.27,476.09,483.77,481.27,469.10,469.35,454.55,441.67,,,,,,,,
2006-07-22 21:54:10.491000,L5,392.19,,250.40,388.91,203.19,387.54,379.60,376.68,367.98,351.16,340.59,401.04,413.36,411.92,399.82,397.86,393.88,394.99,424.09,428.40,425.06,421.46,410.17,397.19,387.37,407.72,425.11,408.85,421.53,446.66,453.53,439.76,417.36,410.41,404.49,399.76,402.30,398.39,461.99,487.65,470.25,468.67,474.12,486.71,,,,292.03,447.69,403.00,389.68,370.48,377.07,,,,,,,,,,,,,,,,,,,,,,,,328.78,333.01,335.16,335.49,348.73,353.70,363.06,360.45,344.34,358.65,355.45,357.72,367.03,396.96,419.95,375.42,444.90,386.62,430.53,194.51,186.42,358.18,354.95,389.71,448.37,358.89,440.32,450.52,465.73,459.16,446.85,419.04,430.56,471.61,431.52,358.35,434.94,458.72,462.96,460.39,434.25,388.49,414.12,459.82,474.38,479.76,457.49,406.82,379.02,378.13,410.01,471.33,484.51,454.31,441.43,419.35,369.32,341.46,360.31,381.23,384.04,429.69,431.08,433.93,437.29,434.66,433.35,429.19,425.95,,,,,,,,
2006-10-10 21:55:08.811000,L5,,,387.43,394.57,393.05,394.24,392.33,386.14,368.38,350.59,345.29,432.33,431.27,420.74,418.64,416.79,402.16,409.07,434.23,439.62,430.34,426.66,418.47,407.10,396.68,421.55,439.14,424.45,434.44,467.04,462.69,441.84,420.43,413.18,409.29,403.50,409.10,425.07,477.68,496.71,493.75,493.13,496.65,507.09,487.50,469.60,472.68,470.21,464.39,464.20,471.42,461.25,452.73,452.41,450.14,435.25,454.84,427.31,438.69,433.41,433.97,426.55,424.77,419.64,417.26,407.42,403.75,409.69,403.08,393.39,385.14,398.38,405.84,399.45,375.02,360.10,338.16,341.00,344.18,341.78,357.74,367.06,375.29,368.85,360.56,362.74,359.03,351.16,364.31,403.57,420.52,441.47,444.18,380.92,444.84,447.29,407.36,378.33,368.29,458.65,450.92,428.51,445.43,458.94,471.99,469.30,451.76,428.97,432.11,479.12,469.77,446.53,444.67,462.36,473.20,469.75,445.71,397.69,414.08,458.86,477.73,482.97,461.31,413.67,382.29,385.37,440.33,489.29,489.84,475.10,458.05,434.22,400.27,369.36,401.29,401.77,413.10,434.24,438.05,440.19,447.84,451.64,445.57,447.19,438.92,365.24,369.81,356.78,341.35,335.63,329.37,305.70,193.77
2006-11-02 22:01:32.743000,L5,,,,497.81,486.35,444.71,417.87,367.49,331.80,262.76,221.08,483.10,472.47,462.86,455.03,439.00,423.04,434.19,472.29,472.45,455.58,447.87,428.83,403.90,406.34,402.88,436.74,520.20,479.98,513.86,482.22,390.43,374.56,432.53,394.67,361.39,476.80,396.74,479.84,471.76,480.51,453.53,417.47,430.16,451.71,377.21,363.70,390.25,373.96,360.82,374.77,360.29,350.61,355.44,325.65,300.12,291.85,270.39,253.62,247.51,242.89,235.31,224.24,231.98,221.08,216.26,205.43,195.63,184.96,160.71,158.32,,,,,,181.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.70,501.55,,,,,,,,
2007-01-05 22:02:04.371000,L5,,,,,,,,,,,535.32,447.54,433.72,416.14,409.82,414.01,398.15,397.12,408.55,408.61,394.08,385.45,366.95,348.62,333.95,365.89,383.03,356.35,353.71,398.78,390.08,352.83,313.71,305.32,286.05,283.51,280.23,280.70,311.57,364.98,368.05,366.00,361.62,361.79,355.47,334.08,314.81,303.24,292.82,290.81,290.93,280.18,261.15,251.75,232.64,215.33,242.06,214.98,218.90,209.14,196.16,194.44,170.85,157.35,,,,,,,,,,,,,519.19,423.66,408.18,361.88,211.33,490.99,481.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.63,435.96,435.97,464.42,468.09,476.57,475.35,472.18,466.23,472.99,476.27,466.66,453.98,446.46,,,,,,,,
2007-01-21 22:02:09.591000,L5,,,,,,,,,,,531.33,444.93,436.69,423.13,413.38,412.42,395.21,405.28,420.81,412.52,395.20,384.95,366.69,355.89,331.19,354.25,382.26,360.75,346.30,408.63,391.46,358.55,322.18,305.75,281.94,275.16,276.80,288.12,309.08,368.69,370.85,370.06,364.42,363.67,361.63,333.43,320.63,318.76,303.54,293.53,294.88,283.51,261.91,260.48,245.61,215.99,236.91,223.52,222.93,216.15,199.69,200.72,182.92,155.39,,,,,,,,,,,,,369.15,355.23,291.71,433.89,431.95,503.07,483.58,,,,,,,,,,,,,,,,,,,492.05,512.35,402.04,532.80,510.67,,,,,,,,,,,,,,,,,,,,,,,,,,502.05,441.44,442.93,473.91,471.05,477.75,487.98,467.92,470.93,482.49,480.83,471.16,461.42,438.09,,,,,,,,
