dates,satname,nzd0025-0000,nzd0025-0001,nzd0025-0002,nzd0025-0003,nzd0025-0004,nzd0025-0005,nzd0025-0006,nzd0025-0007,nzd0025-0008,nzd0025-0009,nzd0025-0010,nzd0025-0011,nzd0025-0012,nzd0025-0013,nzd0025-0014,nzd0025-0015,nzd0025-0016,nzd0025-0017,nzd0025-0018,nzd0025-0019,nzd0025-0020,nzd0025-0021,nzd0025-0022,nzd0025-0023,nzd0025-0024,nzd0025-0025,nzd0025-0026,nzd0025-0027,nzd0025-0028,nzd0025-0029,nzd0025-0030,nzd0025-0031,nzd0025-0032,nzd0025-0033,nzd0025-0034,nzd0025-0035,nzd0025-0036,nzd0025-0037,nzd0025-0038,nzd0025-0039,nzd0025-0040,nzd0025-0041,nzd0025-0042,nzd0025-0043,nzd0025-0044,nzd0025-0045,nzd0025-0046,nzd0025-0047,nzd0025-0048,nzd0025-0049,nzd0025-0050,nzd0025-0051,nzd0025-0052,nzd0025-0053,nzd0025-0054,nzd0025-0055,nzd0025-0056,nzd0025-0057,nzd0025-0058,nzd0025-0059,nzd0025-0060,nzd0025-0061,nzd0025-0062,nzd0025-0066,nzd0025-0067,nzd0025-0068,nzd0025-0069,nzd0025-0070,nzd0025-0071,nzd0025-0072,nzd0025-0073,nzd0025-0074,nzd0025-0075,nzd0025-0076,nzd0025-0077,nzd0025-0078,nzd0025-0079,nzd0025-0080,nzd0025-0081,nzd0025-0082,nzd0025-0083,nzd0025-0084,nzd0025-0085,nzd0025-0086,nzd0025-0087,nzd0025-0088,nzd0025-0089,nzd0025-0090,nzd0025-0091,nzd0025-0092,nzd0025-0093,nzd0025-0094,nzd0025-0095,nzd0025-0063,nzd0025-0064,nzd0025-0065
1999-10-04 22:10:38.131000,L7,310.02,433.58,410.78,437.11,435.72,434.64,366.76,242.16,330.56,511.48,482.36,499.84,254.72,532.44,314.67,510.89,488.92,493.32,374.20,539.42,453.07,457.94,445.49,383.99,366.09,393.42,366.63,352.10,352.60,347.78,516.46,527.82,520.45,497.07,504.89,383.00,236.47,522.35,335.35,423.58,468.90,177.12,277.65,351.65,373.76,497.51,497.58,516.05,416.90,471.49,494.03,551.41,213.39,239.28,420.63,443.60,410.65,491.17,501.91,459.88,381.95,353.38,328.20,300.16,210.76,217.81,368.61,523.70,463.62,436.40,449.95,408.41,427.61,382.91,527.55,451.41,483.15,476.84,478.63,478.66,493.84,495.66,238.97,507.75,508.25,510.17,514.60,383.42,362.45,448.19,477.75,375.90,495.94,,,
1999-11-21 22:10:24.244000,L7,298.27,265.32,359.19,,286.27,266.31,265.82,,,,,,,260.60,246.84,239.44,258.36,254.63,267.49,247.81,268.80,253.38,263.11,256.99,258.10,255.72,251.84,266.16,260.60,241.34,212.73,357.32,378.91,377.76,264.05,,539.36,494.65,,,258.15,471.26,390.60,263.55,279.61,275.31,285.03,268.26,245.91,254.88,,,396.30,426.32,404.93,417.75,418.29,195.67,253.42,264.22,273.84,249.35,230.17,,,,430.90,437.66,451.01,187.85,190.33,188.58,,,278.84,247.35,443.51,451.73,440.37,420.57,,,,,,,,,,,,,,250.63,,
1999-12-07 22:10:30.042000,L7,251.01,269.07,313.10,,200.25,230.47,257.68,206.58,303.25,305.68,201.72,319.54,280.86,291.22,393.28,423.07,442.37,420.44,459.70,301.15,389.22,384.48,366.46,408.93,321.51,340.26,333.38,325.56,307.66,299.72,227.82,277.78,242.61,284.88,304.56,345.80,433.07,311.32,309.63,273.52,308.56,284.56,,177.63,189.75,192.65,259.23,181.75,,,294.15,288.53,213.77,213.42,228.64,235.68,230.77,196.51,298.24,284.69,288.29,307.27,303.35,298.70,327.91,203.19,211.20,213.50,314.84,323.67,326.00,348.94,352.08,204.12,248.97,226.54,207.14,258.65,203.38,210.65,242.47,211.70,233.47,247.02,225.18,237.29,259.52,241.04,280.58,231.95,273.15,242.77,242.66,290.98,297.18,285.73
2000-02-09 22:10:19.398000,L7,,,,,,,,,,,,,,,,,,,,,,,499.34,493.43,481.99,,,,,,,,,,470.47,474.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-29 22:09:53.797000,L7,,,,,,,,,551.38,547.05,543.69,534.99,547.67,355.73,354.61,349.05,344.69,,,,,,,,,,,,,,,,,,,,,346.86,331.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-20 22:08:03.348000,L7,,,,323.18,351.87,304.68,309.79,359.47,317.95,,,,,257.88,294.41,273.32,248.36,,,,,,,,291.78,,,,,,,,,,,,,,,,,,499.73,349.81,310.52,,,,,,,,518.55,526.70,,,,,271.48,,264.71,294.50,,361.96,329.62,,,,,,,,,,,,,,,,,243.25,299.97,,338.44,330.08,,,,,,,,,,
2000-10-22 22:07:50.487000,L7,240.40,237.31,243.09,235.34,226.72,196.87,346.22,350.10,180.73,,478.56,525.39,323.76,341.91,328.92,341.54,285.62,322.25,343.32,292.55,315.10,322.03,320.74,324.05,337.28,254.71,247.75,510.02,521.68,536.87,292.57,342.67,361.65,331.95,355.62,349.26,250.26,353.20,230.38,304.47,340.82,494.01,498.95,537.56,516.23,522.98,296.50,297.92,272.29,332.67,326.69,257.54,314.17,266.82,318.69,295.47,359.91,376.06,282.60,390.75,304.07,208.83,347.38,335.36,402.38,363.14,,,,548.51,545.11,551.19,490.26,543.18,535.38,509.77,323.44,,348.07,349.80,,,,,338.04,315.80,,,,239.08,279.59,,,334.96,346.21,277.77
2000-11-07 22:07:53.532000,L7,202.40,209.78,210.65,211.38,229.81,212.22,226.23,,,,,487.51,469.68,233.78,243.61,258.07,236.17,301.37,532.49,177.13,193.95,216.46,221.61,204.58,256.25,265.83,185.53,191.30,,,,,,,,,,301.25,252.30,185.62,300.00,295.54,295.60,251.52,284.29,,,270.81,264.42,282.99,524.19,187.13,203.37,213.12,214.96,219.63,211.50,265.02,252.39,257.93,248.53,240.68,256.73,532.17,185.51,203.55,212.99,220.87,264.09,255.90,262.88,259.16,264.14,232.14,,216.91,247.54,272.57,241.60,257.89,,,,,,,,,,,,,,280.14,262.15,277.09
2001-09-07 22:06:11.116000,L7,,,,,,,,,,,,,,,496.83,524.12,,540.21,506.65,498.04,484.86,,,,,,,,,,,,,,,,,,,,,,,,,,,530.93,503.95,498.07,502.05,505.51,523.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-23 22:06:03.238000,L7,295.25,233.35,300.95,299.37,292.85,233.80,209.63,297.16,290.34,287.27,185.86,258.77,254.00,262.04,271.53,278.74,269.21,274.40,264.00,272.77,,,,,,,,,,,205.12,248.96,285.84,287.92,265.53,,,459.17,537.35,553.39,544.70,,,,,,,,233.40,236.17,188.82,,,,,,,214.72,254.49,277.01,248.98,219.87,258.88,268.75,248.53,,,,,,,,273.50,260.20,,229.37,236.82,251.44,207.67,201.25,507.38,501.91,,,,,506.16,518.09,,,,,,255.61,,275.44
