dates,satname,nzd0512-0000,nzd0512-0001,nzd0512-0002,nzd0512-0003,nzd0512-0004,nzd0512-0005,nzd0512-0006,nzd0512-0007,nzd0512-0008,nzd0512-0009,nzd0512-0010,nzd0512-0011,nzd0512-0012,nzd0512-0013,nzd0512-0014,nzd0512-0015,nzd0512-0016,nzd0512-0017,nzd0512-0018,nzd0512-0019,nzd0512-0020,nzd0512-0021,nzd0512-0022,nzd0512-0023,nzd0512-0024,nzd0512-0025,nzd0512-0026,nzd0512-0027,nzd0512-0028,nzd0512-0029,nzd0512-0030,nzd0512-0031,nzd0512-0032,nzd0512-0033,nzd0512-0034,nzd0512-0035,nzd0512-0036,nzd0512-0037,nzd0512-0038,nzd0512-0039,nzd0512-0040,nzd0512-0041,nzd0512-0042,nzd0512-0043,nzd0512-0044,nzd0512-0045,nzd0512-0046,nzd0512-0047
1999-12-07 22:13:41.663000,L7,281.46,274.18,269.47,266.86,261.70,257.58,259.16,265.40,265.45,264.97,258.59,261.49,262.59,268.33,260.28,266.07,263.36,269.27,261.48,259.89,265.52,247.04,247.93,272.72,303.17,295.20,298.90,299.19,297.17,302.69,308.55,306.37,268.27,305.50,305.92,305.59,307.65,307.44,306.21,305.38,307.01,304.96,309.54,308.86,323.19,284.02,284.33,290.93
1999-12-16 22:07:33.708000,L7,278.65,273.44,261.96,265.75,259.87,255.07,250.83,259.91,258.55,256.39,256.12,257.48,254.95,264.85,257.72,259.26,255.40,263.36,259.38,258.79,260.66,228.02,262.65,271.78,293.13,253.59,227.66,207.61,251.21,256.80,263.65,296.28,254.75,246.98,247.50,283.65,306.17,305.90,302.63,305.49,304.66,303.54,309.50,309.71,321.92,282.67,192.92,251.87
2000-09-20 22:11:14.930000,L7,291.65,280.79,272.62,268.90,262.49,260.79,261.90,266.17,267.23,263.26,262.44,261.85,267.26,270.59,259.89,266.27,269.70,275.39,273.52,277.31,268.44,249.09,285.90,290.93,305.31,268.60,274.56,269.93,265.00,270.89,315.29,315.46,308.52,312.40,317.27,315.29,313.72,316.37,316.79,315.75,312.03,310.79,312.72,313.19,265.93,288.28,,238.63
2000-12-18 22:05:01.704000,L7,423.88,366.80,366.56,348.09,365.17,367.80,364.73,366.44,369.97,418.46,410.64,367.75,369.91,384.22,397.29,396.66,377.60,392.81,408.96,364.07,369.15,385.05,384.82,386.80,386.37,394.99,442.27,401.92,398.23,394.08,400.60,401.89,402.17,420.80,409.51,404.68,428.38,434.03,438.17,338.41,342.64,315.32,346.43,384.12,378.26,371.10,339.04,445.81
2001-01-03 22:05:00.181000,L7,227.97,200.65,209.72,205.76,199.70,177.63,179.24,168.66,154.12,159.86,175.04,261.18,259.72,267.04,195.75,185.12,182.94,176.33,179.54,166.80,262.40,246.52,248.32,270.94,294.22,250.67,295.98,297.68,280.61,290.74,301.90,301.73,287.18,299.45,300.58,301.04,304.04,306.03,304.43,304.08,302.87,300.39,302.70,306.10,314.47,287.63,288.39,272.99
2001-02-20 22:05:00.525000,L7,283.28,273.43,262.98,264.90,255.28,255.31,251.19,258.06,259.07,254.13,257.62,259.37,260.14,264.68,257.71,265.09,259.50,264.60,253.79,259.82,262.10,244.26,240.78,264.69,289.90,238.22,281.80,298.76,283.82,273.27,302.34,295.65,257.30,,,,298.88,304.95,301.21,302.42,301.01,299.38,304.50,307.54,310.95,273.01,,239.55
2001-02-27 22:11:06.137000,L7,296.17,287.26,274.05,269.01,263.31,258.58,265.21,269.87,271.25,266.64,265.89,266.09,267.97,269.42,260.52,270.08,269.61,273.59,271.63,274.30,271.13,249.33,251.72,282.29,306.78,291.60,276.65,205.39,236.36,305.32,310.15,309.14,299.11,306.28,306.57,310.71,306.54,308.75,307.00,305.36,305.02,306.49,236.64,171.44,318.05,296.22,286.17,242.90
2001-11-26 22:09:21.320000,L7,288.16,274.84,272.65,269.28,176.77,164.43,149.12,147.42,269.90,267.16,264.27,260.14,268.31,272.41,265.07,270.46,279.56,278.94,275.26,272.65,270.45,254.47,285.04,292.06,307.22,300.57,301.27,307.60,305.82,306.68,310.65,304.67,300.47,306.94,309.95,303.07,303.88,307.47,306.53,304.02,301.41,304.42,309.62,309.17,316.83,197.36,,237.31
2001-12-12 22:09:26.650000,L7,343.21,369.31,366.16,475.30,453.41,479.64,494.80,455.84,279.11,277.64,442.66,499.19,435.96,440.86,436.03,429.94,446.02,430.04,431.20,443.49,361.60,371.03,391.26,486.68,435.21,434.22,377.96,351.38,369.09,398.26,422.68,403.99,306.83,315.22,400.14,312.43,467.08,463.35,314.78,427.44,430.44,403.95,362.28,391.74,511.93,485.72,501.59,474.13
2002-01-29 22:09:33.112000,L7,285.56,275.80,271.88,266.99,261.88,257.74,251.00,262.55,261.74,266.05,262.73,262.98,265.77,267.84,260.93,262.76,269.46,270.75,264.87,265.28,260.70,246.15,245.51,271.50,305.54,221.30,290.48,301.17,304.38,304.49,306.98,304.14,295.44,303.08,305.47,297.01,299.00,303.77,303.64,301.24,299.14,299.80,236.86,305.42,312.70,194.73,,264.89
2002-03-11 22:03:31.366000,L7,203.97,227.32,228.14,221.42,217.96,158.87,169.23,271.58,273.10,269.38,268.35,213.53,200.08,199.31,196.34,194.44,191.91,180.67,189.32,281.87,277.35,253.96,252.05,286.52,306.09,239.05,306.69,308.71,304.78,306.85,313.85,309.13,301.98,308.51,309.08,306.24,300.76,311.56,310.44,307.81,306.84,307.58,196.04,138.12,321.31,315.11,291.21,250.40
2002-09-10 22:08:43.416000,L7,293.26,285.96,279.26,278.72,270.87,267.61,264.03,269.71,267.87,277.19,274.59,271.13,271.11,269.94,263.23,268.74,279.24,287.38,288.52,284.60,276.06,250.05,288.32,286.62,310.29,312.28,320.26,313.92,304.86,309.49,312.78,314.95,310.39,309.86,312.12,313.79,307.64,316.65,314.00,314.74,309.54,309.28,231.57,312.73,222.62,,,
2002-11-29 22:09:01.492000,L7,282.52,275.24,273.09,267.74,267.22,268.67,265.44,273.38,269.09,268.43,264.14,263.65,268.36,268.94,262.40,271.42,270.80,276.59,269.32,268.69,264.40,254.94,262.04,283.14,295.60,264.93,297.40,291.00,292.72,255.57,298.94,276.57,298.61,304.59,295.01,299.43,299.36,305.76,305.04,302.79,300.16,299.10,306.02,308.39,314.75,288.12,282.50,
2002-12-24 22:02:57.022000,L7,281.62,276.85,272.77,270.28,264.49,262.90,265.48,273.44,271.89,270.69,266.06,265.67,271.67,272.45,267.90,273.16,272.63,337.95,360.65,339.38,361.96,423.94,424.20,450.88,449.14,373.34,371.10,364.38,363.83,359.62,302.51,300.02,300.63,307.17,293.35,301.01,385.92,390.85,376.52,374.47,368.46,378.59,377.72,385.09,319.33,289.74,295.68,292.46
2003-02-01 22:09:21.746000,L7,432.43,466.04,222.25,215.56,211.67,180.61,187.29,270.06,276.03,273.50,269.06,270.15,273.64,273.03,268.61,275.71,274.24,280.17,268.89,270.87,269.82,255.29,263.84,285.49,299.40,291.58,304.09,300.75,297.10,296.26,302.84,298.77,302.74,308.52,300.36,301.23,300.98,309.07,310.92,307.41,305.51,406.83,407.21,393.50,410.83,398.77,386.92,390.05
2003-08-13 21:51:32.649000,L5,277.53,265.56,271.07,258.29,249.57,254.12,255.45,258.36,253.28,253.89,251.39,261.74,259.97,261.14,257.69,259.52,260.78,273.16,279.29,269.08,246.55,248.19,283.49,291.21,299.58,310.69,318.81,317.55,311.57,312.06,312.75,313.24,302.49,311.04,313.93,314.50,308.85,315.41,313.87,311.81,303.51,299.64,303.70,,,,,
