dates,satname,nzd0241-0000,nzd0241-0001,nzd0241-0002,nzd0241-0003,nzd0241-0004,nzd0241-0005,nzd0241-0006,nzd0241-0007,nzd0241-0008,nzd0241-0009,nzd0241-0010,nzd0241-0011,nzd0241-0012,nzd0241-0013,nzd0241-0014,nzd0241-0015,nzd0241-0016,nzd0241-0017,nzd0241-0018,nzd0241-0019,nzd0241-0020,nzd0241-0021,nzd0241-0022,nzd0241-0023,nzd0241-0024,nzd0241-0025,nzd0241-0026,nzd0241-0027,nzd0241-0028,nzd0241-0029,nzd0241-0030,nzd0241-0031,nzd0241-0032,nzd0241-0033,nzd0241-0034,nzd0241-0035,nzd0241-0036,nzd0241-0037,nzd0241-0038,nzd0241-0039,nzd0241-0040,nzd0241-0041,nzd0241-0042,nzd0241-0043,nzd0241-0044
2000-01-10 21:58:52.465000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.99,243.04,229.11,220.64,270.00,266.71,,527.28,523.85,533.57,530.69,550.49,537.40,423.72,289.44
2000-03-14 21:58:35.291000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.29,319.27,319.55,307.41,229.82,275.40,293.33,,,200.88,301.24,303.64,283.90,299.45,297.70,520.53
2000-03-30 21:58:33.541000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.19,241.56,225.55,213.11,269.94,261.76,,,180.00,253.40,302.57,258.90,256.36,285.68,520.58
2001-03-17 21:56:16.575000,L7,,,,,,,,,,,,,,,,,,,,,302.20,337.66,345.86,372.31,316.36,355.18,346.97,350.08,359.48,348.18,331.79,326.56,312.31,225.74,274.06,310.01,,,247.64,313.10,313.89,308.66,303.36,306.80,296.70
2001-09-09 21:54:36.880000,L7,,,,,,,,,,,,,,,168.85,257.46,328.19,343.08,375.91,396.39,420.26,434.66,455.37,458.04,455.25,450.12,452.74,426.35,407.93,407.63,386.88,393.39,387.62,382.46,389.09,381.18,384.46,385.33,367.66,363.18,361.71,358.96,354.35,323.76,311.59
2002-02-16 21:54:54.191000,L7,,,,,,,,,,,,,,,,,,,256.98,313.53,334.31,350.13,378.13,375.24,375.33,312.19,310.25,376.28,310.44,282.60,359.96,344.15,340.82,331.06,345.26,345.05,305.81,261.77,334.20,337.32,338.90,329.28,314.69,320.32,469.14
2002-10-14 21:53:43.769000,L7,,,,,,,,,,,,,,,,,,,,234.08,296.95,270.89,291.00,253.68,299.25,227.94,213.07,268.05,230.11,210.18,279.85,320.17,268.35,281.94,305.02,292.68,,,312.41,321.41,320.87,312.01,313.23,312.06,305.24
2002-12-01 21:54:16.937000,L7,,,,,,,,,,,,,,,,,,,216.71,260.03,298.32,291.34,328.27,317.38,302.57,541.32,523.05,527.50,534.14,535.34,329.90,328.99,322.52,302.14,321.36,317.21,305.42,451.09,561.07,481.98,421.90,430.93,420.69,424.16,397.27
2003-01-18 21:54:30.278000,L7,,,,,,,,,,470.34,466.80,441.92,459.91,,,,,,,262.31,302.98,260.90,291.10,258.38,245.10,227.32,219.48,278.30,215.04,221.73,267.94,266.94,264.03,251.07,285.11,305.86,,,312.08,319.78,318.78,315.70,319.43,377.95,382.36
2003-07-21 21:42:33.857000,L5,,,,,,,,,,,,,,,,,,,,,268.29,247.88,238.31,241.24,203.38,,187.12,247.58,193.31,180.80,254.18,248.85,225.55,213.50,274.77,262.96,,,,290.15,305.41,293.13,304.02,,
2003-10-25 21:44:04.226000,L5,,,,,,,,,,,,,,,,,,,220.07,232.90,298.81,271.34,261.16,253.43,283.10,183.26,195.75,243.54,201.40,202.50,257.41,255.57,255.87,251.73,298.42,301.03,,308.66,298.92,310.82,310.34,303.97,313.26,302.19,302.15
2004-02-14 21:44:57.678000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,163.03,196.74,237.18,198.46,190.97,241.49,235.15,193.72,,,,,,224.50,299.25,308.06,303.48,305.73,297.74,288.39
2004-03-01 21:45:02.553000,L5,,,,,,,,,,,,,,,,,,,,,288.43,263.26,308.00,298.58,290.81,230.87,206.31,267.88,205.50,219.26,277.75,254.38,245.64,246.05,290.86,300.47,,308.86,313.76,324.12,319.24,312.53,311.85,310.76,306.46
