dates,satname,nzd0001-0000,nzd0001-0001,nzd0001-0002,nzd0001-0003,nzd0001-0004,nzd0001-0005,nzd0001-0006,nzd0001-0010,nzd0001-0011,nzd0001-0012,nzd0001-0013,nzd0001-0014,nzd0001-0015,nzd0001-0016,nzd0001-0022,nzd0001-0023,nzd0001-0024,nzd0001-0007,nzd0001-0008,nzd0001-0009,nzd0001-0017,nzd0001-0018,nzd0001-0019,nzd0001-0020,nzd0001-0021,nzd0001-0025,nzd0001-0026,nzd0001-0027,nzd0001-0028,nzd0001-0029,nzd0001-0030,nzd0001-0031,nzd0001-0032
2002-10-12 22:05:14.598000,L7,440.91,458.97,408.63,417.90,426.79,460.59,477.43,532.13,517.85,456.03,543.22,414.64,376.99,250.69,456.26,462.09,431.61,499.88,484.96,497.27,371.68,460.10,416.82,476.52,451.93,419.14,435.66,419.29,408.13,450.14,442.69,466.96,458.14
2003-03-21 22:06:15.912000,L7,439.27,455.50,407.36,406.69,432.58,457.68,457.17,439.29,429.92,357.50,403.89,411.92,395.92,399.79,401.98,377.50,367.96,439.28,455.39,432.23,402.78,397.33,395.21,400.24,431.67,240.45,244.84,260.72,255.18,246.89,342.96,406.85,363.51
2003-05-08 22:06:20.773000,L7,375.01,406.67,402.68,454.65,431.92,231.12,212.21,403.46,416.14,410.45,385.98,423.25,,420.12,378.22,368.93,373.06,242.28,432.81,424.26,375.37,364.85,364.50,367.54,380.99,380.41,,392.21,376.22,389.81,399.74,399.54,
2003-12-26 21:56:18.593000,L5,,,,,,,,,,,,,,,243.52,240.68,236.62,,,,,,,,243.06,239.69,238.69,239.71,235.44,237.29,233.11,215.92,233.73
2004-05-18 21:58:14.785000,L5,,,,,,224.90,252.86,,,,,,,,233.12,227.54,228.99,284.67,199.69,243.27,,,,,220.63,220.97,220.32,235.13,237.43,224.91,225.51,227.91,241.26
2004-08-06 22:00:22.463000,L5,,,,,,259.03,275.14,,,,,,,,242.34,237.83,250.01,294.50,250.65,256.05,,,,,228.44,235.51,234.92,242.32,238.14,230.53,240.07,221.27,235.17
2004-08-22 22:00:48.706000,L5,,,,,,,,,,,,,,,235.97,232.18,233.49,,,,,,,,226.63,228.06,228.96,240.37,233.70,234.46,236.16,221.27,233.10
2005-01-13 22:03:41.143000,L5,,,,,,,,,,,,,,,234.48,240.80,243.69,,,,,,,,228.02,239.11,241.56,253.50,251.70,244.03,247.38,224.43,230.47
2005-02-14 22:04:09.465000,L5,,,,,,239.02,254.16,,,,,,,,235.06,219.81,224.93,286.07,206.50,258.21,,,,,238.10,218.68,222.06,232.20,233.38,226.02,,,
2005-04-03 22:04:40.528000,L5,,,,,,256.19,270.95,,,,,,,,243.10,239.06,238.60,294.66,233.79,260.56,,,,,239.05,232.73,242.52,245.95,243.89,230.72,230.43,227.09,237.22
2005-04-19 22:04:43.597000,L5,,,,,,247.62,278.94,,,,,,,,242.90,232.07,232.65,293.09,228.86,266.81,,,,,237.31,229.69,235.48,241.04,243.26,240.63,236.59,231.54,245.53
2005-06-06 22:05:05.724000,L5,,,,,201.80,265.11,278.78,212.79,,,,,,,238.06,234.10,234.42,292.63,233.01,267.69,,,,,237.45,229.82,231.51,238.94,238.49,240.50,241.38,225.68,242.25
2005-08-25 22:05:41.221000,L5,,,,,,,,,,,,,,,218.03,208.00,216.38,,,,,,,,204.48,204.78,210.93,222.61,225.18,198.51,,,
2005-09-26 22:05:42.687000,L5,,,,,,247.64,264.61,,,,,,,,240.81,238.15,242.24,291.34,210.52,264.11,,,,,232.41,228.37,229.39,240.46,236.56,241.12,240.02,225.21,236.27
2005-11-13 22:05:57.059000,L5,,,,,,249.64,275.19,,,,,,,,238.64,235.48,226.83,290.95,218.39,268.79,,,,,238.91,225.08,234.91,246.92,242.49,248.84,252.51,237.61,244.27
2006-02-17 22:08:11.136000,L5,,,,,,,,,,,,,,,234.71,232.32,231.32,291.58,212.17,258.78,,,,,232.70,226.91,233.19,238.61,239.73,241.05,238.93,230.41,232.64
2006-06-25 22:10:20.606000,L5,,,,,,243.88,272.17,,,,,,,,239.68,231.02,233.91,284.55,223.08,253.09,,,,,225.24,227.51,232.10,243.06,241.06,240.40,242.07,227.34,238.19
2006-08-12 22:10:59.603000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.21
2010-01-27 22:08:26.527000,L5,,,,,,257.68,284.10,229.63,,,,,,,242.16,236.74,236.38,305.43,257.78,283.65,,,,,249.83,231.87,241.45,247.07,247.64,247.48,247.58,234.67,249.21
2010-02-12 22:08:30.110000,L5,,,,,,262.61,286.94,228.00,,,,,,,241.39,234.12,237.08,303.23,253.66,281.25,,,,,245.22,230.55,238.36,246.76,251.41,253.38,253.41,245.39,255.59
2010-10-10 22:07:36.102000,L5,,,,,,210.28,235.58,195.63,,,,,,,198.01,209.67,205.15,247.95,230.41,209.35,,,,,199.21,203.29,212.66,224.47,237.41,229.16,231.09,219.76,232.60
2011-01-14 22:07:31.728000,L5,,,,,,256.77,281.56,229.95,,,,,,,240.55,235.14,238.64,299.53,249.67,274.07,,,,,245.18,234.38,234.64,250.89,251.83,244.02,244.35,236.96,240.28
2011-02-15 22:07:34.670000,L5,,,,,,256.44,280.27,223.03,,,,,,,234.45,233.68,242.95,294.94,257.84,267.22,,,,,234.76,237.34,238.30,250.12,250.51,246.59,252.34,228.97,235.34
2011-09-11 22:06:09.236000,L5,,,,,,266.69,291.22,234.89,200.83,,,,,,242.71,238.23,246.19,305.14,264.13,280.25,,,,,238.18,237.19,237.75,248.67,250.68,250.28,255.62,238.23,241.90
2013-04-25 22:19:21.025000,L8,,,,512.96,422.62,425.84,408.03,266.09,241.96,253.83,300.03,,,,262.83,258.84,257.29,322.82,281.50,302.05,,,,,261.02,244.87,255.88,270.95,273.24,276.66,268.68,260.14,261.73
2013-05-11 22:19:31.249000,L8,,,,,,257.86,284.41,240.82,,,,,,,,,,309.71,234.60,285.15,,,,,,,,,,,,,
2013-06-28 22:19:33.252000,L8,,,,,257.31,293.31,317.36,268.21,241.92,255.47,253.44,,,,266.53,255.52,258.05,323.59,277.01,307.36,,,,,260.71,254.91,256.21,274.52,272.48,278.93,274.23,250.33,253.67
2013-07-14 22:19:34.707000,L8,,,,,,287.83,313.09,268.66,244.81,256.64,255.44,,,,265.51,258.79,260.18,324.56,281.33,302.14,,,,,260.34,253.87,256.50,272.46,270.38,277.33,274.92,252.67,254.35
2013-08-31 22:19:38.558000,L8,,,,,252.07,294.22,313.76,267.62,238.08,254.89,255.72,,,,263.37,255.60,260.04,323.62,280.67,304.81,,,,,260.90,260.35,259.02,273.80,277.56,280.42,270.17,255.45,254.02
2013-10-02 22:19:28.820000,L8,,,,,248.82,295.04,317.16,264.15,234.49,,,,,,266.20,258.25,260.26,326.29,281.18,296.34,,,,,259.35,255.07,259.59,271.75,272.81,275.07,270.83,259.84,254.76
2013-11-03 22:19:20.378000,L8,,,,,263.35,298.46,321.61,273.71,250.79,258.96,301.90,,,,270.33,264.42,258.66,330.12,286.51,310.09,,,,,263.76,256.45,259.67,275.10,274.51,279.68,274.38,271.64,267.07
2013-12-05 22:19:13.005000,L8,,,,,262.24,294.42,316.71,269.96,249.41,261.06,268.93,,,,269.65,258.44,257.95,326.46,285.16,305.01,,,,,262.60,254.56,262.01,272.71,272.98,279.63,272.07,262.44,259.39
2014-01-06 22:18:54.881000,L8,,,,,253.70,286.23,309.57,265.39,197.33,,,,,,264.13,259.58,255.87,321.21,277.11,299.85,,,,,258.62,252.69,255.81,268.88,270.36,276.29,266.39,258.51,255.15
2014-02-23 22:18:20.398000,L8,,,,,258.21,287.07,307.80,262.75,189.24,,,,,,262.27,258.37,254.46,319.04,275.94,298.73,,,,,259.32,251.72,255.26,271.74,272.75,278.09,270.55,261.69,256.66
2014-04-12 22:17:37.464000,L8,269.94,214.10,216.73,300.70,270.43,300.70,317.01,270.69,242.71,256.69,261.65,188.57,,,262.86,258.85,258.96,324.13,282.72,308.45,,,,,263.79,256.88,258.59,273.38,274.07,280.19,273.95,263.97,262.45
2014-04-28 22:17:22.576000,L8,,,,,263.93,297.37,319.24,272.10,246.76,257.85,299.42,,,,265.47,259.45,263.18,326.08,288.73,308.35,,,,,264.97,263.42,260.58,268.25,258.98,264.57,262.82,245.39,244.51
2014-05-14 22:17:08.923000,L8,,,,,263.90,300.54,319.78,270.90,243.91,256.55,303.53,,,,262.06,251.30,228.36,325.33,281.20,313.60,,,,,261.65,222.79,212.48,,,,202.29,214.42,237.01
2014-05-30 22:17:11.184000,L8,,,,,265.96,306.63,342.43,271.94,250.58,258.31,306.71,205.16,,,263.50,259.72,261.76,344.97,284.93,315.54,,,,,262.48,259.67,260.97,277.30,277.40,282.12,282.74,274.99,285.34
2014-07-01 22:17:22.417000,L8,,,,,262.72,309.30,320.17,271.20,254.00,260.41,298.19,222.57,,,264.33,260.48,266.97,325.27,288.05,312.31,,,,,263.90,258.04,250.79,226.48,239.88,208.77,,,
2014-07-17 22:17:28.260000,L8,,,,,,,,,,,,,,,244.46,239.25,232.43,,,,,,,,243.77,229.10,242.11,228.52,247.20,228.76,251.35,235.79,233.69
2014-11-06 22:17:49.451000,L8,,,,,,275.87,257.70,260.23,232.70,,,,,,261.73,260.28,253.17,319.69,273.52,299.10,,,,,257.57,247.79,254.59,269.38,267.97,274.89,267.68,253.05,248.11
2015-01-09 22:17:38.882000,L8,,,,,261.91,295.05,314.23,271.75,250.03,259.42,257.22,,,,265.17,262.39,283.63,326.99,283.47,305.48,,,,,262.16,256.82,259.53,276.68,291.66,289.97,296.49,297.04,264.81
2015-02-10 22:17:27.012000,L8,,,,,263.02,297.22,319.40,270.47,247.38,258.69,256.57,203.54,,,264.24,262.43,257.57,324.67,285.62,307.03,,,,,277.08,257.18,269.14,279.12,280.82,284.15,282.62,291.66,283.67
2015-06-02 22:16:44.532000,L8,,271.89,289.24,269.21,302.13,326.52,349.80,326.67,326.07,298.92,314.38,320.29,299.13,287.40,274.87,267.71,289.54,360.91,341.35,329.55,279.29,282.36,290.44,287.47,325.94,290.35,301.03,286.60,317.35,289.78,321.90,290.52,292.72
2015-07-04 22:17:02.361000,L8,,,,,,288.31,320.99,268.46,248.43,257.43,306.55,208.55,,,272.97,264.69,278.29,330.51,284.61,314.58,,,,,258.83,266.37,262.27,277.04,277.75,280.83,279.17,259.06,248.79
2015-07-20 22:17:10.706000,L8,,,,,244.81,293.63,314.71,265.65,240.96,253.95,251.14,,,,270.92,259.13,259.50,322.66,276.96,301.98,,,,,259.16,256.49,257.32,273.26,268.42,275.61,267.61,253.92,255.78
2015-08-05 22:17:13.094000,L8,,,,,264.39,308.89,322.28,272.12,253.50,259.73,306.55,319.85,,,271.93,268.44,282.37,331.66,332.86,327.04,,,,,263.09,272.35,274.72,281.57,301.43,293.82,288.68,273.22,296.66
2015-10-24 22:17:40.820000,L8,,,,,262.25,298.79,319.76,269.80,252.38,260.25,301.96,222.39,,,262.60,255.01,250.65,330.22,290.62,313.16,,,,,259.22,278.52,271.59,291.08,278.43,284.86,301.86,289.99,239.53
2015-12-11 22:17:42.627000,L8,,,,,222.22,294.80,316.13,271.66,252.55,261.64,300.75,224.46,,,263.42,261.16,259.69,326.44,286.95,307.28,,,,,261.49,256.35,262.88,279.38,277.44,283.22,283.71,270.96,284.02
2015-12-27 22:17:43.409000,L8,,,,,262.99,320.68,321.98,272.38,253.58,261.93,301.89,229.32,,,264.65,261.19,282.28,328.06,288.80,310.76,,,,,260.83,256.97,265.05,283.24,280.95,284.61,283.71,285.92,293.74
2016-01-12 22:17:40.472000,L8,,,,,257.71,294.03,323.80,268.69,248.67,260.31,257.59,216.45,,,262.86,260.18,257.21,329.73,283.16,309.30,,,,,261.16,253.12,259.22,276.33,272.44,280.96,273.37,263.79,257.65
2016-01-28 22:17:39.790000,L8,,,,,255.87,293.91,315.82,266.47,242.08,257.94,255.56,211.00,,,263.40,259.99,256.85,323.53,281.61,303.17,,,,,260.54,253.55,258.40,276.17,273.04,283.90,279.52,284.72,257.10
2016-04-01 22:17:14.685000,L8,,,,,266.70,308.90,328.27,308.97,301.09,307.29,305.05,235.69,,,271.78,274.49,293.19,342.98,330.53,323.49,,,,188.68,301.86,296.97,281.14,306.90,279.29,293.72,288.87,285.44,297.75
2016-05-03 22:17:13.318000,L8,,,,,257.56,291.34,315.44,266.36,242.28,254.91,252.90,207.14,,,261.26,254.30,257.68,323.08,278.96,304.57,,,,,260.70,255.49,256.93,275.09,274.97,280.91,279.87,270.91,258.66
2016-05-19 22:17:11.230000,L8,,,,,255.72,296.15,317.34,265.80,251.21,256.62,297.95,220.88,,,259.15,254.67,259.68,325.18,287.30,304.00,,,,,260.39,256.37,256.67,279.30,283.49,284.35,293.29,286.15,293.57
2016-06-04 22:17:16.433000,L8,210.51,285.86,282.72,291.67,294.95,310.01,329.47,270.62,250.75,259.39,299.52,226.05,,,265.67,262.78,262.57,340.88,293.38,317.95,,,,,256.58,254.41,257.97,280.49,272.47,285.96,294.95,265.51,265.46
2016-07-22 22:17:35.206000,L8,,,,,271.44,305.24,321.88,276.63,255.16,302.37,320.84,320.00,,,274.01,267.51,282.24,332.93,304.05,317.26,,,,,266.61,276.85,305.19,277.65,286.87,278.03,276.04,267.23,263.07
2016-08-07 22:17:37.552000,L8,,,,,224.42,297.60,316.16,266.28,244.86,257.70,256.67,217.76,,,274.26,268.62,260.17,327.15,285.09,309.10,,,,,260.51,255.85,259.41,275.83,281.83,285.78,280.44,264.26,259.02
2016-09-08 22:17:48.858000,L8,,,,,,,,240.92,197.16,,,,,,,,,,268.31,286.72,,,,,,,,205.59,229.50,247.30,259.46,235.28,
2016-09-24 22:17:49.840000,L8,,,,,255.61,293.40,314.92,265.34,244.74,256.96,298.45,216.57,,,264.35,257.36,258.17,324.34,285.88,304.30,,,,,259.29,254.15,257.11,272.65,278.46,279.92,278.70,266.74,260.07
2016-10-10 22:17:54.274000,L8,,,,,264.65,304.58,322.44,275.42,254.86,263.43,305.87,232.70,,,271.34,262.94,272.48,333.48,290.38,319.83,,,,,264.85,260.32,264.01,280.29,285.42,289.54,287.03,279.98,266.08
2017-01-30 22:17:38.957000,L8,,,,,266.35,297.16,322.91,273.80,253.44,260.99,303.26,233.18,,,264.95,261.18,258.18,328.25,289.01,312.98,,,,,264.95,256.95,270.65,282.77,283.98,287.29,288.51,288.25,295.03
2017-03-03 22:17:25.727000,L8,225.14,198.45,275.15,286.28,295.75,315.20,333.92,333.21,330.16,307.29,318.10,320.74,308.70,225.43,327.03,326.41,320.78,347.92,336.21,335.64,261.10,257.38,247.10,232.83,314.49,306.46,322.68,335.74,327.40,329.18,329.23,329.81,341.54
2017-03-19 22:17:15.956000,L8,,,,,,,,272.83,258.11,260.60,305.50,227.23,,,264.30,260.41,256.09,,,322.51,,,,,260.10,254.82,258.71,271.65,274.46,278.61,272.30,265.84,268.25
2017-06-07 22:17:15.240000,L8,,,,,262.25,297.73,319.60,271.44,246.85,257.98,256.50,230.65,,,266.33,259.27,281.65,326.15,283.09,311.69,,,,,259.82,258.79,257.31,279.38,281.37,284.36,286.21,284.80,259.70
2017-07-09 22:17:23.906000,L8,,,,,,249.62,284.67,236.97,,,,,,,,,,304.76,236.54,281.29,,,,,,,,,,,,,
2017-07-25 22:17:30.862000,L8,,,,,,,,,,,,,,,231.21,219.08,217.66,,,,,,,,196.18,227.40,234.37,222.25,230.80,,,,
2017-08-10 22:17:37.375000,L8,,,,,266.23,305.16,324.26,275.97,257.59,264.89,310.15,240.55,,,268.69,260.41,264.78,337.27,301.32,319.44,,,,,265.52,264.46,261.36,278.11,279.38,279.56,277.78,276.62,275.55
2017-09-11 22:17:42.311000,L8,,,,,266.37,311.73,330.58,282.44,260.85,270.46,327.14,241.02,,,269.77,262.92,260.03,335.97,306.27,322.91,,,,,264.67,252.90,254.86,266.47,263.79,273.02,269.46,257.84,256.80
2017-11-30 22:17:44.511000,L8,,,,,264.43,297.23,321.03,273.13,251.86,264.64,305.74,238.99,,,264.36,264.73,262.20,333.16,293.83,310.11,,,,,260.54,347.10,342.22,279.42,273.91,275.60,,,216.53
2018-02-02 22:17:27.894000,L8,,,,,,259.83,289.48,241.96,,,,,,,,,,308.06,254.23,277.51,,,,,,,,,,,,,
2018-02-18 22:17:22.771000,L8,,,,,,254.89,288.79,,,,,,,,,,,306.33,205.18,,,,,,,,,,,,,,
2018-04-07 22:16:59.037000,L8,,,,263.78,247.17,291.23,314.40,272.53,250.70,227.35,,,,,265.34,260.00,255.32,,281.79,305.57,,,,,262.09,254.17,255.99,273.42,270.58,280.91,274.25,263.03,256.22
2018-05-25 22:16:28.178000,L8,,250.97,251.77,264.86,273.68,303.84,322.92,282.15,302.65,298.03,303.50,301.26,,,275.92,266.92,287.29,336.29,324.43,316.90,,292.30,291.41,294.38,304.06,287.90,289.58,289.17,294.33,289.70,293.44,289.17,293.74
2018-06-10 22:16:26.226000,L8,,,,,262.53,298.33,315.99,268.64,248.65,257.04,299.02,230.90,,,266.14,261.84,258.40,325.50,285.87,312.84,,,,,261.66,255.93,252.72,263.59,249.23,239.17,250.88,232.22,233.76
2018-06-26 22:16:36.823000,L8,,,,,264.96,301.48,321.61,277.21,255.67,262.10,301.25,294.60,,,269.50,262.37,259.09,333.55,323.11,316.35,,,,,263.74,259.26,257.94,276.89,272.95,280.33,276.18,259.98,259.43
2018-08-29 22:17:08.269000,L8,,,,,262.48,303.00,320.25,273.17,252.27,260.01,301.36,235.63,,,263.32,259.73,256.92,331.18,329.38,315.72,,,,,263.15,254.71,255.38,271.92,272.06,278.93,268.47,256.31,254.01
2018-11-01 22:17:30.804000,L8,,,,,269.69,303.88,325.13,278.15,255.51,263.75,304.60,296.04,,,260.79,256.02,536.92,335.10,322.24,321.53,,,,,258.35,522.98,372.44,319.26,520.66,222.93,217.02,448.99,328.49
2018-11-17 22:17:31.986000,L8,,,,,266.48,303.60,325.29,273.67,253.53,262.33,304.02,238.84,,,264.61,260.97,258.05,333.36,289.75,318.63,,,,,265.36,256.08,258.64,283.13,280.85,286.21,282.37,260.71,257.92
2018-12-03 22:17:30.217000,L8,,,,,285.31,302.72,319.49,287.80,260.22,268.99,306.39,246.86,,,275.61,272.47,268.25,357.94,355.85,330.16,,,,,269.04,293.62,266.84,292.12,288.89,292.67,291.40,292.90,292.06
2019-01-04 22:17:27.803000,L8,,,,,269.07,302.81,321.14,275.82,256.94,264.73,302.81,244.57,,,274.13,270.29,264.05,333.16,295.22,312.39,,,,,270.52,260.69,264.84,290.12,287.85,291.88,287.55,291.03,295.50
2019-02-05 22:17:21.574000,L8,,,,,267.61,298.78,320.88,273.93,254.85,259.88,303.30,242.68,,,270.20,260.92,255.12,329.65,289.33,311.25,,,,,264.54,255.63,290.07,287.01,291.38,291.64,292.75,290.69,297.33
2019-03-25 22:17:09.739000,L8,,,,,270.57,307.06,326.54,278.38,256.71,261.90,312.05,307.03,,,272.22,263.34,293.22,336.46,290.84,326.91,,294.19,294.95,305.06,312.84,292.02,289.82,291.79,292.47,293.50,292.03,291.32,295.52
2019-04-26 22:16:59.330000,L8,,,,,261.39,296.87,316.32,267.53,245.39,255.09,299.24,236.47,,,260.83,253.83,253.26,324.84,281.61,308.58,,,,,260.67,255.16,254.30,277.67,282.32,283.37,286.52,285.27,256.88
2019-05-28 22:17:17.913000,L8,,,,,264.34,301.26,319.93,274.62,256.14,260.91,301.44,243.64,,,259.98,256.82,270.10,336.12,307.32,313.76,,,,,266.55,261.38,262.92,277.24,276.36,282.02,280.72,279.08,285.32
2019-11-04 22:17:58.697000,L8,,,,,216.99,296.16,317.62,269.83,251.91,258.85,305.54,243.36,,,263.42,258.62,256.36,323.80,285.08,300.70,,,,,261.02,253.32,258.07,272.52,271.41,281.73,269.24,259.14,255.74
2019-11-20 22:17:54.950000,L8,,,,,283.16,292.22,316.50,268.61,255.21,260.67,299.00,246.32,,,262.41,256.83,254.44,327.83,298.08,300.12,,,,,259.84,255.45,227.63,,263.24,280.86,277.44,275.53,267.51
2019-12-22 22:17:51.823000,L8,,,,,213.69,301.44,321.06,277.35,257.31,262.99,304.60,246.45,,,274.40,262.98,289.98,329.31,293.60,318.87,,,,,266.54,297.35,306.36,289.40,293.99,294.72,291.72,285.44,266.14
2020-02-08 22:17:38.924000,L8,264.53,268.69,295.46,240.24,268.32,301.46,323.04,276.91,254.85,261.37,306.55,302.63,,,264.76,261.29,256.49,333.16,291.28,315.71,,,,,266.25,276.35,291.75,287.86,295.41,297.41,289.16,287.88,288.71
2020-02-24 22:17:35.189000,L8,,,,,263.21,295.98,316.85,270.62,247.76,258.24,254.94,241.54,,,262.69,259.94,245.59,323.61,284.20,304.24,,,,,263.88,252.81,255.53,275.71,289.31,292.80,285.05,287.49,257.16
2020-03-11 22:17:28.877000,L8,278.06,,,,269.78,299.77,319.44,278.51,253.36,301.29,303.69,303.52,,,304.34,281.97,303.08,332.88,287.14,316.79,291.75,295.41,295.00,306.82,315.36,298.68,299.16,314.46,321.13,319.55,324.10,294.08,298.75
2020-03-27 22:17:20.128000,L8,,,,,265.62,298.31,314.63,273.47,248.67,257.86,300.86,239.98,,,265.07,259.17,255.84,323.90,284.72,311.87,,,,,265.82,295.49,287.17,282.87,291.92,292.86,283.25,287.98,291.83
2020-09-03 22:17:46.393000,L8,,,,,269.26,299.14,316.96,271.33,251.83,258.69,304.34,242.20,,,267.40,262.52,259.44,331.89,287.64,307.94,,,,,262.70,256.89,256.69,271.92,272.89,281.31,274.16,262.92,257.00
2020-09-19 22:17:52.015000,L8,,,,,271.26,303.57,326.47,278.10,256.81,297.63,307.57,303.94,,,273.70,265.34,260.47,346.66,334.87,326.98,,,,,268.73,259.19,259.64,275.38,279.70,290.01,284.63,281.01,260.86
2021-01-09 22:17:48.906000,L8,,,,,268.20,300.58,320.34,271.50,250.16,259.52,304.63,244.54,,,261.68,255.73,254.98,329.34,288.72,311.49,,,,,264.43,255.98,256.54,273.27,273.42,290.76,285.58,286.09,258.49
2021-01-25 22:17:44.203000,L8,,,,,212.43,301.76,325.51,278.31,256.70,262.02,305.81,248.79,,,265.54,262.18,257.30,335.05,293.28,318.89,,,,,267.02,256.12,259.91,277.85,282.85,292.42,288.47,287.17,274.97
2021-02-26 22:17:35.944000,L8,,,,,272.53,302.41,323.41,279.10,257.51,262.95,306.07,305.79,,,263.94,250.44,239.75,332.23,295.12,316.13,293.35,300.40,300.46,311.61,321.15,253.14,298.74,300.70,297.26,300.58,302.46,296.50,302.04
2021-03-30 22:17:22.624000,L8,,,,,266.85,298.76,317.56,277.93,258.27,262.64,304.12,248.69,,,265.58,262.18,259.52,328.01,292.90,313.44,,,,,264.21,258.41,260.36,287.70,287.23,293.38,287.78,295.47,298.52
2021-04-15 22:17:16.883000,L8,250.12,300.88,268.87,266.81,270.53,300.43,324.84,279.04,299.78,266.19,306.69,302.51,,,273.89,263.35,299.77,331.77,287.66,314.19,,,,,264.81,259.53,290.43,295.06,297.84,294.98,292.73,287.75,297.09
2021-05-01 22:17:07.841000,L8,,,,,270.30,301.31,323.22,275.04,251.37,259.19,303.66,303.98,,,266.58,261.91,296.58,332.85,326.23,315.20,293.65,297.75,295.61,312.32,312.50,300.95,290.68,301.60,297.72,303.58,298.13,291.74,299.79
2021-05-17 22:17:12.707000,L8,,,263.70,224.78,261.44,283.05,313.21,266.11,246.92,255.76,296.39,241.71,,,251.58,255.91,259.22,322.44,284.82,302.38,,,,,,254.91,255.25,271.40,270.70,284.07,275.10,250.29,253.99
2021-06-18 22:17:27.030000,L8,,,,,271.45,301.26,324.55,278.35,256.78,264.12,303.97,300.72,,,268.71,264.36,266.71,326.29,273.39,302.00,,,,,264.42,260.93,258.37,275.61,277.31,286.18,280.92,270.44,267.26
2021-07-04 22:17:29.944000,L8,,,,,196.80,301.88,322.07,275.17,253.35,259.40,302.72,298.23,,,268.08,262.61,261.08,333.04,315.92,315.18,,,,,259.93,256.37,255.83,273.23,272.75,284.79,280.57,262.55,259.86
2021-10-24 22:18:01.850000,L8,,,,,,,,283.93,302.02,267.20,310.43,301.95,,,272.81,269.19,268.53,,318.02,319.27,,,,,270.15,263.42,262.32,287.17,280.93,291.08,281.44,266.62,257.18
2021-11-09 22:17:58.951000,L8,,,,,282.52,307.63,326.92,300.54,293.07,305.06,309.50,310.68,,,283.28,270.27,293.16,339.56,333.72,324.49,,,,,272.36,299.49,276.37,300.28,295.06,302.76,287.03,272.21,263.80
2021-12-19 22:17:52.616000,L9,,,,,282.59,304.72,328.50,316.12,299.71,300.24,310.79,310.43,,272.85,276.49,264.66,294.73,340.75,334.98,325.88,291.00,296.09,296.06,,312.99,301.02,294.64,301.90,301.05,305.31,296.17,299.04,306.79
