dates,satname,nzd0531-0000,nzd0531-0001,nzd0531-0002,nzd0531-0003,nzd0531-0004,nzd0531-0005,nzd0531-0006,nzd0531-0007,nzd0531-0008,nzd0531-0009,nzd0531-0010,nzd0531-0011,nzd0531-0012,nzd0531-0013,nzd0531-0014,nzd0531-0015,nzd0531-0016,nzd0531-0017,nzd0531-0018,nzd0531-0019,nzd0531-0020,nzd0531-0021,nzd0531-0022,nzd0531-0023,nzd0531-0024,nzd0531-0025,nzd0531-0026,nzd0531-0027,nzd0531-0028,nzd0531-0029,nzd0531-0031,nzd0531-0032,nzd0531-0034,nzd0531-0035,nzd0531-0036,nzd0531-0037,nzd0531-0038,nzd0531-0039,nzd0531-0040,nzd0531-0041,nzd0531-0042,nzd0531-0043,nzd0531-0044,nzd0531-0045,nzd0531-0046,nzd0531-0047,nzd0531-0048,nzd0531-0049,nzd0531-0050,nzd0531-0051,nzd0531-0052,nzd0531-0030,nzd0531-0033
1999-08-17 22:13:37.953000,L7,454.02,473.44,489.15,458.51,450.86,462.58,442.77,428.79,441.94,435.69,434.38,294.84,316.86,396.10,388.51,409.12,452.64,416.82,476.92,481.33,502.11,502.79,425.62,426.59,378.55,385.94,355.97,426.16,436.73,424.88,428.60,418.85,450.78,443.96,441.75,482.25,480.24,473.37,483.41,484.45,488.26,500.66,502.64,504.81,498.85,500.89,486.99,483.39,462.95,456.68,464.36,,
1999-11-05 22:13:40.966000,L7,,238.32,226.67,204.84,325.28,340.06,355.74,364.89,356.50,340.92,243.94,344.82,228.00,246.63,263.43,280.58,286.78,278.75,262.06,,,,,,365.24,356.56,,,260.27,338.07,245.94,239.14,298.73,382.08,494.56,500.82,508.66,499.98,494.66,504.64,500.45,261.44,236.15,220.22,229.20,286.68,236.35,272.94,264.53,322.42,373.91,360.89,307.92
1999-12-07 22:13:41.663000,L7,379.98,407.14,420.87,428.48,481.02,504.27,494.91,484.93,469.55,466.52,464.27,459.40,465.24,479.05,479.41,484.14,486.10,496.66,503.09,447.49,260.96,466.09,471.09,460.83,454.11,444.52,437.29,219.07,443.83,453.95,334.56,432.78,421.14,420.46,421.23,423.16,419.94,413.38,473.66,475.36,479.72,487.77,490.59,494.86,486.94,482.90,468.47,453.20,440.15,443.78,438.82,435.97,423.80
1999-12-16 22:07:33.708000,L7,427.57,389.98,417.47,415.80,403.93,400.99,403.72,461.68,496.14,472.74,472.14,473.91,478.94,484.75,488.22,500.84,504.93,510.31,432.01,439.50,381.99,391.41,415.39,452.86,373.25,437.30,429.50,432.44,433.76,473.40,472.91,513.25,491.72,487.30,492.29,489.84,498.42,483.78,483.27,489.38,487.25,482.91,396.24,433.27,453.04,403.21,393.11,375.22,370.29,362.78,357.18,478.95,500.32
2000-05-08 22:06:44.900000,L7,,291.90,295.07,292.64,314.25,334.19,355.12,364.48,358.47,254.90,344.95,,176.04,216.61,243.90,261.63,278.49,256.41,496.39,497.71,507.53,508.99,505.24,506.18,367.08,351.57,,165.15,257.25,361.91,263.03,289.53,342.31,382.56,269.64,313.52,305.54,290.11,290.64,260.84,260.70,262.50,,,,,,,,,134.40,404.24,295.85
2000-06-16 22:12:38.425000,L7,418.16,418.24,413.16,428.66,429.70,438.71,196.04,171.91,177.23,191.12,410.38,410.59,446.37,457.67,461.81,427.61,433.59,430.20,482.63,505.50,507.99,484.65,486.43,473.82,367.47,190.29,410.84,478.54,457.62,454.27,462.76,456.30,345.29,397.12,471.15,464.87,475.26,467.12,314.38,309.18,269.56,411.83,188.47,184.94,204.48,239.65,212.97,323.52,283.34,397.19,400.42,459.12,480.69
2000-09-20 22:11:14.930000,L7,412.18,454.11,448.65,430.36,442.54,457.12,442.99,440.55,446.96,450.28,452.35,441.49,414.69,482.64,483.66,508.31,431.62,470.25,260.40,,,486.51,496.88,492.14,274.22,356.63,491.12,458.00,476.43,482.92,486.46,459.94,463.77,435.00,447.53,428.29,429.65,421.38,424.19,422.05,422.79,422.81,424.26,286.98,429.95,429.19,413.19,398.33,388.10,388.73,282.33,475.06,475.40
2000-12-18 22:05:01.704000,L7,,,,,,,216.76,201.80,206.18,207.69,215.15,226.17,243.47,260.33,283.09,303.55,305.59,298.34,426.91,472.84,499.02,226.34,372.63,414.32,440.24,371.10,161.34,507.49,513.30,510.35,509.64,507.68,498.18,488.29,477.21,475.27,471.94,471.58,479.20,478.24,474.71,409.73,399.78,315.97,399.51,398.52,380.84,300.76,369.26,351.51,291.01,514.34,498.33
2001-01-03 22:05:00.181000,L7,376.09,399.34,401.57,399.42,403.31,405.04,405.00,399.97,402.12,392.59,391.78,394.95,388.54,391.24,398.13,415.35,409.78,416.48,424.52,431.84,440.25,449.10,453.06,450.86,444.68,442.63,442.84,435.70,439.04,437.33,441.60,440.71,422.09,418.84,411.43,393.77,472.20,475.04,479.24,482.27,476.50,344.40,413.92,421.01,436.63,430.44,403.17,386.59,374.87,302.25,363.30,364.20,432.24
2001-02-20 22:05:00.525000,L7,399.00,307.99,406.63,408.46,410.62,413.20,508.08,486.98,468.62,497.22,492.19,473.00,464.62,458.67,458.62,459.48,475.61,447.41,487.55,484.91,488.72,485.72,422.22,389.31,457.46,484.69,478.25,468.90,469.70,462.35,437.86,438.85,469.56,472.67,443.94,445.87,415.31,,,,,443.80,451.62,416.73,414.91,416.25,304.15,401.15,384.73,,,521.31,437.79
2001-07-05 22:10:09.496000,L7,,233.02,292.48,289.89,315.28,226.67,347.39,352.16,347.93,330.06,334.74,,,209.25,230.63,254.24,275.81,248.04,,,,,,,378.30,351.94,,,250.07,262.92,276.72,299.86,337.95,380.29,373.99,367.59,328.52,313.33,321.28,315.21,277.03,284.38,246.86,244.73,253.09,293.85,284.22,285.95,285.56,290.62,272.05,347.04,312.39
2001-07-14 22:03:57.537000,L7,,308.10,230.77,349.91,323.24,369.13,363.37,167.89,168.71,173.09,189.18,178.18,163.01,,,,281.96,257.08,,,,,,,,,,,214.11,237.71,226.20,215.38,339.17,381.37,375.85,345.49,302.32,295.67,314.96,316.62,298.38,273.86,272.79,228.10,252.26,305.45,257.18,280.25,279.32,285.64,266.37,226.49,270.38
2001-08-15 22:03:26.328000,L7,509.65,139.87,468.87,475.93,454.83,454.53,448.08,451.89,435.32,469.80,419.85,419.63,415.05,413.78,423.45,417.96,367.82,412.72,416.80,451.13,408.08,469.79,469.97,474.91,472.50,473.37,468.66,464.03,458.45,456.47,459.47,452.99,435.68,435.39,433.38,434.58,429.69,429.99,432.39,429.38,430.56,427.38,432.68,432.32,428.66,428.59,408.45,403.12,386.57,382.06,444.03,464.04,450.28
2002-01-29 22:09:33.112000,L7,427.08,390.35,433.51,480.31,474.89,456.51,449.43,436.48,436.62,377.28,372.64,348.72,370.30,381.42,381.23,377.36,395.97,411.83,394.44,250.64,347.02,440.93,450.89,382.17,443.47,443.48,443.31,437.02,444.56,450.67,440.28,449.64,508.53,501.71,495.34,483.96,478.84,482.63,489.41,494.19,499.66,497.28,503.44,504.96,519.77,433.50,272.48,417.88,383.22,373.33,375.42,457.53,442.32
2002-05-05 22:09:37.985000,L7,,294.47,296.76,303.81,404.02,352.06,351.25,355.69,338.70,319.27,302.84,189.64,187.68,226.46,242.40,266.03,283.58,261.39,246.94,,,,,,364.23,365.09,,,264.34,337.31,303.49,323.14,329.76,375.30,372.30,370.52,373.10,329.92,325.33,327.49,296.08,284.19,264.53,242.22,245.82,303.52,234.56,229.02,279.77,285.36,275.83,351.77,320.16
2002-05-14 22:03:19.418000,L7,,293.66,296.13,300.46,369.14,350.80,183.89,188.09,169.72,161.99,188.34,178.31,,216.37,230.46,265.64,278.13,256.88,,,,,,,352.33,200.74,435.34,443.20,448.73,458.48,465.55,472.93,307.46,366.94,471.25,472.34,465.02,467.92,465.09,459.16,452.92,176.73,214.29,183.08,211.24,243.69,427.67,452.15,460.13,444.94,417.00,466.25,474.05
2002-06-22 22:09:15.051000,L7,,337.79,357.26,348.18,334.61,358.02,175.14,168.97,160.88,153.55,185.18,179.24,,,,,,,,,,,,,323.11,314.10,468.82,467.51,258.85,370.54,234.36,216.93,291.77,304.36,346.80,310.77,309.11,309.76,317.17,329.09,257.66,262.02,249.87,216.68,230.10,520.85,204.12,214.84,277.16,273.57,251.42,350.78,268.40
2002-08-09 22:08:57.725000,L7,425.99,385.21,505.24,492.25,425.27,427.34,386.12,398.24,381.08,404.92,407.20,386.34,403.15,512.18,475.99,467.97,473.98,317.22,480.27,495.98,475.49,474.75,327.87,373.95,382.90,368.63,395.36,373.41,355.35,483.41,371.63,386.47,345.29,504.63,491.93,493.43,507.04,513.16,514.11,513.56,494.07,468.02,476.79,,,231.92,300.67,463.23,507.18,501.73,,484.76,336.23
2002-09-10 22:08:43.416000,L7,448.04,293.08,294.32,299.49,319.77,318.85,319.79,312.01,302.93,296.27,423.48,424.60,425.43,420.77,414.59,416.69,414.45,434.24,423.73,442.05,462.61,474.49,474.61,472.03,474.22,470.77,474.58,497.88,495.17,500.28,493.73,491.23,448.92,471.43,468.02,465.86,480.23,479.62,490.08,447.03,467.63,458.17,464.79,464.49,465.91,288.40,416.16,405.80,393.33,382.76,382.18,490.00,487.64
2002-11-29 22:09:01.492000,L7,388.69,338.40,272.00,,,,,,,,,,,,206.04,325.11,396.37,320.99,394.36,423.41,386.16,384.87,434.06,448.87,440.83,,,,,,,,,,,,,,,,366.52,385.60,391.61,365.34,357.13,340.81,382.74,401.71,389.56,378.18,,,
