dates,satname,nzd0392-0000,nzd0392-0001,nzd0392-0002,nzd0392-0003,nzd0392-0004,nzd0392-0005,nzd0392-0006,nzd0392-0007,nzd0392-0008,nzd0392-0009,nzd0392-0010,nzd0392-0011,nzd0392-0012,nzd0392-0013,nzd0392-0014,nzd0392-0015,nzd0392-0016,nzd0392-0017,nzd0392-0022,nzd0392-0023,nzd0392-0024,nzd0392-0025,nzd0392-0026,nzd0392-0027,nzd0392-0028,nzd0392-0029,nzd0392-0030,nzd0392-0031,nzd0392-0032,nzd0392-0033,nzd0392-0034,nzd0392-0035,nzd0392-0036,nzd0392-0037,nzd0392-0038,nzd0392-0039,nzd0392-0040,nzd0392-0041,nzd0392-0042,nzd0392-0043,nzd0392-0044,nzd0392-0045,nzd0392-0046,nzd0392-0047,nzd0392-0048,nzd0392-0049,nzd0392-0050,nzd0392-0051,nzd0392-0052,nzd0392-0053,nzd0392-0054,nzd0392-0055,nzd0392-0056,nzd0392-0057,nzd0392-0058,nzd0392-0059,nzd0392-0060,nzd0392-0061,nzd0392-0062,nzd0392-0063,nzd0392-0064,nzd0392-0071,nzd0392-0072,nzd0392-0073,nzd0392-0074,nzd0392-0075,nzd0392-0018,nzd0392-0019,nzd0392-0020,nzd0392-0021,nzd0392-0065,nzd0392-0066,nzd0392-0067,nzd0392-0068,nzd0392-0069,nzd0392-0070
2005-11-06 22:01:58.902000,L5,291.24,275.40,284.27,295.74,300.01,310.80,304.76,301.70,309.43,312.60,311.63,310.78,326.40,320.42,319.02,308.39,301.09,323.35,308.87,306.80,297.37,298.99,300.21,298.00,304.85,310.38,321.73,328.19,337.77,347.83,345.92,354.83,354.48,337.25,339.57,338.09,337.20,333.66,332.20,342.89,342.42,342.61,342.81,344.05,340.65,343.03,333.89,322.74,321.23,323.70,315.23,313.30,315.20,324.93,307.77,296.91,299.93,297.69,306.51,288.22,282.36,296.58,304.52,312.62,319.24,324.99,305.36,318.14,309.27,332.92,283.45,282.00,270.44,281.12,286.96,306.38
2005-11-13 22:07:56.638000,L5,,232.70,245.21,250.71,258.59,249.83,237.99,232.75,244.14,240.15,259.06,259.70,257.52,,,,,186.68,239.77,236.67,239.91,246.95,,243.43,256.34,260.74,280.47,282.23,277.92,276.84,301.37,286.82,280.66,283.23,283.67,280.28,,,226.21,283.68,242.35,248.96,282.68,285.25,266.48,253.87,242.10,239.68,199.13,226.06,232.81,257.11,258.61,241.23,230.73,211.78,,,,,,,,,,,250.63,256.49,260.17,247.01,,,,,,
2006-01-25 22:03:52.972000,L5,277.18,266.24,274.12,279.41,293.84,297.21,284.98,292.07,290.09,292.49,299.78,306.61,320.94,312.46,310.83,307.32,289.63,294.62,293.06,285.74,290.50,297.09,293.78,289.47,303.28,303.94,309.21,316.67,324.09,330.20,331.13,334.58,331.91,336.29,333.24,335.56,326.42,333.15,333.49,335.17,333.12,332.97,338.42,332.29,327.93,329.24,322.19,321.47,316.20,313.64,304.39,313.66,311.51,301.66,290.58,292.26,292.06,286.01,282.31,281.67,278.64,295.36,289.74,298.13,298.06,310.38,289.75,294.08,293.92,296.51,281.38,276.46,265.00,280.62,290.65,295.40
2006-02-17 22:10:10.858000,L5,293.18,279.91,277.68,285.25,293.41,308.34,296.94,300.93,302.01,308.85,312.25,330.47,331.35,348.41,327.10,314.63,299.77,302.73,298.62,298.78,306.45,304.47,306.98,304.83,308.07,307.66,312.25,318.84,326.96,332.41,338.86,340.48,340.50,343.96,339.55,341.73,336.96,341.02,336.80,331.30,330.87,337.86,331.95,333.48,331.28,335.57,331.12,332.70,326.70,327.29,317.51,319.12,310.50,309.27,302.69,297.92,297.07,296.95,294.97,300.41,282.04,291.43,297.81,299.23,308.43,310.01,308.41,298.76,311.26,302.08,291.79,300.91,279.33,283.63,293.82,296.83
2006-06-25 22:12:20.185000,L5,,,,,231.72,228.30,226.79,223.02,229.48,,,,,,,,,167.19,240.66,240.14,233.71,248.28,247.51,241.06,247.16,226.18,218.58,252.95,261.42,267.03,277.34,292.65,278.63,279.86,283.28,278.10,280.60,270.70,280.27,274.83,284.79,279.37,286.34,276.01,265.65,183.78,,,,224.44,234.03,243.27,253.90,245.19,230.82,223.61,,,,,,167.75,180.41,226.56,247.21,225.19,238.14,245.98,247.12,240.13,,,,,,
2006-08-21 22:07:19.351000,L5,280.60,252.13,257.98,265.21,276.60,272.12,254.80,259.04,265.89,268.69,277.04,286.02,299.49,301.92,299.93,294.10,286.75,291.44,276.35,273.95,280.07,284.77,295.28,293.03,299.94,297.63,310.00,304.27,308.53,309.72,310.62,320.20,319.12,320.31,317.01,328.91,323.15,325.09,321.13,325.32,322.48,316.42,316.86,311.83,314.06,310.18,314.89,291.89,302.72,305.06,295.37,301.51,301.06,293.42,279.13,262.47,277.37,271.27,271.11,270.02,259.36,261.63,239.13,264.81,274.84,271.75,282.98,278.79,276.56,272.12,264.95,273.12,255.21,262.09,261.08,276.11
2006-10-08 22:07:52.968000,L5,,,,,,,,,,,,,,,,,,,281.41,273.16,268.82,283.39,293.66,288.42,302.40,300.84,309.80,314.52,312.04,315.49,315.80,323.47,317.37,326.29,322.87,328.75,323.51,325.30,321.71,325.22,323.60,313.80,311.06,311.01,312.60,313.86,311.91,301.82,295.99,306.05,296.32,299.40,302.81,285.91,272.59,265.77,270.26,275.32,272.60,271.74,259.29,280.02,270.32,283.15,282.76,298.65,,,265.32,274.53,268.94,274.21,261.65,268.90,274.65,283.02
2006-10-24 22:08:02.241000,L5,270.88,255.34,256.74,259.80,268.60,271.61,269.03,264.44,265.41,281.57,294.82,306.33,305.52,321.27,313.78,305.73,290.41,292.11,292.35,295.13,297.12,300.01,297.15,295.54,303.56,302.73,305.51,315.23,321.84,327.59,329.33,338.24,335.40,340.80,338.50,339.60,337.82,337.07,330.12,330.68,328.91,331.82,330.75,332.90,333.01,332.62,330.08,324.91,318.66,326.41,306.24,308.84,306.57,302.43,288.37,290.59,293.31,293.44,301.96,293.17,274.93,289.50,288.54,301.39,304.72,318.56,283.40,288.79,292.40,296.18,284.14,279.31,270.97,273.32,287.34,287.04
2006-10-31 22:13:53.251000,L5,291.34,276.34,270.85,270.11,270.45,288.04,295.26,292.40,303.28,318.23,323.15,326.13,357.12,322.10,348.20,337.30,325.77,327.44,337.40,331.71,337.78,323.75,300.12,309.95,307.71,313.53,314.86,316.24,345.56,353.43,360.11,372.62,364.28,360.63,360.63,343.64,335.64,337.21,331.28,336.88,336.57,348.28,354.76,356.72,356.79,354.02,362.17,366.80,323.40,322.47,322.58,322.19,315.97,318.60,327.66,333.56,331.01,334.45,339.25,318.86,311.97,299.35,321.83,323.55,331.90,345.37,318.52,332.08,338.21,329.77,297.13,282.39,287.60,281.71,287.69,291.71
2007-02-04 22:14:33.490000,L5,324.55,321.61,315.51,352.20,332.56,307.94,313.88,328.36,331.92,351.67,350.15,357.76,377.72,373.70,372.71,371.35,368.63,372.80,361.03,363.75,399.19,364.58,365.53,370.61,356.09,356.14,367.86,378.94,365.66,365.84,367.40,383.20,377.09,368.28,361.67,379.57,378.97,388.63,388.23,391.54,383.58,369.15,360.86,370.76,365.87,375.66,379.97,381.40,392.68,383.40,383.13,377.74,381.31,374.89,365.30,361.68,363.94,398.11,381.77,395.12,359.86,358.38,370.33,352.51,355.26,365.27,376.78,370.53,361.05,369.34,346.89,342.77,338.97,349.34,339.85,343.84
2007-09-09 22:06:57.074000,L5,290.21,267.70,266.55,268.60,271.86,263.55,264.54,266.09,267.08,279.89,279.13,295.33,302.71,309.68,296.50,294.31,293.64,293.10,289.66,287.86,293.84,298.39,297.05,291.66,293.69,295.96,301.77,304.72,314.44,322.51,326.06,332.19,333.57,334.35,335.76,336.08,336.84,326.68,324.05,312.90,326.09,315.22,319.01,317.51,320.85,329.77,323.41,315.70,314.79,313.99,311.05,304.46,306.96,303.57,291.74,290.67,285.92,289.73,291.53,291.16,272.17,280.80,269.34,279.43,295.84,306.07,289.57,287.56,293.93,289.81,281.16,276.01,263.76,263.78,277.97,274.44
2007-10-02 22:12:30.868000,L5,280.65,254.17,256.97,251.45,256.54,265.06,269.71,279.65,285.11,285.46,296.53,303.99,290.76,300.98,291.78,288.79,279.56,271.58,293.76,292.94,297.68,282.52,280.97,279.11,287.62,288.28,294.38,301.47,325.83,328.52,328.36,335.28,336.69,340.30,328.19,323.67,325.97,321.94,320.97,316.73,318.93,330.07,332.59,329.24,331.75,330.72,331.77,310.95,297.50,300.25,294.28,290.01,297.31,282.81,288.43,287.63,289.07,292.45,289.91,293.46,280.01,284.06,288.45,297.20,302.73,310.81,280.09,293.40,293.40,286.95,276.77,279.57,271.96,266.37,270.73,279.87
2008-10-29 21:57:24.173000,L5,,,,,,,,,,,,,,,,,,,246.84,249.31,,,,,,,243.74,252.37,255.75,239.43,259.31,,,,,,293.92,290.69,285.20,285.29,287.08,282.20,281.86,278.62,280.16,230.14,260.20,264.42,235.13,248.52,254.24,259.09,250.04,238.44,223.11,228.20,224.99,223.32,222.13,233.46,222.04,,,,,,,,186.78,229.49,224.63,180.75,,,,
2009-01-24 22:04:54.778000,L5,261.66,250.46,254.56,257.88,263.66,270.68,286.16,291.95,299.88,301.00,301.62,311.60,319.60,307.73,305.24,295.62,292.62,278.82,303.85,301.49,303.42,308.10,293.76,285.56,296.98,295.50,297.60,306.84,313.78,334.19,342.43,343.02,345.63,345.84,349.53,342.72,324.30,321.91,324.18,320.95,324.64,323.29,344.42,343.39,344.91,342.11,341.52,329.94,318.21,308.60,303.13,304.95,303.20,300.12,300.04,294.29,311.05,294.68,307.90,293.13,290.08,283.43,292.80,314.03,320.50,326.62,285.87,287.34,303.93,301.68,294.69,275.12,262.90,272.01,280.60,286.98
2009-12-03 22:04:19.644000,L5,287.06,268.93,270.18,281.19,285.83,303.57,292.46,291.76,292.54,304.52,308.83,320.94,332.69,326.13,324.65,320.69,330.14,315.56,313.56,313.98,317.88,318.82,311.03,323.48,323.59,324.34,316.99,323.08,330.17,341.19,343.25,352.40,352.07,353.73,353.85,346.54,339.37,338.76,339.18,338.24,340.96,344.70,350.11,348.46,347.77,348.21,346.28,338.06,334.04,324.24,330.10,333.60,340.18,335.13,332.98,330.87,326.88,317.16,331.43,327.16,321.46,297.85,312.64,318.54,317.38,330.20,326.87,327.09,321.13,310.72,334.21,323.55,292.04,284.63,296.54,302.49
2010-02-21 22:04:44.494000,L5,,,,,239.44,219.89,208.40,219.03,238.49,251.42,260.60,209.89,,,,,,193.06,239.78,,,,,,,185.37,259.44,262.25,231.16,223.95,292.03,292.67,294.29,287.57,252.39,,156.33,287.90,282.58,293.59,291.69,293.46,292.33,243.95,257.80,235.82,240.08,234.32,,219.46,229.27,244.57,200.42,219.61,229.08,232.56,239.78,224.56,,,,241.73,238.41,263.15,269.80,276.08,229.17,237.06,242.15,224.54,,,,213.82,239.25,255.12
2010-10-19 22:03:43.463000,L5,260.00,248.65,248.82,245.19,257.86,267.00,262.24,260.85,271.38,278.79,288.72,293.11,308.45,312.27,308.24,299.12,290.33,276.12,284.61,289.58,288.06,291.87,294.44,292.28,297.41,296.35,295.45,304.90,307.82,316.05,314.98,324.94,329.91,331.63,330.69,332.30,330.29,326.99,323.25,314.25,319.54,316.71,318.65,317.66,326.59,327.75,327.23,313.03,314.06,314.00,311.32,303.04,304.31,290.53,285.66,284.94,280.56,287.34,289.96,290.20,273.45,278.88,278.72,288.08,288.06,307.35,281.99,278.16,278.06,278.39,289.13,278.38,273.61,270.08,273.60,276.63
2010-12-22 22:03:41.192000,L5,263.49,252.47,251.32,252.18,264.65,277.65,268.77,275.51,282.75,286.46,292.99,297.25,303.81,308.16,300.52,297.03,283.72,289.45,299.96,289.48,295.77,287.24,296.70,290.29,307.44,295.19,308.78,318.60,324.06,333.58,335.02,347.11,340.39,351.14,332.15,340.82,327.82,327.88,325.81,323.99,333.84,335.16,340.32,333.08,345.47,334.69,334.10,322.62,317.75,321.36,315.84,314.49,312.96,307.46,308.42,298.24,306.91,298.96,310.46,301.00,282.33,296.37,296.93,309.54,314.59,329.46,291.11,293.52,290.82,289.10,283.82,283.60,269.97,275.23,285.20,290.71
2010-12-29 22:09:29.646000,L5,279.50,276.82,271.17,268.01,280.31,297.14,285.32,292.83,282.69,289.21,295.45,308.31,322.61,329.24,320.24,316.56,319.87,310.00,305.97,292.42,299.32,299.37,308.55,303.55,312.15,314.59,323.77,326.52,322.89,327.93,332.45,341.67,334.61,341.82,341.85,347.07,346.34,346.52,345.50,347.86,344.59,336.49,334.67,339.96,337.73,336.92,327.97,332.31,331.53,330.63,332.23,332.38,327.34,320.25,306.30,298.07,307.52,297.19,302.75,294.39,302.03,304.31,296.34,320.81,309.24,321.91,307.97,293.78,293.24,298.77,297.44,298.97,282.66,293.75,302.59,306.46
2011-01-07 22:03:43.985000,L5,259.03,255.14,251.82,254.99,265.76,275.08,276.16,278.73,286.69,285.96,297.71,304.47,320.23,319.61,308.13,297.32,294.65,285.12,297.98,298.05,302.14,303.79,299.62,290.69,298.30,303.82,310.50,315.35,322.25,331.75,337.63,340.97,344.94,345.18,343.10,341.20,334.91,334.49,332.09,333.32,329.75,328.73,330.38,333.27,331.39,336.20,332.41,325.58,323.05,318.03,309.01,311.25,312.60,300.67,293.21,293.05,299.43,293.40,298.29,293.05,292.65,291.13,293.41,306.09,310.89,319.47,287.49,288.71,298.22,304.42,290.79,279.10,266.37,276.70,286.43,289.19
2011-01-23 22:03:44.680000,L5,305.08,292.66,286.72,323.18,319.62,345.47,337.07,368.84,374.62,369.45,343.72,423.54,393.67,374.74,372.84,363.99,356.32,351.82,411.75,378.95,356.00,339.40,336.24,348.34,354.08,359.66,367.20,393.68,388.32,376.70,413.62,416.12,417.84,402.14,375.84,377.31,416.09,401.33,409.45,422.99,413.04,418.58,422.47,408.18,382.63,393.77,384.82,388.13,401.95,386.85,401.33,391.03,370.27,402.88,405.64,416.96,417.44,406.63,385.13,389.49,385.39,364.05,377.52,369.53,365.09,373.57,362.73,352.44,380.51,401.62,384.10,385.21,376.97,380.69,371.31,363.17
2011-02-15 22:09:34.535000,L5,268.88,249.25,244.23,259.74,297.45,286.34,303.38,291.62,309.47,305.52,315.20,326.97,343.47,350.87,326.88,305.83,304.09,298.37,329.43,337.24,315.95,325.48,326.24,319.59,305.74,316.18,326.08,329.21,326.03,332.41,346.21,359.98,356.18,357.47,358.33,358.86,351.96,337.24,330.98,329.04,328.45,327.80,329.24,335.62,354.10,358.29,351.78,344.93,357.11,359.02,341.50,329.25,354.67,334.89,321.46,324.34,322.67,339.10,329.70,343.66,328.27,310.19,299.33,315.17,347.62,357.58,299.14,300.22,302.57,313.65,329.63,316.68,311.85,296.09,300.01,299.65
2011-03-12 22:03:43.133000,L5,235.60,238.58,241.47,244.00,253.64,254.72,247.78,251.58,262.20,266.14,277.38,281.99,292.70,297.85,283.39,280.83,267.37,262.49,276.63,275.82,278.94,280.79,268.83,234.49,171.75,,,,,,,,,,,,,,,,,,288.24,318.71,321.59,312.04,,294.10,294.46,296.95,286.08,288.38,295.51,272.38,263.01,260.07,269.69,271.55,271.70,271.93,252.67,263.69,257.19,281.66,284.88,296.69,268.75,272.03,273.85,263.99,259.11,256.42,247.26,254.65,266.18,270.18
2013-05-11 22:21:31.047000,L8,,,,,,253.56,240.72,240.73,247.78,,,,,,,,,173.91,243.94,264.17,264.47,265.20,273.55,270.58,275.92,279.50,245.00,261.07,267.28,263.56,296.06,311.53,285.16,306.51,316.82,304.37,313.60,312.19,316.68,309.05,304.51,311.12,304.80,283.98,287.65,272.65,308.62,271.15,249.34,246.63,254.70,261.82,287.29,239.53,220.90,220.65,238.60,260.01,265.40,264.12,230.49,198.65,211.19,243.33,264.42,244.25,234.42,243.69,244.79,241.36,240.77,242.79,229.54,,,153.18
2013-05-27 22:21:38.875000,L8,300.62,275.08,273.42,281.44,309.64,311.28,303.55,298.11,303.23,314.84,317.92,333.97,346.40,348.88,358.34,320.93,289.27,333.94,340.66,334.52,337.83,346.04,333.99,303.53,318.55,342.07,352.98,338.59,349.28,347.67,353.43,360.56,349.27,357.09,344.47,350.05,355.20,351.67,356.93,349.12,346.94,345.45,345.46,346.19,344.79,351.02,356.91,346.91,358.42,350.55,355.08,356.07,347.17,345.72,342.04,345.67,350.63,314.98,323.52,323.81,322.51,329.69,338.53,345.95,341.80,341.18,354.07,344.68,347.17,349.78,332.90,332.14,324.52,313.75,309.16,341.82
2013-06-05 22:15:51.038000,L8,,,,,,255.94,254.12,246.27,250.94,,,,,,,,,,248.16,266.82,266.77,273.02,275.79,275.12,275.66,282.85,282.20,279.97,296.94,259.24,312.76,311.83,267.18,309.92,323.35,305.96,309.27,312.40,304.77,298.42,296.69,332.91,315.50,279.81,324.85,323.61,324.74,268.63,252.21,245.33,253.77,263.39,288.88,244.80,224.27,214.18,238.85,260.02,265.45,263.98,232.82,191.20,200.05,239.42,259.89,231.54,244.01,252.74,257.40,224.32,238.77,243.36,,,,
2013-06-28 22:21:33.030000,L8,,,,,,249.29,245.33,240.61,247.84,,,,,,,,,182.72,243.25,263.43,264.12,259.79,271.32,268.47,266.66,272.55,269.98,246.89,264.86,252.37,295.44,305.13,266.50,271.90,291.03,301.54,302.83,307.48,304.70,298.36,297.92,277.62,298.58,272.07,270.04,267.02,288.07,266.26,246.62,242.37,247.53,261.34,273.44,237.72,210.70,,232.07,247.60,250.08,257.29,227.13,184.98,199.37,235.41,254.86,232.72,243.22,250.02,234.84,,,,,,,
2013-07-14 22:21:34.493000,L8,293.38,272.41,270.45,273.71,284.30,281.76,267.96,264.33,284.61,289.22,297.80,306.16,314.31,318.14,306.44,299.51,290.66,276.82,291.80,291.20,287.67,295.49,296.65,294.06,295.79,299.03,304.94,307.48,312.96,323.84,323.63,328.53,327.80,333.27,304.22,330.14,333.20,329.51,331.59,326.93,330.75,332.85,353.58,333.49,355.99,350.94,337.74,308.31,315.52,314.91,358.23,356.61,359.96,352.31,354.62,350.43,284.56,286.95,285.48,284.74,278.76,291.44,233.76,274.03,292.16,270.96,280.63,287.43,290.44,273.42,275.97,285.66,272.15,266.17,283.72,295.39
2013-09-16 22:21:33.422000,L8,,,,,,256.73,250.74,250.31,251.43,,,,,,,,,,250.44,271.87,272.39,276.58,287.08,279.49,286.24,285.91,279.45,297.70,261.59,263.65,311.94,316.49,285.56,276.36,292.09,305.47,320.28,309.22,315.81,310.94,300.45,323.02,321.32,285.17,287.58,261.96,288.46,270.60,253.30,255.39,259.53,261.14,263.69,252.25,247.35,213.50,240.84,257.66,270.01,247.79,234.53,282.98,266.90,272.05,283.74,281.44,,,,,247.56,246.31,243.93,250.40,273.59,282.17
2013-10-18 22:21:25.531000,L8,,,,,,250.60,244.89,251.04,247.90,,,,,,,,,196.57,247.97,260.26,263.88,259.40,272.00,267.35,275.15,276.15,234.36,284.29,235.62,256.34,308.86,282.83,284.20,278.58,292.32,299.91,304.24,305.73,292.92,309.22,294.23,297.17,295.87,287.59,297.80,244.69,282.92,265.91,259.98,255.78,264.08,263.28,264.60,245.80,214.22,210.14,226.69,260.85,252.91,247.25,236.73,211.47,228.91,257.85,264.99,313.22,251.12,255.76,251.99,221.98,241.74,241.32,240.02,245.19,256.01,272.19
2013-10-27 22:15:31.632000,L8,291.28,276.74,275.28,277.12,287.53,290.29,275.70,272.52,286.40,294.98,303.74,309.92,321.46,322.88,313.52,306.68,293.51,284.74,304.22,298.67,297.92,305.38,302.26,298.64,305.30,305.08,314.45,315.63,321.23,332.51,333.78,338.02,337.73,342.69,330.77,341.58,336.94,342.40,343.73,340.94,339.45,338.46,336.38,329.02,328.90,338.18,329.64,276.69,307.49,265.99,287.66,304.77,308.82,283.43,267.22,260.01,270.85,281.57,274.78,273.56,246.15,,,,,,289.91,297.21,296.93,294.76,252.36,262.87,248.01,242.02,,
2013-11-12 22:15:08.029000,L8,460.33,501.96,322.29,327.61,342.83,347.66,346.63,381.80,426.84,456.58,342.47,354.61,457.58,481.60,369.78,358.84,355.53,356.18,432.39,424.54,429.46,454.01,466.12,452.40,471.04,458.78,501.19,501.38,499.90,505.13,483.61,463.45,381.89,392.10,388.66,399.16,409.80,410.22,383.12,381.20,382.19,463.20,446.69,457.71,432.33,423.76,417.78,449.60,425.83,440.63,451.55,436.76,368.62,362.79,375.05,376.63,370.71,372.87,369.35,372.10,372.42,371.77,381.93,373.89,375.74,382.87,356.94,362.34,366.21,455.49,368.83,374.21,371.49,367.86,374.94,376.38
2013-11-12 22:15:31.992000,L8,459.36,503.15,322.01,327.30,342.85,348.29,345.50,381.07,426.93,456.16,438.33,353.89,375.60,409.42,369.73,358.65,354.59,355.47,431.70,424.79,427.93,454.06,464.91,451.53,465.10,458.26,500.41,500.09,498.28,504.97,485.93,463.56,381.30,391.38,388.23,398.09,409.00,409.49,382.82,380.16,380.95,379.27,446.57,457.09,431.21,423.34,417.08,448.45,425.29,439.84,451.30,437.27,368.32,361.79,365.16,376.48,369.93,371.94,368.96,371.61,371.99,371.20,381.46,373.25,373.84,383.12,356.17,361.92,365.01,392.44,368.00,372.83,371.31,366.69,373.79,376.01
2013-12-14 22:14:57.422000,L8,368.56,485.07,,,,507.31,495.35,435.52,338.05,339.42,379.98,366.72,361.99,358.01,362.43,354.10,349.79,400.27,401.98,425.75,360.17,354.36,347.64,361.60,346.77,355.00,353.51,363.18,382.65,475.31,481.44,473.14,476.08,427.23,370.09,404.77,379.72,371.43,393.37,382.04,368.81,369.55,414.92,449.51,367.68,358.91,468.12,411.71,409.97,363.88,366.00,362.71,363.01,354.94,358.55,361.51,362.82,368.89,365.42,360.57,359.29,357.39,360.19,368.71,362.93,360.11,401.03,423.28,358.72,380.77,357.96,358.86,355.20,360.35,359.64,362.94
2013-12-14 22:15:21.385000,L8,366.76,485.49,,,,507.10,492.23,433.40,337.42,338.15,379.77,364.09,361.52,357.25,361.43,353.49,349.34,399.57,401.32,425.45,359.43,354.22,346.67,360.54,346.00,352.63,352.96,362.16,379.82,474.33,481.16,471.87,475.30,428.15,367.75,405.16,378.29,371.33,392.33,380.47,367.68,367.72,413.90,449.82,366.24,358.22,466.37,410.89,409.86,362.86,365.38,361.57,361.92,354.55,357.26,360.32,361.65,368.01,363.50,359.27,358.90,356.42,359.40,368.18,361.87,358.27,377.44,422.30,358.51,380.11,356.89,357.92,354.27,360.06,357.94,360.48
2013-12-21 22:21:03.131000,L8,292.56,277.35,274.99,278.90,284.89,294.93,282.18,286.99,290.64,300.28,308.33,311.39,320.43,323.17,315.57,308.51,300.22,299.72,306.67,303.41,299.95,306.28,308.92,302.95,309.71,312.34,318.90,317.17,324.44,335.92,339.40,342.55,342.11,350.93,336.88,364.44,362.15,370.76,376.13,354.37,342.85,340.14,340.97,341.14,336.68,357.34,338.47,326.76,375.98,339.60,329.51,331.74,356.90,364.62,342.85,348.76,350.16,364.87,312.16,364.21,355.06,348.63,363.52,356.74,361.98,370.25,300.51,302.75,300.60,300.86,339.57,360.15,347.26,285.80,298.80,304.41
2014-02-07 22:20:33.142000,L8,,252.24,250.12,253.60,267.48,261.71,250.07,247.15,193.93,276.79,287.11,292.87,298.71,,,,,203.90,265.89,277.67,275.09,280.75,282.90,281.04,286.44,277.61,293.68,295.43,302.67,288.37,316.09,319.05,318.60,297.22,303.26,327.99,323.63,324.06,320.52,319.69,322.81,321.50,324.31,312.77,319.02,324.81,320.10,277.50,272.66,270.47,264.66,280.29,300.08,254.23,257.72,235.28,250.48,274.23,271.84,274.63,242.40,202.33,239.46,284.13,267.30,289.12,258.99,263.90,270.09,233.01,251.62,250.95,238.89,248.48,252.59,
2014-05-14 22:19:08.687000,L8,,,,,,257.82,252.21,247.35,288.99,259.52,291.99,289.00,318.73,,,,,181.30,253.24,258.64,265.23,265.34,273.10,275.03,276.05,277.04,278.77,265.50,283.81,260.48,293.20,308.47,296.10,280.50,292.89,296.97,299.32,321.50,323.52,297.76,295.24,285.84,286.34,279.37,278.97,267.58,270.59,267.17,250.66,235.66,252.06,260.13,256.24,244.08,224.48,230.48,231.41,241.50,238.73,,,,,,,,253.44,259.33,265.09,247.64,,,,,,
2014-07-26 22:13:18.997000,L8,,,,,,251.08,254.36,243.81,250.49,218.87,,,,,,,,,256.08,268.92,268.80,273.24,275.93,278.42,277.96,282.70,283.49,289.08,300.76,308.46,305.68,313.46,305.25,291.51,293.25,298.87,297.46,303.12,292.37,294.05,295.61,305.91,283.50,277.24,322.68,323.67,326.57,264.90,255.20,242.35,250.82,260.70,288.33,243.31,230.20,227.08,233.75,240.68,251.21,253.91,232.32,191.67,207.16,242.59,262.28,236.81,,,,170.95,243.23,242.52,228.51,,,
2014-08-27 22:13:29.246000,L8,,,,,,254.59,253.01,247.61,249.58,,,,,,,,,,258.57,257.54,269.99,276.74,278.19,279.14,283.76,282.89,285.01,291.34,298.94,251.20,308.24,318.45,317.76,280.28,294.49,296.66,299.18,301.69,293.63,294.73,285.97,282.22,320.10,277.02,283.87,264.99,275.47,265.27,252.47,244.43,245.16,261.39,262.20,248.52,245.17,236.23,239.06,250.43,269.47,247.81,236.29,277.00,227.66,258.98,270.61,269.38,246.42,257.47,262.55,231.55,249.84,245.01,240.01,246.25,266.30,280.23
2014-08-27 22:13:53.214000,L8,,,,,,251.72,249.60,244.86,247.14,,,,,,,,,,256.49,254.98,268.08,273.66,276.11,277.78,282.82,281.17,282.23,289.14,297.27,245.93,302.89,314.84,285.34,274.31,292.58,294.56,295.92,298.33,269.25,291.66,282.85,276.81,285.16,274.11,280.99,261.14,270.14,261.66,248.48,241.07,241.26,259.22,258.07,245.38,243.77,232.40,237.10,242.19,247.92,241.31,211.63,267.77,224.73,254.05,268.04,264.37,240.91,251.66,257.61,206.61,243.91,242.82,237.67,244.40,262.09,279.00
2014-09-03 22:19:42.686000,L8,460.56,509.30,338.17,414.91,411.94,428.10,418.74,418.85,424.33,336.45,345.30,356.74,359.67,372.91,373.93,394.69,378.72,359.41,379.46,369.96,369.57,366.70,372.34,373.37,375.16,381.91,398.83,413.04,414.80,411.46,432.44,422.55,428.80,405.32,402.58,409.69,415.11,427.58,421.56,404.72,402.35,392.26,399.83,398.41,405.19,389.80,384.24,378.27,368.82,448.79,416.64,393.37,369.86,373.56,367.15,367.97,362.93,371.89,373.46,374.98,373.58,378.61,387.12,381.26,391.48,390.19,351.93,354.14,359.45,365.02,382.34,375.00,382.21,375.09,375.73,378.38
2014-09-28 22:13:56.699000,L8,290.98,273.84,269.96,272.02,284.34,282.56,271.90,265.36,285.88,301.65,315.30,323.05,328.88,319.64,315.30,307.09,293.56,285.89,298.45,296.91,295.94,301.59,305.58,300.14,347.67,355.35,362.65,370.93,358.17,367.15,363.25,381.43,377.84,380.59,337.54,348.72,359.90,340.12,335.67,336.21,338.38,330.08,377.97,330.44,333.32,331.94,333.26,319.35,321.43,321.98,313.59,310.57,314.10,304.03,293.74,283.62,294.27,297.42,296.84,296.47,282.68,301.08,300.48,359.26,358.88,352.50,289.91,298.78,293.06,285.01,283.57,288.73,279.55,276.86,291.39,301.34
2014-11-06 22:19:49.237000,L8,,,,,,242.90,250.04,244.21,251.86,,,,,,,,,191.00,260.32,263.45,269.00,272.78,276.59,278.13,284.01,275.00,280.53,274.47,283.02,266.16,312.25,314.84,311.50,289.17,298.05,299.54,304.59,304.83,300.35,304.79,291.10,285.73,285.80,279.25,288.17,263.23,284.14,274.16,262.93,262.87,262.44,261.53,256.32,246.72,247.39,242.28,244.30,245.21,245.94,242.10,239.18,282.16,278.57,293.26,278.72,310.33,255.75,264.42,267.14,231.43,249.23,249.56,246.39,254.65,274.56,282.82
