dates,satname,nzd0351-0000,nzd0351-0001,nzd0351-0002,nzd0351-0003,nzd0351-0004,nzd0351-0005,nzd0351-0006,nzd0351-0007,nzd0351-0008,nzd0351-0009,nzd0351-0010,nzd0351-0011,nzd0351-0012,nzd0351-0013,nzd0351-0014,nzd0351-0015,nzd0351-0016,nzd0351-0017,nzd0351-0018,nzd0351-0019,nzd0351-0020,nzd0351-0021,nzd0351-0022,nzd0351-0023,nzd0351-0024,nzd0351-0025,nzd0351-0026,nzd0351-0027,nzd0351-0028,nzd0351-0029,nzd0351-0030,nzd0351-0031,nzd0351-0032,nzd0351-0033,nzd0351-0034,nzd0351-0035,nzd0351-0036,nzd0351-0037,nzd0351-0038,nzd0351-0039,nzd0351-0040,nzd0351-0041,nzd0351-0042,nzd0351-0043,nzd0351-0044,nzd0351-0045,nzd0351-0046,nzd0351-0047,nzd0351-0048,nzd0351-0049,nzd0351-0050,nzd0351-0051,nzd0351-0052,nzd0351-0053,nzd0351-0054,nzd0351-0055,nzd0351-0056,nzd0351-0057,nzd0351-0058,nzd0351-0059,nzd0351-0060,nzd0351-0061,nzd0351-0062,nzd0351-0063,nzd0351-0064,nzd0351-0065,nzd0351-0066,nzd0351-0067,nzd0351-0068,nzd0351-0069,nzd0351-0070,nzd0351-0071,nzd0351-0072,nzd0351-0073,nzd0351-0074,nzd0351-0075,nzd0351-0076,nzd0351-0077,nzd0351-0078,nzd0351-0079,nzd0351-0080,nzd0351-0081,nzd0351-0082,nzd0351-0083,nzd0351-0084,nzd0351-0085,nzd0351-0086,nzd0351-0087,nzd0351-0088,nzd0351-0089,nzd0351-0090,nzd0351-0091,nzd0351-0092,nzd0351-0093,nzd0351-0094,nzd0351-0095,nzd0351-0096,nzd0351-0097,nzd0351-0098,nzd0351-0099,nzd0351-0100,nzd0351-0101,nzd0351-0102,nzd0351-0103,nzd0351-0104,nzd0351-0105,nzd0351-0106,nzd0351-0107,nzd0351-0108,nzd0351-0109,nzd0351-0110,nzd0351-0111,nzd0351-0112,nzd0351-0113,nzd0351-0114,nzd0351-0115,nzd0351-0116,nzd0351-0117,nzd0351-0118,nzd0351-0119,nzd0351-0120,nzd0351-0121,nzd0351-0122,nzd0351-0123,nzd0351-0124,nzd0351-0125,nzd0351-0126,nzd0351-0127,nzd0351-0128,nzd0351-0129,nzd0351-0130,nzd0351-0131,nzd0351-0132,nzd0351-0133,nzd0351-0134,nzd0351-0135,nzd0351-0136,nzd0351-0137,nzd0351-0138,nzd0351-0139,nzd0351-0140,nzd0351-0141,nzd0351-0142,nzd0351-0143,nzd0351-0144,nzd0351-0145,nzd0351-0146,nzd0351-0147,nzd0351-0148,nzd0351-0149,nzd0351-0150,nzd0351-0151,nzd0351-0152,nzd0351-0153,nzd0351-0154,nzd0351-0155,nzd0351-0156,nzd0351-0157,nzd0351-0158,nzd0351-0159,nzd0351-0160,nzd0351-0161,nzd0351-0162,nzd0351-0163,nzd0351-0164,nzd0351-0165,nzd0351-0166,nzd0351-0167,nzd0351-0168,nzd0351-0169,nzd0351-0170,nzd0351-0171,nzd0351-0172
2000-08-03 22:10:43.917000,L7,325.29,258.28,225.73,194.23,239.15,297.95,316.34,343.87,365.35,383.02,376.29,373.07,353.19,361.39,364.82,375.86,380.82,374.17,383.86,385.86,393.65,379.00,381.55,375.92,350.11,357.88,367.38,373.40,370.81,344.01,346.80,359.81,343.32,347.13,351.83,357.79,363.57,395.33,353.76,358.93,356.92,364.09,345.89,341.12,342.91,346.18,347.97,353.40,374.56,368.10,358.18,348.38,370.62,374.90,362.11,346.58,368.16,387.25,392.05,367.09,414.05,390.37,381.04,351.99,366.69,361.99,372.49,368.53,354.48,361.89,367.33,355.51,352.31,366.10,368.36,373.88,366.19,375.97,349.26,395.00,422.15,371.11,342.83,339.53,382.81,346.07,358.04,373.64,356.20,370.34,366.58,367.83,361.15,374.55,364.20,360.39,361.91,420.92,411.84,362.13,357.52,365.08,520.25,520.01,520.72,511.36,506.45,523.71,526.58,535.62,550.59,403.13,403.30,406.28,402.92,397.43,394.36,401.05,388.50,381.84,411.45,360.34,367.38,401.89,363.55,353.46,394.93,394.34,385.83,404.25,412.38,417.78,355.82,363.95,359.78,398.43,407.30,363.68,373.30,381.92,386.79,392.95,386.23,385.29,395.83,398.07,370.15,350.51,374.03,356.97,353.25,358.30,361.32,371.38,378.63,393.77,330.23,366.62,372.28,354.74,319.83,327.72,339.08,335.22,337.44,337.92,348.85,386.88,401.85,398.78,382.49,395.59,405.43
2000-08-19 22:10:38.028000,L7,261.89,235.37,244.17,216.94,206.03,271.96,316.43,359.89,439.94,353.67,358.57,340.35,367.48,364.31,338.39,350.01,380.60,360.90,345.81,359.62,365.14,376.29,375.17,374.44,374.39,228.70,235.16,393.33,402.16,198.43,381.85,380.78,386.21,228.60,185.01,333.65,192.92,203.07,322.58,249.71,379.16,251.33,328.16,401.49,236.57,352.20,235.72,440.40,393.31,449.40,429.89,302.62,531.94,529.80,392.26,373.71,352.02,367.83,373.78,364.27,371.82,383.75,382.92,273.23,280.67,415.35,204.52,456.15,464.31,409.87,404.41,357.88,378.44,387.38,373.14,289.01,371.63,395.81,341.49,222.69,436.61,436.67,212.60,435.56,403.20,313.63,352.26,343.28,373.79,370.29,421.35,397.28,411.27,385.26,437.03,432.62,388.96,390.61,219.73,215.59,201.73,215.40,361.79,455.64,224.22,236.04,362.55,369.28,347.58,361.63,361.27,386.27,419.23,400.57,457.20,383.13,363.24,370.84,410.34,419.88,405.68,423.20,406.62,422.11,433.79,432.35,439.78,367.23,424.05,288.90,179.71,329.60,380.76,177.59,360.30,368.35,377.98,222.63,238.57,233.79,358.21,169.99,171.17,177.63,179.41,182.74,173.77,173.93,323.03,371.80,367.74,203.81,289.22,257.98,265.05,436.18,426.82,433.65,384.53,352.03,354.51,356.93,352.13,325.45,348.11,193.07,364.95,401.92,369.72,375.17,426.13,291.05,460.00
2000-09-13 22:04:02.015000,L7,338.90,414.60,280.63,361.55,494.49,314.52,,273.13,294.88,265.78,,,,,257.02,254.43,396.21,,206.24,192.08,201.89,210.58,267.87,253.51,252.02,194.37,206.58,241.49,,,198.02,213.35,222.49,221.30,223.41,252.79,350.18,,,275.76,253.26,265.17,212.72,213.05,541.54,250.97,281.43,318.42,524.64,185.97,199.49,,180.70,198.47,204.65,206.25,226.28,289.11,252.12,298.99,312.96,357.02,217.45,,,,326.55,312.94,317.11,323.50,,184.43,185.45,255.19,,,,,,222.00,223.82,213.01,281.53,258.65,310.44,,,,,,,,523.11,500.16,490.74,242.47,250.22,265.08,310.26,296.16,,,329.32,257.49,274.63,545.41,283.30,332.98,337.67,316.93,187.18,201.29,203.34,216.71,225.21,209.80,191.53,186.13,168.41,271.00,280.49,293.62,301.40,,297.51,211.50,,,,,,,,,,,,,538.01,530.94,537.03,534.95,537.29,523.78,526.41,263.74,187.17,180.33,175.31,180.17,168.91,175.56,181.22,198.12,,,,,509.04,481.44,502.65,,,290.90,204.50,233.64,,,235.02,244.93,252.47,256.87,277.25
2000-09-20 22:10:03.047000,L7,318.79,275.81,267.82,434.62,515.31,408.67,233.14,247.19,242.05,246.51,246.83,242.39,240.16,231.67,237.19,240.41,260.40,248.28,237.95,242.17,236.39,232.94,229.51,222.90,221.89,208.47,218.54,226.71,222.82,235.51,232.08,234.26,242.68,239.17,226.84,221.68,226.42,236.66,235.08,221.29,219.66,211.93,223.81,241.79,231.16,245.83,223.94,210.43,204.69,215.47,222.17,218.13,215.89,212.40,213.02,220.35,257.17,220.76,228.20,232.69,223.43,211.58,213.80,210.38,220.54,215.61,208.97,206.25,206.90,209.83,205.05,214.69,208.46,207.24,203.10,196.44,187.79,193.91,188.75,206.64,188.95,198.63,193.78,196.64,199.30,218.19,234.70,242.48,192.17,193.26,199.38,196.72,202.17,195.57,200.34,208.60,202.80,208.75,216.81,207.89,217.97,218.10,221.14,217.29,210.25,211.94,206.16,216.73,213.71,201.86,207.11,213.15,222.90,213.38,206.22,205.67,217.08,199.65,208.38,201.49,203.79,202.96,206.60,207.88,209.42,198.21,190.39,202.92,201.51,213.70,197.55,209.08,216.64,216.56,227.26,215.74,192.48,205.83,190.91,197.94,207.81,197.02,204.91,200.09,211.06,207.37,208.12,206.39,197.72,198.22,185.28,197.72,190.06,177.04,390.65,359.63,392.02,393.47,394.11,413.02,392.90,323.94,346.76,348.15,339.54,349.91,339.08,348.19,365.81,378.67,376.62,387.20,431.43
2000-11-07 22:09:53.335000,L7,221.11,222.13,210.00,238.73,199.72,292.15,282.14,278.72,301.23,300.93,181.88,311.13,302.85,315.92,327.39,338.67,344.93,342.54,336.51,325.46,328.73,287.08,330.24,340.11,347.00,354.47,343.46,302.94,358.08,397.19,279.00,298.89,289.24,297.68,291.15,331.96,306.10,232.10,244.03,322.80,316.73,331.71,348.31,354.05,355.72,315.53,377.36,380.46,401.11,364.41,377.62,369.68,380.89,238.11,281.07,261.99,208.27,291.76,262.15,258.27,279.48,393.43,379.57,373.02,,,352.91,302.64,410.50,441.23,238.30,327.49,470.20,450.01,343.38,247.27,469.31,229.08,454.57,448.93,409.08,418.86,179.54,174.19,178.04,272.71,249.11,262.55,324.60,165.14,197.97,234.74,257.37,286.86,245.82,251.90,232.83,501.19,499.83,519.53,466.26,210.25,227.62,290.34,231.73,276.85,299.78,292.45,233.35,225.98,199.12,206.41,250.11,225.98,237.53,249.64,478.24,463.36,447.20,456.88,462.32,399.74,285.23,286.70,299.06,325.07,322.45,344.77,340.96,336.77,339.23,328.19,330.68,334.08,331.56,340.73,355.63,316.94,328.04,338.34,341.26,328.56,328.34,312.79,326.17,334.35,307.75,333.59,371.39,380.10,352.68,330.87,335.11,341.43,280.55,282.60,360.75,366.72,343.58,365.34,233.51,303.94,339.76,332.58,360.63,327.36,381.42,423.30,405.19,393.67,419.16,412.21,314.73
2000-12-18 22:03:49.828000,L7,420.93,319.05,212.34,207.71,189.11,202.08,206.26,470.55,441.43,441.70,195.98,194.17,198.06,200.31,232.86,225.86,234.23,221.81,207.10,207.44,209.20,214.75,213.93,210.19,201.18,197.79,199.18,211.88,217.52,218.36,203.00,236.61,236.78,208.96,211.04,220.19,228.33,277.71,247.58,224.26,240.19,227.55,219.59,427.74,453.96,444.13,455.66,450.39,436.92,439.97,537.98,535.75,514.01,506.76,546.14,522.75,524.61,193.27,190.87,365.53,381.60,458.29,443.05,489.55,504.88,430.29,550.52,396.88,405.06,386.07,350.19,186.88,175.92,507.46,506.03,494.54,492.61,487.04,485.52,489.64,494.07,516.33,516.64,525.89,534.80,539.40,463.57,,,,,,,,,,,,,,,,,,,,,,467.93,438.94,423.87,411.07,360.42,413.59,421.67,451.56,440.07,442.16,189.74,184.52,181.23,,,,,399.16,417.06,423.60,456.50,431.23,385.64,414.11,394.32,426.31,429.96,413.05,424.66,416.48,409.08,415.84,426.69,438.55,433.23,441.38,449.44,447.66,447.95,425.85,438.46,443.48,390.82,442.14,412.38,489.89,497.41,503.95,514.48,539.16,386.99,378.73,,,394.61,403.28,400.79,420.43,442.62,469.80,481.94,468.82,486.61,494.27,225.48
2001-01-10 22:10:03.706000,L7,,,,,,,,,,,,,,,213.80,179.95,227.03,254.73,262.77,258.87,,224.57,241.24,243.18,256.13,230.04,233.36,246.34,254.83,258.87,288.34,,,,,,218.88,225.46,211.08,,,,,,,,291.22,298.54,308.94,268.45,319.17,291.13,323.99,290.32,213.40,212.82,212.35,262.46,226.36,202.89,205.98,242.65,228.21,238.25,225.40,,,,312.86,270.20,184.22,264.47,246.15,214.48,236.01,187.62,242.37,,235.76,253.97,,,,,,,,,,,,,240.50,214.30,237.35,,,,,,180.93,230.27,245.25,239.09,194.06,184.20,178.94,185.12,193.01,206.41,285.60,311.40,350.04,199.35,208.13,195.19,183.48,202.05,273.71,271.69,220.78,222.99,231.25,222.44,170.38,206.38,169.86,175.27,,,212.06,222.48,229.99,229.26,,,194.57,193.38,190.08,201.57,286.67,284.84,295.07,182.73,205.80,193.95,201.08,197.65,191.94,195.18,225.83,224.33,218.09,221.73,196.37,,,,,,,,,,,,171.17,187.44,237.12,238.74,274.42,294.28,297.73
2001-01-19 22:03:55.051000,L7,407.99,411.53,430.41,435.66,338.04,371.86,385.23,409.04,381.49,427.61,273.75,281.63,323.77,347.57,329.50,328.08,344.50,341.39,375.59,516.57,488.02,493.15,489.06,482.82,354.45,300.47,320.30,260.55,271.75,400.00,366.75,,355.77,372.60,310.95,374.86,364.87,382.96,264.74,214.82,394.21,327.52,317.80,382.30,382.77,208.22,393.10,386.88,472.91,472.48,448.28,432.27,460.93,438.20,427.20,522.01,458.98,349.75,352.90,369.05,350.77,254.94,260.20,235.95,419.44,235.13,173.17,297.25,308.74,313.58,312.94,331.56,349.44,358.39,342.49,337.65,352.99,351.11,,,376.86,377.96,388.06,392.29,390.16,362.27,353.34,,355.22,337.95,337.21,349.89,225.96,331.48,245.53,404.64,401.58,419.39,270.94,418.09,260.34,312.14,398.79,313.18,285.03,,,,,,421.91,414.69,400.10,393.89,407.64,384.83,390.04,,,317.60,343.39,344.97,291.03,342.39,338.18,347.66,410.95,414.07,409.90,392.27,453.22,464.19,250.87,316.14,340.45,343.48,324.14,364.32,378.23,419.83,335.71,380.33,383.15,399.71,370.62,383.31,366.38,409.11,426.34,431.47,304.45,315.26,302.98,323.27,313.28,316.44,223.52,288.82,295.95,290.41,293.94,421.82,377.73,416.21,395.06,394.20,394.06,396.90,392.64,,438.20,490.18,495.76
2001-02-20 22:03:48.640000,L7,326.81,303.02,304.33,341.57,294.02,281.34,283.41,270.55,262.71,283.47,281.54,299.53,307.01,359.17,354.81,368.63,394.16,358.98,286.26,314.97,297.39,304.56,330.37,285.58,283.13,262.34,269.48,325.58,313.73,342.37,350.65,373.02,338.38,331.41,310.57,287.21,309.03,319.82,296.55,358.23,391.75,352.17,369.39,437.94,401.60,406.36,380.78,353.23,434.94,398.89,420.23,288.02,311.39,301.41,316.40,324.47,288.04,283.04,289.73,278.84,260.15,267.71,310.31,274.34,278.78,264.20,293.82,310.94,276.03,291.70,325.76,297.74,302.40,308.93,295.49,278.88,320.86,317.78,327.90,338.60,357.64,361.24,349.80,314.62,338.30,323.82,297.47,276.94,289.78,321.90,279.14,267.56,323.79,336.06,380.85,334.26,305.84,372.98,389.14,313.76,323.84,297.27,336.06,297.65,295.96,303.46,340.33,365.93,321.66,270.52,272.00,358.32,352.22,379.23,349.26,356.09,278.88,284.04,314.75,325.22,320.41,322.47,386.36,395.07,369.00,385.98,423.17,361.26,336.52,282.48,276.75,353.80,472.88,320.51,293.08,295.91,321.12,330.71,342.21,331.51,252.08,337.06,343.99,291.65,279.95,293.12,310.81,318.12,370.05,359.54,285.80,258.23,253.73,256.47,274.55,287.89,277.54,285.44,282.71,292.41,318.95,249.04,314.23,287.85,265.88,375.93,295.28,254.80,318.24,368.34,364.56,352.95,339.38
2001-03-08 22:03:44.911000,L7,,,,,,,,,,,185.21,199.66,216.09,228.85,247.29,271.74,296.61,299.27,232.06,213.44,207.72,208.85,258.60,193.57,187.73,215.28,203.60,217.20,228.61,226.80,223.86,217.76,229.18,231.86,257.40,271.62,270.86,221.00,212.77,218.65,283.06,303.70,253.44,259.16,264.00,267.65,280.40,243.07,248.59,247.98,239.45,234.31,245.35,324.28,317.99,199.80,198.05,209.82,234.64,221.32,223.19,214.75,245.79,257.99,197.89,261.10,210.70,209.97,212.32,190.40,186.70,196.89,188.87,186.56,200.05,203.20,188.81,182.14,242.94,318.50,361.82,330.62,345.84,204.16,252.01,218.25,213.92,245.48,190.35,223.05,250.91,263.18,257.96,271.55,259.59,260.70,220.01,186.01,187.70,243.85,243.86,242.04,241.81,196.11,183.86,167.97,178.25,269.68,281.07,250.82,292.66,318.39,280.71,268.08,250.84,288.82,296.58,213.25,183.26,209.80,176.66,184.01,181.81,178.89,251.25,214.65,217.36,206.90,202.56,259.44,264.77,212.65,288.40,187.98,198.76,219.72,231.35,248.46,369.95,369.06,398.56,177.09,187.21,183.35,195.10,283.59,268.36,252.10,316.09,309.77,331.34,275.49,275.78,278.49,283.33,290.33,285.87,292.69,292.52,304.27,296.86,302.24,329.99,329.84,,,,212.83,264.06,253.81,218.89,240.59,280.45
2001-03-31 22:09:43.621000,L7,369.30,441.20,397.37,393.52,391.03,400.08,397.68,251.20,245.04,232.40,241.30,267.21,276.89,297.32,305.71,328.24,345.56,345.93,342.45,344.23,358.55,366.08,362.80,388.93,376.07,269.23,266.41,267.66,256.26,262.47,274.81,267.62,284.57,278.42,251.58,233.45,245.78,240.46,259.90,245.17,282.47,295.98,269.47,265.32,299.60,296.17,285.31,267.67,240.12,279.03,238.43,247.35,249.72,265.93,225.80,252.32,269.73,252.66,226.95,228.69,217.52,238.10,219.13,239.58,226.59,205.98,215.20,201.97,204.98,214.70,210.22,211.50,216.96,281.33,219.71,233.01,232.14,268.31,298.97,258.75,246.94,257.31,260.15,268.59,385.25,381.63,381.66,366.95,489.06,477.10,477.46,476.67,531.46,446.86,326.78,425.91,385.49,388.83,410.34,416.75,414.32,414.78,435.37,415.18,427.19,425.34,431.82,414.98,417.68,435.68,444.36,437.06,450.56,456.32,460.53,443.61,450.53,400.53,443.29,439.54,450.93,446.37,444.16,437.18,441.33,439.56,442.14,399.89,446.89,437.90,452.43,448.17,334.67,346.55,355.25,298.10,321.93,482.72,493.30,476.45,474.97,484.77,478.92,494.56,480.75,471.86,462.73,457.48,467.74,467.53,341.67,362.81,345.73,398.31,471.58,438.13,421.24,410.73,403.45,391.86,398.36,383.91,426.78,437.38,443.85,449.34,450.79,467.89,465.79,479.95,511.03,493.99,525.25
2001-05-02 22:09:39.867000,L7,530.03,540.07,363.50,377.64,380.28,392.97,356.67,354.02,339.65,344.19,358.96,181.28,178.21,294.23,294.83,276.97,278.61,280.41,480.39,417.97,466.61,311.91,318.16,320.68,334.85,330.02,459.52,519.60,,,,,,482.53,478.14,480.07,472.13,373.88,369.18,383.40,385.00,408.91,402.91,397.74,392.63,404.54,392.75,387.78,379.39,392.19,407.12,399.01,212.24,211.97,374.47,366.28,351.11,363.54,401.02,372.17,375.82,367.80,360.46,192.95,191.73,190.47,190.05,195.51,187.58,300.74,315.79,304.82,304.72,304.48,300.99,297.81,189.07,185.63,180.78,184.29,196.39,203.65,314.25,281.05,301.14,325.42,340.96,336.77,335.47,356.86,342.81,325.81,294.60,338.31,176.52,186.51,194.93,184.36,183.36,182.70,190.68,194.75,179.76,178.84,315.19,364.35,350.77,413.36,447.83,,,,,311.93,340.37,352.30,359.30,,,,387.55,399.99,402.70,405.08,400.51,402.57,382.30,408.68,,,,,,,,,,308.79,321.07,324.69,166.74,442.04,450.47,427.98,210.50,215.87,516.35,482.79,472.96,476.07,184.90,297.84,302.06,320.99,330.47,334.43,485.19,470.52,466.97,454.89,467.83,301.58,291.91,281.94,274.08,286.53,305.23,326.77,375.24,169.24,183.91,197.12,220.39
2001-05-27 22:03:12.319000,L7,503.10,474.45,426.83,429.03,359.56,303.17,383.89,378.99,291.64,304.12,309.61,315.31,275.80,287.49,447.79,453.32,383.96,392.37,377.23,398.29,396.44,400.85,396.41,416.98,484.91,500.16,361.43,351.47,448.47,488.41,489.02,523.13,494.39,506.55,312.59,397.05,384.92,390.20,383.11,414.99,412.71,405.48,224.75,509.84,529.07,539.10,548.43,503.34,501.17,503.81,530.29,409.44,220.32,453.74,469.29,450.94,249.84,253.23,281.12,199.16,205.56,205.63,338.42,343.33,202.51,363.17,357.83,368.90,383.48,188.49,400.88,393.41,171.23,385.01,383.46,419.84,406.45,381.33,404.19,405.81,405.57,340.28,414.81,200.21,334.91,413.16,182.23,186.94,191.40,202.38,304.78,295.29,197.56,185.09,183.94,290.71,191.08,459.75,362.02,330.95,329.68,500.57,493.05,511.91,554.38,381.27,360.67,366.08,388.56,382.71,382.54,390.50,391.77,408.11,382.13,324.01,427.22,424.18,421.02,373.19,403.68,398.72,432.03,448.76,418.36,446.10,318.34,354.74,312.57,343.72,357.70,340.29,496.67,496.61,498.62,341.31,341.41,341.35,342.53,340.80,346.27,357.70,372.91,363.97,362.62,362.57,371.48,369.04,411.16,396.34,401.99,369.28,348.82,384.11,382.85,273.73,323.82,321.94,313.10,366.01,287.61,344.89,357.49,339.07,330.85,317.76,354.06,404.27,403.31,402.72,408.13,440.96,360.60
2001-06-03 22:09:16.498000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.34,297.87,297.81,297.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.51,337.20,343.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.99,217.84,195.93,203.72,,,,,,188.94,206.06,208.64,222.58,,,,,,,,,,,,,,,,,,,,,428.21,414.72,428.01,439.64,434.36,447.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-05 22:08:57.615000,L7,,,,,,,,200.12,205.02,202.22,,,,,,254.60,277.37,285.08,284.70,203.52,204.21,198.79,202.99,212.26,220.06,235.41,255.89,272.18,282.83,277.98,,292.99,238.17,246.21,239.62,,217.38,221.68,224.72,227.32,247.16,251.16,234.59,258.84,248.63,249.09,243.98,254.43,247.87,247.06,251.70,256.35,273.01,264.68,282.01,285.21,297.47,291.33,277.86,,,,,,,192.11,188.39,192.38,205.70,294.09,299.13,273.66,227.80,233.76,244.71,205.14,,,,,,,,,,,183.14,258.41,267.94,273.37,222.46,192.31,194.25,191.22,231.97,282.41,282.06,293.90,292.59,295.96,,,196.26,225.04,225.44,,,,,,,,,,,,,,,,271.57,230.33,210.62,224.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.29,203.99,207.09,180.19,,,,,,,,,,212.30,235.23,243.07,273.41,273.66,292.33
2001-07-14 22:02:45.650000,L7,490.51,455.29,434.70,411.97,339.35,391.06,387.13,295.44,399.64,406.99,407.90,397.54,284.89,283.24,296.91,488.61,453.14,283.54,471.72,411.57,469.76,447.12,454.23,461.72,473.20,479.08,437.25,462.76,472.09,485.76,338.81,335.63,345.29,367.68,229.57,216.46,367.84,480.81,531.68,545.72,504.29,519.52,520.39,529.38,400.37,403.46,392.30,398.75,387.77,210.16,209.46,206.37,203.82,208.90,250.34,213.36,206.24,235.63,196.40,189.93,201.81,192.16,200.24,191.98,189.35,188.96,188.72,183.76,392.03,392.98,388.13,391.40,344.05,400.35,178.45,200.02,187.22,176.65,188.07,434.99,453.76,446.21,440.79,447.13,410.49,451.57,418.28,464.70,483.00,499.29,492.07,492.32,504.69,432.00,379.40,330.39,317.28,332.42,335.15,358.63,374.94,388.09,392.52,369.16,371.30,377.71,379.10,387.51,392.83,380.75,393.23,386.34,377.83,382.84,378.01,313.13,390.16,389.27,397.13,391.54,415.58,396.66,382.41,376.53,373.80,383.14,376.73,376.52,471.64,399.49,404.56,413.46,,472.22,487.87,499.61,513.25,365.00,370.68,354.05,317.25,318.24,354.75,365.18,365.48,362.25,370.77,385.78,398.10,389.95,392.91,386.55,386.46,388.33,391.88,382.14,374.82,364.55,369.75,368.06,369.44,362.76,364.41,359.05,354.46,372.14,377.42,391.86,416.32,435.78,456.89,465.60,385.85
2001-08-15 22:02:14.505000,L7,462.67,535.88,337.08,346.20,339.88,174.66,193.67,193.11,207.27,213.58,229.05,269.96,304.48,308.66,327.50,321.78,293.63,289.91,284.49,317.98,329.68,321.01,319.30,317.65,331.96,294.17,352.46,359.92,363.88,251.85,367.93,344.72,365.86,331.82,322.25,265.04,276.09,297.67,308.33,358.41,374.39,339.54,349.58,344.06,336.78,346.98,352.29,356.15,353.42,344.43,348.73,354.95,354.23,360.90,415.31,405.50,290.05,317.61,367.35,420.38,404.85,388.45,410.80,399.60,387.41,396.37,278.58,343.68,346.49,315.93,228.32,265.23,280.84,268.26,290.73,230.18,245.17,242.89,243.54,233.82,243.56,239.16,251.24,252.73,257.72,273.49,291.09,308.48,279.30,276.75,299.35,348.26,366.36,311.47,343.33,361.82,301.74,316.77,310.75,347.99,371.54,300.47,292.26,337.38,352.19,364.52,380.09,368.23,404.65,402.46,328.21,401.08,378.33,327.01,385.81,408.92,384.22,313.72,397.70,393.25,377.55,374.12,374.91,268.89,283.91,279.53,358.34,369.87,344.44,330.43,186.69,188.41,198.99,290.67,242.63,248.95,218.60,223.89,207.63,207.86,198.89,183.51,185.81,269.00,280.89,276.90,270.75,280.67,220.85,290.33,299.83,305.74,226.52,224.62,217.25,212.62,265.79,318.73,325.06,376.99,376.98,391.93,388.21,382.77,366.91,373.16,371.79,414.69,408.98,421.76,501.48,521.73,461.53
2001-08-31 22:02:05.221000,L7,,,,,,196.04,210.96,203.08,249.67,282.53,245.48,285.57,292.35,248.67,331.15,244.80,,,,271.10,280.47,288.95,288.54,218.96,184.69,171.61,178.89,169.66,287.82,309.36,302.95,316.99,313.39,,179.08,234.06,206.58,239.05,240.33,,319.04,333.43,239.95,276.46,296.64,240.60,255.03,258.64,245.25,340.07,346.24,272.28,284.75,285.28,266.38,286.61,277.07,280.42,293.32,312.42,303.95,245.16,207.24,229.10,258.02,254.95,256.02,209.66,222.43,221.12,227.99,231.42,214.31,216.18,205.72,196.87,274.13,305.86,251.26,293.90,298.83,284.03,282.13,273.12,277.01,277.79,,,,,,301.26,310.89,,,,275.14,247.55,218.16,230.84,230.15,229.91,216.12,,245.55,255.47,171.09,188.17,185.18,212.74,255.58,239.62,222.63,223.37,218.56,222.17,228.89,181.70,265.46,243.97,255.23,207.20,,,,242.71,267.62,280.84,247.46,239.30,221.79,238.39,245.20,255.57,266.01,231.50,246.83,251.95,239.23,,329.85,330.52,313.42,338.10,332.20,343.80,338.37,268.33,367.43,359.37,,327.99,284.62,351.28,,,281.34,259.27,178.92,185.90,284.36,248.96,192.06,250.99,,,,,247.01,273.22,297.07,299.53,
2001-09-23 22:08:02.998000,L7,304.49,298.09,263.52,243.18,225.99,221.96,207.13,233.20,224.94,248.86,335.48,371.41,355.03,503.91,506.42,477.11,367.46,249.92,374.04,364.09,365.44,348.57,269.47,265.03,285.86,295.90,297.60,300.43,317.28,315.76,330.20,387.02,372.19,356.14,372.99,264.05,371.54,406.94,433.34,430.77,446.16,361.95,484.51,323.91,332.33,465.91,476.51,477.18,484.48,492.54,509.98,525.44,416.44,391.52,411.47,419.18,413.44,419.81,426.11,439.12,447.84,469.95,464.03,464.68,472.61,459.97,463.66,468.98,485.57,486.17,497.37,474.93,481.57,511.92,526.15,536.96,521.68,502.92,487.64,504.71,535.37,530.73,529.11,539.21,510.94,512.48,501.13,511.90,526.94,524.06,531.80,536.36,534.90,530.12,517.95,514.32,516.48,513.46,529.00,540.24,535.54,545.01,316.35,353.84,353.76,365.50,390.12,386.25,388.68,376.56,390.23,365.97,416.01,417.76,410.43,412.81,415.88,413.27,400.44,411.88,418.07,428.75,429.56,426.89,416.13,413.29,434.83,439.38,420.31,409.86,422.92,420.00,426.22,422.56,433.02,441.25,441.06,434.23,438.69,444.60,429.47,419.99,413.60,403.14,410.43,404.06,402.97,400.18,372.06,359.70,355.83,354.14,232.36,351.43,356.29,360.72,364.68,363.84,378.69,178.94,185.78,377.08,362.24,375.74,350.61,356.66,166.95,178.06,191.64,203.03,219.95,235.71,258.98
