dates,satname,nzd0268-0000,nzd0268-0001,nzd0268-0002,nzd0268-0003,nzd0268-0004,nzd0268-0005,nzd0268-0006,nzd0268-0007,nzd0268-0008,nzd0268-0009,nzd0268-0010,nzd0268-0011,nzd0268-0012,nzd0268-0013,nzd0268-0014,nzd0268-0015,nzd0268-0016,nzd0268-0017,nzd0268-0018,nzd0268-0019,nzd0268-0020,nzd0268-0021,nzd0268-0022,nzd0268-0023,nzd0268-0024,nzd0268-0025,nzd0268-0026,nzd0268-0027,nzd0268-0028,nzd0268-0029,nzd0268-0030,nzd0268-0031,nzd0268-0032,nzd0268-0033,nzd0268-0034,nzd0268-0035,nzd0268-0036,nzd0268-0037,nzd0268-0038,nzd0268-0039,nzd0268-0040,nzd0268-0041,nzd0268-0042,nzd0268-0043,nzd0268-0044,nzd0268-0045
2001-07-25 21:43:18.753000,L7,,,,,,,,,,,,,359.50,348.15,337.15,326.75,316.49,318.76,298.70,315.15,320.99,324.85,334.22,342.06,332.85,336.35,329.46,340.67,332.42,345.50,342.27,322.98,320.76,352.55,355.00,370.69,385.72,372.01,362.49,356.10,338.12,365.97,366.08,337.50,338.26,362.01
2001-08-10 21:43:00.495000,L7,,,,,,,,,343.05,334.38,343.41,351.42,362.20,364.16,347.73,335.86,327.28,312.16,304.56,321.86,322.87,330.66,330.57,327.46,331.35,330.12,328.91,325.89,319.07,347.79,326.71,317.82,319.73,338.33,331.30,431.88,419.10,423.82,459.86,328.27,332.19,426.76,406.29,398.55,339.69,391.68
2001-09-11 21:42:38.257000,L7,,,,,356.55,347.42,342.46,355.97,347.75,350.11,350.45,366.01,364.92,372.85,354.44,341.91,541.36,513.57,528.02,304.28,330.44,343.83,342.86,344.12,341.31,351.71,339.44,340.27,329.01,354.56,344.46,321.50,315.40,332.59,331.82,338.02,346.53,347.79,448.33,404.30,389.74,417.26,401.23,374.40,369.62,373.33
2001-09-27 21:42:29.269000,L7,507.22,481.13,433.27,388.57,318.79,370.03,349.90,351.78,356.25,356.23,349.79,370.87,372.38,367.63,351.13,337.49,334.10,332.10,323.37,317.75,337.34,349.72,322.18,371.01,350.10,352.38,331.99,344.61,307.41,356.30,323.36,313.46,307.17,337.60,329.95,360.54,356.60,363.22,383.85,363.45,362.58,365.08,372.27,369.05,372.71,360.97
2001-10-13 21:42:15.922000,L7,376.94,491.77,459.72,437.67,373.86,372.44,366.30,374.82,354.74,352.87,350.03,366.84,375.80,366.81,353.32,342.07,333.25,347.97,330.48,337.68,340.41,352.27,369.16,353.87,348.79,354.14,338.06,366.94,327.17,348.10,355.97,335.62,334.58,356.23,367.51,378.71,353.28,333.06,354.49,375.10,378.87,375.19,386.95,381.12,383.99,389.88
2001-10-29 21:42:21.289000,L7,,,333.70,347.60,357.16,349.69,347.59,345.50,339.05,334.77,338.58,351.22,354.86,353.69,339.23,323.32,314.55,321.40,299.22,319.84,316.61,317.63,330.25,335.75,333.82,348.34,334.08,334.06,311.60,353.14,351.10,323.50,322.62,348.47,350.45,370.56,366.31,371.26,313.10,367.70,357.19,363.13,306.04,286.44,328.43,348.30
2002-01-17 21:42:52.816000,L7,,,318.50,322.67,320.05,308.63,312.38,332.03,319.42,319.69,321.88,335.38,345.09,334.49,318.15,310.15,302.10,270.40,287.08,292.93,298.11,304.10,224.62,185.42,186.61,235.84,305.08,314.09,288.32,312.58,303.44,292.17,299.39,313.11,308.76,334.87,341.63,272.17,201.57,328.86,346.27,328.72,316.82,354.68,350.12,345.76
2002-02-18 21:42:54.191000,L7,,,241.00,339.22,352.01,352.38,340.68,342.64,337.69,331.66,336.91,348.20,359.19,353.57,339.46,321.33,316.60,506.24,451.53,312.25,319.66,324.63,330.30,337.88,334.01,339.69,328.14,317.85,309.79,347.69,333.15,319.01,322.00,346.25,342.68,370.31,367.44,366.22,369.89,373.92,523.71,523.92,505.78,436.14,412.14,387.19
2002-09-14 21:41:55.072000,L7,,,,322.96,353.25,341.31,337.84,343.24,332.68,233.65,189.65,196.85,183.84,357.31,341.94,331.82,321.23,331.55,307.19,324.08,326.73,329.20,340.11,336.14,335.45,341.06,334.53,339.81,325.38,352.90,334.69,324.99,321.41,342.30,351.80,357.48,370.42,369.83,369.41,368.07,337.54,342.83,385.46,369.70,370.10,376.97
2002-09-30 21:41:47.719000,L7,,,340.78,354.79,360.93,356.99,350.96,357.18,347.71,349.08,346.54,361.57,362.16,365.30,521.56,479.44,337.63,344.14,328.11,340.70,339.84,340.45,347.58,347.97,346.38,352.42,346.52,347.87,344.28,372.05,363.25,329.76,332.95,372.97,384.04,388.43,398.44,394.41,391.18,383.95,368.51,387.75,389.06,369.55,369.75,372.01
2002-11-01 21:41:54.382000,L7,,,337.01,334.62,208.78,354.52,350.95,349.63,346.18,335.85,342.65,348.34,363.88,363.54,348.69,340.71,329.01,332.61,321.59,328.21,330.08,334.97,348.54,341.06,329.68,354.12,318.18,345.43,312.65,319.14,307.20,325.92,333.98,313.26,325.79,327.67,381.65,366.30,391.28,380.32,370.11,370.48,379.63,318.95,367.51,364.41
2002-11-17 21:42:06.289000,L7,305.40,340.34,343.00,349.16,354.07,350.21,341.89,345.45,335.85,338.53,339.15,353.33,361.25,359.13,344.82,331.84,327.70,332.29,329.27,328.56,332.56,335.61,338.55,345.23,365.09,385.43,402.84,352.24,327.24,359.47,351.92,328.54,327.51,355.63,367.94,331.46,375.02,379.97,363.95,368.96,347.31,352.35,379.14,367.30,364.88,371.36
2003-01-20 21:42:33.373000,L7,,318.14,320.28,316.30,312.21,299.91,303.18,316.13,309.51,310.09,299.77,318.42,317.00,293.37,294.01,288.53,458.33,457.23,456.12,284.33,279.86,213.23,220.75,223.56,227.90,231.14,288.82,298.69,420.38,452.08,432.35,283.24,282.95,276.33,313.62,314.60,322.36,395.68,393.11,376.84,361.58,312.40,306.54,354.49,350.49,349.96
2003-02-05 21:42:41.878000,L7,,332.87,352.27,359.16,357.04,353.48,344.19,350.59,344.39,349.06,350.90,376.51,385.58,377.30,361.24,350.08,337.81,345.66,342.58,297.72,412.45,404.62,356.26,289.36,304.49,302.35,307.89,304.47,272.35,283.55,294.92,295.06,293.66,302.10,321.83,322.11,409.58,408.76,404.23,394.01,432.16,415.85,381.66,364.18,373.49,372.41
2003-02-21 21:42:44.547000,L7,,,335.71,224.52,346.20,343.30,338.96,346.68,337.37,342.83,343.14,359.65,356.51,361.42,340.27,329.58,323.29,332.70,326.27,447.01,428.43,477.32,462.43,343.62,353.70,349.10,335.01,325.83,323.05,348.87,344.88,329.63,324.11,352.48,350.01,337.04,333.85,313.06,321.19,332.62,331.86,322.73,325.49,374.74,369.82,365.87
2003-05-12 21:42:48.091000,L7,,,,,,,,,328.35,321.58,339.13,341.02,360.27,356.30,340.47,328.00,322.39,323.21,305.34,320.71,327.65,330.44,353.00,338.31,339.54,344.77,331.92,340.34,316.61,358.07,342.43,342.08,322.56,345.78,355.36,383.09,379.21,375.03,348.70,374.97,336.34,360.23,378.28,371.83,367.10,373.63
2003-05-28 21:42:46.560000,L7,,,,,,,,,,,,,357.93,365.26,358.39,336.28,330.35,379.87,349.81,333.57,330.41,369.51,374.80,357.44,392.15,365.32,351.81,353.08,410.66,465.24,420.83,355.12,353.54,404.94,342.41,436.66,423.14,413.66,338.72,337.14,332.90,377.99,386.76,378.27,376.68,387.50
2003-09-25 21:31:42.973000,L5,278.85,332.15,334.36,343.48,345.58,337.26,335.35,336.88,337.56,330.37,340.72,352.38,360.71,350.85,343.38,327.65,320.50,316.03,306.24,315.51,317.30,322.70,330.92,336.61,338.53,340.19,337.72,337.59,317.35,352.20,336.74,321.26,317.70,336.25,347.54,357.95,361.33,360.36,345.98,344.28,341.89,355.42,373.84,366.70,366.49,371.33
2003-11-28 21:32:34.027000,L5,337.69,347.52,344.56,353.37,349.45,348.05,343.84,352.71,347.57,347.04,344.75,359.15,367.41,364.20,348.00,337.84,336.55,342.88,345.82,341.41,347.24,352.83,355.63,353.23,351.84,356.92,343.38,342.67,330.56,356.77,348.12,325.52,325.20,352.23,359.86,368.85,377.71,380.93,375.79,370.67,369.11,374.04,384.26,369.00,359.04,363.41
2003-12-14 21:32:38.364000,L5,355.39,362.45,358.47,369.06,362.66,358.53,357.53,366.70,362.12,364.18,357.84,378.61,386.36,381.66,367.14,354.15,361.78,366.45,373.18,371.99,378.08,377.73,378.17,373.52,381.47,387.07,356.41,353.06,355.16,388.47,382.83,357.61,347.37,372.14,371.39,378.61,396.93,399.55,393.03,389.17,384.12,390.19,394.39,385.67,362.44,375.03
2003-12-30 21:32:48.382000,L5,306.02,318.20,307.54,313.61,309.81,300.01,306.41,316.91,311.33,307.36,308.72,319.89,324.30,318.84,302.98,289.22,281.16,257.07,273.33,278.98,281.92,291.70,298.25,299.15,297.93,298.77,289.50,288.60,278.88,287.39,191.24,200.60,188.49,,,,,,,,,219.04,337.13,258.69,342.17,317.92
2004-01-15 21:32:50.035000,L5,322.40,330.95,334.43,332.87,336.31,322.04,325.46,324.49,312.16,312.50,315.31,305.21,259.05,,,,,,,,,,,,,,,,,,,,,,,,,332.06,317.75,344.90,349.14,341.84,365.72,353.23,359.67,363.70
2004-05-06 21:34:22.023000,L5,207.09,272.00,,179.47,190.26,208.95,194.87,355.96,355.27,357.21,356.16,387.59,390.02,378.35,368.02,365.05,364.70,357.77,358.85,356.14,364.40,362.37,366.93,363.81,362.73,372.71,356.65,354.36,336.79,359.88,357.22,342.90,341.25,368.76,376.53,384.30,388.21,403.76,383.18,383.40,377.45,376.47,383.46,372.66,369.47,377.86
2004-06-23 21:35:46.683000,L5,277.56,299.14,,,,168.94,202.20,177.07,343.49,,,,,364.14,350.38,328.50,338.15,344.60,344.40,344.83,345.04,357.36,354.33,359.34,360.24,365.73,346.69,349.57,341.65,373.44,355.20,346.15,353.53,377.06,378.32,376.38,378.45,380.68,376.31,369.94,363.25,370.03,385.22,373.21,370.57,381.20
2004-07-25 21:36:37.854000,L5,,,,,165.87,210.26,178.34,324.04,356.46,355.03,,,375.90,366.97,362.20,345.28,353.52,352.68,351.44,367.40,371.44,386.29,389.47,369.23,376.02,366.36,359.14,394.14,376.52,404.82,413.08,374.47,357.43,380.19,372.53,375.13,380.05,380.18,382.01,370.47,366.65,374.17,392.34,375.39,381.43,390.67
2004-08-10 21:36:56.635000,L5,,,,,165.03,186.47,175.90,237.29,331.66,334.20,333.70,350.82,359.64,359.29,337.40,330.72,323.10,322.68,308.05,322.65,326.45,328.29,338.29,331.58,332.38,337.99,332.62,328.71,316.02,346.54,338.84,322.19,320.62,347.73,355.35,364.71,368.42,370.14,362.01,348.31,339.77,353.78,373.96,365.61,365.26,374.44
2004-09-11 21:37:49.351000,L5,509.08,478.30,444.35,497.79,430.64,436.73,,,,,,,,,279.19,295.44,297.22,278.43,277.03,288.52,296.37,307.53,315.48,311.89,306.31,307.00,304.72,302.19,291.23,322.55,307.73,300.18,294.72,320.54,320.55,337.02,340.41,343.73,312.86,313.59,317.29,323.58,350.20,346.52,343.99,358.52
2004-10-13 21:38:32.826000,L5,,,,,258.29,194.05,163.84,234.47,277.98,223.59,235.92,231.15,259.03,215.87,295.30,287.44,280.05,255.30,257.22,271.01,262.55,277.73,296.57,303.35,287.55,275.82,276.35,272.47,270.83,304.31,281.06,280.76,252.95,289.62,267.77,283.08,314.28,320.77,289.97,299.24,305.47,303.57,346.32,340.53,337.17,340.90
2005-02-18 21:40:42.163000,L5,334.53,333.33,339.07,336.68,341.82,332.21,330.35,335.43,330.35,326.11,331.45,341.95,347.94,343.51,328.64,323.14,312.72,307.84,291.45,303.65,310.23,320.92,328.54,326.22,325.14,332.63,322.73,321.31,307.28,340.67,323.10,305.60,307.13,329.89,326.34,342.51,347.61,350.77,335.83,341.82,346.46,348.36,366.60,357.67,366.16,368.95
2005-05-09 21:41:19.893000,L5,,,,,,171.06,190.01,349.74,344.50,344.71,342.69,358.41,367.65,370.60,361.02,346.88,344.51,342.05,341.51,346.84,352.41,351.38,358.23,355.71,356.44,363.88,356.40,358.98,354.34,374.11,361.08,342.49,349.31,381.48,366.19,364.41,376.11,373.43,374.73,368.43,360.44,365.19,380.01,378.82,383.54,393.79
2005-05-25 21:41:28.038000,L5,308.99,345.15,330.59,329.57,396.49,310.08,314.43,372.26,381.14,379.48,369.41,388.96,400.32,395.81,408.77,382.69,378.00,498.93,441.12,415.99,390.40,387.33,388.73,399.67,402.93,411.84,404.83,403.51,384.04,397.78,400.08,389.05,374.12,403.56,396.10,390.33,411.38,403.40,447.95,408.44,413.31,413.30,441.51,408.33,399.55,406.23
2005-06-10 21:41:36.102000,L5,,,,,,171.92,197.64,197.94,333.27,323.03,,,348.16,364.53,351.54,340.40,329.10,341.03,336.62,340.21,360.86,356.33,351.63,348.25,351.83,356.03,349.25,353.14,346.49,373.97,357.43,334.57,338.20,360.35,362.51,368.48,375.06,381.85,375.34,359.29,351.08,365.20,385.18,377.42,377.92,387.97
2005-06-26 21:41:40.412000,L5,,,,,170.49,175.27,178.80,185.72,338.89,,,,342.45,348.42,340.43,329.36,330.97,331.33,326.13,332.89,337.10,346.09,345.14,340.20,342.39,342.08,336.43,340.24,324.18,359.69,344.88,326.26,333.17,354.17,364.75,366.87,372.93,371.83,371.91,363.87,352.66,356.48,369.59,366.76,367.40,370.80
2005-07-12 21:41:47.390000,L5,183.69,192.14,217.29,224.80,,172.96,186.78,207.03,331.19,,,,354.67,352.03,341.26,330.28,329.33,329.46,318.93,327.61,331.51,341.59,347.88,347.03,346.95,361.02,352.62,367.81,336.58,365.58,349.80,337.94,328.08,347.08,355.40,356.52,366.93,366.12,369.49,355.43,349.25,359.88,377.21,367.33,373.35,383.36
2005-08-13 21:42:05.358000,L5,,,,,,168.71,182.27,319.06,319.35,310.19,318.04,336.47,346.88,340.66,324.55,316.62,311.58,309.76,300.82,310.48,310.68,311.94,321.05,319.18,318.00,321.37,316.51,311.82,293.70,332.81,326.45,312.52,311.07,333.02,341.46,351.69,359.29,350.77,335.61,325.49,325.36,329.07,354.24,349.74,343.64,355.82
2005-08-29 21:42:10.705000,L5,524.16,485.80,419.51,493.38,468.44,,,304.56,162.15,282.71,262.16,254.47,194.91,323.92,308.41,297.75,291.82,285.74,277.78,294.92,298.40,302.12,315.90,314.58,310.97,309.59,302.78,288.74,272.14,309.49,293.50,287.19,273.41,306.55,310.15,320.91,335.97,316.56,310.95,305.73,316.41,317.97,352.09,350.59,331.58,334.21
2006-01-20 21:44:01.121000,L5,311.44,333.08,334.26,342.90,334.91,333.77,332.77,338.42,331.46,334.64,328.79,353.37,361.32,347.35,354.38,331.03,314.76,309.66,303.14,313.14,320.02,341.95,346.00,351.98,347.06,351.94,335.69,327.78,307.97,340.62,321.39,310.39,313.31,335.63,339.05,345.00,352.82,352.73,332.69,355.93,352.64,353.82,368.63,364.42,359.12,377.18
2006-02-21 21:44:44.561000,L5,338.35,359.74,361.21,360.60,359.21,360.27,357.95,361.96,361.15,361.25,362.37,385.42,384.06,380.17,366.29,366.93,363.94,375.83,371.73,383.69,389.20,388.94,378.99,369.47,374.88,377.20,373.14,372.60,355.45,386.86,370.72,356.45,350.40,370.74,367.95,372.48,380.03,382.75,380.01,374.75,368.78,371.37,379.60,372.06,373.51,385.90
2006-03-09 21:45:04.554000,L5,420.75,334.47,340.04,338.58,344.56,339.02,333.28,340.50,328.19,330.15,328.85,342.60,350.54,347.62,330.08,324.94,314.97,314.68,300.76,315.77,322.12,329.76,337.68,332.10,335.70,342.40,328.06,327.50,312.38,337.37,326.78,310.07,315.62,335.26,336.56,349.09,355.64,352.73,347.43,356.65,349.61,354.15,373.74,377.70,367.17,365.17
2006-04-10 21:45:40.863000,L5,,,,290.24,342.29,216.59,331.12,341.68,328.60,324.46,325.81,342.83,352.42,351.24,335.54,326.94,317.82,314.90,302.49,312.73,318.08,320.72,331.01,325.87,329.06,337.81,329.14,323.75,310.38,342.02,330.88,319.52,318.75,337.96,337.29,353.02,360.83,357.02,348.63,344.38,342.32,344.97,370.18,362.04,369.29,373.24
2006-04-26 21:45:56.580000,L5,512.90,486.73,460.12,452.32,493.18,463.06,181.87,333.49,329.33,324.36,332.79,343.68,354.25,347.00,334.79,329.29,316.76,318.72,304.72,317.99,319.09,327.85,334.51,333.28,331.64,334.65,327.97,324.33,309.30,340.25,329.24,317.95,317.29,339.98,343.03,355.88,365.18,361.69,347.17,348.06,340.03,352.00,372.17,365.75,363.52,373.93
2006-05-12 21:46:09.770000,L5,,,,,,,,,318.28,,302.62,331.67,348.29,343.68,327.12,322.95,305.65,305.87,291.35,312.96,317.91,321.08,332.69,328.36,330.28,336.42,324.99,323.85,312.92,341.19,330.12,316.78,312.47,333.61,344.05,353.22,360.72,363.22,348.89,340.28,339.44,347.80,369.64,364.46,356.07,372.86
2006-06-13 21:46:37.602000,L5,,,,203.90,163.00,201.94,178.02,305.74,341.65,309.69,,,363.47,356.48,351.77,337.87,330.29,336.25,329.09,342.72,337.05,341.37,346.62,355.75,350.18,350.85,344.24,349.76,338.96,360.98,343.78,330.82,326.86,354.70,361.68,367.61,374.97,373.39,369.24,363.73,365.72,372.33,381.82,370.76,371.47,380.38
2006-09-01 21:47:43.231000,L5,301.36,350.21,327.24,373.98,375.92,373.07,367.85,375.28,364.34,362.55,355.80,381.50,387.59,389.09,374.68,357.73,351.92,361.80,357.83,359.64,376.22,366.64,367.93,369.45,368.09,368.74,352.83,351.58,345.70,373.63,372.93,354.45,348.19,369.05,376.82,398.45,403.44,400.83,394.98,385.30,369.37,368.89,376.73,372.30,370.73,384.12
2006-09-17 21:47:54.852000,L5,523.93,494.46,416.43,530.39,473.36,337.99,335.39,340.57,334.20,330.37,335.45,350.69,363.70,354.73,340.27,331.29,323.35,322.29,316.58,323.75,325.51,328.04,333.06,334.34,333.84,338.08,330.99,327.13,311.59,342.90,337.54,321.54,319.47,344.85,350.89,364.14,371.48,367.43,355.62,347.95,338.50,348.66,367.21,361.58,358.43,364.51
2006-12-06 21:48:41.029000,L5,358.71,360.12,368.39,382.23,377.09,382.40,383.02,377.75,368.86,358.34,350.50,368.99,366.49,363.68,355.05,334.39,323.30,322.22,329.20,328.38,324.32,325.18,328.77,330.69,331.36,346.06,358.05,351.26,342.30,357.91,356.22,326.92,322.31,344.59,326.40,343.56,349.98,350.99,353.45,348.15,338.48,332.10,348.46,345.07,341.25,355.46
2011-01-02 21:43:59.020000,L5,470.23,446.74,341.39,340.19,342.59,334.31,331.69,337.16,329.38,334.05,335.74,350.01,352.82,348.36,337.63,325.30,315.18,316.76,307.63,318.90,323.49,333.02,336.56,334.79,323.75,328.97,324.77,320.82,307.97,330.52,325.21,311.20,311.88,332.88,338.59,349.32,361.07,358.51,342.30,356.51,353.28,353.95,361.26,356.16,363.63,366.93
2013-04-29 21:55:51.104000,L8,,,,207.05,234.24,209.09,221.19,320.88,322.89,238.47,247.89,214.89,177.28,156.00,319.46,311.05,298.47,307.34,294.46,303.27,305.07,307.80,319.42,313.40,319.22,322.03,315.11,316.40,299.77,329.23,319.07,305.50,303.64,324.67,331.17,339.14,345.89,336.24,332.34,322.01,320.97,330.06,350.00,340.66,340.44,353.81
2013-05-31 21:56:07.688000,L8,,,,,,,,,,,,,328.55,317.10,196.63,290.63,284.81,267.87,277.46,284.82,287.77,292.91,300.06,301.43,303.60,294.14,264.07,288.19,,,,,231.78,301.24,317.40,327.10,335.54,285.02,303.06,151.52,301.61,293.62,335.56,329.70,327.95,340.37
2013-07-18 21:56:02.364000,L8,,,,,,172.25,181.28,190.70,327.92,315.76,,,351.87,345.71,328.15,316.64,310.54,311.35,296.76,313.31,316.71,321.20,325.87,323.57,323.12,334.40,322.34,320.65,312.39,337.15,331.76,312.93,313.33,328.44,337.75,345.17,372.87,348.64,348.02,316.70,321.99,331.50,361.24,356.86,351.23,369.79
2013-08-19 21:56:06.167000,L8,414.85,414.09,390.84,384.22,376.87,535.40,492.58,337.01,330.09,335.77,333.88,344.23,356.23,352.21,344.00,332.91,315.96,317.69,312.71,319.43,326.15,319.97,330.70,327.40,328.16,337.11,324.57,329.00,308.44,336.94,331.81,317.65,316.47,337.04,341.33,345.98,364.59,361.71,371.48,338.91,333.64,339.15,364.15,355.86,353.50,365.82
2013-10-06 21:55:57.648000,L8,337.22,353.55,360.00,374.97,377.57,377.84,377.19,402.96,389.85,389.29,397.43,400.71,400.28,398.67,387.99,374.04,378.03,380.09,378.63,381.34,385.03,393.95,383.97,387.39,381.21,384.19,377.48,380.48,374.98,389.17,382.39,364.78,374.44,407.46,397.93,392.38,390.40,420.90,430.90,421.60,512.23,494.16,503.60,451.89,426.65,419.30
2014-01-10 21:55:19.190000,L8,340.42,334.87,339.72,335.58,337.10,343.74,331.21,336.09,330.48,326.44,333.11,342.32,355.16,331.56,311.66,302.62,300.74,310.44,298.12,309.20,309.68,322.26,324.62,324.51,319.83,328.82,318.62,319.42,304.50,327.77,324.59,320.19,318.47,335.34,329.58,340.57,355.28,332.68,331.17,350.76,348.79,330.23,360.33,360.29,370.62,272.05
2014-02-11 21:54:56.823000,L8,324.63,324.94,329.30,329.07,342.56,335.03,331.97,336.95,333.44,324.86,332.56,344.52,349.82,341.39,333.14,317.85,310.60,308.50,295.35,306.77,305.84,312.35,320.50,315.12,316.63,323.39,316.20,315.05,301.31,326.77,318.00,306.04,303.55,328.60,327.48,338.34,354.35,348.19,341.32,333.26,330.12,357.99,370.80,358.41,348.25,363.50
2014-02-27 21:54:44.238000,L8,425.26,488.47,397.00,321.41,339.02,326.11,326.18,328.20,321.47,320.77,325.65,335.60,343.96,333.10,323.86,312.42,300.66,309.73,295.84,306.40,307.55,312.83,321.31,316.04,319.41,326.75,319.21,318.75,303.91,330.15,321.77,309.01,309.71,330.81,331.81,340.33,368.97,358.46,338.24,333.86,328.27,331.79,368.27,354.03,352.60,361.35
