dates,satname,nzd0437-0000,nzd0437-0001,nzd0437-0002,nzd0437-0003,nzd0437-0004,nzd0437-0005,nzd0437-0006,nzd0437-0007,nzd0437-0008,nzd0437-0009,nzd0437-0010,nzd0437-0012,nzd0437-0013,nzd0437-0014,nzd0437-0015,nzd0437-0016,nzd0437-0017,nzd0437-0018,nzd0437-0019,nzd0437-0020,nzd0437-0021,nzd0437-0022,nzd0437-0023,nzd0437-0024,nzd0437-0025,nzd0437-0026,nzd0437-0027,nzd0437-0028,nzd0437-0029,nzd0437-0030,nzd0437-0031,nzd0437-0032,nzd0437-0033,nzd0437-0034,nzd0437-0035,nzd0437-0036,nzd0437-0037,nzd0437-0038,nzd0437-0039,nzd0437-0041,nzd0437-0042,nzd0437-0043,nzd0437-0044,nzd0437-0049,nzd0437-0050,nzd0437-0051,nzd0437-0052,nzd0437-0053,nzd0437-0054,nzd0437-0055,nzd0437-0102,nzd0437-0103,nzd0437-0104,nzd0437-0105,nzd0437-0112,nzd0437-0113,nzd0437-0114,nzd0437-0115,nzd0437-0116,nzd0437-0129,nzd0437-0130,nzd0437-0131,nzd0437-0132,nzd0437-0133,nzd0437-0134,nzd0437-0135,nzd0437-0179,nzd0437-0180,nzd0437-0181,nzd0437-0182,nzd0437-0188,nzd0437-0189,nzd0437-0190,nzd0437-0191,nzd0437-0192,nzd0437-0193,nzd0437-0194,nzd0437-0195,nzd0437-0196,nzd0437-0198,nzd0437-0199,nzd0437-0200,nzd0437-0201,nzd0437-0202,nzd0437-0203,nzd0437-0204,nzd0437-0205,nzd0437-0206,nzd0437-0207,nzd0437-0255,nzd0437-0256,nzd0437-0257,nzd0437-0258,nzd0437-0261,nzd0437-0056,nzd0437-0057,nzd0437-0058,nzd0437-0059,nzd0437-0060,nzd0437-0061,nzd0437-0062,nzd0437-0063,nzd0437-0064,nzd0437-0065,nzd0437-0066,nzd0437-0067,nzd0437-0068,nzd0437-0069,nzd0437-0070,nzd0437-0071,nzd0437-0072,nzd0437-0073,nzd0437-0074,nzd0437-0075,nzd0437-0079,nzd0437-0080,nzd0437-0081,nzd0437-0082,nzd0437-0083,nzd0437-0084,nzd0437-0085,nzd0437-0086,nzd0437-0087,nzd0437-0088,nzd0437-0089,nzd0437-0090,nzd0437-0091,nzd0437-0092,nzd0437-0093,nzd0437-0094,nzd0437-0095,nzd0437-0096,nzd0437-0097,nzd0437-0098,nzd0437-0099,nzd0437-0100,nzd0437-0101,nzd0437-0106,nzd0437-0108,nzd0437-0109,nzd0437-0110,nzd0437-0111,nzd0437-0117,nzd0437-0118,nzd0437-0119,nzd0437-0120,nzd0437-0121,nzd0437-0122,nzd0437-0123,nzd0437-0124,nzd0437-0125,nzd0437-0126,nzd0437-0127,nzd0437-0128,nzd0437-0136,nzd0437-0137,nzd0437-0138,nzd0437-0139,nzd0437-0140,nzd0437-0141,nzd0437-0142,nzd0437-0143,nzd0437-0144,nzd0437-0145,nzd0437-0146,nzd0437-0147,nzd0437-0148,nzd0437-0149,nzd0437-0150,nzd0437-0151,nzd0437-0152,nzd0437-0153,nzd0437-0154,nzd0437-0155,nzd0437-0156,nzd0437-0157,nzd0437-0158,nzd0437-0159,nzd0437-0160,nzd0437-0161,nzd0437-0163,nzd0437-0164,nzd0437-0165,nzd0437-0166,nzd0437-0167,nzd0437-0168,nzd0437-0169,nzd0437-0170,nzd0437-0171,nzd0437-0172,nzd0437-0173,nzd0437-0174,nzd0437-0175,nzd0437-0176,nzd0437-0184,nzd0437-0185,nzd0437-0186,nzd0437-0187,nzd0437-0197,nzd0437-0208,nzd0437-0209,nzd0437-0210,nzd0437-0211,nzd0437-0212,nzd0437-0213,nzd0437-0214,nzd0437-0215,nzd0437-0216,nzd0437-0217,nzd0437-0218,nzd0437-0219,nzd0437-0220,nzd0437-0221,nzd0437-0222,nzd0437-0223,nzd0437-0224,nzd0437-0225,nzd0437-0226,nzd0437-0227,nzd0437-0228,nzd0437-0229,nzd0437-0231,nzd0437-0232,nzd0437-0233,nzd0437-0234,nzd0437-0235,nzd0437-0236,nzd0437-0237,nzd0437-0238,nzd0437-0239,nzd0437-0240,nzd0437-0241,nzd0437-0242,nzd0437-0243,nzd0437-0244,nzd0437-0245,nzd0437-0246,nzd0437-0247,nzd0437-0248,nzd0437-0249,nzd0437-0250,nzd0437-0251,nzd0437-0252,nzd0437-0253,nzd0437-0254,nzd0437-0259,nzd0437-0260,nzd0437-0011,nzd0437-0107,nzd0437-0162,nzd0437-0177,nzd0437-0178,nzd0437-0183,nzd0437-0230,nzd0437-0048,nzd0437-0076,nzd0437-0077,nzd0437-0078,nzd0437-0040,nzd0437-0045,nzd0437-0046,nzd0437-0047
1999-09-04 22:00:33.926000,L7,,388.23,512.49,417.84,531.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.11,463.58,499.54,513.06,383.42,351.13,519.20,276.92,155.09,320.27,359.61,445.50,533.35,216.50,253.32,229.01,,218.37,192.53,,411.54,376.06,155.27,492.93,403.07,221.52,521.61,464.55,513.92,386.99,396.67,379.48,389.48,274.39,247.44,464.04,384.10,390.63,260.58,320.52,500.52,473.62,413.36,202.84,524.60,394.72,324.33,311.79,289.12,454.53,386.20,453.33,279.64,227.24,335.33,363.57,449.90,500.66,526.85,255.41,265.88,294.32,282.54,501.66,287.45,298.95,187.30,205.50,247.37,246.23,306.27,345.48,375.35,357.82,226.94,194.61,157.56,214.71,172.69,231.43,212.74,267.85,196.28,376.59,370.61,477.97,503.82,411.47,363.18,520.57,502.02,504.37,364.85,481.73,401.95,416.63,251.73,246.11,185.36,278.75,437.90,220.34,298.82,302.69,207.27,220.81,278.39,438.05,460.43,378.31,362.50,288.84,274.11,289.20,407.80,176.50,232.36,209.85,209.42,189.91,495.60,478.33,388.73,238.56,242.24,197.43,283.12,261.55,256.02,182.73,159.39,147.18,483.71,476.04,439.91,453.65,308.22,257.72,277.96,279.90,285.05,456.79,406.42,249.79,323.20,344.53,364.45,388.00,485.87,194.27,184.61,178.02,197.30,257.82,504.78,274.16,523.83,430.65,522.84,317.06,272.50,345.16,445.28,375.23,340.32,378.05,391.52,420.32,321.42,301.72,511.27,453.37,527.05,522.12,491.22,525.67,492.72,432.25,511.19,394.27,447.01,473.71,476.79,485.12,521.87,476.69,402.21,451.12,415.20,519.82,456.66,483.32,509.05,464.45,483.45,333.78,411.96,,,,,,,,,,,,,,,
1999-09-27 22:06:48.795000,L7,,405.56,518.76,429.24,473.96,542.12,428.95,397.15,516.46,457.71,354.18,389.45,474.77,492.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.30,217.46,240.96,228.55,491.31,230.08,320.07,365.24,338.73,,328.14,360.62,261.71,263.91,440.39,369.45,381.74,,,,,,,,,,,,,,,,,,481.86,357.16,336.77,213.66,321.21,337.80,311.75,244.67,213.63,186.63,189.77,508.55,364.84,321.10,,497.49,469.80,376.62,328.72,180.17,449.31,343.83,,,,,,,,,516.70,316.14,402.17,515.74,478.08,480.79,474.85,526.62,527.46,376.67,371.98,333.03,310.36,,,282.93,302.70,302.73,286.79,382.79,370.50,365.26,257.07,242.68,294.55,409.47,441.47,409.74,401.06,,,482.94,268.96,261.56,217.13,362.58,440.07,220.40,220.20,239.48,243.33,391.74,387.25,487.67,225.65,235.84,238.96,,,,,,,,363.07,341.70,339.27,427.58,297.44,,377.86,528.20,,,,406.18,491.22,,,,,,,,230.24,210.17,239.97,231.67,232.15,,535.24,210.33,354.72,494.17,436.76,,244.63,305.09,329.09,413.20,480.89,434.26,331.53,457.84,492.26,518.77,310.88,320.44,,,512.16,490.16,,,,,331.71,323.39,527.21,418.80,423.44,422.13,431.22,400.56,388.99,355.35,326.74,307.26,344.57,342.87,348.84,361.12,332.81,393.20,367.51,377.00,451.89,377.83,440.91,430.74,355.69,314.38,178.90,188.06,337.03,483.39,484.19,377.13,505.19,354.40,536.31,,,,,,,,
1999-12-09 22:00:33.510000,L7,,,,,,,,,446.12,465.53,313.31,374.67,438.99,483.97,476.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.90,520.21,345.74,365.35,393.01,289.14,434.29,381.56,330.87,422.54,471.46,,381.83,,,,290.47,524.29,464.33,,,,,433.70,502.23,519.89,272.72,524.35,,,,,,,,,,329.56,340.24,318.24,,,355.45,517.37,,,,321.47,283.02,271.29,,,,,,,,,,,,497.46,170.68,190.78,175.74,,,,503.33,410.81,325.52,,,,,213.06,327.21,,,,,,,,,,262.39,323.91,371.06,241.35,531.12,,184.57,357.75,427.65,,,,,,,,,,,,310.26,490.96,452.99,411.83,337.80,327.42,331.12,379.64,339.14,,,293.50,233.81,,315.72,342.24,346.91,441.75,334.48,,374.29,456.35,477.03,,,,,,257.36,,447.64,494.76,310.18,306.35,253.36,283.71,298.78,299.98,526.54,494.09,530.20,352.51,360.83,514.17,189.46,,,,,,,,,,,,,,,,,,,,,307.51,356.50,335.64,,,,,,,175.40,483.34,500.42,,,,,,,,,,280.51,413.86,,172.19,254.43,294.73,,,315.33,233.24,,525.00,459.55,297.58,491.07,,,,,,,,
2000-01-26 22:00:26.187000,L7,,332.60,487.05,,,,,,,,,423.96,511.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.73,376.88,468.13,528.73,488.01,241.68,462.86,451.02,439.13,,375.78,,302.04,397.21,470.04,252.78,262.46,445.76,,,,,,369.62,321.96,448.44,432.85,253.34,207.83,190.49,317.48,500.74,349.17,304.67,296.43,358.36,294.01,288.63,253.57,448.90,220.61,447.51,466.10,258.82,389.32,402.01,346.87,309.02,290.44,,,,,519.56,374.76,455.77,378.14,,,,,304.95,346.58,456.17,,,287.45,184.99,224.73,275.17,261.07,251.36,312.16,349.99,367.06,333.88,317.55,328.96,304.71,286.12,167.06,252.58,,268.24,370.88,343.46,353.29,381.28,407.75,432.71,502.16,467.30,413.45,451.39,381.94,327.04,,,270.02,289.31,271.17,259.41,269.77,211.62,,,469.07,447.57,398.24,211.69,418.55,403.63,412.14,343.34,265.61,329.95,330.35,422.56,482.68,307.76,307.82,295.67,315.27,266.87,330.90,225.02,293.59,463.13,402.88,259.04,322.66,471.00,460.55,198.22,503.74,498.75,499.52,494.93,488.23,490.89,506.19,418.63,485.62,438.81,,,235.94,346.24,,,341.24,380.73,179.88,414.99,482.67,239.38,274.76,439.61,453.47,437.83,515.40,442.16,535.96,506.99,422.79,297.93,392.44,361.68,453.96,285.59,239.59,,,,502.89,503.78,481.72,508.92,486.40,,473.00,527.85,501.57,524.02,440.64,476.51,427.41,381.22,433.08,448.14,457.59,472.93,480.32,452.84,451.53,394.19,405.98,286.26,366.59,528.96,430.02,433.73,,,,,,,,,,,,
2000-02-27 22:00:16.353000,L7,,364.53,491.32,518.61,,,,,,,470.73,392.21,480.19,517.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.78,484.16,474.04,298.81,238.36,476.77,471.39,496.66,489.49,161.86,250.68,467.11,448.49,435.17,360.10,481.15,249.42,312.75,392.39,530.34,220.16,162.96,227.81,,,,,,,378.16,320.99,277.10,258.09,256.08,287.63,437.11,506.00,288.49,298.05,278.75,304.21,276.61,412.59,,370.92,374.73,394.87,459.46,251.72,390.82,214.60,512.73,251.24,166.62,,460.18,337.07,,468.62,279.88,376.62,432.58,293.83,368.19,,328.77,243.24,,,504.41,263.77,372.36,405.81,190.20,274.36,256.19,239.70,318.18,333.11,472.09,434.80,330.68,352.57,330.53,318.00,324.25,318.79,291.96,303.19,399.83,375.14,400.35,394.31,462.84,446.94,239.07,381.77,376.77,505.27,437.49,322.15,,292.98,279.42,293.60,275.12,267.29,272.13,211.88,229.99,235.88,217.50,196.57,189.87,202.37,218.42,209.29,307.92,291.06,310.21,303.53,397.98,531.92,297.94,319.75,,,314.75,263.95,,,,,,440.91,312.13,319.00,462.03,487.43,496.65,476.26,486.24,491.83,483.48,497.74,494.51,469.94,482.24,437.43,,,293.75,349.72,,,530.25,351.85,328.98,456.23,240.39,301.09,230.72,450.96,450.48,435.87,421.65,442.18,517.27,300.64,290.71,285.46,419.25,376.73,388.71,291.75,248.11,297.12,,483.71,461.70,489.12,464.48,414.69,448.06,534.67,510.81,438.78,446.48,373.08,470.08,508.55,393.01,446.09,426.55,425.80,481.67,518.82,497.97,464.09,447.87,386.68,407.02,312.58,374.50,351.14,281.80,298.69,,,,,522.37,149.22,261.97,350.41,,,,
2000-03-30 22:00:09.363000,L7,,377.83,505.13,451.04,485.97,,,,,,525.81,452.90,491.56,517.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.95,474.98,492.10,505.02,246.93,476.84,391.46,510.71,403.67,481.99,330.03,358.04,450.57,398.42,368.08,251.28,223.68,,,,,409.55,380.11,173.38,274.86,266.60,255.07,483.18,433.54,344.81,454.82,455.76,484.99,482.24,365.21,398.37,413.04,330.53,345.96,353.14,413.67,474.97,272.63,219.28,212.70,518.52,502.47,426.47,368.78,249.71,349.10,337.16,458.10,456.21,452.35,315.13,287.27,404.98,488.63,185.32,198.89,256.62,297.99,490.23,270.50,330.21,311.82,190.36,271.15,303.21,279.34,353.98,357.23,494.67,530.08,341.79,359.99,337.08,151.36,168.62,245.31,241.68,226.85,398.73,391.21,406.55,384.57,478.10,528.07,239.27,375.87,375.23,451.45,449.12,326.10,270.24,300.14,350.09,291.94,243.63,264.88,278.03,,283.05,266.17,214.13,203.02,203.44,194.90,191.58,188.92,351.97,503.70,266.61,363.45,335.28,527.76,319.60,327.81,265.42,200.21,316.76,262.82,,186.48,247.99,198.60,181.00,262.23,264.54,193.43,468.75,481.73,,433.60,439.75,458.50,448.09,449.91,417.66,293.68,293.34,449.32,148.60,302.74,220.96,303.63,337.69,405.55,338.52,176.17,229.04,182.70,517.39,362.77,407.73,452.81,455.59,495.35,512.79,471.23,495.64,455.39,401.22,302.74,486.74,485.44,527.04,459.07,521.09,468.14,507.30,527.58,442.51,489.79,474.93,426.25,454.32,467.22,395.44,393.30,362.94,342.99,440.24,396.64,503.71,434.83,385.99,481.94,489.85,495.70,456.06,447.20,442.69,438.80,413.21,196.63,197.81,347.87,301.31,379.36,474.66,505.99,278.60,,,150.47,225.46,167.03,,,,
2000-04-15 21:59:55.745000,L7,,384.26,503.59,342.46,363.13,320.81,267.37,304.63,306.19,322.25,308.57,307.58,317.55,335.50,333.14,406.62,400.02,424.82,422.83,427.89,427.53,407.69,446.19,407.33,203.39,183.68,173.32,172.91,,,,,,,,,,521.55,430.58,,,,,,,,,,,,,,,,,,,246.77,244.66,,,,,,,,365.90,236.05,208.20,183.34,321.33,302.41,341.88,302.50,203.68,210.19,166.15,,,,,,,,,,,,,276.61,243.21,205.38,187.17,162.05,,,,188.89,231.54,280.98,285.59,234.49,185.60,301.11,495.97,487.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.91,257.06,451.54,433.67,496.43,474.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.32,439.78,482.99,361.42,338.23,233.70,371.17,,,258.14,157.60,197.97,268.78,208.97,237.70,266.07,264.18,503.78,270.04,334.91,297.03,257.65,478.18,266.33,320.67,320.23,323.84,164.16,170.35,309.47,380.50,410.15,420.00,414.61,397.24,378.61,341.48,314.89,318.08,306.73,327.35,323.91,292.74,303.71,317.82,329.35,348.75,336.24,346.94,348.46,350.84,360.44,337.30,321.58,168.32,171.05,322.98,,,497.30,450.70,304.70,361.87,,,,,,,,
2000-05-01 21:59:54.563000,L7,,371.05,510.33,513.78,492.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.77,487.23,477.64,472.14,495.50,456.77,498.55,525.17,211.74,219.40,250.51,293.02,280.12,342.00,333.53,509.38,,,,,405.87,401.78,392.87,343.96,212.56,215.63,213.20,285.96,248.74,,247.24,270.96,,,,465.11,407.48,167.29,249.79,389.65,344.12,485.40,433.82,389.51,,,420.39,292.85,225.01,511.90,463.30,488.25,471.06,371.11,206.58,294.49,397.27,240.13,258.79,248.35,220.70,,,494.89,329.73,435.51,190.39,251.38,261.91,248.06,320.10,373.00,371.06,374.66,334.56,205.57,295.21,201.42,320.85,323.43,,,173.51,192.75,360.61,357.35,371.24,421.25,354.95,356.96,503.77,503.93,227.86,232.67,249.79,260.44,248.56,254.59,517.07,463.13,262.57,221.58,293.39,329.37,508.82,464.57,407.86,258.75,259.02,264.37,285.49,356.94,336.29,524.93,433.44,478.54,304.18,265.15,,,,465.28,454.39,,,261.17,272.84,194.88,299.38,,369.60,,488.62,473.30,437.38,462.97,419.67,254.25,261.33,281.88,237.28,451.42,299.87,281.59,317.31,316.75,,384.34,243.64,395.68,388.58,370.55,199.63,273.88,270.36,454.23,443.03,267.55,301.89,423.92,296.13,307.57,366.25,255.09,246.94,419.81,384.33,525.84,521.92,487.09,,524.64,509.64,514.72,,520.15,514.23,530.87,455.51,489.73,437.94,477.61,496.71,505.69,485.17,436.70,478.05,540.08,531.61,517.55,498.66,474.50,,,391.13,196.87,198.08,,,,,,290.32,,,151.92,265.34,175.53,,,,
2000-08-05 21:58:44.520000,L7,,363.86,506.72,400.59,381.61,367.08,301.04,446.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.08,496.08,496.40,517.94,524.24,223.22,215.08,479.60,383.03,519.10,377.04,313.63,263.91,448.45,509.80,434.23,295.24,327.65,,,,,409.40,406.19,379.21,347.21,440.95,381.90,231.63,245.35,229.78,391.78,290.32,296.54,303.56,242.39,501.32,,,,,428.63,432.56,248.23,411.92,199.82,439.31,343.33,325.17,,379.15,493.75,,304.40,335.88,510.64,359.33,283.98,289.89,199.09,221.77,333.63,422.13,519.27,335.42,373.72,257.38,308.80,188.24,253.76,274.68,313.13,334.71,387.24,486.77,,523.22,513.91,516.19,465.48,511.27,443.61,514.38,508.39,487.05,405.03,,,,458.10,217.43,207.01,153.27,171.34,,,,297.76,408.37,253.72,472.98,477.22,369.82,,231.02,297.01,330.89,524.60,430.90,526.39,,531.24,304.51,290.21,280.38,265.22,225.46,439.30,495.53,306.50,,,522.87,503.03,477.29,320.99,249.47,261.31,275.47,428.97,,,246.89,,,,,,,,,,,469.42,423.57,253.79,283.23,217.41,203.97,401.46,230.53,179.95,163.55,172.42,202.91,268.23,303.22,452.92,451.06,294.73,508.42,370.44,336.51,355.41,334.83,313.62,339.74,328.82,378.41,172.52,431.04,396.92,416.88,,521.27,489.64,521.57,475.90,482.45,494.11,516.20,334.43,352.82,500.49,514.87,501.27,503.19,468.04,477.90,506.16,376.50,501.71,504.45,458.02,433.98,458.85,,498.50,512.73,,187.35,318.10,,,,,,498.77,199.71,172.77,,,,
2000-11-09 21:57:57.236000,L7,,,,,,,,,,421.00,472.82,394.61,455.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.48,348.41,342.99,256.55,337.31,219.49,344.84,368.82,328.20,309.51,,,388.88,409.33,393.48,404.08,444.68,,,,,416.91,396.35,395.74,328.00,320.32,405.64,508.44,,,508.39,486.60,495.18,430.78,294.50,263.68,237.38,,376.93,375.49,,,,,,353.86,319.40,196.49,,,,,,,,,,,525.25,209.94,160.13,189.79,158.77,404.26,264.79,375.35,485.87,413.87,432.36,425.01,243.50,319.79,347.92,251.20,318.41,171.12,322.41,309.28,273.85,283.62,,,,,,,258.25,294.02,176.24,178.02,182.33,296.28,187.91,274.64,,,,,292.96,257.76,247.81,250.46,,,,454.98,454.66,397.93,345.99,450.48,380.26,303.54,286.00,335.34,269.50,451.22,199.51,228.45,218.42,211.70,207.92,505.72,263.40,229.24,368.67,435.70,276.61,170.08,450.14,416.23,193.22,,,,471.35,471.94,424.35,420.57,405.12,183.37,282.73,285.07,449.78,293.87,484.34,352.61,353.24,345.28,385.14,,434.20,531.69,409.39,488.05,285.65,245.25,449.18,449.43,305.14,345.81,,,397.41,413.31,329.38,428.35,455.11,,459.74,462.37,296.73,305.70,,518.75,490.33,450.33,507.00,526.44,476.65,515.60,411.20,440.45,464.39,,,,526.42,430.57,424.83,501.07,524.37,,,,,,,,479.44,217.49,380.44,423.93,425.00,298.61,411.68,,175.90,403.73,368.10,,,,
