dates,satname,nzd0115-0000,nzd0115-0001,nzd0115-0047,nzd0115-0048,nzd0115-0049,nzd0115-0050,nzd0115-0051,nzd0115-0052,nzd0115-0053,nzd0115-0054,nzd0115-0055,nzd0115-0056,nzd0115-0057,nzd0115-0058,nzd0115-0062,nzd0115-0063,nzd0115-0064,nzd0115-0065,nzd0115-0066,nzd0115-0067,nzd0115-0068,nzd0115-0069,nzd0115-0070,nzd0115-0071,nzd0115-0072,nzd0115-0073,nzd0115-0074,nzd0115-0075,nzd0115-0076,nzd0115-0077,nzd0115-0078,nzd0115-0079,nzd0115-0080,nzd0115-0081,nzd0115-0082,nzd0115-0083,nzd0115-0084,nzd0115-0085,nzd0115-0086,nzd0115-0087,nzd0115-0088,nzd0115-0089,nzd0115-0090,nzd0115-0091,nzd0115-0092,nzd0115-0093,nzd0115-0094,nzd0115-0095,nzd0115-0096,nzd0115-0097,nzd0115-0098,nzd0115-0099,nzd0115-0100,nzd0115-0101,nzd0115-0102,nzd0115-0107,nzd0115-0108,nzd0115-0109,nzd0115-0110,nzd0115-0111,nzd0115-0112,nzd0115-0113,nzd0115-0114,nzd0115-0115,nzd0115-0116,nzd0115-0117,nzd0115-0118,nzd0115-0119,nzd0115-0120,nzd0115-0121,nzd0115-0122,nzd0115-0140,nzd0115-0141,nzd0115-0142,nzd0115-0143,nzd0115-0144,nzd0115-0146,nzd0115-0147,nzd0115-0148,nzd0115-0149,nzd0115-0150,nzd0115-0151,nzd0115-0155,nzd0115-0156,nzd0115-0157,nzd0115-0158,nzd0115-0159,nzd0115-0160,nzd0115-0161,nzd0115-0162,nzd0115-0163,nzd0115-0164,nzd0115-0165,nzd0115-0166,nzd0115-0167,nzd0115-0168,nzd0115-0169,nzd0115-0170,nzd0115-0172,nzd0115-0173,nzd0115-0174,nzd0115-0175,nzd0115-0176,nzd0115-0177,nzd0115-0178,nzd0115-0179,nzd0115-0002,nzd0115-0003,nzd0115-0014,nzd0115-0015,nzd0115-0016,nzd0115-0017,nzd0115-0018,nzd0115-0019,nzd0115-0020,nzd0115-0021,nzd0115-0022,nzd0115-0025,nzd0115-0026,nzd0115-0027,nzd0115-0028,nzd0115-0029,nzd0115-0030,nzd0115-0031,nzd0115-0032,nzd0115-0033,nzd0115-0034,nzd0115-0035,nzd0115-0036,nzd0115-0037,nzd0115-0038,nzd0115-0039,nzd0115-0040,nzd0115-0041,nzd0115-0042,nzd0115-0043,nzd0115-0044,nzd0115-0045,nzd0115-0046,nzd0115-0059,nzd0115-0060,nzd0115-0061,nzd0115-0103,nzd0115-0104,nzd0115-0105,nzd0115-0106,nzd0115-0004,nzd0115-0005,nzd0115-0006,nzd0115-0007,nzd0115-0008,nzd0115-0123,nzd0115-0124,nzd0115-0125,nzd0115-0126,nzd0115-0127,nzd0115-0128,nzd0115-0129,nzd0115-0130,nzd0115-0131,nzd0115-0132,nzd0115-0133,nzd0115-0134,nzd0115-0135,nzd0115-0136,nzd0115-0137,nzd0115-0138,nzd0115-0139,nzd0115-0145,nzd0115-0152,nzd0115-0153,nzd0115-0154,nzd0115-0171,nzd0115-0010,nzd0115-0011,nzd0115-0012,nzd0115-0013,nzd0115-0023,nzd0115-0024,nzd0115-0009
1999-08-26 22:04:44.971000,L7,,,184.98,234.51,266.49,254.24,,,,256.43,315.57,304.37,309.44,313.75,278.11,270.96,268.71,377.58,383.71,330.62,486.49,472.18,444.25,473.14,483.84,497.07,492.61,358.58,490.14,500.04,458.44,454.14,476.56,475.70,482.28,482.34,453.19,375.79,301.23,292.03,392.75,371.15,420.49,534.86,522.80,497.98,360.44,296.38,403.83,440.53,344.23,332.28,415.84,382.37,,461.43,366.91,354.70,304.23,354.97,384.07,,439.71,487.38,475.23,466.43,465.04,411.03,411.37,203.52,410.85,261.55,265.07,260.30,229.44,529.01,536.84,498.44,531.57,394.81,509.16,467.64,326.67,329.34,334.59,342.92,255.15,549.25,447.55,455.52,509.13,261.46,269.24,258.45,286.94,393.99,402.35,404.32,417.33,416.41,406.87,416.74,424.05,429.99,424.00,416.95,,,,,,,,272.12,282.46,297.38,,,,,,,,,,,,,,,,,,206.74,200.92,224.39,227.53,188.75,,326.39,246.10,278.79,,,391.06,423.14,,,,,,404.85,410.96,207.68,248.35,368.35,355.75,379.86,469.47,470.59,417.23,252.15,504.63,525.12,530.17,475.11,278.74,276.00,541.16,241.92,294.51,315.18,408.76,,,,,,,
1999-09-27 22:04:48.949000,L7,,,532.29,428.99,,301.42,419.81,,,,,,,,380.39,225.37,239.44,231.77,,,,,,,,,,,,,,,,,,447.18,356.69,368.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.33,238.59,259.04,252.79,265.83,274.52,275.79,276.57,278.91,291.95,277.21,287.19,305.57,317.79,313.53,315.89,335.38,338.32,346.79,353.77,353.92,364.32,368.21,371.98,369.27,363.41,375.19,389.62,383.64,388.09,399.74,396.00,391.01,407.08,396.89,,,,,,,,,,296.09,311.00,,,402.16,386.50,,,,,,,473.39,462.43,490.71,191.18,212.55,255.35,255.19,212.20,,559.10,489.16,483.00,,,,,,,,,368.51,325.20,,,,,,,184.66,216.55,204.16,193.78,207.46,213.17,204.22,202.35,211.49,219.27,221.39,224.25,227.31,258.21,231.61,237.06,266.57,382.36,,,,,,,
1999-11-14 22:04:42.286000,L7,,,381.92,334.94,327.59,341.57,338.63,359.08,387.96,363.66,500.82,413.50,377.43,425.39,389.73,429.22,449.03,460.30,514.16,,,,,557.33,519.09,497.46,430.68,373.91,505.75,402.87,422.81,,,,,,,,,,,,,,,,,,504.14,509.27,474.40,457.16,535.15,497.44,,375.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.16,222.86,210.47,225.54,238.73,227.27,,,,260.97,290.19,305.71,309.64,306.11,465.75,463.21,393.89,,,346.05,389.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01-01 22:04:37.439000,L7,,,,,,,,363.30,393.04,215.00,305.21,298.17,275.01,404.73,317.81,320.52,356.42,353.82,347.98,339.55,375.41,394.95,415.60,391.62,371.56,386.79,379.13,395.87,410.61,445.44,440.32,418.55,422.37,436.29,454.41,442.75,435.31,308.98,302.42,309.66,318.04,279.75,326.63,309.28,328.06,499.81,500.77,505.50,536.53,504.43,493.78,467.40,476.31,475.78,493.00,360.94,328.04,343.49,352.37,494.17,524.36,539.19,404.59,384.26,416.16,374.41,416.99,413.97,433.23,482.77,427.54,497.53,514.15,511.65,,495.45,516.89,524.49,547.99,,,,540.97,489.84,498.34,493.78,494.22,544.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.59,437.93,382.23,505.35,512.01,532.92,521.98,,,,,,411.33,422.90,412.39,,,,428.41,457.71,480.40,473.49,484.70,490.27,,,,,504.89,507.72,,,,,,,,,,,
2000-01-17 22:04:35.821000,L7,,,292.76,,,,,,,,,,,,,,,,,,,,,537.03,556.87,,,,,,,,,,,,,,193.96,377.22,410.82,454.19,376.39,453.64,453.60,458.36,323.03,235.82,408.63,401.50,187.45,206.94,270.75,208.20,210.21,213.11,224.41,217.53,220.03,354.73,322.88,228.08,218.99,238.77,248.36,258.99,260.24,258.80,263.47,266.42,278.30,341.00,342.21,352.19,393.76,349.22,352.37,356.58,282.26,480.16,433.95,376.45,383.56,396.34,403.34,404.81,401.97,404.69,413.13,417.57,433.27,435.95,437.93,449.59,455.54,458.87,452.89,454.16,400.92,472.02,322.18,476.64,476.60,466.32,475.54,465.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.99,209.28,240.16,260.98,264.22,274.27,,,,215.85,213.87,,209.29,,,,,,284.54,284.10,439.14,518.91,490.88,357.62,499.77,222.06,223.71,320.77,519.51,490.77,320.93,320.57,328.43,331.95,333.65,351.46,,343.18,371.01,467.08,,,,,,,
2000-02-18 22:04:29.218000,L7,,,,,,,324.14,386.74,336.28,,,,,,243.34,257.72,,260.04,256.03,296.81,287.45,,,,,,,,,,,,,200.78,455.18,507.59,,387.11,256.57,300.02,406.60,,413.38,422.61,435.97,304.52,482.28,,,,,,,,,,,,,326.32,337.42,,,,,533.65,548.13,545.65,267.66,273.02,275.07,184.38,286.46,264.39,294.24,275.78,295.99,340.57,277.16,183.68,,316.46,,,,297.95,406.25,377.49,349.40,354.69,360.78,360.05,368.69,374.70,376.84,380.85,374.10,385.06,405.27,395.28,404.39,413.75,420.30,419.65,413.71,410.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.25,249.16,,,,,,,,,,381.57,,276.23,271.59,307.51,300.88,299.24,313.67,297.27,250.57,,,,,,,,267.79,301.66,,,407.37,,,,,,,
2000-09-13 22:02:26.190000,L7,,,328.74,321.08,346.58,341.37,346.09,382.05,371.22,397.58,,,,,465.17,543.91,481.19,507.42,444.12,343.15,315.59,328.93,382.70,392.01,404.70,346.32,344.17,338.85,372.99,347.33,321.28,367.78,393.83,392.71,194.17,213.87,217.71,235.39,225.69,191.11,460.78,430.43,437.70,448.34,404.81,489.19,489.46,494.26,467.46,461.99,470.86,487.31,469.13,464.35,358.05,206.18,208.27,419.59,373.29,390.31,395.48,397.64,347.60,339.89,176.54,451.95,441.31,416.86,478.91,387.04,403.66,374.12,372.78,394.76,530.90,475.50,383.23,460.83,462.87,297.41,489.48,515.87,471.03,489.09,507.15,463.17,533.87,,,,,,,,,,,,512.79,504.93,509.06,477.31,455.48,,,,,,,,,,,,,474.10,433.63,480.03,434.19,,,,,,,,,,,206.00,244.80,232.78,255.31,281.56,319.27,438.86,470.37,388.03,349.43,,285.19,453.54,427.60,453.53,224.54,229.40,,,,,,412.13,331.73,434.32,422.42,411.69,432.11,436.06,240.85,429.36,423.46,410.39,348.24,359.04,391.98,269.23,341.05,364.28,472.23,503.55,497.27,528.00,502.92,,,,,471.80,439.65,
2000-10-15 22:01:56.204000,L7,,,,,,,,,,255.38,254.98,250.43,294.34,277.98,312.48,353.76,244.07,263.97,288.54,301.47,419.66,413.99,285.65,279.79,280.52,287.26,279.40,302.76,310.47,398.87,409.38,413.54,322.08,360.37,432.90,470.66,466.69,436.03,467.98,405.35,352.74,237.83,438.25,432.89,437.18,462.87,463.27,411.85,373.84,320.59,290.63,392.86,401.10,327.90,484.01,376.88,376.15,387.95,363.27,399.30,434.08,329.88,475.60,182.84,205.10,211.53,213.29,224.58,168.67,191.82,224.12,428.21,347.44,483.24,465.21,384.73,549.69,488.87,471.76,498.96,542.46,449.76,510.58,487.60,516.93,493.61,502.27,442.17,515.05,527.04,197.41,266.92,256.30,521.48,516.73,327.80,545.07,481.03,493.78,449.07,450.98,440.27,448.78,450.47,,446.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.82,272.23,325.98,468.45,352.02,356.17,367.07,,,,,,234.80,243.32,245.80,247.86,253.76,254.08,259.33,247.13,341.71,332.90,262.94,273.01,276.88,280.54,286.76,280.92,470.07,531.00,497.20,490.02,515.98,516.89,,,,,,,
2001-01-03 22:02:12.432000,L7,536.27,468.87,237.83,272.77,262.89,309.47,304.87,315.89,322.30,519.02,536.25,506.28,538.56,508.85,505.94,537.31,525.68,411.04,438.92,489.70,424.44,452.04,463.42,419.94,445.29,465.43,458.28,471.35,479.16,504.56,523.91,459.24,537.45,379.42,361.52,413.51,400.04,368.93,488.23,548.84,538.25,519.35,562.57,499.92,525.07,507.32,413.41,232.32,414.53,426.64,480.67,465.61,244.01,250.99,254.16,523.22,450.88,276.04,267.11,259.20,263.67,249.69,215.99,244.31,256.31,252.60,522.09,417.97,374.67,515.73,554.37,296.96,512.13,455.48,526.18,537.36,504.87,491.20,305.32,251.91,512.09,443.49,404.83,391.32,375.38,292.34,213.68,504.32,519.48,371.67,280.99,341.03,374.94,357.07,332.79,319.18,304.40,177.53,520.63,520.83,531.44,465.43,534.80,537.55,511.22,511.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-24 22:01:59.719000,L7,,,,,,,,,,,,,237.97,259.56,278.43,314.77,334.84,317.31,367.73,367.10,176.07,194.30,236.53,195.56,262.09,268.99,351.02,375.32,384.62,394.19,192.44,355.94,338.75,223.81,349.41,,,286.23,319.64,327.62,339.22,424.18,427.59,432.13,248.40,184.36,184.35,180.30,190.10,195.54,263.00,270.26,245.55,273.78,287.12,244.70,353.72,343.63,346.99,424.06,351.84,396.88,433.85,246.51,476.89,260.84,270.77,313.33,284.89,307.78,321.69,402.44,526.12,428.72,386.23,535.32,440.94,480.82,486.12,367.38,426.66,416.95,489.71,481.38,537.97,551.79,,524.14,508.88,468.75,473.81,467.78,457.61,483.21,490.79,481.47,509.35,513.03,,542.51,517.14,490.22,478.70,474.90,483.20,493.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.00,253.70,259.76,284.79,205.81,218.98,225.39,,,,,,348.23,339.35,331.94,323.05,299.61,466.78,439.18,476.89,511.21,412.38,427.12,310.95,403.48,407.59,480.87,514.87,327.03,527.44,312.22,411.20,396.00,,,,,,,,
