dates,satname,nzd0250-0000,nzd0250-0001,nzd0250-0002,nzd0250-0003,nzd0250-0004,nzd0250-0005,nzd0250-0006,nzd0250-0007,nzd0250-0008,nzd0250-0009,nzd0250-0010,nzd0250-0011,nzd0250-0012,nzd0250-0013,nzd0250-0014,nzd0250-0015
1999-12-25 21:58:52.197000,L7,254.15,238.04,199.28,,,,,,,,,,,,,
1999-12-25 21:59:16.152000,L7,255.56,210.16,,,,,,,,,,,,,,
2000-02-27 21:58:40.521000,L7,290.56,262.97,239.89,229.51,231.95,264.10,246.37,242.29,255.10,217.62,,,,,,
2000-02-27 21:59:04.477000,L7,506.99,449.25,449.03,485.64,539.02,340.68,314.93,536.74,531.96,477.90,471.24,477.23,481.56,498.57,503.25,551.86
2000-03-14 21:58:35.291000,L7,285.21,269.00,257.18,226.13,221.87,271.71,266.42,263.54,266.24,261.58,255.64,252.95,258.35,229.34,284.97,278.17
2000-03-14 21:58:59.247000,L7,260.44,239.74,233.20,208.44,199.01,200.52,226.23,,,,,,,,,
2000-03-30 21:58:33.541000,L7,300.16,279.82,259.20,231.19,230.94,275.97,262.29,271.41,271.19,270.33,263.00,258.24,283.45,297.69,295.21,287.60
2000-03-30 21:58:57.484000,L7,300.45,281.60,259.75,232.07,230.04,276.08,262.05,270.95,270.26,269.13,264.30,258.76,283.08,296.21,296.80,286.53
2000-07-04 21:57:38.483000,L7,281.10,263.97,255.88,227.47,200.76,263.69,247.37,237.19,261.19,261.49,243.13,222.40,202.28,188.37,,
2000-07-04 21:58:02.420000,L7,280.06,261.77,257.27,226.40,196.81,257.43,240.53,234.15,253.56,258.06,238.47,219.78,198.98,189.19,,
2000-08-05 21:57:08.715000,L7,269.03,257.69,199.84,188.25,201.67,,,,,,,,,,,
2000-09-22 21:56:29.431000,L7,,553.50,490.01,524.64,531.42,547.33,534.62,488.27,469.40,517.36,513.72,522.04,523.53,515.01,493.15,493.69
2000-09-22 21:56:53.357000,L7,285.04,274.77,,,241.90,274.92,268.93,266.72,252.41,257.60,257.33,259.00,261.60,283.71,295.12,226.16
