dates,satname,nzd0319-0000,nzd0319-0001,nzd0319-0002,nzd0319-0003,nzd0319-0004,nzd0319-0005,nzd0319-0006,nzd0319-0007,nzd0319-0008,nzd0319-0009,nzd0319-0010,nzd0319-0011,nzd0319-0012,nzd0319-0013,nzd0319-0014,nzd0319-0015,nzd0319-0016,nzd0319-0017,nzd0319-0018,nzd0319-0019,nzd0319-0020,nzd0319-0021,nzd0319-0022,nzd0319-0023,nzd0319-0024,nzd0319-0025,nzd0319-0026,nzd0319-0027,nzd0319-0028,nzd0319-0029,nzd0319-0030,nzd0319-0031,nzd0319-0032,nzd0319-0033,nzd0319-0034,nzd0319-0035,nzd0319-0036,nzd0319-0037,nzd0319-0038
2000-04-13 22:11:30.253000,L7,,,,,203.03,245.04,286.66,362.26,371.85,376.37,374.81,369.99,373.86,361.78,373.88,394.05,416.55,414.56,442.84,407.15,410.72,397.11,424.43,358.44,319.78,354.27,372.35,249.84,252.08,309.14,304.75,467.01,458.13,360.53,336.60,398.28,336.03,297.03,284.60
2000-05-08 22:05:09.063000,L7,320.28,393.54,349.61,348.68,362.96,349.33,350.93,390.26,409.93,411.09,413.71,425.40,353.41,364.14,392.72,388.15,392.09,422.11,428.45,413.83,426.43,456.20,461.34,486.37,408.85,393.52,396.78,418.15,402.03,467.87,378.95,357.82,351.63,346.68,322.53,543.66,522.34,549.49,512.98
2000-05-15 22:11:18.345000,L7,,,,,,278.45,274.79,315.50,314.85,302.50,298.28,302.46,265.83,315.85,260.20,,270.00,284.01,252.95,324.91,314.37,306.51,318.57,312.83,319.55,320.90,322.57,241.99,336.70,330.32,332.64,322.58,317.61,315.98,270.52,355.68,304.63,307.26,284.59
2000-08-03 22:10:19.936000,L7,,,,247.73,251.36,283.50,307.32,415.09,421.86,357.11,366.64,440.38,373.01,416.92,427.26,435.10,418.58,425.82,424.25,420.55,403.74,515.84,543.46,440.75,332.37,366.38,469.26,501.38,513.06,489.92,507.24,484.02,457.85,467.21,486.78,507.27,508.87,530.99,538.14
2000-08-12 22:04:05.961000,L7,,,,,,,239.64,211.55,235.82,252.04,219.79,189.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-13 22:03:38.044000,L7,,,,,205.03,272.21,295.39,324.99,320.64,300.05,283.44,262.81,270.19,267.73,262.48,218.49,315.89,314.01,329.68,329.04,308.40,308.55,368.91,337.90,311.29,328.77,349.05,353.71,355.72,344.16,317.09,319.25,304.06,298.50,274.71,396.87,414.13,475.55,275.09
2000-09-20 22:09:39.085000,L7,340.34,361.33,423.00,330.50,438.28,444.42,446.76,419.32,420.44,425.62,458.45,371.73,351.92,363.55,272.22,499.04,496.70,538.34,446.25,448.03,482.22,367.94,363.31,376.61,352.99,409.47,520.53,509.57,464.04,453.00,325.19,413.69,415.03,358.16,416.15,438.52,447.98,453.54,533.62
2000-10-31 22:03:22.696000,L7,342.53,340.49,361.69,357.44,337.65,360.61,437.28,425.89,437.80,315.42,299.68,287.44,281.86,278.64,263.91,218.95,293.79,290.30,309.29,324.73,318.98,301.80,319.14,310.77,314.27,326.61,359.83,354.46,349.91,340.39,336.78,311.62,297.02,241.72,242.30,356.56,339.63,301.97,288.41
2001-01-03 22:03:24.303000,L7,204.56,315.99,328.61,279.71,267.30,475.41,523.73,529.64,492.85,488.90,,500.83,515.06,507.39,519.18,537.43,479.29,498.95,487.90,455.42,497.85,506.40,539.89,436.43,446.06,522.59,548.34,,,,,,,,,,,,
2001-01-10 22:09:39.742000,L7,,276.06,311.26,330.72,342.30,352.84,353.57,347.78,344.84,343.20,337.86,322.68,356.26,425.95,430.54,439.96,451.71,423.67,453.97,442.96,443.78,467.69,418.80,426.45,427.83,468.04,461.59,452.02,462.50,,,,,,,,,,
2001-01-19 22:03:31.103000,L7,438.63,510.47,499.29,507.97,478.84,403.56,481.42,287.72,282.09,281.02,278.28,267.88,266.15,262.93,239.67,307.63,315.33,313.80,326.71,424.27,,465.53,493.98,,,523.53,421.00,513.39,464.18,512.98,291.86,329.31,328.52,328.17,329.34,,351.45,341.79,335.58
2001-02-20 22:03:24.667000,L7,,311.04,344.33,348.60,356.02,364.79,333.48,277.43,273.28,269.39,265.46,232.09,256.63,251.37,392.23,356.58,325.87,413.07,385.50,376.96,388.06,404.88,409.17,339.75,401.41,385.74,374.36,364.10,382.98,379.92,361.89,378.19,369.08,386.54,384.27,291.48,243.07,267.55,235.65
2001-03-15 22:09:27.936000,L7,,,,,198.20,233.71,278.90,274.48,269.54,271.97,267.27,221.21,258.37,230.60,,,239.99,274.48,229.67,316.62,192.97,248.98,295.87,275.35,326.53,331.38,359.47,357.04,,,,292.21,272.06,312.94,386.19,332.34,245.54,333.74,335.02
2001-03-31 22:09:19.667000,L7,514.61,396.89,366.29,360.68,491.20,492.79,510.56,494.36,467.73,460.35,449.22,383.87,440.32,463.79,361.32,361.51,488.86,414.57,363.86,388.94,447.54,477.47,455.55,487.38,481.60,471.40,432.47,401.81,383.46,345.67,375.67,387.94,359.86,348.20,329.14,544.69,551.79,298.24,286.15
2001-05-27 22:02:48.377000,L7,,,,,209.71,281.90,306.26,333.07,359.92,341.18,331.36,328.07,375.34,385.56,399.06,322.63,329.00,377.92,391.75,361.24,355.93,333.32,326.39,332.53,332.11,372.04,379.98,377.28,384.98,366.55,349.95,335.26,327.50,314.52,297.09,395.90,367.44,373.42,377.86
2001-06-19 22:08:41.548000,L7,,,,,,264.86,277.90,337.70,312.10,320.83,300.11,268.51,231.13,276.55,190.56,,,,,313.97,319.38,238.54,330.10,330.83,308.53,350.18,375.06,352.63,351.82,360.52,355.20,330.61,319.58,308.01,267.72,303.10,294.65,352.44,250.49
2001-07-05 22:08:33.658000,L7,,,,,,316.89,273.15,250.95,274.91,264.25,242.02,251.82,247.44,239.08,,,,,,313.43,321.65,336.66,305.35,,302.04,322.63,359.66,369.41,,,,275.77,270.05,254.79,262.93,342.68,239.75,257.80,243.21
2001-07-14 22:02:21.695000,L7,,292.77,286.77,304.39,307.51,299.70,284.35,301.60,341.03,282.65,285.34,267.09,265.16,275.78,230.97,385.93,257.83,321.00,249.39,322.73,322.74,301.83,331.18,309.19,311.90,347.56,366.08,381.76,367.02,336.01,346.02,339.74,329.01,334.58,315.54,386.61,433.11,408.53,379.97
2001-08-31 22:01:41.241000,L7,,,,,,273.18,279.70,305.27,299.76,296.86,296.05,244.96,247.17,196.81,,,,,288.99,313.69,314.81,258.45,,270.77,433.89,408.94,353.81,356.57,342.65,,,269.95,262.30,295.18,256.34,377.12,226.77,429.34,496.46
2001-09-23 22:07:39.040000,L7,,,,,197.89,251.78,283.70,301.86,287.12,279.64,272.61,242.41,253.98,229.79,197.87,,,,,,,,,,310.13,322.81,343.87,342.72,218.91,391.82,404.98,364.05,412.25,480.06,511.84,549.45,513.10,502.62,506.86
2001-10-02 22:01:16.521000,L7,,,,,198.95,285.22,282.14,316.40,315.18,310.06,315.15,305.70,315.35,258.33,,,267.41,285.89,292.78,313.04,308.68,272.74,300.14,292.09,295.17,310.77,348.84,355.38,354.50,313.67,317.75,322.46,310.43,294.41,261.49,350.90,239.45,291.23,239.81
2001-11-03 22:01:22.838000,L7,,,,,209.09,267.09,277.00,295.52,288.91,283.55,282.16,256.02,260.96,267.21,246.27,225.52,260.04,281.88,241.88,309.82,302.78,252.53,300.68,286.63,296.83,311.48,339.86,344.37,349.16,249.96,306.44,,,,,307.46,303.66,289.39,265.73
2002-01-22 22:01:52.791000,L7,282.92,400.25,373.32,357.08,304.31,390.58,415.98,410.96,396.61,365.85,363.39,367.00,355.24,406.67,411.28,385.64,439.81,450.92,427.61,430.67,406.01,404.82,403.60,419.36,412.50,420.99,429.31,418.57,432.55,418.10,420.22,417.37,438.30,419.06,405.92,426.05,430.06,422.21,434.32
2002-01-29 22:07:57.272000,L7,,,,,197.87,191.69,290.13,301.06,287.88,284.95,279.09,259.44,267.94,264.76,230.81,225.41,271.33,286.01,291.47,306.09,301.72,248.20,292.36,286.85,290.04,307.80,339.60,344.30,345.42,,311.85,320.23,300.32,289.31,241.19,326.07,297.00,291.75,340.91
2002-02-07 22:01:54.032000,L7,178.23,305.55,326.77,,346.33,362.50,375.44,369.38,357.54,354.85,338.44,346.40,392.20,382.28,381.84,371.90,371.90,419.08,401.13,418.76,417.60,459.63,501.97,343.32,318.83,333.64,359.74,359.94,354.49,344.19,352.34,348.09,361.23,333.39,297.32,327.83,337.88,345.06,371.62
2002-03-11 22:01:55.664000,L7,304.91,347.85,435.80,466.11,190.47,226.89,277.35,218.28,216.34,270.65,265.28,190.10,256.37,252.64,,,277.52,300.69,302.66,313.80,308.01,307.62,320.06,291.80,290.41,313.67,346.70,340.40,336.38,322.83,319.84,331.73,323.95,306.96,288.06,333.78,289.17,311.39,244.28
2002-03-27 22:01:49.448000,L7,443.64,,,,415.12,511.85,270.94,271.78,318.25,326.09,266.90,232.56,247.33,243.77,,,336.89,390.86,363.33,405.37,383.43,,,,304.78,321.88,332.14,338.91,331.24,191.97,315.01,312.38,289.94,281.14,257.78,327.67,278.09,263.35,250.63
2002-05-30 22:01:37.827000,L7,,298.41,288.79,273.74,272.96,267.02,361.84,387.04,331.46,327.48,308.26,320.67,309.06,335.42,394.70,409.56,417.47,356.43,423.40,321.69,330.04,302.16,336.16,344.10,316.64,354.68,374.94,380.79,377.78,370.75,375.42,397.82,365.75,318.90,347.55,387.44,372.79,346.33,312.19
2002-07-08 22:07:36.311000,L7,,,,,,,,,,,,,,,,,317.56,348.96,382.84,364.66,289.36,187.64,179.26,432.68,470.61,357.72,467.92,388.66,343.24,449.82,476.01,410.22,433.14,,,,,,
2002-07-24 22:07:26.560000,L7,,,,,,234.95,248.34,234.24,237.90,246.09,223.20,211.45,230.94,,,,193.74,267.12,186.12,,,,,,303.12,258.91,231.66,,,,,270.88,269.14,247.32,213.34,230.70,237.21,247.29,237.29
2002-08-02 22:01:13.191000,L7,375.96,355.69,357.92,388.79,386.77,271.46,379.72,384.39,488.67,494.10,485.99,338.31,271.24,282.49,220.06,524.74,383.84,419.00,413.84,423.08,456.59,464.58,469.91,467.69,317.53,368.40,400.64,426.30,476.83,469.28,427.06,416.05,409.16,399.39,357.01,409.62,321.35,296.72,279.04
2002-10-05 22:00:43.353000,L7,,,,,190.33,197.81,275.20,295.97,280.33,466.59,431.25,481.89,,,,,,,,513.21,506.23,,,,,,286.02,345.06,173.97,252.39,244.66,285.94,310.75,256.89,187.68,324.32,262.87,272.67,237.26
2002-10-21 22:00:48.324000,L7,,,,,202.08,283.68,308.71,294.49,288.14,288.48,286.89,,267.64,288.83,247.20,288.43,296.17,280.10,306.62,321.80,321.52,256.85,195.65,303.40,306.66,316.89,345.58,346.55,292.99,285.24,209.14,221.99,245.14,274.21,243.69,340.46,339.20,295.18,263.93
2002-12-31 22:07:32.046000,L7,,,,,,,,,,,,,,,,,,,,,208.08,240.69,292.09,287.63,294.56,309.68,346.81,400.73,424.34,474.36,455.75,431.77,412.37,444.28,,,,,
2003-01-25 22:01:30.681000,L7,401.62,385.51,363.77,360.85,357.41,340.42,345.54,380.97,352.10,482.93,458.18,455.67,357.91,362.14,390.63,407.63,420.25,476.28,409.31,418.54,381.01,383.87,408.81,396.14,336.35,407.28,438.15,419.52,423.51,412.27,425.73,410.58,378.97,370.07,368.38,419.52,435.86,428.09,426.03
2003-03-05 22:07:55.698000,L7,,,,,199.50,324.88,339.83,325.16,309.25,411.58,397.92,390.87,282.65,291.01,391.42,431.92,437.35,432.79,432.65,410.35,328.19,342.89,320.34,306.54,,,,,,,,,,,,,,,
2003-03-21 22:07:51.717000,L7,543.34,,,,,,290.62,331.49,322.74,346.01,387.56,408.33,412.11,258.18,,393.87,406.98,413.02,423.63,450.01,433.36,467.22,408.81,374.92,329.02,323.10,325.64,291.98,551.53,415.21,441.53,519.50,369.37,405.72,411.56,363.67,241.02,241.16,
2003-04-06 22:07:56.824000,L7,,,,,206.46,258.58,293.98,377.82,358.98,287.00,282.37,275.72,272.73,271.49,231.41,287.47,308.63,349.04,316.97,340.03,328.45,363.01,325.38,334.32,326.40,323.54,339.30,390.73,550.00,,,,,,,,,,
2003-04-15 22:01:45.971000,L7,,,,,,,280.00,326.92,292.40,272.46,311.36,250.78,256.86,253.15,,310.98,294.19,266.79,300.26,320.65,319.98,292.53,308.60,307.09,316.70,319.48,334.42,347.88,,,,291.04,275.86,241.22,215.05,331.69,278.67,277.23,239.81
2003-05-08 22:07:56.607000,L7,,,,,196.99,250.88,280.65,294.99,292.83,275.04,279.37,255.13,257.28,266.10,225.00,,,,,316.41,291.27,250.44,305.69,291.14,305.52,325.33,488.42,493.76,483.91,499.55,527.77,494.78,531.42,528.86,513.47,521.12,,,
2003-05-24 22:07:53.001000,L7,,,,,203.84,252.12,294.60,355.14,329.04,327.07,292.86,275.29,273.39,263.49,231.55,348.40,263.76,284.39,317.06,364.26,344.39,316.08,331.33,331.95,339.16,376.92,371.42,379.09,344.93,307.60,279.10,310.77,331.09,339.90,410.37,472.96,451.73,435.23,516.60
2003-08-13 21:49:56.757000,L5,,,,,,241.67,263.91,292.88,282.59,271.04,267.56,245.77,236.73,251.81,231.64,,250.91,270.05,253.60,311.15,312.73,247.98,299.34,288.56,296.80,299.76,329.67,342.55,332.91,317.54,295.49,305.39,292.65,286.43,254.59,256.26,310.10,282.07,269.97
2003-08-29 21:50:14.179000,L5,,,,,187.17,244.21,277.93,289.83,278.93,274.00,267.50,247.90,240.86,252.53,227.24,,252.57,269.47,250.61,306.07,307.93,278.81,300.85,293.26,298.25,305.60,335.18,341.31,333.87,313.73,297.19,304.11,293.58,282.95,246.50,329.66,299.20,279.70,264.16
2003-09-05 21:56:31.676000,L5,,,,,,,308.89,314.08,293.31,292.96,283.28,283.37,277.77,,,,,,,,,292.62,310.33,301.81,308.98,313.21,348.49,356.13,349.38,349.69,,,,,,,,,
2003-10-16 21:50:55.996000,L5,,,,,190.67,236.16,320.35,318.49,288.18,282.73,275.69,236.01,250.89,249.68,227.17,209.92,252.10,270.16,336.33,351.48,302.57,235.67,297.07,290.81,300.73,312.41,336.45,341.45,336.19,234.90,293.67,300.41,287.42,280.91,235.04,335.38,290.45,272.47,257.51
2003-10-23 21:57:12.504000,L5,,255.57,261.40,255.43,264.08,273.96,291.68,300.01,282.47,283.14,281.95,256.80,244.22,260.82,242.62,253.50,268.79,283.77,320.55,466.52,462.80,334.40,314.00,312.28,313.99,326.90,,,,,,,,,,,,,
2004-01-04 21:51:46.048000,L5,,,,,212.32,247.52,268.79,279.19,272.77,265.04,258.96,229.47,233.56,239.09,219.46,226.59,258.35,275.39,290.45,303.95,294.17,227.75,289.78,278.21,290.55,297.58,323.60,329.29,235.15,298.90,279.02,291.70,287.44,277.02,237.59,320.99,292.05,274.60,252.89
2004-01-27 21:58:02.115000,L5,,,,,214.48,252.99,290.31,292.98,285.36,275.37,272.29,235.42,233.31,241.51,213.62,211.00,243.97,261.33,286.15,307.64,302.30,280.80,298.22,297.51,297.88,309.87,323.54,335.74,326.32,267.40,278.92,292.26,282.54,271.51,243.35,317.06,288.28,269.01,258.08
2004-04-09 21:52:31.725000,L5,,,,,184.12,238.68,275.70,289.58,281.53,276.54,274.15,243.82,242.12,254.23,227.87,179.71,253.31,266.44,256.21,309.10,303.22,240.27,292.13,290.21,298.42,305.90,335.00,346.26,335.18,316.01,298.24,304.38,293.94,286.00,247.14,346.60,303.66,277.33,267.46
2004-05-18 21:59:50.535000,L5,,,,,183.80,247.97,271.29,293.01,285.90,282.61,277.18,255.05,247.15,263.78,234.11,196.09,264.02,270.20,259.48,313.56,312.52,282.79,300.79,,,,,,,,,,,,,,,,
2004-06-12 21:54:23.537000,L5,,,235.00,215.97,244.09,253.84,291.86,334.98,298.55,301.45,288.62,305.98,277.92,295.36,297.37,293.65,317.02,337.95,396.67,337.93,335.57,342.77,313.55,323.92,311.50,324.99,354.56,361.52,352.66,352.98,342.71,344.23,327.71,360.96,278.14,369.13,352.35,330.56,296.62
2004-07-05 22:01:15.300000,L5,,,,,,,,,,,,,,,,,,,,,,,,430.91,322.83,280.74,243.98,214.31,206.61,190.61,248.62,268.36,250.52,,,,,,
2004-07-14 21:55:18.989000,L5,,,,,222.32,261.87,274.74,305.03,288.34,285.69,283.65,259.36,263.25,277.31,255.94,259.75,264.89,290.64,308.77,321.97,314.45,296.59,302.36,302.77,309.43,317.73,343.07,354.20,347.99,345.79,321.47,319.94,310.12,303.94,277.47,348.06,335.94,296.16,293.44
2004-08-15 21:56:01.630000,L5,,,,,207.79,251.70,275.72,291.14,285.43,274.58,276.79,257.53,253.82,266.43,242.78,233.08,264.29,270.22,289.06,305.91,307.93,285.72,298.27,305.09,298.30,311.37,335.64,344.13,336.43,331.27,312.99,310.37,301.11,290.34,263.22,309.37,321.21,290.93,284.06
2004-08-22 22:02:24.313000,L5,331.54,288.21,287.90,243.22,227.22,249.83,348.19,347.80,327.06,306.42,291.19,297.53,281.36,267.22,290.44,240.00,258.36,327.94,392.13,364.30,374.97,317.92,309.20,345.14,365.03,341.18,413.93,358.22,,,,,,,,,,,
2004-10-02 21:57:14.880000,L5,,,,,194.19,246.55,284.42,286.00,279.86,269.61,266.29,232.22,238.46,250.73,225.22,221.02,260.90,273.52,288.54,315.14,308.01,232.43,288.64,284.43,289.47,301.95,324.36,337.17,320.90,305.08,282.42,301.59,288.98,279.98,237.83,341.60,300.78,280.70,265.20
2004-12-21 21:58:48.236000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.00,196.95,191.13,227.29,258.46,250.81,217.55,,,,,
2005-01-29 22:05:29.709000,L5,,,,,213.94,248.13,284.05,291.16,286.85,278.00,273.65,237.64,239.51,244.66,216.01,206.24,249.74,263.07,274.74,308.37,298.32,235.16,293.37,294.62,296.54,308.87,332.27,336.10,326.67,309.01,299.69,300.91,303.90,297.55,334.11,383.26,364.55,359.77,307.76
2005-02-14 22:05:45.214000,L5,,,,,193.49,232.04,269.54,278.74,268.25,268.12,257.65,234.48,249.62,250.40,226.15,231.00,265.34,273.32,274.29,295.60,294.73,226.45,286.76,280.18,286.97,297.46,327.61,344.97,326.85,235.35,296.61,301.02,288.54,282.18,237.57,304.34,297.57,273.23,260.36
2005-02-23 21:59:43.397000,L5,,,,218.59,247.74,273.55,301.45,301.15,284.40,278.07,272.03,259.04,262.41,264.57,250.45,254.70,282.45,288.52,321.71,318.25,309.81,298.03,300.46,298.95,297.97,308.76,335.63,342.34,329.41,321.64,310.23,307.13,299.37,296.17,267.08,337.90,317.89,299.25,282.55
2005-03-11 21:59:55.791000,L5,,,,,190.26,237.33,280.50,285.88,274.74,269.13,264.96,236.72,237.36,245.71,219.66,211.15,258.60,268.77,275.99,308.64,297.80,236.65,294.39,291.42,295.58,304.93,325.81,333.91,317.26,235.25,292.46,297.67,291.34,280.47,242.89,270.28,295.01,270.86,263.22
2005-03-27 22:00:03.252000,L5,193.34,283.22,278.06,278.35,278.42,292.09,302.46,310.42,303.20,290.11,291.38,274.81,286.92,282.23,282.06,280.70,278.05,289.36,316.48,323.09,317.11,301.00,306.17,307.94,309.37,325.48,343.84,348.42,338.14,333.20,322.84,320.70,317.35,307.18,304.35,358.62,331.47,328.50,296.89
2005-04-28 22:00:11.734000,L5,,,,,182.48,233.97,270.61,289.26,279.97,276.88,271.12,245.69,238.83,254.87,219.74,201.44,253.97,269.37,271.40,314.63,309.03,243.38,301.49,293.64,302.36,313.15,338.39,348.63,335.89,337.74,299.56,307.65,296.84,288.91,253.72,286.99,305.21,277.00,274.23
2005-05-05 22:06:25.562000,L5,,,,220.41,253.22,274.66,292.11,300.82,290.24,285.12,281.04,263.35,260.87,270.10,260.75,247.82,269.04,287.54,301.23,315.94,313.17,299.83,303.45,304.54,309.70,315.73,342.56,351.68,341.73,333.22,317.92,311.30,302.28,298.04,270.55,341.31,328.34,299.34,291.60
2005-05-30 22:00:27.276000,L5,,,,,177.21,247.20,268.99,292.71,284.97,283.56,277.27,250.14,243.62,256.61,238.28,207.05,261.12,267.63,254.19,313.97,319.37,290.07,301.05,296.21,304.46,316.07,340.42,354.03,343.63,339.49,310.09,314.59,299.18,292.48,261.26,321.69,322.36,294.48,282.10
2005-06-15 22:00:34.314000,L5,,,,,,237.12,261.93,288.94,281.53,274.73,268.66,246.30,225.77,255.83,226.94,183.47,,,,302.89,310.85,282.14,292.19,292.44,297.05,305.35,336.13,348.76,337.60,320.49,302.62,306.88,295.00,290.03,260.36,332.86,308.52,281.68,276.94
2005-09-10 22:07:19.674000,L5,,,,,,,,,,,,,,,,,,,,310.57,301.17,240.85,295.77,294.15,296.86,,,,,,,,,,,,,,
2005-09-19 22:01:08.704000,L5,,,,,208.71,245.46,279.50,288.79,283.88,276.38,267.70,235.17,237.14,248.86,222.99,209.72,254.24,269.47,286.80,305.94,298.77,245.43,298.73,294.44,304.08,300.33,325.08,328.07,309.52,234.17,290.70,296.18,288.29,277.65,244.19,300.59,291.09,274.73,264.16
2005-10-05 22:01:05.133000,L5,,,,,195.56,237.28,279.77,286.92,282.01,274.99,268.34,233.28,233.82,240.29,211.01,,,,,,,,,,,,188.50,190.67,200.18,218.33,270.81,285.08,280.46,269.09,241.02,,,,
2005-11-22 22:01:34.747000,L5,,,,,203.55,241.63,284.99,289.84,283.86,278.47,273.07,234.86,233.29,240.57,209.95,211.29,249.75,265.71,254.34,308.19,298.67,244.65,301.44,296.87,300.79,311.86,333.24,332.11,309.48,237.67,279.80,293.39,284.22,273.16,238.41,302.94,282.11,268.06,257.38
2006-02-10 22:03:27.081000,L5,,,,,239.85,267.58,296.45,301.21,284.76,278.97,278.61,293.37,294.55,282.84,287.16,301.14,296.81,300.24,323.33,327.08,315.07,298.89,308.76,308.08,303.73,313.38,336.71,345.82,332.47,328.46,326.25,318.47,310.56,303.58,277.61,341.87,329.23,303.53,305.46
2006-02-26 22:03:47.179000,L5,,,,,200.08,236.18,272.83,288.91,279.55,276.77,268.20,244.58,243.85,248.95,222.59,,,,,297.78,291.44,227.13,298.63,294.65,299.02,306.82,329.65,334.87,305.36,243.43,300.86,298.05,289.50,271.41,235.08,295.70,288.38,266.09,260.19
2006-05-17 22:05:09.745000,L5,,,,,,201.00,201.64,253.29,246.73,239.69,229.58,172.76,,,,,,,,,,,,,,,157.06,184.75,193.67,201.67,245.38,270.18,268.16,255.96,202.81,,,,
2006-06-25 22:11:56.212000,L5,,,,,,239.18,257.83,291.58,288.16,285.26,279.60,260.59,247.83,268.41,235.29,181.39,258.35,263.23,251.04,312.47,313.55,271.39,296.22,299.51,304.60,314.15,337.90,350.16,333.73,332.89,312.66,313.86,299.21,290.63,258.66,247.44,306.93,284.63,285.02
2006-08-21 22:06:31.405000,L5,,,,,236.00,262.29,284.02,293.17,285.54,280.80,273.77,258.34,255.63,264.76,246.17,245.27,268.63,283.70,302.18,325.26,305.19,287.66,293.31,297.07,296.63,304.56,336.79,342.68,335.13,343.18,313.53,316.53,305.14,303.82,264.41,340.00,322.56,292.82,294.31
2006-08-28 22:12:47.566000,L5,,,,,203.75,225.58,257.17,279.18,270.90,266.74,261.92,238.65,235.88,255.34,228.04,216.81,259.69,274.89,275.63,302.12,301.69,222.80,283.03,281.14,284.85,296.09,323.64,336.03,327.45,228.84,305.40,308.03,295.43,288.07,243.63,288.77,304.09,280.79,270.86
2006-09-22 22:06:54.827000,L5,,,,,243.48,260.72,283.85,290.50,287.25,287.83,283.04,266.92,267.83,275.95,254.50,267.09,264.60,283.05,304.67,312.88,305.20,288.52,303.08,302.64,309.90,317.21,339.75,343.51,333.02,332.50,320.17,315.69,304.29,298.69,262.76,328.89,312.07,288.43,287.96
2006-10-24 22:07:14.438000,L5,,,,,205.86,242.29,281.86,280.84,276.11,270.44,264.44,235.41,238.96,246.03,216.57,222.19,256.79,275.17,284.29,308.43,301.47,238.33,289.22,284.92,294.13,303.04,326.69,333.00,311.69,230.91,295.14,298.59,287.59,277.75,240.34,330.62,296.95,278.88,266.33
2006-10-31 22:13:29.135000,L5,,,,,,,,,,,,,,,,,,283.92,285.65,314.71,300.98,230.99,305.17,300.29,,,,,,,,,,,,,,,
