dates,satname,nzd0344-0000,nzd0344-0001,nzd0344-0002,nzd0344-0003,nzd0344-0004,nzd0344-0005
1999-09-29 21:53:40.155000,L7,308.79,235.83,233.09,251.94,202.10,250.94
1999-09-29 21:54:04.102000,L7,304.25,232.80,232.49,250.68,202.74,251.44
1999-12-11 21:47:48.967000,L7,399.98,415.16,430.58,408.28,426.90,348.29
2000-01-19 21:53:25.812000,L7,334.62,322.68,354.67,344.80,345.79,312.90
2000-01-19 21:53:49.771000,L7,340.24,327.30,358.15,348.05,348.65,314.88
2000-05-26 21:52:36.566000,L7,,,,241.03,254.89,303.93
2000-07-13 21:52:07.753000,L7,,185.44,221.77,186.41,261.51,302.83
2000-07-29 21:51:50.349000,L7,326.67,233.05,233.08,189.21,275.46,307.61
2000-07-29 21:52:14.316000,L7,306.53,220.46,226.38,178.19,,
2000-08-14 21:51:44.223000,L7,322.27,233.41,232.82,201.72,,
2000-10-26 21:45:10.779000,L7,383.64,374.38,384.79,387.70,383.92,334.99
2000-11-18 21:51:22.819000,L7,315.84,216.34,242.82,233.13,261.70,167.96
2001-01-05 21:51:04.492000,L7,383.47,354.76,392.08,395.61,391.12,325.23
2001-01-05 21:51:28.457000,L7,382.37,366.97,395.04,395.72,389.21,325.06
2001-02-06 21:51:02.555000,L7,391.65,382.40,387.90,400.21,401.21,386.60
2001-02-06 21:51:26.449000,L7,353.82,335.21,368.54,361.45,362.60,324.94
2001-04-27 21:51:07.792000,L7,343.75,324.64,370.56,373.34,203.06,254.40
2001-09-18 21:49:05.242000,L7,,205.02,223.13,193.11,172.17,162.98
2001-10-04 21:49:17.977000,L7,508.50,,344.89,352.50,377.25,391.18
2002-01-17 21:43:40.748000,L7,332.83,259.33,245.82,253.44,253.85,176.47
2002-02-25 21:49:35.857000,L7,229.11,222.87,234.16,254.16,265.38,300.11
2002-03-06 21:43:47.645000,L7,,211.91,221.10,212.60,244.50,282.41
2002-05-09 21:43:40.721000,L7,318.89,239.21,223.03,244.14,271.07,314.83
2002-08-20 21:48:46.449000,L7,262.09,223.76,229.49,230.81,153.41,230.41
2002-10-23 21:48:51.087000,L7,299.67,207.60,220.29,203.30,221.11,156.05
2002-12-10 21:49:17.131000,L7,388.96,373.81,381.61,377.22,375.87,366.42
2002-12-26 21:48:59.976000,L7,344.89,266.58,249.59,262.97,269.87,314.41
2003-01-11 21:49:02.380000,L7,380.44,335.80,387.40,385.13,210.37,192.82
2003-01-27 21:49:33.029000,L7,355.65,329.95,367.92,204.66,214.01,252.96
2003-03-16 21:49:22.109000,L7,,,,251.23,268.20,304.54
2003-03-16 21:49:46.061000,L7,373.00,370.81,386.17,382.14,377.00,326.03
2003-05-03 21:49:25.094000,L7,372.25,379.93,391.23,407.07,383.10,318.35
2003-05-03 21:49:49.056000,L7,379.67,383.57,396.78,415.74,385.91,321.40
2003-07-23 21:31:26.274000,L5,358.85,302.67,257.93,271.38,274.05,339.91
2003-07-30 21:37:21.273000,L5,366.77,297.30,268.68,273.67,288.89,333.04
2003-08-15 21:37:36.307000,L5,372.81,309.09,270.08,279.42,296.43,346.15
2003-08-24 21:32:00.647000,L5,146.31,237.38,245.27,229.02,259.45,312.94
2003-11-19 21:39:26.321000,L5,396.48,391.10,403.17,400.13,401.57,380.86
2003-11-28 21:33:21.973000,L5,395.07,393.12,402.57,401.11,400.96,383.19
2003-12-14 21:33:26.453000,L5,422.10,428.66,431.10,425.83,426.96,419.43
2003-12-30 21:33:36.470000,L5,329.78,331.01,352.91,348.38,361.52,322.24
2004-01-22 21:39:52.321000,L5,403.17,407.31,410.47,409.05,409.69,396.80
2004-02-23 21:40:02.028000,L5,333.04,338.54,284.10,263.19,268.56,312.81
2004-03-19 21:33:59.073000,L5,339.06,309.97,262.56,259.73,264.88,314.74
2004-04-20 21:34:43.076000,L5,361.10,310.38,265.22,276.68,286.95,329.36
