dates,satname,nzd0227-0000,nzd0227-0001,nzd0227-0002,nzd0227-0003,nzd0227-0004,nzd0227-0005,nzd0227-0006,nzd0227-0007,nzd0227-0008,nzd0227-0009,nzd0227-0010,nzd0227-0011,nzd0227-0012,nzd0227-0013,nzd0227-0014,nzd0227-0015,nzd0227-0016,nzd0227-0022,nzd0227-0023,nzd0227-0024,nzd0227-0025,nzd0227-0026,nzd0227-0027,nzd0227-0028,nzd0227-0017,nzd0227-0018,nzd0227-0019,nzd0227-0020,nzd0227-0021,nzd0227-0029,nzd0227-0030,nzd0227-0031,nzd0227-0033,nzd0227-0034,nzd0227-0035,nzd0227-0036,nzd0227-0037,nzd0227-0038,nzd0227-0039,nzd0227-0040,nzd0227-0041,nzd0227-0042,nzd0227-0032
2000-08-07 21:44:45.034000,L7,444.80,469.15,462.50,438.88,445.32,461.86,468.32,443.60,485.52,489.64,472.04,426.84,448.91,394.38,402.35,402.73,418.11,381.31,373.49,391.23,383.57,387.40,381.37,349.66,420.56,450.28,446.73,399.43,390.39,348.96,366.05,365.48,372.43,368.20,348.26,342.38,347.22,350.24,361.27,344.70,346.46,340.68,376.32
2000-08-14 21:50:56.232000,L7,360.09,352.64,346.08,349.12,363.17,367.75,383.27,360.27,358.93,380.16,382.40,366.17,344.65,338.10,351.44,333.78,332.36,313.21,298.52,310.55,310.87,311.31,299.30,288.45,330.12,338.65,311.95,309.44,306.46,301.44,291.21,223.26,299.49,297.06,305.98,283.20,307.94,311.76,318.43,312.79,296.56,245.85,213.95
2000-12-04 21:50:10.162000,L7,,,,,,,,,,,,,,,,,,,242.17,257.08,262.81,,,,,,,,,,,,,219.11,205.85,231.42,251.20,267.53,276.79,260.25,234.60,248.63,
2000-12-20 21:50:16.996000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.47,220.17,244.07,264.27,,,,
2001-01-05 21:50:16.585000,L7,434.20,437.39,492.71,476.76,479.91,498.46,494.13,494.65,511.24,498.86,500.07,492.18,485.35,466.94,422.49,422.72,483.21,427.77,385.96,391.99,411.50,366.55,370.10,357.06,470.90,454.08,487.27,454.18,440.78,342.93,344.08,364.88,366.54,352.12,350.53,336.16,344.60,352.47,359.14,349.80,345.34,350.88,381.64
2001-01-14 21:44:09.210000,L7,,,532.67,465.30,437.67,401.31,433.70,401.27,418.99,403.49,402.02,399.93,377.67,369.11,366.77,378.36,376.19,352.77,354.42,358.52,357.93,359.04,337.89,351.80,368.83,362.69,359.18,367.79,346.02,331.16,343.53,341.18,356.44,353.19,346.95,340.33,342.10,340.32,360.66,344.87,347.58,373.27,356.43
2001-03-03 21:44:00.567000,L7,283.45,287.33,263.09,240.34,225.04,255.95,281.36,260.45,254.92,255.63,268.49,276.83,274.25,269.91,280.00,283.07,258.64,235.35,250.72,257.39,265.54,266.56,256.01,237.92,256.87,215.49,227.43,229.23,225.76,225.20,209.41,,,,235.72,219.62,251.42,267.31,286.41,267.49,219.62,237.89,
2001-03-10 21:50:10.732000,L7,329.87,313.24,302.14,270.21,277.06,310.05,312.58,302.85,288.82,306.21,313.23,308.09,305.62,293.73,301.51,305.58,304.17,267.95,275.53,289.52,295.54,288.36,278.28,259.52,274.43,251.62,259.73,258.03,258.13,231.97,235.54,,,235.38,252.66,239.22,255.03,275.19,296.25,307.07,296.41,252.39,
2001-03-26 21:50:01.268000,L7,372.28,353.53,332.80,309.99,323.97,347.16,359.04,350.85,387.63,382.58,375.75,384.28,377.89,368.74,376.80,398.03,385.51,,,,,,,,393.60,372.00,400.22,469.65,524.26,,,,,531.02,400.13,393.52,367.69,405.80,401.24,374.93,358.36,333.09,
2001-04-04 21:43:43.008000,L7,426.77,421.25,411.40,436.94,456.93,454.03,457.80,462.29,445.10,444.92,433.25,435.82,433.60,426.26,416.84,431.16,404.66,390.96,401.83,381.74,406.69,389.11,386.64,389.30,440.07,425.13,386.45,383.19,380.62,409.76,371.85,425.50,370.46,367.02,362.06,355.92,356.11,362.29,380.39,385.66,375.02,378.40,424.43
2001-04-20 21:43:46.702000,L7,304.43,296.59,273.87,250.51,253.79,261.76,282.72,264.12,260.81,264.76,273.79,274.46,278.08,246.86,271.75,274.21,277.68,258.76,270.20,270.24,292.71,272.77,262.52,254.40,273.23,202.63,261.87,259.85,257.18,187.13,207.55,,,210.88,213.42,230.70,230.79,255.11,286.37,291.09,212.26,226.70,
2001-05-22 21:43:30.869000,L7,373.21,310.88,287.18,285.29,282.93,310.73,315.69,306.32,297.44,303.95,308.81,306.14,304.47,287.16,277.86,309.32,311.36,268.33,265.64,281.40,288.87,278.33,266.71,257.06,284.93,268.26,263.48,262.07,259.02,225.82,214.13,,,,,,,,,,,,
2001-06-30 21:49:12.248000,L7,438.09,442.41,407.19,416.21,412.08,431.44,439.74,435.02,450.77,438.09,430.82,428.14,484.95,427.61,399.82,400.01,394.22,383.36,381.09,380.70,382.26,365.94,355.34,369.72,397.73,400.75,383.41,383.87,384.54,338.30,352.51,379.31,363.20,350.13,349.56,342.70,343.24,358.65,362.11,352.87,354.35,343.34,389.60
2001-07-25 21:42:54.824000,L7,413.76,405.40,389.21,402.63,416.29,436.22,432.45,439.67,430.75,430.44,438.58,427.83,410.07,394.14,399.45,394.81,381.48,368.78,385.32,373.91,406.98,381.99,357.26,346.09,386.29,375.41,372.00,379.70,367.26,337.87,345.93,346.59,355.45,365.08,340.71,344.42,338.78,352.84,364.02,343.89,335.38,344.71,366.17
2001-08-26 21:42:25.671000,L7,450.97,420.34,407.39,475.53,436.05,434.53,427.41,424.71,438.51,439.29,441.58,425.02,429.96,408.35,398.84,399.74,389.20,371.68,381.79,366.19,371.89,367.36,349.02,350.22,380.62,375.30,380.46,377.64,377.42,333.07,342.14,391.64,373.57,347.60,356.69,347.64,337.79,348.02,358.83,349.67,347.83,341.33,384.38
2001-09-02 21:48:29.341000,L7,244.02,264.84,256.12,243.59,204.98,211.84,,,,,,,221.71,243.45,235.44,255.51,248.78,,,,200.59,258.89,241.39,217.30,260.56,,,,,,,,,,,,,,,,,,
2001-09-11 21:42:14.303000,L7,430.15,424.04,424.53,407.10,430.37,426.32,425.55,422.21,423.41,415.64,415.61,431.78,412.02,399.48,396.38,394.49,382.90,406.91,379.71,378.43,368.88,371.73,358.17,347.04,383.11,374.25,382.19,392.68,398.83,340.57,338.25,380.05,383.56,354.95,364.79,348.72,352.51,357.63,380.37,358.31,355.28,353.13,381.11
2001-09-18 21:48:17.356000,L7,371.81,364.93,365.41,340.55,361.98,372.27,352.82,363.06,379.81,359.94,368.55,364.98,343.02,346.17,349.55,349.75,348.89,345.68,341.50,316.36,310.04,307.46,300.65,293.71,319.92,330.66,309.69,317.60,300.98,280.32,268.58,,183.78,285.41,283.59,287.90,312.45,313.36,321.70,318.83,306.67,295.53,
2001-09-27 21:42:05.338000,L7,415.40,402.92,404.79,411.76,427.26,454.63,451.84,445.58,438.51,436.25,436.66,432.60,484.13,436.19,396.44,394.86,401.13,502.56,491.24,476.22,432.85,432.61,390.59,354.38,404.18,466.72,441.36,432.67,500.50,348.75,380.62,414.95,369.20,362.02,383.17,355.46,359.89,358.52,373.14,366.72,359.89,362.31,386.38
2001-10-13 21:41:51.963000,L7,367.28,353.11,338.21,336.47,344.13,356.89,357.63,363.98,363.13,376.92,360.50,369.45,351.51,338.01,337.16,335.00,321.82,309.56,297.66,310.40,314.96,307.34,303.40,293.24,320.83,308.57,331.71,330.69,327.93,291.06,284.12,216.94,317.48,303.84,282.96,280.36,315.53,317.23,333.00,324.55,317.73,314.43,313.97
2001-10-20 21:48:09.707000,L7,239.39,259.88,254.10,221.80,212.32,263.79,261.74,271.75,264.03,269.55,284.49,274.47,275.41,248.47,271.74,277.70,270.75,,213.71,249.93,257.84,254.07,240.47,,188.38,,,,,,,,,,,,,,276.10,253.32,183.38,226.91,
2002-02-02 21:42:30.783000,L7,404.77,395.71,444.23,443.37,454.18,475.83,466.56,455.90,465.97,482.41,492.03,456.69,432.77,411.10,426.07,384.82,398.69,406.81,403.13,396.00,369.25,363.82,369.78,354.45,392.08,396.91,387.33,399.11,417.98,365.42,356.35,336.86,370.72,363.46,356.36,345.42,380.44,352.16,368.30,352.61,359.89,348.92,317.00
2002-02-09 21:48:45.674000,L7,335.04,295.93,256.83,260.93,237.99,276.58,280.26,296.01,302.94,290.50,285.49,269.52,262.28,233.28,298.02,,263.36,,,,,,,,264.59,261.77,273.32,264.83,252.82,,,,,,189.13,211.93,226.89,229.21,275.43,331.20,276.64,300.47,
2002-02-18 21:42:30.251000,L7,402.22,388.97,386.28,385.29,417.00,425.97,425.59,423.97,437.39,415.52,447.34,425.33,409.61,386.64,396.10,384.87,403.38,361.35,359.24,372.05,363.97,361.95,368.20,343.28,389.77,373.20,361.13,367.86,356.53,329.33,336.17,398.52,371.55,358.98,349.69,350.04,348.92,352.10,362.74,356.61,354.27,344.78,395.30
2002-02-25 21:48:47.943000,L7,413.11,421.22,414.29,412.67,435.76,448.25,445.28,472.76,493.08,483.35,466.51,475.19,467.12,459.16,447.64,417.07,498.60,449.57,425.55,378.71,393.15,377.08,371.01,343.38,479.60,447.85,431.78,423.28,409.23,344.05,378.78,409.04,379.49,360.34,352.39,348.11,350.73,355.14,369.77,365.01,364.94,369.86,396.33
2002-03-13 21:48:44.624000,L7,,,,,,,,,,,,,,,,,,243.05,246.78,270.55,289.65,281.58,264.97,250.51,272.77,232.33,255.32,256.83,248.79,226.55,197.16,,,,,,,,268.26,281.85,228.87,243.98,
2002-03-22 21:42:28.269000,L7,413.40,407.18,397.01,409.17,425.10,425.17,421.54,417.16,420.53,432.66,465.71,452.26,445.69,425.44,404.69,387.64,385.63,370.87,377.30,364.09,377.36,368.77,384.55,357.43,434.64,374.94,374.48,384.18,375.35,367.33,364.03,408.35,374.89,358.70,353.41,344.36,344.36,388.94,397.80,368.16,351.22,356.60,390.33
2002-04-07 21:42:28.931000,L7,356.21,338.10,324.32,308.95,310.79,328.83,334.57,331.93,327.43,331.08,330.68,325.54,322.75,312.06,314.65,322.38,314.15,289.63,295.32,306.43,311.43,303.81,297.41,277.77,304.53,294.27,292.65,290.63,289.75,264.12,253.75,,281.15,285.79,274.60,267.80,284.76,294.23,311.80,312.08,297.36,260.89,
2002-04-14 21:48:38.601000,L7,427.02,428.19,420.85,425.94,422.12,443.93,449.45,453.47,507.91,488.45,491.15,496.15,442.61,392.03,386.00,393.73,386.39,375.51,361.41,374.26,372.59,361.05,385.31,341.50,395.75,435.89,455.46,428.44,426.73,337.12,343.87,328.48,368.45,356.25,354.32,338.72,345.09,352.06,361.01,351.40,341.64,338.77,311.38
2002-05-16 21:48:34.178000,L7,413.80,416.15,408.15,416.95,410.00,426.84,433.57,464.44,421.00,430.49,426.13,421.80,419.48,399.00,400.53,397.45,396.24,372.11,373.21,376.86,378.04,368.50,356.96,356.39,372.60,367.95,367.21,378.75,369.78,341.37,346.90,354.14,369.53,359.09,352.26,340.03,341.00,354.30,356.86,355.04,343.47,320.90,380.88
2002-06-01 21:48:28.245000,L7,417.47,422.53,400.19,394.05,400.29,428.70,427.37,417.46,427.91,418.05,429.12,417.39,412.50,400.73,405.78,403.17,415.01,373.27,373.92,382.18,378.44,362.51,349.74,359.89,374.77,367.83,367.73,369.11,372.46,361.31,369.09,407.18,358.11,358.91,348.92,338.41,338.49,360.07,355.26,353.00,346.11,317.58,380.30
2002-07-19 21:48:09.583000,L7,242.96,262.26,266.25,245.27,,248.36,285.43,261.76,258.94,263.42,262.27,251.24,263.77,250.91,254.93,277.31,255.81,,243.03,254.25,256.90,262.23,248.53,241.06,,,,,,218.24,,,,,,,,,,,,,
2002-08-20 21:47:58.545000,L7,401.45,398.11,407.92,411.11,476.76,450.33,455.53,495.67,455.17,442.73,438.61,482.17,483.81,452.81,480.86,426.05,436.54,454.34,447.88,413.60,457.32,408.55,382.57,387.33,534.81,492.83,418.30,456.39,453.35,387.82,388.28,375.57,377.33,369.79,375.76,362.70,383.34,373.99,396.30,426.54,432.67,383.17,383.77
2002-08-29 21:41:39.340000,L7,399.07,383.79,396.26,389.86,406.00,432.30,431.70,446.67,432.71,467.35,443.97,428.56,413.03,399.23,436.65,416.86,464.66,381.74,388.81,375.35,390.28,383.63,370.35,365.25,445.93,433.76,402.81,397.49,392.12,381.19,371.74,354.13,368.87,354.62,350.24,343.84,349.28,363.16,369.22,364.39,354.71,350.82,373.49
2002-10-23 21:47:39.211000,L7,405.86,438.32,509.66,513.51,540.63,536.80,503.15,466.46,483.75,462.12,458.62,458.20,476.33,483.77,489.68,498.70,540.80,513.84,495.65,523.62,529.45,433.46,415.13,375.23,,512.85,485.18,496.40,483.17,369.92,361.27,353.09,365.06,378.12,389.96,358.33,353.61,351.86,360.62,386.86,352.71,368.29,366.26
2002-11-08 21:47:44.401000,L7,236.89,257.89,,226.84,185.63,230.90,,,,,,,,,,,,,203.31,243.76,255.78,246.29,241.32,,,,,,,,,,,,,,,,,,,,
2003-01-11 21:48:14.464000,L7,353.91,311.55,288.81,277.63,292.68,311.19,313.57,312.62,312.84,314.33,316.88,313.48,310.46,298.47,297.88,311.05,304.55,330.39,340.63,298.07,309.63,331.25,287.45,278.42,287.10,286.59,269.06,280.68,281.52,252.87,241.09,212.92,394.85,405.14,371.81,398.82,450.70,470.33,535.03,475.27,550.52,536.39,290.85
2003-01-27 21:48:21.149000,L7,,,,,,,,,,,212.88,232.42,196.86,,178.64,233.64,236.39,219.89,234.91,242.10,247.70,248.14,237.53,,245.03,212.51,224.42,210.68,208.44,,,,,,,,,,,,,,
2003-02-21 21:42:20.469000,L7,391.75,386.78,404.07,384.97,406.57,442.25,424.19,418.74,417.24,429.09,444.78,420.27,417.35,398.43,404.13,402.27,383.35,378.62,370.99,376.87,387.90,395.15,382.59,406.81,369.81,377.90,370.16,375.47,371.30,376.94,384.42,357.95,362.42,354.65,356.42,351.16,362.12,355.70,392.99,394.34,386.29,363.11,362.06
2003-03-16 21:48:34.204000,L7,235.72,192.94,,,,,,,,,,,,,233.22,267.31,236.55,235.29,248.43,259.36,264.05,266.63,250.12,,258.19,212.56,232.72,220.65,231.19,,,,,,,,,267.82,302.57,299.63,288.27,,
2003-04-10 21:42:26.045000,L7,,,562.67,512.82,475.58,428.68,449.73,441.92,439.19,425.05,417.09,433.05,413.96,401.03,402.97,422.63,409.21,402.98,392.42,371.52,365.96,366.55,362.90,349.68,442.18,456.42,389.72,395.51,388.07,371.68,358.25,351.27,353.10,340.72,335.07,335.99,339.14,348.97,367.12,375.43,358.44,357.00,360.45
2003-04-26 21:42:25.606000,L7,415.14,406.20,404.55,409.19,437.82,424.66,422.50,423.08,421.36,433.97,426.65,418.38,407.82,398.38,408.01,404.56,398.32,455.15,494.30,428.76,432.69,476.85,420.94,439.19,395.44,387.74,389.96,409.97,447.63,389.84,379.95,379.58,375.94,415.31,395.18,361.78,366.39,370.32,395.79,387.58,374.81,372.94,391.92
2003-05-03 21:48:37.175000,L7,296.21,283.04,265.30,233.07,,,233.86,270.30,231.46,271.43,269.41,284.25,267.09,249.40,243.52,289.41,272.73,,231.89,247.73,258.41,235.46,239.37,202.08,,,,,,,,,,,,,,,,,,,
2003-05-28 21:42:22.600000,L7,418.29,408.64,407.48,397.28,410.88,421.33,427.87,424.77,418.28,428.11,435.02,424.09,414.44,443.58,425.33,401.05,394.06,409.74,382.57,374.01,376.05,377.23,367.06,383.70,387.52,396.45,380.76,375.67,382.19,354.14,350.25,387.43,362.59,348.84,341.63,341.73,342.43,349.29,372.75,361.51,367.00,341.42,372.46
2003-07-23 21:30:14.355000,L5,419.98,380.27,370.38,366.66,375.82,394.04,393.68,393.58,394.66,405.56,396.12,385.66,377.06,371.66,369.45,370.34,364.85,344.34,334.10,347.55,340.75,341.16,319.51,317.15,372.78,342.22,341.34,337.45,347.34,316.59,315.35,359.26,321.02,312.96,314.30,305.14,298.62,308.90,314.98,314.91,306.72,279.60,366.52
2003-07-30 21:36:33.470000,L5,401.81,371.66,362.45,358.31,373.58,384.38,378.11,394.93,383.02,397.50,395.09,398.24,362.03,349.18,356.51,351.24,353.71,341.12,327.00,328.48,328.68,323.79,315.11,303.61,343.43,342.98,329.41,325.56,331.05,303.66,307.60,191.76,333.63,302.76,297.80,298.91,299.40,315.06,317.45,307.99,298.86,284.31,330.18
2003-08-15 21:36:48.503000,L5,324.45,314.09,283.52,274.73,278.49,306.20,312.27,301.11,300.94,308.57,313.81,300.45,295.57,280.69,286.44,,,266.57,255.50,265.70,258.77,245.63,,,,,,,,,,,,,,,,233.42,267.03,258.70,226.73,245.05,
2003-08-31 21:37:06.588000,L5,380.96,363.83,347.91,331.05,340.35,354.77,526.77,559.86,490.80,458.24,507.28,542.20,345.75,332.84,338.21,342.93,342.56,315.86,311.44,327.17,323.48,315.83,298.45,292.14,328.14,315.25,311.03,311.59,316.17,282.02,286.58,,231.29,301.02,288.44,284.35,291.30,304.50,316.52,314.52,306.69,309.59,
2003-10-18 21:37:48.406000,L5,,,,,,,,295.51,314.30,321.00,321.18,308.52,317.88,301.76,305.61,315.16,312.56,280.14,270.20,280.68,284.15,282.22,279.91,246.48,301.55,294.72,283.39,273.31,268.86,244.36,,,,264.34,250.51,240.06,254.18,267.38,298.11,300.42,294.18,296.64,
2003-11-19 21:38:14.402000,L5,352.81,346.37,338.34,327.31,337.89,346.31,356.80,351.76,354.90,356.57,358.03,345.95,332.58,316.78,317.07,323.04,321.53,319.38,328.47,328.21,330.69,330.93,302.91,272.66,313.95,302.46,297.65,305.27,314.09,265.30,259.44,189.41,307.72,318.85,305.26,303.74,307.08,317.98,330.13,304.71,302.18,305.60,214.93
2003-11-28 21:32:10.197000,L5,373.84,359.49,358.25,357.12,379.62,409.37,406.61,410.29,398.51,404.32,418.90,395.26,374.88,364.84,360.37,373.49,356.21,344.79,351.15,360.03,366.18,345.48,333.49,322.65,356.01,342.33,338.02,334.15,345.74,324.20,320.56,353.96,329.90,320.11,323.29,319.41,321.80,334.20,345.04,340.13,313.82,315.99,284.02
2003-12-30 21:32:24.694000,L5,382.78,362.91,358.54,368.14,375.16,404.25,385.92,379.32,378.76,378.71,387.15,386.04,365.70,353.02,354.51,358.23,353.00,342.05,340.28,332.19,327.26,322.08,308.29,307.04,345.19,338.51,338.46,335.50,336.73,314.62,325.08,259.12,338.78,331.27,321.61,310.90,297.91,309.59,323.53,312.39,312.01,317.06,349.56
2004-01-15 21:32:26.348000,L5,374.07,358.44,348.56,349.22,355.38,372.45,378.29,390.63,392.59,383.48,374.13,368.68,352.77,344.66,346.77,344.82,344.28,336.54,417.01,420.36,424.44,357.01,326.06,311.40,332.48,332.43,334.66,333.29,333.86,306.45,324.30,254.41,334.81,325.50,313.85,314.24,313.73,320.45,316.31,312.18,308.16,307.46,321.59
2004-01-22 21:38:40.402000,L5,365.54,346.19,334.15,338.95,341.69,354.00,352.44,348.75,350.81,349.61,350.73,348.40,336.02,332.04,328.00,332.09,332.26,319.88,320.95,307.27,311.37,305.91,293.59,286.74,324.76,318.96,318.72,317.95,318.49,284.09,311.47,198.61,309.93,311.09,304.86,297.35,287.38,301.48,310.88,306.27,301.25,303.08,218.97
2004-04-04 21:33:01.582000,L5,321.58,312.00,295.79,268.02,271.95,280.96,297.83,279.84,269.76,268.78,275.56,282.70,254.30,266.68,246.97,274.10,257.21,266.79,272.37,292.40,297.70,302.65,,,257.93,253.72,268.88,263.58,262.55,,,,253.99,264.42,247.33,238.88,249.30,273.05,290.55,286.81,276.17,262.73,
2004-06-07 21:34:54.755000,L5,404.32,386.56,366.08,360.95,368.48,386.83,381.30,398.46,385.28,383.02,384.12,385.30,368.96,363.26,352.63,360.24,360.01,338.03,337.77,337.12,325.13,332.96,322.96,315.41,350.99,342.77,337.05,332.71,335.74,308.90,321.68,306.62,319.06,315.52,306.21,302.93,304.85,309.00,324.58,314.11,306.07,305.51,321.03
2004-06-23 21:35:22.995000,L5,356.29,342.99,330.26,303.61,306.15,310.03,321.99,308.69,312.41,317.78,323.97,317.01,297.32,296.25,297.27,312.72,300.03,292.34,290.55,307.12,307.01,305.58,292.06,277.48,285.40,281.00,288.89,291.77,281.15,259.33,235.00,,270.94,285.91,273.92,266.69,271.53,286.86,296.37,292.68,271.88,245.35,
2004-06-30 21:41:46.478000,L5,348.01,330.91,313.58,292.48,299.71,306.96,316.05,302.06,306.39,307.14,313.01,311.56,288.27,294.03,290.88,293.68,286.99,284.97,285.32,295.68,300.06,293.19,290.69,269.24,272.15,277.43,281.10,281.36,274.48,245.56,,,279.95,280.94,269.46,271.74,270.30,281.28,293.37,298.24,248.74,250.17,
2004-07-25 21:36:14.167000,L5,349.91,331.53,320.66,299.10,294.20,301.46,317.65,301.56,304.08,304.43,315.53,311.44,287.55,291.33,296.06,300.07,283.05,279.38,286.99,290.91,299.15,293.02,287.87,271.49,273.67,274.73,281.96,282.11,269.41,250.11,214.89,,,280.82,266.73,260.31,265.30,282.91,294.59,296.15,271.68,246.33,
2004-08-26 21:36:59.731000,L5,349.94,330.91,311.33,287.20,293.15,301.68,314.05,301.53,304.41,306.68,317.10,307.84,288.63,292.70,296.97,305.28,289.52,276.88,275.93,296.11,297.71,294.56,281.60,273.47,280.78,274.83,280.96,281.97,264.50,252.34,,,282.41,284.75,266.07,266.75,274.35,285.05,297.77,301.38,292.09,275.16,
2004-09-02 21:43:21.489000,L5,300.38,298.69,288.73,270.18,266.17,285.48,300.93,291.88,294.46,300.47,302.44,300.39,286.51,282.54,285.58,285.11,272.52,280.56,280.67,285.25,291.94,290.54,278.47,267.88,264.25,259.84,258.57,277.45,277.75,254.93,181.51,,,272.53,259.49,258.21,264.51,274.47,293.87,295.59,288.65,280.01,
2004-09-18 21:43:46.845000,L5,382.91,366.10,358.60,361.08,390.54,385.31,411.31,408.25,409.34,404.49,411.19,392.64,386.55,371.95,368.42,389.99,371.24,361.87,344.98,349.42,348.33,350.63,343.81,324.25,363.52,358.10,357.11,356.02,353.77,340.32,347.61,277.66,329.69,316.92,313.72,305.69,308.23,314.79,325.75,315.80,309.29,315.19,282.92
2004-10-20 21:44:28.706000,L5,365.05,352.34,343.42,327.32,333.21,353.44,358.43,355.02,357.66,358.14,365.32,366.71,350.41,343.50,350.91,349.29,351.85,321.43,324.30,320.51,329.45,326.82,324.38,315.61,340.38,332.20,322.27,314.88,318.49,312.24,222.77,239.19,305.54,303.58,290.32,295.81,295.41,305.86,324.67,317.57,314.63,313.13,320.93
2004-12-07 21:45:24.093000,L5,414.52,363.54,348.97,335.10,330.04,339.64,352.47,351.89,357.05,353.87,349.98,349.38,328.64,324.35,347.44,356.02,348.03,325.53,312.49,316.63,323.82,309.94,299.09,288.01,337.20,335.23,330.26,333.66,334.52,306.03,246.71,243.60,324.01,320.92,292.71,283.96,286.76,293.62,305.86,303.97,317.48,332.49,247.91
2005-01-24 21:46:06.161000,L5,359.69,345.18,332.54,325.78,335.47,348.59,342.02,347.51,344.07,348.82,350.16,338.94,335.22,327.25,345.62,347.15,339.25,321.67,309.63,325.44,317.84,313.55,295.06,292.96,331.26,329.99,322.17,329.62,326.92,312.94,205.77,232.89,311.35,308.19,287.81,284.64,286.55,299.38,314.24,309.92,320.05,318.14,223.47
2005-02-09 21:46:19.482000,L5,348.08,332.64,312.11,294.72,297.80,319.30,324.76,317.88,315.84,320.84,311.72,314.40,308.56,302.63,309.00,315.34,317.70,277.73,285.95,283.94,285.50,280.70,273.16,255.78,304.08,295.15,283.85,284.15,270.74,235.06,,,260.05,283.22,269.30,244.06,252.88,266.18,287.44,288.23,274.80,285.42,
