dates,satname,nzd0107-0000,nzd0107-0001,nzd0107-0002,nzd0107-0003,nzd0107-0004,nzd0107-0005,nzd0107-0006,nzd0107-0007,nzd0107-0008,nzd0107-0009,nzd0107-0010,nzd0107-0011,nzd0107-0012,nzd0107-0013,nzd0107-0014,nzd0107-0015,nzd0107-0016,nzd0107-0017,nzd0107-0018,nzd0107-0019,nzd0107-0020,nzd0107-0021,nzd0107-0022,nzd0107-0023,nzd0107-0024,nzd0107-0025,nzd0107-0026,nzd0107-0027,nzd0107-0028,nzd0107-0029,nzd0107-0030,nzd0107-0031,nzd0107-0032,nzd0107-0033,nzd0107-0034,nzd0107-0035,nzd0107-0036,nzd0107-0037,nzd0107-0038,nzd0107-0039,nzd0107-0040,nzd0107-0041,nzd0107-0042,nzd0107-0043,nzd0107-0044,nzd0107-0045,nzd0107-0046,nzd0107-0047,nzd0107-0048,nzd0107-0049,nzd0107-0050,nzd0107-0051,nzd0107-0052,nzd0107-0053,nzd0107-0054,nzd0107-0055,nzd0107-0056,nzd0107-0057,nzd0107-0058
2001-12-05 22:00:18.987000,L7,399.87,469.31,455.64,396.66,416.57,433.61,376.58,417.86,412.07,413.43,405.64,403.53,382.76,440.44,376.96,438.07,417.54,454.65,423.62,448.34,426.31,382.35,439.91,403.89,372.99,436.03,435.72,439.94,392.63,400.14,392.94,405.90,427.05,409.36,434.64,462.28,442.15,419.72,431.91,454.34,453.52,396.27,413.38,412.56,401.31,416.55,408.77,388.61,394.14,397.96,452.22,413.29,401.90,397.90,410.79,393.74,389.63,334.48,368.80
2001-12-21 22:00:29.925000,L7,,,302.56,345.13,,,,320.52,221.26,284.94,,246.57,307.61,330.84,340.09,303.19,,,,,192.08,292.30,299.94,275.27,289.91,342.17,320.65,,,343.82,367.57,368.30,363.00,371.83,390.51,367.31,365.02,365.51,397.69,366.87,381.05,370.74,370.72,390.94,356.71,351.28,351.06,354.71,360.34,394.81,407.78,350.03,343.78,276.71,318.16,315.37,295.96,314.09,311.51
2002-01-22 22:00:40.906000,L7,357.46,379.67,419.09,417.52,383.57,403.76,374.28,376.44,399.71,401.24,414.99,388.26,404.84,384.98,410.66,405.58,412.10,401.36,400.77,414.73,414.82,428.10,444.42,457.32,447.78,429.64,413.77,429.16,425.45,427.75,449.52,440.21,416.67,430.93,433.46,423.27,410.72,405.41,435.04,410.72,423.67,443.02,414.66,414.02,402.86,430.32,435.41,430.44,443.19,426.85,440.21,408.56,412.21,381.94,416.29,392.61,393.79,392.78,386.99
2002-02-23 22:00:43.620000,L7,318.26,318.33,413.63,401.76,317.20,311.46,289.90,300.26,312.76,311.03,298.69,323.82,320.64,322.36,329.17,326.90,327.88,328.01,324.31,323.35,324.87,325.32,328.89,184.13,335.87,338.78,347.33,343.58,279.53,341.37,327.55,431.67,395.90,454.28,461.67,527.32,460.70,231.39,174.53,,550.24,508.71,417.11,325.49,329.69,,,524.87,550.28,369.26,417.33,446.28,501.23,500.79,432.59,308.61,300.59,293.79,282.20
2002-03-27 22:00:37.575000,L7,505.24,479.29,498.04,477.82,461.97,331.55,350.28,330.81,321.41,329.36,342.69,348.59,344.50,339.32,345.85,342.82,342.07,339.79,190.55,263.19,180.59,351.63,467.91,486.23,354.76,352.38,358.16,358.39,337.25,364.26,228.62,201.67,495.40,476.00,462.18,390.13,491.56,454.92,456.72,442.83,284.51,280.26,270.75,275.88,272.80,280.62,284.40,279.86,279.91,286.13,286.95,283.51,197.51,211.24,211.75,262.26,239.58,371.73,344.38
2002-04-28 22:00:38.357000,L7,342.76,356.35,354.50,390.34,392.05,359.18,353.69,355.50,367.11,344.97,365.20,376.80,375.93,370.15,368.39,358.35,355.72,365.93,383.99,375.66,370.32,368.28,371.29,384.11,387.94,364.07,379.35,375.84,387.79,373.90,371.65,364.19,363.14,376.29,355.20,374.83,355.94,355.86,359.69,361.56,363.34,346.50,368.77,351.25,552.62,528.88,,,,403.32,491.76,524.14,315.10,,,,,,
2002-06-15 22:00:19.658000,L7,357.26,359.43,352.70,357.35,354.38,349.56,341.21,341.30,338.84,346.01,345.60,348.21,353.12,345.80,352.58,360.38,364.14,358.39,355.68,350.95,348.17,357.72,321.28,318.51,327.50,331.38,298.74,326.73,322.46,355.74,350.91,350.39,340.28,334.50,342.75,,,,,334.46,352.31,344.53,,331.68,329.47,341.99,327.23,328.27,326.76,331.56,330.58,321.77,343.94,336.56,329.34,329.51,323.52,316.20,317.39
2002-07-01 22:00:15.186000,L7,324.24,325.38,319.05,237.11,267.17,261.08,262.86,411.32,319.44,408.15,375.53,361.46,344.98,344.99,352.55,217.85,269.17,252.81,207.28,269.97,224.79,351.82,356.61,357.35,367.72,380.98,366.31,363.50,364.32,498.49,513.83,435.49,375.86,436.67,482.01,340.70,370.45,359.55,294.61,292.76,295.95,290.65,287.71,,,292.76,295.06,291.65,281.74,296.04,296.76,291.80,285.56,277.85,276.49,280.70,252.73,265.92,262.70
2002-07-17 22:00:08.747000,L7,364.69,358.41,366.58,361.22,368.02,391.96,368.22,364.36,365.16,367.33,375.00,374.42,330.09,401.27,388.53,416.03,422.04,370.30,364.00,361.40,358.70,354.93,365.23,366.23,345.61,384.00,375.04,377.23,377.36,382.92,376.34,380.15,382.74,377.83,371.66,391.77,366.05,372.32,370.72,361.73,368.82,367.11,341.00,362.28,360.16,360.01,369.43,356.32,287.19,292.97,295.77,287.61,284.80,275.14,274.22,350.52,337.62,343.70,317.64
2002-08-02 22:00:01.321000,L7,456.79,400.11,479.84,467.33,432.55,510.92,406.45,397.32,554.59,485.37,448.35,438.60,319.98,300.12,370.33,365.31,368.41,260.89,278.26,529.68,400.45,483.37,,,,,,,,,,,,,,,,,,,202.28,181.90,217.31,239.33,205.09,284.84,291.65,291.37,280.23,288.12,288.36,283.04,274.72,265.02,269.30,269.89,256.87,261.53,270.57
2002-09-19 21:59:35.083000,L7,380.09,370.18,346.02,346.43,351.60,350.80,353.09,354.76,341.76,349.61,341.80,340.32,352.17,398.15,399.06,396.74,362.67,359.37,360.51,355.10,349.11,347.42,346.01,361.46,247.31,281.05,281.73,220.12,275.75,180.04,270.44,271.06,350.60,381.56,373.23,372.76,380.41,359.25,352.13,380.26,358.22,288.46,281.76,284.90,286.78,285.60,292.43,289.32,281.46,294.58,292.80,286.16,283.53,272.73,272.23,281.97,242.80,379.01,349.88
2002-10-21 21:59:36.443000,L7,,,,499.04,375.24,371.49,369.07,368.10,394.92,458.62,528.75,,,,,,426.17,517.38,,383.40,379.92,382.72,376.43,,400.15,401.63,381.65,414.15,376.84,367.74,370.44,375.27,369.34,371.23,375.06,370.65,371.98,369.62,372.17,365.58,370.61,370.34,369.52,373.54,367.42,366.64,372.43,366.61,381.59,364.86,375.44,369.47,365.49,353.86,358.71,372.73,437.85,543.85,
2002-11-06 21:59:41.879000,L7,368.12,361.92,350.55,343.73,348.64,294.13,337.74,329.43,288.12,334.30,284.56,188.72,292.16,295.40,297.54,304.23,304.95,306.84,305.36,308.07,306.86,307.07,305.53,314.67,318.57,321.40,319.41,312.22,315.04,315.86,316.64,317.50,316.09,285.75,321.39,318.72,286.64,318.79,318.51,313.40,316.84,314.91,315.00,313.48,317.01,311.75,414.33,316.24,291.36,317.73,318.91,338.62,224.34,189.93,283.26,253.81,510.17,312.81,466.11
2002-12-24 22:00:09.147000,L7,390.90,379.54,379.00,242.05,249.00,258.51,259.34,343.68,344.86,353.10,354.19,380.63,372.11,376.56,546.96,516.52,534.00,512.69,,,321.03,321.66,326.53,392.78,385.00,391.58,423.87,518.35,354.42,357.16,361.72,367.77,365.97,368.78,364.99,359.90,453.17,531.78,401.61,486.10,328.71,353.01,353.59,355.34,353.38,348.58,349.95,356.29,351.43,356.44,353.48,352.14,344.10,341.97,331.34,337.42,250.51,280.10,307.55
2003-01-25 22:00:18.779000,L7,291.39,234.15,372.62,376.44,402.87,400.30,400.09,377.08,357.58,376.01,388.22,395.21,523.89,553.40,425.22,413.76,508.50,535.63,508.74,491.52,479.22,522.13,,,428.07,422.94,425.51,406.65,414.46,423.37,428.63,386.36,372.03,379.78,412.75,415.99,415.88,420.89,406.01,376.19,370.00,383.12,398.61,381.84,393.03,383.55,381.61,385.75,384.48,375.33,382.42,377.38,373.63,365.49,363.07,363.39,344.35,342.49,355.60
2003-08-13 21:48:45.123000,L5,,,,,,,,,,,,,,,,,,248.91,212.06,234.62,228.13,,,,,,,,,,,,,,,,174.15,288.91,269.30,281.11,,280.90,278.77,214.32,245.87,265.80,285.01,280.20,283.49,296.89,296.74,298.74,288.70,276.35,273.15,298.05,273.97,276.97,277.16
2003-09-14 21:49:18.766000,L5,,,,,262.71,276.86,270.66,,,,,,229.99,225.37,199.37,228.07,219.58,275.75,278.72,266.98,268.80,248.87,248.83,270.32,272.46,304.62,300.46,274.01,286.62,301.29,298.38,294.41,291.69,297.01,309.64,298.46,284.67,313.38,303.07,303.80,307.19,311.68,299.70,299.62,301.16,292.72,307.35,303.74,302.97,309.97,318.75,314.56,307.70,299.75,297.66,311.26,301.58,291.78,282.29
2003-09-30 21:49:30.432000,L5,,,,,,,,,,,,,257.52,253.00,264.59,256.98,230.16,456.96,505.55,278.50,270.00,249.15,255.57,273.87,273.47,303.47,315.63,301.34,307.28,313.70,312.75,308.85,217.19,,,,,,,306.02,309.66,309.72,313.98,,,,312.07,309.62,306.91,335.37,323.71,192.59,,,,252.65,292.95,327.63,285.56
2003-11-17 21:50:09.452000,L5,,,,,,,,,,,,,,,,,,249.60,228.89,231.85,171.30,,191.20,191.72,229.47,285.80,288.17,260.91,212.09,281.37,272.46,200.14,191.08,272.82,290.51,,,,,,,268.02,295.80,296.42,295.32,268.93,305.83,281.62,284.09,295.28,299.11,297.10,287.17,276.76,273.05,303.11,288.43,286.22,282.93
2004-07-30 21:54:28.143000,L5,,,,267.76,285.74,298.00,295.48,284.32,286.32,267.32,280.51,188.89,274.78,266.00,258.95,285.73,251.63,308.34,304.02,287.58,282.73,264.20,275.66,308.46,296.72,326.26,333.55,315.34,309.90,325.46,322.27,314.91,319.63,321.95,323.97,318.59,309.86,326.63,332.14,327.38,330.41,325.01,326.80,320.76,319.19,315.47,320.75,325.30,328.25,326.03,328.49,320.73,321.59,309.33,314.10,326.39,321.80,313.21,300.72
2004-09-16 21:55:41.721000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.53,267.56,236.28,258.98,282.73,,,
2004-10-18 21:56:23.891000,L5,,,,,,,,,,,,,,,,,,262.84,216.66,238.45,225.62,183.55,202.56,178.81,234.33,279.40,293.83,254.02,250.06,291.46,270.58,283.72,,289.59,286.94,,,288.42,263.42,282.06,,288.11,295.66,297.71,297.88,277.04,303.04,303.82,305.11,305.95,294.12,298.61,290.78,279.14,275.41,299.37,283.45,279.98,277.27
2004-11-03 21:56:42.977000,L5,,,,,,,,,,,,,,,,,,263.72,244.96,240.56,219.58,172.01,,184.23,226.45,275.22,279.57,241.38,219.13,286.33,251.38,288.69,,289.28,304.69,,,288.76,258.02,199.49,188.75,287.07,286.06,291.93,296.14,273.73,304.31,301.99,303.43,307.48,311.99,298.51,291.78,276.17,274.24,297.03,276.71,278.55,277.92
2004-11-19 21:56:55.269000,L5,,,,,289.81,226.20,238.76,228.38,240.64,260.55,268.41,190.13,262.66,267.60,260.91,272.23,231.71,327.81,307.62,289.87,277.02,,,,,,197.72,222.53,184.34,272.54,300.39,306.08,250.87,240.73,232.54,198.74,284.81,322.30,297.70,307.97,308.11,313.24,285.83,305.13,301.20,279.04,298.85,296.52,305.41,374.58,350.06,357.04,335.39,385.45,346.49,329.72,290.87,293.03,283.11
2005-01-22 21:58:02.481000,L5,,,,,,,,,,,,,,,,,,250.98,218.69,235.20,211.57,199.92,207.48,204.00,222.56,286.60,291.90,243.50,225.72,257.86,228.70,,193.36,276.80,291.14,,,,,,202.51,300.26,297.15,296.38,277.69,278.12,292.52,287.32,285.33,301.93,302.03,295.07,286.42,288.21,288.95,307.06,292.90,291.33,288.25
2005-02-23 21:58:31.621000,L5,,,,,,,,,,,,,,,,,,258.36,242.92,240.68,241.36,198.27,213.19,208.02,239.63,290.81,279.02,223.45,272.60,254.63,267.27,251.88,189.08,283.23,304.51,,,300.86,251.79,,200.30,298.25,283.11,290.03,273.45,278.11,298.97,295.76,291.25,301.52,312.12,308.45,302.59,294.04,287.61,306.72,287.73,289.42,280.89
2005-03-11 21:58:44.158000,L5,,,,,,,,,,,,,,,,,,,,,,,,,223.95,281.06,283.27,185.82,,,,,,,,,,,,,,186.98,217.55,212.80,236.30,273.91,302.09,292.11,294.23,303.08,304.74,303.02,294.49,285.05,273.85,296.80,282.40,221.67,261.21
2005-03-27 21:58:51.619000,L5,,,,,,,,,,,,,,,,,,217.30,225.81,222.95,190.22,183.08,180.69,194.02,223.26,268.69,279.33,238.66,270.19,273.33,255.01,268.26,,194.39,303.69,,,,,,182.03,228.21,273.09,275.81,177.67,273.21,291.87,291.02,285.22,302.88,307.12,302.99,297.26,286.67,280.00,295.06,,,
2005-04-12 21:58:55.193000,L5,,,,,,,,,,,,,,,173.33,203.10,200.88,265.63,257.34,,,,,,,,,,,226.79,285.30,293.21,208.60,300.00,306.04,,,,252.60,262.15,295.65,299.08,283.93,291.16,299.99,284.29,298.33,306.21,302.34,308.65,314.05,310.49,304.84,292.25,287.62,299.95,276.14,276.44,273.27
2005-05-30 21:59:15.499000,L5,,,,,,,,,,,,,,,,,,248.58,217.61,234.48,213.73,175.07,181.98,191.14,225.36,279.15,277.43,219.86,196.26,239.59,,,,,,,,,,,186.78,235.92,247.08,276.33,226.66,272.95,289.76,291.98,287.18,299.75,301.35,304.21,294.75,282.31,281.37,303.17,280.52,281.85,283.02
2005-07-17 21:59:35.576000,L5,,,,,,,,,,,,,,,,,,253.75,209.74,241.55,236.57,216.42,210.08,206.12,237.81,291.93,292.56,219.58,262.53,234.04,222.09,272.80,201.80,244.07,294.34,,,,,,190.55,299.32,302.87,284.11,267.65,268.33,293.15,292.65,290.64,295.99,296.83,305.08,302.06,288.52,285.32,309.54,292.94,289.44,289.75
2005-09-19 21:59:56.928000,L5,,,,278.03,299.79,305.61,299.49,293.67,294.72,289.70,297.64,247.73,298.65,286.62,289.19,298.29,281.03,309.37,302.85,292.16,281.53,280.29,278.16,305.01,312.25,327.90,333.75,323.69,313.06,325.94,317.89,311.99,310.92,320.57,322.92,319.30,306.39,321.50,320.08,327.36,328.61,326.91,325.91,326.23,323.49,317.26,328.04,322.76,318.84,321.58,321.98,316.63,309.66,302.81,310.49,318.25,310.99,308.38,300.72
2005-11-22 22:00:23.113000,L5,,,,,,,237.01,279.78,277.17,269.71,262.69,196.52,248.11,233.25,198.60,272.04,215.11,287.04,278.26,294.32,256.42,241.08,248.90,307.08,288.49,319.10,329.46,317.37,303.57,312.47,297.44,299.27,295.63,308.49,311.27,295.20,287.16,323.72,314.96,305.81,323.56,325.20,321.32,321.13,320.81,299.32,316.95,317.66,445.73,371.31,309.24,,,,,,,,
2006-05-17 22:03:57.969000,L5,,,,,,,,,,,,,,,,,,236.29,228.69,235.80,213.47,191.20,200.34,190.54,239.16,289.86,291.44,226.51,183.16,290.21,233.99,277.84,,281.94,299.76,,,,,,183.58,295.39,285.69,283.39,217.47,270.02,300.37,302.38,302.14,304.44,305.10,303.89,298.30,286.60,283.56,304.30,285.45,283.28,280.06
2006-06-02 22:04:12.415000,L5,,,,,,271.95,281.62,275.96,274.77,262.21,281.93,175.66,275.00,251.99,234.20,285.51,232.16,303.33,296.15,274.10,260.13,252.96,256.22,285.67,277.77,313.43,317.76,309.70,298.11,315.06,314.69,313.89,314.44,315.18,315.16,313.43,299.78,316.52,324.46,323.70,,,,,,231.57,279.04,358.52,344.83,336.68,342.35,327.88,318.25,325.04,306.89,495.55,500.34,546.98,534.51
2006-08-21 22:05:19.629000,L5,,,,269.58,294.94,297.34,303.20,291.16,291.05,273.28,293.99,213.93,275.34,259.11,265.78,283.97,251.45,311.29,312.52,285.52,275.88,281.16,269.93,306.55,305.82,323.46,324.13,317.48,310.14,319.05,316.96,314.24,314.74,323.31,333.33,321.27,311.80,333.28,332.42,332.95,333.57,332.83,325.83,319.29,322.04,314.82,334.76,326.71,326.24,335.41,334.50,331.99,327.76,312.36,316.82,327.02,317.35,313.26,300.62
2006-11-25 22:06:19.953000,L5,,,,,,,,,,,,,,,,,,,,,,,,,192.02,237.08,261.89,180.09,256.39,267.28,258.82,167.68,268.96,251.36,230.13,244.91,249.20,246.43,252.47,260.74,261.88,259.46,258.64,265.69,247.40,265.99,276.31,272.13,268.21,275.26,276.04,270.20,253.49,247.04,255.91,263.49,249.21,246.07,249.36
2006-12-11 22:06:52.177000,L5,,,,,,,299.93,274.67,287.07,,,208.03,204.11,237.32,204.21,242.96,191.70,289.36,247.22,274.67,210.12,194.60,198.96,204.35,243.43,274.55,265.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-13 22:06:47.368000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,248.00,289.65,182.20,180.58,288.40,237.65,,,,,,,,,,,,,,220.85,281.29,307.78,301.58,,,,261.35,243.30,,,,,,
2008-02-16 22:02:22.163000,L5,,,,,,,,,,,,,,193.72,179.55,218.31,210.38,280.43,257.57,253.35,232.75,229.63,231.59,219.63,265.88,295.02,322.53,310.73,292.46,297.90,294.56,298.64,282.53,303.71,314.32,293.02,287.43,309.18,288.85,304.87,309.40,311.91,304.73,302.12,306.19,298.19,314.92,316.43,315.68,315.51,318.69,313.34,310.80,300.48,288.29,310.66,298.49,293.98,286.12
2008-10-29 21:55:24.451000,L5,,,,,,,,,,,,,,,,,,,,,,,,183.02,229.98,287.96,300.84,182.71,279.10,299.64,284.05,292.60,191.17,281.96,294.46,,,,205.20,283.66,296.82,309.82,283.84,289.86,260.35,288.89,311.70,302.70,284.60,298.63,297.07,300.33,291.94,281.94,275.52,302.87,282.02,274.07,285.37
2009-01-01 21:56:31.615000,L5,,,,,,,,,,,,,,,,,,212.19,224.88,214.58,189.64,187.41,187.22,,,,,,,,,,,,,,,,,,,293.68,285.37,269.84,191.98,178.07,,,,,,,,,,,,,
2009-02-02 21:57:22.411000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.04,214.94,239.51,236.92,268.61,278.02,298.07,292.73,284.99,301.69,308.35,300.96,296.98,285.60,282.95,302.03,280.08,275.34,269.27
2010-02-21 22:02:44.773000,L5,,,,,,,,,,,,,,,,,,,,,174.25,183.44,193.26,190.40,204.80,259.95,242.45,,,,,,,,,,,,,,193.27,206.85,202.40,236.57,225.61,266.67,286.86,284.73,271.75,293.09,301.60,302.81,298.59,289.23,281.25,298.67,278.22,276.49,263.94
2011-01-07 22:01:44.406000,L5,,,,,,,,,,,,,,,,,,216.24,231.17,200.64,178.62,192.84,204.71,203.26,229.28,278.56,297.61,254.15,217.80,284.70,247.31,168.30,202.30,281.78,306.63,,,,,169.45,202.98,309.14,296.49,289.32,297.94,289.71,302.34,304.45,296.60,307.09,312.74,307.57,300.97,296.42,293.54,307.21,298.54,292.76,286.39
2011-03-12 22:01:43.554000,L5,,,,,,278.42,272.89,267.59,258.15,195.16,269.80,187.97,260.45,257.62,259.46,231.34,205.92,294.94,267.18,239.18,207.61,217.60,229.01,284.47,255.94,294.25,307.15,292.53,294.97,306.73,293.92,301.72,292.69,304.12,313.99,298.11,300.86,314.03,296.64,308.28,307.59,315.34,309.00,303.49,305.42,308.01,314.26,317.33,317.39,318.37,323.83,317.40,309.20,306.43,315.54,332.43,316.26,309.89,297.19
2011-04-13 22:01:34.017000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.89,229.16,268.09,293.99,295.59,293.54,298.10,303.83,306.68,296.79,283.02,282.08,301.28,283.90,279.26,277.29
