dates,satname,nzd0038-0000,nzd0038-0001,nzd0038-0002
1999-07-25 22:04:15.362000,L7,235.78,241.54,239.45
1999-08-17 22:10:26.276000,L7,239.39,447.67,253.69
1999-09-27 22:04:25.056000,L7,244.05,249.50,257.95
1999-10-04 22:10:38.131000,L7,238.78,235.37,246.62
1999-10-13 22:04:24.936000,L7,304.97,298.55,309.80
1999-11-14 22:04:18.343000,L7,294.36,293.96,307.12
1999-12-07 22:10:30.042000,L7,460.87,386.39,349.20
2000-02-09 22:10:19.398000,L7,244.41,238.78,248.17
2000-02-18 22:04:05.276000,L7,346.05,325.06,344.07
2000-04-29 22:09:53.797000,L7,349.83,331.16,355.84
2000-05-15 22:09:42.527000,L7,223.36,208.78,224.25
2000-05-24 22:03:22.722000,L7,340.81,253.36,272.77
2000-08-03 22:08:44.137000,L7,247.98,249.50,260.22
2000-08-12 22:02:30.151000,L7,316.55,249.50,265.55
2000-08-19 22:08:38.248000,L7,289.39,317.89,264.98
2000-09-04 22:08:22.800000,L7,239.84,242.78,261.85
2000-10-15 22:01:32.252000,L7,307.00,256.55,303.02
2000-10-22 22:07:50.487000,L7,413.94,416.00,396.56
2001-03-08 22:01:45.126000,L7,,239.91,244.59
2001-03-24 22:01:35.778000,L7,328.24,249.91,263.85
2001-06-03 22:07:16.736000,L7,253.64,253.39,279.48
2001-06-12 22:01:01.040000,L7,326.87,251.38,266.00
2001-06-19 22:07:05.722000,L7,251.52,247.53,262.36
2001-06-28 22:00:45.094000,L7,247.00,251.73,276.83
2001-08-15 22:00:14.727000,L7,243.98,243.77,259.89
2001-09-07 22:06:11.116000,L7,252.10,251.15,277.69
2001-10-02 21:59:40.713000,L7,359.51,254.13,272.80
2001-11-19 21:59:56.393000,L7,331.08,324.44,265.83
2001-11-26 22:06:09.518000,L7,330.80,318.13,329.93
2001-12-05 21:59:55.034000,L7,348.22,268.22,373.12
2001-12-12 22:06:14.960000,L7,256.61,254.94,268.24
2001-12-28 22:06:14.106000,L7,335.00,313.54,304.57
2002-01-22 22:00:16.971000,L7,343.79,333.91,346.21
2002-01-29 22:06:21.478000,L7,558.27,378.95,374.39
2002-02-14 22:06:29.522000,L7,238.48,235.13,246.54
2002-02-23 22:00:19.685000,L7,253.19,252.10,267.94
2002-03-27 22:00:13.634000,L7,242.83,246.76,261.24
