dates,satname,nzd0161-0000,nzd0161-0001,nzd0161-0002,nzd0161-0003,nzd0161-0004,nzd0161-0005,nzd0161-0006,nzd0161-0007,nzd0161-0008,nzd0161-0009,nzd0161-0010,nzd0161-0011,nzd0161-0012,nzd0161-0013,nzd0161-0014,nzd0161-0015,nzd0161-0016,nzd0161-0017,nzd0161-0018,nzd0161-0019,nzd0161-0020,nzd0161-0021,nzd0161-0022,nzd0161-0067,nzd0161-0068,nzd0161-0069,nzd0161-0070,nzd0161-0071,nzd0161-0072,nzd0161-0073,nzd0161-0076,nzd0161-0077,nzd0161-0078,nzd0161-0079,nzd0161-0080,nzd0161-0081,nzd0161-0082,nzd0161-0083,nzd0161-0084,nzd0161-0085,nzd0161-0093,nzd0161-0094,nzd0161-0095,nzd0161-0096,nzd0161-0097,nzd0161-0098,nzd0161-0102,nzd0161-0103,nzd0161-0104,nzd0161-0105,nzd0161-0106,nzd0161-0107,nzd0161-0108,nzd0161-0109,nzd0161-0110,nzd0161-0111,nzd0161-0112,nzd0161-0113,nzd0161-0114,nzd0161-0116,nzd0161-0117,nzd0161-0118,nzd0161-0119,nzd0161-0120,nzd0161-0121,nzd0161-0122,nzd0161-0123,nzd0161-0124,nzd0161-0125,nzd0161-0126,nzd0161-0127,nzd0161-0128,nzd0161-0129,nzd0161-0130,nzd0161-0131,nzd0161-0132,nzd0161-0133,nzd0161-0134,nzd0161-0135,nzd0161-0136,nzd0161-0137,nzd0161-0138,nzd0161-0139,nzd0161-0140,nzd0161-0143,nzd0161-0144,nzd0161-0146,nzd0161-0147,nzd0161-0148,nzd0161-0149,nzd0161-0150,nzd0161-0151,nzd0161-0152,nzd0161-0153,nzd0161-0154,nzd0161-0155,nzd0161-0156,nzd0161-0157,nzd0161-0158,nzd0161-0159,nzd0161-0160,nzd0161-0161,nzd0161-0162,nzd0161-0163,nzd0161-0164,nzd0161-0165,nzd0161-0166,nzd0161-0167,nzd0161-0172,nzd0161-0173,nzd0161-0174,nzd0161-0175,nzd0161-0176,nzd0161-0178,nzd0161-0179,nzd0161-0183,nzd0161-0184,nzd0161-0185,nzd0161-0186,nzd0161-0187,nzd0161-0188,nzd0161-0189,nzd0161-0190,nzd0161-0194,nzd0161-0195,nzd0161-0198,nzd0161-0199,nzd0161-0200,nzd0161-0201,nzd0161-0202,nzd0161-0203,nzd0161-0204,nzd0161-0205,nzd0161-0206,nzd0161-0207,nzd0161-0208,nzd0161-0212,nzd0161-0213,nzd0161-0214,nzd0161-0215,nzd0161-0216,nzd0161-0217,nzd0161-0218,nzd0161-0219,nzd0161-0220,nzd0161-0221,nzd0161-0222,nzd0161-0223,nzd0161-0226,nzd0161-0227,nzd0161-0229,nzd0161-0230,nzd0161-0234,nzd0161-0235,nzd0161-0236,nzd0161-0239,nzd0161-0240,nzd0161-0241,nzd0161-0242,nzd0161-0243,nzd0161-0244,nzd0161-0245,nzd0161-0246,nzd0161-0247,nzd0161-0248,nzd0161-0249,nzd0161-0250,nzd0161-0252,nzd0161-0253,nzd0161-0254,nzd0161-0255,nzd0161-0256,nzd0161-0257,nzd0161-0258,nzd0161-0259,nzd0161-0260,nzd0161-0261,nzd0161-0265,nzd0161-0267,nzd0161-0268,nzd0161-0271,nzd0161-0272,nzd0161-0276,nzd0161-0279,nzd0161-0280,nzd0161-0281,nzd0161-0282,nzd0161-0283,nzd0161-0288,nzd0161-0289,nzd0161-0291,nzd0161-0292,nzd0161-0297,nzd0161-0298,nzd0161-0299,nzd0161-0300,nzd0161-0301,nzd0161-0302,nzd0161-0303,nzd0161-0304,nzd0161-0305,nzd0161-0306,nzd0161-0307,nzd0161-0308,nzd0161-0309,nzd0161-0023,nzd0161-0024,nzd0161-0025,nzd0161-0026,nzd0161-0027,nzd0161-0028,nzd0161-0029,nzd0161-0030,nzd0161-0031,nzd0161-0032,nzd0161-0036,nzd0161-0037,nzd0161-0038,nzd0161-0039,nzd0161-0040,nzd0161-0041,nzd0161-0042,nzd0161-0043,nzd0161-0044,nzd0161-0045,nzd0161-0046,nzd0161-0047,nzd0161-0048,nzd0161-0049,nzd0161-0050,nzd0161-0051,nzd0161-0052,nzd0161-0053,nzd0161-0054,nzd0161-0055,nzd0161-0056,nzd0161-0057,nzd0161-0058,nzd0161-0059,nzd0161-0060,nzd0161-0061,nzd0161-0062,nzd0161-0063,nzd0161-0064,nzd0161-0065,nzd0161-0066,nzd0161-0074,nzd0161-0075,nzd0161-0086,nzd0161-0087,nzd0161-0088,nzd0161-0089,nzd0161-0090,nzd0161-0091,nzd0161-0092,nzd0161-0099,nzd0161-0100,nzd0161-0101,nzd0161-0115,nzd0161-0141,nzd0161-0142,nzd0161-0145,nzd0161-0168,nzd0161-0169,nzd0161-0170,nzd0161-0171,nzd0161-0177,nzd0161-0180,nzd0161-0181,nzd0161-0182,nzd0161-0191,nzd0161-0192,nzd0161-0193,nzd0161-0196,nzd0161-0197,nzd0161-0224,nzd0161-0225,nzd0161-0228,nzd0161-0231,nzd0161-0232,nzd0161-0233,nzd0161-0237,nzd0161-0238,nzd0161-0251,nzd0161-0262,nzd0161-0263,nzd0161-0264,nzd0161-0266,nzd0161-0269,nzd0161-0270,nzd0161-0273,nzd0161-0274,nzd0161-0275,nzd0161-0277,nzd0161-0278,nzd0161-0284,nzd0161-0285,nzd0161-0286,nzd0161-0287,nzd0161-0290,nzd0161-0293,nzd0161-0294,nzd0161-0295,nzd0161-0296,nzd0161-0209,nzd0161-0210,nzd0161-0211,nzd0161-0033,nzd0161-0034,nzd0161-0035
1999-08-26 22:04:44.971000,L7,276.56,285.78,328.49,361.92,281.05,227.28,282.17,172.08,387.43,393.22,322.67,174.92,271.35,281.58,268.85,367.98,361.30,309.65,277.13,380.90,379.57,357.09,365.75,295.35,303.70,180.33,189.28,282.87,269.31,207.37,179.32,203.69,181.77,255.43,331.07,329.81,328.17,324.56,271.03,207.93,184.11,247.91,190.12,239.34,175.94,330.64,217.84,377.94,388.19,345.51,404.70,451.95,302.47,329.31,304.23,318.27,313.44,381.12,430.94,427.64,346.80,314.25,336.41,286.70,342.72,403.15,430.45,411.11,347.41,345.28,367.84,349.39,311.55,346.76,348.81,397.05,394.77,308.91,400.79,371.53,314.34,252.45,398.00,386.63,357.26,221.38,321.84,426.04,358.30,298.29,377.33,405.12,304.45,344.28,425.47,244.39,255.49,278.95,361.33,308.47,387.99,353.40,198.32,219.44,228.17,241.76,340.53,326.36,344.68,329.40,363.55,300.52,350.02,248.11,248.15,318.92,330.90,312.24,298.96,250.22,305.76,314.02,373.86,339.85,267.16,288.77,321.38,338.09,368.36,395.48,387.52,318.55,332.16,290.93,333.76,369.09,409.73,292.00,403.79,267.94,229.28,228.90,415.15,358.78,206.00,246.03,244.59,277.45,339.84,294.68,290.51,374.72,318.04,323.31,227.76,224.26,240.06,257.75,312.27,398.24,308.80,362.05,424.86,420.90,428.23,349.82,364.71,315.07,292.73,393.12,428.34,373.90,359.40,442.80,440.18,457.37,445.27,305.84,399.35,462.10,453.44,455.97,390.12,425.63,466.01,304.09,234.17,413.18,386.32,342.40,346.35,413.11,336.24,424.95,423.04,398.93,335.68,277.98,179.77,467.10,420.76,441.15,306.96,376.53,270.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-14 22:04:42.286000,L7,364.95,384.65,403.17,424.57,443.98,458.56,475.03,485.09,508.88,526.04,518.40,523.52,518.18,513.27,502.39,499.56,499.79,504.41,503.40,500.91,502.20,502.56,487.36,539.25,547.44,468.57,412.79,529.65,508.07,469.86,451.32,551.32,,,,,,550.94,507.66,538.16,540.30,530.56,530.22,508.36,527.82,541.02,527.39,538.28,533.16,536.71,530.48,534.34,528.78,523.99,536.42,533.85,501.07,509.41,526.34,530.22,535.34,506.60,531.62,528.40,526.52,530.76,539.58,540.05,530.62,518.88,527.60,535.41,518.58,527.84,547.44,543.11,533.89,516.43,536.35,526.14,522.92,522.70,514.92,512.97,501.20,496.24,530.42,539.46,534.39,527.71,533.59,537.62,529.64,532.77,538.05,542.93,540.40,529.21,529.72,525.97,538.66,,,548.51,532.23,535.17,527.83,521.84,514.66,519.25,534.41,504.45,500.79,530.22,517.15,524.09,520.04,522.48,517.40,513.13,518.25,513.71,511.39,527.34,530.89,532.98,,538.70,535.76,523.99,527.05,532.34,550.16,,,,,,,,,,,543.80,544.58,543.03,528.81,529.67,532.22,525.85,522.98,518.59,512.26,501.52,522.21,518.15,521.05,526.88,527.14,525.20,528.57,530.09,532.57,537.84,537.33,535.06,533.22,537.41,536.98,534.19,535.20,536.37,530.87,530.44,528.15,527.57,531.07,522.35,529.75,550.11,530.05,527.23,554.59,550.88,544.81,540.05,536.08,538.40,540.41,534.77,528.92,530.12,528.73,532.91,530.06,534.13,539.85,538.31,544.06,545.76,551.47,,,,,454.60,419.36,400.92,370.95,362.47,377.01,426.71,472.12,531.29,557.43,539.27,538.67,523.46,518.00,516.58,528.83,534.82,532.82,543.10,546.73,543.13,545.80,542.53,539.24,541.30,538.63,536.49,514.04,520.95,498.31,533.07,538.43,527.03,492.93,491.00,480.55,498.84,500.50,531.04,531.54,522.88,508.32,514.04,521.92,512.41,533.72,531.43,539.39,542.09,538.29,547.73,528.51,539.99,524.30,524.58,515.04,527.47,531.96,538.34,523.11,507.55,536.94,523.19,528.14,531.93,490.33,511.69,520.45,533.09,528.02,533.58,526.74,522.60,528.41,523.12,526.62,522.42,524.87,539.54,526.14,519.54,519.32,515.56,528.53,530.67,542.68,535.10,530.85,538.75,541.06,543.88,541.73,535.80,538.60,531.06,537.71,524.80,532.33,528.14,,,,,,
2000-01-01 22:04:37.439000,L7,368.64,391.62,404.42,428.98,445.64,458.95,466.95,489.42,505.44,515.04,518.70,514.07,507.95,510.08,502.97,506.31,502.56,505.52,503.53,501.38,500.70,497.48,497.77,535.08,533.42,507.12,478.51,515.75,517.46,489.88,495.67,547.77,519.48,522.40,528.90,405.80,452.26,438.26,443.52,526.39,544.43,533.17,534.53,533.84,544.36,551.03,,,,541.40,535.55,538.66,536.68,537.12,541.47,542.28,517.73,520.40,534.01,533.01,527.29,517.33,534.37,531.42,529.13,535.06,535.27,538.29,535.13,530.06,525.93,528.23,520.84,527.33,537.54,535.44,528.67,523.78,541.20,529.99,524.57,527.81,520.67,523.68,507.79,520.17,527.98,541.73,540.77,533.47,539.98,545.14,544.17,543.69,542.32,548.73,543.54,537.86,535.36,529.49,530.70,536.03,533.27,541.12,536.89,532.41,528.67,524.57,514.47,519.20,516.68,501.76,512.39,508.86,524.56,509.38,506.70,512.58,522.24,519.33,527.34,552.25,,546.67,536.88,528.10,538.77,543.90,547.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.27,,,,,449.99,200.09,182.58,,,,,214.94,231.24,460.29,423.06,406.76,376.72,365.22,374.65,423.88,463.90,536.97,557.17,546.37,542.68,535.51,520.70,518.14,530.82,539.16,533.77,544.12,546.42,548.95,546.37,541.28,541.20,545.43,538.30,535.70,519.54,523.66,501.58,529.58,531.48,529.43,511.58,523.82,512.55,505.94,499.03,520.94,523.63,515.48,511.66,518.90,519.21,515.64,549.60,,546.65,545.85,551.02,,,,533.80,524.59,522.57,528.44,531.42,530.98,521.99,511.97,512.79,533.51,520.85,507.41,,,,527.11,527.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-18 22:04:29.218000,L7,460.82,411.59,428.38,440.38,477.02,505.83,555.89,,,,,,258.47,324.12,373.45,,,,,,,,,,528.52,390.61,294.03,345.27,361.19,415.61,305.23,396.78,401.27,415.83,368.78,,400.74,491.03,458.32,382.34,425.32,482.80,456.34,483.49,507.01,446.88,491.69,,,,,,214.08,282.67,455.31,501.64,,419.04,408.84,,,,,464.55,450.34,,,,,,,,,,,,,,,,,,,537.03,547.93,539.24,,,,,,,,,,,538.22,523.14,531.82,520.09,546.28,,,,,,,,,,,,,,,520.72,527.20,516.97,528.90,523.12,499.87,537.43,527.71,514.38,513.26,471.67,492.69,483.40,487.34,498.42,513.55,427.00,462.28,409.90,425.98,476.42,510.89,456.14,480.35,468.60,472.03,562.05,509.18,,,475.05,428.73,432.21,190.83,254.86,469.82,538.64,462.99,415.86,441.60,209.51,,,,523.24,269.25,507.82,515.44,509.54,,,,538.77,436.88,497.18,375.25,166.13,,546.48,378.18,,,309.88,240.72,,,,417.30,318.15,,344.25,545.46,,323.86,190.52,,,407.45,447.27,511.88,,457.45,493.96,496.39,,,,,,,506.43,517.33,522.66,510.98,508.03,494.85,500.62,518.90,521.44,,,,,,,,,,,,,,,,,,,517.80,335.77,333.11,345.00,330.23,344.36,322.61,401.60,397.52,436.32,495.07,510.35,541.12,,419.27,333.06,373.19,472.54,474.50,497.18,525.08,511.65,519.56,400.41,482.96,488.11,,549.98,544.48,,,,,,,,,,521.70,534.84,546.38,500.07,449.34,325.71,216.75,227.04,544.24,544.24,552.07,364.98,238.71,489.85,,,,185.46,,,,396.50,499.21,320.16,271.86,,353.21,246.18,181.02,206.88,331.80,,,528.53,386.08,414.69,458.07,,,
2000-05-24 22:03:46.662000,L7,347.70,369.57,385.77,402.39,431.63,439.04,451.16,461.23,479.26,486.27,485.13,487.98,488.82,497.96,491.31,482.04,481.71,486.64,485.46,481.51,482.34,478.84,459.71,517.15,510.64,453.49,374.78,469.57,467.36,395.67,431.99,510.85,507.31,507.26,519.39,476.16,523.27,502.70,450.60,511.46,508.99,500.39,512.27,478.34,498.09,515.25,494.08,504.90,497.84,502.74,501.33,510.71,504.01,500.85,515.93,515.46,484.03,438.60,514.47,503.35,508.77,433.03,511.17,505.56,498.40,502.29,512.43,511.35,505.64,482.62,496.19,494.34,470.43,494.14,499.83,492.99,491.34,479.42,501.99,493.26,489.37,493.07,488.39,490.09,467.90,467.00,499.80,510.82,510.34,497.60,505.77,506.73,508.02,509.91,519.30,520.18,513.65,500.88,504.68,492.42,495.76,494.55,500.37,497.77,493.97,488.35,481.94,481.85,463.68,472.96,467.44,445.64,418.77,468.97,466.52,451.16,472.37,478.67,473.94,455.20,462.86,448.90,476.50,478.45,477.60,482.16,489.72,491.63,477.54,491.36,497.66,482.55,479.81,475.21,491.45,510.04,512.70,500.67,511.92,501.72,509.95,504.08,486.86,500.47,493.74,498.58,416.41,484.29,478.76,487.43,467.14,466.32,452.47,451.28,461.54,464.21,463.23,450.84,470.59,475.14,513.64,464.48,496.95,490.49,498.67,499.73,489.19,489.83,499.29,489.47,491.30,489.46,463.02,507.26,504.39,501.28,502.82,499.55,504.67,504.47,500.72,501.26,523.22,523.65,517.57,541.68,508.91,521.63,473.21,517.33,468.78,485.59,488.92,498.06,489.77,486.99,509.36,496.72,514.15,517.91,507.93,500.29,526.06,,,427.61,382.40,373.94,286.74,333.52,353.15,408.69,435.21,504.26,530.16,512.37,512.19,502.02,488.50,490.99,507.38,509.20,507.82,517.25,519.32,519.34,518.22,517.60,519.57,518.93,516.72,509.09,484.40,492.20,466.69,506.01,504.73,496.06,472.47,460.84,458.72,472.14,457.75,493.68,500.44,484.37,398.14,487.82,487.88,475.78,516.45,507.66,514.28,517.22,516.26,509.58,496.60,504.44,502.07,491.58,483.23,493.93,498.56,496.89,492.53,459.22,480.33,468.19,481.47,439.69,442.41,459.93,460.31,470.02,475.32,506.16,450.27,475.69,502.40,467.01,480.31,441.33,451.00,511.55,519.57,508.81,490.40,462.12,483.80,489.26,521.88,502.50,519.02,494.24,514.83,533.12,506.71,497.63,490.85,489.05,500.46,481.74,519.14,489.97,497.35,505.85,504.76,539.44,526.31,525.43
2000-07-11 22:03:17.779000,L7,364.32,378.42,395.39,406.48,439.37,441.58,464.82,473.22,492.20,503.84,493.31,502.01,495.17,513.09,504.05,488.46,482.77,492.40,497.32,496.50,492.86,488.25,475.15,524.97,506.15,465.53,399.51,494.23,477.94,454.49,440.19,522.96,513.57,527.40,528.59,509.26,536.17,521.70,499.87,522.74,522.59,510.85,517.46,503.29,511.41,521.83,502.31,516.53,511.21,512.07,512.55,514.22,520.37,512.34,530.24,527.15,501.71,483.66,520.20,512.54,513.55,488.65,520.84,511.80,504.45,512.59,514.39,512.48,519.60,503.92,506.89,509.39,501.61,506.85,501.82,494.22,481.37,437.40,471.83,478.17,495.38,495.66,491.02,497.53,485.31,487.29,502.77,515.15,516.64,504.43,510.07,507.96,522.36,516.14,525.17,524.33,527.69,516.85,518.14,512.03,509.75,510.87,512.37,508.52,508.81,508.13,498.18,505.84,478.37,488.86,489.29,480.17,489.18,472.96,476.58,474.25,474.00,480.48,467.37,434.85,430.31,430.65,474.42,427.59,417.61,422.37,463.61,471.79,467.78,487.49,507.55,506.01,497.23,510.82,516.10,519.79,525.06,517.64,524.38,524.16,511.08,513.99,517.73,549.85,,,,,494.82,500.07,494.80,491.26,,,533.85,481.24,489.41,492.31,485.07,480.82,492.35,473.57,504.15,501.17,509.87,507.69,503.51,497.36,505.14,510.64,504.05,505.13,502.70,510.70,503.83,505.18,500.51,504.54,508.25,504.13,515.10,505.07,517.40,510.54,519.77,518.94,537.35,543.80,515.90,512.16,,,515.40,502.71,507.09,508.12,523.81,512.82,524.51,,,,,,,448.11,410.87,399.57,362.16,347.97,367.19,410.21,420.38,507.85,541.10,524.29,518.88,506.66,495.06,508.09,516.97,530.26,520.09,531.15,534.87,538.05,528.98,523.98,530.04,530.49,524.50,519.75,493.94,503.10,472.64,521.70,515.73,503.24,483.77,481.53,468.38,482.37,466.19,503.34,504.75,493.86,501.73,501.49,509.72,495.45,531.01,520.40,520.05,532.51,526.14,523.93,507.99,518.08,508.98,504.84,498.58,503.45,510.28,496.70,502.57,478.56,487.29,488.01,492.88,466.33,444.41,394.26,350.42,408.31,400.52,,544.23,504.75,547.79,,,490.83,471.36,514.03,497.93,503.58,502.53,488.12,503.87,503.90,517.39,509.21,519.67,504.16,510.99,524.78,515.52,507.62,506.49,,,,,,513.97,517.75,513.58,552.11,,542.92
2000-08-12 22:02:54.094000,L7,441.60,406.34,460.83,491.46,492.46,446.53,485.57,212.10,419.99,518.42,321.12,366.97,360.07,222.02,343.31,357.70,407.84,440.72,317.76,386.02,441.64,,,,,484.96,419.10,508.43,503.82,476.14,460.93,538.34,530.62,540.71,544.48,518.96,,552.45,519.57,541.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.06,545.91,,,,,,,,,,,,,,,,,,,529.10,513.33,511.25,516.22,522.58,500.71,493.02,490.14,500.03,499.14,549.21,520.98,529.96,522.80,523.03,484.73,544.79,554.92,496.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.87,424.65,361.04,411.59,368.72,408.90,381.04,537.61,320.53,314.38,463.75,,,356.94,,,,,,,511.63,472.78,545.50,307.55,339.02,289.72,,,,,,,422.88,407.32,429.96,495.69,,525.20,482.93,477.28,536.79,538.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.65,538.01,547.19,532.17,,,,,536.07,505.95,532.16,505.54,,,,,,,,,,,536.98,509.61,,,,517.17,532.90,528.32,,523.99,483.29,536.18,511.65,,,,,,,,,,,,,359.23,464.39,320.17,553.99,,,,321.77,302.97,282.35,,,,,515.21,395.66,500.80,324.44,293.13,,,,,,
2000-09-13 22:02:26.190000,L7,399.07,425.67,438.54,545.88,500.00,,472.07,499.28,469.48,475.78,,,,530.70,487.41,534.31,456.45,436.91,410.01,451.74,393.22,562.03,411.63,,,,,,,,460.21,,,,,,,,,,,,273.89,338.67,369.70,533.59,539.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.40,427.34,430.93,550.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.83,335.67,342.77,271.84,235.83,197.44,,,,323.97,373.76,442.41,252.50,,,,,,,,,,533.27,293.22,231.46,329.12,322.65,357.09,387.26,537.97,,,326.12,433.94,,252.03,353.02,302.65,273.93,,,,,,,530.02,531.14,547.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.05,489.96,525.48,544.90,535.90,,,,,497.98,462.03,527.38,473.14,488.75,497.18,519.82,544.17,,,,,424.53,552.90,547.03,438.09,351.00,421.30,453.94,,,,,,,,,,,,,,,,,,,,,,,537.93,513.09,494.92,,373.33,365.04,413.23,,,,,,500.11,,,,,,,550.88,215.54,290.35,533.61,368.57,388.05,435.44,,,,,,,,,,,,,,,,,,,,,,,,,,,468.83,430.50,429.61
2000-10-15 22:01:56.204000,L7,322.58,348.66,466.97,471.46,511.85,477.61,460.03,469.75,522.58,473.89,476.82,473.88,471.91,479.62,473.48,471.42,470.81,476.54,475.38,473.19,470.83,463.09,434.69,488.40,473.66,392.59,270.12,333.31,422.57,344.90,387.45,491.44,478.36,493.66,501.59,413.63,497.85,427.59,407.29,451.31,495.25,485.21,489.28,449.76,475.55,499.74,473.89,481.89,468.84,485.45,483.54,491.68,485.09,489.50,494.34,488.29,453.63,404.86,496.48,483.24,488.12,352.97,491.50,479.07,470.81,474.12,491.83,491.37,478.61,421.00,406.92,437.31,417.34,470.43,470.25,459.74,459.30,430.94,472.66,468.88,447.96,471.10,465.49,452.54,439.28,437.27,474.41,487.76,487.68,475.61,488.53,471.51,479.11,467.86,502.16,504.63,492.76,472.38,483.75,449.63,470.37,480.86,480.28,476.75,461.36,430.79,416.46,431.25,401.45,415.20,422.07,396.33,387.46,354.11,351.61,402.17,455.14,456.35,455.25,418.79,423.58,407.73,456.51,455.98,439.35,423.52,468.35,465.84,450.42,449.84,447.49,428.39,460.67,435.45,425.04,433.91,490.68,478.30,485.10,482.77,485.31,464.40,445.88,447.23,432.58,398.54,338.96,307.53,416.24,360.11,384.99,415.32,346.82,379.09,373.34,335.07,426.99,384.73,399.40,462.21,460.20,396.04,465.76,469.14,455.13,440.30,425.54,458.37,463.01,467.87,458.83,433.75,422.28,477.30,482.94,488.74,479.22,340.94,484.22,488.73,477.01,477.09,484.94,468.41,493.88,481.29,481.97,490.11,440.63,443.93,436.96,467.32,458.52,473.02,475.41,464.43,482.20,467.49,498.37,507.74,490.52,476.64,473.83,480.06,454.88,402.80,364.10,352.16,238.04,316.33,293.26,386.83,360.59,479.60,521.60,499.47,505.22,492.67,474.92,469.96,494.44,489.38,491.25,510.25,510.13,513.03,509.29,510.35,506.07,507.65,504.34,499.42,441.74,482.22,371.47,484.33,492.52,486.92,431.33,428.08,432.25,440.53,395.98,488.43,485.52,455.50,281.12,461.88,432.51,443.76,482.81,485.35,495.92,491.71,497.02,495.11,474.77,482.08,474.63,468.52,412.28,440.67,427.32,477.74,467.87,425.23,446.94,439.84,454.75,402.19,363.99,414.35,419.05,434.73,425.10,288.79,327.93,298.91,212.74,224.01,203.27,384.83,312.57,430.28,364.00,303.78,301.57,400.07,429.49,445.62,481.90,472.63,409.11,476.97,478.24,498.29,492.61,457.72,458.34,419.01,442.29,415.87,391.33,442.52,405.53,464.88,458.78,532.26,517.77,520.46
2001-01-03 22:02:12.432000,L7,370.92,394.79,406.39,408.97,453.20,458.65,464.22,481.75,492.97,501.49,373.30,375.16,360.31,359.77,331.45,336.04,505.31,506.16,507.49,506.57,504.84,499.31,487.81,464.59,480.81,269.54,279.42,268.70,358.72,473.88,403.07,539.95,,,,,,445.09,480.23,436.33,316.02,352.81,345.13,410.36,429.31,454.31,325.50,,223.05,230.51,483.00,387.63,392.27,495.41,545.80,516.49,497.97,423.94,503.09,489.51,510.20,513.12,297.60,452.00,452.54,406.75,,,,,,,,,,534.69,371.00,,,,434.44,386.00,408.42,,547.17,427.45,472.64,494.27,314.13,528.78,496.11,,,,,,,,,,,406.96,382.78,447.38,411.97,334.85,388.93,411.94,469.87,446.83,422.49,412.37,508.46,219.55,235.60,330.60,544.13,545.53,518.07,506.38,527.94,495.41,471.64,435.83,435.89,429.43,449.14,468.18,483.24,505.77,501.89,513.28,,,,,,,,,,,,,,541.87,384.35,330.18,244.66,357.50,415.99,350.72,435.63,484.38,467.01,,,,,322.61,368.08,489.86,343.72,414.03,499.63,211.65,215.79,478.90,496.21,456.72,493.48,401.51,436.56,491.72,450.54,486.56,539.01,,,,,,,,,,,,415.94,455.84,324.13,270.98,538.04,533.56,,,,,,,,,,,,446.06,435.68,411.48,356.98,205.88,,,,,,,,,,,,,212.04,550.78,,,,,,,,546.18,515.65,534.40,502.21,519.90,505.40,490.58,415.62,310.30,429.48,502.25,505.52,371.48,286.48,333.05,435.04,465.20,433.90,481.71,457.44,405.04,210.26,186.20,374.53,,429.20,354.88,479.55,,507.23,455.15,511.69,541.45,,506.69,528.77,220.91,517.09,487.56,438.02,482.63,426.23,445.14,449.07,234.49,218.05,368.07,,,,,,,,,,,,,,,,,,,558.13,466.96,480.37,424.62,449.57,419.83,426.83,477.93,,,,,,
