dates,satname,nzd0332-0000,nzd0332-0001,nzd0332-0002,nzd0332-0003,nzd0332-0004,nzd0332-0005,nzd0332-0006,nzd0332-0007,nzd0332-0008,nzd0332-0009,nzd0332-0010,nzd0332-0011,nzd0332-0012,nzd0332-0013,nzd0332-0014,nzd0332-0015,nzd0332-0016,nzd0332-0017,nzd0332-0018,nzd0332-0019,nzd0332-0020,nzd0332-0021,nzd0332-0022,nzd0332-0023,nzd0332-0024,nzd0332-0025,nzd0332-0026,nzd0332-0027,nzd0332-0028,nzd0332-0029,nzd0332-0030,nzd0332-0031,nzd0332-0032,nzd0332-0033,nzd0332-0034,nzd0332-0035,nzd0332-0036,nzd0332-0037,nzd0332-0038,nzd0332-0039,nzd0332-0040,nzd0332-0041,nzd0332-0042,nzd0332-0043,nzd0332-0044,nzd0332-0045,nzd0332-0046,nzd0332-0047,nzd0332-0048,nzd0332-0049,nzd0332-0050,nzd0332-0051,nzd0332-0052,nzd0332-0053,nzd0332-0054,nzd0332-0055,nzd0332-0056,nzd0332-0057,nzd0332-0058,nzd0332-0059,nzd0332-0060,nzd0332-0061,nzd0332-0062,nzd0332-0063,nzd0332-0064,nzd0332-0065,nzd0332-0066,nzd0332-0067,nzd0332-0068,nzd0332-0069,nzd0332-0070,nzd0332-0071,nzd0332-0072,nzd0332-0073,nzd0332-0074,nzd0332-0075,nzd0332-0076,nzd0332-0077,nzd0332-0078,nzd0332-0079,nzd0332-0080,nzd0332-0081,nzd0332-0082,nzd0332-0083,nzd0332-0084,nzd0332-0085,nzd0332-0086
2000-05-26 21:53:00.524000,L7,,,247.44,253.26,262.86,268.57,266.72,280.80,277.75,276.09,285.46,293.70,222.26,280.94,220.81,,,,,,,,193.89,280.71,265.68,249.11,266.72,,,,,,,,,,,,,,,,,,,285.62,201.60,269.14,,230.08,278.18,273.21,284.35,290.44,286.45,266.18,176.20,266.68,262.78,289.25,279.73,,290.16,185.05,293.21,268.49,279.32,287.19,264.36,183.62,268.02,297.71,173.77,244.39,282.27,295.15,,,,,,297.07,280.21,257.78,298.25,232.56,310.07
2000-06-18 21:58:39.829000,L7,304.80,312.80,300.77,303.19,307.84,325.31,295.66,328.71,333.57,341.30,334.12,334.57,325.77,344.04,279.77,315.24,308.59,299.48,,287.77,300.41,331.51,341.96,336.17,329.55,234.64,274.52,249.59,282.94,275.31,279.70,320.47,288.44,276.11,268.51,286.74,270.82,264.57,269.64,289.56,280.38,268.94,240.30,276.41,275.83,291.60,275.08,274.67,283.29,283.56,284.98,292.54,293.40,295.82,303.22,272.80,278.52,273.69,280.33,289.50,291.27,264.95,393.19,430.19,301.79,280.86,292.28,303.99,267.06,200.22,270.43,292.69,181.84,251.17,281.72,298.05,,,175.04,235.85,269.93,293.94,289.30,258.97,290.66,243.88,316.64
2000-07-13 21:52:07.753000,L7,294.28,291.54,289.25,287.24,289.40,301.48,319.38,275.07,315.14,313.76,309.77,313.98,303.96,328.52,322.72,324.05,340.71,362.91,297.70,298.58,296.67,294.39,281.26,296.23,288.50,327.10,317.21,284.53,308.91,307.90,307.71,293.85,273.03,276.46,281.57,274.42,274.22,283.22,275.71,287.95,279.75,270.56,241.09,275.40,282.62,290.27,286.45,283.33,285.26,287.87,291.78,293.00,304.12,312.98,299.80,300.64,290.36,274.74,293.08,296.66,289.32,267.38,305.81,274.08,305.30,283.60,293.68,302.43,274.80,231.35,284.85,301.42,179.81,274.23,296.30,310.05,281.84,315.12,298.41,253.88,209.74,303.96,309.14,276.80,306.30,250.25,323.95
2000-07-13 21:52:31.712000,L7,290.59,285.44,282.37,256.13,274.86,296.12,317.36,269.42,293.05,308.42,303.94,298.18,298.59,323.96,321.32,237.56,294.26,283.76,244.56,213.37,291.52,287.84,275.05,293.04,270.41,282.23,265.82,244.57,306.12,,266.50,289.76,268.00,269.73,276.13,259.32,261.08,278.17,266.67,285.89,269.79,259.97,228.20,253.28,277.92,287.24,276.49,278.37,278.40,281.72,289.58,290.93,300.44,307.43,291.56,294.07,283.12,270.08,274.21,292.67,282.10,262.76,297.13,223.36,300.04,280.12,292.84,296.53,263.84,225.40,279.94,297.16,178.45,265.52,291.38,303.79,277.05,308.15,290.14,249.78,,297.42,301.28,274.02,296.55,248.21,321.49
2000-08-05 21:57:56.710000,L7,299.03,302.25,296.84,306.24,327.70,338.52,328.16,351.89,343.73,321.64,304.48,305.85,305.06,310.46,388.90,372.73,361.75,405.95,304.97,312.14,305.24,319.27,302.06,310.78,307.09,321.62,369.24,308.30,305.62,302.35,307.97,315.21,305.75,304.42,302.66,314.61,313.11,312.28,315.52,315.29,322.66,303.97,292.63,307.16,312.57,323.54,322.10,308.19,311.30,314.78,316.55,328.59,331.47,332.14,328.22,319.66,321.32,319.78,388.99,401.04,413.27,398.15,324.32,324.99,327.69,321.98,328.59,328.99,322.80,312.56,326.40,318.14,324.85,319.63,325.25,331.69,327.67,336.66,331.14,327.00,319.61,328.94,331.90,330.33,332.78,347.27,343.87
2000-08-14 21:51:44.223000,L7,,,,261.85,336.18,525.05,495.07,478.08,199.90,,,,,,,,294.47,241.98,262.81,477.73,473.02,501.38,,,,,,,,204.71,300.80,266.83,265.80,279.15,285.97,277.33,261.75,250.74,276.11,286.89,268.63,220.38,248.84,273.82,276.58,275.56,283.77,278.05,288.04,286.62,285.85,287.45,311.21,294.12,293.60,287.32,281.44,288.95,279.32,292.19,286.35,286.36,305.97,295.10,299.78,283.68,295.20,303.09,263.60,199.40,275.83,297.06,258.40,287.18,289.85,303.59,273.71,311.70,291.56,264.71,276.78,293.96,288.97,276.93,170.76,256.24,318.28
2000-08-14 21:52:08.182000,L7,,456.64,477.42,277.37,338.80,524.31,474.31,522.26,493.24,,,,,,,,313.61,213.08,300.03,450.87,469.87,403.74,,,,,,,,205.52,308.49,269.01,270.28,283.48,289.27,279.44,264.19,252.30,281.59,290.12,272.87,224.17,248.95,282.53,279.81,277.48,288.61,282.87,290.75,288.36,288.56,293.91,315.90,296.82,302.38,298.67,284.05,289.29,287.36,293.95,289.56,287.26,309.47,298.45,301.47,289.75,297.64,292.36,266.48,202.52,279.63,300.02,259.72,293.21,292.40,306.15,276.41,313.15,292.26,270.98,283.90,296.42,291.58,278.89,295.96,257.92,320.85
2000-11-25 21:57:10.965000,L7,332.47,341.45,340.97,330.11,339.27,341.09,344.46,336.84,331.04,342.39,337.77,342.63,341.63,338.67,339.06,350.33,371.38,354.60,347.66,346.54,353.77,349.54,351.13,351.89,353.56,347.69,351.60,352.85,345.49,347.60,349.68,357.47,357.94,353.31,351.61,358.92,355.74,355.44,365.62,359.59,363.15,346.74,338.99,354.24,358.12,372.14,367.50,357.06,364.46,364.38,360.81,368.86,379.42,378.15,374.67,373.21,373.79,371.60,366.12,380.30,384.48,364.35,367.25,371.13,369.09,359.29,364.71,370.83,366.91,365.50,380.53,400.13,379.89,390.49,386.03,381.12,395.14,393.24,377.91,375.76,373.51,396.37,383.15,379.50,398.64,404.18,419.51
2000-12-04 21:50:58.069000,L7,351.82,354.86,347.69,333.60,341.72,353.29,370.82,358.19,367.28,361.96,353.63,353.04,358.80,340.55,350.35,360.17,387.95,373.24,355.28,375.94,363.88,362.41,394.09,381.56,383.70,379.92,395.20,416.58,402.85,382.02,392.14,384.89,374.14,377.88,380.48,402.77,395.20,400.76,392.20,384.25,392.64,406.16,389.02,366.14,386.12,398.60,396.28,395.25,384.54,410.13,407.31,430.55,447.62,411.59,417.97,410.86,422.69,421.74,400.90,397.48,412.66,414.06,426.83,406.08,420.47,432.64,409.84,430.25,425.04,428.58,416.81,420.01,420.33,432.86,440.06,441.44,449.71,438.91,425.05,430.49,437.97,432.30,438.86,425.52,428.95,420.60,447.28
2000-12-04 21:51:22.024000,L7,349.79,354.59,346.44,333.53,341.65,352.51,370.76,358.92,364.86,361.75,353.44,352.18,359.96,340.69,347.72,359.86,388.22,370.00,354.71,374.47,364.46,361.20,394.10,380.75,382.09,376.85,394.48,416.52,403.01,376.30,392.89,383.42,374.33,377.82,380.35,402.16,395.50,401.81,392.25,380.84,395.17,406.11,388.89,365.86,386.36,398.41,398.09,395.98,384.75,411.58,406.03,429.24,448.50,411.65,412.38,406.85,420.53,422.00,399.69,396.72,412.75,414.42,426.20,406.65,417.54,432.20,408.03,430.44,425.12,428.45,416.03,420.92,420.30,431.10,438.85,444.02,448.22,438.94,425.01,430.74,437.88,431.03,438.61,424.02,429.00,419.78,445.38
2001-01-05 21:51:04.492000,L7,377.26,365.58,359.66,391.33,374.91,395.60,401.42,372.08,362.52,388.42,366.82,400.20,393.98,385.75,470.57,440.62,453.30,394.62,376.99,353.89,356.40,344.89,376.37,411.71,502.48,,544.93,503.83,524.62,530.54,419.19,441.49,417.20,411.82,412.56,419.22,430.07,435.41,445.92,422.62,432.92,440.33,451.51,493.39,524.68,,,,429.71,440.95,392.57,451.52,476.89,477.45,423.62,431.71,429.31,455.16,466.08,421.46,434.83,428.61,404.11,430.51,445.87,449.69,412.37,437.53,439.82,395.47,430.81,434.48,449.91,445.66,406.04,411.35,407.33,405.95,420.70,435.21,415.22,407.77,430.25,415.12,448.71,442.60,421.83
2001-01-05 21:51:28.457000,L7,373.37,362.29,357.52,390.67,378.30,392.79,403.90,373.79,361.19,386.84,366.83,401.37,395.30,381.09,469.19,443.41,450.24,396.62,380.05,353.37,355.77,344.02,374.87,409.78,498.42,,544.89,503.60,523.79,535.10,416.51,439.78,418.86,411.56,411.99,417.44,429.33,432.85,445.32,421.20,431.02,438.50,450.18,489.76,520.01,,,,431.10,441.79,391.50,451.51,473.70,475.15,422.51,430.59,425.23,451.68,468.45,423.34,433.20,427.97,405.93,429.94,445.18,451.13,411.35,437.49,440.63,402.24,429.07,435.03,449.19,445.36,406.14,410.80,404.63,402.51,418.75,437.33,414.48,405.62,431.81,413.21,446.67,441.25,421.80
2001-01-21 21:51:10.359000,L7,277.03,266.30,283.41,308.67,322.39,316.53,323.36,314.06,249.32,312.51,299.17,310.74,254.63,269.69,248.92,271.89,317.51,314.54,,199.21,222.94,278.91,250.29,261.90,268.01,273.56,269.82,251.05,293.44,257.30,262.72,220.64,267.53,279.80,328.62,272.05,265.66,254.00,269.94,285.58,261.02,240.94,251.44,274.62,282.94,281.38,283.87,282.85,314.67,308.72,319.97,310.90,328.56,302.52,340.77,334.70,302.49,326.21,311.91,300.80,301.16,333.06,316.75,290.65,298.33,295.97,290.74,239.33,269.88,249.26,271.28,288.66,292.29,277.04,289.99,297.55,282.40,297.08,289.79,281.20,292.10,290.01,322.51,285.68,297.21,274.91,337.57
2001-01-21 21:51:34.318000,L7,276.63,268.07,282.79,308.98,321.73,317.13,322.73,312.72,299.40,313.01,299.51,310.93,293.60,308.62,253.04,273.49,318.57,315.88,,254.61,249.27,280.51,256.71,319.07,271.99,273.82,270.97,255.02,296.66,250.72,263.59,223.21,296.68,287.46,328.43,275.96,266.34,252.92,267.42,286.09,260.51,242.22,251.84,286.55,328.38,282.70,284.54,282.89,316.51,308.78,317.38,320.31,330.94,326.34,342.20,334.57,326.83,326.47,337.51,300.61,326.22,332.83,317.89,291.03,299.67,300.08,292.21,241.25,270.93,251.20,271.30,289.36,294.74,299.99,291.69,301.41,284.09,301.15,297.52,285.61,294.57,297.61,323.55,286.34,298.29,330.07,337.56
2001-02-06 21:51:02.555000,L7,328.38,335.46,342.72,331.62,348.52,336.52,341.51,347.86,342.37,341.40,338.76,339.23,332.44,336.17,341.68,352.95,354.69,364.17,341.28,349.37,347.81,350.64,349.46,346.89,349.79,356.13,356.31,364.36,348.16,352.59,354.07,349.99,354.38,352.96,355.34,362.96,356.33,362.90,356.80,364.31,363.95,346.48,370.10,356.50,371.96,372.74,368.75,384.37,361.58,365.00,368.29,387.01,379.37,367.84,362.55,372.03,382.11,374.35,368.86,393.93,382.61,377.21,389.43,367.44,362.42,364.32,378.96,375.45,367.10,387.12,402.00,374.26,381.17,379.37,377.44,377.21,380.84,377.33,382.01,379.01,372.52,388.86,384.10,395.64,390.76,385.50,388.25
2001-02-06 21:51:26.449000,L7,329.39,336.17,346.62,332.58,346.84,341.92,342.09,349.55,340.80,344.08,338.92,340.45,333.77,337.08,341.72,353.50,355.17,366.22,342.49,350.54,348.99,351.43,353.02,363.71,353.03,355.19,360.38,366.65,349.28,361.13,354.75,352.58,358.77,353.61,360.39,364.11,358.53,364.63,357.26,368.09,365.85,346.99,369.14,356.89,371.98,373.68,369.68,384.69,365.55,365.43,368.34,387.23,380.42,376.80,367.48,372.33,378.56,374.67,368.88,393.75,384.04,377.74,389.54,367.97,362.50,387.36,378.70,375.12,367.91,388.80,401.99,375.43,372.42,379.19,377.46,387.12,380.84,377.47,382.05,379.36,373.20,388.99,384.27,397.89,391.87,385.84,388.91
2001-03-10 21:50:58.754000,L7,337.05,349.77,348.83,331.99,339.69,339.28,344.45,352.31,347.45,348.46,344.95,357.99,354.08,355.01,352.30,381.93,354.13,354.86,349.82,348.02,351.81,349.20,361.74,354.32,353.54,353.06,361.31,355.78,359.50,359.75,350.61,352.45,353.45,355.65,359.08,359.12,369.78,386.65,364.90,375.46,368.97,363.18,374.85,361.63,353.35,366.64,363.31,367.55,365.20,361.53,377.53,371.39,398.95,366.51,379.12,380.37,370.79,368.37,363.44,362.51,372.50,385.37,384.36,373.64,363.57,379.98,376.20,377.47,371.17,376.47,374.76,370.52,376.25,368.95,378.25,379.20,392.99,392.33,381.77,384.91,390.19,387.22,396.60,381.40,391.59,387.16,390.35
2001-03-17 21:57:04.487000,L7,364.99,346.76,343.64,341.42,342.94,346.00,348.98,376.51,354.95,358.14,351.42,352.51,351.45,361.36,368.51,364.55,357.76,360.20,356.00,349.03,353.60,363.85,362.89,366.16,365.29,371.53,374.06,371.45,363.51,362.41,361.46,363.93,365.91,365.63,369.82,394.39,372.95,384.05,373.05,377.41,377.16,383.50,379.15,381.40,379.55,384.76,377.32,392.37,389.31,392.10,387.31,405.43,400.37,396.05,403.30,397.64,408.54,408.98,390.55,396.12,394.36,398.96,403.19,401.02,399.23,406.47,402.23,437.48,396.43,396.06,408.85,402.22,413.70,410.79,420.31,414.32,411.72,412.29,420.42,407.75,425.65,396.06,407.63,403.47,407.17,406.33,406.36
2001-04-02 21:56:54.678000,L7,,,216.62,234.40,230.16,225.20,226.47,236.31,244.17,211.67,239.76,263.52,206.90,255.65,253.57,,,,,176.27,219.41,270.04,206.44,265.47,257.05,195.26,262.13,175.03,248.81,221.07,,,,,,265.04,256.69,,213.69,249.71,256.09,184.45,219.85,233.81,252.55,266.09,219.79,260.91,,223.82,200.38,191.70,223.86,293.75,240.00,222.91,235.28,206.27,209.34,271.39,,,,165.70,266.10,270.67,268.85,,,,,,,,,,,,,,,,,,,236.42,311.93
2001-04-27 21:50:43.832000,L7,329.38,247.78,232.60,240.99,194.93,228.73,239.07,239.89,245.71,231.66,184.44,,,,,,210.91,252.25,,,,,,,,,,,,,232.41,270.24,262.92,210.65,251.92,266.61,256.87,247.91,212.88,270.39,266.65,223.47,251.10,259.78,249.00,272.84,220.88,252.95,,,,,199.42,287.76,253.10,208.99,220.60,229.19,277.09,287.30,275.84,257.36,289.47,261.24,289.06,273.12,280.54,268.03,256.91,,210.90,198.38,175.57,260.45,288.45,284.87,306.04,307.04,292.27,258.63,,301.25,308.09,278.72,164.45,246.20,328.61
2001-04-27 21:51:07.792000,L7,267.02,231.99,235.77,240.53,194.11,233.21,235.79,239.81,246.01,234.89,196.96,218.15,201.89,246.35,,,,,,,,,,,,,,,,,239.12,269.26,264.12,214.83,249.62,264.61,256.90,248.77,255.79,270.77,263.13,226.41,248.80,264.98,246.40,276.36,218.03,254.02,,,,,202.62,288.93,248.84,182.04,224.37,228.59,277.63,286.68,277.13,258.96,292.98,263.41,288.34,273.23,283.24,275.89,257.86,,273.48,286.13,254.07,,183.01,288.16,306.34,308.14,290.40,260.57,,304.96,308.71,283.63,305.03,248.69,330.66
2001-05-13 21:50:33.259000,L7,303.57,336.53,331.15,325.87,333.35,335.26,353.85,363.35,364.23,387.15,384.04,395.56,383.36,342.90,341.52,349.65,355.99,364.30,355.73,354.84,360.30,357.81,371.16,370.85,378.72,381.22,400.10,382.59,377.03,298.97,375.71,382.21,353.16,294.02,300.49,316.51,306.70,309.85,297.15,318.71,308.15,296.24,279.04,291.11,377.62,380.71,392.12,296.37,295.70,296.47,300.65,313.56,320.35,311.11,317.15,311.56,308.67,306.26,294.11,299.66,313.62,307.76,310.49,302.84,310.57,305.72,310.45,312.03,291.26,246.47,293.11,310.06,316.20,301.25,302.79,309.68,321.44,321.27,310.15,303.85,307.41,317.86,313.44,291.45,306.03,291.57,338.65
2001-05-13 21:50:57.045000,L7,305.96,294.64,335.14,272.68,274.32,333.24,356.52,367.62,360.26,298.19,330.22,341.89,341.12,309.29,286.22,282.62,295.09,299.72,240.04,292.51,293.31,338.45,294.94,368.72,385.74,308.67,284.96,282.28,297.68,291.60,293.45,302.42,294.52,287.74,294.36,306.53,271.07,300.04,295.28,314.52,303.27,292.10,270.23,288.10,283.31,302.26,290.78,287.79,288.73,293.70,297.55,311.14,321.22,311.97,315.10,311.50,297.15,293.66,291.03,303.71,297.76,298.79,309.29,294.07,309.12,291.84,303.26,309.49,277.37,217.19,288.03,306.37,293.40,293.79,295.14,307.76,316.93,314.82,299.96,269.59,300.81,310.40,306.00,277.66,294.62,257.99,326.86
2001-05-20 21:56:40.935000,L7,,270.71,293.18,301.67,302.16,297.17,295.28,290.91,305.04,302.51,302.38,303.76,303.51,307.14,300.76,313.15,318.97,255.86,,178.19,210.35,282.79,227.38,282.89,266.63,265.08,263.77,206.78,192.61,,260.62,271.53,256.20,215.45,,,,,,,,,,,181.42,274.56,235.03,260.85,,231.46,266.54,276.54,233.41,298.10,317.15,270.73,211.89,288.44,264.89,289.27,275.05,,297.76,207.06,300.62,267.89,281.71,282.69,256.88,197.77,286.62,301.49,175.40,251.00,277.23,208.59,,,,,,289.81,274.16,251.20,282.04,247.22,302.48
2001-05-29 21:50:49.329000,L7,354.32,366.76,355.84,365.74,389.72,374.79,377.44,358.00,389.01,363.64,416.23,377.53,407.53,385.85,377.87,380.20,395.64,389.04,398.86,428.33,408.77,393.09,401.92,400.49,385.92,406.74,408.86,402.76,418.93,358.61,351.45,396.61,411.42,412.12,411.24,427.13,451.53,448.93,445.68,373.84,403.37,377.04,389.98,394.18,384.24,426.39,446.49,445.97,453.46,426.90,440.21,463.84,459.60,459.49,439.57,445.69,462.65,454.81,427.51,418.40,441.99,437.65,422.40,419.51,427.73,411.80,415.01,417.52,429.56,417.22,421.52,438.05,446.33,441.33,448.96,452.04,415.28,446.06,440.39,446.62,459.64,446.78,462.62,482.37,478.11,455.03,428.88
