dates,satname,nzd0182-0000,nzd0182-0001,nzd0182-0002,nzd0182-0003,nzd0182-0004,nzd0182-0005,nzd0182-0006
2001-01-03 22:02:36.401000,L7,552.91,526.11,537.59,519.96,545.99,465.66,457.62
2001-11-03 22:00:34.924000,L7,,,,,,,234.78
2001-12-21 22:00:53.965000,L7,,,,,,220.70,244.48
2002-03-11 22:01:07.753000,L7,254.11,256.39,249.80,209.95,222.03,229.56,
2002-10-21 22:00:00.402000,L7,,,,,176.24,294.58,
2003-01-25 22:00:42.755000,L7,253.59,258.67,248.71,169.44,,,242.70
2003-08-06 21:42:51.203000,L5,226.02,213.44,206.66,210.54,201.52,244.27,
2003-08-13 21:49:09.096000,L5,236.05,224.67,214.68,200.52,208.07,187.59,
2003-09-30 21:49:54.405000,L5,241.17,233.58,231.76,231.42,216.74,223.51,249.35
2003-10-25 21:44:04.226000,L5,231.29,217.19,219.61,231.95,208.58,236.49,247.17
2003-11-17 21:50:09.452000,L5,246.27,233.01,212.16,217.87,203.10,233.60,251.85
2003-12-03 21:50:19.675000,L5,,217.39,187.86,194.62,176.94,192.23,228.85
2004-01-04 21:50:58.245000,L5,241.83,238.97,227.41,226.59,208.84,225.83,239.57
2004-02-14 21:44:57.678000,L5,188.19,205.80,190.22,209.78,188.87,216.41,220.60
2004-03-01 21:45:02.553000,L5,176.70,208.32,188.52,198.51,181.98,215.99,215.54
2004-03-17 21:45:08.368000,L5,221.56,216.05,214.64,225.36,208.11,250.34,235.59
2004-04-18 21:45:49.558000,L5,203.21,217.09,198.33,201.88,183.11,230.94,
2004-07-14 21:54:07.355000,L5,236.58,212.45,205.15,211.89,199.12,206.45,
2004-08-24 21:49:18.016000,L5,248.90,231.01,228.98,234.97,219.19,263.33,
2004-09-16 21:56:05.694000,L5,245.91,238.63,236.37,229.02,216.70,217.70,212.98
2004-11-03 21:57:06.950000,L5,220.10,229.70,228.54,229.90,209.93,237.84,253.91
2004-11-19 21:56:55.269000,L5,,214.32,207.13,184.08,196.67,183.08,
2005-01-22 21:58:02.481000,L5,295.67,272.18,269.70,285.43,292.13,289.59,271.96
2005-02-07 21:58:39.182000,L5,235.87,236.10,231.71,217.73,212.36,222.97,237.02
2005-02-16 21:52:37.927000,L5,213.72,203.62,193.37,216.21,201.30,232.57,241.29
2005-02-23 21:58:31.621000,L5,222.40,213.37,200.54,210.68,198.42,221.49,230.29
2005-03-04 21:52:52.217000,L5,204.03,209.16,193.88,208.25,189.15,223.62,220.40
2005-11-22 22:00:23.113000,L5,216.29,228.91,210.40,218.27,198.29,218.41,242.65
2006-02-03 21:56:19.035000,L5,207.49,207.95,195.19,204.52,189.50,226.06,235.13
2006-02-10 22:02:39.278000,L5,227.75,222.68,222.88,188.01,201.71,201.80,228.51
2006-02-19 21:56:39.909000,L5,223.55,214.56,203.55,213.79,195.78,225.13,229.91
2006-04-15 22:03:54.771000,L5,240.13,231.63,231.54,227.50,212.19,204.23,
2006-08-21 22:05:43.602000,L5,251.20,245.10,253.85,241.72,231.10,226.95,
2007-02-13 22:06:47.368000,L5,198.74,203.18,192.00,200.68,178.67,207.20,233.86
2007-09-25 22:04:48.945000,L5,191.61,208.61,208.40,225.54,211.64,218.18,239.26
2008-02-16 22:02:22.163000,L5,205.23,209.81,199.23,206.19,187.87,222.39,235.36
