dates,satname,nzd0397-0000,nzd0397-0001,nzd0397-0002,nzd0397-0003,nzd0397-0004,nzd0397-0005,nzd0397-0006,nzd0397-0007
1999-09-04 22:00:09.953000,L7,146.52,243.23,186.11,263.49,306.64,166.09,224.37,260.59
1999-09-04 22:00:33.926000,L7,349.09,337.17,330.06,336.83,338.56,351.65,358.69,366.46
1999-10-22 22:00:04.598000,L7,365.30,345.74,341.11,346.40,346.16,349.09,350.38,365.35
1999-10-22 22:00:28.631000,L7,410.75,408.79,391.85,384.07,381.00,432.66,391.17,409.17
1999-12-09 22:00:09.551000,L7,278.30,282.37,196.40,306.80,311.45,175.54,288.29,285.01
1999-12-09 22:00:33.510000,L7,271.30,280.52,253.99,310.08,313.42,277.80,283.60,284.10
1999-12-25 22:00:04.067000,L7,339.20,317.35,311.23,282.06,280.80,239.64,263.68,323.46
2000-01-26 22:00:02.226000,L7,349.29,329.64,321.93,321.18,330.17,154.62,153.07,244.52
2000-01-26 22:00:26.187000,L7,336.88,312.01,300.64,287.90,307.67,305.56,314.55,331.51
2000-02-11 21:59:57.866000,L7,,,295.26,276.16,293.24,,,314.52
2000-02-11 22:00:21.827000,L7,355.42,332.05,320.17,326.73,330.09,155.15,221.90,259.78
2000-02-27 21:59:52.393000,L7,364.21,340.23,338.62,354.94,352.23,354.56,361.04,360.32
2000-02-27 22:00:16.353000,L7,364.36,339.70,332.80,334.37,348.43,353.36,359.03,357.59
2000-03-30 21:59:45.397000,L7,375.35,356.44,347.78,359.50,362.36,369.41,364.97,376.28
2000-03-30 22:00:09.363000,L7,374.25,355.40,346.65,358.29,360.29,367.04,363.63,375.34
2000-04-15 21:59:31.785000,L7,290.38,,,,,,,
2000-04-15 21:59:55.745000,L7,290.40,,253.14,173.42,276.95,,,
2000-05-01 21:59:30.586000,L7,380.11,362.78,365.59,369.63,368.98,375.65,385.14,398.37
2000-05-01 21:59:54.563000,L7,377.14,362.18,363.98,367.08,367.67,375.59,384.79,397.49
2000-06-18 21:59:03.789000,L7,303.39,302.25,305.34,299.13,306.28,324.89,324.96,332.53
2000-06-18 21:59:27.736000,L7,290.74,282.79,208.07,,289.44,313.44,316.04,319.66
2000-08-05 21:58:20.584000,L7,361.20,337.58,335.95,337.50,364.47,353.18,341.08,358.83
2000-08-05 21:58:44.520000,L7,365.50,341.47,390.36,369.74,357.31,356.02,351.92,362.94
2000-09-06 21:57:58.861000,L7,373.02,349.00,351.79,349.97,355.15,386.05,368.67,369.57
2000-09-06 21:58:22.821000,L7,349.70,326.12,323.13,327.76,328.85,347.98,343.67,356.39
2000-10-08 21:58:00.300000,L7,361.96,332.60,334.25,347.92,347.16,350.32,349.16,359.20
2000-11-25 21:57:34.931000,L7,387.51,381.19,374.22,372.61,376.01,380.74,384.61,406.85
2000-11-25 21:57:58.896000,L7,387.30,378.63,374.20,371.55,374.48,378.75,383.92,400.47
2000-12-11 21:57:36.803000,L7,,,301.56,294.81,300.85,284.11,312.65,319.37
2000-12-11 21:58:00.763000,L7,300.14,307.52,304.51,300.20,306.72,309.42,315.88,325.59
2001-02-13 21:57:39.607000,L7,268.93,276.57,240.62,343.16,346.04,351.68,350.48,351.03
2001-02-13 21:58:03.568000,L7,376.38,341.87,350.01,358.92,360.79,364.91,362.13,362.67
2001-05-20 21:57:04.892000,L7,345.72,316.28,309.08,291.15,303.19,285.98,321.60,159.28
2001-06-05 21:56:52.440000,L7,303.42,306.24,278.99,263.80,215.01,177.85,,
2001-06-05 21:57:16.389000,L7,370.75,345.96,359.82,432.38,473.10,461.90,375.84,391.03
2001-07-07 21:56:36.067000,L7,300.98,172.74,271.85,192.01,261.57,199.96,,
2001-07-07 21:57:00.006000,L7,319.11,287.52,277.81,228.68,269.14,231.39,255.16,
2001-08-24 21:56:00.447000,L7,319.39,320.68,307.82,318.30,312.76,329.72,208.31,257.07
2001-09-25 21:55:40.572000,L7,378.32,348.66,343.46,355.64,352.75,368.29,392.67,367.37
2001-09-25 21:56:04.528000,L7,385.61,352.97,359.96,385.30,356.23,383.00,395.92,371.29
2001-12-14 21:56:17.682000,L7,490.16,476.68,482.65,468.81,463.44,496.64,469.26,459.24
2001-12-30 21:55:49.115000,L7,333.66,312.46,307.48,303.28,307.79,202.97,203.54,282.57
2001-12-30 21:56:13.010000,L7,332.04,275.25,258.97,232.50,305.96,156.07,160.95,281.85
2002-03-04 21:56:09.860000,L7,326.83,307.48,291.96,283.04,288.03,302.23,313.27,315.89
2002-03-04 21:56:33.807000,L7,338.61,327.92,324.05,317.83,316.31,330.25,328.01,338.01
2002-03-20 21:56:24.055000,L7,374.19,345.97,345.27,351.83,355.31,359.77,358.55,371.69
2002-05-07 21:56:03.729000,L7,295.83,280.31,,263.86,177.02,171.26,232.55,285.63
2002-09-12 21:55:07.575000,L7,359.57,332.58,338.28,342.86,337.82,346.36,348.91,357.17
2002-10-14 21:54:55.882000,L7,366.61,351.74,385.00,362.88,345.77,374.18,350.38,360.58
2002-10-14 21:55:19.836000,L7,368.77,350.52,385.22,366.86,347.15,374.00,350.87,361.69
2002-10-30 21:55:01.471000,L7,398.39,379.36,369.60,363.27,359.57,361.94,362.29,375.63
2002-10-30 21:55:25.430000,L7,363.50,345.95,348.51,346.82,341.78,347.06,348.02,359.50
2003-02-19 21:56:18.422000,L7,341.85,340.14,348.27,349.78,352.60,356.72,357.62,367.26
2003-03-23 21:55:52.571000,L7,321.60,328.48,306.38,303.55,313.79,294.33,258.06,347.23
2003-04-08 21:56:23.401000,L7,,309.99,304.94,152.62,303.78,298.87,229.66,294.87
2003-05-10 21:56:22.313000,L7,348.37,339.65,337.32,340.60,335.05,341.06,344.25,339.39
2003-07-21 21:44:09.463000,L5,335.39,326.63,311.61,311.24,321.16,329.73,332.12,319.06
2003-12-28 21:45:57.554000,L5,384.29,364.80,364.13,359.14,354.04,360.66,354.99,364.54
2004-04-02 21:46:54.575000,L5,328.21,320.93,311.55,313.83,315.71,318.83,322.00,318.52
2004-05-04 21:47:27.968000,L5,340.21,333.33,327.30,331.64,327.34,331.62,330.23,331.61
2004-07-07 21:49:21.098000,L5,396.76,388.72,411.89,386.10,384.68,379.81,395.82,401.34
2004-07-07 21:49:44.929000,L5,395.99,389.42,415.71,388.79,385.24,378.90,388.87,395.34
2004-09-25 21:51:19.231000,L5,350.44,343.45,338.85,341.34,346.27,348.00,348.76,343.82
2004-09-25 21:51:43.061000,L5,337.93,331.45,323.03,327.52,332.50,339.43,338.11,330.48
2004-10-27 21:52:23.346000,L5,323.22,316.10,313.12,318.77,323.06,326.67,330.80,340.14
2005-01-15 21:53:45.186000,L5,327.78,316.61,309.69,311.56,313.57,318.67,332.71,333.90
2005-03-04 21:54:04.136000,L5,353.60,339.42,335.22,341.93,339.88,342.76,345.44,349.19
2005-03-04 21:54:27.824000,L5,342.63,330.91,323.86,326.32,329.32,327.77,329.78,337.89
2005-04-05 21:54:19.058000,L5,341.50,328.75,323.72,328.83,325.79,333.53,332.97,331.54
2005-04-05 21:54:42.889000,L5,400.86,376.44,379.43,384.49,389.17,403.13,389.23,406.43
2005-04-21 21:54:22.812000,L5,334.53,324.82,320.02,325.27,324.20,335.44,334.75,333.87
2005-04-21 21:54:46.500000,L5,333.91,323.00,318.26,324.60,324.74,334.65,333.05,333.20
2005-06-08 21:54:44.925000,L5,329.15,320.29,315.52,311.99,315.74,325.17,325.75,329.01
2005-06-08 21:55:08.756000,L5,330.74,320.56,317.50,312.83,315.80,325.10,327.91,328.25
2005-07-10 21:54:55.488000,L5,322.37,310.32,302.52,296.99,301.89,313.81,314.03,310.68
2005-07-10 21:55:19.319000,L5,312.90,303.73,281.22,286.02,293.06,307.43,233.34,300.11
2005-08-27 21:55:20.007000,L5,341.27,330.76,323.11,327.19,326.08,330.58,333.43,329.60
2005-08-27 21:55:43.837000,L5,364.85,345.40,342.45,349.57,348.78,359.65,356.08,349.79
2005-09-28 21:55:20.450000,L5,383.35,371.10,371.05,374.81,375.38,370.34,384.12,403.97
2005-09-28 21:55:44.137000,L5,363.36,348.93,350.14,353.96,353.13,355.65,361.13,361.03
2006-02-19 21:58:15.515000,L5,367.76,350.74,354.46,367.12,363.58,364.24,366.79,372.35
2006-06-27 22:00:00.431000,L5,364.86,352.33,355.93,355.33,356.79,362.26,359.20,362.61
2006-06-27 22:00:24.118000,L5,365.66,354.23,356.38,354.36,355.97,362.71,357.93,362.29
2006-11-02 22:01:32.743000,L5,379.06,375.06,370.68,373.66,370.65,373.35,371.08,383.06
2006-11-02 22:01:56.430000,L5,377.46,372.33,370.50,372.60,369.67,372.32,371.08,382.94
2007-01-05 22:02:28.201000,L5,349.72,335.05,322.47,327.60,331.95,331.17,332.93,333.15
2007-01-21 22:02:33.422000,L5,346.07,338.14,330.13,332.38,321.82,321.36,321.71,323.51
2008-02-25 21:57:37.029000,L5,343.59,331.39,334.22,339.00,339.79,343.78,343.28,347.78
2008-02-25 21:58:00.859000,L5,364.32,348.29,352.82,362.43,363.50,369.98,366.45,370.19
2010-01-13 21:58:24.995000,L5,347.37,345.71,345.27,356.75,354.26,364.22,364.33,368.12
2010-01-29 21:58:05.346000,L5,314.96,317.80,309.13,295.58,308.39,298.27,304.34,323.17
2010-01-29 21:58:29.033000,L5,313.80,317.92,309.08,294.67,308.69,298.44,303.11,322.26
2011-02-17 21:57:12.898000,L5,307.89,295.93,285.50,268.20,273.33,277.99,265.99,297.98
2011-09-13 21:55:45.838000,L5,373.45,369.69,374.39,367.35,359.84,361.58,363.87,368.63
2011-09-13 21:56:09.668000,L5,434.57,460.81,460.71,433.83,386.23,393.55,391.87,414.85
2013-05-29 22:09:41.256000,L8,312.74,292.86,279.39,291.04,298.67,309.35,307.59,308.69
2013-06-30 22:09:11.994000,L8,361.48,346.01,349.67,346.82,353.07,353.42,358.66,369.81
2013-06-30 22:09:35.948000,L8,314.13,297.58,281.68,294.13,297.25,304.42,307.09,298.79
2013-07-16 22:09:12.440000,L8,318.42,292.46,272.36,266.24,293.30,175.05,200.60,157.59
2013-07-16 22:09:36.403000,L8,318.05,293.44,272.56,264.40,294.00,235.53,174.89,209.62
2013-09-02 22:09:16.475000,L8,314.66,297.18,281.83,297.45,297.03,306.23,308.04,293.31
2013-09-02 22:09:40.433000,L8,342.17,328.63,325.59,337.99,328.19,335.03,343.06,342.01
2013-12-07 22:08:50.709000,L8,327.90,316.47,313.93,332.04,320.71,337.00,335.34,343.31
2013-12-07 22:09:14.668000,L8,328.59,316.30,312.86,331.87,320.44,336.33,334.13,343.62
2014-01-24 22:08:21.364000,L8,349.72,334.52,343.96,349.39,350.02,349.06,356.92,361.80
2014-01-24 22:08:45.323000,L8,349.81,335.11,344.02,349.45,350.14,349.38,357.28,362.01
2014-03-13 22:07:45.256000,L8,326.50,307.04,305.22,301.04,301.77,313.12,315.09,327.12
2014-03-13 22:08:09.214000,L8,325.98,306.58,304.51,299.91,301.16,312.25,314.12,327.10
2014-04-30 22:06:58.400000,L8,396.67,347.98,354.23,359.05,346.47,358.63,363.15,380.48
2014-04-30 22:07:22.351000,L8,403.05,351.20,357.19,362.95,348.86,362.95,366.46,382.81
2014-05-16 22:06:45.666000,L8,359.79,353.59,357.93,348.63,353.57,357.36,365.92,382.92
2014-06-01 22:06:50.694000,L8,365.13,354.52,350.04,359.81,360.26,365.98,369.63,380.04
2014-06-01 22:07:14.657000,L8,366.13,351.61,349.60,357.85,358.56,364.38,367.58,377.91
2014-07-03 22:07:01.995000,L8,340.40,338.57,350.61,347.88,345.58,350.24,356.33,368.88
2014-07-03 22:07:25.958000,L8,340.96,339.05,350.31,347.89,345.04,348.57,353.87,366.89
2014-08-04 22:07:14.381000,L8,338.04,318.86,325.50,329.47,323.40,333.92,334.94,345.05
2014-08-04 22:07:38.344000,L8,341.01,322.66,326.36,331.38,333.88,335.13,336.18,344.82
2014-09-05 22:07:21.754000,L8,320.88,297.35,303.55,304.62,301.26,316.28,318.31,320.92
2014-10-07 22:07:25.795000,L8,306.83,293.99,289.63,297.35,301.28,312.54,313.63,317.81
2014-10-07 22:07:49.758000,L8,308.20,294.73,290.21,298.83,302.02,313.38,314.43,318.61
2014-11-08 22:07:28.004000,L8,364.15,360.46,358.90,360.10,358.79,358.33,362.60,379.54
2014-11-08 22:07:51.967000,L8,367.16,365.01,362.52,363.82,361.06,360.26,365.21,384.68
2014-12-26 22:07:18.944000,L8,324.66,317.35,311.91,327.43,313.67,331.56,326.54,333.65
2014-12-26 22:07:42.898000,L8,325.66,319.61,313.48,329.86,315.10,333.23,330.43,337.40
2015-02-12 22:07:03.113000,L8,334.82,314.13,305.34,302.48,304.99,267.06,258.23,322.01
2015-02-12 22:07:27.072000,L8,398.79,397.04,383.02,389.50,456.00,450.52,433.69,421.97
2015-02-28 22:07:00.305000,L8,355.71,326.10,320.62,331.87,328.37,329.88,329.89,349.81
2015-02-28 22:07:24.273000,L8,356.57,327.49,322.68,333.84,333.19,332.29,331.48,352.98
2015-04-01 22:06:37.659000,L8,334.72,325.65,312.34,325.09,318.96,328.51,330.66,338.38
2015-04-01 22:07:01.610000,L8,335.40,326.08,312.64,325.82,319.62,328.87,331.54,338.93
2015-05-19 22:06:16.557000,L8,321.99,302.31,291.73,295.22,303.19,312.94,314.00,322.36
2015-05-19 22:06:40.529000,L8,303.99,280.11,263.86,,165.80,230.73,270.41,297.82
2015-06-20 22:06:32.847000,L8,316.04,292.66,285.64,295.99,299.75,269.94,315.67,281.58
2015-06-20 22:06:56.810000,L8,313.96,293.46,286.30,294.44,299.00,315.31,313.68,266.47
2015-07-22 22:06:49.445000,L8,339.23,313.92,306.77,308.23,310.72,330.51,334.24,337.04
2015-07-22 22:07:13.408000,L8,368.04,356.82,349.13,345.57,342.45,339.27,343.04,353.27
2015-09-08 22:07:06.448000,L8,324.92,297.17,295.48,297.61,301.15,324.26,323.48,312.53
2015-09-08 22:07:30.411000,L8,255.03,202.37,,,,,,
2015-09-24 22:07:13.635000,L8,360.97,347.53,351.20,353.58,351.41,360.39,348.06,366.42
2015-09-24 22:07:37.598000,L8,361.61,348.95,351.78,354.03,352.13,360.90,347.99,365.72
2015-10-10 22:07:14.813000,L8,344.58,309.48,303.78,305.93,310.08,333.60,335.37,343.14
2015-10-10 22:07:38.780000,L8,342.56,307.96,303.40,305.13,309.76,333.14,334.71,341.86
2015-11-27 22:07:23.156000,L8,344.28,311.36,304.92,300.93,310.76,332.47,329.01,343.91
2015-11-27 22:07:47.119000,L8,351.82,317.04,309.47,306.46,316.82,339.82,337.87,352.70
2015-12-13 22:07:21.432000,L8,351.12,313.77,304.21,306.22,313.33,335.89,330.89,345.64
2015-12-13 22:07:45.395000,L8,341.79,311.91,303.57,304.46,312.39,333.95,328.25,344.24
2015-12-29 22:07:21.036000,L8,312.87,291.23,286.74,272.49,290.59,191.90,,312.99
2015-12-29 22:07:44.999000,L8,259.25,279.74,277.59,265.69,277.33,,,
2016-02-15 22:07:09.441000,L8,452.20,332.59,334.90,344.16,342.31,348.64,354.11,357.86
2016-02-15 22:07:33.404000,L8,449.86,331.51,332.06,343.40,339.64,345.75,352.94,356.92
2016-03-02 22:07:07.398000,L8,311.62,287.94,287.75,278.99,287.00,291.61,300.06,317.22
2016-03-02 22:07:31.352000,L8,312.06,287.85,287.94,279.34,287.33,292.47,300.62,317.89
2016-04-19 22:06:46.856000,L8,356.66,336.57,338.64,344.26,340.85,343.42,346.04,363.48
2016-04-19 22:07:10.819000,L8,330.87,307.60,304.93,306.12,307.01,324.22,326.60,335.06
2016-06-06 22:06:54.973000,L8,317.52,289.78,285.24,289.61,286.86,303.10,304.91,318.32
2016-06-06 22:07:18.940000,L8,340.92,317.79,313.21,319.28,316.58,331.95,332.76,341.69
2016-07-08 22:07:08.628000,L8,323.78,297.30,297.22,302.21,300.91,314.54,307.73,316.65
2016-07-08 22:07:32.591000,L8,323.67,299.45,297.92,301.94,300.36,315.61,310.04,316.08
2016-07-24 22:07:13.819000,L8,333.01,306.52,305.34,312.60,308.65,328.50,323.52,333.26
2016-07-24 22:07:37.782000,L8,320.28,296.62,292.61,297.45,296.54,313.08,297.49,311.87
2016-08-09 22:07:15.795000,L8,338.13,311.09,308.66,317.91,313.00,329.67,332.62,338.24
2016-08-09 22:07:39.758000,L8,351.60,345.05,349.05,342.08,348.95,349.31,350.69,352.53
2016-09-10 22:07:27.365000,L8,349.54,347.01,336.02,336.45,339.41,349.89,346.42,350.61
2016-09-10 22:07:51.328000,L8,387.15,355.43,345.01,344.36,344.86,359.91,355.29,360.10
2016-10-12 22:07:33.085000,L8,335.70,309.10,310.08,318.41,319.70,331.36,331.74,338.92
2016-10-12 22:07:57.049000,L8,329.10,304.87,304.84,308.31,313.26,328.32,328.14,334.26
2016-12-15 22:07:29.991000,L8,342.96,313.71,311.57,324.58,327.28,331.13,330.92,340.16
2016-12-15 22:07:53.950000,L8,341.88,312.23,311.05,324.25,325.32,331.82,331.37,341.65
2016-12-31 22:07:51.584000,L8,329.96,305.78,304.81,304.52,312.13,329.65,318.23,333.90
2017-01-16 22:07:22.953000,L8,330.79,304.47,303.57,299.43,308.22,325.05,310.25,328.71
2017-01-16 22:07:46.911000,L8,341.30,313.22,309.31,310.60,317.74,332.65,321.72,339.32
2017-03-05 22:07:02.841000,L8,360.73,311.97,308.63,303.18,302.42,324.71,321.84,334.95
2017-04-06 22:06:45.830000,L8,333.27,314.01,317.04,309.88,316.27,328.75,333.32,335.08
2017-04-06 22:07:09.788000,L8,326.29,299.05,297.57,297.25,298.66,307.28,314.11,320.82
2017-04-22 22:06:36.244000,L8,347.80,315.48,320.66,315.26,325.41,335.46,335.71,346.13
