dates,satname,nzd0121-0000,nzd0121-0001,nzd0121-0002,nzd0121-0003,nzd0121-0004,nzd0121-0005,nzd0121-0006,nzd0121-0007,nzd0121-0008,nzd0121-0012,nzd0121-0013,nzd0121-0014,nzd0121-0015,nzd0121-0016,nzd0121-0017,nzd0121-0018,nzd0121-0019,nzd0121-0030,nzd0121-0031,nzd0121-0032,nzd0121-0061,nzd0121-0062,nzd0121-0063,nzd0121-0074,nzd0121-0075,nzd0121-0076,nzd0121-0077,nzd0121-0079,nzd0121-0080,nzd0121-0081,nzd0121-0082,nzd0121-0083,nzd0121-0084,nzd0121-0085,nzd0121-0086,nzd0121-0087,nzd0121-0088,nzd0121-0089,nzd0121-0090,nzd0121-0091,nzd0121-0092,nzd0121-0093,nzd0121-0094,nzd0121-0095,nzd0121-0096,nzd0121-0097,nzd0121-0098,nzd0121-0099,nzd0121-0100,nzd0121-0101,nzd0121-0102,nzd0121-0103,nzd0121-0104,nzd0121-0105,nzd0121-0106,nzd0121-0107,nzd0121-0108,nzd0121-0109,nzd0121-0110,nzd0121-0111,nzd0121-0112,nzd0121-0113,nzd0121-0114,nzd0121-0115,nzd0121-0116,nzd0121-0117,nzd0121-0118,nzd0121-0119,nzd0121-0120,nzd0121-0121,nzd0121-0122,nzd0121-0123,nzd0121-0124,nzd0121-0125,nzd0121-0126,nzd0121-0127,nzd0121-0128,nzd0121-0129,nzd0121-0130,nzd0121-0131,nzd0121-0132,nzd0121-0133,nzd0121-0134,nzd0121-0135,nzd0121-0136,nzd0121-0137,nzd0121-0138,nzd0121-0139,nzd0121-0140,nzd0121-0141,nzd0121-0142,nzd0121-0143,nzd0121-0144,nzd0121-0145,nzd0121-0146,nzd0121-0147,nzd0121-0148,nzd0121-0149,nzd0121-0150,nzd0121-0151,nzd0121-0152,nzd0121-0153,nzd0121-0154,nzd0121-0155,nzd0121-0156,nzd0121-0157,nzd0121-0158,nzd0121-0159,nzd0121-0160,nzd0121-0161,nzd0121-0162,nzd0121-0163,nzd0121-0164,nzd0121-0165,nzd0121-0166,nzd0121-0167,nzd0121-0168,nzd0121-0169,nzd0121-0170,nzd0121-0172,nzd0121-0173,nzd0121-0174,nzd0121-0175,nzd0121-0176,nzd0121-0177,nzd0121-0178,nzd0121-0179,nzd0121-0009,nzd0121-0020,nzd0121-0021,nzd0121-0022,nzd0121-0023,nzd0121-0024,nzd0121-0025,nzd0121-0171,nzd0121-0054,nzd0121-0055,nzd0121-0056,nzd0121-0059,nzd0121-0060,nzd0121-0067,nzd0121-0068,nzd0121-0069,nzd0121-0070,nzd0121-0071,nzd0121-0072,nzd0121-0073,nzd0121-0078,nzd0121-0026,nzd0121-0027,nzd0121-0028,nzd0121-0041,nzd0121-0042,nzd0121-0043,nzd0121-0044,nzd0121-0045,nzd0121-0046,nzd0121-0047,nzd0121-0048,nzd0121-0049,nzd0121-0050,nzd0121-0051,nzd0121-0052,nzd0121-0053,nzd0121-0066,nzd0121-0010,nzd0121-0057,nzd0121-0064,nzd0121-0065,nzd0121-0011,nzd0121-0058,nzd0121-0029,nzd0121-0033,nzd0121-0035,nzd0121-0036,nzd0121-0034,nzd0121-0038,nzd0121-0039,nzd0121-0040
1999-08-26 22:04:44.971000,L7,,,,,,,,,,,,,,,,,,,,,,,,,186.08,190.65,229.74,214.81,212.88,254.98,253.47,236.82,250.17,277.31,305.20,291.14,287.92,301.37,295.92,321.13,346.74,347.25,339.84,339.57,374.93,382.67,387.70,375.78,370.64,374.71,338.41,289.93,313.79,310.68,350.68,338.82,327.58,290.61,332.51,363.33,375.04,369.77,423.50,381.36,341.10,338.31,459.60,486.89,489.89,469.68,410.34,339.17,309.94,302.22,289.87,303.29,402.68,409.46,455.86,487.14,306.03,370.88,367.95,391.23,278.26,352.29,362.06,411.56,365.47,419.48,324.36,326.83,315.75,344.90,451.82,446.38,447.03,433.71,450.23,453.38,440.55,460.75,444.19,204.29,230.36,237.60,324.73,278.48,353.73,338.83,355.38,362.79,366.11,286.13,242.97,526.86,554.75,536.89,508.58,459.60,425.78,452.37,430.96,366.25,445.02,405.55,454.11,,,,,,,,423.57,,,,,,,,,217.36,243.75,242.06,285.04,218.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-27 22:04:48.949000,L7,,,,,,,,,,,,,,,,,,,,,319.04,295.15,242.54,422.66,426.62,475.01,503.70,,,,,,,,198.66,222.97,225.58,170.16,313.29,191.44,190.21,285.66,269.94,264.45,262.32,316.41,,,,,,331.36,326.67,313.75,320.11,333.59,294.62,236.05,340.78,295.14,314.51,347.98,374.47,397.08,389.81,,,,475.93,281.20,318.00,304.75,355.38,291.42,309.54,414.67,469.71,472.92,,,315.72,322.55,347.33,350.75,265.72,325.53,366.70,326.01,451.39,423.14,,,302.14,,334.49,477.33,466.92,436.04,431.28,427.38,230.14,250.58,276.59,287.83,,,,,338.86,426.39,431.51,,,340.66,377.57,376.45,391.84,541.05,527.12,,545.16,,515.68,529.15,541.30,480.86,432.33,,,,,,,,,,,,262.92,272.92,406.13,339.97,247.42,265.53,379.37,382.32,373.79,532.21,,,,,,181.28,195.57,180.10,207.80,252.97,196.67,446.33,484.09,508.23,499.85,518.56,388.07,,191.79,365.57,384.40,,215.09,,,,,,,,
1999-11-14 22:04:42.286000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.72,205.34,263.19,276.24,261.94,286.18,308.96,356.80,322.29,350.57,270.97,262.13,352.84,376.77,354.15,382.98,361.78,368.34,356.88,382.11,362.61,355.81,379.33,409.25,400.98,378.39,402.54,384.92,399.65,410.38,387.20,399.54,398.49,445.12,399.25,416.83,326.14,306.70,462.02,187.94,200.98,207.88,193.74,187.38,493.71,473.68,204.99,187.36,316.87,437.71,452.94,481.78,447.07,371.08,361.48,393.97,372.14,373.07,250.61,266.75,295.86,318.18,413.41,443.77,448.31,465.88,494.56,467.48,486.37,440.34,426.00,448.95,453.77,457.63,454.47,455.83,525.41,532.53,506.21,171.47,182.88,191.53,195.19,196.06,205.08,218.55,232.66,244.38,241.29,248.75,257.42,271.04,271.32,278.29,290.06,297.71,299.90,308.45,310.61,319.98,,,,,,,,274.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01-01 22:04:37.439000,L7,,,,,,,,,,,,,,,,,,,,,,,,351.46,,,,,205.51,211.50,240.54,230.40,263.38,255.44,279.74,310.27,350.76,345.06,257.38,267.18,362.54,287.82,288.52,198.93,245.18,273.20,412.31,201.63,205.84,213.67,239.88,286.15,294.88,274.55,333.25,316.52,333.24,339.32,380.03,356.02,382.01,264.76,319.02,274.73,234.42,227.77,217.44,398.65,384.15,411.36,430.05,440.37,467.30,486.97,502.07,443.23,416.21,422.37,353.87,366.12,380.00,511.79,413.59,540.68,423.35,361.11,323.85,354.07,381.90,370.00,230.49,242.46,252.31,224.69,201.41,181.94,475.07,490.93,446.27,454.04,529.98,539.70,479.33,355.22,359.22,363.19,384.04,366.34,310.83,314.27,306.71,318.64,,,,333.80,356.22,363.97,377.94,474.91,493.48,480.74,542.33,532.12,,,,,,,,,,,464.67,,,,,,,,214.27,324.57,286.45,,356.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01-17 22:04:35.821000,L7,,,,,,226.13,338.04,281.37,351.08,,,,,,,,,,,,,,,,,,,,,,,,,,259.93,269.62,297.69,247.52,,,,,,282.45,263.92,279.99,251.79,223.15,204.17,353.15,345.41,252.64,242.19,,,196.10,227.98,301.72,224.96,218.95,210.90,,,261.72,257.85,283.77,322.25,388.00,388.97,377.52,424.79,419.16,356.85,334.76,383.09,389.19,392.68,317.12,299.90,213.15,302.18,323.97,407.07,374.34,370.87,356.89,247.51,313.80,416.30,459.06,267.97,274.59,279.45,290.79,295.11,381.71,419.42,494.91,530.38,510.83,514.92,532.35,506.71,305.12,354.61,375.31,277.57,266.90,318.81,331.81,330.24,324.05,349.37,364.11,373.11,379.93,371.61,350.17,180.88,217.39,221.98,455.46,522.95,510.91,342.44,451.52,372.41,442.84,,,,,,,211.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.45,,,,,,,,,,,,,
2000-05-24 22:03:46.662000,L7,,,,,,,,,,,,,,,,,,,,,391.16,,,,,,,260.53,304.46,343.15,,,,446.21,,369.21,210.60,193.87,314.51,261.94,257.31,240.00,419.90,424.92,318.91,199.41,381.49,441.02,429.51,,,,244.26,227.09,303.60,385.52,484.38,509.68,446.79,469.22,284.42,259.73,264.71,192.04,280.03,262.51,312.54,281.91,323.47,,,331.89,265.78,273.83,204.57,258.47,322.42,277.80,310.37,283.63,317.32,346.92,316.63,230.49,261.84,252.38,239.09,506.11,435.58,277.50,239.31,367.17,351.32,374.48,357.01,382.60,298.84,306.40,302.97,288.09,,221.48,331.89,346.22,338.91,504.86,516.81,536.22,521.41,330.78,336.13,338.29,265.49,282.54,489.49,424.96,261.87,544.91,428.58,244.08,,,,,,,,,,,,,,,226.49,251.45,161.44,236.02,321.80,353.75,,,,243.36,254.78,375.78,406.91,222.59,,,,,,,,,,,204.92,234.28,240.79,307.24,310.46,233.21,,,277.49,,,,308.25,,,,,,,,
2000-07-11 22:03:17.779000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.57,224.33,241.12,242.18,,170.30,322.67,318.79,198.98,182.08,181.69,212.64,231.32,226.13,235.82,236.27,228.06,246.09,251.53,289.87,223.96,232.90,222.29,329.81,346.38,260.06,261.78,249.92,262.87,231.39,323.25,344.18,342.51,321.57,351.66,375.35,257.43,246.55,231.70,247.79,248.11,262.04,280.05,315.24,233.66,241.65,272.92,302.10,330.31,279.02,284.87,293.34,309.62,338.12,331.93,348.55,344.74,339.00,327.69,303.80,330.28,342.47,403.07,389.62,349.02,338.61,343.89,326.33,325.72,375.83,414.49,471.71,468.06,475.30,464.20,457.86,360.14,398.09,427.51,499.26,426.29,439.39,445.91,474.28,436.69,393.19,418.25,400.73,532.60,,,,,,,,,,,,,,,482.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-15 22:01:56.204000,L7,,,,,,,,,,,,,,,,,,,,,,,,262.54,176.59,,,,413.66,239.04,298.52,353.27,327.98,420.77,490.52,409.87,359.58,310.94,342.47,487.52,520.14,497.84,304.01,317.73,380.11,403.62,428.67,407.51,414.98,389.34,427.12,411.38,298.94,275.07,302.44,403.29,508.70,480.91,469.62,353.18,362.15,346.45,362.26,401.08,376.20,317.81,335.85,417.84,435.56,324.52,319.12,307.62,416.34,472.79,514.15,354.57,382.04,337.96,362.33,353.51,402.41,313.05,328.33,386.88,382.86,438.41,340.01,355.20,374.99,392.41,406.53,419.64,462.51,393.06,427.58,425.88,507.43,377.27,401.43,353.35,318.54,,345.33,341.58,,340.10,341.13,367.73,462.82,372.81,365.50,461.62,508.07,514.29,285.93,275.66,286.30,,,,436.76,425.45,396.62,,,,,,,,,,,,,,,,,,,,,199.52,217.82,272.17,291.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-01-03 22:02:12.432000,L7,,,,,,,,,,,,,,,,,,434.58,454.92,447.19,,,304.16,261.30,,,,400.42,519.92,448.89,353.39,230.38,228.36,295.38,327.45,532.37,228.35,372.11,359.70,298.87,295.06,184.88,458.75,544.02,511.39,454.81,,,487.35,307.67,233.22,,450.65,319.07,324.83,312.03,298.39,278.50,291.60,437.89,457.50,428.65,506.74,302.67,362.44,379.17,328.90,489.90,297.54,431.17,325.85,316.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.61,466.76,444.63,416.65,422.41,409.60,501.72,512.81,447.92,500.03,475.41,,,,489.31,516.27,,,,,,,,,,263.15,329.98,548.82,512.98,,317.26,327.16,287.49,,,406.24,536.46,530.57,516.56,,351.39,297.00,198.71,412.29,549.69,338.84,230.66,265.38,536.85,504.49,550.60,,,,,266.83,329.05,347.46,551.29,,,302.65,277.57,242.61,,331.78,,,,,,,,
2001-03-24 22:01:59.719000,L7,187.37,228.94,239.85,226.19,282.17,264.46,393.40,478.40,532.09,213.26,299.73,405.97,377.54,386.82,408.96,467.03,560.28,514.52,481.92,383.10,408.78,505.45,559.37,385.44,185.06,225.64,441.59,189.20,269.77,327.25,287.65,217.76,222.01,308.62,341.03,344.30,320.84,275.07,237.15,220.47,254.76,246.69,268.70,244.43,218.61,257.99,280.29,237.41,251.73,236.13,287.94,291.98,274.41,248.48,266.85,255.47,327.33,318.53,331.59,374.19,298.21,257.02,264.07,244.87,282.58,329.78,389.12,317.00,338.76,303.38,255.92,229.80,238.14,271.60,316.87,302.61,333.92,323.61,362.91,375.90,373.43,416.39,396.88,387.89,378.75,320.72,269.73,256.15,337.80,288.70,256.62,276.13,419.03,426.08,439.75,440.99,248.75,285.47,242.26,456.75,418.27,413.45,406.65,363.77,335.60,386.98,400.95,334.79,408.09,396.24,437.59,349.30,356.03,407.65,371.20,398.01,394.27,417.96,421.54,441.15,434.75,430.22,541.95,537.93,530.89,507.59,493.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
