dates,satname,nzd0121-0000,nzd0121-0001,nzd0121-0002,nzd0121-0003,nzd0121-0004,nzd0121-0005,nzd0121-0006,nzd0121-0007,nzd0121-0008,nzd0121-0012,nzd0121-0013,nzd0121-0014,nzd0121-0015,nzd0121-0016,nzd0121-0017,nzd0121-0018,nzd0121-0019,nzd0121-0030,nzd0121-0031,nzd0121-0032,nzd0121-0061,nzd0121-0062,nzd0121-0063,nzd0121-0074,nzd0121-0075,nzd0121-0076,nzd0121-0077,nzd0121-0079,nzd0121-0080,nzd0121-0081,nzd0121-0082,nzd0121-0083,nzd0121-0084,nzd0121-0085,nzd0121-0086,nzd0121-0087,nzd0121-0088,nzd0121-0089,nzd0121-0090,nzd0121-0091,nzd0121-0092,nzd0121-0093,nzd0121-0094,nzd0121-0095,nzd0121-0096,nzd0121-0097,nzd0121-0098,nzd0121-0099,nzd0121-0100,nzd0121-0101,nzd0121-0102,nzd0121-0103,nzd0121-0104,nzd0121-0105,nzd0121-0106,nzd0121-0107,nzd0121-0108,nzd0121-0109,nzd0121-0110,nzd0121-0111,nzd0121-0112,nzd0121-0113,nzd0121-0114,nzd0121-0115,nzd0121-0116,nzd0121-0117,nzd0121-0118,nzd0121-0119,nzd0121-0120,nzd0121-0121,nzd0121-0122,nzd0121-0123,nzd0121-0124,nzd0121-0125,nzd0121-0126,nzd0121-0127,nzd0121-0128,nzd0121-0129,nzd0121-0130,nzd0121-0131,nzd0121-0132,nzd0121-0133,nzd0121-0134,nzd0121-0135,nzd0121-0136,nzd0121-0137,nzd0121-0138,nzd0121-0139,nzd0121-0140,nzd0121-0141,nzd0121-0142,nzd0121-0143,nzd0121-0144,nzd0121-0145,nzd0121-0146,nzd0121-0147,nzd0121-0148,nzd0121-0149,nzd0121-0150,nzd0121-0151,nzd0121-0152,nzd0121-0153,nzd0121-0154,nzd0121-0155,nzd0121-0156,nzd0121-0157,nzd0121-0158,nzd0121-0159,nzd0121-0160,nzd0121-0161,nzd0121-0162,nzd0121-0163,nzd0121-0164,nzd0121-0165,nzd0121-0166,nzd0121-0167,nzd0121-0168,nzd0121-0169,nzd0121-0170,nzd0121-0172,nzd0121-0173,nzd0121-0174,nzd0121-0175,nzd0121-0176,nzd0121-0177,nzd0121-0178,nzd0121-0179,nzd0121-0009,nzd0121-0020,nzd0121-0021,nzd0121-0022,nzd0121-0023,nzd0121-0024,nzd0121-0025,nzd0121-0171,nzd0121-0054,nzd0121-0055,nzd0121-0056,nzd0121-0059,nzd0121-0060,nzd0121-0067,nzd0121-0068,nzd0121-0069,nzd0121-0070,nzd0121-0071,nzd0121-0072,nzd0121-0073,nzd0121-0078,nzd0121-0026,nzd0121-0027,nzd0121-0028,nzd0121-0041,nzd0121-0042,nzd0121-0043,nzd0121-0044,nzd0121-0045,nzd0121-0046,nzd0121-0047,nzd0121-0048,nzd0121-0049,nzd0121-0050,nzd0121-0051,nzd0121-0052,nzd0121-0053,nzd0121-0066,nzd0121-0010,nzd0121-0057,nzd0121-0064,nzd0121-0065,nzd0121-0011,nzd0121-0058,nzd0121-0029,nzd0121-0033,nzd0121-0035,nzd0121-0036,nzd0121-0034,nzd0121-0038,nzd0121-0039,nzd0121-0040
2001-10-02 22:00:04.650000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.59,314.43,380.28,390.20,410.27,379.14,344.39,258.97,269.73,280.99,269.79,236.79,232.70,220.19,325.56,330.21,321.26,247.36,214.37,226.50,205.08,229.23,230.81,,,,223.18,221.73,248.76,248.77,217.18,188.54,,345.40,266.31,284.57,281.43,299.46,391.95,324.87,402.00,401.36,391.33,449.72,354.19,345.77,365.30,444.33,504.21,525.14,491.66,295.58,307.55,301.81,343.65,325.64,350.39,339.57,330.12,430.58,399.46,405.40,521.93,410.17,422.66,554.30,508.84,392.04,393.28,411.93,393.28,457.56,526.87,524.96,475.63,469.83,,,,451.93,517.59,540.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-03 22:00:10.954000,L7,,,,,,,,,,,,,,,,,,,,,,,,328.24,420.85,307.19,329.65,398.95,438.59,448.97,460.02,444.30,463.27,461.18,421.80,471.85,458.85,413.79,531.08,475.89,472.29,460.85,469.75,516.66,470.84,451.39,513.98,482.62,544.02,,,,237.41,255.16,293.78,291.08,388.82,318.78,413.08,370.98,293.23,336.37,532.86,494.21,538.55,,,,,,,481.21,507.63,508.82,553.86,495.46,531.89,548.02,209.78,242.65,328.82,465.86,443.44,449.03,440.21,386.26,412.77,397.64,403.78,365.06,404.54,,,,,,,,,,,,,,511.49,498.81,486.82,,,,220.05,247.55,362.32,336.74,214.44,,509.15,480.31,508.77,542.37,506.01,183.88,198.47,471.42,477.26,316.58,339.72,,,,,,,,550.89,,,,,,415.90,316.74,290.39,277.53,342.70,284.02,296.24,358.78,,,,,,,,,,,,,239.67,276.55,,,194.52,,,,174.67,,,,,,,,,,
2001-12-21 22:00:29.925000,L7,,,,,,,,,,,,,,,,,,,,,,,,179.16,181.78,273.91,256.07,254.72,290.34,280.17,288.09,310.13,308.16,242.17,306.57,235.27,289.49,272.32,226.46,278.81,284.31,276.29,284.35,294.37,319.27,335.15,324.39,374.30,268.26,,276.95,304.92,237.67,215.07,204.74,236.80,233.04,233.06,253.35,265.43,275.12,320.29,283.49,250.27,376.19,262.08,244.00,377.47,385.68,,272.83,318.67,228.49,343.08,267.73,326.60,380.28,293.26,294.03,273.28,,,,265.02,374.13,311.23,338.05,337.64,280.96,280.35,262.56,285.83,487.22,355.02,498.52,464.95,276.89,,289.87,223.95,396.11,388.92,383.70,188.14,188.20,197.34,210.12,179.01,185.61,187.70,198.24,212.16,226.20,176.08,187.58,200.23,209.50,213.79,224.93,226.44,232.86,242.86,246.42,259.22,260.64,267.82,261.66,,,,,,,,224.88,,,,,,,,,,,,,237.51,,,,,,,,,,482.13,324.58,365.01,357.44,549.85,,,,,,,,,,,,,,,,,
2002-01-06 22:00:31.992000,L7,,,,,,,,,,,,,,,,,,,,,,,191.84,273.03,268.79,284.27,297.11,208.66,328.40,354.85,390.30,372.93,325.10,332.02,345.48,354.09,355.40,361.23,364.17,304.57,435.48,454.08,482.92,508.46,262.30,283.50,288.41,281.32,285.93,304.30,338.18,298.64,427.36,466.19,455.71,282.29,276.03,262.78,229.43,369.13,364.64,516.45,421.60,225.19,235.68,233.59,452.01,281.27,320.57,182.23,355.08,493.02,206.93,471.60,263.83,231.41,508.40,495.49,321.65,421.00,453.15,464.98,454.51,434.42,430.09,421.29,423.19,341.90,546.19,412.40,420.44,549.10,415.11,383.18,474.71,503.80,293.84,288.44,271.46,294.56,395.88,384.74,433.33,254.79,285.45,436.70,354.08,446.86,408.22,423.73,459.19,546.33,504.55,493.85,478.36,503.38,523.33,459.30,214.84,223.39,224.26,239.02,492.33,453.72,302.21,312.74,532.69,,,,,,,,218.62,,,,,,221.06,,223.86,250.57,258.60,241.33,290.87,293.72,,,,,,,,,,,,,,,,,236.50,,,196.73,215.36,,,,,,,,,,
2002-01-22 22:00:40.906000,L7,,,,,,,,,,,,,,,,,,,,,,,,380.70,352.53,320.21,327.38,403.57,437.60,438.39,414.70,380.01,407.49,443.04,456.85,469.25,502.86,520.36,516.31,492.41,456.01,426.37,443.25,479.04,478.08,462.86,450.82,398.41,424.02,522.06,,,,490.46,465.39,463.58,465.17,454.85,463.71,476.64,479.72,489.20,523.73,499.24,409.77,419.63,422.17,359.12,356.99,220.58,238.91,237.46,228.22,188.73,,,,,462.08,462.04,464.57,354.96,448.99,415.29,517.41,503.86,493.87,483.05,507.09,542.75,525.50,,235.01,276.35,297.29,336.31,,,,,,,476.68,465.23,415.82,403.76,415.18,343.28,353.48,365.31,369.16,356.13,,465.50,476.52,520.08,504.42,,,,,,,,,,,,,,,,,,,,,,,,236.22,214.37,205.37,186.37,,,304.26,362.02,,,,,,,,,,,,,,,,,232.06,,,,190.51,,,,,,,,,,
2002-02-23 22:00:43.620000,L7,,,,,,,,,,,,,,,558.49,385.05,352.85,,,,,,,550.05,,,,,,469.51,528.54,,184.59,254.70,,,,351.89,286.95,354.91,280.54,,330.54,309.21,257.75,,,,,,279.23,266.10,280.25,295.60,293.45,,,,,,,,,,,,,,395.67,468.50,484.10,446.36,314.49,245.82,219.05,188.76,336.40,370.18,380.09,367.70,379.73,,,,,,,,,,,479.39,463.85,442.88,368.89,402.87,484.70,273.12,241.17,435.58,414.59,,529.59,539.46,474.69,480.20,506.02,451.83,453.49,451.16,,,,492.30,500.80,500.48,,190.07,425.60,,,,,,,,,,,,414.22,311.29,293.82,398.80,,,,,,,392.66,381.38,,,488.52,523.47,462.36,,448.34,480.61,,,,,,,,,,,,249.49,273.87,248.45,,,,,,,,,,,,,,,
2002-04-12 22:00:37.812000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.30,196.13,234.31,278.03,229.37,216.56,,179.59,348.09,376.04,393.56,434.68,401.74,429.78,474.09,345.86,337.15,324.66,507.37,428.40,,,,,,,,,,527.90,393.77,369.07,389.20,481.11,410.40,481.39,539.34,301.70,303.16,279.38,253.26,259.72,324.98,238.58,341.40,370.67,341.93,290.17,286.43,240.33,330.37,391.27,442.39,443.33,429.18,404.21,369.40,378.94,386.27,399.33,445.03,434.57,414.34,415.32,434.21,446.96,423.03,424.95,463.28,484.20,464.67,483.24,426.50,400.76,479.12,516.65,516.72,534.26,546.93,531.19,537.61,501.64,497.80,511.73,520.39,304.18,328.30,467.05,428.55,452.59,490.85,508.27,491.21,467.15,,,,,,,,308.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-07-17 22:00:08.747000,L7,,,,,,,,,,,,,,,,,,,,,,,,318.49,323.38,345.68,370.00,391.13,390.33,427.60,432.35,440.63,432.49,451.32,,,421.09,460.95,485.58,,,,301.21,317.25,331.50,236.51,315.84,448.99,290.49,292.41,269.16,182.82,,438.29,434.66,438.56,407.42,282.33,298.00,458.96,436.82,451.34,408.94,387.64,393.37,402.23,,,536.09,501.72,549.54,472.20,463.06,456.77,445.06,452.91,418.04,479.17,492.01,493.21,492.38,490.52,495.46,487.24,175.70,325.39,344.40,310.14,519.92,523.13,530.12,513.81,387.19,368.19,275.89,396.18,396.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.19,253.48,278.74,312.71,328.43,304.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-02 22:00:01.321000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.04,201.57,183.92,183.13,189.58,206.89,208.59,217.93,244.18,275.20,263.40,309.04,297.66,319.10,189.41,418.62,181.45,182.78,207.56,309.21,,286.56,277.82,268.03,323.17,217.59,260.80,250.26,251.03,295.00,291.40,,219.80,258.36,302.55,404.98,397.48,,262.40,242.39,296.50,339.00,375.55,385.17,376.56,333.75,327.72,343.24,339.51,330.80,370.03,345.84,339.43,296.88,312.44,360.52,291.20,304.33,288.75,,301.11,370.54,391.50,337.26,321.18,395.03,413.16,313.18,371.95,335.02,377.52,423.79,417.59,401.26,414.70,435.28,447.29,388.39,442.75,425.53,456.71,194.66,195.11,207.16,227.81,415.85,427.44,465.97,544.38,505.90,259.03,285.50,283.02,497.44,530.56,438.86,,299.98,503.65,,,,,,,,277.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-19 21:59:35.083000,L7,,,,,,,,,,,,,,,,,,,,,223.77,486.85,225.26,312.59,319.35,448.35,506.51,409.19,,,,496.98,,453.98,498.75,348.48,327.54,,,,,379.74,395.24,,,,,317.76,,,,,322.56,369.51,500.48,,,,258.34,341.13,,,,,,,,,,,,384.84,384.78,426.43,558.02,,,,,,464.39,388.63,478.31,,433.80,464.25,,,427.86,415.38,408.99,,,,,483.02,451.91,517.99,498.38,379.08,497.57,,308.29,268.49,248.98,415.20,372.21,352.18,232.13,228.90,231.45,244.18,236.95,218.49,199.71,,463.23,476.57,380.89,288.63,465.56,422.40,537.07,543.76,505.29,324.65,230.51,,,,,,,,303.03,,,,,,,,507.28,366.42,284.02,305.20,333.58,486.74,,,,517.04,557.06,343.60,422.90,444.04,,,,,,,,,,,,248.06,370.66,,,,,,,,170.93,348.39,408.52
2002-10-21 21:59:36.443000,L7,,,,,,,,,,,,,,,,,,,,,450.22,478.90,518.87,,,,388.77,484.95,471.33,389.94,,,,,,532.59,537.98,487.70,484.18,,,,,,,,,,,,,,,,487.39,420.20,,536.28,542.39,512.00,474.68,475.87,,,529.90,462.22,490.05,501.44,418.92,370.58,444.15,505.87,551.05,,,,,,,,523.97,557.77,,424.38,457.88,,440.32,363.60,,,,,,,,,,,,375.90,347.47,,348.81,313.21,304.51,306.21,219.40,187.54,201.71,208.13,219.50,242.84,244.21,235.87,240.10,261.04,259.52,396.26,386.58,270.74,318.60,307.22,195.87,207.17,204.71,194.19,224.59,,,,,,,,378.62,519.53,496.32,479.53,488.58,487.98,457.34,487.56,500.81,427.72,397.76,533.76,457.37,482.32,,,,,,,,,,,,,195.16,416.45,484.70,469.38,400.69,,483.03,505.10,314.89,,475.98,,,,,,,,
2002-12-24 22:00:09.147000,L7,,,,,,,,,,,,,,,,,,,,,,,,269.66,287.34,294.03,307.28,370.96,296.19,321.16,179.91,368.85,435.77,414.93,408.03,393.82,438.77,452.50,502.59,544.70,516.38,533.66,549.78,546.30,547.31,550.94,325.48,320.85,339.20,349.35,175.67,356.95,394.95,436.63,417.15,202.51,242.95,543.44,524.65,437.96,390.10,367.49,337.57,241.42,374.96,345.98,409.79,404.20,508.58,513.07,412.99,413.30,348.26,486.22,507.70,496.55,495.25,392.01,504.16,350.99,369.32,448.88,468.78,308.30,260.45,220.99,,503.55,404.89,325.00,500.19,554.40,485.31,496.56,212.99,436.95,518.46,531.41,411.12,535.79,278.63,547.54,484.52,383.37,308.20,334.98,,,,,502.02,445.19,452.85,502.41,507.47,341.14,505.32,414.37,520.03,409.34,447.03,506.08,527.67,,,475.61,449.58,,,,,,,,526.14,,,,,,,182.46,234.85,263.95,283.99,285.07,,322.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
