dates,satname,nzd0192-0000,nzd0192-0001,nzd0192-0002,nzd0192-0003,nzd0192-0004,nzd0192-0005,nzd0192-0006,nzd0192-0007,nzd0192-0008,nzd0192-0009,nzd0192-0010
1999-09-29 21:52:52.243000,L7,296.89,284.45,304.22,290.92,285.06,288.70,216.33,,,,
1999-10-15 21:52:49.322000,L7,207.61,196.09,272.99,277.16,202.55,,,,,,
1999-12-09 21:58:57.676000,L7,328.95,326.28,335.30,344.92,338.48,344.69,358.65,270.37,323.97,483.43,534.02
2000-02-04 21:52:37.377000,L7,206.91,196.19,294.71,202.66,,,,,,,
2000-02-20 21:52:29.720000,L7,208.55,204.06,287.68,205.09,,,,,,,
2000-03-14 21:58:35.291000,L7,288.51,271.23,287.51,242.55,266.63,266.20,,,,,
2000-03-30 21:58:33.541000,L7,281.26,190.72,287.52,271.14,263.79,281.94,,,,,
2000-08-14 21:50:56.232000,L7,296.07,281.05,160.34,185.61,276.90,290.72,202.18,,,,
2000-10-17 21:50:01.277000,L7,356.11,347.76,352.60,349.52,353.69,363.27,374.62,375.06,374.00,365.90,356.67
2000-12-20 21:50:16.996000,L7,211.20,265.63,260.96,194.81,,,,,,,
2001-01-05 21:50:16.585000,L7,207.43,229.09,269.04,203.80,,,,,,,
2001-01-12 21:56:30.696000,L7,,467.52,375.53,369.60,387.80,389.85,399.20,398.90,389.58,377.58,363.13
2001-03-10 21:50:10.732000,L7,206.30,201.49,179.66,197.98,,,,,,,
2001-06-05 21:55:40.577000,L7,286.26,286.23,305.93,,,,,,,,
2001-06-21 21:55:29.297000,L7,297.73,287.65,309.98,294.86,280.28,291.76,383.07,386.24,378.82,382.32,369.20
2001-09-09 21:54:36.880000,L7,284.69,273.92,211.65,243.32,278.86,282.30,171.25,402.45,377.10,366.02,351.68
2001-09-18 21:48:17.356000,L7,195.15,,,,,,,,,,
2001-09-25 21:54:28.694000,L7,294.12,285.35,301.27,283.77,282.17,282.40,216.80,,368.31,388.60,369.27
2001-10-11 21:54:09.862000,L7,,194.25,272.15,196.77,203.94,,,,,,
2001-12-30 21:54:37.254000,L7,389.44,374.11,389.07,326.16,329.36,333.12,355.69,355.28,359.80,347.61,333.43
2002-01-24 21:48:42.967000,L7,211.49,200.24,261.93,203.68,,,,,,,
2002-01-31 21:54:50.570000,L7,285.84,264.57,260.23,208.01,227.04,,,,,,
2002-02-25 21:48:47.943000,L7,206.89,187.77,222.16,195.51,210.65,,,,,,
2002-03-20 21:54:48.224000,L7,284.64,209.73,283.60,266.89,200.98,,,,,,
2002-03-29 21:48:39.145000,L7,288.71,263.80,300.44,250.06,,,,,,,
2002-06-01 21:48:28.245000,L7,295.69,287.95,305.95,,271.83,287.94,184.93,,,,
2002-07-19 21:48:09.583000,L7,295.64,271.21,306.46,,272.49,296.60,190.90,,,,
2002-08-27 21:54:00.253000,L7,297.04,276.11,307.30,277.61,279.67,284.36,199.21,,,,360.58
2002-10-07 21:47:33.100000,L7,296.04,367.17,361.85,368.34,369.69,372.01,385.12,385.31,379.90,366.17,360.24
2002-10-14 21:53:43.769000,L7,352.13,341.25,353.09,349.39,352.78,354.01,368.12,365.40,360.09,349.68,337.72
2002-10-23 21:47:39.211000,L7,348.31,335.54,341.95,331.43,340.90,348.20,356.72,360.35,352.92,344.00,330.92
2003-01-18 21:54:30.278000,L7,209.07,269.94,253.85,273.69,,,,,,,
2003-03-23 21:54:40.711000,L7,374.75,383.96,384.73,376.50,272.75,280.02,,,,,
