dates,satname,nzd0314-0000,nzd0314-0001,nzd0314-0002,nzd0314-0009,nzd0314-0053,nzd0314-0054,nzd0314-0055,nzd0314-0056,nzd0314-0057,nzd0314-0058,nzd0314-0134,nzd0314-0135,nzd0314-0136,nzd0314-0137,nzd0314-0138,nzd0314-0139,nzd0314-0026,nzd0314-0027,nzd0314-0059,nzd0314-0065,nzd0314-0066,nzd0314-0075,nzd0314-0076,nzd0314-0140,nzd0314-0003,nzd0314-0004,nzd0314-0005,nzd0314-0006,nzd0314-0133,nzd0314-0036,nzd0314-0037,nzd0314-0038,nzd0314-0039,nzd0314-0067,nzd0314-0068,nzd0314-0069,nzd0314-0070,nzd0314-0010,nzd0314-0013,nzd0314-0014,nzd0314-0015,nzd0314-0016,nzd0314-0017,nzd0314-0018,nzd0314-0019,nzd0314-0028,nzd0314-0029,nzd0314-0030,nzd0314-0031,nzd0314-0032,nzd0314-0033,nzd0314-0042,nzd0314-0043,nzd0314-0044,nzd0314-0060,nzd0314-0061,nzd0314-0062,nzd0314-0064,nzd0314-0071,nzd0314-0072,nzd0314-0073,nzd0314-0077,nzd0314-0078,nzd0314-0079,nzd0314-0080,nzd0314-0081,nzd0314-0082,nzd0314-0083,nzd0314-0087,nzd0314-0088,nzd0314-0091,nzd0314-0092,nzd0314-0093,nzd0314-0094,nzd0314-0141,nzd0314-0024,nzd0314-0025,nzd0314-0040,nzd0314-0047,nzd0314-0048,nzd0314-0008,nzd0314-0012,nzd0314-0023,nzd0314-0034,nzd0314-0035,nzd0314-0045,nzd0314-0020,nzd0314-0022,nzd0314-0007,nzd0314-0142,nzd0314-0143,nzd0314-0144,nzd0314-0145,nzd0314-0146,nzd0314-0147,nzd0314-0011,nzd0314-0085,nzd0314-0125,nzd0314-0126,nzd0314-0127,nzd0314-0128,nzd0314-0129,nzd0314-0130,nzd0314-0131,nzd0314-0132,nzd0314-0052,nzd0314-0074,nzd0314-0084,nzd0314-0041,nzd0314-0051,nzd0314-0063,nzd0314-0086,nzd0314-0096,nzd0314-0097,nzd0314-0098,nzd0314-0099,nzd0314-0100,nzd0314-0101,nzd0314-0046,nzd0314-0049,nzd0314-0050,nzd0314-0106,nzd0314-0107,nzd0314-0108,nzd0314-0109,nzd0314-0148,nzd0314-0149,nzd0314-0150,nzd0314-0151,nzd0314-0095,nzd0314-0122,nzd0314-0123,nzd0314-0124
2005-02-23 21:59:43.397000,L5,,,,,219.85,189.57,178.80,207.11,183.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.19,,,,240.22,,,,,,,,,,,192.77,,,,,,,,,,,,
2005-04-28 22:00:11.734000,L5,,,,,241.17,197.12,190.72,211.04,182.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.00,,,,242.73,,,,,,,,,,,206.23,,,,,,,,,,,,
2005-05-30 22:00:27.276000,L5,,,,,260.79,215.73,239.08,249.98,199.73,,165.78,184.88,183.28,180.35,187.62,181.03,,,,,,,,175.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.72,,,,266.43,,,,,,,,,,,233.40,,,,,,,,,,,,
2006-02-26 22:03:47.179000,L5,,,,,241.85,212.51,218.08,222.04,204.17,169.01,,,,,,,,,173.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.03,,,,252.36,,,,,,,,,,,221.11,,,,,,,,,,,,
2006-05-17 22:05:09.745000,L5,,,,,233.16,205.15,187.59,220.15,182.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.90,,,,232.69,,,,,,,,,,,200.71,,,,,,,,,,,,
2006-08-21 22:06:31.405000,L5,,,,,237.48,211.34,183.23,230.42,199.80,171.82,,,,,,,,,178.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.32,,,,251.33,,,,,,,,,,,216.55,,,,,,,,,,,,
2006-09-22 22:06:54.827000,L5,,,,,213.24,177.36,177.49,204.66,180.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.16,,,,238.85,,,,,,,,,,,177.35,,,,,,,,,,,,
2006-12-11 22:07:39.980000,L5,,,,,232.48,204.74,195.72,225.09,199.05,,162.85,169.98,184.14,176.84,170.36,186.78,,,,,,,,177.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.11,,,,232.15,,,,,,,,,,,,,,,,,,,,,,,
2008-10-29 21:56:36.227000,L5,,,,,218.60,195.62,184.01,212.26,190.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.06,,,,227.32,,,,,,,,,,,,,,,,,,,,,,,
2009-02-02 21:58:34.187000,L5,,,,,226.56,194.20,191.72,211.53,190.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.04,,,,233.00,,,,,,,,,,,166.20,,,,,,,,,,,,
