dates,satname,nzd0314-0000,nzd0314-0001,nzd0314-0002,nzd0314-0009,nzd0314-0053,nzd0314-0054,nzd0314-0055,nzd0314-0056,nzd0314-0057,nzd0314-0058,nzd0314-0134,nzd0314-0135,nzd0314-0136,nzd0314-0137,nzd0314-0138,nzd0314-0139,nzd0314-0026,nzd0314-0027,nzd0314-0059,nzd0314-0065,nzd0314-0066,nzd0314-0075,nzd0314-0076,nzd0314-0140,nzd0314-0003,nzd0314-0004,nzd0314-0005,nzd0314-0006,nzd0314-0133,nzd0314-0036,nzd0314-0037,nzd0314-0038,nzd0314-0039,nzd0314-0067,nzd0314-0068,nzd0314-0069,nzd0314-0070,nzd0314-0010,nzd0314-0013,nzd0314-0014,nzd0314-0015,nzd0314-0016,nzd0314-0017,nzd0314-0018,nzd0314-0019,nzd0314-0028,nzd0314-0029,nzd0314-0030,nzd0314-0031,nzd0314-0032,nzd0314-0033,nzd0314-0042,nzd0314-0043,nzd0314-0044,nzd0314-0060,nzd0314-0061,nzd0314-0062,nzd0314-0064,nzd0314-0071,nzd0314-0072,nzd0314-0073,nzd0314-0077,nzd0314-0078,nzd0314-0079,nzd0314-0080,nzd0314-0081,nzd0314-0082,nzd0314-0083,nzd0314-0087,nzd0314-0088,nzd0314-0091,nzd0314-0092,nzd0314-0093,nzd0314-0094,nzd0314-0141,nzd0314-0024,nzd0314-0025,nzd0314-0040,nzd0314-0047,nzd0314-0048,nzd0314-0008,nzd0314-0012,nzd0314-0023,nzd0314-0034,nzd0314-0035,nzd0314-0045,nzd0314-0020,nzd0314-0022,nzd0314-0007,nzd0314-0142,nzd0314-0143,nzd0314-0144,nzd0314-0145,nzd0314-0146,nzd0314-0147,nzd0314-0011,nzd0314-0085,nzd0314-0125,nzd0314-0126,nzd0314-0127,nzd0314-0128,nzd0314-0129,nzd0314-0130,nzd0314-0131,nzd0314-0132,nzd0314-0052,nzd0314-0074,nzd0314-0084,nzd0314-0041,nzd0314-0051,nzd0314-0063,nzd0314-0086,nzd0314-0096,nzd0314-0097,nzd0314-0098,nzd0314-0099,nzd0314-0100,nzd0314-0101,nzd0314-0046,nzd0314-0049,nzd0314-0050,nzd0314-0106,nzd0314-0107,nzd0314-0108,nzd0314-0109,nzd0314-0148,nzd0314-0149,nzd0314-0150,nzd0314-0151,nzd0314-0095,nzd0314-0122,nzd0314-0123,nzd0314-0124
2010-02-21 22:03:56.549000,L5,,,,,229.62,203.32,205.05,218.26,187.99,173.93,,,,,,,,,174.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.41,,,,242.85,,,,,,,,,,,,,,,,,,,,,,,
2010-10-03 22:03:04.727000,L5,,,,,285.60,248.71,270.59,274.90,245.75,228.36,231.78,241.28,244.57,235.66,243.60,233.92,,,230.53,,,,,230.56,,,,,216.54,,,,,243.09,174.37,182.35,199.39,,,,,,,,,,,,,,,,,,177.28,,,,177.99,195.60,181.66,,,,,,,,,,,,,,216.50,,,,,,,,,,,,,,,212.82,200.61,200.06,189.26,191.53,194.02,,,194.76,205.17,209.30,197.16,218.78,203.01,195.96,202.05,280.73,,,,288.24,,,,,,,,,,,,,,,,,,,,,164.36,171.68,191.05
2010-11-04 22:02:50.090000,L5,,,,,247.30,202.85,209.32,225.97,201.27,169.20,169.76,179.32,184.31,176.89,170.17,174.75,,,168.95,,,,,173.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.06,,,,228.25,,,,,,,,,,,,,,,,,,,,,,,
2010-12-22 22:02:53.389000,L5,,,,,243.36,200.95,210.51,217.77,194.30,186.75,,,,,,,,,178.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.40,,,,238.82,,,,,,,,,,,,,,,,,,,,,,,
2011-02-08 22:02:59.125000,L5,,,,,221.75,192.13,206.90,219.34,187.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.74,,,,238.41,,,,,,,,,,,,,,,,,,,,,,,
2011-03-12 22:02:55.330000,L5,,,,,241.64,193.59,200.00,213.54,204.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.28,,,,237.19,,,,,,,,,,,,,,,,,,,,,,,
2013-06-05 22:15:03.120000,L8,,,,362.50,234.86,238.99,245.06,241.14,229.25,198.56,176.57,183.11,180.02,174.03,185.38,171.98,,,163.96,,,,,168.12,,,,,,,,,,,,,,351.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-07 22:15:00.081000,L8,,,,,234.84,239.70,242.71,236.95,185.95,,173.51,179.16,180.71,169.47,178.66,167.08,,,,,,,,163.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-25 22:14:53.099000,L8,,,,,224.76,187.55,234.38,232.12,217.10,192.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-27 22:14:43.714000,L8,,,,324.29,224.32,215.31,235.13,231.91,228.97,193.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-28 22:14:37.848000,L8,,,,,224.64,227.21,234.07,236.09,229.30,223.01,,,,,,,,,163.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-14 22:14:33.459000,L8,,,,,223.60,192.25,236.30,233.19,228.65,229.81,,,,,,,,,156.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-30 22:14:25.215000,L8,,,,,228.27,195.59,243.86,231.31,228.93,225.14,,,,,,,,,173.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-31 22:14:04.661000,L8,,,,,227.77,221.95,238.76,234.67,227.54,231.75,,,,,,,,,173.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-16 22:13:50.683000,L8,,,,,208.06,230.98,231.11,231.66,223.82,222.31,,,,,,,,,171.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-20 22:13:25.653000,L8,,,,368.85,230.61,227.81,239.09,242.23,234.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-05 22:13:10.561000,L8,,,,382.95,229.18,232.27,241.10,239.87,228.10,237.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.64,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-07 22:12:37.911000,L8,,,,,235.12,242.60,245.07,267.88,242.68,237.96,181.18,184.95,184.97,173.43,184.37,173.00,,,189.25,,,,,166.43,,,,,,,,,,261.71,169.00,211.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-26 22:12:55.043000,L8,,,,,236.13,241.41,244.82,243.07,242.77,201.09,176.31,183.02,181.38,176.30,184.39,171.96,,,165.79,,,,,167.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.62,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-27 22:13:05.288000,L8,,,,,232.73,234.43,241.79,242.52,239.25,235.84,174.42,180.28,178.17,169.22,180.36,164.72,,,170.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.48,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-28 22:13:08.778000,L8,,,,,223.32,223.95,237.81,241.77,238.03,193.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.68,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-14 22:13:14.573000,L8,,,,,224.86,217.58,238.26,231.85,232.95,236.50,,,,,,,,,157.24,439.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-15 22:13:13.466000,L8,,,,224.74,222.47,192.45,234.03,230.95,228.41,223.42,,,,,,,,,162.36,,,327.92,,,,,,,,,,,,,,,,203.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.45,,,,,,,,,,,219.92,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-01 22:13:12.181000,L8,,,,276.62,225.71,194.84,238.80,234.74,236.58,230.02,,,,,,,,,174.10,431.90,,347.36,388.00,,,,,,,,,,,,,,,304.11,,,,,,,,,,,,,,,,,,,,265.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.09,220.43,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-02 22:13:02.831000,L8,,,,,234.28,238.36,244.83,240.38,241.60,226.88,,,,,,,,,185.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-07 22:12:42.077000,L8,491.75,468.38,500.38,315.73,228.34,228.97,236.79,243.66,241.71,195.07,173.27,181.62,178.23,169.55,180.00,170.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-10 22:12:04.351000,L8,,,,,240.56,238.55,247.20,272.40,246.14,240.44,187.57,187.44,185.74,175.83,185.93,177.11,,,205.67,,165.24,,,168.58,,,,,,,,,,265.23,196.64,214.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-26 22:12:05.002000,L8,,,,353.61,235.11,244.16,245.90,266.52,259.60,246.38,183.29,185.68,183.88,174.70,184.39,174.99,,,186.10,,,,,166.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-27 22:12:22.174000,L8,,,,351.02,238.42,241.57,247.00,267.89,249.18,248.39,187.95,188.85,187.32,178.11,192.67,177.94,367.79,,198.32,,178.12,,,170.04,,,,,174.05,,,,,295.13,331.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-01 22:13:01.841000,L8,,,,,226.54,235.15,241.41,240.51,239.88,240.16,,,,,,,,,161.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-04 22:13:09.054000,L8,,,,,222.07,194.06,235.21,234.40,239.90,226.06,,,,,,,,,183.27,,,315.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-20 22:13:09.373000,L8,,,,268.41,222.63,210.71,238.46,237.80,241.39,225.02,,,,,,,,,184.94,460.22,,,,,,,,,,,,,,,,,,347.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-05 22:13:05.152000,L8,,,,,219.84,230.43,236.59,240.08,243.22,224.06,,,,,,,,,209.17,390.73,,279.83,468.75,,,,,,,,,,,235.90,180.02,202.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-21 22:13:05.936000,L8,,,,263.19,220.76,193.01,238.99,233.45,238.00,225.46,,,,,,,,,184.98,,,,,,,,,,,,,,,,,,,319.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-06 22:13:01.784000,L8,,,,,221.29,227.59,236.80,238.20,240.56,225.33,,,,,,,,,189.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-22 22:12:54.448000,L8,,,,,224.27,192.45,238.60,234.46,237.54,237.03,,,,,,,,,174.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-09 22:12:52.770000,L8,,,,,227.18,196.59,236.22,240.30,242.72,233.30,,,,,,,,,209.26,386.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-12 22:12:32.560000,L8,,,,292.04,184.00,244.52,247.48,271.14,267.85,248.58,190.62,191.18,188.18,180.76,188.76,181.05,,,217.28,,180.54,,,172.70,,,,,170.27,,,,,263.86,193.03,246.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-13 22:12:42.546000,L8,,,,,235.93,245.43,247.82,268.30,262.49,248.47,187.86,190.66,186.43,181.60,190.47,178.58,,,218.50,,,,,171.31,,,,,171.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-15 22:12:58.211000,L8,,,,305.12,235.11,248.59,249.70,269.79,274.91,249.47,195.12,194.02,193.19,185.76,193.90,194.04,381.77,379.73,202.50,,256.47,,,195.72,,,,,178.89,,,,,315.39,199.51,256.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.27,472.74,477.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.84,,486.61,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-16 22:13:05.571000,L8,,,,,223.94,240.88,245.32,244.04,249.35,235.57,183.38,186.03,183.54,176.62,188.42,175.56,,,185.88,,,,,168.49,,,,,,,,,,,,,,,422.78,443.84,455.28,472.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-19 22:13:21.341000,L8,,,,,199.02,188.24,235.44,237.69,237.72,239.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-20 22:13:21.277000,L8,315.80,313.09,,,209.55,220.67,238.28,242.58,252.46,241.68,176.37,182.20,178.56,171.33,181.35,173.64,266.87,339.99,207.03,399.08,433.15,267.37,354.70,169.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-22 22:13:14.982000,L8,,,,,201.23,221.58,237.46,237.46,241.00,233.38,172.56,181.14,178.28,168.95,179.26,170.28,,,193.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23 22:13:07.208000,L8,,,,,227.90,221.20,237.98,237.85,255.76,247.23,,,,,,,,,197.24,435.71,453.41,264.86,398.67,,,,,,,,,,,,,,,375.26,,,,,,,,,,,,,,,,,,,,183.67,,,,412.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.14,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-08 22:12:58.815000,L8,,,,,,,228.75,221.75,201.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-29 22:12:18.412000,L8,380.18,,375.83,,228.14,247.93,247.81,267.26,249.24,250.91,189.74,189.19,187.67,180.63,189.59,179.46,,,218.91,,,,,171.80,373.18,352.11,384.32,399.32,167.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-22 22:13:19.023000,L8,,,,,,214.08,239.48,243.92,248.90,232.57,181.63,184.90,184.13,174.86,185.05,173.62,,,189.07,,,,,169.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-07 22:13:17.610000,L8,,,,,,219.69,235.09,242.76,255.87,306.06,175.66,181.95,184.28,169.98,178.93,171.11,,,191.97,,,,,174.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-11 22:12:50.362000,L8,,,,,,,234.76,238.15,247.35,236.40,,,,,,,,,171.99,,,,,,,,,,,,,308.10,289.68,,,,,273.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.73,,,,,,,,,,,,,,,,,,282.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31 22:12:27.765000,L8,,,,,,236.61,244.26,264.37,269.96,242.11,181.63,186.70,185.17,176.70,185.73,174.37,,,192.58,,,,,168.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
