dates,satname,nzd0317-0000,nzd0317-0004,nzd0317-0005,nzd0317-0006,nzd0317-0007,nzd0317-0008,nzd0317-0009,nzd0317-0010,nzd0317-0011,nzd0317-0012,nzd0317-0013,nzd0317-0001,nzd0317-0002,nzd0317-0003
1999-11-30 22:05:47.159000,L7,352.51,291.81,270.05,249.73,249.10,225.93,298.61,305.70,308.59,300.72,294.28,,,
1999-12-16 22:05:57.846000,L7,345.06,334.94,312.03,437.77,481.80,515.38,295.48,282.95,334.50,325.11,325.25,332.18,332.92,345.02
2001-08-31 22:01:41.241000,L7,444.18,374.87,417.74,400.67,,,358.31,371.76,379.08,334.32,394.14,379.69,,
2001-10-02 22:01:16.521000,L7,,,,360.57,373.63,385.74,,,,,,,,
2002-03-11 22:01:55.664000,L7,381.72,378.44,385.01,376.02,357.55,355.33,359.41,372.19,360.53,380.24,379.20,,,
2002-10-05 22:00:43.353000,L7,,362.26,355.94,359.31,363.78,,,,,,,,,
2005-01-29 22:05:29.709000,L5,,,,,,,,,387.92,371.46,320.77,,,
2013-11-19 22:20:49.563000,L8,,257.09,206.04,,,,,,,,,,295.00,263.32
2016-01-05 22:13:05.152000,L8,,257.07,200.76,,,,,,,,,,296.41,266.00
2016-02-13 22:19:08.559000,L8,,250.79,193.87,,,,,,,,,,,251.53
2016-10-10 22:19:30.105000,L8,,377.85,210.71,215.56,,,288.67,333.78,453.13,,,,369.55,546.44
2016-11-20 22:13:21.277000,L8,,,,,,,,,,454.21,485.59,,,
2017-10-13 22:19:28.919000,L8,,,,,,,,,,324.39,334.91,,,
2019-03-02 22:12:41.167000,L8,,249.78,193.41,,,,,,,,,,296.96,253.01
2019-04-19 22:12:26.487000,L8,265.86,439.29,404.16,401.21,447.33,486.27,498.66,502.72,485.19,455.65,,278.19,371.30,373.20
2019-10-28 22:13:24.474000,L8,,258.76,201.59,,,,,,,307.99,346.67,,,268.82
2021-10-01 22:13:22.595000,L8,,261.56,201.25,,,,,,,328.19,339.36,,301.06,281.87
2022-01-21 22:13:11.780000,L8,,250.47,188.61,,,,,,,,,,294.15,261.67
2022-01-28 22:19:19.852000,L8,,245.03,,,,,,,,,,,,248.11
2022-01-29 22:13:17.402000,L9,,194.86,192.05,,,,,,,323.86,334.76,,297.96,274.55
2022-04-03 22:12:57.221000,L9,,251.22,191.03,,,,,,,,,,,251.30
2022-05-04 22:19:01.861000,L8,,255.34,192.72,,,,,,,,,,,258.11
2022-11-12 22:19:46.252000,L8,346.32,255.87,195.04,,,,,,,328.89,334.56,334.17,258.74,279.45
2023-01-15 22:19:29.807000,L8,,241.98,180.54,,,,,,,,,,287.29,249.72
2023-01-23 22:19:32.627000,L9,,256.42,195.17,,,,,,,332.83,340.19,,299.38,280.65
2023-03-21 22:13:07.064000,L9,,250.61,190.40,,,,,,,318.35,343.44,,,257.50
2023-04-06 22:12:57.203000,L9,,248.18,,,,,,,,,,,,250.80
2023-06-09 22:12:24.777000,L9,,265.40,199.65,,,,,,,,337.98,,301.76,287.04
2023-06-24 22:18:42.226000,L8,362.48,273.85,204.49,185.60,,,,,,325.52,348.14,358.11,358.67,312.89
2023-08-20 22:12:59.423000,L8,363.45,272.13,210.14,188.37,,,,,,321.37,340.56,350.64,317.55,312.82
2023-09-05 22:12:58.639000,L8,340.72,251.81,194.18,,,,,,,,,337.92,,268.69
2023-09-12 22:19:14.051000,L8,,261.97,201.27,178.99,,,,,,325.11,345.02,,300.81,279.85
2023-10-30 22:19:24.762000,L8,348.76,268.17,202.35,185.10,,,,,,339.69,351.29,340.02,305.34,294.31
2023-10-31 22:13:09.706000,L9,345.53,262.75,204.65,180.72,,,,,,335.66,348.27,281.10,261.70,181.90
2023-12-18 22:13:20.978000,L9,,252.53,189.46,,,,,,,,,,294.25,261.52
2024-02-04 22:13:19.606000,L9,,250.48,188.07,,,,,,,,,,,250.16
2024-02-19 22:19:15.470000,L8,347.41,259.59,201.26,184.16,,,,,,330.09,337.76,334.86,301.62,290.26
2024-07-13 22:12:26.404000,L9,,208.92,199.11,,,,,,,,342.20,,300.54,280.29
2024-11-02 22:13:05.642000,L9,,251.62,188.81,,,,,,,,,,,249.15
2025-01-12 22:19:21.390000,L9,,249.96,187.07,,,,,,,,338.52,,293.27,273.12
2025-02-05 22:19:15.641000,L8,264.74,192.83,190.34,,,,,,,325.06,277.85,276.76,260.58,211.01
2025-02-21 22:19:07.224000,L8,,246.99,181.97,,,,,,,,,,,249.79
2025-03-02 22:12:52.152000,L8,,247.26,174.13,,,,,,,,,,293.38,249.93
2025-03-26 22:12:53.328000,L9,,248.49,185.32,,,,,,,,,,294.40,233.46
