dates,satname,nzd0308-0000,nzd0308-0001,nzd0308-0002,nzd0308-0003,nzd0308-0004,nzd0308-0005,nzd0308-0006,nzd0308-0007,nzd0308-0008,nzd0308-0009,nzd0308-0010,nzd0308-0014,nzd0308-0015,nzd0308-0016,nzd0308-0017,nzd0308-0018,nzd0308-0019,nzd0308-0028,nzd0308-0029,nzd0308-0030,nzd0308-0011,nzd0308-0012,nzd0308-0013,nzd0308-0020,nzd0308-0021,nzd0308-0022,nzd0308-0023,nzd0308-0024,nzd0308-0025,nzd0308-0026,nzd0308-0027
1999-08-21 21:47:20.968000,L7,471.52,478.10,479.29,468.91,463.41,455.81,451.64,451.52,476.29,473.29,403.95,161.65,284.10,252.48,258.78,188.98,200.24,224.32,200.86,212.23,,,,,,,,,,,
1999-09-22 21:47:24.746000,L7,439.60,455.65,454.04,445.15,430.71,423.06,421.32,408.08,411.77,399.04,266.03,186.81,270.90,198.31,255.71,168.46,,232.54,236.54,,260.49,230.61,209.99,,,,,,,,
1999-09-29 21:53:40.155000,L7,360.45,361.11,360.84,356.00,351.60,338.47,334.30,341.94,348.38,339.29,321.09,316.39,317.90,333.38,316.59,264.92,370.08,280.06,279.07,344.49,304.38,301.55,301.30,366.12,362.41,200.74,315.26,310.90,319.84,317.11,317.15
1999-10-24 21:47:20.173000,L7,252.76,319.28,327.20,308.22,307.57,289.96,289.33,289.93,282.72,272.68,271.49,246.91,261.23,264.89,256.42,209.80,184.57,229.18,239.32,246.65,263.46,263.01,245.47,156.32,,,,,,,188.24
2000-01-19 21:53:25.812000,L7,502.35,501.83,522.04,492.42,488.14,489.28,277.54,283.00,283.23,209.92,258.47,268.82,274.23,270.57,250.52,200.00,174.89,238.31,209.16,250.05,262.21,246.50,253.28,155.97,,,,,,176.27,199.61
2000-05-03 21:46:43.127000,L7,429.01,415.71,455.18,439.36,439.24,426.86,418.64,401.10,529.49,527.33,501.49,180.94,281.94,276.44,267.05,212.72,192.40,231.42,241.02,,215.01,234.75,213.59,181.96,,,,,,,185.00
2000-05-26 21:52:36.566000,L7,308.20,325.32,330.90,273.13,,255.65,220.15,205.86,174.50,,,171.00,273.82,276.82,259.25,215.89,193.47,232.62,247.41,246.80,,,,172.79,,,,,,,194.88
2000-07-13 21:52:07.753000,L7,,,,390.54,383.00,262.16,226.47,213.93,183.27,349.80,534.77,441.16,307.86,288.89,281.16,234.55,203.45,242.48,252.08,257.48,469.48,437.45,428.13,177.69,163.94,166.68,,,,,217.10
2000-07-29 21:51:50.349000,L7,420.60,427.01,399.66,438.88,414.99,255.98,220.24,208.64,176.09,428.21,372.01,166.96,265.73,269.46,253.56,205.57,180.65,226.32,231.69,232.48,464.42,436.57,426.50,172.42,,,,,,,
2000-08-07 21:45:32.940000,L7,397.88,421.18,443.85,372.60,339.02,365.93,359.41,373.28,395.16,352.50,317.60,321.37,337.34,338.53,328.04,289.97,270.18,327.18,338.19,288.75,315.45,307.03,310.97,203.35,205.56,254.83,261.05,332.87,337.25,339.81,330.61
2000-08-14 21:51:44.223000,L7,468.74,476.69,474.83,460.92,445.26,442.89,434.66,258.26,262.07,260.20,243.87,287.21,290.46,280.68,263.58,226.57,198.15,238.52,246.31,250.65,277.64,273.87,285.42,180.89,159.73,,,,,,203.01
2000-10-26 21:44:46.815000,L7,320.60,332.04,329.44,324.97,314.77,308.70,301.84,301.25,304.97,293.26,283.43,268.23,273.03,273.33,256.46,214.96,186.11,228.40,204.30,248.59,272.86,268.71,267.71,163.24,,,,,,,196.89
2000-12-04 21:50:58.069000,L7,461.95,469.05,474.89,472.65,466.12,459.64,456.56,460.96,477.30,,,357.56,361.72,376.10,372.16,450.99,431.10,439.34,377.66,372.78,497.40,477.89,354.83,425.87,456.07,481.55,494.11,477.64,469.69,458.29,453.67
2000-12-13 21:44:52.270000,L7,358.20,365.35,367.68,365.87,358.55,347.98,340.75,351.77,360.98,356.88,341.12,319.31,327.67,334.57,326.24,288.49,264.70,304.69,325.65,328.66,315.03,306.70,315.04,203.95,239.93,311.64,320.32,313.18,322.25,320.28,315.99
2001-01-05 21:51:04.492000,L7,457.44,486.33,491.12,,,,,289.68,471.99,461.69,266.79,269.92,271.93,271.35,253.61,210.86,180.48,,,,262.18,252.31,259.93,156.01,,,,,,,
2001-01-14 21:44:57.122000,L7,341.50,351.52,353.15,347.69,343.90,333.64,326.31,333.39,339.11,331.42,317.50,309.27,321.44,330.44,316.00,276.33,366.43,408.77,398.18,358.33,301.55,294.72,299.26,536.89,394.35,425.46,415.43,455.21,496.33,504.00,348.85
2001-01-21 21:51:10.359000,L7,479.40,492.49,490.88,452.28,207.39,282.09,273.73,289.25,278.00,271.58,260.27,280.61,274.31,273.51,256.42,210.66,187.54,236.05,243.42,248.93,265.78,247.80,260.78,158.34,,,,148.81,153.60,172.53,202.71
2001-03-10 21:50:58.754000,L7,451.29,444.18,397.55,362.20,339.23,333.60,320.98,338.60,454.20,444.16,409.87,319.64,332.35,331.04,318.34,257.39,229.99,240.56,241.22,245.77,367.84,303.09,327.49,513.53,520.18,502.94,507.06,520.37,482.65,484.75,459.24
2001-04-04 21:44:30.925000,L7,,,,,,,,,,,,442.28,435.90,465.61,443.97,287.16,247.52,521.45,504.55,316.67,,,428.70,194.79,192.02,318.66,335.72,342.47,524.40,514.04,534.50
2001-04-20 21:44:34.614000,L7,404.86,402.21,445.35,440.89,510.06,513.06,508.67,516.64,515.57,514.17,497.10,176.62,209.78,232.22,259.08,212.10,195.67,234.44,240.82,213.48,268.15,271.04,271.10,170.87,,,,,,,188.33
2001-04-27 21:50:43.832000,L7,358.51,367.70,370.37,364.72,341.36,339.35,331.54,245.70,254.55,258.88,232.91,314.95,330.00,341.87,274.04,278.46,233.68,247.56,252.20,255.03,298.70,297.69,303.18,188.87,185.78,187.06,205.78,189.45,184.22,186.63,208.25
2001-05-13 21:50:33.259000,L7,337.66,343.58,344.08,345.14,331.02,327.50,303.90,308.59,300.66,332.60,,321.58,325.97,292.82,298.34,247.78,219.16,321.63,322.54,336.08,154.94,303.28,303.19,186.15,178.62,183.34,192.80,507.20,519.31,513.42,511.16
2001-05-22 21:44:18.615000,L7,482.45,487.59,490.96,477.87,475.70,473.61,469.83,272.60,347.47,321.75,328.16,400.16,375.54,353.13,345.68,293.61,252.02,328.44,311.85,347.86,317.53,293.90,393.68,202.61,314.54,292.22,339.72,360.99,363.81,200.07,379.07
