dates,satname,nzd0113-0000,nzd0113-0001,nzd0113-0002,nzd0113-0003,nzd0113-0004,nzd0113-0005,nzd0113-0006,nzd0113-0007,nzd0113-0008,nzd0113-0009,nzd0113-0010,nzd0113-0011,nzd0113-0012,nzd0113-0013,nzd0113-0014,nzd0113-0015,nzd0113-0016,nzd0113-0017,nzd0113-0018,nzd0113-0019,nzd0113-0020,nzd0113-0021,nzd0113-0022,nzd0113-0023,nzd0113-0024,nzd0113-0025,nzd0113-0026,nzd0113-0027,nzd0113-0028,nzd0113-0029,nzd0113-0030,nzd0113-0031,nzd0113-0032,nzd0113-0033,nzd0113-0034,nzd0113-0035,nzd0113-0036,nzd0113-0037,nzd0113-0038,nzd0113-0039,nzd0113-0040,nzd0113-0041,nzd0113-0042,nzd0113-0043,nzd0113-0044,nzd0113-0045,nzd0113-0046,nzd0113-0047,nzd0113-0048,nzd0113-0049,nzd0113-0050,nzd0113-0051,nzd0113-0052,nzd0113-0053,nzd0113-0054,nzd0113-0055,nzd0113-0056,nzd0113-0057,nzd0113-0058,nzd0113-0059,nzd0113-0060,nzd0113-0061,nzd0113-0062,nzd0113-0063,nzd0113-0064,nzd0113-0065,nzd0113-0066,nzd0113-0067,nzd0113-0068,nzd0113-0069,nzd0113-0070,nzd0113-0071,nzd0113-0072,nzd0113-0073,nzd0113-0074,nzd0113-0075,nzd0113-0076,nzd0113-0077,nzd0113-0078,nzd0113-0079,nzd0113-0080,nzd0113-0081,nzd0113-0082,nzd0113-0083,nzd0113-0084,nzd0113-0085,nzd0113-0086,nzd0113-0087,nzd0113-0088,nzd0113-0089,nzd0113-0090,nzd0113-0091,nzd0113-0092,nzd0113-0093,nzd0113-0094,nzd0113-0095,nzd0113-0096,nzd0113-0097,nzd0113-0098,nzd0113-0099,nzd0113-0100,nzd0113-0101,nzd0113-0102,nzd0113-0103,nzd0113-0104,nzd0113-0105,nzd0113-0106,nzd0113-0107,nzd0113-0108,nzd0113-0109,nzd0113-0110,nzd0113-0111,nzd0113-0112,nzd0113-0113,nzd0113-0114,nzd0113-0115,nzd0113-0116,nzd0113-0117,nzd0113-0118
2005-05-23 21:53:00.685000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.28,240.04,255.84,257.21,254.04,249.72,263.00,261.22,262.60,261.80,258.22,262.46,254.22,256.68,264.19,264.07,249.48,247.71,252.88,259.56,246.24,246.81,257.46,235.00,241.92,254.98,240.39,253.00,259.73,229.76,226.09,235.81,232.21,208.85,207.83,226.61,225.34,227.57,226.02,232.30,238.17,245.91,246.38,229.47,183.73,,,,,,168.32,175.40,198.41,211.26,215.49,221.39,218.65,171.46,187.24,221.91,219.39,213.24,211.91,221.12,216.18,215.57,204.61
2005-06-08 21:53:09.034000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.35,223.96,245.29,249.46,260.42,262.87,266.47,258.85,264.23,267.36,263.90,263.61,258.67,252.61,258.79,254.49,255.66,264.53,254.68,256.45,255.65,253.92,255.35,250.67,248.23,236.07,244.84,254.73,250.25,252.64,257.39,242.33,236.53,242.76,232.82,214.25,213.94,230.89,223.40,231.64,229.79,232.94,241.25,248.63,254.16,219.66,192.59,,,,,,,193.03,217.37,215.32,219.20,228.66,223.43,167.44,218.29,216.99,231.20,222.28,209.25,223.67,225.68,218.98,210.27
2005-07-17 21:59:35.576000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.90,248.98,245.35,286.97,312.93,306.42,276.03,266.08,274.24,275.50,279.05,268.03,268.13,266.06,270.73,259.07,277.01,302.63,262.99,309.47,265.01,260.46,254.73,264.69,244.45,257.21,267.07,258.59,249.49,263.19,240.01,233.24,233.58,215.63,186.68,187.05,220.28,210.13,212.88,235.82,239.94,302.40,269.39,266.84,239.71,192.51,,,,,,171.54,191.36,208.50,221.66,224.69,233.14,236.54,191.18,247.44,229.05,227.06,230.71,203.45,219.13,223.97,221.62,215.83
2005-07-26 21:53:30.504000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.05,227.63,250.33,257.97,267.43,268.58,270.56,267.37,277.43,273.66,275.31,270.52,269.32,264.22,265.89,273.36,268.33,270.88,264.42,265.78,274.20,267.41,262.21,258.59,256.18,248.48,251.70,261.22,254.84,253.55,259.84,254.13,250.90,252.03,243.23,229.77,241.94,241.03,235.99,242.21,235.94,248.09,254.97,252.15,262.59,240.80,196.79,174.91,,,,,167.32,187.07,210.73,232.31,228.24,235.16,233.02,238.02,243.52,232.47,236.05,228.57,223.38,234.34,238.87,229.18,222.21
2005-09-19 21:59:56.928000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.79,244.45,244.26,251.90,252.47,253.55,263.11,255.67,259.32,265.18,267.70,259.12,263.51,264.06,262.41,265.21,256.31,249.60,251.31,255.01,248.78,248.86,247.64,242.18,245.77,256.73,248.34,259.68,263.80,248.61,241.81,242.46,229.24,218.97,219.32,226.35,219.58,231.32,236.69,235.19,243.73,255.46,256.35,251.89,195.72,,,,,,,184.00,213.39,233.21,235.18,254.48,283.87,472.30,466.26,477.96,237.98,231.93,227.84,226.23,215.86,209.39,201.65
2005-10-30 21:53:39.558000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.47,224.76,229.37,232.84,251.12,254.72,254.25,256.36,268.10,281.81,295.67,282.52,259.53,247.89,251.59,251.17,263.70,262.58,253.06,242.67,253.15,271.19,263.63,257.23,272.24,263.96,267.07,275.68,270.97,284.68,275.12,264.04,250.73,248.12,248.59,243.20,233.82,246.06,239.25,246.13,244.63,264.34,271.33,496.87,451.56,436.30,237.48,,,,189.20,181.39,194.52,207.22,243.37,267.68,248.22,246.11,247.39,250.73,252.23,252.52,255.19,256.52,250.71,235.14,237.32,228.87,224.46
2005-11-15 21:54:02.336000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.51,257.35,271.47,273.14,282.10,314.30,320.65,302.72,307.36,305.73,283.34,274.93,272.72,264.22,273.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-11-22 22:00:23.113000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.19,240.54,250.60,259.41,262.68,265.50,181.09,230.83,255.36,262.54,263.21,277.74,275.04,289.14,,,,,,,246.63,256.42,255.28,259.51,247.62,213.65,240.38,259.66,262.61,268.64,291.64,271.43,260.49,258.62,232.53,225.83,252.61,234.34,228.60,234.31,242.63,245.21,264.69,268.63,272.01,267.35,224.09,,,,,,170.32,189.15,208.98,216.75,216.70,218.37,230.06,234.03,241.36,247.95,247.76,252.86,247.48,236.96,220.29,217.08,205.57
2006-02-03 21:55:55.062000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.93,244.06,255.84,258.40,254.23,255.81,263.27,262.44,266.42,262.36,260.87,261.43,258.64,260.85,256.91,265.35,257.25,257.52,256.86,260.20,257.63,250.01,251.70,239.28,239.55,249.86,241.39,248.44,258.06,232.88,231.43,239.83,228.66,212.68,213.02,231.65,227.95,226.32,230.46,236.46,242.69,242.92,247.76,230.28,183.01,,,,,,,,,,191.13,221.82,194.74,203.42,241.41,225.87,224.19,222.50,212.33,218.24,216.64,212.73,201.47
2006-02-19 21:56:15.936000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.62,229.50,241.29,255.03,263.80,261.71,269.66,267.04,271.07,278.03,273.27,271.02,270.24,266.91,264.59,265.12,264.23,273.01,263.25,260.16,259.75,264.07,258.24,261.67,263.43,258.46,260.47,261.24,259.95,259.74,263.62,246.90,248.12,247.59,241.96,224.14,226.44,241.13,239.37,240.18,251.65,251.20,261.19,257.46,261.48,257.45,196.07,175.67,,,,,191.33,310.66,239.19,239.45,230.92,237.63,235.47,225.94,267.31,291.09,214.59,265.87,254.28,253.08,329.94,222.39,209.08
2006-04-08 21:57:12.628000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.42,248.20,254.87,259.44,260.39,256.83,263.07,265.64,264.54,267.30,260.21,260.49,255.96,260.18,255.16,261.68,255.34,253.26,252.66,258.03,260.96,253.62,254.34,245.31,248.94,251.79,247.60,252.31,262.33,240.89,236.69,242.22,230.60,213.28,213.01,229.89,226.68,226.71,233.38,233.18,249.40,244.41,250.94,238.43,185.13,,,,,,,180.90,201.81,211.06,210.12,215.40,213.56,166.35,198.06,214.31,220.53,220.14,209.01,219.39,219.96,217.68,197.82
2006-05-17 22:03:57.969000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.34,249.87,257.42,261.63,262.90,258.97,265.76,262.47,266.11,263.02,262.72,262.69,260.27,260.42,259.11,261.67,257.84,257.79,257.70,260.42,259.54,257.63,254.86,246.14,242.88,249.77,245.78,255.86,258.68,242.53,237.11,238.89,229.18,220.54,217.94,233.25,229.63,235.84,230.90,237.12,245.35,250.29,251.23,236.53,188.24,,,,,,,192.28,210.54,223.14,217.68,220.48,216.19,165.94,199.33,216.80,224.55,231.43,210.70,222.59,219.08,214.64,208.36
2006-06-02 22:04:12.415000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.88,232.08,251.23,261.20,269.91,256.72,258.10,253.57,268.42,265.33,257.39,245.93,240.49,236.81,231.35,252.86,254.07,238.18,224.28,236.42,243.50,240.39,222.92,237.99,232.78,214.68,211.24,234.54,221.92,237.98,254.86,213.90,216.49,233.65,217.84,182.80,196.17,217.63,201.00,216.95,203.61,206.85,229.09,221.14,233.57,206.40,,,,,,,,,,,,,,,,196.26,215.27,218.29,215.31,225.24,223.51,219.63,210.80
2006-06-27 21:58:24.681000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.80,226.08,235.18,240.42,249.51,253.22,257.19,253.85,246.18,253.90,248.42,243.93,246.51,252.73,242.33,249.02,241.13,241.97,242.80,234.07,236.03,224.61,227.80,241.94,231.69,242.53,247.99,219.11,210.80,218.40,204.66,182.02,182.95,209.05,203.13,208.44,198.49,215.53,219.66,225.22,227.26,198.26,,,,,,,,,,,,,,,,179.57,187.68,189.38,185.14,195.33,202.23,197.25,
2006-07-04 22:04:41.660000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.34,253.27,266.71,263.88,257.43,255.68,266.84,269.84,279.16,274.45,275.33,267.13,270.22,265.18,267.97,272.99,266.29,261.82,264.48,270.12,267.63,258.55,262.16,254.81,254.87,265.40,249.65,257.90,270.88,253.21,244.61,246.11,238.69,231.11,213.00,240.16,235.64,238.09,238.89,239.40,254.29,266.80,252.37,228.75,193.71,,,,,,,,,,,,,,179.12,221.22,221.74,211.47,206.56,217.95,220.85,217.13,205.44
2006-08-21 22:05:19.629000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.66,234.69,244.61,246.88,255.63,255.16,263.44,260.02,265.65,265.04,260.80,258.40,255.38,254.32,251.29,257.67,246.61,240.70,245.30,251.13,255.18,252.53,250.56,239.10,246.02,252.77,244.02,245.65,252.78,232.01,228.10,232.49,223.09,207.45,204.57,225.78,225.18,227.81,233.48,232.33,246.55,247.13,249.17,214.06,,,,,,,,,,,,,,,177.18,215.82,211.23,204.14,200.60,211.05,213.54,209.40,202.40
2006-11-25 22:06:19.953000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.63,197.56,183.04,197.15,218.32,235.64,238.50,237.21,233.99,226.69,229.24,229.83,228.15,226.94,218.16,218.68,219.03,230.99,234.94,233.54,232.39,233.00,227.69,227.91,224.54,214.19,207.06,210.41,215.60,219.14,221.51,209.32,207.93,211.92,214.58,208.95,204.33,201.72,207.00,208.79,220.00,219.97,203.45,216.31,220.21,217.53,166.94,,,,,,182.62,202.46,202.43,202.49,209.77,204.07,205.05,204.77,204.12,191.69,192.97,193.33,195.30,189.87,189.91,188.49,182.34,
2006-12-11 22:06:28.205000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.30,196.65,198.81,188.82,191.90,201.21,215.46,211.35,211.97,209.03,210.58,216.39,215.43,208.62,192.43,202.47,202.84,209.60,208.89,195.70,191.08,192.67,196.63,200.62,198.00,202.61,198.86,197.15,192.65,198.49,202.35,182.90,181.21,176.15,172.52,,171.05,174.50,179.23,184.46,191.72,194.73,202.89,210.62,192.61,203.84,193.70,192.48,196.06,191.50,181.49,181.46,181.97,174.77,182.81,179.43,172.72,181.43,186.71,184.81,186.34,179.31,178.25,179.60,175.80,,,,,
2006-12-11 22:06:52.177000,L5,354.33,373.32,396.44,428.36,439.59,419.43,395.66,282.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.67,270.78,282.30,284.48,283.93,281.80,285.92,279.31,276.29,273.76,266.41,263.80,257.52,249.05,234.31,222.07,211.76,218.27,210.94,208.68,195.56,194.30,196.21,191.11,187.96,181.97,171.88,172.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-13 22:06:47.368000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.20,252.24,259.78,259.09,248.14,249.11,256.91,256.74,259.55,264.09,252.14,264.48,246.72,274.63,254.15,232.50,172.38,,,,263.95,247.30,247.83,232.93,230.92,248.58,244.56,248.92,264.72,245.01,239.61,241.54,237.45,222.84,212.51,223.92,216.71,222.09,226.84,227.76,243.03,239.76,240.24,240.85,179.61,,,,,,,,,,,,,,,219.80,223.55,225.11,216.95,220.68,217.57,211.62,198.57
2008-02-16 22:02:22.163000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.74,246.57,265.36,264.67,259.73,264.60,265.28,256.69,253.43,248.07,231.73,229.81,236.72,234.72,241.78,237.19,224.54,201.27,239.57,236.89,237.11,235.34,234.87,223.89,242.90,260.54,250.10,250.37,260.98,,,,,,203.31,231.66,233.29,231.21,234.16,240.41,255.21,248.27,280.35,205.84,,,,,,,,,,,,,,,,,,,,,,,
2008-12-25 21:50:10.387000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.58,249.58,257.55,262.43,259.16,261.87,261.51,258.66,265.67,265.19,267.30,264.48,261.29,259.62,262.45,266.76,257.19,253.43,251.92,251.28,252.83,249.56,247.38,245.69,247.40,254.95,254.63,252.59,259.91,241.54,237.37,237.83,228.68,212.73,207.12,227.78,230.01,226.46,233.41,242.68,245.45,251.33,247.20,231.04,,,,,,176.31,193.69,202.32,213.67,212.04,211.15,217.61,222.74,,192.22,221.27,220.77,224.99,224.31,225.73,218.02,215.65,200.89
2009-02-02 21:57:22.411000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.42,246.25,250.81,258.41,254.42,260.99,256.55,255.67,263.19,262.59,265.15,258.72,258.89,261.12,258.03,263.50,252.51,249.67,252.47,253.29,253.49,247.73,247.10,238.02,239.60,250.49,245.16,248.20,252.71,237.14,232.66,233.94,229.27,218.00,212.74,227.44,231.38,224.89,233.02,238.93,242.30,246.25,245.74,218.59,180.09,,,,,,,,,,,,,,184.96,219.19,216.22,223.18,215.19,217.50,217.79,215.24,198.18
2009-12-12 21:56:13.982000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.78,263.17,270.14,270.51,267.97,268.14,268.15,259.08,263.76,262.80,265.99,261.78,260.68,263.25,262.24,272.00,265.46,264.76,257.38,259.82,254.78,256.87,253.30,244.48,239.42,254.84,252.04,252.45,256.17,239.43,239.90,228.60,225.61,218.78,208.68,232.15,234.28,236.92,235.32,235.68,241.23,246.68,242.65,218.87,173.13,,,,,199.12,187.30,229.08,225.57,225.54,216.82,220.61,195.90,207.98,224.82,236.54,225.56,228.87,224.70,234.64,231.34,226.88,213.81
2010-01-13 21:56:25.416000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.33,258.53,265.22,263.30,240.66,,,,,,190.68,243.35,253.37,260.73,268.29,263.45,258.14,260.33,256.54,269.93,254.27,253.47,247.82,235.43,233.54,248.67,238.91,243.00,257.39,235.64,237.07,237.26,233.39,214.05,221.04,232.50,234.80,233.73,242.67,245.62,251.32,247.66,245.54,200.29,,,,,,,,,,,,,,,,,,,,,,,
2010-02-21 22:02:44.773000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.05,249.23,258.43,257.17,255.89,261.84,265.69,264.23,266.38,265.82,266.28,263.94,261.52,254.84,252.24,255.84,250.91,245.12,242.75,242.55,252.61,254.07,253.21,243.53,246.88,255.72,252.11,247.89,256.72,228.73,225.80,228.75,224.99,206.56,204.48,222.65,231.34,229.77,235.60,239.49,243.92,246.22,247.78,213.81,,,,,,,,,,,,,,,183.60,221.33,210.18,212.13,207.92,218.74,208.83,213.65,197.78
2010-10-28 21:55:27.339000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.24,264.87,273.01,270.57,270.26,272.03,270.79,266.55,269.86,265.81,271.43,266.89,269.09,266.34,266.84,271.66,265.88,263.57,261.31,264.43,261.63,260.37,261.45,255.84,257.78,260.25,259.67,261.82,262.57,245.57,248.55,246.16,241.13,236.24,228.23,241.81,240.49,238.87,243.57,248.50,245.60,252.27,250.82,217.66,,,,,,177.33,208.69,212.72,220.90,226.31,222.42,227.66,223.77,212.78,231.22,240.38,230.32,232.27,229.34,234.77,234.82,230.55,215.88
2010-12-31 21:55:32.560000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.03,252.12,264.19,263.97,258.51,266.85,265.77,258.28,261.34,261.00,260.77,259.85,257.81,260.67,262.75,262.51,258.03,252.66,252.18,251.80,250.90,252.76,250.76,246.08,239.51,252.24,242.98,248.80,257.44,236.96,230.97,231.88,227.63,219.56,218.99,230.61,235.94,235.49,235.79,243.94,244.62,244.43,240.88,208.30,172.00,,,,,,,,,,,,,,183.84,216.20,215.90,220.63,214.89,220.74,218.91,216.19,203.58
2011-01-07 22:01:44.406000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.14,253.67,258.66,258.84,256.17,257.43,258.44,255.60,256.36,263.81,267.80,264.85,262.06,265.78,259.71,270.64,261.50,250.91,249.25,251.61,249.91,252.64,248.88,238.06,242.61,254.15,245.49,252.41,260.46,239.29,235.35,238.88,226.88,217.40,210.93,228.50,229.81,232.10,232.15,237.08,246.42,252.56,251.12,220.58,180.62,,,,,,,,,,,,,,182.56,221.69,218.13,224.42,220.78,223.58,220.09,219.52,198.78
2011-03-28 22:01:38.376000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.81,192.14,237.71,,264.54,267.71,226.40,293.76,262.32,,,,,,,234.23,273.43,247.79,241.15,249.55,257.27,263.53,255.28,238.27,234.17,234.96,241.37,220.80,225.87,236.46,246.40,254.65,247.37,261.08,252.88,246.57,246.92,221.81,186.91,183.25,169.22,,,,,,,,,,,,186.46,216.64,219.74,222.94,216.79,226.02,222.34,220.31,208.75
2011-04-13 22:01:34.017000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.97,251.25,264.37,262.73,259.05,266.20,259.60,255.54,250.84,248.20,252.08,255.31,253.58,258.74,249.55,259.17,256.23,242.50,247.46,244.70,244.76,242.50,245.80,227.83,227.76,246.41,235.90,238.32,256.66,224.64,224.58,232.46,229.13,213.88,207.82,228.11,233.22,228.71,231.96,233.65,233.32,235.78,233.30,210.25,,,,,,,,,,,,,,,172.98,206.13,206.14,210.20,204.05,217.25,215.20,216.91,200.54
2013-04-11 22:07:51.092000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.39,241.66,248.14,258.80,265.41,266.35,265.00,259.87,262.73,262.59,260.43,259.90,259.20,254.62,255.45,254.66,254.76,254.48,260.28,256.19,256.46,254.53,252.35,247.65,250.11,249.01,245.11,246.74,245.35,246.78,245.50,241.69,238.99,235.36,228.46,222.67,203.07,224.83,227.95,231.62,234.98,242.50,245.85,247.80,248.48,209.56,230.14,217.16,204.90,184.83,,181.54,216.19,227.18,229.81,229.99,228.09,226.70,180.67,221.86,188.62,218.80,225.21,226.83,223.34,223.90,221.88,208.96,202.47
2013-05-20 22:13:50.559000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.12,243.16,251.66,258.77,267.51,267.94,264.46,259.47,266.40,262.76,260.98,260.22,259.41,257.60,256.40,252.99,254.12,259.11,261.00,256.12,255.89,254.45,252.18,249.25,248.67,249.38,246.03,246.32,242.43,244.39,247.04,241.27,238.22,235.18,233.30,225.43,207.08,226.08,230.14,234.73,233.82,244.08,247.04,248.80,247.22,205.58,,,,,,176.61,212.85,225.90,230.07,232.43,228.62,228.10,225.70,225.49,229.62,214.48,310.35,346.08,275.42,280.85,224.07,221.43,213.05
2013-05-29 22:07:41.466000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.84,205.50,246.46,255.36,263.79,263.50,260.54,257.50,262.54,260.16,258.26,257.77,256.57,253.97,255.29,252.11,252.79,257.02,261.40,255.08,252.46,254.12,250.98,247.69,247.64,247.94,247.25,246.07,242.40,242.17,244.77,219.99,236.89,233.93,229.02,222.11,201.17,222.19,228.83,231.03,234.13,240.62,247.39,247.26,248.14,203.55,,,,,,176.93,212.66,225.43,229.68,230.95,226.28,228.97,225.98,223.78,221.49,222.80,224.07,226.84,220.62,222.75,221.14,209.03,200.97
2013-06-05 22:13:51.261000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.97,205.36,246.99,253.94,262.00,263.82,261.41,256.40,258.63,261.08,258.27,255.57,257.97,253.63,253.22,250.03,252.18,254.60,259.33,254.41,251.01,252.13,250.97,246.66,245.89,247.98,241.87,242.82,241.04,242.56,244.10,238.79,238.15,232.85,231.00,223.49,206.12,221.09,226.06,233.53,231.64,240.91,246.06,247.15,247.06,206.87,,,,,,172.00,211.11,222.71,228.53,230.59,227.01,226.66,224.74,224.33,187.76,220.69,224.75,225.96,220.71,224.29,221.83,211.94,203.22
2013-06-21 22:13:43.313000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.45,237.21,246.02,254.02,262.48,260.49,260.83,257.41,258.97,258.21,258.21,257.18,256.14,253.30,254.11,252.06,253.08,253.18,260.43,255.16,252.57,253.00,252.38,246.64,245.21,248.11,245.89,243.84,242.03,217.08,245.52,237.49,237.58,234.09,228.40,201.20,203.16,223.06,223.75,231.47,233.97,241.54,244.79,247.90,245.94,203.17,,,,,,,207.71,221.59,225.10,230.71,226.94,225.71,222.23,222.72,180.15,219.62,222.76,227.21,219.68,222.69,223.47,209.01,203.56
2013-06-30 22:07:36.163000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.05,238.78,246.89,252.49,263.25,262.18,261.30,257.24,258.67,259.81,257.77,256.61,257.47,253.25,251.38,250.47,253.62,254.12,259.06,253.76,252.11,250.55,249.45,243.75,243.40,245.77,240.21,243.05,238.77,215.18,244.24,237.74,237.28,233.02,230.31,224.51,202.04,221.99,224.84,229.71,233.57,238.91,244.27,245.86,243.50,203.41,,,,,,170.57,207.98,221.29,225.76,229.17,225.42,223.94,222.55,,187.27,219.45,221.65,225.58,219.65,222.20,221.68,209.32,201.86
2013-07-07 22:13:48.209000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.96,238.81,247.91,253.25,262.38,261.19,262.07,255.73,258.35,259.75,258.63,257.01,257.91,254.97,253.05,250.04,253.13,255.60,259.34,255.57,252.00,253.87,251.27,247.00,246.69,248.12,244.63,244.66,240.69,218.01,243.96,238.08,237.30,234.25,231.01,224.42,205.22,220.87,226.32,232.19,232.51,242.18,246.79,246.15,246.44,203.05,,,,,,168.02,209.08,221.28,227.55,230.35,224.56,226.21,223.02,222.68,188.58,219.06,223.42,225.70,219.87,221.79,220.52,211.82,203.19
2013-07-16 22:07:36.609000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.06,238.58,243.92,252.26,261.57,259.70,260.61,256.91,258.69,257.50,256.71,255.10,256.28,253.14,251.28,247.22,252.16,252.00,259.29,252.38,249.16,250.16,249.36,242.65,243.79,244.47,240.47,243.41,238.81,221.67,243.16,218.84,236.34,232.38,228.32,222.78,200.91,221.25,223.42,228.31,231.58,238.81,243.63,244.85,241.47,202.57,,,,,,,205.67,219.02,224.53,223.66,223.49,221.49,220.87,220.34,186.00,217.02,221.47,224.84,217.90,221.49,221.23,208.91,201.21
2013-08-08 22:13:49.700000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.98,237.31,245.23,252.36,259.82,259.79,259.14,256.12,255.88,258.53,257.68,256.96,256.23,253.51,252.62,249.92,252.17,252.93,259.13,253.75,251.57,251.43,250.63,244.07,246.16,245.48,241.02,242.82,241.99,235.24,243.92,238.04,237.03,233.68,227.91,194.18,203.67,221.25,223.77,230.03,230.14,240.32,244.19,246.44,243.45,204.14,,,,,,175.58,209.34,219.73,223.62,228.40,212.94,224.01,220.98,220.96,,201.68,220.10,224.95,216.07,221.06,220.05,209.70,202.61
2013-09-02 22:07:40.639000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.11,234.24,242.58,248.36,259.01,257.60,257.21,253.58,254.59,255.06,256.17,253.56,253.91,250.92,248.51,248.40,249.59,251.29,254.60,250.51,247.38,248.65,247.49,240.74,240.53,244.21,240.57,244.80,238.05,233.47,242.02,234.09,234.38,230.03,226.43,219.04,198.75,219.19,221.74,227.06,229.97,236.66,239.21,241.53,232.14,202.17,,,,,,,204.20,214.93,220.25,216.70,214.82,218.00,180.34,,181.18,212.79,216.88,221.98,213.73,218.82,218.01,208.23,200.55
