dates,satname,nzd0383-0001,nzd0383-0002,nzd0383-0003,nzd0383-0004,nzd0383-0005,nzd0383-0006,nzd0383-0007,nzd0383-0008
2001-12-21 22:02:05.831000,L7,,291.40,299.52,302.91,,173.20,231.22,324.31
2003-09-14 21:50:54.515000,L5,,,,,,,,210.15
2005-02-23 22:00:07.370000,L5,,249.23,249.66,253.51,,,,
2005-03-18 22:06:34.540000,L5,,264.19,270.44,268.00,,,,
2006-01-25 22:03:29.142000,L5,,175.70,259.23,255.68,,,,
2006-02-17 22:10:10.858000,L5,,253.93,258.60,257.44,,,,
2007-10-02 22:12:30.868000,L5,,256.50,245.47,240.79,,,,
2013-09-16 22:21:33.422000,L8,,281.27,289.58,286.88,,,169.61,287.16
2013-10-18 22:21:25.531000,L8,,270.19,251.47,277.87,,,162.47,223.08
2013-11-12 22:15:08.029000,L8,,199.75,287.28,281.51,,,173.66,241.62
2013-12-14 22:14:57.422000,L8,,275.39,287.04,280.05,,,175.01,241.21
2013-12-21 22:21:03.131000,L8,,279.28,288.53,285.53,,,176.64,289.59
2014-02-07 22:20:33.142000,L8,,275.42,287.17,282.69,,,170.15,282.82
2014-03-20 22:13:49.616000,L8,,,,,,,167.13,239.18
2014-05-14 22:19:08.687000,L8,,273.68,290.35,282.56,,,,239.82
2014-08-27 22:13:29.246000,L8,,,,,,,162.77,244.97
2014-09-03 22:19:42.686000,L8,,,,,,,164.55,247.98
2014-09-28 22:13:32.732000,L8,,,,,,,164.56,231.86
2014-10-14 22:13:38.532000,L8,,,,,,,163.13,232.30
2014-11-06 22:19:49.237000,L8,,,,,,,,290.48
2015-02-10 22:19:26.793000,L8,,275.19,285.10,245.15,,,168.17,285.22
2015-02-19 22:13:13.545000,L8,,,,,,,171.97,279.13
2015-02-26 22:19:22.786000,L8,,,,,,,,226.26
2015-03-14 22:19:11.321000,L8,,182.45,287.26,284.27,,,164.81,277.56
2015-04-15 22:18:58.633000,L8,,249.45,263.51,278.36,,,164.20,253.32
2015-05-26 22:12:28.969000,L8,,,,,,,,231.33
2015-09-06 22:19:26.774000,L8,,270.71,271.00,269.04,,,166.64,252.24
2015-12-27 22:19:43.199000,L8,,,,,,,171.81,291.75
2016-02-13 22:19:32.514000,L8,,,,,,,170.87,251.01
2016-08-07 22:19:37.341000,L8,,,,,,,,240.76
2016-09-08 22:19:48.652000,L8,,,,,,,167.36,253.17
2016-12-29 22:19:49.454000,L8,,,,,,,170.36,286.13
2017-01-23 22:13:31.167000,L8,,,,,,,171.84,289.54
2017-02-08 22:13:22.774000,L8,,240.95,270.19,276.09,,,176.91,289.44
2017-02-15 22:19:31.641000,L8,,,,,,,169.09,279.46
2017-03-28 22:13:00.546000,L8,,254.35,275.97,280.04,,,169.83,268.85
2017-08-03 22:13:23.788000,L8,,264.29,275.91,276.82,,,167.56,261.13
2017-11-30 22:19:44.301000,L8,,,,,,,171.62,290.35
