dates,satname,nzd0517-0000,nzd0517-0001,nzd0517-0002,nzd0517-0003,nzd0517-0004,nzd0517-0005,nzd0517-0006,nzd0517-0007,nzd0517-0008,nzd0517-0009,nzd0517-0010,nzd0517-0011,nzd0517-0012,nzd0517-0013,nzd0517-0014,nzd0517-0015,nzd0517-0016,nzd0517-0017,nzd0517-0018,nzd0517-0019,nzd0517-0020,nzd0517-0021,nzd0517-0022,nzd0517-0023,nzd0517-0024,nzd0517-0025,nzd0517-0026,nzd0517-0027,nzd0517-0028,nzd0517-0029,nzd0517-0030,nzd0517-0031,nzd0517-0032,nzd0517-0033,nzd0517-0034,nzd0517-0035,nzd0517-0036,nzd0517-0037,nzd0517-0038,nzd0517-0039,nzd0517-0040,nzd0517-0041,nzd0517-0042,nzd0517-0043,nzd0517-0044,nzd0517-0045,nzd0517-0046,nzd0517-0047
2008-10-27 22:10:37.958000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.60,279.23,286.32,298.34,239.10,302.51,193.34,155.87,267.56,293.83,295.80,314.46,316.91,317.59,322.88,323.42,329.70,329.96,332.97,353.47
2009-01-31 22:12:28.607000,L5,273.67,302.40,268.69,,,,,,,,,,,,,,,,242.96,293.86,299.17,292.98,260.27,289.90,293.98,294.81,301.06,304.87,295.14,294.33,299.83,303.83,301.83,306.29,307.25,314.44,313.29,310.96,310.35,310.67,309.96,308.30,312.79,315.91,321.54,321.69,329.33,344.51
2010-11-02 22:16:48.420000,L5,289.82,308.07,290.28,241.50,162.97,,,,258.89,262.85,,,,,,,,,,,,,,189.37,193.64,230.35,274.10,293.95,274.22,283.75,285.04,287.82,268.77,295.91,290.57,306.71,306.94,303.26,308.08,310.63,316.53,301.56,309.18,312.91,318.77,315.59,320.62,341.48
2010-12-20 22:16:50.270000,L5,286.35,306.63,279.34,274.59,263.17,281.43,285.93,284.57,293.73,289.57,293.45,286.22,292.26,285.65,303.38,309.35,311.73,315.87,314.96,303.17,297.57,286.25,285.30,283.18,296.11,286.92,304.52,299.73,292.84,292.90,293.34,289.96,296.98,306.70,311.63,319.69,317.22,316.27,315.28,318.32,315.56,315.10,315.67,318.23,319.12,322.34,325.85,358.61
2011-01-12 22:23:04.859000,L5,,293.77,260.55,257.00,212.59,267.72,261.04,260.98,270.71,288.29,289.36,289.95,289.56,284.81,301.60,311.86,317.04,313.87,319.95,303.89,295.63,,,,,,,,,268.41,278.89,305.54,308.08,305.02,282.73,282.50,306.76,314.11,313.81,318.69,313.77,162.21,256.03,264.93,216.74,202.80,211.98,251.87
2011-01-21 22:16:54.354000,L5,327.86,350.92,327.42,304.98,300.43,319.88,322.91,319.59,323.46,322.53,322.42,324.86,326.68,332.98,342.32,344.29,349.27,347.66,348.88,334.20,335.52,330.03,322.46,329.34,329.55,333.44,336.96,328.85,328.33,326.39,333.09,330.12,333.37,340.71,340.60,343.53,343.91,339.22,340.79,339.61,342.33,343.84,342.45,355.59,353.27,358.61,403.65,414.54
2013-05-02 22:28:46.370000,L8,,288.08,264.48,254.85,220.98,273.25,264.83,,283.16,282.17,280.87,219.15,264.23,231.24,208.66,181.39,256.39,226.83,240.91,207.62,,,,,,,248.24,291.06,244.96,279.42,257.47,226.03,231.63,234.99,203.79,173.01,242.46,,,,164.36,276.56,262.27,190.16,151.43,,,
2013-08-13 22:35:09.413000,L8,,302.85,282.52,255.07,219.51,271.90,267.70,,277.05,277.37,280.09,224.65,265.59,241.74,213.63,183.92,266.69,224.53,244.39,211.21,,,,,,,252.40,278.50,247.31,266.01,270.00,262.70,234.85,237.78,223.26,246.91,241.96,,,,184.97,276.75,264.13,199.69,238.81,225.45,227.08,198.84
2013-08-22 22:29:00.806000,L8,,307.97,280.48,260.48,226.10,280.12,286.51,265.42,284.13,288.80,291.24,239.99,286.58,252.85,286.39,297.67,288.72,243.58,270.56,222.12,,174.23,196.43,197.83,196.56,195.97,260.35,292.97,274.42,285.02,279.08,293.03,243.48,247.15,231.36,255.51,248.83,176.24,226.61,,189.41,282.73,277.96,207.18,288.28,244.89,240.26,226.74
2013-08-29 22:35:12.017000,L8,,309.18,304.68,259.64,228.67,276.78,284.04,275.62,280.94,284.12,284.68,253.22,285.93,252.17,285.86,300.46,293.44,241.30,288.26,224.92,,227.91,205.87,208.77,201.79,223.02,276.85,292.48,275.26,278.34,275.16,276.99,277.58,249.14,237.51,251.86,248.57,189.86,231.30,,226.86,284.84,270.92,199.12,296.11,282.79,240.65,247.97
2013-09-23 22:28:51.997000,L8,307.21,325.21,318.88,294.41,292.89,312.60,222.07,241.49,224.48,161.14,199.31,,,,,324.45,319.93,317.14,214.48,193.35,,,,,299.19,313.43,320.55,320.01,319.33,308.75,312.87,314.65,310.07,309.39,323.52,325.37,327.11,319.36,324.53,325.25,326.76,324.86,321.06,324.90,327.74,331.59,332.04,356.73
2013-11-26 22:28:34.840000,L8,310.38,317.16,322.26,214.60,,286.23,304.69,306.93,297.90,300.49,303.76,311.16,314.00,316.17,325.58,329.76,332.44,340.79,328.52,305.54,319.31,311.84,315.07,303.33,248.52,243.37,240.31,308.91,311.51,306.73,314.72,319.85,314.32,325.18,323.51,331.99,328.44,325.52,327.86,301.38,317.07,299.10,313.85,316.43,298.75,327.16,329.78,385.05
2013-12-03 22:34:46.544000,L8,359.94,375.36,349.56,326.97,327.67,348.36,343.55,343.86,348.58,343.80,340.47,342.96,348.59,348.06,363.83,376.94,371.85,366.76,390.99,373.88,385.64,360.60,360.22,358.16,358.58,362.52,369.52,366.90,370.29,374.40,367.32,356.82,358.83,369.33,368.56,371.99,365.82,368.37,373.64,368.91,363.62,357.78,356.49,362.55,365.89,361.34,363.17,404.22
2013-12-28 22:28:23.669000,L8,353.26,369.06,353.54,339.52,342.99,372.15,369.43,417.47,420.02,356.50,357.05,360.38,373.70,365.76,369.23,374.43,375.80,367.80,380.28,364.94,362.75,357.22,427.29,401.62,360.44,438.56,442.35,460.27,445.89,448.12,380.95,378.16,382.70,382.85,412.12,412.32,377.43,390.21,394.40,365.46,378.81,393.35,401.23,397.00,376.53,380.87,387.07,409.02
2014-02-05 22:34:08.735000,L8,401.20,333.60,322.99,306.22,302.39,308.83,314.29,315.28,309.13,309.71,311.94,313.66,314.83,315.80,324.97,329.59,329.28,336.66,335.05,329.13,330.41,318.75,311.78,314.22,337.69,321.29,331.52,325.66,314.52,314.80,322.63,325.21,319.50,329.56,334.56,332.42,336.54,332.82,337.08,331.61,344.07,335.16,325.40,328.87,337.67,338.27,339.24,383.20
2014-07-15 22:33:01.426000,L8,,310.42,285.00,256.94,222.22,,,,,,,,,,,,,,,,,,,,,,,,237.05,230.89,234.92,139.76,196.69,162.74,194.82,166.93,235.76,,,,,,,,,,,
2014-10-12 22:27:11.441000,L8,406.26,332.30,329.98,298.07,297.53,308.95,309.53,305.47,309.02,307.18,304.85,305.18,309.31,306.63,323.66,329.13,327.14,327.71,330.22,325.14,324.02,309.56,311.34,313.14,318.24,317.83,322.70,323.89,312.68,315.26,322.51,322.00,318.02,326.95,324.35,330.44,332.62,325.33,322.54,323.43,329.56,327.20,326.36,326.82,329.50,335.69,331.35,374.00
2014-10-28 22:27:08.358000,L8,309.71,332.70,323.48,297.80,296.87,309.84,309.91,305.42,309.16,304.77,305.39,305.16,308.68,309.40,319.64,328.16,328.77,330.20,329.81,326.29,325.52,310.75,313.08,315.59,328.62,319.07,324.66,329.33,313.92,321.52,320.97,321.69,317.14,330.00,324.56,329.25,333.67,324.50,323.15,323.50,326.47,326.59,317.97,325.08,328.82,332.56,330.16,359.34
2014-12-15 22:27:04.889000,L8,309.98,328.64,318.77,301.98,294.17,308.01,307.36,305.18,306.93,305.51,306.07,306.52,308.90,310.26,318.96,326.87,327.53,332.10,329.01,319.34,320.90,313.93,309.35,312.43,315.84,315.42,320.36,317.75,310.35,306.95,314.99,317.48,314.62,322.52,324.73,327.09,327.13,323.20,322.24,322.91,324.81,325.83,321.58,324.86,328.66,330.92,331.13,364.84
2015-01-07 22:33:12.225000,L8,402.30,402.98,376.42,329.97,343.48,371.90,363.39,360.42,350.69,348.48,345.08,345.56,348.62,358.43,372.49,373.88,372.10,373.62,371.93,369.84,374.61,372.46,366.78,361.47,368.07,368.11,367.77,368.93,379.00,383.61,381.79,381.29,384.32,383.38,381.75,373.19,369.19,361.38,371.37,363.89,365.98,364.92,370.34,372.92,384.39,377.21,378.57,401.70
2015-01-16 22:26:59.157000,L8,258.02,289.76,235.77,260.10,,,,,,,,,,,296.58,295.33,315.88,320.53,321.37,312.62,314.31,302.66,297.34,298.84,302.46,301.77,308.17,306.90,299.03,299.00,305.45,305.06,302.67,308.39,312.06,314.79,315.15,312.99,313.39,314.21,312.58,316.77,305.10,316.03,320.94,318.89,323.24,333.69
2015-02-24 22:32:57.004000,L8,292.94,314.81,307.09,285.63,283.99,296.80,297.11,294.78,297.98,296.10,298.14,294.83,296.29,298.67,310.56,317.17,318.16,318.32,318.61,309.86,310.95,299.40,,,,,,,,,,,,,,,,287.06,269.90,144.56,,,,,,,,
2015-04-06 22:26:20.815000,L8,,307.84,284.44,269.32,224.36,281.14,279.03,281.52,283.77,288.70,289.44,253.17,284.60,253.15,288.31,303.41,300.33,243.79,310.69,232.17,,221.58,211.17,208.16,202.06,214.07,293.63,299.27,286.90,292.06,283.92,296.84,291.98,281.72,290.56,304.92,254.31,198.30,301.24,297.14,243.09,295.03,283.50,204.74,303.31,308.67,247.35,319.37
2015-04-22 22:26:19.104000,L8,,307.42,280.24,260.92,226.98,272.45,267.79,209.35,275.95,285.32,280.37,224.25,262.00,238.76,214.63,184.30,278.72,228.07,263.33,213.94,,,,,,,254.52,299.36,249.64,281.31,278.31,290.27,236.54,243.82,221.35,246.74,238.66,143.16,225.40,,192.07,283.50,274.70,201.06,276.53,202.24,236.81,186.68
2015-07-11 22:26:29.559000,L8,,318.62,317.71,271.52,265.22,296.42,291.74,268.81,270.81,289.29,278.43,256.40,287.27,276.02,234.20,222.99,248.30,245.50,,,,,,,,,,,178.74,212.74,185.76,179.06,193.14,162.58,238.86,232.21,253.14,215.62,247.77,227.88,,278.19,288.57,242.61,292.32,273.53,249.98,270.05
2015-08-19 22:32:54.011000,L8,,292.00,274.33,237.27,156.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.84,147.63,184.40,142.47,213.90,,,,,,,,,,,
2015-09-20 22:33:07.479000,L8,,307.93,286.94,267.33,270.58,281.37,288.37,279.04,285.80,287.72,289.19,282.21,288.37,268.23,296.27,304.94,303.25,277.74,302.45,262.71,250.49,249.37,221.13,240.01,287.70,269.95,284.30,293.84,284.58,286.52,283.25,289.64,283.40,278.06,275.94,272.66,287.55,244.91,299.42,,247.80,287.43,283.11,238.14,308.17,308.82,267.83,312.71
2016-01-19 22:27:03.476000,L8,305.42,329.49,318.13,300.90,414.95,477.94,457.82,323.96,318.87,321.01,319.39,311.78,301.81,295.42,301.57,278.06,314.61,,,,,,,,,,299.80,305.41,307.20,313.62,324.04,328.95,324.50,332.76,333.96,339.81,348.82,346.69,346.70,344.14,336.60,329.90,324.08,328.23,333.98,332.01,332.86,375.58
2016-02-04 22:27:00.087000,L8,351.46,360.58,359.74,329.20,324.71,365.39,347.48,336.04,338.40,329.78,357.01,359.41,365.79,447.03,461.20,440.92,472.80,456.16,448.78,397.26,461.49,463.65,487.12,431.51,487.85,435.90,443.91,470.06,476.79,432.17,425.13,340.10,347.04,364.26,363.71,360.75,356.24,357.63,350.81,364.94,360.39,363.31,359.12,367.78,357.28,361.95,365.78,465.74
2016-04-08 22:26:35.612000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.64,251.76,216.50,305.53,306.79,239.01,304.94,284.93,202.37,,,,
2016-07-04 22:33:01.882000,L8,,302.51,279.26,250.88,218.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.86,151.28,183.38,165.37,232.48,,,,,,,,,,,
2016-08-05 22:33:10.735000,L8,,309.12,276.04,255.14,198.46,268.11,259.42,,269.64,271.30,266.35,212.59,253.59,227.93,201.98,166.54,,,,,,,,,,,,,231.49,249.29,236.67,,188.81,147.03,197.49,167.40,235.51,,,,,267.00,257.10,194.03,148.20,,,
2016-08-30 22:27:09.042000,L8,248.05,308.32,281.05,257.10,220.91,271.04,269.47,233.51,275.59,278.87,286.76,235.71,271.65,243.02,218.18,290.44,284.84,226.45,288.64,217.16,,,,,,,260.42,284.88,247.30,272.41,273.48,262.33,232.60,231.52,220.84,189.53,240.35,187.66,232.54,,197.87,282.51,270.35,191.03,293.87,231.52,233.56,189.10
2016-11-09 22:33:28.622000,L8,304.01,325.43,313.49,288.42,288.77,299.95,301.99,300.32,301.23,299.50,301.99,302.37,302.78,308.04,315.73,310.87,295.40,323.11,321.95,316.98,282.92,234.38,238.02,217.53,,,,,216.06,305.34,318.82,307.75,307.85,320.19,318.69,324.42,321.96,317.29,318.13,323.56,242.51,329.21,308.57,324.99,329.50,328.97,330.49,324.44
2016-12-04 22:27:17.474000,L8,309.92,332.89,323.27,300.45,299.07,307.97,307.71,309.42,308.11,308.72,310.28,309.20,312.52,316.21,324.08,328.67,329.13,333.67,329.86,321.89,322.42,312.88,311.76,311.26,316.29,322.51,320.51,317.74,310.49,308.40,317.20,319.72,315.64,327.88,325.30,330.44,334.38,324.07,323.76,325.15,330.61,327.12,324.21,327.91,336.23,333.55,336.49,370.06
2017-02-22 22:26:52.098000,L8,340.23,354.38,327.60,310.08,316.51,344.98,339.94,328.66,327.78,318.57,319.72,332.21,337.65,337.37,357.74,363.00,362.25,369.79,356.37,357.33,340.49,346.81,331.05,343.24,342.49,343.75,346.68,339.90,331.98,321.13,325.60,333.32,339.64,338.40,339.67,352.01,356.18,352.66,346.36,353.35,349.64,346.81,347.71,350.32,352.79,359.04,356.08,387.50
2017-05-04 22:32:27.090000,L8,,,,,,,,,,,,,,,,,,,,,,221.17,225.58,206.92,293.48,244.01,302.23,306.71,296.57,295.72,304.07,303.91,297.69,301.24,304.67,309.29,289.30,247.36,289.08,229.57,256.64,307.53,292.85,238.61,296.98,312.53,250.41,305.84
2017-08-01 22:26:56.477000,L8,,286.15,263.77,256.13,213.26,273.32,258.35,,269.92,264.99,277.18,215.89,254.37,224.13,200.00,169.31,210.32,191.18,224.61,201.78,,,,,,,,,236.62,243.64,237.13,182.21,202.67,155.81,193.26,168.17,230.70,,,,,262.08,260.48,202.69,150.97,170.26,197.94,
2017-08-17 22:27:01.961000,L8,,302.29,266.70,256.87,223.70,269.27,263.99,,271.94,267.82,278.19,218.68,263.10,238.66,210.07,273.55,264.27,,,,,,,,,,252.44,261.94,245.17,257.59,251.23,234.23,231.90,221.46,212.05,168.25,234.94,,,,,,,,,,,
2017-09-02 22:27:04.783000,L8,270.38,312.62,285.18,267.09,245.57,281.30,288.48,197.73,,,197.81,252.07,288.53,255.95,296.15,306.40,311.37,273.43,308.46,244.44,,,,,,,,,,279.81,279.53,294.62,282.59,238.04,245.03,264.55,255.83,217.76,299.15,224.77,244.59,289.82,285.59,220.48,315.06,312.53,249.24,312.17
2017-09-18 22:27:06.940000,L8,264.54,308.68,287.11,259.01,241.23,275.18,282.02,247.60,282.50,284.16,280.85,257.95,285.11,247.50,218.69,296.92,298.54,259.04,297.28,239.57,,208.95,195.31,194.61,188.24,217.04,269.39,277.55,257.14,268.50,265.21,272.11,235.53,232.16,229.99,209.38,258.21,228.45,295.47,,245.08,283.83,279.80,203.08,305.21,309.06,255.35,310.11
2017-10-04 22:27:13.567000,L8,315.76,357.86,322.54,287.10,295.91,351.19,289.00,182.79,,,,,,,,,,,,,,,,,,,,,190.13,247.21,216.10,153.85,,,145.03,310.98,328.17,228.13,178.70,319.46,324.15,324.16,315.10,319.57,326.10,330.32,328.75,336.31
2017-10-20 22:27:16.389000,L8,357.96,361.83,348.21,346.29,327.56,355.06,348.56,341.89,346.71,336.70,345.30,346.23,352.00,362.43,361.13,368.07,359.42,375.43,377.18,369.57,353.24,375.71,348.10,355.36,355.13,352.63,352.87,343.69,341.14,345.30,341.90,350.95,354.98,355.23,360.11,366.92,365.70,359.48,363.38,355.40,359.10,360.72,358.35,362.48,358.27,358.23,350.20,399.98
2017-10-27 22:33:27.257000,L8,313.96,334.48,326.88,298.49,296.00,308.60,310.16,304.80,308.26,308.84,309.24,307.95,311.07,313.00,321.98,327.85,328.41,331.01,329.92,323.16,321.98,313.38,311.26,312.41,316.93,315.47,318.50,317.27,310.78,308.79,313.05,317.24,315.40,326.93,324.75,330.24,333.04,325.09,323.66,325.18,332.53,326.88,321.09,324.59,328.40,332.74,332.05,354.29
