dates,satname,nzd0199-0000,nzd0199-0001,nzd0199-0002,nzd0199-0003,nzd0199-0004,nzd0199-0005,nzd0199-0006,nzd0199-0007,nzd0199-0008,nzd0199-0009,nzd0199-0010,nzd0199-0011
1999-09-29 21:52:52.243000,L7,340.45,289.98,279.23,285.83,253.35,265.55,246.08,242.01,224.41,244.37,276.59,259.53
1999-10-15 21:52:49.322000,L7,290.32,375.28,,,,,,198.28,209.70,239.07,260.55,
1999-12-09 21:58:57.676000,L7,371.17,311.48,326.61,339.38,330.12,271.38,345.33,342.46,370.98,368.16,512.83,528.33
1999-12-25 21:58:52.197000,L7,342.66,299.17,294.21,295.15,259.04,260.37,248.73,240.60,216.87,252.71,280.22,
2000-02-04 21:52:37.377000,L7,343.62,282.07,277.79,281.61,244.47,249.66,241.70,231.01,203.34,243.62,268.19,246.03
2000-02-20 21:52:29.720000,L7,364.08,388.39,352.40,404.10,475.00,403.63,382.21,440.20,429.61,250.44,280.55,264.24
2000-03-14 21:58:35.291000,L7,275.11,275.51,273.77,277.82,243.92,244.95,240.19,224.63,199.39,236.91,259.97,
2000-03-30 21:58:33.541000,L7,368.61,354.40,271.37,277.74,246.70,235.22,239.78,221.35,200.44,239.12,257.37,211.42
2000-05-17 21:58:07.485000,L7,346.82,280.94,274.55,281.25,249.34,256.15,179.99,190.81,213.52,242.50,280.68,243.42
2000-05-26 21:51:48.668000,L7,185.39,277.72,199.56,,,,,,,,,
2000-08-05 21:57:08.715000,L7,280.19,278.90,274.00,286.30,246.05,213.34,,,202.23,242.05,266.08,
2000-08-14 21:50:56.232000,L7,315.62,289.39,284.92,305.41,248.42,258.41,245.04,236.10,215.95,247.24,279.56,
2000-09-15 21:50:25.712000,L7,346.13,328.22,287.70,298.87,249.35,263.93,,236.09,214.18,259.62,263.14,244.33
2000-10-17 21:50:01.277000,L7,334.59,312.68,298.65,306.69,256.43,267.32,251.24,241.84,209.98,255.76,275.83,258.50
2000-12-20 21:50:16.996000,L7,345.41,280.64,275.92,182.58,,,,,,229.19,246.03,244.35
2001-01-05 21:50:16.585000,L7,342.89,281.84,277.64,279.45,224.08,240.13,,,,236.90,256.08,198.59
2001-03-10 21:50:10.732000,L7,288.57,282.62,274.65,281.07,245.48,247.11,,,,239.31,262.31,258.18
2001-06-21 21:55:29.297000,L7,207.23,284.02,275.57,,,,,,,,,
2001-06-30 21:49:12.248000,L7,243.40,274.41,455.77,423.34,376.71,,,,,,,
2001-09-09 21:54:36.880000,L7,285.18,281.98,275.04,285.20,246.75,248.96,,,206.13,244.07,260.37,
2001-09-18 21:48:17.356000,L7,262.47,269.89,,,,,,,,,,
2001-09-25 21:54:28.694000,L7,269.33,278.83,273.78,278.85,245.89,246.93,,,200.39,241.09,262.13,
2001-10-20 21:48:09.707000,L7,336.58,286.90,276.49,281.73,242.62,247.99,,,,237.44,254.66,259.23
2001-11-05 21:48:14.934000,L7,292.60,280.83,273.68,,,,,,,236.31,240.20,171.40
2002-01-24 21:48:42.967000,L7,380.45,315.60,330.16,335.79,341.53,344.05,339.87,339.05,336.58,341.43,352.64,357.12
2002-01-31 21:54:50.570000,L7,293.74,301.44,274.76,278.88,245.85,244.48,240.79,229.65,217.40,243.14,258.60,
2002-02-09 21:48:45.674000,L7,256.08,273.89,269.71,,,,,,,,,
2002-02-16 21:54:54.191000,L7,,,343.93,,,,,,,,,
2002-02-25 21:48:47.943000,L7,341.37,282.63,274.38,170.90,,,,,,234.51,259.32,193.04
2002-03-29 21:48:39.145000,L7,274.54,280.41,196.73,,,,,,201.51,239.69,271.94,
2002-06-01 21:48:28.245000,L7,331.16,289.66,279.59,282.34,259.84,269.92,244.42,240.81,237.83,237.68,279.87,
2002-06-24 21:54:28.353000,L7,336.28,303.95,277.56,319.68,315.96,266.93,246.51,242.10,218.82,263.11,287.07,264.38
2002-08-27 21:54:00.253000,L7,344.63,290.20,277.06,293.33,245.97,253.18,244.28,,200.73,244.73,267.74,200.65
2002-10-07 21:47:33.100000,L7,362.66,339.37,348.43,302.92,316.54,322.24,321.48,326.81,328.01,339.91,350.81,284.60
2002-10-14 21:53:43.769000,L7,331.80,323.76,286.38,291.69,258.58,271.04,248.64,238.40,213.73,242.57,277.08,
2002-10-23 21:47:39.211000,L7,325.74,296.68,280.05,278.43,238.11,247.66,233.10,218.87,191.95,241.93,264.77,245.95
2002-12-01 21:54:16.937000,L7,512.73,512.74,511.70,478.77,464.95,436.81,434.01,436.03,426.82,436.05,438.89,480.04
2002-12-26 21:48:11.926000,L7,382.82,314.11,317.44,334.59,332.90,334.59,334.84,335.42,333.85,341.33,353.94,360.57
2003-01-18 21:54:30.278000,L7,275.66,277.23,273.49,277.73,238.61,241.79,,,,233.78,259.27,
2003-04-24 21:54:46.433000,L7,275.36,286.57,274.59,299.50,290.81,295.65,239.62,227.42,204.12,244.60,277.86,
2003-05-03 21:48:37.175000,L7,198.69,276.80,269.49,282.33,247.74,224.78,,,,,,
2003-05-10 21:54:46.466000,L7,275.75,282.02,274.40,290.69,249.97,294.43,258.14,239.94,210.07,255.36,278.80,
2003-07-21 21:42:33.857000,L5,342.13,314.32,314.53,311.49,286.58,292.58,257.36,262.04,259.03,279.36,260.42,188.05
2003-08-06 21:42:51.203000,L5,,,,289.84,258.59,261.35,243.14,246.62,248.33,258.25,243.30,
2003-08-15 21:36:48.503000,L5,323.22,301.98,297.29,296.00,264.55,261.52,247.15,247.39,248.50,256.61,248.51,
2003-08-31 21:37:06.588000,L5,331.74,306.23,306.82,308.78,284.86,284.82,262.08,261.41,260.88,282.94,266.09,268.36
2003-10-18 21:37:48.406000,L5,340.76,309.74,307.83,309.13,283.95,287.69,256.54,257.81,259.59,280.81,265.12,257.97
2003-10-25 21:44:04.226000,L5,327.01,298.26,298.05,311.61,291.47,293.38,262.38,266.98,267.12,286.76,269.58,234.02
2003-11-19 21:38:14.402000,L5,336.82,302.72,297.42,302.29,287.88,291.72,262.76,265.60,267.20,286.67,271.06,278.45
