dates,satname,nzd0002-0000,nzd0002-0001,nzd0002-0002,nzd0002-0003,nzd0002-0004,nzd0002-0005,nzd0002-0006,nzd0002-0007,nzd0002-0008,nzd0002-0009,nzd0002-0010,nzd0002-0011,nzd0002-0012,nzd0002-0013,nzd0002-0014,nzd0002-0015,nzd0002-0016,nzd0002-0017,nzd0002-0018,nzd0002-0019,nzd0002-0020,nzd0002-0021
2000-08-03 22:08:44.137000,L7,,,,,,,,,,,271.53,264.61,259.10,212.52,250.26,241.38,250.32,277.68,284.51,285.89,325.83,256.22
2000-09-20 22:08:03.348000,L7,,,,,,,,,,,,,235.52,218.99,242.69,235.54,232.13,276.73,272.48,294.77,338.80,261.37
2000-10-06 22:07:59.689000,L7,,,,,,,,,,,,,207.97,216.39,217.19,215.30,218.16,272.76,250.92,283.99,262.60,250.15
2001-03-15 22:07:52.114000,L7,,,,,,,,,,,,,,,,,221.81,218.78,250.71,276.32,,
2001-06-03 22:07:16.736000,L7,,,,,,,,,,,,,219.68,217.73,249.11,227.68,262.71,282.34,270.40,275.38,343.83,253.35
2001-06-19 22:07:05.722000,L7,,,,,,,,,,,,,,,,,231.15,251.58,229.22,247.11,,
2003-03-21 22:06:15.912000,L7,,,,,,,,,,,,,,,,,217.68,262.68,251.77,285.25,,
2003-09-05 21:54:56.069000,L5,,208.08,196.85,207.84,214.22,220.81,225.07,231.31,240.94,254.89,251.87,247.80,248.81,249.33,246.47,253.41,229.83,250.76,274.90,289.56,314.87,258.88
2003-12-26 21:56:18.593000,L5,,,,191.07,199.50,206.20,213.52,216.36,221.81,231.87,234.95,236.38,238.39,236.70,241.58,238.57,220.04,236.40,260.09,275.60,296.88,238.23
2004-05-18 21:58:14.785000,L5,258.61,248.99,250.47,243.72,249.92,256.65,256.85,258.95,276.28,288.88,288.01,293.72,287.15,283.44,284.90,282.61,283.36,277.30,279.39,313.11,353.58,335.93
2004-06-19 21:59:10.521000,L5,,,,,,191.96,200.55,203.85,218.15,226.42,224.84,225.05,221.95,218.06,219.31,216.75,187.89,,,,,
2004-08-06 22:00:22.463000,L5,,,,,,186.94,195.00,194.96,198.41,215.05,214.94,218.05,222.61,222.08,224.73,225.29,192.38,,244.58,263.88,278.91,219.23
2004-08-22 22:00:48.706000,L5,248.31,234.41,233.24,255.68,344.22,267.34,287.65,290.61,271.96,279.35,285.96,296.18,301.92,303.46,303.10,298.00,276.63,297.31,310.58,318.56,339.91,293.98
2005-01-13 22:03:41.143000,L5,242.01,236.98,231.48,236.62,244.09,252.51,258.67,266.02,269.45,275.92,283.32,285.94,287.54,281.24,281.40,286.57,282.76,281.73,293.08,320.75,345.66,290.50
2005-04-03 22:04:40.528000,L5,,203.88,191.23,198.32,210.38,215.99,223.31,226.07,233.38,249.44,248.23,244.96,244.48,246.18,244.77,245.51,228.76,237.05,267.63,287.79,308.06,251.60
2005-04-19 22:04:43.597000,L5,,201.56,193.59,199.58,210.96,215.10,224.60,223.38,232.30,249.16,246.60,245.97,246.96,242.71,246.24,244.23,228.07,237.27,262.08,281.54,299.00,246.01
2005-06-06 22:05:05.724000,L5,188.73,216.86,198.47,219.20,224.65,234.93,237.58,248.73,252.32,270.34,269.71,280.69,283.59,269.93,272.29,275.27,263.28,271.95,285.16,301.86,317.40,276.13
2005-08-25 22:05:41.221000,L5,,,,194.58,206.20,211.49,216.90,217.59,231.85,241.18,241.72,238.47,239.50,238.69,236.77,236.33,219.17,,245.49,269.29,290.30,236.26
2005-09-26 22:05:42.687000,L5,,203.12,195.79,205.42,209.85,213.80,220.36,224.69,233.61,249.38,246.20,247.85,245.47,247.83,244.81,254.09,225.53,247.82,267.30,285.90,305.03,250.98
2006-02-17 22:08:11.136000,L5,,193.70,185.47,192.29,203.76,211.45,216.07,220.38,227.23,236.87,238.97,240.85,241.33,238.37,233.35,236.26,211.78,215.61,244.32,261.98,287.56,237.73
2006-05-08 22:09:38.251000,L5,,202.29,196.61,202.70,206.43,212.58,222.52,225.32,233.65,248.34,240.91,244.95,242.19,240.83,240.16,248.28,221.15,241.23,265.36,282.74,298.41,244.87
2006-06-25 22:10:20.606000,L5,251.77,246.96,238.58,237.78,237.47,245.91,257.77,270.71,271.98,284.29,294.19,278.02,284.27,277.81,279.70,281.41,274.55,281.98,294.43,314.46,349.86,305.38
