dates,satname,nzd0336-0000,nzd0336-0001,nzd0336-0002,nzd0336-0003,nzd0336-0005,nzd0336-0006,nzd0336-0007,nzd0336-0008,nzd0336-0004
2001-12-21 22:02:05.831000,L7,286.77,240.93,175.74,266.07,242.97,220.11,218.15,206.09,
2004-01-04 21:51:46.048000,L5,,,,191.15,214.12,210.63,195.24,,208.21
2004-01-04 21:52:10.021000,L5,,,176.54,215.53,216.60,213.97,200.94,,213.98
2005-02-14 22:05:45.214000,L5,,,,209.36,216.72,212.26,190.97,,231.32
2005-11-22 22:01:34.747000,L5,241.62,230.89,212.59,227.63,201.32,,,,222.89
2010-10-03 22:03:04.727000,L5,,,,,,,,325.80,
2010-10-10 22:09:11.852000,L5,,,173.70,225.20,211.79,206.43,,,233.20
2011-01-07 22:02:56.182000,L5,,,,201.91,206.06,205.47,,,223.13
2013-09-16 22:21:09.463000,L8,,,,,243.83,204.86,231.28,,261.88
2013-10-18 22:21:01.576000,L8,,,,,226.58,207.99,216.31,,
2013-10-27 22:14:43.714000,L8,256.30,259.94,229.15,238.78,237.93,233.35,228.94,,263.70
2013-11-03 22:20:56.205000,L8,284.84,267.42,269.59,271.37,247.88,242.10,240.68,232.05,271.15
2013-11-19 22:20:49.563000,L8,315.60,289.45,284.34,288.27,268.64,266.56,261.83,254.18,295.45
2013-12-14 22:14:33.459000,L8,315.28,286.96,282.52,287.94,267.15,266.78,261.44,251.31,289.88
2013-12-14 22:14:57.422000,L8,315.50,287.48,283.01,289.23,267.64,267.84,261.98,251.58,290.37
2013-12-21 22:20:39.177000,L8,251.71,254.84,204.99,241.03,234.49,225.94,224.18,195.37,251.79
2014-02-07 22:20:09.196000,L8,293.75,269.23,208.16,250.70,246.47,242.60,235.99,229.20,269.42
2014-02-16 22:13:50.683000,L8,,,,190.38,243.13,234.93,231.33,,258.01
2014-02-16 22:14:14.638000,L8,291.29,266.94,200.68,217.23,246.21,243.23,239.30,229.86,267.91
2014-10-14 22:13:38.532000,L8,260.44,258.05,,,232.55,224.24,222.50,,
2014-10-21 22:19:25.564000,L8,250.83,258.69,,,233.47,232.08,227.65,,
2014-11-06 22:19:25.282000,L8,315.44,289.25,283.54,284.66,267.80,263.50,261.12,250.23,290.26
2014-12-01 22:13:12.181000,L8,250.62,256.81,219.69,232.10,,,,,223.86
2014-12-01 22:13:36.144000,L8,257.59,264.16,229.74,249.08,239.51,234.30,231.87,,221.78
2015-01-25 22:19:08.635000,L8,249.25,248.75,201.38,222.36,231.24,225.30,225.25,,201.90
2015-02-19 22:12:49.582000,L8,,,,,242.93,234.36,230.67,,
2015-02-19 22:13:13.545000,L8,293.23,265.60,212.09,200.86,245.14,244.47,237.08,,265.43
2015-10-24 22:19:16.646000,L8,260.49,261.23,193.71,229.24,236.00,231.06,228.25,211.77,255.07
2015-12-20 22:13:09.373000,L8,315.39,288.65,284.05,285.30,265.91,266.37,262.40,252.77,291.43
2015-12-20 22:13:33.327000,L8,315.86,289.78,284.82,286.84,267.06,267.96,263.67,254.98,292.13
2015-12-27 22:19:19.236000,L8,257.85,265.10,224.03,251.27,242.59,235.58,229.52,182.96,252.60
2016-01-05 22:13:05.152000,L8,290.17,266.27,257.67,239.29,244.50,239.89,232.66,229.17,268.12
2016-01-05 22:13:29.107000,L8,290.75,266.92,258.85,262.94,245.39,242.25,234.70,229.81,268.74
2016-02-06 22:13:25.747000,L8,250.39,250.58,188.19,201.04,237.42,230.72,224.07,,244.93
2016-12-22 22:13:14.982000,L8,250.77,223.73,192.87,236.29,229.26,227.30,225.59,,249.90
2017-01-23 22:13:07.208000,L8,,,194.38,232.13,235.04,229.77,227.17,175.10,252.46
2017-01-23 22:13:31.167000,L8,267.70,256.72,206.69,246.97,239.55,232.90,229.41,201.53,255.60
2017-03-03 22:19:01.549000,L8,,,,,228.76,228.50,215.92,,
2017-09-27 22:19:24.491000,L8,,,,,232.27,231.51,221.18,,255.14
2017-10-13 22:19:28.919000,L8,,,193.07,223.51,238.85,234.93,225.83,197.58,256.96
2017-11-30 22:19:20.342000,L8,252.28,232.64,222.50,258.25,231.22,,,,258.60
2018-11-10 22:12:56.881000,L8,279.10,255.87,206.25,233.24,241.07,235.01,229.85,196.80,261.18
2018-11-10 22:13:20.844000,L8,316.01,288.57,282.14,285.39,266.79,264.64,260.68,254.06,287.93
2019-01-04 22:19:03.634000,L8,252.36,247.46,206.93,232.42,230.41,223.20,224.45,,249.72
2019-02-14 22:12:45.337000,L8,,,198.97,204.74,233.03,229.92,222.40,,253.35
2019-02-14 22:13:09.296000,L8,,,198.80,202.91,232.29,229.91,191.26,,253.22
2019-03-02 22:12:41.167000,L8,,,,,240.06,234.80,228.58,,
2019-03-02 22:13:05.126000,L8,,,,,239.00,233.92,227.54,,
2019-09-17 22:19:29.137000,L8,249.43,,,,,,,,
2019-10-28 22:13:24.474000,L8,259.42,243.91,191.33,220.63,227.95,225.86,218.78,,249.63
2019-10-28 22:13:48.433000,L8,252.48,222.70,,,219.78,222.08,213.52,,
2019-11-13 22:13:21.985000,L8,253.80,235.56,181.44,210.07,207.35,,,,188.45
2019-12-22 22:19:27.650000,L8,278.15,266.88,220.47,261.35,244.32,236.58,234.81,192.50,259.82
2020-10-14 22:13:20.968000,L8,270.57,255.63,190.23,218.84,236.65,232.67,228.75,,256.68
2020-10-14 22:13:44.927000,L8,,,,,231.97,228.98,225.95,,
2020-10-21 22:19:31.713000,L8,261.45,250.73,,,233.36,225.76,224.14,,
2020-12-24 22:19:30.619000,L8,247.66,241.98,211.86,232.47,231.19,223.29,220.67,186.59,206.41
2021-02-03 22:13:08.109000,L8,257.67,266.17,200.55,196.92,237.84,233.54,230.46,,260.37
2021-02-03 22:13:32.068000,L8,255.94,266.00,200.55,197.26,237.29,233.19,190.63,,259.81
2021-02-19 22:13:27.767000,L8,291.36,265.58,,192.91,246.31,241.42,235.98,230.80,267.72
2021-11-02 22:13:26.046000,L8,269.17,257.10,192.50,231.66,231.72,230.94,228.87,202.22,258.00
2021-11-02 22:13:50.004000,L8,265.08,253.29,190.37,228.01,228.92,228.97,227.27,190.48,256.95
2021-11-06 22:14:00.001000,L9,,,,,241.66,245.25,239.71,233.78,186.03
2021-11-06 22:14:23.901000,L9,,,,,242.56,243.43,239.12,232.72,185.67
2021-11-18 22:13:20.648000,L8,312.00,286.43,281.81,283.71,264.97,264.33,258.78,249.27,287.58
2021-11-18 22:13:44.611000,L8,314.56,290.41,284.98,286.28,268.72,270.94,262.55,254.07,291.53
2021-12-20 22:13:20.111000,L8,219.53,227.75,192.04,236.94,230.39,232.96,225.21,177.64,249.15
2021-12-20 22:13:44.065000,L8,210.03,222.66,190.98,227.86,229.00,230.91,224.06,,246.46
2022-01-20 22:19:27.426000,L9,321.32,286.35,281.81,287.92,321.83,267.02,261.63,253.20,296.02
2022-01-21 22:13:11.780000,L8,260.61,254.93,193.14,218.49,238.79,235.79,231.93,179.88,255.65
2022-01-21 22:13:35.739000,L8,258.53,252.00,190.40,212.71,237.21,234.71,230.43,,254.10
2022-01-28 22:19:19.852000,L8,290.45,267.56,203.27,234.90,245.53,243.24,238.73,230.00,267.64
2022-01-29 22:13:17.402000,L9,311.16,289.39,285.12,285.18,268.63,272.34,267.56,257.09,289.06
2022-01-29 22:13:41.369000,L9,311.33,289.18,285.10,285.34,268.49,272.87,267.64,257.03,289.13
2022-02-13 22:19:16.656000,L8,291.66,263.67,187.59,221.02,242.83,235.54,227.92,,257.80
2022-02-14 22:13:36.888000,L9,291.62,267.15,203.30,225.23,246.12,240.64,238.84,230.33,267.90
2022-03-10 22:12:59.146000,L8,290.53,267.38,,204.69,245.97,243.94,240.03,229.91,269.21
2022-04-02 22:18:55.660000,L8,308.18,,,,243.15,233.67,,,261.83
