dates,satname,nzd0399-0000,nzd0399-0001,nzd0399-0002,nzd0399-0005,nzd0399-0006,nzd0399-0007,nzd0399-0008,nzd0399-0009,nzd0399-0010,nzd0399-0011,nzd0399-0012,nzd0399-0013,nzd0399-0014,nzd0399-0015,nzd0399-0016,nzd0399-0018,nzd0399-0021,nzd0399-0022,nzd0399-0023,nzd0399-0024,nzd0399-0025,nzd0399-0026,nzd0399-0027,nzd0399-0030,nzd0399-0031,nzd0399-0032,nzd0399-0033,nzd0399-0034,nzd0399-0035,nzd0399-0047,nzd0399-0048,nzd0399-0049,nzd0399-0050,nzd0399-0051,nzd0399-0052,nzd0399-0053,nzd0399-0054,nzd0399-0055,nzd0399-0056,nzd0399-0057,nzd0399-0058,nzd0399-0070,nzd0399-0071,nzd0399-0072,nzd0399-0073,nzd0399-0074,nzd0399-0075,nzd0399-0076,nzd0399-0077,nzd0399-0078,nzd0399-0079,nzd0399-0080,nzd0399-0081,nzd0399-0082,nzd0399-0083,nzd0399-0084,nzd0399-0085,nzd0399-0100,nzd0399-0101,nzd0399-0102,nzd0399-0103,nzd0399-0115,nzd0399-0116,nzd0399-0117,nzd0399-0118,nzd0399-0119,nzd0399-0120,nzd0399-0121,nzd0399-0132,nzd0399-0133,nzd0399-0134,nzd0399-0135,nzd0399-0137,nzd0399-0149,nzd0399-0150,nzd0399-0151,nzd0399-0152,nzd0399-0156,nzd0399-0157,nzd0399-0158,nzd0399-0160,nzd0399-0161,nzd0399-0162,nzd0399-0163,nzd0399-0164,nzd0399-0165,nzd0399-0166,nzd0399-0169,nzd0399-0171,nzd0399-0172,nzd0399-0173,nzd0399-0174,nzd0399-0175,nzd0399-0176,nzd0399-0177,nzd0399-0178,nzd0399-0179,nzd0399-0180,nzd0399-0181,nzd0399-0182,nzd0399-0186,nzd0399-0187,nzd0399-0188,nzd0399-0194,nzd0399-0195,nzd0399-0199,nzd0399-0200,nzd0399-0201,nzd0399-0202,nzd0399-0203,nzd0399-0204,nzd0399-0205,nzd0399-0206,nzd0399-0207,nzd0399-0208,nzd0399-0209,nzd0399-0210,nzd0399-0211,nzd0399-0218,nzd0399-0225,nzd0399-0226,nzd0399-0227,nzd0399-0228,nzd0399-0229,nzd0399-0230,nzd0399-0231,nzd0399-0232,nzd0399-0233,nzd0399-0234,nzd0399-0235,nzd0399-0236,nzd0399-0237,nzd0399-0238,nzd0399-0239,nzd0399-0240,nzd0399-0241,nzd0399-0242,nzd0399-0243,nzd0399-0244,nzd0399-0245,nzd0399-0246,nzd0399-0247,nzd0399-0248,nzd0399-0249,nzd0399-0250,nzd0399-0251,nzd0399-0252,nzd0399-0255,nzd0399-0256,nzd0399-0257,nzd0399-0258,nzd0399-0259,nzd0399-0260,nzd0399-0261,nzd0399-0262,nzd0399-0263,nzd0399-0264,nzd0399-0265,nzd0399-0266,nzd0399-0273,nzd0399-0274,nzd0399-0275,nzd0399-0276,nzd0399-0277,nzd0399-0278,nzd0399-0279,nzd0399-0280,nzd0399-0284,nzd0399-0285,nzd0399-0286,nzd0399-0287,nzd0399-0289,nzd0399-0290,nzd0399-0291,nzd0399-0292,nzd0399-0293,nzd0399-0294,nzd0399-0299,nzd0399-0300,nzd0399-0301,nzd0399-0302,nzd0399-0303,nzd0399-0059,nzd0399-0060,nzd0399-0061,nzd0399-0062,nzd0399-0065,nzd0399-0066,nzd0399-0067,nzd0399-0068,nzd0399-0069,nzd0399-0087,nzd0399-0099,nzd0399-0146,nzd0399-0147,nzd0399-0148,nzd0399-0167,nzd0399-0168,nzd0399-0183,nzd0399-0192,nzd0399-0193,nzd0399-0215,nzd0399-0216,nzd0399-0217,nzd0399-0295,nzd0399-0296,nzd0399-0297,nzd0399-0298,nzd0399-0304,nzd0399-0086,nzd0399-0170,nzd0399-0184,nzd0399-0185,nzd0399-0288,nzd0399-0003,nzd0399-0042,nzd0399-0043,nzd0399-0126,nzd0399-0127,nzd0399-0136,nzd0399-0159,nzd0399-0019,nzd0399-0020,nzd0399-0036,nzd0399-0037,nzd0399-0044,nzd0399-0045,nzd0399-0063,nzd0399-0064,nzd0399-0112,nzd0399-0113,nzd0399-0114,nzd0399-0128,nzd0399-0129,nzd0399-0142,nzd0399-0143,nzd0399-0196,nzd0399-0197,nzd0399-0253,nzd0399-0254,nzd0399-0267,nzd0399-0268,nzd0399-0269,nzd0399-0270,nzd0399-0271,nzd0399-0272,nzd0399-0283,nzd0399-0305,nzd0399-0004,nzd0399-0017,nzd0399-0028,nzd0399-0029,nzd0399-0038,nzd0399-0039,nzd0399-0040,nzd0399-0046,nzd0399-0092,nzd0399-0093,nzd0399-0094,nzd0399-0097,nzd0399-0098,nzd0399-0104,nzd0399-0105,nzd0399-0106,nzd0399-0107,nzd0399-0108,nzd0399-0109,nzd0399-0110,nzd0399-0111,nzd0399-0122,nzd0399-0123,nzd0399-0124,nzd0399-0125,nzd0399-0130,nzd0399-0131,nzd0399-0138,nzd0399-0139,nzd0399-0140,nzd0399-0141,nzd0399-0153,nzd0399-0154,nzd0399-0155,nzd0399-0189,nzd0399-0190,nzd0399-0191,nzd0399-0198,nzd0399-0212,nzd0399-0213,nzd0399-0214,nzd0399-0219,nzd0399-0220,nzd0399-0095,nzd0399-0096,nzd0399-0144,nzd0399-0145,nzd0399-0281,nzd0399-0221,nzd0399-0222,nzd0399-0223,nzd0399-0224,nzd0399-0041,nzd0399-0282,nzd0399-0091,nzd0399-0088,nzd0399-0089,nzd0399-0090
1999-09-04 22:00:33.926000,L7,,464.45,,,,,,,,,,,,,,,,,,308.63,219.93,377.20,522.36,,,,153.15,278.25,348.51,,,,,,,,,,,,,,,,,,,,,,,,,,,413.95,390.78,,,,,,,,,,,,,,,,,,,,,,,,,,214.02,326.09,,,,,237.62,,,,,,,,,,353.74,247.55,448.57,163.71,,,,419.31,526.32,487.71,,,507.61,345.80,488.10,456.14,433.09,414.96,241.05,166.93,,,,,,,,,,,,,,358.84,375.47,392.34,360.76,343.36,341.64,357.42,,,,,,,502.33,446.96,,,,,,,,418.19,417.17,348.18,,356.33,496.39,,,,499.72,186.98,,457.73,424.59,,510.39,410.43,,455.97,,228.53,412.43,,,,,,,,,,,,,,,,,,,,,,,,152.64,,,,,,454.25,385.24,,,,201.26,441.17,,470.52,193.30,,270.23,463.45,,,,,,,,,,,407.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.90,,,,,,,,,,
1999-10-22 22:00:28.631000,L7,,,,,,,,,,,,,,,,,,,,258.28,292.77,454.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.79,343.69,,,,,,,,,,,,,,,,,,,,,,,516.08,371.37,381.93,,,,,,,,,,,219.71,153.68,,346.31,303.12,,,,,,,,427.73,442.51,165.52,,,,,,,,,,477.01,481.20,,,,,,366.99,,,,,,,,,,,,,467.92,465.09,396.93,367.05,347.14,348.97,348.17,293.39,,,,,,,503.69,399.24,,,,,,,,,,,345.39,466.86,,,371.19,487.96,424.38,,,,,,452.78,,256.24,188.66,423.39,,,,,,,,,,,,,,,,,,283.33,,,,,222.00,276.93,390.17,481.91,,,,,,,,,,524.18,423.33,508.53,460.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.24,253.90,,,,,461.91,,,,,413.28,,,,,,,,,,,,,,,,,,,,,
1999-12-09 22:00:33.510000,L7,,,,443.26,275.11,390.74,433.84,281.52,299.00,406.15,,,,,530.39,,504.23,506.77,514.99,334.61,386.68,358.31,411.30,421.14,417.05,478.19,,290.59,355.77,,,,512.93,457.03,443.14,428.15,402.68,372.13,286.82,282.59,466.80,515.68,476.10,338.19,291.97,452.75,408.11,,,,,,,,,,,280.39,260.36,402.88,403.33,270.57,,,,259.34,212.38,,418.78,491.03,497.87,482.34,,,371.41,339.62,349.97,372.18,293.53,,417.48,382.60,,,,,,414.31,,,,,,,391.47,430.59,,,271.71,439.40,458.11,177.54,,,,,,,,,437.38,428.52,371.40,404.02,311.23,289.65,285.95,214.91,344.06,388.54,387.39,389.62,533.64,505.66,421.07,261.19,208.87,264.99,300.24,269.41,521.81,169.34,360.83,532.26,180.52,406.56,375.85,375.74,357.76,346.48,300.27,391.88,525.42,504.22,323.70,337.51,388.17,222.20,516.56,493.10,512.67,520.02,537.37,443.78,417.75,209.68,253.54,412.90,455.05,374.04,496.13,363.48,305.91,481.75,436.92,456.61,394.07,181.45,517.13,535.90,,254.33,281.82,499.44,421.71,304.35,502.83,502.27,410.02,417.16,,396.27,391.38,428.08,401.30,387.68,197.69,502.93,322.25,293.85,276.24,,254.40,,,,,443.56,211.96,261.67,,,,526.03,463.68,362.43,150.68,474.15,258.31,,294.67,,,297.02,,,,,,,,,,,,,,301.27,309.90,323.65,,,,,461.06,480.86,,,527.14,416.46,,233.28,246.89,246.86,229.51,200.45,287.12,420.19,,489.76,,464.79,,,,,173.94,270.59,291.41,,,417.29,449.74,253.65,,,519.55,408.10,351.48,350.22,352.15,343.78,184.97,,,,,,,479.55,,,,,358.95,,,,,,,,,506.69,,,,,,354.30,,442.03,197.14,,,
2000-01-26 22:00:26.187000,L7,358.02,468.39,480.42,468.05,498.19,425.49,263.52,169.17,297.62,431.03,227.72,255.93,432.09,320.90,317.01,508.09,517.21,168.42,474.20,318.70,388.06,373.58,409.77,429.01,421.06,399.05,393.40,296.78,413.67,445.92,487.81,513.81,337.55,293.60,174.38,324.67,215.58,230.86,217.09,170.43,147.12,515.30,472.85,463.99,452.13,456.56,457.02,250.51,268.82,281.13,496.82,400.74,527.60,354.25,486.53,362.16,333.93,530.02,519.98,521.34,510.05,525.50,510.86,455.97,489.27,263.55,340.39,249.36,459.43,439.12,464.41,468.91,400.63,298.00,286.27,525.77,460.93,258.48,246.54,150.40,400.53,396.69,283.62,223.12,208.98,191.55,470.26,373.06,511.72,419.39,385.75,515.70,309.89,230.15,407.94,384.16,357.74,322.61,382.53,468.67,343.25,326.85,388.36,486.63,477.38,454.00,479.76,346.03,426.31,465.91,366.27,436.49,337.10,368.70,466.47,437.38,411.83,271.29,386.15,452.99,317.70,269.50,389.33,533.62,502.03,433.06,370.95,353.08,316.45,296.47,253.84,280.02,499.80,319.76,378.18,408.18,379.48,420.33,369.80,476.28,477.20,372.80,477.17,242.75,366.17,496.01,399.01,481.54,520.04,267.90,479.14,518.33,150.00,227.93,421.46,220.68,240.36,394.48,457.67,394.52,295.85,334.83,293.43,483.49,412.01,457.89,392.12,213.33,477.90,159.81,512.94,282.23,183.06,256.15,427.35,347.26,179.60,426.01,524.29,478.76,448.74,517.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-11 22:00:21.827000,L7,,,,,,,430.36,308.71,331.36,524.98,517.38,411.72,,,,,,,517.04,295.33,300.41,421.26,,,,,,,,,,,502.28,439.33,428.52,404.82,380.23,354.08,300.03,252.16,198.34,453.40,452.30,440.13,436.68,418.79,,,,,,482.06,484.69,,,,,535.74,428.36,,,,,,,,,,,,,,,,510.02,507.38,,,,,,,,,,193.30,313.31,466.07,,,,,,,360.74,348.59,,,,462.40,,500.29,472.93,,,,,,,,443.37,489.03,455.02,464.33,,,,,,,,,,,513.21,,,,364.43,442.36,287.61,,,,,,,474.93,491.28,444.81,401.30,353.51,412.08,473.72,,,,309.63,472.64,435.52,476.68,475.37,425.88,384.18,343.66,,220.14,335.32,444.77,,339.62,240.26,342.38,496.38,,,,,,487.96,,252.96,277.47,371.60,,,463.02,452.27,485.07,461.42,320.38,437.14,186.88,170.35,167.31,195.00,254.35,263.95,277.79,271.53,490.16,275.49,493.75,,,,405.16,492.89,490.21,339.83,510.57,509.03,398.45,491.26,273.38,266.73,,,492.10,,391.64,,,,,,,,,,,,,,,,,201.31,259.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.03,368.87,398.67,,467.55,,,,,,480.02,392.73,334.59,329.36,342.31,,,,,,,,,,,,479.80,452.42,288.27,,,,349.93,,,458.04,,,,,,,,,,,,,,
2000-02-27 22:00:16.353000,L7,298.21,,,,,,,,,,518.03,300.44,,,,,,,497.49,307.61,268.44,377.66,,,,,,,,,,,,,,,432.75,427.98,392.10,378.93,477.35,,,,,,,,,,,,,,,,,248.23,304.39,,,,,,,,,,,,,,,,,,,525.00,,,,,,,,,333.14,465.99,,,,,,,356.47,371.35,341.96,434.10,398.40,428.67,,,,,,,,,,,,,,,,,,,320.64,,,,,,,,,,,,,,,,,,,,,,,,,,321.31,334.68,373.72,157.59,446.42,346.97,480.38,481.70,484.32,389.19,358.39,,359.13,339.08,449.64,,362.49,461.05,494.85,458.67,,,,,458.98,364.60,,255.29,188.46,377.05,,,401.17,468.68,492.38,477.62,317.65,382.94,427.25,351.62,346.65,360.83,203.23,415.52,496.89,496.13,469.03,299.56,230.22,481.87,469.15,368.82,381.04,533.35,471.94,310.24,314.19,524.26,198.31,516.50,277.42,252.42,487.26,152.47,478.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-30 22:00:09.363000,L7,320.40,,,,,,,,,,,,,,,,,,,,,,,,,,,213.85,343.26,,,,,,,,430.55,418.73,399.85,374.55,494.97,,,,,,,,,,,,,,,486.75,414.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.20,211.71,,,,,,,,,,369.92,355.76,286.87,146.25,,,,,,,,,526.64,466.94,478.93,452.15,405.51,414.77,,,,,,377.59,,,,,,,,,,337.69,,,,280.21,336.66,348.99,,,,,,,,505.79,432.90,,,,,,,,,,,348.73,475.80,,,,486.75,185.23,,,,,,,,288.79,430.60,489.60,,,,,,,,,,,,,,,,,,271.43,,,,,,460.36,418.69,,,,,,,,,,,441.05,272.21,458.59,453.78,208.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-15 21:59:55.745000,L7,314.12,481.18,243.61,,,,,301.04,313.69,329.17,471.37,,,,,,,,,,,343.45,520.51,,,,,270.95,348.06,,,,,,,,428.52,408.38,391.01,366.59,498.57,,,,,,,,,,,,,,,467.19,417.55,,,,,,,,,,,,,,,,,,,,,,,,424.96,,,,,,,499.50,214.16,,,,,,,,,,362.43,467.95,364.92,147.56,,,,387.08,477.28,476.41,,,359.96,397.34,477.51,457.01,396.79,409.49,,,,,,347.45,,,,,,,,,,330.56,376.36,,,298.96,334.41,356.57,,,,,,,505.62,431.23,,,,,,,,,,,,337.54,482.94,,,,485.81,178.05,,,430.13,,,,,,,224.83,525.81,,,,,,,,,,,,,,,,,241.55,,,,,,355.13,372.38,,,,,,,,,,,438.32,366.49,521.70,486.09,,202.26,270.35,300.29,182.90,343.16,410.71,514.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-01 21:59:54.563000,L7,,490.35,165.36,,,,,311.16,322.01,336.83,454.65,,,,,,,,,,159.10,342.26,508.00,,,,,274.91,351.50,,,,,,,,433.33,410.26,390.00,369.64,471.51,,,,,,,,,,,,,,,494.67,416.70,,,,,,,,,,,,,,,,292.72,,,,,,,,,,,,,,,392.63,,,,,,,,,,,360.18,475.05,,,,,,383.38,457.45,473.25,,,516.25,336.18,482.91,466.87,419.63,416.28,230.05,,,,,,,,,,,,,,,330.78,456.87,,,318.15,340.68,358.52,,,,,,,500.38,446.59,,,,,,,,,,,,,,,,374.76,488.64,170.67,,,442.65,,,,,,,197.24,519.36,,,451.39,371.17,389.43,463.68,,,,,,,,,,,166.69,,,,,,,389.83,,,,,,,,,,,437.10,,445.36,182.61,,193.72,291.84,486.54,182.00,353.92,445.70,,,,,,510.77,,,,,,,,,367.94,279.57,,,,,,,,,,,,,,,504.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.77,,,,,,,,,,
2000-06-18 21:59:27.736000,L7,,,483.08,,,,,,226.07,191.47,276.69,,,,,284.22,,,,,,,481.65,377.79,345.80,,197.88,292.28,338.91,432.43,473.77,484.36,444.24,333.03,224.76,202.27,209.77,406.82,375.98,362.02,529.81,,,,,,,,,,,,,,,221.09,419.56,,,,,,,,,,,,,,,438.88,324.51,,,,,,,,,,,,,,,,,,,,,,,,,,392.50,520.98,472.28,400.90,,,,377.53,360.60,448.55,400.95,277.21,327.71,292.69,503.24,475.70,449.20,421.73,255.33,,,,526.03,152.93,431.00,487.98,359.47,,,275.63,233.04,,,187.83,183.60,241.39,377.83,356.85,359.06,376.59,309.44,248.96,,,,,487.72,377.99,508.40,,,,,,537.83,439.06,385.31,,,,,,,485.94,151.91,,,479.30,471.74,384.55,,,527.33,,,,,,,486.04,247.73,349.97,418.78,,491.07,465.30,433.66,,,,,,,,,,,,,,,,,,,,,,,,,354.53,,,,,516.56,,,201.65,378.72,494.62,,293.53,,390.77,335.00,,,,,369.59,178.76,514.83,356.39,,444.62,357.59,,,339.68,,377.41,377.74,,,,,,,,457.27,332.50,439.08,,,,,,,,,,,,,,,,,,,,,,,,,411.24,522.12,497.91,,,,500.65,446.75,310.07,,,,,,,,,,,309.12,,,,,,,,,,
