dates,satname,nzd0442-0000,nzd0442-0001,nzd0442-0002,nzd0442-0003,nzd0442-0004,nzd0442-0005,nzd0442-0006,nzd0442-0007,nzd0442-0008,nzd0442-0009,nzd0442-0010,nzd0442-0011,nzd0442-0012,nzd0442-0013,nzd0442-0014,nzd0442-0015,nzd0442-0016,nzd0442-0017,nzd0442-0018,nzd0442-0019,nzd0442-0020,nzd0442-0021,nzd0442-0022,nzd0442-0023,nzd0442-0024,nzd0442-0025,nzd0442-0026,nzd0442-0027,nzd0442-0028,nzd0442-0029,nzd0442-0030,nzd0442-0031,nzd0442-0032,nzd0442-0033,nzd0442-0034,nzd0442-0035,nzd0442-0036,nzd0442-0037,nzd0442-0038,nzd0442-0039,nzd0442-0040,nzd0442-0041,nzd0442-0042,nzd0442-0043,nzd0442-0044,nzd0442-0045,nzd0442-0046,nzd0442-0047,nzd0442-0048,nzd0442-0049,nzd0442-0050,nzd0442-0051,nzd0442-0052,nzd0442-0053,nzd0442-0054,nzd0442-0055,nzd0442-0056,nzd0442-0057,nzd0442-0058,nzd0442-0059,nzd0442-0060,nzd0442-0061,nzd0442-0062,nzd0442-0063,nzd0442-0064,nzd0442-0065,nzd0442-0066,nzd0442-0067,nzd0442-0068,nzd0442-0069,nzd0442-0070,nzd0442-0071,nzd0442-0072,nzd0442-0073,nzd0442-0074,nzd0442-0075,nzd0442-0076,nzd0442-0077,nzd0442-0078,nzd0442-0079,nzd0442-0080,nzd0442-0081,nzd0442-0082,nzd0442-0083,nzd0442-0084,nzd0442-0085
2002-10-12 22:07:38.359000,L7,,,,,,,,,,,,,,237.16,227.30,182.89,212.49,182.60,218.24,213.76,206.64,204.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.27,180.85,184.85,187.06,188.02,183.45,192.46,171.38,191.63,187.84,186.29,175.25,182.64,180.88,184.69,189.15,183.04,177.30,173.81,168.21,161.70,,,,,,226.25
2002-12-31 22:08:20.096000,L7,,,,,,175.14,164.32,181.63,180.64,194.61,210.20,224.48,229.90,231.48,238.69,232.03,197.57,187.60,218.79,214.03,211.00,207.87,194.37,205.56,202.35,205.76,201.47,198.93,200.75,192.18,,,,,,,,,,,,,,,,,,,,,,,,,,175.02,180.67,181.66,179.32,184.58,183.87,186.14,189.06,194.30,195.43,198.32,179.05,192.23,191.01,187.33,186.33,186.16,181.67,186.67,189.26,184.75,180.54,178.08,169.57,164.77,163.76,161.93,165.10,168.56,225.81,293.42
2003-01-07 22:14:28.836000,L7,,,,,,,,,,,,216.23,190.63,223.61,206.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.78,177.51,178.20,181.33,186.51,191.77,182.75,,,,,,,,,,,,,,,,,,,,
2003-02-24 22:14:49.328000,L7,,,,,,,,,,191.28,207.24,225.72,230.80,230.45,240.76,233.79,195.21,186.15,219.83,216.68,213.46,209.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.37,178.51,175.84,186.50,184.86,180.68,189.39,190.28,195.09,177.11,185.42,176.91,189.46,192.01,,,,176.05,199.89,203.57,191.36,184.77,176.52,166.63,,,,,,,
2003-04-13 22:14:55.747000,L7,,,,,,,,,,,,,190.97,198.62,212.97,195.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-10 21:58:29.659000,L5,238.02,196.81,172.75,156.52,,,,,,,,227.02,242.20,245.26,251.40,248.35,239.23,224.00,218.68,214.43,210.53,212.74,205.41,204.77,200.65,199.04,204.84,208.85,208.90,208.06,203.47,199.82,202.00,193.60,194.35,191.88,188.46,193.43,194.52,204.11,208.87,207.69,206.95,213.21,216.55,217.26,216.34,212.44,217.04,211.02,211.67,212.82,202.75,203.62,201.69,195.62,197.24,192.02,192.99,190.36,199.98,201.45,203.20,204.06,208.02,216.59,209.83,199.80,194.94,195.51,190.66,192.62,190.89,191.30,195.01,196.10,188.85,186.38,180.03,175.37,170.58,161.09,,,,
2004-01-18 22:04:57.325000,L5,244.10,205.73,186.64,162.66,,,,,,,,228.39,247.48,248.72,259.33,251.21,244.36,240.83,238.14,230.66,224.96,209.56,205.20,204.94,203.03,201.44,200.95,205.47,203.05,203.31,209.37,205.87,204.29,202.67,204.68,204.00,204.46,207.90,197.50,202.26,210.09,210.22,214.10,208.03,207.35,210.89,217.67,220.06,219.86,218.47,219.48,217.65,218.20,222.81,213.91,202.20,194.33,195.17,200.42,190.67,195.08,197.32,199.35,213.76,216.51,226.07,221.26,217.42,214.90,213.19,192.50,192.34,191.99,195.25,192.88,190.10,183.66,191.33,189.83,180.11,180.66,178.15,178.47,189.60,217.15,266.61
2004-01-27 21:58:50.060000,L5,246.30,193.33,188.66,227.48,208.92,182.83,200.52,201.23,170.78,,,225.20,244.53,241.62,243.51,237.19,235.04,229.67,219.70,222.65,208.79,215.27,213.59,192.02,,,,,,195.22,195.12,193.52,196.98,189.54,188.85,189.59,191.93,198.59,199.72,206.72,215.39,211.86,213.92,212.82,208.63,209.98,206.14,195.11,196.48,194.75,201.23,199.41,203.88,204.94,201.92,199.36,198.69,198.94,197.33,192.68,193.11,184.71,178.25,,,,,,,167.63,186.48,180.59,177.83,182.11,178.72,168.17,172.04,,,,,,,,,
2004-02-19 22:05:07.713000,L5,240.19,207.39,169.07,162.70,,,,,,,,,,226.57,236.69,246.18,241.19,228.61,222.46,219.48,211.53,210.26,204.32,199.56,198.93,196.18,201.00,204.71,209.09,208.75,206.46,200.53,198.36,191.90,190.52,192.39,185.28,189.95,192.16,202.94,209.68,209.06,209.00,210.34,215.16,216.57,216.29,212.08,213.48,209.49,211.09,212.60,206.97,201.98,198.85,194.11,193.70,190.88,191.13,185.01,191.44,197.07,202.72,199.22,198.96,196.41,202.79,202.03,194.22,188.13,179.90,177.13,167.48,,,,,,,,,,,,,
2004-05-18 22:00:38.480000,L5,,,,,,,,,,,,,212.10,214.00,216.84,212.12,201.11,205.01,,,,,,,,,,,,,,,,,,,,,,180.79,185.49,183.37,188.78,184.26,185.76,187.38,183.22,180.15,180.52,178.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-08-22 22:03:12.259000,L5,262.94,215.19,193.66,175.08,,,,,,,,233.01,247.51,250.28,257.29,248.26,247.16,237.84,231.99,229.61,229.22,221.60,218.96,218.20,214.10,211.21,212.94,213.40,205.60,213.18,207.54,208.95,205.60,201.98,200.80,193.15,199.15,203.49,205.46,207.88,219.32,217.76,221.77,220.90,222.42,220.98,219.46,215.67,217.55,215.18,210.48,213.61,212.00,212.38,209.41,211.20,204.31,203.86,203.01,202.89,203.86,203.00,203.39,206.51,213.78,219.16,217.14,208.86,206.12,204.52,200.42,199.21,204.14,202.26,203.03,195.28,189.20,183.62,186.58,176.97,176.47,168.57,158.89,,,
2004-11-26 22:05:17.306000,L5,231.66,195.42,177.42,157.07,,,,,,,,226.02,239.67,244.41,249.59,246.54,244.09,232.28,232.52,233.04,224.58,224.65,221.30,218.47,214.98,206.16,205.99,206.90,208.12,205.34,198.97,197.81,195.69,198.65,201.12,203.91,205.31,209.88,212.13,222.24,224.56,222.47,213.16,213.09,214.62,211.28,211.46,207.03,209.31,206.04,219.47,216.89,218.03,214.89,213.25,211.15,206.21,205.39,193.74,193.84,193.82,195.66,196.04,198.02,203.43,214.07,214.75,211.68,207.81,207.20,206.69,201.78,203.16,192.03,193.92,188.51,183.40,177.05,175.69,167.96,178.11,172.52,178.36,179.43,228.99,284.78
2005-02-14 22:06:33.160000,L5,252.69,205.55,182.55,162.25,,,,,,,174.04,238.82,245.82,250.67,257.87,251.15,244.71,232.76,215.76,214.30,212.91,207.46,206.43,201.53,201.22,199.37,206.43,215.23,215.16,214.29,209.65,202.90,205.61,201.65,198.94,187.82,187.46,189.42,195.07,201.91,205.24,206.78,204.09,221.94,222.17,222.34,219.27,217.68,219.75,213.65,215.22,210.26,196.06,196.58,193.42,190.04,189.31,184.62,187.04,195.02,202.40,204.13,203.98,206.29,209.58,219.91,212.17,190.29,186.63,187.83,184.30,185.16,181.87,184.60,199.87,198.14,188.48,184.83,178.82,170.09,160.88,,,,,
2005-02-21 22:12:51.062000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.14,185.02,185.27,186.78,187.69,181.28,180.48,179.39,175.97,182.68,177.15,177.13,,,,,,,,,,,171.83,183.80,177.70,172.74,168.39,167.83,167.44,,,,,,,,,,,,,,,
2005-04-10 22:13:16.111000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.63,180.39,176.41,185.05,177.71,176.32,175.43,180.04,169.74,171.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-09 22:07:58.986000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.22,186.21,186.45,186.90,187.97,181.72,182.44,170.24,171.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-10 22:08:07.620000,L5,,,,,,,,,,,,,,,,,,,,174.08,184.95,183.28,183.89,177.83,176.02,169.88,177.89,174.84,164.27,,,,,,,,,,,178.46,182.63,181.96,187.42,179.40,180.39,175.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-11-13 22:08:20.468000,L5,239.67,200.80,183.25,165.25,,200.69,205.28,210.89,224.04,158.97,173.37,236.05,248.59,251.18,259.29,258.42,247.41,237.28,237.20,231.91,224.20,222.92,220.85,217.59,217.56,212.43,216.22,212.76,212.39,210.56,212.16,209.54,208.70,204.25,202.42,205.00,204.37,211.24,211.99,218.19,221.23,224.89,223.43,224.22,225.46,226.29,226.06,222.98,225.18,221.24,222.18,223.15,221.08,216.15,212.74,206.27,206.02,205.06,202.83,203.73,202.91,205.27,210.02,211.38,218.80,223.78,217.91,214.98,208.83,204.24,198.53,199.00,200.90,198.45,202.06,198.03,192.32,190.21,188.22,181.69,177.72,178.77,176.06,176.82,213.45,276.14
2006-01-23 22:16:11.550000,L5,239.35,199.89,179.64,156.89,,,,,,,,231.25,243.17,246.06,253.04,249.55,241.98,230.47,228.88,223.55,215.94,215.55,214.99,211.69,208.24,207.21,207.96,209.26,211.77,210.29,205.72,205.09,201.64,198.93,199.46,198.24,201.83,198.19,202.31,210.91,211.57,216.93,215.36,215.14,216.51,218.70,217.60,212.62,216.08,210.65,212.53,213.44,209.28,208.20,200.62,200.01,197.65,195.62,196.99,192.41,196.96,198.32,199.01,203.38,208.70,214.54,211.44,203.18,201.78,194.03,191.38,193.80,192.07,193.93,193.92,190.88,187.91,180.71,181.13,173.96,169.84,171.02,171.35,171.65,208.58,269.56
2006-02-08 22:16:33.840000,L5,320.24,267.66,239.11,183.38,221.32,229.02,250.49,239.30,241.14,261.74,273.20,281.28,283.24,277.91,283.47,288.85,285.12,288.78,260.57,264.68,287.21,246.45,259.57,262.92,268.56,275.85,279.03,260.54,252.40,239.57,238.95,229.49,240.66,230.30,230.54,238.63,250.38,257.68,270.24,266.79,280.94,267.90,293.21,268.56,248.00,256.66,267.20,269.50,281.80,295.74,264.49,271.26,257.50,263.68,249.72,271.41,296.22,260.00,271.41,292.94,319.56,299.63,322.29,293.50,294.39,281.79,293.98,308.75,302.31,321.58,351.13,342.15,346.26,360.07,359.95,335.61,340.85,303.17,304.73,307.24,321.31,327.80,309.81,324.88,345.85,380.43
2006-03-12 22:17:13.956000,L5,,,,,,,,,,,,,,,,,,,,176.35,179.51,175.95,178.79,177.75,175.42,174.30,178.24,174.69,177.92,,,,,,,,,,,162.01,178.59,176.79,181.92,177.64,182.74,184.50,179.22,176.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-04-13 22:17:50.097000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.90,178.02,183.31,186.45,181.13,181.69,173.11,174.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-13 22:13:47.312000,L5,,,,,,,,,,,,,220.49,218.72,232.27,231.90,225.48,211.28,202.98,185.21,184.93,175.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-10-22 22:20:22.725000,L5,241.81,201.48,180.08,170.04,,,,,,,,222.61,236.16,240.69,251.15,243.53,239.55,233.57,232.04,227.90,222.83,220.08,216.29,208.34,200.06,199.18,204.11,201.65,204.68,201.73,199.49,194.70,202.49,197.93,200.70,198.39,202.97,209.06,210.77,217.72,215.95,215.56,215.87,214.50,214.48,210.45,209.14,207.92,209.98,214.35,216.00,215.07,214.06,214.07,210.44,208.40,208.54,193.92,195.65,191.87,196.72,195.73,194.86,199.35,200.59,214.97,209.76,206.16,200.80,199.31,199.74,199.31,189.96,188.64,193.44,185.76,182.15,173.38,171.30,173.10,174.12,173.01,169.55,184.18,216.35,274.60
2006-10-31 22:14:17.081000,L5,230.72,195.30,177.53,158.02,,,,,,,,229.71,243.57,244.00,249.70,245.83,239.20,228.43,226.03,224.28,223.08,221.69,220.50,220.14,216.36,215.94,216.88,216.45,216.70,214.47,202.74,200.95,201.77,195.56,198.28,194.78,200.16,203.86,211.66,220.00,226.22,225.17,227.32,226.18,226.73,225.27,220.49,212.00,210.32,209.79,210.30,209.78,209.58,205.05,207.49,207.79,208.34,203.55,204.85,202.64,205.54,205.16,205.56,201.52,201.70,211.84,207.10,202.26,198.52,197.72,203.82,199.97,203.20,203.20,206.65,200.88,190.05,181.17,177.82,168.18,172.90,165.97,169.61,173.38,229.71,283.70
2006-12-09 22:20:48.644000,L5,,,,,,,,,,,,,212.13,214.60,223.71,220.79,214.85,,187.13,187.25,180.19,180.49,178.07,173.70,174.70,172.10,173.67,184.56,184.66,181.07,179.51,173.28,,,,,,,,175.09,176.28,179.26,178.39,179.15,180.08,187.79,186.41,181.19,180.21,178.38,179.67,179.99,179.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-26 22:21:06.903000,L5,234.80,193.83,175.81,,,,,,,,,227.36,233.44,237.10,243.36,238.23,233.67,224.15,221.67,218.02,214.25,218.11,216.01,211.88,212.38,210.34,210.94,212.87,210.93,212.15,196.25,194.41,191.90,187.68,187.43,188.94,191.34,195.08,206.82,216.99,219.33,222.66,223.43,222.99,223.77,219.92,214.23,202.38,204.19,200.61,201.30,202.20,198.13,200.48,195.73,203.88,201.42,202.58,199.67,199.44,202.26,199.44,204.57,190.23,196.78,201.15,199.67,193.44,189.52,190.11,199.70,199.37,201.24,203.41,203.73,200.09,191.47,174.70,165.64,,,,,,,
2007-02-04 22:14:57.320000,L5,230.81,193.45,178.33,156.50,,,,,,,173.20,242.28,249.70,248.80,250.04,245.49,238.02,231.97,227.75,225.74,223.70,220.33,222.99,223.11,220.18,218.30,219.29,220.38,218.91,216.64,215.90,202.48,200.24,197.18,195.48,197.54,199.09,205.32,207.09,218.53,227.18,230.42,228.32,229.30,230.37,228.51,225.85,219.84,214.96,209.16,209.22,211.89,206.93,210.61,204.29,203.73,208.30,210.44,204.55,208.05,210.06,208.37,209.27,208.63,204.34,212.00,208.27,201.34,199.01,197.89,195.18,201.52,205.93,203.44,208.65,201.43,195.93,189.62,177.31,168.94,167.83,168.04,167.85,172.80,,
2007-02-11 22:21:08.430000,L5,,,,,,,,,,,,,208.46,206.84,221.61,215.79,209.50,,190.87,180.83,186.55,181.78,180.26,176.63,173.52,172.81,173.24,176.00,174.21,181.07,175.95,,,,,,,,,175.94,180.08,179.03,183.05,179.55,179.24,183.02,187.29,180.05,183.21,179.01,178.72,183.66,175.92,167.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-10-02 22:12:54.699000,L5,242.76,203.02,184.50,164.72,,,,,,,,231.88,240.54,241.94,247.99,245.52,244.29,234.83,230.58,234.55,227.86,225.84,224.42,222.09,210.40,210.77,209.62,212.50,210.58,206.04,199.80,196.36,196.77,206.03,205.08,206.42,206.76,211.88,211.90,221.47,223.58,216.74,218.51,219.28,217.73,215.28,215.31,214.49,215.58,219.24,223.88,223.83,222.54,222.35,216.60,217.31,214.88,209.10,199.36,198.61,200.68,202.45,201.60,202.80,209.73,224.34,220.45,214.84,211.78,210.69,211.29,204.31,201.60,195.24,196.35,195.05,191.70,182.81,178.30,180.69,181.17,178.19,180.48,175.59,,
2008-12-23 22:04:28.225000,L5,239.69,201.62,180.66,158.86,,,,,,162.85,178.21,232.09,244.38,245.35,251.44,240.70,234.35,212.08,215.10,212.83,214.11,210.51,205.88,204.91,197.42,201.81,211.82,212.64,213.14,209.31,206.87,204.10,203.09,201.19,193.34,187.58,195.75,196.84,205.43,208.31,212.16,218.51,223.65,225.37,224.89,224.99,224.05,219.04,222.14,218.37,211.09,206.77,209.40,207.62,207.23,202.56,203.76,202.32,205.89,209.11,208.49,210.06,209.45,211.42,217.67,225.03,210.03,206.21,199.59,202.65,197.14,198.87,197.50,207.18,210.06,206.61,199.27,192.94,189.93,186.45,178.88,173.11,177.40,188.19,217.79,274.65
2010-01-27 22:10:50.221000,L5,240.98,203.19,184.30,162.82,,,,,,,171.18,223.18,236.51,237.04,243.18,236.20,228.66,214.62,216.70,217.81,208.78,209.23,205.73,200.64,201.42,195.34,199.16,199.78,203.60,201.82,196.06,197.28,195.45,196.65,194.03,193.04,197.05,198.19,201.47,202.89,211.99,213.81,214.66,211.95,217.61,219.20,218.44,214.63,217.01,212.65,213.03,212.79,212.59,204.73,202.13,201.13,196.57,198.46,196.28,194.50,197.98,203.45,201.92,205.83,208.42,216.92,212.75,208.34,199.31,197.83,196.37,193.47,198.00,194.15,198.31,197.32,190.98,186.68,180.75,182.35,178.32,171.65,173.37,173.42,212.86,274.72
2010-12-13 22:09:49.260000,L5,270.32,225.02,261.93,251.11,254.19,254.33,252.98,265.74,287.62,320.26,309.56,312.80,307.98,315.67,324.83,323.52,321.23,327.06,302.98,403.82,,,,379.50,532.17,265.56,271.52,256.73,264.40,259.26,262.78,257.51,262.42,283.17,268.05,270.50,253.36,271.05,259.68,279.78,295.57,277.22,278.95,285.00,278.03,304.62,308.22,322.85,283.42,271.35,280.91,275.52,282.23,277.55,277.83,291.34,277.36,285.00,285.65,281.92,293.80,305.69,281.23,301.98,293.64,302.86,298.39,292.36,281.61,282.33,296.38,314.57,288.56,288.96,308.04,302.10,283.24,287.21,280.21,290.41,299.81,280.91,284.33,282.19,307.35,324.88
2011-01-21 22:16:06.266000,L5,235.17,197.42,175.08,160.10,,,,,,,,225.44,235.59,225.98,230.63,227.29,219.18,206.79,207.98,206.44,204.54,200.97,207.97,206.05,204.09,200.81,200.68,204.41,202.07,203.21,192.87,182.22,184.75,182.35,181.86,181.04,182.44,188.36,193.48,206.20,215.43,215.05,215.98,217.82,215.28,217.51,216.92,198.27,198.10,197.36,197.58,199.99,196.54,198.29,192.08,198.99,202.95,199.55,199.51,199.19,199.62,202.75,201.32,192.14,196.99,200.04,202.01,194.54,191.83,189.31,191.20,197.82,199.78,199.60,204.98,196.93,191.60,178.63,163.81,165.10,,,,,,
