dates,satname,nzd0195-0000,nzd0195-0001,nzd0195-0002,nzd0195-0003,nzd0195-0004,nzd0195-0005
1999-08-12 21:52:44.265000,L7,298.07,319.58,323.12,316.00,302.70,314.23
1999-09-29 21:52:52.243000,L7,305.10,349.08,324.56,318.39,306.21,313.14
1999-10-15 21:52:49.322000,L7,407.04,215.86,196.19,216.40,305.15,306.55
1999-12-09 21:58:57.676000,L7,335.96,348.51,465.04,492.57,499.27,416.74
2000-02-04 21:52:37.377000,L7,369.15,338.34,334.41,363.31,352.25,350.02
2000-02-20 21:52:29.720000,L7,300.20,279.99,319.85,298.67,299.87,277.02
2000-03-14 21:58:35.291000,L7,390.59,215.20,219.18,239.44,298.61,288.18
2000-03-30 21:58:33.541000,L7,297.40,309.02,318.55,299.41,292.77,280.78
2000-05-17 21:58:07.485000,L7,,,495.20,520.74,409.40,412.83
2000-08-05 21:57:08.715000,L7,286.39,,,,285.24,262.21
2000-08-14 21:50:56.232000,L7,196.51,202.59,192.24,238.67,302.00,303.70
2000-10-17 21:50:01.277000,L7,348.01,319.05,277.63,244.71,304.99,305.54
2000-11-09 21:56:21.390000,L7,,,,,227.73,237.14
2000-12-20 21:50:16.996000,L7,291.16,,311.62,296.78,244.28,267.52
2001-01-05 21:50:16.585000,L7,369.17,382.54,327.19,309.37,306.62,286.12
2001-03-10 21:50:10.732000,L7,388.00,397.66,326.85,317.30,308.09,313.03
2001-03-26 21:50:01.268000,L7,304.66,320.26,378.52,375.88,368.26,309.81
2001-06-21 21:55:29.297000,L7,233.66,184.22,201.77,274.81,234.45,276.56
2001-06-30 21:49:12.248000,L7,,309.94,311.55,,284.28,249.54
2001-09-09 21:54:36.880000,L7,307.80,317.94,404.91,417.28,385.07,302.51
2001-09-25 21:54:28.694000,L7,348.80,311.90,320.45,307.73,302.28,301.43
2001-10-11 21:54:09.862000,L7,390.95,314.55,319.00,310.38,299.77,296.69
2002-01-24 21:48:42.967000,L7,304.38,317.84,323.13,316.07,303.20,299.93
2002-01-31 21:54:50.570000,L7,220.86,217.46,232.24,236.17,295.84,293.67
2002-02-25 21:48:47.943000,L7,,,,251.50,284.64,260.97
2002-03-20 21:54:48.224000,L7,486.95,479.64,,,,
2002-03-29 21:48:39.145000,L7,,,,,289.04,269.29
2002-06-01 21:48:28.245000,L7,300.61,205.34,219.00,257.84,298.27,288.23
2002-06-24 21:54:28.353000,L7,319.71,329.47,323.49,333.72,306.38,316.41
2002-08-20 21:47:58.545000,L7,308.10,191.25,212.49,241.29,307.21,313.38
2002-08-27 21:54:00.253000,L7,397.48,399.28,414.86,416.28,407.50,396.51
2002-10-07 21:47:33.100000,L7,366.45,370.85,324.22,317.12,305.26,307.84
2002-10-14 21:53:43.769000,L7,356.36,314.53,317.39,308.63,299.04,300.05
2002-10-23 21:47:39.211000,L7,358.20,366.46,384.94,377.47,370.31,301.80
2003-01-18 21:54:30.278000,L7,283.70,305.96,310.33,288.15,294.78,267.93
2003-03-23 21:54:40.711000,L7,267.16,303.95,306.90,191.67,282.80,238.54
2003-04-08 21:54:47.577000,L7,390.71,400.03,419.89,414.96,410.93,410.06
2003-04-24 21:54:46.433000,L7,304.16,319.06,322.73,314.51,300.02,298.94
2003-05-03 21:48:37.175000,L7,287.86,313.39,311.17,300.14,294.09,277.68
2003-05-10 21:54:46.466000,L7,295.19,317.57,313.67,313.40,303.74,305.34
2003-05-26 21:54:43.917000,L7,222.04,306.13,308.07,286.07,282.11,
2003-07-21 21:42:33.857000,L5,373.59,382.34,391.73,397.82,392.02,381.45
2003-08-06 21:42:51.203000,L5,305.20,319.13,316.18,316.12,315.29,267.78
2003-08-15 21:36:48.503000,L5,,226.31,198.49,228.51,293.43,272.11
2003-10-18 21:37:48.406000,L5,314.29,318.95,324.00,294.63,244.02,
2003-10-25 21:44:04.226000,L5,301.36,314.51,316.65,305.78,311.51,324.23
2003-11-19 21:38:14.402000,L5,332.87,341.94,346.22,340.07,342.06,345.09
2004-03-01 21:45:02.553000,L5,327.85,343.58,349.85,347.28,342.98,344.65
2004-03-17 21:45:08.368000,L5,371.68,377.01,392.45,411.84,397.00,388.22
2004-04-02 21:45:18.969000,L5,335.99,352.49,357.54,355.22,347.30,334.64
2004-04-18 21:45:49.558000,L5,367.20,381.28,386.90,393.10,384.78,373.86
2004-05-20 21:46:44.438000,L5,273.63,249.81,197.83,218.83,300.53,309.69
2004-07-07 21:48:09.180000,L5,364.41,381.07,392.00,395.51,381.40,375.14
2004-07-23 21:48:33.165000,L5,325.55,334.29,338.48,337.16,329.99,332.14
2004-09-25 21:50:07.312000,L5,367.17,381.95,394.75,401.71,385.56,374.01
2004-10-20 21:44:28.706000,L5,371.62,378.90,384.61,394.43,389.12,379.75
2004-10-27 21:50:47.740000,L5,317.13,327.81,331.17,331.53,330.93,332.67
2004-12-07 21:45:24.093000,L5,304.92,268.08,310.17,302.86,293.02,298.98
2005-01-15 21:52:09.437000,L5,319.20,330.30,314.12,308.82,298.16,304.18
2005-01-24 21:46:06.161000,L5,287.17,252.67,290.35,176.33,290.41,297.59
2005-02-09 21:46:19.482000,L5,316.32,299.11,307.14,312.91,303.54,311.35
2005-02-25 21:46:35.721000,L5,307.62,261.72,315.28,318.09,307.75,314.47
2005-03-04 21:52:52.217000,L5,365.93,381.94,399.46,400.10,394.78,384.32
