dates,satname,nzd0523-0000,nzd0523-0001,nzd0523-0002,nzd0523-0003,nzd0523-0005,nzd0523-0006,nzd0523-0007,nzd0523-0015,nzd0523-0016,nzd0523-0017,nzd0523-0018,nzd0523-0019,nzd0523-0020,nzd0523-0026,nzd0523-0027,nzd0523-0028,nzd0523-0031,nzd0523-0032,nzd0523-0033,nzd0523-0034,nzd0523-0035,nzd0523-0036,nzd0523-0037,nzd0523-0038,nzd0523-0039,nzd0523-0040,nzd0523-0041,nzd0523-0042,nzd0523-0043,nzd0523-0044,nzd0523-0045,nzd0523-0046,nzd0523-0047,nzd0523-0048,nzd0523-0049,nzd0523-0050,nzd0523-0051,nzd0523-0052,nzd0523-0053,nzd0523-0004,nzd0523-0008,nzd0523-0009,nzd0523-0010,nzd0523-0011,nzd0523-0012,nzd0523-0013,nzd0523-0014,nzd0523-0021,nzd0523-0022,nzd0523-0023,nzd0523-0024,nzd0523-0025,nzd0523-0029,nzd0523-0030
2005-09-24 22:21:16.380000,L5,,,,,,,,,215.97,216.67,236.55,256.78,255.19,250.51,266.96,201.59,183.92,280.60,284.52,255.46,251.50,231.24,298.53,311.72,316.01,314.32,220.16,209.83,214.94,239.63,191.47,235.28,252.14,189.66,172.83,180.42,196.49,170.76,140.18,,,,,,,,,268.57,274.27,201.02,,228.80,244.88,251.35
2005-10-10 22:21:11.594000,L5,363.75,343.95,325.58,319.13,322.22,327.90,341.35,321.21,315.55,324.63,335.51,342.00,351.95,343.56,336.79,335.95,355.84,358.61,353.14,365.44,364.75,363.52,368.11,371.48,379.83,373.21,370.78,358.35,344.10,337.93,338.45,340.14,353.16,359.85,371.15,374.59,364.58,351.89,362.99,324.11,359.60,351.12,340.98,334.15,329.29,332.74,323.32,351.77,337.89,327.02,324.32,338.16,345.36,350.27
2006-01-23 22:16:59.639000,L5,267.93,258.46,246.79,257.37,,,281.15,275.23,254.85,273.57,280.90,283.31,287.22,287.42,289.96,286.64,298.63,304.80,302.01,319.36,332.35,326.13,330.70,335.41,331.81,328.51,322.10,,,297.07,303.20,311.21,310.99,317.18,331.98,321.67,317.37,320.12,325.99,,286.45,272.50,285.27,285.90,274.17,282.45,286.17,291.26,296.93,293.05,240.15,281.07,288.09,298.38
2006-02-08 22:17:21.928000,L5,324.82,314.84,312.02,314.10,322.98,325.89,327.15,316.81,309.55,315.84,321.69,328.18,334.06,329.96,336.48,332.35,334.91,341.58,348.01,356.68,361.29,358.98,364.96,374.62,374.66,372.89,368.98,353.71,344.70,340.99,338.12,348.68,352.34,358.74,367.11,356.99,353.95,353.20,359.47,320.98,328.45,336.44,339.51,332.44,329.87,327.40,324.18,338.39,347.42,341.97,331.04,327.54,330.20,333.60
2006-03-12 22:18:01.902000,L5,253.40,251.09,224.75,258.79,245.11,258.25,257.37,245.87,232.64,256.78,263.40,271.47,270.13,,,,,,,197.91,313.89,300.22,313.51,318.90,317.97,283.63,318.70,235.27,187.35,273.30,246.50,267.11,286.35,266.04,299.44,,308.32,302.48,277.74,262.69,,163.97,274.40,269.26,258.11,263.56,268.05,185.04,283.33,280.43,,,,
2006-04-13 22:18:38.042000,L5,,,,,241.13,214.56,237.48,,,,,,,,,,,,,,,,,,,,,,,,,255.68,272.00,261.03,251.23,,309.80,286.92,279.15,,,,,,,,,,,,,,,
2006-08-26 22:26:43.606000,L5,,210.01,200.32,253.88,238.55,224.55,240.63,220.54,153.73,222.38,257.46,268.57,271.24,,,,,,,,,,,,,,,,,,,,,,,,,,,264.86,276.76,184.98,259.60,142.20,173.74,153.42,200.98,277.97,147.42,,,,,
2006-09-27 22:27:06.456000,L5,249.34,226.24,232.77,253.05,234.15,247.77,251.33,180.53,219.04,203.25,243.31,258.29,258.92,266.93,255.19,234.07,234.29,278.64,285.13,263.94,305.92,304.41,304.40,312.77,315.81,318.51,306.22,287.37,212.27,288.73,277.76,273.40,278.37,276.95,299.21,220.65,288.34,297.60,282.97,259.24,,158.09,258.03,241.34,243.44,227.97,,268.70,271.35,264.26,192.50,247.16,244.14,258.11
2006-11-30 22:27:42.738000,L5,,,,,,,,194.70,237.52,254.75,269.65,275.05,281.00,279.54,277.31,273.25,285.00,297.77,294.04,304.53,314.71,315.71,318.47,325.80,327.77,329.05,321.92,311.49,298.65,297.48,289.18,303.90,308.19,307.77,325.20,250.28,316.30,315.19,316.68,,,,,,,,164.57,284.93,287.43,276.26,224.05,268.41,274.37,276.97
2006-12-09 22:21:36.590000,L5,329.88,326.87,320.35,328.35,332.45,340.18,344.07,332.33,318.63,320.79,333.77,336.70,365.46,353.02,347.95,349.48,372.55,358.17,351.90,361.97,370.08,378.29,386.82,420.14,433.74,414.72,392.49,393.83,383.05,365.33,360.01,369.52,375.23,389.91,396.71,398.44,376.74,451.87,462.29,341.24,334.38,344.26,356.42,344.13,343.96,343.18,332.34,385.80,382.20,368.65,349.70,353.38,359.21,376.23
2006-12-16 22:27:50.871000,L5,315.64,311.36,309.37,310.91,322.64,324.16,325.64,314.73,297.48,308.03,318.43,322.83,330.13,334.74,334.89,332.99,341.39,342.93,335.75,349.11,359.12,359.39,365.85,374.01,373.68,376.12,366.53,355.76,345.58,341.44,337.17,345.77,349.91,355.63,366.49,356.21,350.72,352.56,357.71,322.74,324.00,326.86,329.11,331.08,328.80,326.25,320.29,335.00,336.23,323.91,320.71,325.65,338.40,340.01
2007-01-26 22:21:54.849000,L5,340.97,341.73,340.04,338.70,374.26,361.62,349.52,336.80,349.69,368.57,360.29,354.62,372.51,365.73,366.23,370.40,391.77,380.27,375.08,375.00,391.27,404.15,408.24,416.12,421.36,417.83,401.24,374.93,358.06,356.50,358.15,366.87,365.74,374.19,387.67,393.49,388.33,372.06,377.13,349.36,348.22,361.35,361.28,355.37,348.65,347.90,338.18,383.84,377.72,370.51,372.90,375.97,375.79,384.54
2007-02-11 22:21:56.518000,L5,252.44,235.92,210.29,249.85,,,,181.20,207.23,216.56,248.66,265.19,262.26,,215.89,229.12,229.99,273.20,288.99,292.33,307.81,299.25,310.57,311.97,316.09,313.97,299.98,255.48,197.40,288.50,167.69,,,,,,284.68,301.85,278.37,252.52,,,,,,,,267.85,,,,,258.61,237.56
2007-02-27 22:21:56.031000,L5,254.66,244.54,235.67,251.65,,,,,,,,,,,,,171.01,278.55,283.84,211.13,305.55,297.65,308.26,309.41,309.45,309.64,273.96,236.84,198.17,264.70,272.97,270.24,281.22,276.24,299.38,,307.29,294.42,279.49,,,,,,,,,267.55,271.29,272.92,,,,
2008-10-27 22:10:37.958000,L5,,,,,,,,,,,,238.44,262.48,,,,214.37,274.72,291.37,296.80,314.96,306.08,312.24,321.11,326.96,324.49,316.65,294.39,284.60,292.35,286.07,281.60,290.52,283.80,311.33,219.44,303.47,302.20,294.72,,,,,,,,,268.87,273.07,266.10,,,231.27,222.73
2009-01-31 22:12:28.607000,L5,254.45,238.84,214.93,243.90,244.13,218.09,178.68,,,221.97,199.21,202.22,185.25,,,,,,,,301.26,298.36,305.69,315.70,310.74,308.56,291.36,239.25,174.52,267.25,145.31,158.41,272.85,272.47,306.08,,306.12,298.63,276.92,252.55,,,,,,,,224.71,274.69,265.29,,,,
2010-12-20 22:16:50.270000,L5,324.34,323.20,327.13,328.42,329.78,329.86,330.17,320.80,319.34,323.13,333.85,334.16,331.48,333.07,334.00,336.27,340.10,341.65,348.39,357.62,364.59,362.31,365.22,366.91,374.19,383.93,382.77,363.01,349.26,345.90,347.31,352.64,358.79,365.01,374.27,363.95,359.76,355.22,364.94,330.59,335.85,334.70,338.79,333.86,336.06,333.96,324.39,336.67,345.62,342.06,337.62,334.45,338.87,338.69
2011-01-12 22:23:04.859000,L5,272.05,267.79,262.61,268.96,273.64,279.08,271.59,,,,,,,276.23,268.77,274.18,,272.48,305.18,310.29,320.63,321.91,325.23,332.62,337.15,334.12,329.74,309.37,304.06,299.94,296.50,303.68,314.12,319.24,335.79,304.85,318.93,316.99,326.02,278.18,,,,,,,,,,256.05,232.60,278.35,,
2011-01-21 22:16:54.354000,L5,343.45,346.62,346.41,336.80,349.65,356.29,345.65,368.53,357.04,362.11,369.98,377.15,377.01,342.29,350.18,357.52,359.38,361.77,383.64,400.19,404.26,400.04,398.27,399.28,405.33,398.81,397.45,389.91,388.57,373.69,371.43,376.22,387.97,406.14,411.94,402.06,393.37,394.68,383.69,338.94,343.30,350.76,354.69,360.52,351.28,351.38,357.23,376.29,392.96,402.51,379.42,345.29,348.93,357.43
2011-02-06 22:16:56.485000,L5,,,,,,,,,178.88,258.60,285.38,288.71,294.10,293.15,297.45,291.45,309.05,313.22,307.22,,,,,,,260.67,310.13,306.54,299.48,311.63,298.74,281.91,,,,,,,,,,,,,,,,297.00,299.81,293.93,276.41,294.42,297.17,304.26
2013-08-13 22:35:09.413000,L8,241.97,261.42,142.59,253.81,230.20,240.85,253.19,257.97,,,,260.60,250.03,,,,,,209.26,188.69,215.40,175.60,200.60,201.75,220.39,237.31,238.14,215.71,159.70,200.16,236.36,251.72,268.46,245.39,254.01,,296.76,287.51,276.49,270.10,265.73,274.43,270.77,204.55,,248.04,268.14,268.66,273.36,267.88,,,,
2013-08-22 22:29:00.806000,L8,,,,,225.86,209.81,244.83,,,,,,,,,,,,213.58,191.84,215.99,181.98,204.76,218.25,224.49,243.49,247.11,229.88,235.70,196.14,213.37,257.85,286.33,253.99,285.67,,293.64,291.84,299.88,,226.50,,,,,,,,,,,,,
2013-08-29 22:35:12.017000,L8,,,,252.11,226.40,146.73,251.63,256.44,,,,259.92,238.74,,,,,,203.25,190.57,203.39,160.78,193.95,201.18,220.39,234.92,222.02,217.61,164.35,193.96,245.03,254.34,273.01,250.04,263.23,,289.84,286.83,294.28,268.89,264.34,260.59,258.72,213.80,,246.17,214.41,268.93,271.69,272.83,,,,
2013-09-07 22:28:59.661000,L8,,,,251.34,264.34,268.39,264.61,,208.39,253.34,265.85,265.49,267.59,,267.53,257.97,245.82,280.50,285.97,285.64,298.94,298.72,294.32,,,,,,,,,,,,,,,,,268.29,270.06,271.77,,,,,,273.23,272.82,263.58,,,244.09,264.75
2013-09-23 22:28:51.997000,L8,253.64,250.81,224.47,253.77,229.46,244.93,258.85,,,,224.74,258.25,245.64,237.50,252.64,238.73,230.40,260.41,277.30,231.74,294.12,299.71,296.05,302.91,311.14,308.25,302.39,255.30,247.35,272.97,280.57,271.81,289.36,285.33,287.64,200.05,292.65,304.94,316.61,270.49,255.06,,,,,,,269.46,273.54,276.19,185.79,218.04,242.58,257.76
2013-11-26 22:28:34.840000,L8,247.01,264.42,220.19,230.70,214.86,222.93,240.46,,,143.53,199.52,249.88,246.88,229.69,242.95,236.06,238.89,256.61,266.66,259.36,291.98,287.00,293.58,301.73,294.83,307.41,301.33,252.86,242.71,271.03,279.87,261.38,286.22,274.38,295.97,242.50,230.72,290.37,305.47,,,,,,,,,210.24,272.72,271.12,156.10,218.24,238.56,252.76
2013-12-03 22:34:46.544000,L8,253.91,263.41,224.18,247.15,224.16,246.54,250.09,139.82,186.81,245.32,213.23,260.03,253.56,226.96,237.81,233.79,233.87,257.66,276.57,244.43,291.62,290.33,293.43,300.64,301.20,306.48,301.59,281.56,229.78,278.62,234.87,258.99,282.47,271.75,269.68,205.32,224.55,289.42,304.96,,,,,,,,,208.15,271.14,274.17,162.27,218.47,239.44,244.40
2014-02-05 22:34:08.735000,L8,266.64,264.43,236.91,253.66,228.89,251.49,259.17,170.86,188.64,244.13,264.24,264.92,267.68,267.18,261.12,267.65,249.12,267.65,280.44,277.17,293.98,287.62,295.69,301.70,302.87,308.28,303.40,267.45,242.61,232.20,280.25,266.16,287.22,277.87,297.14,204.93,241.88,292.54,306.59,180.91,254.19,131.36,267.51,270.60,269.49,218.12,254.97,269.92,272.54,276.78,200.04,224.37,251.38,267.50
2014-10-12 22:27:11.441000,L8,151.26,186.74,214.95,231.38,222.25,224.47,249.48,,,,205.25,246.75,244.28,231.50,266.99,239.57,232.30,260.81,272.75,247.47,292.76,294.20,295.77,303.12,303.06,308.25,302.01,249.69,247.57,273.18,279.83,271.36,288.77,278.51,298.25,276.44,290.79,298.67,308.12,268.64,249.99,,,,,,,218.22,273.09,271.80,166.62,217.90,240.29,252.70
2014-10-28 22:27:08.358000,L8,,265.24,269.00,287.31,,,,271.31,244.28,266.46,273.23,278.89,279.59,285.09,293.92,282.53,295.67,299.12,301.82,302.47,312.78,312.27,315.49,320.76,325.46,327.34,324.51,317.46,307.54,303.77,301.95,304.05,305.82,312.07,323.50,313.49,304.65,313.04,325.67,,,,261.05,243.84,284.53,280.68,273.95,283.59,283.14,284.25,280.45,256.98,290.58,294.62
2014-12-15 22:27:04.889000,L8,285.52,284.18,277.16,279.89,289.06,292.49,288.29,275.51,271.11,273.46,282.46,288.39,289.87,290.85,291.24,285.97,293.06,300.74,305.81,301.84,312.36,311.87,314.78,320.37,330.98,327.06,326.64,323.89,308.52,301.89,303.67,305.18,309.02,313.71,325.34,314.84,306.42,312.87,322.69,287.92,291.22,289.88,294.93,293.17,292.49,291.46,285.23,294.37,294.06,291.15,288.85,286.45,291.36,296.84
2015-01-07 22:33:12.225000,L8,334.51,324.51,327.51,343.65,356.93,354.81,345.11,359.69,355.45,365.36,354.64,362.85,391.99,503.90,366.02,483.02,343.05,355.08,372.27,372.11,377.49,388.64,401.95,405.34,398.41,378.53,369.64,363.93,359.55,360.60,348.25,352.74,363.25,365.96,377.23,371.69,369.72,355.58,373.66,345.76,351.58,359.95,352.07,350.26,362.35,393.24,340.86,455.41,511.06,371.94,367.61,457.51,360.05,355.01
2015-02-08 22:33:02.096000,L8,266.58,262.82,252.78,255.82,236.66,269.40,261.60,253.54,203.04,255.33,261.24,265.86,268.98,271.38,272.10,268.25,270.92,281.59,280.01,288.58,296.03,295.16,298.00,304.16,310.68,309.28,301.91,287.30,188.40,288.83,281.54,261.46,229.74,152.20,197.29,,,,,266.86,269.15,266.77,271.52,273.36,272.02,250.42,183.59,272.84,274.75,277.06,213.86,235.63,268.43,276.00
2015-02-24 22:32:57.004000,L8,246.22,281.11,255.76,282.81,287.36,294.71,285.44,282.51,278.92,281.13,285.19,291.26,292.87,295.55,296.48,292.22,303.40,312.37,311.95,314.99,316.81,320.58,320.36,326.01,331.82,331.45,331.44,331.24,311.53,310.90,305.66,308.34,311.98,317.92,333.11,317.57,310.42,317.10,327.53,266.98,294.16,291.02,297.13,296.18,297.18,296.94,291.06,297.06,295.31,296.67,290.30,297.77,299.11,301.73
2015-04-06 22:26:20.815000,L8,263.04,265.86,214.32,253.99,159.63,246.83,261.79,258.60,198.59,251.24,244.22,263.22,190.03,,,,,,204.12,212.80,292.36,299.03,294.09,285.32,307.51,306.03,252.03,235.86,162.96,192.66,246.10,256.12,286.45,250.54,257.10,,292.55,285.62,287.98,185.99,264.91,274.23,275.16,271.51,270.89,248.10,268.46,270.23,273.64,275.99,,,,
2015-04-22 22:26:19.104000,L8,,,,,,,,,,,,,,,,,282.09,195.74,291.37,297.77,307.75,215.08,206.60,146.01,,,,,,201.38,260.70,252.74,269.07,231.42,281.88,,,,,,,,,,,,,,,,,,263.63,271.24
2015-09-20 22:33:07.479000,L8,,190.67,219.35,229.57,221.25,239.84,240.52,,,,217.11,248.58,236.52,242.77,266.78,227.69,213.88,190.90,276.00,222.24,293.41,294.71,294.24,302.65,309.74,269.09,262.39,250.55,242.50,263.87,272.58,267.83,287.57,273.32,279.53,,292.14,299.07,306.73,269.89,258.58,,,,,,,269.25,272.25,268.40,,,240.74,252.94
2015-10-31 22:27:04.990000,L8,271.01,265.04,255.46,260.03,242.08,178.51,270.00,254.78,212.02,258.15,240.03,,,,,,,,,,,,,,,,,,,,,,,,,,292.83,294.45,313.86,273.89,267.45,270.24,275.79,274.45,276.76,231.96,244.24,273.75,274.05,270.69,209.68,137.96,,
2016-01-19 22:27:03.476000,L8,245.42,255.47,183.81,216.77,,,,164.66,180.35,223.72,202.26,256.10,233.88,217.55,211.74,222.29,218.79,245.49,275.56,238.21,278.80,222.51,292.69,274.23,291.64,305.33,294.39,241.41,204.94,177.19,195.91,256.80,280.82,262.79,258.87,172.83,292.62,279.90,304.01,,,,,,,,,193.86,264.18,217.28,,170.08,227.80,233.71
2016-02-04 22:27:00.087000,L8,246.86,249.58,223.81,220.23,,,,168.63,179.80,239.76,211.28,245.58,239.06,237.32,267.67,259.27,236.60,255.31,270.64,259.18,288.42,231.68,294.05,281.92,290.92,306.44,297.95,252.01,231.86,268.66,279.48,259.51,285.70,270.40,269.94,191.07,227.30,292.36,303.52,169.80,,,216.73,232.60,179.19,202.24,,210.02,260.14,266.37,186.30,223.21,236.75,247.47
2016-04-08 22:26:35.612000,L8,,,,235.58,219.65,144.71,248.34,253.36,,,213.97,261.30,243.39,,,,,,188.94,189.11,209.22,229.92,199.22,208.51,225.59,244.63,254.60,235.84,242.81,192.57,262.10,253.93,287.17,279.74,282.23,,286.24,288.11,303.82,269.56,265.65,266.46,,,210.12,246.95,268.60,,,,,,,
2016-08-05 22:33:10.735000,L8,185.80,267.59,183.09,,235.53,242.41,262.76,267.72,,,,,,,,,,,,195.67,205.45,185.09,208.80,213.98,223.71,237.99,243.16,216.21,163.66,197.67,178.96,257.88,276.36,253.49,257.71,,312.42,292.64,289.32,,270.99,277.93,275.86,277.65,235.00,253.61,274.89,270.96,273.90,258.76,,,,
2016-08-30 22:27:09.042000,L8,,,,252.30,233.19,243.59,260.74,258.48,,,236.35,258.75,241.38,,,,158.72,188.74,216.55,192.61,292.08,299.83,294.26,220.87,240.52,246.33,233.53,237.54,240.91,201.50,255.22,260.10,288.90,271.33,276.51,,287.66,290.94,302.16,271.07,265.71,265.23,273.74,270.61,273.44,248.34,270.05,269.10,273.10,275.01,,,,
2016-10-08 22:33:26.871000,L8,,,,,,,,,,204.85,226.01,251.56,234.83,206.41,203.01,196.71,233.11,260.02,270.36,234.71,290.55,291.91,294.65,301.74,303.10,306.19,292.74,241.02,240.61,233.40,280.05,269.89,286.57,271.17,300.87,213.81,284.37,293.87,305.19,,,,227.99,226.73,241.52,,,268.88,239.80,,,,230.26,233.41
2016-11-09 22:33:28.622000,L8,,,,,,,,,,,,,162.25,,,,271.18,256.36,275.57,248.47,289.94,290.38,298.20,305.37,313.15,319.97,311.63,298.94,295.58,285.99,,,,,,,,,,,,,,,,,,181.51,231.68,255.74,,,153.16,283.10
2016-12-04 22:27:17.474000,L8,266.95,256.61,234.74,249.69,222.26,257.19,261.70,166.97,192.61,240.43,257.75,260.02,264.68,242.54,248.74,240.32,244.08,268.06,276.48,269.41,291.08,290.29,295.11,302.46,303.80,307.16,301.25,282.20,245.16,286.23,279.79,267.19,287.03,282.06,299.72,244.52,265.55,290.47,305.94,269.58,264.81,137.64,226.74,267.07,268.99,204.70,,269.66,266.13,265.03,160.24,222.45,242.11,268.13
2017-02-22 22:26:52.098000,L8,250.82,263.15,221.98,228.54,226.03,209.13,213.18,,,,204.37,258.13,263.70,219.68,225.16,223.99,224.86,278.30,276.97,238.94,291.74,289.47,293.05,302.20,297.81,306.21,298.40,247.33,214.28,263.93,279.65,261.44,286.19,269.71,271.80,183.50,288.42,300.45,305.61,266.46,,,,,,,,268.33,272.16,274.45,188.50,178.67,236.20,241.58
2017-08-01 22:26:56.477000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.27,258.37,208.63,206.16,,300.91,281.30,267.69,,,,,,,,,,,,,,,
2017-08-17 22:27:01.961000,L8,,,,,220.34,240.75,252.54,,,,,,,,,,,,204.19,198.81,223.26,237.76,203.25,230.64,241.96,251.21,251.37,224.74,214.20,196.92,266.55,259.29,277.60,254.20,258.58,,293.35,287.01,274.24,,264.00,,,,,,,,,,,,,
2017-09-02 22:27:04.783000,L8,,192.54,218.40,230.96,228.17,197.24,188.11,,,,,,,,,,,,200.45,193.44,292.58,299.48,294.83,302.62,310.51,245.80,255.62,236.58,178.60,197.90,276.98,271.05,287.83,261.37,278.08,,276.35,289.66,288.64,271.69,,,,,,,,267.82,273.36,275.56,,,,
2017-09-18 22:27:06.940000,L8,255.06,228.81,222.36,252.07,229.38,247.57,256.22,,201.00,224.52,227.43,259.69,240.47,,,,248.31,280.26,277.51,223.26,256.97,298.74,295.30,303.45,307.03,307.23,301.75,250.80,244.99,286.51,280.24,274.32,289.37,285.55,297.41,136.71,276.52,299.16,307.97,214.81,264.37,,,,,,,270.14,272.23,267.29,,,247.14,268.23
2017-10-04 22:27:13.567000,L8,273.91,265.05,242.05,265.22,273.90,274.34,269.57,,,,,,,,,,,174.58,140.38,197.75,168.75,,287.15,297.93,272.30,309.14,280.49,226.21,211.91,,,,,,,,,,,280.16,273.85,277.11,,,,,,,,,,,,
2017-10-20 22:27:16.389000,L8,,,,,,,,,,,160.64,263.91,267.09,,,,285.44,287.18,275.64,246.40,290.71,289.72,,,262.50,310.17,309.69,298.65,293.68,293.70,294.48,290.79,294.55,303.23,313.34,303.26,291.20,304.86,312.54,,,,223.92,270.38,275.48,248.67,,279.02,272.06,263.68,258.23,249.18,,168.71
2017-10-27 22:33:27.257000,L8,264.33,252.70,225.94,251.48,228.27,253.44,262.79,166.13,197.85,249.30,225.85,255.11,235.14,239.41,268.69,246.18,243.94,278.43,276.52,275.89,292.02,295.42,294.94,303.15,306.43,307.20,301.50,282.05,246.20,288.88,281.32,268.95,287.92,282.88,297.28,262.50,281.44,292.61,306.93,271.91,267.10,,228.89,232.45,175.29,203.84,,269.55,272.03,271.33,210.95,225.96,244.98,256.12
2017-11-12 22:33:24.612000,L8,,207.98,240.69,258.80,244.54,263.73,243.27,,,181.40,171.41,265.10,238.97,,,,275.89,282.73,279.62,287.56,294.75,299.89,300.19,304.91,311.77,308.55,301.27,234.75,284.03,289.25,284.36,285.55,291.77,299.32,305.30,197.23,,,,273.35,254.50,259.74,261.18,,,,,197.20,,,,,237.44,268.53
2018-02-16 22:32:56.849000,L8,288.72,283.95,243.42,229.34,299.89,,,,,,,,,303.95,296.43,290.00,298.03,299.31,299.23,302.38,314.61,319.63,321.22,347.43,334.98,334.30,326.15,314.98,305.92,304.96,301.20,306.00,308.31,315.80,324.20,311.58,301.35,308.49,320.21,236.69,,,,,,,,,,300.21,286.01,296.52,294.27,296.63
2018-03-13 22:26:32.925000,L8,264.21,266.55,228.51,257.32,221.93,,,,,,,,,194.69,161.94,245.36,237.13,278.20,275.39,,,,,199.68,310.70,308.42,300.91,247.31,246.22,288.43,282.42,275.21,283.84,266.63,270.02,137.98,287.07,297.68,306.23,271.84,,,,,,,,,272.42,192.84,209.88,199.93,258.98,231.63
