dates,satname,nzd0458-0000,nzd0458-0001,nzd0458-0002,nzd0458-0003,nzd0458-0004,nzd0458-0005,nzd0458-0006,nzd0458-0007,nzd0458-0008,nzd0458-0009,nzd0458-0010,nzd0458-0011,nzd0458-0012,nzd0458-0013,nzd0458-0014,nzd0458-0015,nzd0458-0016,nzd0458-0017,nzd0458-0018,nzd0458-0019,nzd0458-0020,nzd0458-0021,nzd0458-0022,nzd0458-0023,nzd0458-0024,nzd0458-0025,nzd0458-0026,nzd0458-0027,nzd0458-0028,nzd0458-0029,nzd0458-0030,nzd0458-0031,nzd0458-0032,nzd0458-0033,nzd0458-0034,nzd0458-0035,nzd0458-0036,nzd0458-0037,nzd0458-0038,nzd0458-0039,nzd0458-0040,nzd0458-0041,nzd0458-0042,nzd0458-0043,nzd0458-0044,nzd0458-0045,nzd0458-0046,nzd0458-0047,nzd0458-0048,nzd0458-0049,nzd0458-0050,nzd0458-0051,nzd0458-0052,nzd0458-0053,nzd0458-0054,nzd0458-0055,nzd0458-0056,nzd0458-0057,nzd0458-0058,nzd0458-0059,nzd0458-0060,nzd0458-0061,nzd0458-0062,nzd0458-0063,nzd0458-0064,nzd0458-0065,nzd0458-0070,nzd0458-0071,nzd0458-0072,nzd0458-0073,nzd0458-0066,nzd0458-0067,nzd0458-0068,nzd0458-0069
1999-09-25 22:19:33.081000,L7,,,,,,,,,,,256.31,238.36,191.70,201.16,158.89,252.39,241.66,249.31,,,,,,,,,,,,,,,,,,,,,,,,166.46,175.08,242.41,264.03,,,,,,,,,,,,,,,,,,,,,,,210.28,233.18,318.64,,,,
1999-11-12 22:19:27.510000,L7,223.90,220.36,218.96,232.21,249.06,249.69,252.78,223.52,219.87,284.94,287.69,287.90,281.95,281.44,290.28,293.87,288.51,293.69,300.05,296.82,290.14,289.03,281.44,274.47,273.59,274.03,281.53,273.94,271.84,269.52,266.83,267.44,265.68,267.33,268.40,269.43,271.44,276.17,278.92,281.87,282.21,285.63,287.37,284.49,280.69,277.30,270.36,464.51,471.53,492.01,502.52,240.76,234.21,240.47,235.64,229.79,228.41,225.01,221.34,212.67,206.58,200.89,189.78,185.60,178.36,170.28,210.04,228.36,348.35,384.62,,,,
1999-11-28 22:19:20.962000,L7,224.29,213.99,199.52,231.76,249.50,220.39,255.85,205.42,182.19,,291.40,288.63,282.50,276.63,291.97,294.39,294.49,299.74,302.67,298.67,294.25,291.28,282.65,271.20,266.51,272.06,273.96,272.36,273.32,268.20,274.59,273.68,273.96,275.61,272.07,276.39,277.30,276.64,276.91,278.84,282.57,286.53,290.66,289.92,286.23,279.94,275.76,264.08,259.57,254.78,239.62,240.24,236.17,240.90,235.58,226.54,231.68,224.09,223.11,221.86,216.23,204.37,197.29,191.66,170.08,,,262.03,405.42,,,,,
2000-02-16 22:19:16.215000,L7,,,,,,,,,,,,,191.33,246.42,243.28,250.07,253.79,256.03,271.31,249.62,,,,,,,,,,,,177.16,182.01,182.55,174.70,176.84,181.78,165.68,179.29,,,,175.09,184.81,175.27,179.23,186.55,185.73,180.66,,,,,,,,,,,,,,,,,,,,228.92,313.66,,,,
2000-04-20 22:18:51.435000,L7,,,,173.27,248.12,203.88,188.32,,,,253.83,265.84,256.98,255.52,249.39,248.93,268.86,267.60,272.84,277.28,252.49,274.14,259.13,243.71,241.40,232.44,216.48,222.12,232.66,254.28,244.09,267.76,259.20,257.50,256.63,265.32,254.46,269.91,260.75,267.85,266.71,270.76,264.03,252.99,265.21,239.92,252.55,244.88,207.76,204.68,193.48,183.42,218.41,211.99,210.95,200.43,214.65,,,,,,,,,,,,,,,,,
2000-09-27 22:17:00.586000,L7,330.40,470.88,493.61,505.64,524.59,520.30,496.07,341.63,290.06,319.55,328.24,326.78,328.75,334.85,281.52,290.50,292.55,327.91,335.29,292.44,331.14,322.18,336.82,334.76,,290.48,284.77,319.77,322.91,320.38,274.27,279.02,281.70,283.77,284.09,279.47,279.69,312.21,334.49,330.61,333.42,317.63,341.06,288.86,334.50,342.67,339.80,346.65,341.92,341.21,338.94,341.10,339.09,359.70,369.84,386.38,357.03,390.62,398.06,215.42,482.92,472.66,496.79,192.99,176.95,344.96,499.32,517.79,324.16,486.55,325.63,293.14,401.77,386.55
2000-11-14 22:16:54.735000,L7,222.76,219.21,230.27,224.08,248.64,248.71,261.84,214.29,191.14,302.43,280.88,280.51,280.81,291.67,229.16,249.41,286.12,290.31,298.71,289.23,275.28,284.19,278.35,275.30,251.04,270.23,272.55,270.29,271.46,258.68,269.20,270.62,269.23,269.14,266.65,268.09,274.58,278.95,273.89,276.62,281.62,283.61,286.08,281.02,276.21,272.90,272.06,260.57,261.37,252.71,396.10,418.47,434.77,455.43,231.79,232.49,231.33,222.81,219.32,211.67,208.19,198.24,191.41,190.77,179.03,,537.64,237.95,284.38,343.73,482.44,502.00,524.22,526.47
2000-12-16 22:16:59.214000,L7,319.13,320.10,321.28,324.65,323.39,329.06,338.21,339.34,289.74,315.68,312.30,426.48,427.07,429.18,430.38,442.37,428.14,456.12,461.56,463.69,348.18,423.79,339.10,331.52,331.21,325.18,338.02,324.80,364.56,320.64,321.84,324.59,329.54,421.83,454.37,448.51,445.37,368.89,371.46,375.24,387.10,491.89,483.73,491.42,464.48,477.43,436.92,426.38,445.83,523.69,379.74,378.45,451.76,502.60,501.82,540.23,439.06,434.07,405.60,422.92,407.54,411.09,405.13,406.91,403.10,421.27,441.43,515.10,522.91,540.27,445.50,457.57,438.68,488.36
2001-01-01 22:16:57.613000,L7,222.71,218.99,323.46,316.33,292.29,342.63,265.11,206.88,198.06,382.63,282.32,287.57,278.91,278.17,286.64,283.12,284.59,292.70,301.51,299.69,295.65,291.54,280.48,268.06,278.44,268.05,276.40,276.32,269.40,267.53,272.00,269.85,275.33,272.95,272.08,272.77,277.16,276.73,279.09,280.62,281.97,284.86,286.60,284.10,279.08,279.93,274.14,260.59,264.02,394.41,409.53,402.61,234.85,236.76,229.95,225.59,224.70,225.55,221.30,488.59,542.45,493.73,523.29,512.12,506.10,508.23,300.66,436.74,410.97,509.24,527.47,546.01,,
2001-01-17 22:17:03.511000,L7,,,,,,,,,,,220.17,233.11,210.11,249.62,239.67,250.47,252.53,257.47,271.73,256.07,255.93,244.33,238.43,234.02,215.58,216.88,213.25,193.83,200.89,201.33,195.15,244.50,245.08,249.16,209.46,253.44,252.92,257.64,261.34,195.64,267.66,276.13,195.53,257.40,208.04,183.08,181.29,188.84,184.00,175.03,163.86,,,,,,,,,,,,,,,,,,233.62,323.98,,,,
